series,lag_0,lag_1,lag_2,lag_3
dur_g,0.5499233095922239,0.25698907490208045,0.11689642916938818,0.05256826036924165
nond_g,0.6151936303905634,0.071873508275322,0.23164143282425742,0.06350555524553328
serv_g,0.7237626958733618,-0.04129577141562019,0.017042274384006774,0.05318806315065321
