"id1","id2","hhno","hhmid","s1gii_14","s1gii_15","s1gii_16i","s1gii_16_11","s1gii_16_112","s1gii_16ii","s1gii_16_211","s1gii_16_212","s1gii_16iii","s1gii_16_311","s1gii_16_312","s1gii_16iv","s1gii_16_411","s1gii_16_412","s1gii_17i","s1gii_17ii","s1gii_17iii","s1gii_17iv","s1gii_18i","s1gii_18ii","s1gii_18iii","s1gii_18iv","s1gii_19i","s1gii_19ii","s1gii_19iii","s1gii_19iv","s1gii_20i","s1gii_20ii","s1gii_20iii","s1gii_20iv","s1gii_21i","s1gii_21ii","s1gii_21iii","s1gii_21iv","s1gii_22i","s1gii_22ii","s1gii_22iiii","s1gii_22iv","s1gii_23i","s1gii_23ii","s1gii_23iii","s1gii_23iv","s1gii_24i","s1gii_2ii","s1gii_24iii","s1gii_24iv","s1gii_25i","s1gii_25ii","s1gii_25iii","s1gii_25iv","s1gii_26i","s1gii_26ii","s1gii_26iii","s1gii_26iv","s1gii_27i","s1gii_27ii","s1gii_27iii","s1gii_27iv","s1gii_28i","s1gii_28ii","s1gii_28iii","s1gii_28iv","s1gii_29i","s1gii_29ii","s1gii_29iii","s1gii_29iv"
1,8,101016149,1,1,2,12,,"ASSIN AHEABREME",9,,,,,,,,,2,1,,,,,,,40,5,,,41,12,,,1,7,,,6,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8,101016163,1,1,1,11,"HONIANO",,,,,,,,,,,1,,,,,,,,39,,,,40,,,,2,,,,6,,,,1,,,,3,,,,4,,,,0,,,,2,,,,921,,,,200,,,
1,8,101016217,2,1,1,12,,"PATAPOM",,,,,,,,,,1,,,,,,,,13,,,,15,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8,101016217,1,1,1,,,,,,,,,,,,,,,,,7,,,,20,,,,21,,,,2,,,,6,,,,1,,,,3,,,,1,,,,0,,,,2,,,,921,,,,140,,,
1,10,101017002,3,3,1,11,"TARKWA",,,,,,,,,,,1,,,,,,,,16,,,,17,,,,9,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,101017011,1,1,1,11,"PRESTEA",,,,,,,,,,,1,,,,,,,,20,,,,24,,,,6,,,,3,,,,1,,,,2,,,,2,,,,4,,,,2,,,,931,,,,1321,,,
1,10,101017031,1,1,1,11,"SEFWI DABISO",,,,,,,,,,,1,,,,,,,,22,,,,23,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,831,,,,6022,,,
1,10,101017036,1,1,1,11,"ENCHI",,,,,,,,,,,1,,,,,,,,35,,,,36,,,,2,,,,6,,,,1,,,,1,,,,4,,,,1,,,,2,,,,931,,,,1321,,,
1,10,101017049,1,1,1,1,,,,,,,,,,,,6,,,,,,,,22,,,,24,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,101017056,1,1,2,,,,,,,,,,,,,,,,,7,7,,,11,21,,,21,24,,,5,5,,,1,1,,,2,1,,,,2,,,,2,,,,12,,,,2,,,,724,,,,4010,,
1,10,101018041,1,1,1,3,,,,,,,,,,,,2,,,,,,,,18,,,,21,,,,7,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,101018058,1,1,1,11,"TARKWA",,,,,,,,,,,1,,,,,,,,19,,,,21,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,101019003,1,1,1,9,,,,,,,,,,,,1,,,,,,,,28,,,,30,,,,2,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,101019019,1,1,1,9,,,,,,,,,,,,1,,,,,,,,2,,,,33,,,,5,,,,1,,,,1,,,,1,,,,2,,,,0,,,,2,,,,311,,,,,,,
1,10,101020004,1,1,1,11,"DABOASE",,,,,,,,,,,1,,,,,,,,20,,,,21,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,101020006,1,1,1,9,,,,,,,,,,,,1,,,,,,,,36,,,,37,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,101020010,1,1,2,1,,,5,,,,,,,,,6,3,,,,,,,17,35,,,18,65,,,2,6,,,4,3,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,101020014,1,1,1,1,,,,,,,,,,,,6,,,,,,,,18,,,,24,,,,3,,,,4,,,,1,,,,2,,,,2,,,,2,,,,1,,,,522,,,,5232,,,
1,10,101020016,2,2,1,11,"AGONA NYAAKROM",,,,,,,,,,,2,,,,,,,,19,,,,21,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,101020018,2,2,1,1,,,,,,,,,,,,6,,,,,,,,17,,,,25,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,101020024,2,2,1,11,"NKAWKAW",,,,,,,,,,,5,,,,,,,,1,,,,3,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,101020024,1,1,1,11,"NKAWKAW",,,,,,,,,,,5,,,,,,,,28,,,,30,,,,18,,,,6,,,,1,,,,3,,,,4,,,,3,,,,2,,,,523,,,,5252,,,
1,10,101020025,2,2,1,9,,,,,,,,,,,,1,,,,,,,,17,,,,20,,,,9,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,101020043,1,1,1,11,"ATIEKU",,,,,,,,,,,1,,,,,,,,24,,,,28,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,711,,,,1321,,,
1,10,101021068,1,1,4,11,"TECHIMAN",,11,"BONSU",,11,"HUNI VALLEY",,11,"ABOSO",,7,7,1,1,,,,,8,16,23,31,16,23,31,41,7,7,2,2,4,4,4,5,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
1,10,101027004,2,1,2,12,,"BODWEASE",12,,"BOPPOH",,,,,,,2,1,,,,,,,12,22,,,22,26,,,2,6,,,4,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,101027004,1,1,2,12,,"BODWEASE",12,,"BOPPOH",,,,,,,2,1,,,,,,,14,22,,,22,26,,,2,2,,,6,4,,,2,1,,,,4,,,,2,,,,3,,,,2,,,,911,,,,5259,,
1,10,101027004,4,1,1,12,,"BOPPOH",,,,,,,,,,1,,,,,,,,1,,,,5,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,101027004,3,1,1,12,,"BOPPOH",,,,,,,,,,1,,,,,,,,5,,,,9,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,101027011,2,1,2,1,,,11,"BOGOSO",,,,,,,,6,1,,,,,,,3,7,,,7,9,,,5,5,,,6,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,101027011,1,1,2,1,,,11,"BOGOSO",,,,,,,,6,1,,,,,,,23,29,,,29,38,,,7,6,,,6,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,101027011,3,1,2,1,,,11,"BOGOSO",,,,,,,,6,1,,,,,,,1,5,,,5,7,,,5,5,,,6,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,101027013,1,1,2,3,,,,,,,,,,,,,,,,,1,,,24,28,,,28,30,,,2,2,,,6,6,,,1,1,,,1,4,,,1,5,,,,2,,,2,2,,,414,712,,,6411,4520,,
1,10,101027031,1,1,2,11,"TARKWA",,9,,,,,,,,,1,1,,,,,,,20,22,,,22,25,,,2,2,,,5,5,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,101027032,1,1,3,2,,,5,,,3,,,,,,7,3,2,,,,,,28,31,41,,31,41,47,,2,8,2,,4,4,4,,2,1,1,,,1,2,,,2,1,,,1,1,,,2,2,,,511,511,,,6021,6021,
1,10,101027060,2,2,1,11,"BOGOSO",,,,,,,,,,,1,,,,,,,,15,,,,19,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,101031073,1,1,1,1,,,2,,,6,,,,,,6,7,8,,,,,,21,21,21,,33,33,33,,1,1,1,,6,6,6,,1,1,1,,3,3,3,,4,4,4,,1,1,1,,2,2,2,,,,,,,,,
1,11,101031075,1,1,1,11,"OBUASI",,,,,,,,,,,6,,,,,,,,39,,,,34,,,,2,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,101029002,1,1,1,11,"AKOKARI",,,,,,,,,,,6,,,,,,,,3,,,,19,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,101029020,1,1,1,11,"SAREYENO",,,,,,,,,,,1,,,,,,,,14,,,,19,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,101029029,1,1,1,11,"WIAWSO",,,,,,,,,,,1,,,,,,,,15,,,,18,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,101029033,1,1,1,,,,,,,,,,,,,,,,,1,,,,19,,,,32,,,,2,,,,4,,,,1,,,,4,,,,1,,,,6,,,,2,,,,816,,,,3130,,,
1,12,101029036,1,1,1,12,,"NYAME BEKYERE",,,,,,,,,,1,,,,,,,,20,,,,35,,,,6,,,,3,,,,1,,,,2,,,,2,,,,1,,,,1,,,,611,,,,111,,,
1,12,101029037,1,1,1,11,"NKORANSA",,,,,,,,,,,7,,,,,,,,28,,,,29,,,,2,,,,1,,,,1,,,,1,,,,4,,,,2,,,,2,,,,733,,,,3611,,,
1,12,101030005,4,1,1,11,"ASANKRAGUA",,,,,,,,,,,6,,,,,,,,3,,,,8,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,101030005,2,2,3,11,"AHIA MANKWA",,11,"ABOFO",,11,"ASAKRAGUA",,,,,6,6,1,,,,,,6,18,27,,18,27,34,,5,6,6,,1,3,3,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,101030005,1,1,4,11,"PEKYI",,5,,,11,"ABOFO",,11,"ASANKRAGUA",,6,3,6,1,,,,,5,17,20,32,17,20,32,39,2,2,2,2,1,4,4,6,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
1,12,101030005,3,1,1,11,"ASANKRAGUA",,,,,,,,,,,6,,,,,,,,7,,,,12,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,101030031,1,1,3,1,,,5,,,11,"ATEBUBU",,,,,6,3,7,,,,,,18,21,23,,21,23,25,,9,7,3,,4,4,5,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,101030038,1,1,2,11,"ASAREKROM",,2,,,,,,,,,6,7,,,,,,,18,20,,,20,23,,,2,7,,,6,6,,,2,1,,,4,,,,,1,,,,1,,,,2,,,,611,,,,111,,
1,12,101030043,2,2,1,1,,,,,,,,,,,,6,,,,,,,,28,,,,31,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,101030043,1,1,1,5,,,,,,,,,,,,3,,,,,,,,25,,,,27,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,101030063,1,1,3,11,"TECHIMAN",,11,"MAMPONG ABOONTEM",,11,"ANTOA",,,,,7,6,6,,,,,,9,11,19,,11,19,22,,7,9,2,,4,4,6,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,101009061,1,1,3,5,,,1,,,11,"TEMA",,,,,3,6,3,,,,,,45,44,43,,46,45,44,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,112,112,112,,7511,7511,7511,
1,13,101009061,6,1,1,5,,,,,,,,,,,,3,,,,,,,,9,,,,11,,,,9,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,101009108,1,1,1,11,"SEFWI BUOBI",,,,,,,,,,,1,,,,,,,,36,,,,46,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,613,,,,140,,,
1,13,101009180,1,1,1,5,,,,,,,,,,,,3,,,,,,,,19,,,,21,,,,2,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,101009180,2,2,2,5,,,11,"MANFI",,,,,,,,3,5,,,,,,,16,1,,,21,16,,,7,5,,,4,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,101009222,1,1,1,1,,,,,,,,,,,,6,,,,,,,,17,,,,19,,,,9,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,101009258,1,2,1,12,,"ASANYA",11,"HALF ASSIN",,11,"PRESTEA",,,,,1,1,1,,,,,,29,28,25,,33,29,28,,1,19,2,,,6,4,,,1,1,,,1,4,,,,,,,,,,,,,,232,232,811,,8021,8021,2720,
1,13,101009258,2,2,1,5,,,,,,,,,,,,3,,,,,,,,15,,,,19,,,,7,,,,4,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,101010040,1,1,3,,,,,,,5,,,,,,,,3,,1,4,,,22,21,2,,25,22,21,,2,2,5,,6,6,1,,1,1,2,,4,4,,,1,1,,,1,1,,,2,2,,,714,933,,,4540,6301,,
1,13,101010075,1,1,1,11,"ANKAMU",,,,,,,,,,,2,,,,,,,,7,,,,17,,,,15,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,101010088,1,1,2,,,,,,,,,,,,,,,,,17,1,,,30,24,,,31,27,,,2,2,,,5,6,,,1,1,,,4,4,,,1,1,,,1,1,,,2,2,,,933,933,,,6301,6301,,
1,13,101010089,2,1,2,12,,"SEFWI WIAWSO",5,,,,,,,,,1,3,,,,,,,,3,,,3,7,,,4,4,,,6,6,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,101010089,1,1,2,12,,"SEFWI WIAWSO",5,,,,,,,,,1,3,,,,,,,22,25,,,25,29,,,5,5,,,6,6,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,101012017,2,2,3,3,,,5,,,1,,,,,,2,3,6,,,,,,22,19,12,,24,22,19,,4,7,7,,3,4,4,,1,2,2,,3,,,,3,,,,0,,,,2,,,,513,,,,9302,,,
1,13,101012017,1,1,4,5,,,11,"ABURA DUNKWA",,11,"KYEBI",,11,"BEGORO",,3,2,5,5,,,,,16,14,10,8,17,16,14,10,7,7,7,7,4,4,4,4,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
1,13,101012039,1,3,1,1,,,,,,,,,,,,6,,,,,,,,37,,,,41,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,,,,7511,,,
1,13,101012050,1,1,1,5,,,,,,,,,,,,3,,,,,,,,7,,,,22,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,101012055,1,1,2,,,,5,,,,,,,,,,3,,,22,,,,49,42,,,50,49,,,9,1,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,114,,,,7513,,
1,13,101012085,1,1,1,,,,,,,,,,,,,,,,,24,,,,19,,,,34,,,,2,,,,5,,,,1,,,,1,,,,1,,,,0,,,,2,,,,723,,,,2710,,,
1,13,101012094,1,1,1,11,"WINNEBA",,,,,,,,,,,2,,,,,,,,10,,,,17,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,101023011,1,1,2,11,"AKIM ODA",,9,,,,,,,,,5,1,,,,,,,20,25,,,25,27,,,2,2,,,4,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,101023015,1,1,1,1,,,,,,,,,,,,6,,,,,,,,15,,,,17,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,101023017,1,1,1,5,,,,,,,,,,,,3,,,,,,,,18,,,,20,,,,2,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,101023024,1,1,1,11,"WENCHI",,,,,,,,,,,7,,,,,,,,18,,,,21,,,,2,,,,4,,,,1,,,,2,,,,2,,,,1,,,,1,,,,741,,,,1549,,,
1,16,101023030,1,1,1,11,"AKIM ODA",,,,,,,,,,,5,,,,,,,,20,,,,29,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,101023031,1,1,1,11,"AKIM OFUASI",,,,,,,,,,,5,,,,,,,,15,,,,23,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,101022001,1,1,1,12,,"AGAVE",,,,,,,,,,4,,,,,,,,47,,,,49,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,101022009,1,1,1,11,"ASAMANKESSE",,,,,,,,,,,5,,,,,,,,23,,,,25,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,101022011,1,1,3,1,,,9,,,5,,,,,,6,1,3,,,,,,18,21,22,,20,22,24,,7,7,7,,3,3,3,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,101022012,2,2,1,2,,,,,,,,,,,,7,,,,,,,,11,,,,16,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,101022024,1,1,1,11,"DANSOMAN",,,,,,,,,,,3,,,,,,,,26,,,,28,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,101022045,1,1,2,1,,,,,,,,,,,,6,,,,,7,,,20,33,,,33,40,,,2,2,,,4,5,,,1,2,,,4,,,,2,,,,36,,,,2,,,,714,,,,4520,,,
1,17,101024017,2,2,3,12,,"JUABOSO",11,"ASHIEM",,11,"BEPOSO",,,,,1,1,1,,,,,,15,18,19,,18,19,21,,5,7,6,,1,4,1,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,101024017,1,1,2,11,"TANOSO",,12,,"KANKA",,,,,,,1,1,,,,,,,15,18,,,15,19,,,5,7,,,1,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,101024020,1,1,2,10,,,10,,,,,,,,,1,1,,,,,,,16,20,,,20,24,,,7,2,,,5,5,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,101024021,1,1,2,11,"BOAKO",,11,"DOMEABRA",,,,,,,,1,1,,,,,,,37,38,,,38,40,,,7,7,,,6,5,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,101024023,1,1,1,11,"ABOFOUR",,,,,,,,,,,7,,,,,,,,17,,,,23,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,101024042,1,1,2,11,"TANO AGYA",,11,"WASSA EGYAKAMANSO",,,,,,,,1,1,,,,,,,18,20,,,20,24,,,7,2,,,4,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,101024043,1,1,1,10,,,,,,,,,,,,4,,,,,,,,21,,,,28,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,101024050,1,1,1,,,,,,,,,,,,,,,,,,,,,24,,,,25,,,,8,,,,5,,,,1,,,,3,,,,5,,,,1,,,,2,,,,931,,,,4520,,,
2,2,102032005,1,1,1,5,,,,,,,,,,,,3,,,,,,,,21,,,,41,,,,7,,,,1,,,,1,,,1,,,,,1,,,,1,,,,2,,,,832,,,,6022,,,
2,2,102032015,2,2,1,9,,,,,,,,,,,,1,,,,,,,,7,,,,12,,,,9,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,102032036,1,1,2,6,,,5,,,,,,,,,8,3,,,,,,,,,,,,,,,7,7,,,4,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,102032038,1,1,1,9,,,,,,,,,,,,1,,,,,,,,13,,,,16,,,,7,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,102032064,1,1,1,,,,,,,,,,,,,,,,,1,,,,20,,,,23,,,,2,,,,1,,,,1,,,,4,,,,1,,,,2,,,,2,,,,615,,,,501,,,
2,2,102032084,1,1,1,5,,,,,,,,,,,,3,,,,,,,,7,,,,18,,,,7,,,,1,,,,1,,,,2,,,,2,,,,4,,,,1,,,,741,,,,1549,,,
2,2,102033021,2,2,3,11,"KWAMANTI",,11,"OBUASI",,5,,"MFANTIMAN WEST",,,,2,6,3,,,,,,25,21,18,,42,25,21,,7,7,5,,3,6,1,,1,1,1,,4,4,2,,1,1,2,,0,0,5,,2,2,2,,911,911,522,,5252,5231,5252,
2,2,102033037,1,1,3,11,"AGONASWEDRU",,9,,,1,,,,,,6,1,2,,,,,,17,11,7,,26,17,11,,9,7,7,,4,4,4,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,102034007,2,2,2,1,,,5,,,,,,,,,6,3,,,,,,,32,20,,,27,20,,,7,7,,,4,4,,,1,2,,,2,,,,2,,,,1,,,,1,,,,911,,,,5211,,,
2,2,102034007,1,1,3,,,,,,,,,,,,,,,,,7,1,,,30,22,,,31,29,,,2,2,,,4,6,,,2,1,,,3,,,,1,,,,1,,,,2,,,,832,,,,6022,,,
2,2,102034019,1,1,3,11,"WINNEBA",,,,,,,,,,,2,,,,,6,1,,9,32,33,,16,33,34,,5,1,1,,1,5,5,,1,1,1,,3,1,1,,2,1,1,,1,1,1,,2,2,2,,713,713,713,,4530,4530,4530,
2,2,102034034,1,1,4,12,,"ASEBU",11,"OBUASI",,12,,"ENYINASE",11,"AKOSOMBO",,2,6,1,5,,,,,20,22,34,36,22,24,36,38,2,1,1,1,4,,,,1,,,,4,,,,2,,,,2,,,,2,,,,347,832,832,832,9241,6022,6022,6022
2,2,102034076,1,1,1,,,,,,,,,,,,,,,,,11,,,,17,,,,32,,,,10,,,,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,102034090,2,1,1,12,,"KOMENDA",,,,,,,,,,2,,,,,,,,,,,,2,22,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,102034090,3,1,1,12,,"KOMENDA",,,,,,,,,,2,,,,,,,,,,,,1,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,102034090,1,1,2,,,,12,,"KOMENDA",,,,,,,,2,,,7,,,,17,20,,,,,,,6,7,,,4,3,,,2,1,,,,4,,,,2,,,,1,,,,2,,,,911,,,,5252,,
2,2,102034092,1,1,2,9,,,5,,,,,,,,,1,2,,,,,,,22,35,,,34,55,,,2,6,,,4,3,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,102034117,1,,1,,,,,,,,,,,,,,,,,12,,,,30,,,,32,,,,2,,,,4,,,,1,,,,2,,,,2,,,,,,,,1,,,,615,,,,501,,,
2,2,102034149,1,1,1,4,,,,,,,,,,,,5,,,,,,,,45,,,,46,,,,7,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,102034150,1,1,1,1,,,,,,,,,,,,6,,,,,,,,28,,,,29,,,,2,,,,5,,,,1,,,,3,,,,1,,,1,,,,,2,,,,713,713,,,4520,,,
2,2,102034164,1,1,1,5,,,,,,,,,,,,3,,,,,,,,42,,,,46,,,,7,,,,4,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,102035014,1,1,1,,,,,,,,,,,,,,,,,1,,,,21,,,,24,,,,2,,,,6,,,,1,,,,4,,,,5,,,,1,,,,2,,,,931,,,,4520,,,
2,2,102035021,1,1,1,5,,,,,,,,,,,,3,,,,,,,,23,,,,28,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,102037002,1,1,1,11,"HALF ASSINI",,,,,,,,,,,1,,,,,,,,20,,,,22,,,,7,,,,1,,,,1,,,,2,,,,1,,,,1,,,,2,,,,932,,,,1512,,,
2,2,102037006,1,1,1,,"HALF ASSIN",,,,,,,,,,,1,,,,,,,,16,,,,15,,,,2,,,,5,,,,1,,,,4,,,,1,,,,1,,,,2,,,,741,,,,1512,,,
2,2,102037021,1,1,1,11,"MANKESIM",,,,,,,,,,,1,,,,,,,,16,,,,19,,,,2,,,,1,,,,1,,,,4,,,,1,,,,5,,,,2,,,,,,,,,,,
2,2,102037027,1,1,1,1,,,,,,,,,,,,6,,,,,,,,20,,,,35,,,,6,,,,3,,,,1,,,,4,,,,1,,,,12,,,,2,,,,741,,,,1512,,,
2,2,102037028,2,1,1,11,"JAMASE",,,,,,,,,,,6,,,,,,,,28,,,,32,,,,2,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,102037028,1,1,1,11,"JAMASE",,,,,,,,,,,6,,,,,,,,42,,,,46,,,,2,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,102037029,1,1,1,5,,,,,,,,,,,,3,,,,,,,,25,,,,27,,,,2,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,102037031,1,1,1,11,"GOASO",,,,,,,,,,,7,,,,,,,,30,,,,32,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,102036003,1,1,2,,,,,,,,,,,,,,,,,11,1,,,22,30,,,24,34,,,2,2,,,5,5,,,1,1,,,3,3,,,4,4,,,1,1,,,2,2,,,419,419,,,9120,9120,,
2,3,102036005,1,1,2,9,,,5,,,,,,,,,1,3,,,,,,,15,9,,,24,4,,,3,5,,,1,1,,,1,2,,,2,,,,2,,,,1,,,,1,,,,911,,,,5211,,,
2,3,102036008,1,1,1,,,,,,,,,,,,,,,,,11,,,,13,,,,25,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,102036009,1,1,1,11,"AKIM",,,,,,,,,,,1,,,,,,,,30,,,,51,,,,2,,,,5,,,,1,,,,4,,,,1,,,,1,,,,2,,,,741,,,,1549,,,
2,3,102036011,1,1,1,,,,,,,,,,,,,,,,,6,,,,30,,,,32,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,,,,501,,,
2,3,102036012,1,1,2,,,,,,,,,,,,,,,,,1,7,,,30,32,,,31,34,,,2,1,,,4,,,,1,,,,4,,,,2,,,,1,,,,2,,,,713,615,,,4540,501,,
2,3,102036013,1,1,1,11,"YAMORANSA",,,,,,,,,,,2,,,,18,,,,22,,,,40,,,,6,,,,3,,,,1,,,,4,,,,1,,,,1,,,,2,,,,743,,,,1810,,,
2,3,102036014,2,2,2,,,,,,,,,,,,,,,,,1,7,,,16,50,,,49,70,,,5,3,,,1,5,,,1,1,,,2,3,,,2,4,,,72,1,,,1,2,,,615,615,,,501,501,,
2,3,102036015,2,2,1,5,,,,,,,,,,,,3,,,,,,,,20,,,,22,,,,2,,,,2,,,,1,,,,3,,,,4,,,,1,,,,2,,,,911,,,,5219,,,
2,3,102036017,1,1,2,11,"AXIM",,11,"DIXCOVE",,,,,,,,1,1,,,,,,,24,27,,,26,28,,,7,4,,,4,3,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,102051002,1,1,1,,,,,,,,,,,,,,,,,7,,,,25,,,,40,,,,10,,,,6,,,,1,,,,4,,,,1,,,,2,,,,2,,,,911,,,,5252,,,
2,5,102051003,1,1,1,11,"SWEDRU",,,,,,,,,,,2,,,,,,,,23,,,,24,,,,7,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,102051006,1,1,1,11,"ASSIN FOSU",,,,,,,,,,,2,,,,,,,,19,,,,21,,,,5,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,102051014,2,2,1,11,"SUHUM",,,,,,,,,,,5,,,,,,,,18,,,,19,,,,6,,,,4,,,,1,,,,2,,,,2,,,,3,,,,2,,,,911,,,,5220,,,
