"id1","id2","id3","id4","hhmid","s1d_1","s1d_2","sid_3i","s1d_3ii","s1d_3iii","s1d_4i","s1d_4ii","s1d_5","s1d_6","s1d_7","s1d_8","s1d_9","s1d_10ai","s1d_10aii","s1d_10bi","s1d_10bii","s1d_11","s1d_12i","s1d_12ii","s1d_13","s1d_14","s1d_15","s1d_16","s1d_17i","s1d_17ii","s1d_18","s1d_19","s1d_20i","s1d_20ii","s1d_21","s1d_22","s1d_23","s1d_24","s1d_25","s1d_26","s1d_27","s1d_28","s1d_29","s1d_30","s1d_31","s1d_32","s1d_33","hhno"
3,44,89,5,2,2,2,7,7,1959,50,,2,1,1,1,19,,,200,,1993,170,,7,3,1,15,3,,5,2,3,,1,5,1,,1,,0,,,,,,,103089005
3,44,89,5,3,2,3,6,1,1985,25,,2,6,,,,,,,,,,,7,3,1,15,1,1,5,10,1,2,3,11,1,,1,,0,,,,,,,103089005
3,44,89,5,4,2,3,3,4,1983,26,,2,6,,,,,,,,,,,7,3,1,15,1,1,5,10,1,2,3,11,1,,1,,0,,,,,,,103089005
3,44,89,16,1,2,1,20,12,1943,67,,2,5,,,19,,,,,1971,,,3,5,1,15,2,,1,6,2,,1,6,1,,1,,0,,,,,,,103089016
3,44,89,16,2,1,8,27,4,1987,22,,2,6,,,,,,,,,,,3,6,1,8,2,,1,9,3,,1,5,1,,1,,0,,,,,,,103089016
3,44,89,16,3,1,8,7,9,1988,21,,2,6,,,,,,,,,,,3,3,1,8,2,,1,9,3,,3,6,1,,1,,0,,,,,,,103089016
3,44,89,16,4,2,8,28,12,1995,14,,2,6,,,,,,,,,,,3,3,1,8,2,,12,14,2,,2,14,1,,1,,0,,,,,,,103089016
3,44,89,16,5,2,4,4,4,2000,9,,1,,,,,,,,,,,,3,3,1,22,3,,6,9,3,,3,5,1,,1,,0,,,,,,,103089016
3,44,89,16,6,2,9,3,5,1984,25,,2,6,,,,,,,,,,,3,8,1,93,3,,3,6,2,,2,5,1,,1,,0,,,,,,,103089016
3,44,89,18,1,1,1,16,9,1976,33,,2,1,1,2,30,0,,0,,2006,0,,5,5,1,8,2,,3,9,3,,8,2,1,1,,,0,,,,,,,103089018
3,44,89,18,2,2,2,10,2,1983,26,,2,1,1,1,33,0,,150,,2006,0,,5,7,1,10,3,,12,14,2,,12,6,1,1,,,8,,2,4,13,116,,103089018
3,44,89,18,3,2,3,3,9,2009,0,4,1,,,,,,,,,,,,5,7,1,8,,1,6,5,,2,3,9,1,1,,,4,,,,,,,103089018
3,44,89,18,4,2,3,3,9,2009,0,4,1,,,,,,,,,,,,5,7,1,8,,1,6,5,,2,3,9,1,1,,,4,,,,,,,103089018
3,44,89,28,1,2,1,9,5,1974,35,,2,1,2,,19,,,,,1991,,,5,7,1,21,2,,5,3,2,,3,7,1,,1,,2,,,,,,,103089028
3,44,89,28,2,2,3,6,3,1993,16,,2,6,,,,,,,,,,,5,3,1,6,3,,5,7,1,1,2,7,1,,1,,,,,,,,,103089028
3,44,89,28,3,1,3,13,3,1996,13,,2,6,,,,,,,,,,,5,3,1,6,3,,5,7,1,1,2,7,1,,1,,,,,,,,,103089028
3,44,89,28,4,1,3,17,5,2009,0,7,1,6,,,,,,,,,,,5,3,12,99,3,,10,2,1,1,2,7,1,,1,,,,,,,,,103089028
3,44,89,29,1,2,1,26,7,1984,25,,2,6,,,,,,,,,,,4,2,1,14,2,,10,2,3,,3,5,1,,1,,1,,,,,,,103089029
3,44,89,31,1,2,1,18,2,1982,27,,2,6,,,,,,,,,,,1,4,1,30,3,,3,5,3,,3,5,1,,1,,0,,,,,,,103089031
3,44,89,44,1,1,1,7,2,1947,62,,2,1,1,2,27,,,,,1973,,,3,3,1,21,2,,8,6,2,,1,9,1,,1,,,,,,,,,103089044
3,44,89,44,2,2,2,,,1955,54,,2,1,1,1,19,,,,,1973,,,3,3,1,21,2,,12,8,3,,12,9,1,,1,,,,,,,,,103089044
3,44,89,48,1,2,1,6,6,1975,34,,2,1,1,2,26,200,,,,2001,150,,7,7,1,14,3,,2,7,3,,1,5,1,,1,,0,,,,,,,103089048
3,44,89,48,2,1,2,3,8,1971,38,,2,1,1,1,29,,,250,,2001,140,,7,7,1,22,3,,2,6,3,,2,6,1,,1,,0,,,,,,,103089048
3,44,89,48,3,2,3,6,3,1998,11,,2,6,,,,,,,,,,,7,3,1,14,1,2,10,12,1,1,8,3,1,,1,,0,,,,,,,103089048
3,44,89,53,1,2,1,23,8,1964,45,,2,1,1,2,23,200,,,,1990,200,,4,3,1,8,2,,2,6,3,,2,5,1,,1,,0,,,,,,,103089053
3,44,89,53,2,1,2,4,5,1963,46,,2,1,1,1,27,,,200,,1990,,,4,3,1,8,2,,1,6,3,,2,5,1,,1,,0,,,,,,,103089053
3,44,89,53,3,2,3,28,7,1991,18,,2,6,1,,,,,,,,,,4,3,1,88,,,3,8,,1,3,5,1,,1,,0,,,,,,,103089053
3,44,89,60,1,1,1,11,11,1973,36,,2,1,1,2,31,0,,0,,2005,,,5,6,1,8,2,,3,7,3,,3,5,1,,1,,0,,,,,,,103089060
3,44,89,60,2,2,2,8,5,1983,26,,2,1,1,1,32,,,350,,2005,,,5,3,1,6,3,,3,9,3,,3,5,1,,1,,0,,,,,,,103089060
3,44,89,60,3,1,3,16,12,2006,3,0,1,,,,,,,,,,,,5,3,1,8,,1,6,,,2,4,5,1,,1,,0,,,,,,,103089060
3,44,89,60,4,1,3,7,11,2009,0,2,1,,,,,,,,,,,,5,3,1,8,,1,6,,,2,4,5,1,,1,,0,,,,,,,103089060
3,44,89,63,1,1,1,25,8,1975,34,,2,1,1,2,29,,,,,2004,,,1,4,1,30,3,,2,6,2,,1,5,1,,1,,0,,,,,,,103089063
3,44,89,63,2,2,2,,,1981,28,,2,1,1,1,23,,,,,2004,,,1,4,1,30,2,,2,6,3,,1,5,1,,1,,0,,,,,,,103089063
3,44,89,63,3,1,3,30,6,2004,5,0,1,,,,,,,,,,,,1,3,1,30,1,1,3,8,1,2,2,5,1,,1,,0,,,,,,,103089063
3,44,89,63,4,2,3,8,4,2006,3,8,1,,,,,,,,,,,,1,3,1,30,1,1,3,8,1,2,2,5,1,,1,,0,,,,,,,103089063
3,44,89,63,5,1,3,2,7,2008,1,6,1,,,,,,,,,,,,1,3,1,30,1,1,3,8,1,2,2,5,1,,1,,0,,,,,,,103089063
3,44,89,82,1,1,1,4,6,1969,40,,2,1,1,2,25,,,,,1994,0,,5,4,1,30,2,,3,10,3,,1,5,1,,1,,0,,,,,,,103089082
3,44,89,82,2,2,2,,,1972,37,,2,1,1,1,22,,,,,1994,,,3,3,1,10,3,,12,14,3,,12,14,1,,1,,1,,,,,,,103089082
3,44,89,82,3,2,3,7,7,1996,13,,2,6,,,,,,,,,,,3,3,1,30,,1,2,8,,2,8,2,1,,1,,0,,,,,,,103089082
3,44,89,99,1,1,1,6,6,1981,29,,2,1,1,2,23,,,,,2003,0,,5,3,1,14,3,,10,10,3,,3,5,1,,1,,10,,,2,3,26,,103089099
3,44,89,99,2,2,2,2,2,1982,27,,2,1,1,1,22,0,,150,,2003,0,,5,5,1,15,3,,3,7,2,,3,5,1,,1,,0,,,,,,,103089099
3,44,89,99,3,1,3,30,30,2005,4,0,1,,,,,,,,,,,,5,3,1,14,,1,9,5,,2,3,5,1,,1,,0,,,,,,,103089099
3,44,89,99,4,1,3,15,15,2006,3,0,1,,,,,,,,,,,,5,3,1,14,,1,9,5,,2,3,5,1,,1,,0,,,,,,,103089099
3,40,90,1,1,1,1,15,3,1953,56,,2,1,1,2,49,,,,,2003,,,5,3,1,30,2,,9,2,2,,1,5,1,,1,,,,,,,,,103090001
3,40,90,1,2,2,2,8,2,1975,34,,2,1,1,1,28,,,,,2003,,,5,3,1,30,3,,8,2,3,,8,2,1,,1,,,,,,,,,103090001
3,40,90,3,1,2,1,,,1967,42,,2,4,,,,,,,,1985,,,5,6,1,8,3,,1,6,3,,1,6,1,,1,,,,,,,,,103090003
3,40,90,5,1,1,1,30,1,1972,37,,2,1,1,2,35,,,,,2008,,,7,3,1,14,3,,1,6,3,,1,5,1,,1,,,,,,,,,103090005
3,40,90,5,2,2,2,,,1986,23,,2,1,1,1,21,,,,,2008,,,3,3,1,6,3,,3,4,3,,5,5,1,,1,,,,,,,,,103090005
3,40,90,5,3,2,2,19,5,2009,0,8,1,,,,,,,,,,,,,,,14,1,1,10,2,1,2,6,11,1,,1,,,,,,,,,103090005
3,40,90,7,1,2,1,13,4,1974,35,,2,2,2,,20,,,,,,,,5,6,1,8,3,,3,5,3,,3,9,1,,1,,2,,,,,,,103090007
3,40,90,7,2,1,3,25,12,1994,15,,2,6,,,,,,,,,,,5,3,1,8,3,,3,5,1,2,3,5,1,,1,,1,,,,,,,103090007
3,40,90,7,3,2,3,3,7,2006,3,0,1,,,,,,,,,,,,5,3,1,8,3,,3,5,1,2,3,5,1,,1,,1,,,,,,,103090007
3,40,90,7,4,2,9,,,1992,17,,2,6,,,,,,,,,,,5,6,1,8,3,,6,6,3,,3,14,1,,1,,1,,,,,,,103090007
3,40,90,12,1,1,1,21,8,1958,51,,2,1,1,2,28,,,,,1987,,,3,6,1,8,3,,8,2,3,,1,5,1,,1,,,,,,,,,103090012
3,40,90,12,2,2,2,11,11,1948,41,,2,1,1,1,18,,,,,1987,,,3,5,1,8,3,,3,4,3,,3,5,1,,1,,,,,,,,,103090012
3,40,90,12,3,2,3,23,1,1987,23,,2,6,,,,,,,,,,,3,5,1,8,1,1,10,2,1,2,3,7,1,,1,,,,,,,,,103090012
3,40,90,12,4,1,3,23,1,1992,17,,2,6,,,,,,,,,,,3,5,1,8,1,1,10,2,1,2,3,7,1,,1,,,,,,,,,103090012
3,40,90,12,5,2,3,21,1,2004,6,,1,,,,,,,,,,,,3,3,1,8,1,1,10,2,1,2,3,7,1,,1,,,,,,,,,103090012
3,40,90,12,6,2,10,,,1986,23,,2,6,,,,,,,,,,,3,5,1,8,3,,10,2,3,,3,9,1,,1,,,,,,,,,103090012
3,40,90,12,7,2,10,,,1987,22,,2,6,,,,,,,,,,,3,5,1,8,3,,5,2,3,,3,9,1,,1,,,,,,,,,103090012
3,40,90,12,8,1,10,23,6,1997,12,,1,,,,,,,,,,,,3,3,1,8,3,,3,4,3,,8,5,1,,1,,,,,,,,,103090012
3,40,90,12,9,1,10,27,7,1983,26,,2,6,,,,,,,,,,,3,5,1,8,3,,10,2,3,,3,5,1,,1,,,,,,,,,103090012
3,40,90,18,1,1,1,14,10,1954,55,,2,1,1,2,27,300,,,,1983,,,7,6,1,8,2,,3,4,2,,2,4,1,,1,,,,,,,,,103090018
3,40,90,18,2,2,2,31,11,1961,48,,2,1,1,1,24,,,200,,1983,,,7,6,1,8,2,,8,3,2,,1,5,1,,1,,,,,,,,,103090018
3,40,90,19,1,1,1,6,3,1958,51,,2,1,1,2,28,200,,,,1989,,,4,6,1,8,3,,2,6,3,,5,3,1,,1,,,,,,,,,103090019
3,40,90,19,2,2,2,20,9,1964,45,,2,1,1,1,26,,,150,,1989,,,4,3,1,14,2,,10,1,2,,5,7,1,,1,,,,,,,,,103090019
3,40,90,19,3,2,3,18,12,1988,21,,2,6,,,,,,,,,,,4,3,1,8,1,1,10,2,1,2,4,5,1,,1,,,,,,,,,103090019
3,40,90,19,4,2,3,20,11,1991,18,,2,6,,,,,,,,,,,4,3,1,8,1,1,10,2,1,2,4,5,1,,1,,,,,,,,,103090019
3,40,90,20,1,1,1,26,11,1940,69,,2,1,1,2,25,50,,,,1985,,,3,3,1,4,2,,5,6,2,,1,5,,,1,,,,,,,,,103090020
3,40,90,20,2,2,2,15,4,1949,60,,2,1,1,1,20,,,50,,1985,,,3,3,1,4,2,,1,6,3,,1,5,,,1,,,,,,,,,103090020
3,40,90,20,3,2,3,6,7,1984,25,,2,6,,,,,,,,,,,3,3,1,4,1,1,5,8,1,2,8,3,,,1,,,,,,,,,103090020
3,40,90,20,4,1,3,21,6,1985,24,,2,6,,,,,,,,,,,3,3,1,4,1,1,5,8,1,2,8,3,,,1,,,,,,,,,103090020
3,40,90,20,5,1,3,21,11,1987,22,,2,6,,,,,,,,,,,3,3,1,4,1,1,5,8,1,2,8,3,,,1,,,,,,,,,103090020
3,40,90,24,1,1,1,21,4,1980,29,,2,6,,,18,,,,,,,,3,3,1,6,3,,10,2,3,,5,3,1,,1,,,,,,,,,103090024
3,40,90,25,1,2,1,10,11,1985,24,,2,6,,,,,,,,,,,3,5,1,6,3,,3,6,2,,2,5,1,,1,,,,,,,,,103090025
3,40,90,27,1,1,1,4,3,1974,35,,2,6,,,,,,,,,,,5,3,1,4,2,,12,6,3,,1,3,1,,1,,,,,,,,,103090027
3,40,90,31,1,1,1,18,8,1966,43,,2,1,1,2,35,,,,,1995,,,7,3,1,30,2,,5,4,3,,3,5,1,,1,,,,,,,,,103090031
3,40,90,31,2,2,2,21,11,1961,48,,2,1,1,1,34,,,,,1995,,,7,3,1,21,2,,5,5,2,,2,5,1,,1,,,,,,,,,103090031
3,40,90,31,3,2,3,24,1,1984,25,,2,6,,,,,,,,,,,7,3,1,30,1,1,7,2,1,2,4,7,1,,1,,,,,,,,,103090031
3,40,90,31,4,1,3,30,8,1990,19,,2,6,,,,,,,,,,,7,3,1,30,1,1,7,2,1,2,4,7,1,,1,,3,,,,,,,103090031
3,40,90,31,5,2,3,9,5,1998,11,,1,6,,,,,,,,,,,7,3,1,30,1,1,7,2,1,2,4,7,1,,1,,,,,,,,,103090031
3,40,90,31,6,2,4,3,12,1997,12,,2,6,,,,,,,,,,,7,3,1,30,3,,7,4,3,,6,7,1,,1,,,,,,,,,103090031
3,40,90,32,1,2,1,26,7,1972,37,,2,1,2,,21,,,,,1998,,,5,5,1,5,2,,5,2,3,,4,5,1,,1,,,,,,,,,103090032
3,40,90,32,2,1,3,29,7,1994,15,,2,6,,,,,,,,,,,5,5,1,5,3,,3,26,1,2,3,9,1,,1,,,,,,,,,103090032
3,40,90,32,3,1,8,22,11,1995,14,,2,6,,,,,,,,,,,5,5,1,5,3,,3,26,3,,3,5,1,,1,,,,,,,,,103090032
3,40,90,32,4,2,3,13,11,1999,10,,1,,,,,,,,,,,,5,3,1,5,3,,3,26,1,2,3,9,1,,1,,,,,,,,,103090032
3,40,90,32,5,1,3,18,12,2000,9,,1,,,,,,,,,,,,5,3,1,5,3,,3,26,1,2,3,9,1,,1,,,,,,,,,103090032
3,40,90,33,1,1,1,5,7,1970,39,,2,1,1,2,30,,,,,2000,,,4,1,1,14,2,,1,6,3,,1,5,1,,1,,3,,,,,,,103090033
3,40,90,33,2,2,2,25,1,1970,39,,2,1,1,1,30,,,300,,2000,,,4,1,1,14,2,,3,4,2,,1,9,1,,1,,1,,,,,,,103090033
3,40,90,33,3,2,3,5,6,2001,8,,1,,,,,,,,,,,,4,3,1,14,1,1,10,10,1,2,3,7,1,,1,,1,,,,,,,103090033
3,40,90,33,4,1,3,9,9,2004,5,0,1,,,,,,,,,,,,4,3,1,14,1,1,10,10,1,2,3,7,1,,1,,1,,,,,,,103090033
3,40,90,33,5,1,3,3,9,2007,2,4,1,,,,,,,,,,,,4,3,1,14,1,1,10,10,1,2,3,7,1,,1,,1,,,,,,,103090033
3,40,90,33,6,2,10,7,8,1997,12,,1,,,,,,,,,,,,4,1,1,14,2,,6,2,3,,3,7,1,,1,,1,,,,,,,103090033
3,40,90,33,7,2,10,20,8,2000,9,,1,,,,,,,,,,,,4,1,1,14,3,,12,9,3,,3,14,1,,1,,1,,,,,,,103090033
3,40,90,34,1,1,1,16,2,1967,42,,2,1,1,2,28,,,,,1995,,,5,2,1,14,2,,3,7,2,,1,6,1,,1,,,,,,,,,103090034
3,40,90,34,2,2,2,,,1962,47,,2,1,1,1,19,,,,,1982,,,5,4,1,41,2,,3,6,3,,1,6,1,,1,,,,,,,,,103090034
3,40,90,34,3,2,3,28,9,2001,8,,1,,,,,,,,,,,,5,3,1,14,1,1,3,7,1,2,2,5,1,,1,,,,,,,,,103090034
3,44,91,9,1,1,1,14,1,1970,40,,2,1,,,22,40,,,,1996,50,,7,6,1,8,,,1,5,,,1,6,1,,1,,,,,,,,,103091009
3,44,91,9,2,2,2,12,6,1973,36,,2,1,,,19,,,70,,1996,,,7,6,1,8,,,1,6,,,1,6,1,,1,,,,,,,,,103091009
3,44,91,9,3,1,3,30,8,1992,17,,2,6,,,,,,,,,,,3,6,1,8,,,7,3,,,3,11,1,,1,,,,,,,,,103091009
3,44,91,10,1,2,1,6,3,1981,28,,2,6,2,,24,,,,,,,,7,3,1,15,2,,5,6,3,,3,5,1,,1,,,,,,,,,103091010
3,44,91,20,1,1,1,28,6,1972,38,,2,4,2,,18,,,,,,,,8,3,1,30,3,,3,7,3,,3,3,1,,1,,,,,,,,,103091020
3,44,91,22,1,1,1,1,6,1970,39,,2,6,2,,,,,,,,,,7,5,1,6,2,,3,10,3,,3,6,1,,1,,,,,,,,,103091022
3,44,91,25,1,1,1,3,12,1942,67,,2,1,1,,32,,,,,1975,,,5,5,1,6,2,,3,6,2,,3,11,1,,1,,,,,,,,,103091025
3,44,91,25,2,2,2,4,6,1948,61,,2,1,1,,27,,,,,1975,,,5,1,1,14,2,,3,4,2,,12,5,1,,1,,,,,,,,,103091025
3,44,91,25,3,1,3,22,1,1983,26,,2,6,,,,,,,,,,,5,3,1,14,1,1,10,2,1,2,10,2,1,,1,,,,,,,,,103091025
3,44,91,76,1,1,1,14,7,1966,43,,2,1,1,2,19,,,,,1986,,,8,2,1,82,2,,1,6,2,,1,5,1,,1,,,,,,,,,103091076
3,44,91,76,2,2,2,,,1969,40,,2,1,1,1,16,,,10,,1986,,,5,2,1,14,2,,3,7,2,,1,5,1,,1,,,,,,,,,103091076
3,44,91,76,3,2,3,,12,1995,14,,2,6,,,,,,,,,,,5,3,1,82,1,1,3,9,1,2,1,5,1,,1,,,,,,,,,103091076
3,44,91,76,4,1,3,8,11,1998,11,,1,,,,,,,,,,,,5,3,1,82,1,1,3,9,1,2,1,5,1,,1,,,,,,,,,103091076
3,44,91,76,5,2,3,5,5,2001,9,,1,,,,,,,,,,,,5,3,1,82,1,1,3,9,1,2,1,5,1,,1,,,,,,,,,103091076
3,44,91,76,6,1,3,4,2,2004,5,0,1,,,,,,,,,,,,5,3,1,82,1,1,3,9,1,2,1,5,1,,1,,,,,,,,,103091076
3,44,91,76,7,1,3,4,2,2004,5,0,1,,,,,,,,,,,,5,3,1,82,1,1,3,9,1,2,1,5,1,,1,,,,,,,,,103091076
3,44,91,79,1,1,1,,,1968,41,,2,1,1,2,26,,,,,1984,,,1,4,1,46,2,,1,6,3,,1,6,1,,1,,,,,,,,,103091079
3,44,91,79,2,2,2,,,1979,30,,2,1,1,1,15,,,,,1984,,,1,4,1,46,2,,1,6,3,,1,6,1,,1,,2,,,,,,,103091079
3,44,91,79,3,1,3,,,1994,15,,2,6,,,,,,,,,,,1,4,1,46,1,1,1,6,1,2,1,9,1,,1,,2,,,,,,,103091079
3,44,91,84,1,2,1,,,1957,52,,2,4,,,17,,,3,,1974,,,7,5,1,4,3,,2,6,3,,2,5,1,,1,,,,,,,,,103091084
3,44,91,84,2,1,3,1,2,1994,15,,2,6,,,,,,,,,,,7,5,1,4,3,,1,6,1,1,2,18,1,,1,,,,,,,,,103091084
3,44,91,84,3,2,4,9,2,1997,12,,2,6,,,,,,,,,,,7,5,1,21,3,,3,7,3,,3,9,1,,1,,,,,,,,,103091084
3,44,91,84,4,2,4,16,9,1999,10,,1,,,,,,,,,,,,7,3,1,21,3,,3,7,3,,3,9,1,,1,,,,,,,,,103091084
3,44,91,84,5,1,4,20,1,2003,6,,1,,,,,,,,,,,,7,5,1,4,3,,3,8,3,,3,9,1,,1,,,,,,,,,103091084
3,44,91,88,1,2,1,7,3,1969,40,,2,1,2,,21,,,,,1990,,,5,6,1,8,2,,12,10,3,,1,6,1,,1,,1,,,,,,,103091088
3,44,91,88,2,2,3,6,7,1992,17,,2,6,,,,,,,,,,,5,1,1,8,3,,3,6,1,1,4,7,1,,1,,,,,,,,,103091088
3,44,91,88,3,2,7,25,10,1985,24,,2,6,,,,,,,,,,,5,1,1,8,3,,1,6,2,,1,6,1,,1,,,,,,,,,103091088
3,44,91,89,1,1,1,14,1,1968,41,,2,1,1,2,26,,,,,1984,,,3,5,1,4,2,,3,7,3,,1,6,1,,1,,,,,,,,,103091089
3,44,91,89,2,2,2,23,11,1971,38,,2,1,1,1,24,,,,,1984,50,,3,3,1,4,2,,3,4,3,,1,5,1,,1,,,,,,,,,103091089
3,44,91,89,3,2,3,22,10,1994,15,,2,6,,,,,,,,,,,3,3,1,4,1,1,9,8,1,2,5,7,1,,1,,,,,,,,,103091089
3,44,91,89,4,2,3,31,1,1999,11,,1,,,,,,,,,,,,3,3,1,4,1,1,9,8,1,2,5,7,1,,1,,,,,,,,,103091089
3,44,91,89,5,2,3,8,10,2001,8,,1,,,,,,,,,,,,3,3,1,4,1,1,9,8,1,2,5,7,1,,1,,,,,,,,,103091089
3,44,91,99,1,1,1,22,5,1964,45,,2,1,1,2,31,50,,40,,1994,,,4,5,1,6,2,,3,10,2,,3,4,1,,1,,,,,,,,,103091099
3,44,91,99,2,2,2,4,5,1971,38,,2,1,1,1,23,40,,20,,1994,,,4,5,1,6,3,,3,4,3,,4,5,1,,1,,,,,,,,,103091099
3,44,91,99,3,2,3,7,6,1995,14,,2,6,,,,,,,,,,,4,5,1,6,1,1,10,5,1,2,3,5,1,,1,,3,,,,,,,103091099
3,44,91,99,4,1,3,24,7,1999,10,,1,,,,,,,,,,,,4,5,1,6,1,1,10,5,1,2,3,5,1,,1,,,,,,,,,103091099
3,44,91,99,5,2,3,8,4,2003,6,,1,,,,,,,,,,,,4,5,1,6,1,1,10,5,1,2,3,5,1,,1,,,,,,,,,103091099
3,44,91,108,1,1,1,,,1973,38,,2,1,1,2,30,10,,,,2000,50,,7,4,1,30,2,,10,2,2,,1,5,1,,1,,,,,,,,,103091108
3,44,91,108,2,2,2,25,12,1980,29,,2,1,1,1,21,10,,,,2000,20,,7,4,1,30,3,,1,6,2,,1,6,1,,1,,,,,,,,,103091108
3,44,91,108,3,1,3,17,3,2001,8,,1,,,,,,,,,,,,7,4,1,30,1,1,7,2,1,2,2,5,1,,1,,,,,,,,,103091108
3,44,91,113,1,2,1,7,8,1980,29,,2,2,2,,24,,,,,,,,5,2,1,8,2,,3,8,3,,2,6,1,,1,,,,,,,,,103091113
3,44,91,113,2,2,3,7,4,2005,4,9,1,,,,,,,,,,,,5,3,1,4,3,,1,7,1,1,3,5,1,,1,,,,,,,,,103091113
3,44,91,113,3,2,3,17,11,2006,3,2,1,,,,,,,,,,,,5,2,1,4,3,,1,7,1,1,3,5,1,,1,,,,,,,,,103091113
3,44,91,114,1,1,1,27,11,1977,32,,2,1,1,2,24,,,,,2001,,,7,2,1,22,3,,3,7,3,,8,2,1,,1,,,,,,,,,103091114
3,44,91,114,2,2,2,15,12,1976,33,,2,1,1,1,20,,,,,2003,,,6,6,1,8,3,,10,6,2,,12,5,1,,1,,,,,,,,,103091114
3,44,91,114,3,2,3,20,5,2004,5,0,1,,,,,,,,,,,,6,3,1,22,1,1,6,7,1,2,3,5,1,,1,,,,,,,,,103091114
3,44,91,114,4,2,3,9,3,2008,1,10,1,,,,,,,,,,,,6,3,1,22,1,1,6,7,1,2,3,5,1,,1,,,,,,,,,103091114
3,44,91,131,1,1,1,15,12,1964,45,,2,1,1,2,27,150,,,,1982,100,,7,3,1,15,2,,3,7,2,,1,5,1,,1,,,,,,,,,103091131
3,44,91,131,2,2,2,30,8,1966,43,,2,1,1,1,25,,,200,,1982,150,,7,2,1,14,2,,3,3,2,,1,5,1,,1,,,,,,,,,103091131
3,44,91,131,3,1,3,2,6,1994,14,,2,6,2,,,,,,,,,,7,3,1,15,1,1,7,3,1,2,8,5,1,,1,,,,,,,,,103091131
3,44,91,131,4,1,3,14,5,1999,10,,1,,,,,,,,,,,,7,3,1,15,1,1,7,3,1,2,8,5,1,,1,,,,,,,,,103091131
3,44,91,131,5,1,3,26,10,1991,18,,2,6,2,,,,,,,,,,7,3,1,15,1,1,7,3,1,2,8,5,1,,1,,,,,,,,,103091131
3,44,91,131,6,2,3,27,9,1985,24,,2,6,2,,,,,,,,,,7,3,1,14,1,1,7,3,1,2,8,5,1,,1,,,,,,,,,103091131
3,37,92,6,1,2,1,,,1949,60,,2,4,,,20,,,,,1969,50,,4,1,1,30,2,,1,6,2,,1,5,1,,1,,,,,,,,,103092006
3,37,92,6,2,1,4,,,1998,11,,1,,,,,,,,,,,,8,3,1,91,2,,3,2,3,,6,7,1,,1,,,,,,,,,103092006
3,37,92,6,3,2,4,9,2,2008,2,0,1,,,,,,,,,,,,8,3,1,91,3,,3,9,3,,6,7,1,,1,,,,,,,,,103092006
3,37,92,18,1,2,1,,,1984,26,,2,6,,,,,,,,,,,10,4,1,30,3,,3,9,3,,2,5,1,,1,,,,,,,,,103092018
3,37,92,18,2,2,3,13,1,2006,4,1,1,,,,,,,,,,,,6,3,1,30,3,,3,5,1,1,3,13,1,,1,,,,,,,,,103092018
3,37,92,23,1,1,1,,,1984,26,,2,6,,,,,,,,,,,7,7,1,30,2,,3,9,3,,1,5,1,,1,,,,,,,,,103092023
3,37,92,30,1,2,1,,,1964,46,,2,4,,,21,,,10,0,1985,,,6,4,1,30,3,,3,9,2,,1,5,1,,1,,,,,,,,,103092030
3,37,92,31,1,1,1,,,1986,24,,2,6,,,,,,,,,,,7,4,1,30,3,,3,6,3,,3,5,1,,1,,,,,,,,,103092031
3,37,92,39,1,1,1,,,1958,52,,2,1,1,2,,1000,,,,,,,8,98,4,91,2,,12,14,2,,1,14,,,1,,,,,,,,,103092039
3,37,92,39,2,2,2,,,1968,42,,2,1,1,1,,,,,,,,,8,6,4,91,2,,11,5,3,,1,5,,,1,,,,,,,,,103092039
3,37,92,39,3,2,3,,,1996,14,,2,6,,,,,,,,,,,8,3,4,91,1,1,11,5,1,2,1,5,,,1,,,,,,,,,103092039
3,37,92,39,4,1,3,,,2005,5,0,1,,,,,,,,,,,,8,3,4,91,1,1,11,5,1,2,1,5,,,1,,,,,,,,,103092039
3,37,92,47,1,1,1,6,6,1983,26,,2,1,1,2,22,30,,,,2007,,,7,3,1,21,3,,3,6,3,,1,5,1,,1,,,,,,,,,103092047
3,37,92,47,2,2,2,15,7,1985,24,,2,1,1,1,20,,,,,2007,,,7,3,1,21,3,,1,6,3,,1,6,1,,1,,,,,,,,,103092047
3,37,92,47,3,2,3,1,11,2007,2,3,1,,,,,,,,,,,,7,3,1,21,3,,3,5,3,,3,5,1,,1,,,,,,,,,103092047
3,37,92,50,1,1,1,2,1,1980,30,,2,2,2,,28,,,,,,,,4,4,1,30,2,,3,7,2,,3,5,1,,1,,,,,,,,,103092050
3,37,92,62,1,1,1,,,1962,47,,2,1,1,2,25,600,,,,1988,,,5,5,1,21,3,,1,6,2,,1,5,,,1,,,,,,,,,103092062
3,37,92,62,2,2,2,,,1973,37,,2,1,1,1,15,200,,,,1988,,,5,5,1,21,3,,1,6,3,,1,11,,,1,,,,,,,,,103092062
3,37,92,62,3,1,3,,,1991,19,,2,,,,,,,,,,,,5,3,1,21,1,1,1,7,1,2,2,5,,,1,,,,,,,,,103092062
3,37,92,62,4,1,3,,,1993,17,,2,,,,,,,,,,,,5,3,1,21,1,1,1,7,1,2,2,5,,,1,,,,,,,,,103092062
3,37,92,62,5,1,3,,,1999,11,,1,,,,,,,,,,,,5,3,1,21,1,1,1,7,1,2,2,5,,,1,,,,,,,,,103092062
3,37,92,62,6,2,3,,,2004,6,,1,,,,,,,,,,,,5,3,1,21,1,1,1,7,1,2,2,5,,,1,,,,,,,,,103092062
