"id1","id2","id3","id4","hhmid","s1d_1","s1d_2","sid_3i","s1d_3ii","s1d_3iii","s1d_4i","s1d_4ii","s1d_5","s1d_6","s1d_7","s1d_8","s1d_9","s1d_10ai","s1d_10aii","s1d_10bi","s1d_10bii","s1d_11","s1d_12i","s1d_12ii","s1d_13","s1d_14","s1d_15","s1d_16","s1d_17i","s1d_17ii","s1d_18","s1d_19","s1d_20i","s1d_20ii","s1d_21","s1d_22","s1d_23","s1d_24","s1d_25","s1d_26","s1d_27","s1d_28","s1d_29","s1d_30","s1d_31","s1d_32","s1d_33","hhno"
6,86,224,41,2,2,2,,,1953,56,,2,1,1,1,20,,,50,,1976,,,4,6,1,8,2,,3,6,3,,1,6,1,,1,,0,,,,,,,106224041
6,86,224,41,3,2,4,30,4,2000,9,,1,,,,,,,,,,,,4,6,1,8,3,,3,6,3,,3,5,1,,1,,0,,,,,,,106224041
6,86,224,41,4,1,4,26,5,2007,2,7,1,,,,,,,,,,,,4,6,1,8,3,,3,6,3,,3,5,1,,1,,0,,,,,,,106224041
6,86,224,43,1,1,1,22,2,1947,62,,2,4,,,21,,,,,2003,,,3,6,1,8,2,,1,6,2,,1,6,5,2,5,1,4,,,,,,,106224043
6,86,224,43,2,1,3,6,8,1993,16,,2,6,,,,,,,,,,,3,6,1,8,1,1,,,3,,2,5,1,,1,,0,,,,,,,106224043
6,86,224,46,1,1,1,15,5,1963,46,,2,2,1,2,36,,,,,1999,,,4,6,1,8,2,,1,6,3,,1,2,1,,1,,0,,,,,,,106224046
6,86,224,46,2,2,2,,7,1964,45,,2,2,1,1,35,,,,,1949,,,5,2,1,21,3,,1,6,2,,1,6,1,,1,,0,,,,,,,106224046
6,86,224,55,1,2,1,,,1941,68,,2,3,,,25,,,,,1966,,,4,6,1,8,2,,1,6,2,,1,6,5,1,1,,0,,,,,,,106224055
6,86,224,55,2,1,4,,,1986,23,,2,6,,,,,,,,,,,5,6,1,8,3,,3,2,3,,3,6,1,,1,,0,,,,,,,106224055
6,86,224,55,3,1,3,15,4,1987,22,,2,6,,,,,,,,,,,4,6,1,8,3,,3,8,1,1,,,1,,1,,2,,,,,,,106224055
6,86,224,55,4,1,4,7,2,1989,20,,2,6,,,,,,,,,,,4,6,1,8,3,,3,2,3,,3,6,1,,1,,4,,,,,,,106224055
6,86,224,55,5,2,4,1,10,1992,17,,2,6,,,,,,,,,,,5,6,1,8,3,,3,8,3,,3,6,1,,1,,0,,,,,,,106224055
6,86,224,55,6,2,4,,,1998,11,,1,,,,,,,,,,,,5,6,1,8,3,,3,8,3,,3,6,1,,1,,0,,,,,,,106224055
6,86,224,55,7,2,4,,,2002,7,,1,,,,,,,,,,,,5,6,1,8,3,,3,8,3,,3,6,1,,1,,0,,,,,,,106224055
6,12,225,1,1,1,1,2,3,1973,36,,2,1,1,2,36,400,,20,,2008,,,8,6,1,90,3,,11,6,3,,1,6,1,,1,,,,,,,,,106225001
6,12,225,1,2,2,2,,,1985,24,,2,1,1,1,23,,,,,2008,,,8,7,1,10,3,,11,6,3,,12,6,1,,1,,,,,,,,,106225001
6,12,225,1,3,2,3,,,2001,9,,1,,,,,,,,,,,,8,6,1,90,1,1,,,3,,1,5,1,,1,,,,,,,,,106225001
6,12,225,1,4,1,3,,,2004,6,,1,,,,,,,,,,,,8,6,1,90,1,1,,,3,,1,5,1,,1,,,,,,,,,106225001
6,12,225,1,5,2,3,,,2009,0,3,1,,,,,,,,,,,,8,6,1,90,1,1,,,1,2,,,1,,1,,,,,,,,,106225001
6,12,225,2,1,1,1,,,1935,75,,2,1,1,2,31,,,100,,1966,,,8,8,1,63,2,,1,6,2,,1,6,1,,1,,,,,,,,,106225002
6,12,225,2,2,2,2,,,1940,70,,2,1,1,1,26,,,,,1966,,,8,8,1,63,2,,1,6,2,,1,6,1,,1,,,,,,,,,106225002
6,12,225,2,3,2,3,,,1985,24,,2,6,,,,,,,,,,,8,6,1,63,1,1,,,1,2,,,1,,1,,,,,,,,,106225002
6,12,225,2,4,2,3,,,1991,19,,2,6,,,,,,,,,,,8,6,1,63,1,1,,,1,2,,,1,,1,,,,,,,,,106225002
6,12,225,2,5,1,4,,,2005,5,0,1,,,,,,,,,,,,8,6,1,63,3,,3,8,3,,3,5,1,,1,,,,,,,,,106225002
6,12,225,14,1,1,1,,,1974,36,,2,1,1,2,30,,,,,2004,,,7,6,1,8,3,,3,6,3,,,6,1,,1,,,,,,,,,106225014
6,12,225,14,2,2,2,,,1976,34,,2,1,1,1,28,,,,,2004,,,4,6,1,8,3,,12,6,3,,,6,1,,1,,,,,,,,,106225014
6,12,225,14,3,2,3,15,2,2004,6,,1,,,,,,,,,,,,4,6,1,8,1,1,,,1,2,,,1,,1,,,,,,,,,106225014
6,12,225,14,4,2,3,26,5,2006,4,0,1,,,,,,,,,,,,4,6,1,8,1,1,,,1,2,,,1,,1,,,,,,,,,106225014
6,12,225,14,5,2,3,18,8,2009,0,5,1,,,,,,,,,,,,4,6,1,8,1,1,,,1,2,,,1,,1,,,,,,,,,106225014
6,12,225,17,1,1,1,7,10,1973,36,,2,2,1,2,21,,,,,,,,3,6,1,8,3,,8,6,3,,1,6,1,,1,,,,,,,,,106225017
6,12,225,17,2,2,2,,,1981,29,,2,2,1,1,14,,,,,,,,1,6,1,8,3,,12,6,3,,1,6,1,,1,,,,,,,,,106225017
6,12,225,17,3,2,3,,,1996,14,,2,6,,,,,,,,,,,4,6,1,8,1,1,,,1,2,,,1,,1,,,,,,,,,106225017
6,12,225,17,4,2,3,,1,2000,10,,1,,,,,,,,,,,,4,6,1,8,1,1,,,1,2,,,1,,1,,,,,,,,,106225017
6,12,225,17,5,2,3,15,11,2003,7,,1,,,,,,,,,,,,4,6,1,8,1,1,,,1,2,,,1,,1,,,,,,,,,106225017
6,12,225,17,6,1,3,15,5,2006,4,0,1,,,,,,,,,,,,4,6,1,8,1,1,,,1,2,,,1,,1,,,,,,,,,106225017
6,12,225,20,1,2,1,,,1960,50,,2,1,2,,20,,,,,1979,,,8,8,1,90,2,,1,6,2,,1,6,1,,1,,,,,,,,,106225020
6,12,225,20,2,1,3,27,9,1989,20,,2,6,,,,,,,,,,,8,6,1,90,3,,1,6,1,2,,,1,,1,,,,,,,,,106225020
6,12,225,20,3,2,3,25,4,1991,18,,2,6,,,,,,,,,,,8,6,1,90,3,,1,6,1,2,,,1,,1,,,,,,,,,106225020
6,12,225,20,4,1,3,2,11,1995,14,,2,6,,,,,,,,,,,8,6,1,90,3,,1,6,1,2,,,1,,1,,,,,,,,,106225020
6,12,225,20,5,1,3,9,12,1999,10,,1,,,,,,,,,,,,8,6,1,90,3,,1,6,1,2,,,1,,1,,,,,,,,,106225020
6,12,225,21,1,1,1,1,1,1952,58,,2,1,1,2,35,,,,,1995,,,8,6,1,8,2,,2,6,3,,1,5,1,,5,1,,,,,,,,106225021
6,12,225,21,2,2,2,,,1962,48,,2,1,1,1,25,,,,,1995,,,7,6,1,8,2,,1,6,3,,1,6,1,,1,,,,,,,,,106225021
6,12,225,21,3,1,3,5,11,1990,19,,2,6,,,,,,,,,,,1,6,1,8,1,1,,,1,2,,,1,,1,,,,,,,,,106225021
6,12,225,21,4,1,8,25,6,1992,17,,2,6,,,,,,,,,,,3,6,1,8,1,1,,,1,2,,,1,,1,,,,,,,,,106225021
6,12,225,21,5,2,3,26,10,1996,13,,2,6,,,,,,,,,,,3,6,1,8,1,1,,,1,2,,,1,,1,,,,,,,,,106225021
6,12,225,21,6,2,3,4,1,2000,10,,1,,,,,,,,,,,,3,6,1,8,1,1,,,1,2,,,1,,1,,,,,,,,,106225021
6,12,225,21,7,1,3,1,10,2005,4,0,1,,,,,,,,,,,,7,6,1,8,1,1,,,1,2,,,1,,1,,,,,,,,,106225021
6,12,225,25,1,1,1,24,9,1932,78,,2,6,,,,,,,,,,,8,96,3,91,3,,1,6,2,,1,11,1,,1,,,,,,,,,106225025
6,12,225,26,1,1,1,,,1970,38,,2,1,1,2,22,100,,20,,2000,,,7,6,1,64,3,,1,6,3,,1,6,1,,1,,,,,,,,,106225026
6,12,225,26,2,2,2,,,1975,30,,2,1,1,1,17,,,,,2000,,,7,6,1,64,3,,1,6,3,,1,6,1,,1,,,,,,,,,106225026
6,12,225,26,3,1,3,18,2,1992,18,,2,6,,,,,,,,,,,7,6,1,64,1,1,,,1,2,,,1,,1,,,,,,,,,106225026
6,12,225,26,4,2,3,18,6,1995,15,,2,6,,,,,,,,,,,7,6,1,64,1,1,,,1,2,,,1,,1,,,,,,,,,106225026
6,12,225,26,5,1,3,24,3,2000,10,,1,,,,,,,,,,,,7,6,1,64,1,1,,,1,2,,,1,,1,,,,,,,,,106225026
6,12,225,26,6,1,3,24,3,2000,10,,1,,,,,,,,,,,,7,6,1,64,1,1,,,1,2,,,1,,1,,,,,,,,,106225026
6,12,225,26,7,1,3,29,8,2003,7,,1,,,,,,,,,,,,7,6,1,64,1,1,,,1,2,,,1,,1,,,,,,,,,106225026
6,12,225,29,1,1,1,,,1978,32,,2,6,,,,,,,,,,,8,6,1,64,2,,3,6,3,,1,5,1,,1,,,,,,,,,106225029
6,12,225,30,1,2,1,,,1958,51,,2,5,,,22,,,,,1980,,,4,6,1,8,2,,3,6,3,,2,6,1,,1,,,,,,,,,106225030
6,12,225,30,2,1,3,20,2,1980,29,,2,6,,,,,,,,,,,4,6,1,8,2,,3,24,1,1,,,1,,1,,,,,,,,,106225030
6,12,225,30,3,2,3,21,5,1991,18,,2,6,,,,,,,,,,,4,6,1,8,2,,3,24,1,1,,,1,,1,,,,,,,,,106225030
6,12,225,30,4,1,3,1,7,1995,14,,2,6,,,,,,,,,,,4,6,1,8,2,,3,24,1,1,,,1,,1,,,,,,,,,106225030
6,12,225,30,5,2,3,5,10,1999,10,,1,,,,,,,,,,,,4,6,1,8,2,,3,24,1,1,,,1,,1,,,,,,,,,106225030
6,12,225,30,6,2,4,,,2006,4,0,1,,,,,,,,,,,,4,6,1,8,3,,3,6,3,,2,6,1,,1,,,,,,,,,106225030
6,12,225,32,1,2,1,,,1946,64,,2,4,,,,,,,,,,,7,6,1,8,2,,3,6,2,,1,6,1,,1,,,,,,,,,106225032
6,12,225,32,2,2,3,,,1974,36,,2,6,,17,,,,,,1965,,,7,6,1,8,3,,12,7,1,1,,,1,,1,,,,,,,,,106225032
6,12,225,32,3,1,3,,,1990,20,,2,6,,,,,,,,,,,5,6,1,8,3,,3,7,1,1,,,1,,1,,,,,,,,,106225032
6,12,225,32,4,2,4,,,199,11,,1,,,,,,,,,,,,7,6,1,8,3,,3,7,1,2,,,1,,1,,,,,,,,,106225032
6,12,225,32,5,2,4,,,2001,9,,1,,,,,,,,,,,,7,6,1,8,3,,3,7,1,2,,,1,,1,,,,,,,,,106225032
6,12,225,32,6,2,4,,,2003,7,,1,,,,,,,,,,,,7,6,1,8,3,,3,7,1,7,,,1,,1,,,,,,,,,106225032
6,12,225,33,1,1,1,22,2,1979,30,,2,1,1,2,29,1000,,1000,,2008,,,8,6,1,90,3,,1,7,2,,1,5,1,,1,,,,,,,,,106225033
6,12,225,33,2,2,2,20,3,1987,22,,2,1,1,1,22,,,,,2008,,,8,6,1,90,3,,1,6,3,,1,5,1,,1,,,,,,,,,106225033
6,12,225,34,1,1,1,,,1955,55,,2,1,1,2,,,,300,,2006,,,8,9,1,52,2,,1,6,2,,1,14,1,,1,,,,,,,,,106225034
6,12,225,34,2,2,2,,,1965,45,,2,1,1,1,,,,,,,,,8,6,1,63,2,,1,6,3,,1,14,1,,1,,,,,,,,,106225034
6,12,225,34,3,1,3,,,1998,12,,1,6,,,,,,,,,,,8,6,1,52,1,1,,,2,,1,5,1,,1,,,,,,,,,106225034
6,12,225,34,4,2,3,,,1990,20,,2,6,,,,,,,,,,,8,6,1,52,1,1,,,2,,1,5,1,,1,,,,,,,,,106225034
6,12,225,36,1,1,1,,,1927,83,,2,1,1,2,32,,,,,1977,,,8,8,1,91,2,,1,6,2,,1,6,1,,1,,,,,,,,,106225036
6,12,225,36,2,2,2,,,1952,85,,2,1,1,1,22,,,,,1977,,,8,8,1,91,2,,1,6,2,,1,6,1,,1,,,,,,,,,106225036
6,12,225,36,3,1,3,,,1983,27,,2,6,,,,,,,,,,,8,6,1,91,1,1,,,1,2,,,1,,1,,,,,,,,,106225036
6,12,225,36,4,1,3,,,1991,19,,2,6,,,,,,,,,,,8,6,1,91,1,1,,,1,2,,,1,,1,,,,,,,,,106225036
6,12,225,36,5,1,7,,,1993,17,,2,6,,,,,,,,,,,8,6,1,91,3,,11,5,3,,2,5,1,,1,,,,,,,,,106225036
6,12,225,36,6,2,3,,,1995,15,,2,6,,,,,,,,,,,8,6,1,91,1,1,,,1,2,,,1,,1,,,,,,,,,106225036
6,12,225,36,7,1,7,,,1998,12,,1,6,,,,,,,,,,,8,6,1,91,3,,11,5,3,,2,6,1,,1,,,,,,,,,106225036
6,12,225,36,8,1,7,,,2000,10,,1,,,,,,,,,,,,8,6,1,91,3,,11,5,3,,1,5,1,,1,,,,,,,,,106225036
6,12,225,36,9,2,7,,,2004,6,,1,,,,,,,,,,,,8,6,1,91,3,,11,5,3,,3,5,1,,1,,,,,,,,,106225036
6,12,225,36,10,1,7,,,2007,3,5,1,,,,,,,,,,,,8,6,1,91,1,1,,,3,,3,5,1,,1,,,,,,,,,106225036
6,12,225,37,1,2,1,,,1971,39,,2,4,,,16,,,,,1986,,,8,6,1,91,2,,12,6,3,,1,5,1,,1,,,,,,,,,106225037
6,12,225,37,2,1,3,,,1986,23,,2,6,,,,,,,,,,,8,6,1,91,3,,1,18,1,1,,,1,,1,,,,,,,,,106225037
6,12,225,37,3,1,3,,,1990,20,,2,6,,,,,,,,,,,8,6,1,91,3,,1,18,1,1,,,1,,1,,,,,,,,,106225037
6,12,225,37,4,2,3,,,1994,16,,2,6,,,,,,,,,,,8,6,1,91,3,,1,18,1,1,,,1,,1,,,,,,,,,106225037
6,12,225,37,5,1,3,,,1994,16,,2,6,,,,,,,,,,,8,6,1,91,3,,1,18,1,1,,,1,,1,,,,,,,,,106225037
6,12,225,37,6,2,3,,,1997,13,,2,6,,,,,,,,,,,8,6,1,91,3,,1,18,1,1,,,1,,1,,,,,,,,,106225037
6,12,225,37,7,1,3,,,1999,11,,1,,,,,,,,,,,,8,6,1,91,3,,1,18,1,1,,,1,,1,,,,,,,,,106225037
6,12,225,37,8,1,3,,,2001,9,,1,,,,,,,,,,,,8,6,1,91,3,,1,18,1,1,,,1,,1,,,,,,,,,106225037
6,12,225,37,9,1,3,,,2003,7,,1,,,,,,,,,,,,8,6,1,91,3,,1,18,1,1,,,1,,1,,,,,,,,,106225037
6,111,226,5,1,2,1,26,8,1963,46,,2,1,2,,38,,,,,2001,,,7,6,1,8,2,,1,6,3,,1,6,1,,1,,,,,,,,,106226005
6,111,226,5,2,1,3,25,5,1989,20,,2,6,,,,,,,,,,,7,6,1,8,3,,3,5,1,1,,,1,,1,,,,,,,,,106226005
6,111,226,5,3,2,3,15,7,1995,14,,2,6,,,,,,,,,,,7,6,1,8,3,,3,5,1,1,,,1,,1,,,,,,,,,106226005
6,111,226,11,1,1,1,,,1937,73,,2,1,2,,33,,,50,,1970,,,7,6,1,8,2,,1,6,2,,1,6,1,,1,,,,,,,,,106226011
6,111,226,22,1,2,1,,,1983,27,,2,6,,,,,,,,,,,7,6,1,8,2,,3,5,3,,,6,1,,1,,,,,,,,,106226022
6,111,226,22,2,1,3,4,1,2008,2,0,1,,,,,,,,,,,,7,6,1,8,3,,6,5,1,1,,,1,,1,,,,,,,,,106226022
6,111,226,25,1,1,1,,,1963,47,,2,2,1,2,27,,,,,1990,,,10,6,1,8,3,,1,6,3,,1,6,1,,1,,,,,,,,,106226025
6,111,226,25,2,2,2,,,1962,48,,2,2,1,1,28,,,,,1990,,,4,6,1,8,2,,1,6,2,,1,6,1,,1,,,,,,,,,106226025
6,111,226,25,3,1,3,,,1995,15,,2,6,,,,,,,,,,,4,6,1,8,1,1,,,1,2,,12,1,,1,,,,,,,,,106226025
6,111,226,26,1,1,1,21,8,1950,59,,2,1,1,2,40,,,114,,1990,,,5,6,1,8,2,,1,10,2,,1,5,1,,5,1,,,,,,,,106226026
6,111,226,26,2,2,2,,,1962,48,,2,1,1,1,28,,,,,1990,,,7,6,1,8,2,,1,6,2,,1,6,1,,1,2,,,,,,,,106226026
6,111,226,39,1,2,1,,,1912,98,,2,5,,,19,,,,,1933,,,9,6,1,8,2,,1,7,2,,1,6,1,,1,,,,,,,,,106226039
6,111,226,44,1,1,1,,,1967,43,,2,2,2,,26,,,,,1993,,,3,6,1,8,2,,3,5,3,,1,5,1,,1,,,,,,,,,106226044
6,111,226,44,2,1,3,19,9,1993,16,,2,6,,,,,,,,,,,3,6,1,8,1,1,,,3,,1,5,1,,1,,,,,,,,,106226044
6,111,226,44,3,2,3,3,4,1996,13,,2,6,,,,,,,,,,,3,6,1,8,1,1,,,3,,1,5,1,,1,,,,,,,,,106226044
6,111,226,44,4,1,3,23,7,1999,10,,1,,,,,,,,,,,,3,6,1,8,1,1,,,3,,1,5,1,,1,,,,,,,,,106226044
6,111,226,44,5,1,3,31,10,2003,6,,1,,,,,,,,,,,,3,6,1,8,1,1,,,3,,1,5,1,,1,,,,,,,,,106226044
6,111,226,44,6,1,3,10,3,2005,4,0,1,,,,,,,,,,,,3,6,1,8,1,1,,,3,,1,5,1,,1,,,,,,,,,106226044
6,111,226,50,1,1,1,,,1934,76,,2,1,1,2,28,,,200,,1962,,,1,6,1,8,2,,8,5,2,,3,5,1,,5,1,,,,,,,,106226050
6,111,226,50,2,2,2,,,1937,73,,2,1,1,1,25,,,,,1962,,,1,6,1,8,2,,1,6,3,,1,6,1,,1,,,,,,,,,106226050
6,111,226,53,1,2,1,,,1943,67,,2,4,,,18,,,,,1961,,,3,6,1,8,2,,3,5,2,,1,6,1,,1,,,,,,,,,106226053
6,111,226,56,1,1,1,,,1938,72,,2,1,1,2,29,,,10,,1967,,,7,6,1,8,2,,1,5,3,,1,6,1,,1,,,,,,,,,106226056
6,111,226,56,2,2,2,,,1950,60,,2,1,1,1,17,,,,,1967,,,7,6,1,8,2,,1,6,3,,1,6,1,,1,,,,,,,,,106226056
6,111,226,57,1,2,1,,,1934,76,,2,4,,,19,,,,,1953,,,5,6,1,8,2,,1,5,2,,1,6,1,,1,,,,,,,,,106226057
6,111,226,83,1,1,1,16,4,1978,31,,2,6,,,,,,,,,,,10,6,1,8,3,,3,7,3,,8,5,1,,1,,,,,,,,,106226083
6,111,226,83,2,2,3,,,2000,10,,1,,,,,,,,,,,,7,6,1,8,1,1,,,3,,3,19,1,,1,,,,,,,,,106226083
6,111,226,83,3,1,3,11,10,2003,6,,1,,,,,,,,,,,,7,6,1,8,1,1,,,3,,3,19,1,,1,,,,,,,,,106226083
6,111,226,102,1,1,1,13,11,1972,38,,2,2,2,,23,,,,,1995,,,7,6,1,3,2,,1,6,3,,1,6,1,,1,,,,,,,,,106226102
6,111,226,110,1,2,1,,,1970,40,,2,2,1,,34,,,,,2004,,,7,6,1,8,2,,3,5,3,,3,5,1,,1,,,,,,,,,106226110
6,111,226,110,2,1,2,,,1965,45,,2,2,1,,39,,,,,2004,,,7,6,1,8,2,,1,6,3,,1,6,1,,1,,,,,,,,,106226110
6,111,226,110,3,2,3,17,5,2009,9,,1,,,,,,,,,,,,7,6,1,8,1,2,,,1,1,,,1,,1,,,,,,,,,106226110
6,111,226,110,4,1,3,,,2005,5,0,1,,,,,,,,,,,,7,6,1,8,1,2,,,1,1,,,1,,1,,,,,,,,,106226110
6,111,226,114,1,1,1,,,1930,70,,2,1,1,,54,,,30,,1984,,,5,6,1,8,2,,1,5,2,,1,6,1,,1,,,,,,,,,106226114
6,111,226,114,2,2,2,,,1955,55,,2,1,1,,29,,,,,1984,,,4,6,1,8,2,,1,5,2,,1,6,1,,1,,,,,,,,,106226114
6,110,227,8,1,2,1,17,7,1981,28,,2,6,,,,,,,,,,,7,6,1,8,3,,8,2,3,,3,5,1,,1,,0,,,,,,,106227008
6,110,227,10,1,2,1,17,2,1961,49,,2,1,1,2,25,,,10,,1986,,,1,1,1,8,3,,1,6,2,,1,6,1,,1,,0,,,,,,,106227010
6,110,227,10,2,1,2,,,1960,50,,2,1,1,1,26,10,,,,1986,,,1,1,1,8,2,,1,6,2,,1,6,1,,1,,0,,,,,,,106227010
6,110,227,10,3,1,3,,,1995,15,,2,6,,,,,,,,,,,1,1,1,8,1,2,,,1,1,,,1,,1,,0,,,,,,,106227010
6,110,227,10,4,1,3,,,1996,14,,2,6,,,,,,,,,,,1,1,1,8,1,2,,,1,1,,,1,,1,,0,,,,,,,106227010
6,110,227,12,1,1,1,,,1973,37,,2,1,1,2,19,40,,,,1991,,,7,6,1,8,3,,3,6,3,,2,6,1,,1,,0,,,,,,,106227012
6,110,227,12,2,2,2,9,5,1969,40,,2,1,1,1,22,,,40,,1991,,,10,6,1,8,3,,3,8,3,,2,5,1,,1,,0,,,,,,,106227012
6,110,227,12,3,2,3,26,5,1993,16,,2,6,,,,,,,,,,,10,6,1,8,1,1,,,1,2,,,1,,1,,0,,,,,,,106227012
6,110,227,12,4,1,3,5,7,1995,14,,2,6,,,,,,,,,,,10,6,1,8,1,1,,,1,2,,,1,,1,,0,,,,,,,106227012
6,110,227,12,5,2,3,29,9,2004,5,0,1,,,,,,,,,,,,10,6,1,8,1,1,,,1,2,,,1,,1,,0,,,,,,,106227012
6,110,227,12,6,2,3,20,10,2006,3,0,1,,,,,,,,,,,,10,6,1,8,1,1,,,1,2,,,1,,1,,0,,,,,,,106227012
6,110,227,12,7,2,3,28,10,2009,0,4,1,,,,,,,,,,,,10,6,1,8,1,1,,,1,2,,,1,,1,,0,,,,,,,106227012
6,110,227,20,1,1,1,1,7,1968,41,,2,1,1,2,28,150,,,,1996,300,,3,6,1,8,2,,1,6,3,,1,6,1,,1,,0,,,,,,,106227020
6,110,227,20,2,2,2,15,6,1971,38,,2,1,1,1,25,,,150,,1996,,,3,6,1,8,3,,3,5,3,,2,6,1,,1,,0,,,,,,,106227020
6,110,227,20,3,1,3,15,6,1994,15,,2,6,,,,,,,,,,,3,6,1,8,1,1,,,1,2,,,1,,1,,0,,,,,,,106227020
6,110,227,20,4,2,3,,,1998,12,,2,6,,,,,,,,,,,3,6,1,8,1,1,,,1,2,,,1,,1,,0,,,,,,,106227020
6,110,227,20,5,2,3,,,1999,11,,1,,,,,,,,,,,,3,6,1,8,1,1,,,1,2,,,1,,1,,0,,,,,,,106227020
6,110,227,20,6,2,3,,,2007,3,0,1,,,,,,,,,,,,3,6,1,8,1,1,,,1,2,,,1,,1,,0,,,,,,,106227020
6,110,227,39,1,2,1,,,1977,32,,2,1,2,,22,,,150,,2000,,,5,1,1,4,2,,1,6,3,,1,6,1,,1,,1,,,,,,,106227039
6,110,227,39,2,1,3,5,6,1991,18,,2,6,,,,,,,,,,,5,5,1,4,,,,,3,,2,5,1,,1,,0,,,,,,,106227039
6,110,227,39,3,2,3,11,5,1994,15,,2,6,,,,,,,,,,,5,5,1,4,,,,,3,,2,5,1,,1,,0,,,,,,,106227039
6,110,227,39,4,1,3,14,2,2001,9,,1,,,,,,,,,,,,5,5,1,4,,,,,1,1,,,1,,1,,1,,,,,,,106227039
6,110,227,39,5,1,3,12,1,2004,6,,1,,,,,,,,,,,,5,6,1,4,,,,,1,1,,,1,,1,,1,,,,,,,106227039
6,110,227,39,6,1,3,29,6,2008,1,6,1,,,,,,,,,,,,5,6,1,4,,,,,1,1,,,1,,1,,1,,,,,,,106227039
6,110,227,44,1,1,1,,,1960,49,,2,2,1,2,31,,,,,1989,,,10,6,1,8,2,,12,6,2,,1,6,1,,1,,0,,,,,,,106227044
6,110,227,44,2,2,2,11,11,1963,46,,2,2,1,1,26,,,,,1989,,,5,6,1,8,2,,3,1,3,,1,6,1,,1,,1,,,,,,,106227044
6,110,227,44,3,1,3,11,10,1995,14,,2,6,,,,,,,,,,,5,6,1,8,1,1,,,1,2,,,1,,1,,0,,,,,,,106227044
6,110,227,44,4,2,3,11,10,1995,14,,2,6,,,,,,,,,,,5,6,1,8,1,1,,,1,2,,,1,,1,,0,,,,,,,106227044
6,110,227,44,5,2,3,28,9,1998,11,,1,,,,,,,,,,,,5,6,1,8,1,1,,,1,2,,,1,,1,,0,,,,,,,106227044
6,110,227,64,1,2,1,7,,1974,35,,2,4,,,22,,,,,1996,,,3,6,1,8,2,,2,8,3,,1,6,5,2,1,,0,,,,,,,106227064
6,110,227,64,2,1,3,25,3,1993,16,,2,6,,,,,,,,,,,3,6,1,8,3,,3,5,1,1,,,1,,1,,0,,,,,,,106227064
6,110,227,64,3,2,3,15,1,1996,14,,2,6,,,,,,,,,,,3,6,1,8,3,,3,5,1,1,,,1,,1,,0,,,,,,,106227064
6,110,227,64,4,1,3,7,11,2005,4,2,1,,,,,,,,,,,,3,6,1,8,3,,3,5,1,1,,,1,,1,,0,,,,,,,106227064
6,110,227,70,1,1,1,11,6,1974,36,,2,2,1,2,22,,,,,2007,,,5,6,1,8,2,,8,5,3,,3,5,1,,1,,0,,,,,,,106227070
6,110,227,70,2,2,2,,,1976,34,,2,2,1,1,18,,,,,2007,,,5,6,1,91,3,,1,6,3,,1,6,1,,1,,0,,,,,,,106227070
6,110,227,72,1,1,1,1,11,1967,43,,2,1,1,2,28,,,,,1995,,,7,6,1,14,2,,3,5,2,,3,5,1,,1,,1,,,,,,,106227072
6,110,227,72,2,2,2,,,1974,36,,2,1,1,1,21,,,100,,1995,,,7,6,1,8,3,,3,5,3,,3,5,1,,1,,0,,,,,,,106227072
6,110,227,72,3,2,3,28,1,1995,16,,2,6,,,,,,,,,,,7,6,1,8,1,1,,,1,2,,,1,,1,,0,,,,,,,106227072
6,110,227,72,4,2,3,16,1,1998,12,,2,6,,,,,,,,,,,7,6,1,8,1,1,,,1,2,,,1,,1,,0,,,,,,,106227072
6,110,227,72,5,2,3,8,6,1999,11,,1,,,,,,,,,,,,7,6,1,8,1,1,,,3,,3,5,1,,1,,0,,,,,,,106227072
6,110,227,81,1,1,1,,,1966,44,,2,1,1,2,27,10,,,,1993,500,,5,6,1,8,2,,3,6,2,,1,6,1,,1,,0,,,,,,,106227081
6,110,227,81,2,2,2,,,1972,38,,2,1,1,1,21,,,10,,1993,,,5,6,1,8,3,,3,3,2,,1,5,1,,1,,0,,,,,,,106227081
6,110,227,81,3,1,3,,,1991,19,,2,6,,,,,,,,,,,5,6,1,8,1,1,,,1,2,,,1,,1,,0,,,,,,,106227081
6,110,227,81,4,1,3,,,1994,16,,2,6,,,,,,,,,,,5,6,1,8,1,1,,,1,2,,,1,,1,,0,,,,,,,106227081
6,110,227,81,5,1,3,,,2002,8,,1,,,,,,,,,,,,5,6,1,8,1,1,,,1,2,,,1,,1,,0,,,,,,,106227081
6,110,227,88,1,1,1,1,10,1971,38,,2,2,1,2,25,,,,,1997,,,5,7,1,8,3,,3,6,2,,1,5,1,,1,,0,,,,,,,106227088
6,110,227,88,2,2,2,28,12,1970,39,,2,2,1,1,26,,,,,1997,,,5,5,1,8,2,,1,5,3,,1,5,1,,1,,0,,,,,,,106227088
6,110,227,88,3,2,3,13,9,1995,14,,2,6,,,,,,,,,,,5,5,1,8,1,1,,,1,2,,,1,,1,,0,,,,,,,106227088
6,110,227,88,4,1,3,10,4,1998,11,,1,,,,,,,,,,,,5,5,1,8,1,1,,,1,2,,,1,,1,,0,,,,,,,106227088
6,110,227,88,5,1,3,29,11,2003,6,,1,,,,,,,,,,,,5,5,1,8,1,1,,,1,2,,,1,,1,,0,,,,,,,106227088
