"id1","id2","id3","id4","s9d_id","s9d_i","s9d_ii","s9d_1","s9d_2","s9d_3","s9d_4","s9d_5","s9d_6","s9d_7","s9d_8","s9d_iii","s9d_iv","hhno"
6,95,182,88,4,,,"D","C","B","B","B","B","C","B",,,106182088
6,95,182,95,2,,,"D","C","B","B","B","B","B","B",,,106182095
6,95,184,71,4,,,"D","C","C","B","B","B","C","D",,,106184071
6,95,184,71,3,,,"D","C","B","C","C","C","B","C",,,106184071
6,95,184,83,3,8,21,"D","C","C","B","B","D","C","B",8,24,106184083
6,95,184,89,2,,,"D","C","B","B","B","B","B","B",10,44,106184089
6,95,184,94,2,11,30,"D","C","B","C","D","B","B","C",11,45,106184094
6,95,184,98,2,12,15,"D","C","B","C","D","B","B","C",12,35,106184098
6,95,184,104,2,,,"D","B","C","C","D","C","C","C",,,106184104
6,96,199,2,6,12,30,"D","B","C","B","B","B","B","C",12,33,106199002
6,96,199,2,5,12,25,"D","C","B","C","B","C","D","D",12,28,106199002
6,96,199,2,4,12,18,"D","C","B","B","B","B","C","C",12,21,106199002
6,96,199,2,8,12,39,"C","B","C","B","B","B","D","D",12,44,106199002
6,96,199,2,7,12,35,"C","B","C","B","B","B","C","C",12,37,106199002
6,96,199,2,3,12,15,"D","C","B","C","D","C","C","B",12,17,106199002
6,96,199,2,10,12,55,"D","C","C",,"C","C","B","C",12,59,106199002
6,96,199,2,9,12,47,"D","C","B",,"C","C","B","B",12,52,106199002
6,96,199,4,2,10,12,"C","C","D","B","B","C","C","D",10,17,106199004
6,96,199,5,2,14,56,"D","B","A","A","B","C","D","A",14,57,106199005
6,96,199,8,3,5,10,"D","C","A","B","B","D","B","B",15,16,106199008
6,96,199,11,3,11,39,"D","C","A","B","D","C","A","B",11,45,106199011
6,96,199,11,4,11,45,"D","C","B","C","D","B","C","C",11,48,106199011
6,96,199,11,2,11,35,"D","C","B","B","D","D","C","B",11,38,106199011
6,96,199,14,2,11,5,"D","C","B","C","D","B","B","C",11,7,106199014
6,96,199,33,2,12,0,"D","C","B","C","D","B","B","C",12,5,106199033
6,97,189,2,3,8,56,"D","C","B","C","B","B","C","B",8,58,106189002
6,97,189,2,4,8,44,"D","C","B","B","D","B","C","B",8,45,106189002
6,97,189,23,1,17,30,"D","C","B","C","D","B","B","C",17,33,106189023
6,97,189,39,4,14,12,"D","C","B","C","D","D","B","C",14,20,106189039
6,97,189,39,3,14,0,"D","C","B","C","D","B","B","B",14,11,106189039
6,97,189,46,3,9,0,"C","C","D","D","C","C","C","D",9,11,106189046
6,97,189,46,4,9,12,"D","C","B","A","D","D","A","B",9,18,106189046
6,97,189,73,3,4,50,"D","C","B","B","D","D","B","B",4,55,106189073
6,98,190,4,2,14,0,"D","C","C","B","C","D","C","B",14,35,106190004
6,98,190,5,4,14,8,"D","C","B","C","D","D","B","B",14,15,106190005
6,98,190,5,2,13,38,"D","C","B","C","B","C","A","C",13,50,106190005
6,98,190,5,5,14,20,"D","C","B","C","C","B","B","B",14,28,106190005
6,98,190,5,3,13,53,"D","C","B","C","C","B","B","B",14,3,106190005
6,98,190,16,3,2,12,"D","C","B","B","D","D","C","B",2,17,106190016
6,98,190,16,4,2,18,"D","D","D","C","A","C","D","A",2,22,106190016
6,98,190,21,3,10,15,"D","B","A","D","D","A","C","A",10,19,106190021
6,98,190,26,4,11,0,"D","C","B","C","D","B","C","C",11,20,106190026
6,98,190,26,3,10,40,"D","C","B","C","B","C","B","C",11,0,106190026
6,99,200,3,2,11,50,"D","C","B","C","D","C","B","B",11,51,106200003
6,99,200,9,3,13,48,"D","C","B","B","A","B","C","C",13,50,106200009
6,99,200,9,4,14,,"C","C","B","C","C","C","C","B",14,12,106200009
6,99,200,9,5,14,17,"D","D","C","C","D","C","B","C",14,23,106200009
6,99,200,15,3,12,20,"D","C","B","C","D","C","A","B",12,25,106200015
6,99,200,21,2,,,,,,,,,,,,,106200021
6,99,200,21,4,,,,,,,,,,,,,106200021
6,99,200,21,3,13,10,"D","C","B","B","B","B","B","C",13,13,106200021
6,99,200,21,5,,,,,,,,,,,,,106200021
6,99,200,60,5,15,1,"D","C","B","C","D","B","B","C",15,3,106200060
6,99,200,60,4,14,55,"D","C","B","C","D","B","B","C",14,59,106200060
6,99,200,60,3,14,51,"D","C","B","C","D","B","B","C",14,54,106200060
6,99,200,63,6,9,10,"D","C","B","C","C","B","C","B",9,11,106200063
6,99,200,63,4,9,6,"D","C","B","C","D","C","A","A",9,9,106200063
6,99,200,65,2,12,5,"D","C","B","B","D","C","B","C",12,9,106200065
6,99,206,6,5,15,21,"D","C","B","C","D","B","B","A",15,27,106206006
6,99,206,8,1,18,5,"D","C","B","C","D","B","B","C",18,7,106206008
6,99,206,14,3,17,12,"D","C","B","C","D","C","B","B",17,14,106206014
6,99,206,14,4,17,14,"D","C","B","C","D","B","B","C",17,15,106206014
6,99,206,14,2,17,10,"D","C","B","C","D","B","B","B",17,12,106206014
6,99,231,5,7,17,31,"D","C","B","C","D","A","A","A",17,32,106231005
6,99,231,5,2,17,25,"D","C","B","C","D","A","A","B",17,27,106231005
6,99,231,5,3,17,27,"D","C","C","D","B","B","A","A",17,30,106231005
6,99,231,6,6,10,33,"D","C","B","C","D","C","B","B",10,36,106231006
6,99,231,6,5,8,53,"D","C","B","C","D","C","B","B",8,55,106231006
6,99,231,6,7,10,41,"D","D","D","D","C","C","B","B",10,46,106231006
6,99,231,8,3,9,41,"D","C","B","C","D","D",,"B",9,44,106231008
6,99,231,8,4,10,52,"D","C","B","C","D","D","B","C",10,52,106231008
6,99,231,8,5,9,57,"D","D","B","C","D","B","B","A",9,58,106231008
6,99,231,26,3,16,5,"D","C","B","B","B","B","C","C",16,7,106231026
6,99,231,26,2,16,0,"D","C","B","B","C","C","C","B",16,4,106231026
6,99,231,28,2,17,0,"D","C","B","C","D","C","B","B",17,4,106231028
6,99,231,35,1,17,0,"D","B","B","C","D","C","D","C",17,2,106231035
6,99,231,43,3,15,42,"D","C","B","C","D","C","B","C",15,43,106231043
6,99,231,43,4,15,44,"D","C","C","C","D","C","C","D",15,45,106231043
6,99,231,49,3,16,57,"D","C","B","D","D","D","D","B",16,58,106231049
6,99,231,49,4,17,0,"D","C","B","B","D","B","A","A",17,2,106231049
6,99,231,55,4,17,35,"D","C","B","C","D","B","B","D",17,37,106231055
6,99,231,55,3,15,53,"A","C","B","C","D","B","B","C",15,55,106231055
6,100,197,1,3,11,42,"C","C","B","B","D","B","C","A",11,45,106197001
6,100,197,8,1,14,47,"D","C","B","C","D","C","B","B",14,47,106197008
6,100,197,10,3,3,40,"D","C","B","C","D","C","B","B",3,42,106197010
6,100,197,10,4,3,43,"D","B","C","C","C","D","B","B",3,45,106197010
6,100,197,18,3,14,57,"D","C","B","C","D","D","A","D",15,4,106197018
6,100,197,22,1,11,3,"D","C","B","C","D","B","B","C",11,6,106197022
6,100,197,26,3,12,57,"D","C","B","C","D","B","B","C",12,58,106197026
6,100,197,37,1,12,20,"C","C","B","D","D","C","B","C",12,23,106197037
6,100,197,37,2,12,35,"B","C","C","B","C","C","B","B",12,37,106197037
6,100,197,39,3,10,50,"D","C","B","D","C","C","C","B",10,55,106197039
6,100,197,39,4,11,7,"C","C","C","B","B","D","B","C",11,10,106197039
6,100,197,41,3,16,30,"D","C","B","C","D","D","C","A",16,34,106197041
6,100,197,41,,,,,,,,,,,,,,106197041
6,100,197,41,5,16,35,"D","C","A","B","D","A","A","B",16,40,106197041
6,100,197,44,1,15,5,"D","C","B","A","D",,,,15,10,106197044
6,100,198,58,2,12,10,"D","C","B","B","B","B","C","B",12,15,106198058
6,100,198,58,3,12,15,"D","C","B","C","D","B","B","C",12,18,106198058
6,100,198,71,5,14,53,"D","C","B","C","D","D","B","C",14,54,106198071
6,100,198,73,1,12,45,"D","C","B","C","D","D","B","A",12,47,106198073
6,100,198,96,5,6,45,"D","C","B","B","B","A","C","B",6,51,106198096
6,100,198,96,4,7,13,"D","C","B","C","B","D","B","A",7,16,106198096
6,100,198,96,3,6,52,"D","C","B","C","D","B","B","C",6,53,106198096
6,100,198,96,2,7,10,"D","C","B","C","D","B","B","C",7,12,106198096
6,100,198,133,3,13,30,"D","C","B","C","D","B","B","A",13,33,106198133
6,100,198,133,4,13,34,"D","C","B","C","D","B","A","C",13,36,106198133
6,100,198,139,2,,,,,,,,,,,,,106198139
6,100,198,141,3,17,24,"D","C","B","B","B","B","B","A",17,25,106198141
6,100,198,141,4,,,,,,,,,,,,,106198141
6,100,198,143,3,18,36,"D","C","B","A","B","A","C","B",18,39,106198143
6,100,198,143,2,16,4,"D","C","B","C","D","B","B","C",16,5,106198143
6,100,198,152,3,,,,,,,,,,,,,106198152
6,100,198,152,4,,,,,,,,,,,,,106198152
6,100,198,152,2,,,,,,,,,,,,,106198152
6,100,198,152,5,,,,,,,,,,,,,106198152
6,100,198,154,3,,,,,,,,,,,,,106198154
6,100,198,154,2,17,39,"D","C","B","B","D","B","B","B",17,41,106198154
6,102,201,8,2,11,16,"D","C","B","C","D","D","B","C",11,18,106201008
6,102,201,8,1,11,12,"D","C","B","B","B","A","B","A",11,16,106201008
6,102,201,10,2,13,56,"D","C","B","C","B","B","B","A",13,57,106201010
6,102,201,26,2,10,15,"C",,"B","C","C","A","B","B",10,17,106201026
6,102,201,27,3,10,0,"A","B","B","C","D","B","C","B",10,7,106201027
6,102,201,27,2,9,50,"D","C","B","C","D","D","B","B",9,55,106201027
6,102,201,33,1,12,15,"D","C","B","C","D","B","B","C",12,16,106201033
6,102,201,35,2,14,30,"D","C","B","C","D","B","B","C",14,35,106201035
6,102,201,44,4,4,30,"D","C","B","C","D","B","D","B",4,33,106201044
6,102,205,12,3,9,53,"D","C","B","C","D","B","B","C",9,55,106205012
6,102,205,18,1,11,12,"D","C","B","C","B","D","B","C",11,17,106205018
6,102,205,23,4,16,46,"D","C","B","C","D","B","B","C",16,52,106205023
6,102,205,23,3,16,40,"D","C","B","C","D","B","B","C",16,45,106205023
6,102,205,28,3,14,43,"D","C","B","C","D","D","B","C",14,47,106205028
6,102,205,36,2,17,20,"D","C","B","C","D","B","B","C",17,23,106205036
6,102,207,18,2,8,31,"D","C","B","C","D","B","B","C",8,35,106207018
6,102,207,27,2,12,0,"D","C","B","C","D","D","B","B",12,2,106207027
6,102,207,31,2,15,55,"D","C","B","B","D","D","B","C",15,56,106207031
6,102,207,33,4,17,0,"D","C","B","C","D","D","B","A",17,4,106207033
6,102,207,33,3,16,52,"D","C","B","B","D","A","C","B",16,59,106207033
6,102,207,38,2,17,5,"D","C","B","B","B","D","B","A",17,8,106207038
6,102,207,42,3,14,0,"D","C","B","C","D","B","B","C",14,1,106207042
6,102,207,42,5,12,26,"D","C","B","C","D","B","B","C",12,28,106207042
6,102,207,42,4,12,32,"D","C","B","C","D","B","B","C",12,34,106207042
6,102,207,46,5,17,41,"D","C","B","C","D","B","B","B",17,42,106207046
6,102,207,46,3,,,,,,,,,,,,,106207046
6,102,207,46,4,17,59,"D","C","B","C","D","B","B","C",18,2,106207046
6,102,208,18,4,16,37,"D","C","B","C","D","D","B","B",16,40,106208018
6,102,208,19,2,4,20,"D","B","B","C","C","C","D","D",4,22,106208019
6,102,208,30,3,15,24,"D","C","B","C","B","A","C","D",15,27,106208030
6,102,208,30,4,15,47,"D","C","B","C","D","B","B","A",15,49,106208030
6,102,208,37,4,18,8,"D","C","B","C","D","C","B","C",18,12,106208037
6,102,208,37,3,18,0,"D","C","B","C","D","C","B","B",18,7,106208037
6,102,208,48,5,8,17,"D","C","B","C","D","B","B","C",8,20,106208048
6,102,208,48,3,8,9,"D","C","B","C","D","B","B","C",8,12,106208048
6,102,208,48,4,8,15,"D","C","B","C","D","B","B","C",8,17,106208048
6,102,208,54,1,5,30,"D","C","B","B","C","B","B","B",5,33,106208054
6,102,208,59,2,16,41,"D","C","B","B","A","B","C","B",16,43,106208059
6,102,209,14,3,10,10,"D","C","B","C","D","B","B","C",10,11,106209014
6,102,209,18,3,14,7,"D","C","B","C","D","B","B","C",15,8,106209018
6,102,209,25,3,17,33,"D","C","B","C","D","D","B","C",17,34,106209025
6,102,209,25,2,17,31,"D","C","B","C","D","D","B","C",17,32,106209025
6,102,209,36,3,11,5,"D","C","B","B","B","B","B","B",11,6,106209036
6,102,209,36,4,11,7,"D","C","A","A","B","A","A","C",11,9,106209036
6,102,209,37,2,11,28,"D","C","B","C","D","B","B","C",11,28,106209037
6,102,209,44,3,10,10,"D","C","B","C","D","B","B","C",10,11,106209044
6,102,209,59,1,16,17,"D","C","B","C","D","B","B","C",16,17,106209059
6,102,209,64,3,11,27,"D","C","B","C","D","B","B","C",11,28,106209064
6,102,209,68,3,13,51,"D","C","B","C","D","B","B","C",13,53,106209068
6,102,209,68,4,13,54,"D","C","B","C","D","B","B","C",13,56,106209068
6,102,209,68,6,13,56,"D","C","A","A","D","B","B","C",13,58,106209068
6,102,210,7,4,11,10,"D","C","D","B","C","B","A","A",11,18,106210007
6,102,210,7,3,10,56,"D","C","A","B","C","C","C","A",11,10,106210007
6,102,210,7,2,10,45,"D","C","B","C","D","D","C","B",10,56,106210007
6,102,210,11,1,13,30,"D","C","B","C","D","B","B","C",13,32,106210011
6,102,210,12,2,11,0,"D","C","B","C","D","B","B","C",11,4,106210012
6,102,210,12,3,11,5,"D","C","B","C","D","B","B","C",11,8,106210012
6,102,210,12,4,11,8,"D","C","B","C","D","B","B","A",11,12,106210012
6,102,210,15,3,14,23,"D","C","B","C","D","B","B","C",14,26,106210015
6,102,210,15,5,14,30,"D","C","A","B","D","A","C","B",14,34,106210015
6,102,210,15,2,14,20,"D","C","B","C","D","B","B","C",14,23,106210015
6,102,210,15,4,14,26,"D","C","B","C","D","B","B","C",14,29,106210015
6,102,210,16,5,15,7,"D","C","B","C","D","B","B","C",15,9,106210016
6,102,210,16,4,15,2,"D","C","B","C","D","B","B","C",15,6,106210016
6,102,210,16,6,15,10,"D","C","B","C","D","B","B","C",15,14,106210016
6,102,210,30,4,14,10,"D","C","B","C","D","D","B","B",14,14,106210030
6,102,210,36,4,14,16,"D","C","A","C","C","A","C","B",14,21,106210036
6,102,210,36,3,14,10,"D","C","B","C","D","D","B","C",14,16,106210036
6,102,210,86,1,13,30,"D","C","B","C","D","B","B","C",13,33,106210086
6,102,210,96,1,14,30,"D","C","B","C","C","B","B","C",14,32,106210096
6,102,210,98,2,14,50,"D","C","B","C","D","B","B","C",14,52,106210098
6,102,210,98,4,15,0,"D","C","B","C","D","B","B","C",15,4,106210098
6,102,210,98,3,14,53,"D","C","B","A","C","A","C","B",14,58,106210098
6,102,210,103,6,16,40,"D","C","B","C","D","D","C","A",16,45,106210103
6,102,210,103,,,,,,,,,,,,,,106210103
6,102,210,103,4,16,30,"D","C","B","C","D","B","B","C",16,34,106210103
6,102,210,103,,,,,,,,,,,,,,106210103
6,102,210,120,3,15,38,"D","C","B","C","D","B","B","C",15,41,106210120
6,102,210,120,2,15,35,"D","C","B","C","D","B","B","C",15,38,106210120
6,102,210,120,4,15,42,"D","C","B","B","C","A","C","B",15,46,106210120
6,102,212,1,4,15,19,"D","D","C","C","B","B","D","C",15,21,106212001
6,102,212,1,3,15,15,"D","C","B","C","B","B","B","C",15,18,106212001
6,102,212,8,2,16,0,"D","C","B","C","B","D","B","C",16,8,106212008
6,102,212,8,3,16,9,"D","C","B","B","C","A","C","A",16,15,106212008
6,102,212,8,4,16,16,"D","C","B","C","D","D","B","C",16,21,106212008
6,102,212,8,5,16,21,"D","C","B","C","D","B","B","B",16,26,106212008
6,102,212,12,3,17,28,"D","C",,,,,,,17,36,106212012
6,102,212,12,2,17,42,"D","C","C","C","D","B","B","C",17,45,106212012
6,102,212,30,5,15,0,"D","C","B","B","B","C","C","B",15,6,106212030
6,102,212,33,1,15,44,"D","C","B","C","D","B","B","C",15,46,106212033
6,102,212,34,4,14,25,"C","C","B","C","D","D","B","A",14,32,106212034
6,102,212,34,3,14,20,"C","C","B","C","D","B","B","B",14,25,106212034
6,102,212,35,5,17,26,"D","C","B","B","D","D","C","B",17,35,106212035
6,102,212,35,4,17,20,"D","C","B","C","D","B","B","C",17,25,106212035
6,102,214,3,1,9,56,"D","C","B","C","B","B","B","B",9,57,106214003
6,102,214,16,3,11,8,"D","C","B","B","A","B","C","C",11,10,106214016
6,102,214,16,4,11,16,"D","C","A","B","D","D","C","B",11,18,106214016
6,102,214,16,7,11,58,"D","C","B","C","D","B","B","B",11,59,106214016
6,102,214,17,2,4,52,"D","C","B","C","D","B","B","D",4,55,106214017
6,102,214,20,2,9,5,"D","C","B","C","D","B","B","C",9,7,106214020
6,102,214,21,3,1,56,"D","C","B","C","D","C","B","C",1,58,106214021
6,102,214,22,1,4,0,"D","C","B","B","D","C","B","C",4,1,106214022
6,102,214,25,1,5,50,"D","C","B","C","D","B","B","B",5,55,106214025
6,102,214,30,1,6,0,"D","C","B","C","D","C","B","B",6,0,106214030
6,102,214,33,2,8,56,"D","C","C","A","A","D","D","B",8,58,106214033
6,102,214,35,2,11,17,"D","C","B","C","D","C","C","C",11,18,106214035
6,102,214,38,2,3,50,"D","C","B","C","D","C","B","B",3,51,106214038
6,103,221,5,1,9,0,"D","C","B","C","D","B","B","A",9,1,106221005
6,103,221,7,4,,,"D","C","B","B","D","B","B","A",,,106221007
6,103,221,7,2,,,"D","A","D","D","D","B","B","B",,,106221007
6,103,221,7,3,11,40,"D","C","B","C","D","D","C","A",11,41,106221007
6,103,221,15,1,1,5,"D","C","B","C","C","D","A","C",1,6,106221015
6,103,221,31,1,3,40,"D","C","B","C","D","B","B","A",3,44,106221031
6,103,221,34,2,5,1,"D","C","B","C","D","B","B","C",5,4,106221034
6,103,221,40,3,9,6,"D","C","B","C","A","A","B","B",9,8,106221040
6,103,221,45,1,11,0,"D","C","B","C","B","C","A","D",11,2,106221045
6,103,221,45,2,11,7,"D","C","C","B","D","C","C","B",11,9,106221045
6,103,221,48,2,3,10,"D","C","B","C","D","D","B","B",3,11,106221048
6,103,221,50,6,5,40,"D","C","B","C","C","B","B","C",5,42,106221050
6,103,221,50,3,5,30,"D","C","B","C","A","A","D","B",5,32,106221050
6,103,221,50,4,5,35,"D","C","B","C","C","B","B","C",5,38,106221050
6,103,221,54,3,9,15,"D","C","B","C","D","C","B","C",9,17,106221054
6,103,221,54,4,9,21,"D","C","B","B","D","D","A","C",9,22,106221054
6,103,221,56,3,11,30,"D","C","B","C","B","D","B","B",11,31,106221056
6,103,221,56,4,11,39,"D","C","B","B","B","D","A","C",11,40,106221056
6,103,221,56,5,11,48,"D","C","B","C","B","A","C","C",11,49,106221056
6,103,221,65,4,1,15,"D","C","B","C","D","B","B","C",1,16,106221065
6,103,221,65,5,1,20,"D","C","B","C","B","C","B","C",1,21,106221065
6,103,221,65,3,1,10,"D","C","B","C","D","B","B","C",1,11,106221065
6,103,221,78,5,3,30,"D","C","B","C",,"B","A","C",3,32,106221078
6,103,221,78,7,3,41,"D","C","B","C","D","D","C","C",3,42,106221078
6,103,221,78,4,3,24,"D","A","B","D","D","D","C","D",3,25,106221078
6,103,221,78,3,3,20,"D","C","B","C","B","D","A","C",3,21,106221078
6,103,221,78,6,3,36,"D","C","B","C","D","B","B","B",3,37,106221078
6,103,221,87,1,5,0,"D","C","B","C","C","B","D","A",5,4,106221087
6,103,221,87,2,5,8,"D","C","B","C","D","D","B","C",5,10,106221087
6,103,222,1,2,2,0,"D","C","B","B","B","D","A","B",2,5,106222001
6,103,222,3,5,4,45,"D","C","B","B","D","B","B","B",4,48,106222003
6,103,222,3,7,4,0,"A","B","A","A","A","A","B","B",4,5,106222003
6,103,222,3,6,12,52,"D","C","B","B","D","D","B","B",12,56,106222003
6,103,222,3,2,1,13,"C","A","B","C","B","D","B","B",1,14,106222003
6,103,222,3,4,5,48,"D","C","B","B","D","B","B","C",5,50,106222003
6,103,222,3,3,5,14,"D","C","B","C","D","B","B","B",5,15,106222003
6,103,222,3,8,4,20,"D","D","D","C","D","A","C","C",4,23,106222003
6,103,222,7,3,5,55,"D","C","B","D","D","C","B","C",5,56,106222007
6,103,222,7,4,6,40,"D","C","B","C","D","C","D","A",6,42,106222007
6,103,222,16,3,7,11,"D","C","A","B","D","D","B","A",7,13,106222016
6,103,222,18,2,1,30,"D","C","A","B","D","B","C","B",1,32,106222018
6,103,222,24,2,3,5,"D","C","B","B","D","D","D","B",3,6,106222024
6,103,222,27,3,2,0,"D","C","B","B","D","B","B","B",2,3,106222027
6,103,222,27,2,7,50,"D","C","B","B","D","B","B","B",7,59,106222027
6,103,222,27,4,2,40,"D","A","A","A","A","A","A","A",2,42,106222027
6,103,222,31,3,3,36,"D","C","B","C","D","D","C","D",3,38,106222031
6,103,222,31,1,2,26,"D","C","B","B","D","D","B","B",2,30,106222031
6,103,222,43,2,7,11,"D","C","B","B","D","D","B","A",7,16,106222043
6,103,222,49,3,4,50,"D","C","B","B","B","D","B","D",4,57,106222049
6,106,237,3,4,15,37,"D","C","B","C","D","D","B","C",15,40,106237003
6,106,237,3,5,17,32,"D","C","B","C","D","D","B","C",17,39,106237003
6,106,237,3,2,17,15,"D","C","B","C","D","B","B","A",17,17,106237003
6,106,237,16,3,17,26,"D","C","B","C","D","B","B","C",15,28,106237016
6,106,237,16,7,17,55,"D","C","B","B","D","C","A","B",17,57,106237016
6,106,237,27,5,13,48,"D","C","B","C","D","B","B","D",13,52,106237027
6,106,237,44,3,17,35,"D","A","B","C","D","B","A","C",17,36,106237044
6,106,237,53,3,15,23,"D","C","B","B","D","D","A","A",15,25,106237053
6,106,237,57,6,16,48,"D","C","B","C","D","D","B","C",16,50,106237057
6,106,237,57,7,16,10,"D","C","B","C","D","D","B","D",16,12,106237057
6,106,237,62,5,12,15,"D","C","B","C","D","B","B","B",12,17,106237062
6,106,237,62,3,19,34,"D","C","B","C","B","C","C","A",19,35,106237062
6,106,237,62,2,19,16,"D","C","B","C","D","B","B","B",19,17,106237062
6,106,237,74,3,12,30,"D","C","B","C","D","B","B","A",12,35,106237074
6,106,237,74,5,13,16,"B","C","D","B","C","D","C","D",13,19,106237074
6,106,237,74,4,13,0,"D","C","B","C","D","D","C","B",13,2,106237074
6,106,237,77,4,14,47,"A","B","D","A","A","D","A","B",14,48,106237077
6,106,237,77,5,18,58,"D","A","B","B","D","C","C","C",18,59,106237077
6,106,237,77,6,15,15,"A","B","D","A","A","B","B","B",15,16,106237077
6,108,229,1,8,7,35,"D","C","B","C","D","C","D","B",7,38,106229001
6,108,229,1,5,7,25,"D","C","B","C","D","C","B","B",7,26,106229001
6,108,229,1,9,7,46,"A","B","B","A","A","A","D","C",7,48,106229001
6,108,229,2,4,9,34,"C","B","B","C","C","C","C","C",9,40,106229002
6,108,229,2,3,9,13,"B","B","C","C","C","D","C","C",9,21,106229002
6,108,229,5,2,12,13,"A","C","C","B","B","D","B","C",12,18,106229005
6,108,229,8,6,2,56,"D","C","B","B","D","B","B","A",2,58,106229008
6,108,229,8,3,2,33,"D","C","B","C","B","B","B","C",2,35,106229008
6,108,229,8,4,2,41,"D","C","B","B","B","B","C","C",2,42,106229008
6,108,229,8,7,3,1,"D","C","B","C","D","D","C","D",3,2,106229008
6,108,229,8,5,2,48,"D","C","A","C","D","B","C","C",2,49,106229008
6,108,229,12,4,4,17,"D","C","B","A","D","C","B","C",4,19,106229012
6,108,229,12,3,4,9,"D","C","B","C","D","D","A","C",4,10,106229012
6,108,229,12,5,4,27,"D","C","B","A","A","C","C","A",4,29,106229012
6,108,229,13,5,8,29,"D","C","B","C","D","B","B","C",8,32,106229013
6,108,229,13,3,8,33,"D","C","B","C","D","B","B","C",8,36,106229013
6,108,229,13,4,8,25,"D","C","B","C","D","B","B","C",8,28,106229013
6,108,229,13,6,8,42,"D","C","B","C","B","D","C","A",8,45,106229013
6,108,229,13,8,8,37,"D","C","B","C","B","A","A","B",8,41,106229013
6,108,229,17,1,1,30,"D","C","B","C","B","B","A","D",1,32,106229017
6,108,229,20,5,9,11,"B","D","A","B","C","C","C","B",9,14,106229020
6,108,229,20,4,9,5,"D","C","B","C","D","B","B","C",9,9,106229020
6,108,229,20,3,9,0,"D","C","B","C","D","B","B","C",9,4,106229020
6,108,229,26,2,9,0,"B","C","B",,"C","C","C","C",9,5,106229026
6,108,229,30,1,5,0,"D","C","B","C","D","B","C","C",5,2,106229030
6,108,230,5,2,9,34,"B","C","C","B","D","C","C","D",9,41,106230005
6,108,230,5,1,9,15,"C","B","B","B","C","C","B","C",9,20,106230005
6,108,230,14,1,12,5,"C","C","B","C","D","C","B","A",12,10,106230014
6,108,230,18,4,3,8,"D","B","B","B","B","C","B","B",3,12,106230018
6,108,230,18,3,3,0,"D","B","B","C","B","C","B","B",3,6,106230018
6,108,230,29,3,9,2,"C","D","D","B","A","D","A","D",9,4,106230029
6,108,230,29,4,9,4,"A","B","A","A","C","C","C","A",9,6,106230029
6,108,230,45,3,11,45,"D","A","A","B","A","C","D","D",11,50,106230045
6,108,230,51,3,2,0,"D","C","C",,"B","D","A","B",2,5,106230051
6,108,230,60,4,3,29,"D","C","B","C","C","B","A","D",3,31,106230060
6,109,228,10,2,11,2,"A","B","C","A","B","A","A","D",11,4,106228010
6,109,228,23,3,4,10,"D","C","B","C","B","B","B","C",4,12,106228023
6,109,228,23,4,4,22,"D","C","B","B","D","D","C","C",4,25,106228023
6,109,228,30,2,9,15,"D","C","B","C","D","D","A","D",9,19,106228030
6,109,228,46,4,2,21,"D","C","B","C","D","B","C","C",2,25,106228046
6,109,228,46,5,2,26,"D","C","B","C","C","B","C","C",2,30,106228046
6,109,228,46,3,2,17,"D","C","B","C","D","B","C","C",2,20,106228046
6,109,228,58,3,2,30,"C","C","A","A","C","D","C","A",2,33,106228058
6,109,228,58,4,2,35,"B","B","C","C","D","C","C","C",2,37,106228058
6,109,228,58,6,2,40,"B","B","D","C","D","A","C","D",2,45,106228058
6,109,228,58,5,2,37,"D","D","B","B","C","B","C","B",2,39,106228058
6,109,232,44,7,1,0,"D","C","B","C","D","D","B","B",1,15,106232044
6,109,232,44,8,1,25,"D","C","D","B","C","D","A","D",1,27,106232044
6,109,232,70,2,4,18,"D","C","B","A","D","D","A","D",4,20,106232070
6,109,232,76,4,11,1,"D","C","B","C","D","B","C","C",11,5,106232076
6,109,232,76,6,11,10,"D","C","B","C","D","B","A","B",11,15,106232076
6,109,232,76,5,11,6,"D","C","B","C","D","B","C","B",11,9,106232076
6,109,232,81,6,9,34,"D","C","B","C","D","D","B","D",9,37,106232081
6,109,232,81,5,9,29,"D","C","B","C","D","D","A","B",9,33,106232081
6,109,232,81,3,9,20,"D","C","B","C","D","B","A","B",9,24,106232081
6,109,232,81,4,9,25,"D","C","B","C","D","C","B","C",9,28,106232081
6,109,232,82,4,10,9,"D","C","B","C","D","C","B","B",10,12,106232082
6,109,232,82,3,10,5,"D","C","B","C","D","B","A","A",10,8,106232082
6,109,232,82,5,10,13,"D","C","B","B","B","D","B","C",10,16,106232082
6,109,232,82,6,10,17,"D","A","B","B","A","D","A","A",10,20,106232082
6,109,232,83,2,11,50,"D","C","B","B","B","D","C","B",11,54,106232083
6,109,232,83,3,11,55,"D","A","B","B","C","B","C","A",11,59,106232083
6,109,232,105,3,4,15,"D","B","B","B","B","D","B","A",4,16,106232105
6,109,232,105,2,4,4,"D","B","C","D","C","B","A","C",4,6,106232105
6,109,232,105,4,4,25,"D","B","B","D","D","D","B","B",4,27,106232105
6,109,232,112,3,3,0,"D","C","B","C","D","B","B","C",3,5,106232112
6,109,232,112,4,3,6,"D","C","B","C","D","B","B","C",3,10,106232112
6,109,232,112,9,3,11,"D","C","B","C","D","B","B","C",3,15,106232112
6,109,232,120,4,3,6,"D","C","B","C","B","D","C","C",3,12,106232120
