"id1","id2","id3","id4","s9d_id","s9d_i","s9d_ii","s9d_1","s9d_2","s9d_3","s9d_4","s9d_5","s9d_6","s9d_7","s9d_8","s9d_iii","s9d_iv","hhno"
4,46,108,25,3,11,6,"D","C","B","C","D","B","B","C",11,9,104108025
4,46,108,25,4,11,20,"D","C","B","C","D","D","B","C",11,26,104108025
4,46,108,30,1,14,48,"D","C","B","C","D","B","B","C",14,30,104108030
4,46,108,32,5,1,28,"D","C","B","B","B","C","C","C",1,34,104108032
4,46,108,32,4,1,21,"D","C","B","C","D","B","B","B",1,26,104108032
4,46,108,32,3,1,15,"D","C","B","C","D","B","B","A",1,20,104108032
4,46,109,2,4,,,,,,,,,,,,,104109002
4,46,109,2,5,12,0,"D","C","B","C","D","B","A","B",12,3,104109002
4,46,109,5,2,8,45,"D","C","B","C","D","B","B","C",8,48,104109005
4,46,109,28,3,15,15,"D","C","B","B","B","D","A","B",15,20,104109028
4,46,109,30,1,17,21,"D","C","B","C","D","D","B","D",17,23,104109030
4,46,109,45,3,2,18,"D","C","B","C","D","C","B","C",2,23,104109045
4,46,109,45,4,2,25,"D","C","B","A","D","A","C","A",2,31,104109045
4,46,109,45,5,12,30,"D","C","B","C","D","B","B","A",12,36,104109045
4,46,109,47,2,11,52,"D","C","B","C","D","B","B","C",11,55,104109047
4,46,109,48,2,15,30,"B","B","C","C","B","D","C","C",15,33,104109048
4,46,109,51,5,2,12,"D","C","B","C","D","B","B","C",2,14,104109051
4,46,109,51,,,,,,,,,,,,,,104109051
4,46,109,51,6,2,16,"D","C","B","B","D","C","C","B",2,20,104109051
4,46,109,51,,,,,,,,,,,,,,104109051
4,46,109,51,4,2,7,"D","C","B","C","D","B","B","C",2,11,104109051
4,46,109,54,3,8,32,"D","C","B","A","D","A","C","A",8,38,104109054
4,49,120,16,3,14,10,"D","C","B","D","D","B","B","C",14,11,104120016
4,49,120,16,4,14,21,"C","C","B","B","D","C","B","B",14,22,104120016
4,49,120,24,5,17,58,"D","C","B","C","B","B","B","C",18,1,104120024
4,49,120,24,3,10,24,"D","C","B","C","D","B","B","C",10,25,104120024
4,49,120,25,4,17,26,"D","C","B","B","D","D","B","B",17,27,104120025
4,49,120,27,2,11,8,"D","C","B","B","D","B","C","A",11,10,104120027
4,49,120,33,1,17,4,"D","C","B","C","D","B",,"C",17,7,104120033
4,49,120,33,2,17,36,"D","C","B","C","D","C","B","B",17,37,104120033
4,49,120,39,2,16,16,"D","C","B","C","D","B","B","C",16,17,104120039
4,49,121,3,3,12,4,"D","D","D","C","D","A","C","B",12,6,104121003
4,49,121,3,4,10,44,"B","C","B","C","B","D","B","D",10,46,104121003
4,49,121,16,5,16,58,"D","C","B","C","D","D","B","A",17,0,104121016
4,49,121,16,3,16,2,"D","C","B","B","D","D","B","D",16,4,104121016
4,49,121,16,4,16,11,"A","C","B","B","D","B","B","B",16,12,104121016
4,49,121,24,2,12,11,"D","C","B","C","D","D","B","B",12,12,104121024
4,49,121,24,3,12,15,"D","C","B","C","B","B","B","C",12,16,104121024
4,49,121,35,2,12,50,"D","C","B","C","C","D","C","A",12,53,104121035
4,49,121,91,2,17,31,"D","C","B","C","D","B","B","D",17,34,104121091
4,49,121,102,2,2,5,"D","C","B","C","C","D","C","C",2,6,104121102
4,49,121,103,3,16,44,"D","C","B","C","B","D","B","A",16,45,104121103
4,49,123,5,3,12,38,,,,,,,,,12,38,104123005
4,49,123,5,5,12,38,"D","A","A","B","C","B","D","A",12,48,104123005
4,49,123,9,3,3,30,"D","C","B","C","D","D","C","C",3,32,104123009
4,49,123,12,4,14,20,"D","C","A","B","A","A","C","B",14,22,104123012
4,49,123,17,3,15,21,"D","C","B","C","D","A","B","A",15,23,104123017
4,49,123,28,3,16,40,"D","C","B","B","D","D","B","B",16,43,104123028
4,49,123,29,5,16,12,"D","C","B","C","D","D","B","A",16,14,104123029
4,49,123,29,7,14,15,"D","C","B","C","B","D","B","C",14,22,104123029
4,49,123,29,6,16,20,"D","C","B","C","B","D","B","C",16,21,104123029
4,49,123,31,7,13,37,"D","A","B","B","B","D","B","A",13,39,104123031
4,49,123,31,6,13,21,"D","C","B","C","D","B","B","A",13,22,104123031
4,49,123,31,5,13,12,"D","C","B","B","B","D","C","B",13,14,104123031
4,49,123,31,,,,,,,,,,,,,,104123031
4,49,123,32,,,,,,,,,,,,,,104123032
4,49,123,32,,,,,,,,,,,,,,104123032
4,49,123,32,4,15,16,"D","C","B","B","D","C","C","B",15,19,104123032
4,49,123,36,1,2,15,"D","C","B","C","C","B","C","B",2,20,104123036
4,49,124,2,4,16,51,"D","B","A","A","A","A","C","B",16,52,104124002
4,49,124,2,3,15,38,"D","C","B","C","D","B","B","C",15,43,104124002
4,49,124,2,2,17,8,"D","C","B","B","D","B","C","B",17,10,104124002
4,49,124,10,2,12,41,"D","C","B","B","D","D","C","B",12,43,104124010
4,49,124,12,7,15,42,"D","C","B","C","D","B","B","C",15,43,104124012
4,49,124,12,6,15,31,"D","D","B","C","B","C","D","C",15,32,104124012
4,49,124,12,3,15,50,"D","C","B","C","B","B","B","B",15,53,104124012
4,49,124,14,3,16,4,"D","C","B","C","B","B","C","D",16,6,104124014
4,49,124,14,4,16,17,"D","C","B","B","D","B","B","C",16,18,104124014
4,49,124,14,2,11,13,"D","C","B","B","D","D","B","B",11,18,104124014
4,49,124,23,2,17,0,"D","D","D","C","C",,"A","B",17,2,104124023
4,49,124,25,2,17,10,"D","C","B","B","C","C","D","D",17,11,104124025
4,49,124,26,3,2,38,"D","C","B","B","D","D","C","A",2,41,104124026
4,49,124,28,2,11,17,"D","B","A","A","B","C","C","B",11,21,104124028
4,49,124,33,3,2,23,"D","B","A","D","D","B","A","C",2,26,104124033
4,49,124,33,2,2,21,"D","C","D","B","D","C","B","A",2,23,104124033
4,49,124,37,3,1,13,"D","C","B","C","D","D","B","B",1,15,104124037
4,49,124,37,2,1,12,"D","C","B","B","D","B","B","B",1,13,104124037
4,49,124,48,5,16,32,"D","C","B","C","B","B","B","C",16,34,104124048
4,49,124,48,4,,,,,,,,,,,,,104124048
4,49,124,48,3,16,20,"D","C","B","D","B","B","B","D",16,21,104124048
4,50,126,3,2,16,39,"D","C","B",,"D","D","B","C",16,42,104126003
4,50,126,4,3,14,32,"D","C","B","C","D","D","B","A",14,34,104126004
4,50,126,25,2,13,53,"D","C","B","D","D","A","A","B",13,54,104126025
4,50,126,31,2,15,12,"D","C","B","C","D","B","B","C",15,15,104126031
4,50,126,41,3,17,2,"D","C","B","C","D","C","D","C",17,6,104126041
4,50,342,1,3,16,25,"D","C","B","C","D","B","B","A",16,26,104342001
4,50,342,1,4,15,6,"D","D","B","B","C","B","A","C",15,8,104342001
4,50,342,2,3,17,18,"D","C","B","C","D","A","C","B",17,20,104342002
4,50,342,2,4,17,26,,,,,,,,,17,26,104342002
4,50,342,2,2,15,20,"D","C","B","C","D","B","B","C",15,21,104342002
4,50,342,3,3,17,21,"D","C","B","C","D","B","B","C",17,23,104342003
4,50,342,3,4,16,31,"D","A","B","B","D","B","B","C",16,33,104342003
4,50,342,3,5,16,43,"B","C","A","B","D","B","B","C",16,49,104342003
4,50,342,4,3,17,20,,,,,,,,,17,20,104342004
4,50,342,6,4,2,44,"D","C","B","B","D","C","B","C",2,46,104342006
4,50,342,6,3,2,42,"D","C","B","C","D","B","B","C",2,44,104342006
4,50,342,7,3,2,28,"D","C","B","C","D","D","B","D",2,30,104342007
4,50,342,7,5,2,33,"D","C","B","A","C","C","C","A",2,37,104342007
4,50,342,7,4,2,30,"D","C","B","A","C","B","B","C",2,33,104342007
4,50,342,22,2,14,41,"D","C","B","C","D","D","B","A",14,42,104342022
4,50,342,22,3,14,53,"D","C","B","B","D","D","B","B",14,55,104342022
4,50,342,26,5,16,52,"D","C","B","C","C","B","C","C",16,53,104342026
4,50,342,26,10,16,59,"D","C","B","B","B","C","C","B",17,0,104342026
4,50,342,26,4,16,46,"D","C","B","C","D","B","B","C",16,48,104342026
4,51,127,8,3,15,44,"D","D","B","B","D","A","C","C",15,45,104127008
4,51,127,8,2,15,0,"D","C","B","C","D","D","B","A",15,1,104127008
4,51,127,11,3,13,18,"D","C","B","C","D","B","B","C",13,19,104127011
4,51,127,11,2,13,35,"D","C","B","C","D","B","B","C",13,37,104127011
4,51,127,11,4,13,1,"D","C","B","C","D","B","B","C",13,4,104127011
4,51,127,12,3,13,6,"D","C","B","C","D","B","B","C",13,8,104127012
4,51,127,12,4,13,20,"D","C","A","B","B","A","C","B",13,24,104127012
4,51,127,14,2,12,17,"D","C","B","B","D","B","B","B",12,19,104127014
4,51,127,14,1,12,12,"D","C","A","B","D","D","C","B",12,14,104127014
4,51,127,23,3,11,16,"D","C","B","C","D","C","B","A",11,17,104127023
4,51,127,23,4,11,17,"D",,,,,,,,11,18,104127023
4,51,127,25,6,19,37,,,,,,,,,9,37,104127025
4,51,127,25,5,9,35,"D","B","B","A",,,,,9,37,104127025
4,51,127,37,1,2,23,"D","A","B",,,,,,2,23,104127037
4,51,127,37,2,2,23,,,,,,,,,2,24,104127037
4,51,127,42,3,17,20,"D","C","B","C","C","D","D","D",17,21,104127042
4,51,127,42,5,,,"D","C","B","A",,,,,,,104127042
4,51,127,42,4,17,8,"D","C","B","C","D","D","B","B",17,11,104127042
4,51,133,3,3,8,26,"D","C","B","C","C","B","B","C",8,27,104133003
4,51,133,3,6,8,33,"D","C","B","C","D","C","B","D",8,36,104133003
4,51,133,3,5,8,31,"D","C","B","C","D","D","C","D",8,33,104133003
4,51,133,3,4,8,28,"D","C","B","C","D","D","B","B",8,31,104133003
4,51,133,9,3,15,52,"D","C","B","A","B","A","C","A",15,54,104133009
4,51,133,9,4,15,34,"D","C","A","A","B","D","C","B",15,37,104133009
4,51,133,21,4,17,33,"D","C","B","B","D","D","B","B",17,36,104133021
4,51,133,21,5,17,9,,,,,,,,,17,9,104133021
4,51,133,21,3,16,40,,,,,,,,,16,40,104133021
4,51,133,25,3,16,52,"D","C","B","B","D","C","B","C",16,57,104133025
4,51,133,28,4,18,24,"D","C","B","C","D","B","A","D",18,25,104133028
4,51,133,28,3,9,24,"D","C","B","C","D","D","B","C",9,27,104133028
4,51,133,29,2,15,42,"D","C","B","C","B","D","B","A",15,46,104133029
4,51,133,33,1,2,12,"D","C","C","A","A",,,,2,13,104133033
4,51,133,38,5,1,17,"C","B","A","D","A","A","B","C",1,19,104133038
4,51,133,38,3,1,12,"D","C","B","B","C","B","B","C",1,14,104133038
4,51,133,38,4,1,14,"D","C","B","A","D","B","B","A",1,17,104133038
4,51,133,45,2,14,17,"D","C","B","C","D","B","B","C",14,20,104133045
4,51,133,45,3,14,7,"D","C","B","A","B","D","C","B",14,11,104133045
4,53,105,22,2,15,48,"D","C","B","C","C","C","B","C",15,50,104105022
4,53,105,22,1,16,0,"D","C","B","C","C","C","A","D",16,4,104105022
4,53,105,23,3,18,10,"D","C","B","A","A","D","B","B",18,13,104105023
4,53,105,24,4,11,45,"B","B","C","D","C","A","C","A",11,48,104105024
4,53,105,24,3,11,40,"D","C","B","C","D","B","B","C",11,43,104105024
4,53,105,32,3,4,4,"D","C","B","C","D","D","B","C",4,10,104105032
4,53,105,33,5,1,15,"C","C","B","C","D",,,,1,18,104105033
4,53,105,33,3,12,30,"C","C","B","C","D","B","B","D",12,40,104105033
4,53,105,33,4,1,5,"C","C","B","C","D","D","B","D",1,10,104105033
4,53,105,35,4,1,13,"D","C","B","B",,,,,1,16,104105035
4,53,105,35,3,1,5,"D","C","B","C","D","D",,,1,11,104105035
4,53,105,36,5,11,0,"D","C","B","C","D","B","B","C",11,5,104105036
4,53,105,41,3,16,30,"D","C","B","C","C","C","A","A",16,32,104105041
4,53,105,42,3,14,16,"D","C","B","C","D","B","B","C",14,19,104105042
4,54,104,3,4,8,55,"D","C","B","C","D","B","B","C",8,59,104104003
4,54,104,3,6,8,34,"D","C","B","C","D","B","B","B",8,36,104104003
4,54,104,3,5,8,10,"D","C","B","C","D","B","A","C",8,13,104104003
4,54,104,3,7,13,0,"D","C","B","A","D","B","C","D",13,3,104104003
4,54,104,3,3,,,,,,,,,,,,,104104003
4,54,104,35,3,10,50,"D","C","B","C","D","B","B","C",10,55,104104035
4,54,104,35,4,10,20,"D","C","B","C","D","C","D","C",10,35,104104035
4,54,104,41,2,12,5,"D","C","B","C","D","B","B","C",12,7,104104041
4,54,104,44,2,11,0,"D","C","B","C","D","B","B","C",11,3,104104044
4,54,104,46,4,14,18,"D","C","B","C","B","B","A","C",14,21,104104046
4,54,104,46,3,,,,,,,,,,,,,104104046
4,54,104,47,4,2,23,"D","C","B","B","D","D","C","B",2,30,104104047
4,54,104,47,3,2,6,"D","C","B","C","D","B","B","C",2,9,104104047
4,54,106,5,2,15,5,"D","C","B","C","D","D","B","D",15,9,104106005
4,54,106,13,2,14,47,"D","C","B","C","D","B","B","B",14,49,104106013
4,54,106,13,3,14,54,"D","C","B","C","D","D","B","C",14,59,104106013
4,54,106,25,2,1,50,"D","C","B","C","D","B","B","C",1,52,104106025
4,54,106,29,2,10,10,"C","C","B","C","D","B","B","C",10,12,104106029
4,54,106,30,3,18,5,"D","C","B","C","D","D","B","D",18,8,104106030
4,54,106,30,2,19,15,"D","C","B","C","D","B","B","C",19,18,104106030
4,54,106,30,4,11,11,"D","C","B","C","D","B","B","C",11,12,104106030
4,54,106,30,5,12,34,"D","C","B","B","D","A","C","B",12,36,104106030
4,54,106,32,4,2,18,"D","C","B","C","D","B","B","C",2,22,104106032
4,54,106,32,2,2,10,"D","C","B","C","D","B","B","C",2,15,104106032
4,54,106,32,3,5,0,"D","C","B","C","D","B","B","C",5,10,104106032
4,54,106,37,2,11,45,"D","C","B","C","D","B","B","C",11,50,104106037
4,54,106,54,3,2,5,"C","C","B","C","D","D","B","A",2,15,104106054
4,54,106,55,3,10,56,"D","C","B","C","D","B","A","C",11,2,104106055
4,55,122,3,5,16,12,"D","C","B","C","D","B","B","B",16,14,104122003
4,55,122,3,4,16,5,"D","C","B","C","D","D","B","C",16,7,104122003
4,55,122,4,3,17,41,"D","C","D","B","D","A","B","A",17,42,104122004
4,55,122,4,2,17,46,"D","C","B","B","D","D","B","D",17,47,104122004
4,55,122,6,5,16,12,"D","C","B","B","C","B","B","A",16,13,104122006
4,55,122,6,4,16,16,"D","C","D","C","D","B","A","C",16,17,104122006
4,55,122,6,6,17,12,"D","C","B","C","D","B","B","C",17,14,104122006
4,55,122,6,3,16,20,"D","C","B","C","D","B","B","C",16,21,104122006
4,55,122,7,3,11,45,"D","C","B","C","D","B","B","C",11,48,104122007
4,55,122,7,4,12,0,"D","C","B","C","D","D","B","C",12,2,104122007
4,55,122,16,3,13,0,"D","C","D","D","B","B","D","B",13,3,104122016
4,55,122,16,2,12,46,"D","C","B","C","D","B","B","C",12,49,104122016
4,55,122,18,3,10,49,"D","C","B","B","C","D","D","A",10,51,104122018
4,55,122,18,5,10,40,"D","C","B","C","D","D","B","A",10,41,104122018
4,55,122,18,4,10,44,"A","C","B","B","D","B","B","A",10,46,104122018
4,55,122,18,6,10,27,"D","C","B","C","D","B","B","B",10,29,104122018
4,58,129,5,3,3,,"D","C","B","B","B","B","C","D",3,2,104129005
4,58,129,5,4,3,2,"D","C","C","D","B","C","A","D",3,4,104129005
4,58,129,12,3,2,8,"D","C","B","B","D","B","A","B",2,12,104129012
4,58,129,14,3,9,1,"D","C","B","B","B","B","B","C",9,3,104129014
4,58,129,14,4,9,3,"D","C","B","C","C","A","A","D",9,6,104129014
4,58,129,14,5,9,6,"D","C","B","C","C","C","D","C",9,9,104129014
4,58,130,3,1,13,20,,,,,,,,,13,21,104130003
4,58,130,3,2,13,23,,,,,,,,,13,24,104130003
4,58,130,6,2,11,14,"A","C","B","B","B","D","C","B",11,19,104130006
4,58,130,9,3,13,20,"D","D","A","C","D","B","C","C",13,22,104130009
4,58,130,16,3,8,17,"D","C","A","B","B","D","C","B",8,21,104130016
4,58,130,16,8,8,8,"D","C","B","C","D","B","B","C",8,11,104130016
4,58,130,16,4,8,23,,,,,,,,,8,24,104130016
4,58,130,18,2,10,30,,,,,,,,,10,30,104130018
4,58,130,27,3,11,8,"D","C","B","B","D","D","D","B",11,14,104130027
4,58,130,27,4,11,14,"D","C","A","A","A","A","D","D",11,19,104130027
4,58,130,28,4,4,14,"D",,,,,,,,4,15,104130028
4,58,130,28,3,4,12,"D","C","B",,,,,,4,13,104130028
4,58,130,30,3,3,15,"D","C","B","C",,,,,3,17,104130030
4,58,130,40,,11,20,"D","C","B","A","D","B","C","D",11,28,104130040
4,58,130,43,4,15,1,"D","A","C","C","D","D","D","A",15,4,104130043
4,58,130,43,2,14,50,"D","C","B","C","D","B","B","B",14,52,104130043
4,58,130,43,3,14,18,"D","C","B","B","D","D","B","A",14,19,104130043
4,58,130,43,5,14,35,"D","C","B","D","C","B","C","C",14,37,104130043
4,58,130,46,3,8,29,"D","C","B","C","B","B","B","C",8,33,104130046
4,58,130,46,4,9,16,"A","B","C","A","C","B","A","B",9,20,104130046
4,58,131,7,8,15,14,"D","C","B","C","D","C","B","D",15,16,104131007
4,58,131,7,10,15,25,"D","C","B","C","D","C","C","C",15,28,104131007
4,58,131,7,6,16,44,,,,,,,,,16,44,104131007
4,58,131,7,7,15,7,,,,,,,,,15,7,104131007
4,58,131,7,5,16,40,,,,,,,,,16,40,104131007
4,58,131,7,9,15,20,"D","C","B","C","D","A","B","D",15,21,104131007
4,58,131,8,2,15,56,"B","C","B","B","D","D","B","D",16,0,104131008
4,58,131,8,3,15,39,"D","C","A","D","C","D","C","D",15,40,104131008
4,58,131,13,3,9,20,"D","C","B","C","D","C","B","C",9,25,104131013
4,58,131,15,4,8,17,"D","A","D","D","D","A","A","A",8,19,104131015
4,58,131,15,5,8,19,"D","A","C","B","C","A","C","D",8,21,104131015
4,58,131,15,3,8,15,"D","C","B","B","D","D","A","C",8,17,104131015
4,58,131,17,3,9,28,"D","C","B","C","D","B","B","C",9,30,104131017
4,58,131,17,2,9,25,"D","C","B","C","D","B","B","D",9,28,104131017
4,58,131,17,4,9,30,"D","C","B","B","D","D","C","C",9,32,104131017
4,58,131,17,5,9,32,"D","C","C","B","D","C","A","D",9,35,104131017
4,58,131,24,3,15,49,"D","C","A","B","A","C","A","B",15,52,104131024
4,58,131,24,6,15,17,"D","C","B","A","B","D","C","A",15,20,104131024
4,58,131,24,4,15,44,,,,,,,,,15,45,104131024
4,58,131,24,5,15,36,"D","C","B","B","B","D","C","D",15,39,104131024
4,58,131,31,3,15,2,"D","C","B",,"B","D","B","A",15,8,104131031
4,58,131,56,2,8,58,"D","C","B","C","D","B","B","D",9,0,104131056
4,58,131,56,3,9,0,"D","C","B","C","D","B","B","C",9,2,104131056
4,58,131,59,4,15,24,"D","C","A","A","B","D","C","B",15,27,104131059
4,58,131,59,3,15,43,"D","C","B","C","D","D","C","A",15,46,104131059
4,58,132,4,3,10,47,,,,,,,,,10,48,104132004
4,58,132,13,3,10,17,,,,,,,,,10,17,104132013
4,58,132,13,4,16,10,,,,,,,,,14,10,104132013
4,58,132,13,6,10,32,,,,,,,,,10,32,104132013
4,58,132,13,5,10,24,"D","C","C","B","D","C","A","C",10,28,104132013
4,58,132,23,3,8,26,"D","C","B","C","B","D","D","B",8,28,104132023
4,58,132,26,4,9,57,"D","D","A","D","D","C","D","D",9,59,104132026
4,58,132,27,3,9,40,,,,,,,,,9,41,104132027
4,58,132,37,4,16,17,,,,,,,,,16,18,104132037
4,58,132,37,3,16,29,"D","C","A","C","B","D","C","B",16,33,104132037
4,58,132,50,2,10,52,,,,,,,,,10,53,104132050
4,59,128,12,2,9,47,"D","C","B","C","B","B","C","C",9,56,104128012
4,59,128,15,4,12,50,"D","C",,,,,,,12,51,104128015
4,59,128,15,3,12,45,"D","C","B","C","D","B","B","C",12,49,104128015
4,59,128,21,14,11,43,"D","C","B","C","D","B","D","C",11,46,104128021
4,59,128,21,10,11,34,"D","C","B","C","D","D","C","D",11,37,104128021
4,59,128,21,6,11,20,"D","C","B","C","C","D","B","D",11,23,104128021
4,59,128,21,9,11,32,"D","C","B","C","C","D","A","A",11,34,104128021
4,59,128,21,4,11,11,"D","C","B","C","C","D","D","D",11,14,104128021
4,59,128,21,8,11,24,"D","C","B","C","D","D","D","A",11,32,104128021
4,59,128,21,13,11,41,"D","C","B","C","C","D","C","B",11,43,104128021
4,59,128,21,11,11,37,"D","C","B","C","D","C","D","D",11,40,104128021
4,59,128,21,5,11,15,"D","C","B","C","A","C","A","D",11,19,104128021
4,59,128,24,2,2,31,"D","A","C","A","D","C","C","B",2,34,104128024
4,59,128,28,4,11,32,"D","C","B","C","D","B","B","C",11,33,104128028
4,59,128,28,2,11,20,"D","C","B","C","D","B","B","C",11,21,104128028
4,59,128,28,5,11,35,"D","C","B","C","B","D","B","A",11,39,104128028
4,59,128,28,3,11,25,"D","C","B","C","D","B","B","C",11,27,104128028
4,59,128,42,2,16,57,"D","C","B","C","D","B","B","C",16,59,104128042
4,59,128,42,3,16,51,"D","C","B","C","D","B","B","A",16,54,104128042
4,59,128,60,5,16,10,"D","C","B","C","D","D","B","C",16,25,104128060
4,59,128,60,4,8,35,"D","C","B","C","B","D","C","A",8,36,104128060
4,59,128,60,3,13,19,"D","C","B","C","D","D","B","C",13,21,104128060
4,59,128,65,2,12,30,"D","C","B","C","C","A","D","C",12,31,104128065
4,59,128,83,2,15,47,"D","C","B","C","D","B","B","B",15,50,104128083
4,59,128,83,1,16,7,"D","C","B","C","D","B","B","C",16,10,104128083
4,59,128,93,2,2,22,"D","C","B","C","B","B","C","B",2,27,104128093
4,59,128,93,3,2,28,"D","C","B","A","D","D","A","C",2,48,104128093
4,59,128,98,3,10,46,"D","C","B","C","D","B","B","C",10,47,104128098
4,59,128,98,5,10,19,"D","C","B","B","D","A","A","A",10,22,104128098
4,59,128,98,6,10,37,"D","C","A","B","B","D","C","B",10,40,104128098
4,59,128,98,4,10,43,"D","C","B","C","D","B","B","C",10,44,104128098
4,60,110,3,2,8,15,"D","C","B","C","D","B","C","C",8,21,104110003
4,60,110,12,3,17,7,"D","C","B","C","D","B","C","D",17,9,104110012
4,60,110,12,4,16,28,"D",,"B","B","D","B","A","B",16,34,104110012
4,60,110,21,4,11,37,"D","C","B","C","D","A","C","B",11,45,104110021
4,60,110,21,3,11,21,"D","C","B","C","D","D","B","C",11,28,104110021
4,60,110,21,5,11,50,"D","C","B","C",,"A","C","B",11,57,104110021
4,60,110,21,2,11,15,"D","C","B","C","D","D","B","A",11,19,104110021
4,60,110,22,1,15,15,"B","C","B","B","D","C","C","A",15,16,104110022
4,60,110,23,3,12,11,"B","C","B","D","D","B","B","D",12,14,104110023
4,60,110,23,4,12,18,"D","C","B","C","D","D","C","B",12,20,104110023
4,60,110,23,2,11,50,"D","C","B","C","D","B","B","C",11,52,104110023
4,60,110,23,5,12,22,"C","B","C","D","C","D","C","D",12,26,104110023
4,60,110,33,1,7,30,"D","C","B","C","D","B","B","C",7,36,104110033
4,60,110,34,4,8,35,"D","C","B","A","D","A","C","B",8,43,104110034
4,60,110,34,2,8,20,"D","C","B","C","D","A","B","D",8,25,104110034
4,60,110,34,3,8,27,"D","C","B","C","D","C","B","B",8,33,104110034
4,60,110,34,5,8,45,"D","C","B","A","D","A","C","D",8,53,104110034
4,60,110,37,2,9,15,"D","C","B","C","D","B","B","C",9,18,104110037
4,60,110,37,3,9,20,"D","C","B","C","D","B","B","C",9,25,104110037
4,60,110,42,2,9,55,"D","C","B","C","D","B","B","C",9,57,104110042
4,60,111,5,2,2,30,"D","C","B","B","D","A","C","B",2,38,104111005
4,60,111,8,4,2,37,"D","C","B","B","B","C","C","B",2,42,104111008
4,60,111,8,5,2,44,"D","C","B","B","B","C","C","B",2,49,104111008
4,60,111,8,6,2,53,"D","C","B","C","D","A","B","A",2,59,104111008
4,60,111,8,3,2,30,"D","C","B","C","D","A","C","B",2,35,104111008
4,60,111,23,2,11,20,"D","C","B","C","D","B","B","C",11,23,104111023
4,60,111,23,3,11,30,"A","D","C","A","A","A","A","A",11,35,104111023
4,60,111,53,3,4,40,"D","C","B","C","D","C","B","C",4,50,104111053
4,60,111,70,3,4,5,"C","C","B","C","B","B","A","B",4,10,104111070
4,60,111,71,1,10,4,"D","C","B","B","B",,,,10,7,104111071
4,60,111,78,2,9,18,"D","C","B","B","D","A","C","B",9,26,104111078
4,60,112,1,2,2,45,"D","C","B","B","D","B","B","B",2,51,104112001
4,60,112,11,2,9,15,"D","C","B","C","B","D","A","B",9,20,104112011
4,60,112,46,3,2,20,"D","C","B","C","D","B","B","C",2,25,104112046
4,60,112,46,4,2,28,"D","C","B","A","D","A","C","B",2,34,104112046
4,60,112,52,3,11,27,"D","C","D","A","B","B","B","C",11,32,104112052
4,60,112,52,4,9,51,"D","C","B","C","D","B","B","D",9,54,104112052
4,60,112,52,2,8,40,"D","C","B","D","D","B","A","C",8,42,104112052
4,60,112,56,3,9,9,"D","C","B","C","D","B","B","C",9,13,104112056
4,60,112,56,2,7,18,"D","C","B","C","D","B","B","C",7,24,104112056
4,60,112,56,4,12,15,"D","C","B","C","D","B","B","C",12,22,104112056
4,60,112,59,1,1,3,"D","C","B","C","D","B","B","C",1,4,104112059
4,60,113,11,3,16,30,,,,,,,,,,,104113011
4,60,113,12,4,16,37,"D","C","B","B","D","C","C","D",16,43,104113012
4,60,113,12,3,16,30,"D","C","B","B","D","A","C","B",16,35,104113012
4,60,113,25,3,8,46,"A","C","A",,,,,,,,104113025
4,60,113,27,2,7,50,"D","C","B","B","D","A","C","B",7,57,104113027
4,60,113,35,1,15,5,"D","C","B",,,,,,,,104113035
4,60,113,44,3,14,,"C","A","C","B","A","A","D","D",14,6,104113044
4,60,113,89,3,15,19,"C","C","A","A",,,,,,,104113089
4,60,113,89,2,15,5,"C","C","B","C","D","B","B","C",15,10,104113089
4,62,118,3,2,3,8,"D","C","B","C","B","B","B","C",3,16,104118003
4,62,118,17,4,12,50,"D","C","A","B","B","B","C","B",12,59,104118017
4,62,118,27,1,2,1,"D","C","B","C","B","B","B","C",2,7,104118027
4,62,118,29,3,4,30,"D","C","B","C","B","B","B","B",4,35,104118029
4,62,118,31,3,4,23,"D","C","B","C","C","B","B","C",4,28,104118031
4,62,118,31,2,4,18,"D","C","B","C","B","A","C","B",4,22,104118031
4,62,118,33,3,8,48,"D","C","B","C","B","C","B","A",8,54,104118033
4,62,118,33,4,8,54,"D",,"B","B","A","B","B","A",9,1,104118033
5,5,145,6,,10,55,"D","C","B","C","D","B","B","C",11,5,105145006
5,5,145,6,,11,5,"D","C","B","B","D","B","B","C",11,10,105145006
5,5,145,13,,1,43,"D","A","B","C","D","C","A","C",1,45,105145013
5,5,145,14,,15,54,"D","C","B","C","D","B","B","B",15,57,105145014
5,5,145,17,,12,13,"D","C","B","B","D","B","B","B",12,19,105145017
5,7,155,1,4,15,8,"D","C","B","C","D","B","B","A",15,12,105155001
5,7,155,1,3,14,55,"D","C","B","C","D","B","B","C",14,56,105155001
5,7,155,2,5,18,53,"D","C","B","C","D","B","B","B",18,55,105155002
5,7,155,2,4,18,28,"D","C","B","D","D","B","A","C",18,29,105155002
5,7,155,2,3,18,10,"D","C","B","C","D","B","B","A",18,13,105155002
5,7,155,12,3,18,58,"D","C","B","B","D","B","B","B",19,1,105155012
5,7,155,15,6,15,16,"D","C","B","C","D","B","B","C",15,17,105155015
5,7,155,15,4,14,45,"D","C","B","C","D","B","B","C",14,48,105155015
5,7,155,15,3,15,39,"D","C","C","B","B","D","C","C",15,41,105155015
5,7,155,15,5,16,55,"D","C","B","C","D","B","B","A",16,59,105155015
5,7,155,18,3,14,47,"D","C","A","B","D","D","C","B",14,49,105155018
