"id1","id2","id3","id4","hhmid","s9a_iii","s9a_01","s9a_02","s9a_03","s9a_a1","s9a_a2","s9a_a3","s9a_a4","s9a_a5","s9a_a6","s9a_a7","s9a_a8","s9a_a9","s9a_a10","s9a_a11","s9a_a12","s9a_a13","s9a_a14i","s9a_a14ii","hhno"
4,49,124,5,3,2,1,,,1,24,4,5,5,2,2,1,,,2,,,,,104124005
4,49,124,5,4,2,1,,,1,87,4,5,5,2,2,1,,,1,6,2,,,104124005
4,49,124,12,5,2,1,,,1,24,6,6,6,2,2,1,,,2,,,,,104124012
4,49,124,14,5,1,1,,,1,24,6,6,6,2,2,1,,,1,10,1,,,104124014
4,49,124,25,3,2,1,,,1,12,4,4,4,2,2,1,,3,1,2,2,,,104124025
4,49,124,25,4,1,1,,,1,14,5,5,5,2,2,3,,1,1,1,2,,,104124025
4,49,124,28,3,2,1,,,1,87,,3,5,2,2,3,,,1,3,1,,,104124028
4,49,124,52,3,1,1,,,1,3,3,3,3,2,2,3,,3,2,,,,,104124052
4,50,126,4,2,1,1,,,1,24,5,5,6,2,2,1,,,2,,,,,104126004
4,50,126,14,3,2,1,,,,22,4,4,4,2,2,1,,,1,3,2,,,104126014
4,50,126,19,3,2,1,,,1,18,5,6,12,2,2,1,,,1,1,1,14,,104126019
4,50,126,25,3,1,1,,,,24,4,4,4,2,2,7,,,2,,,,,104126025
4,50,126,41,5,2,1,,,1,10,4,4,4,2,2,3,,,1,4,2,,,104126041
4,51,127,3,5,2,1,,,1,24,3,3,3,2,2,1,6,2,,7,1,0,10,104127003
4,51,127,7,3,2,1,,,1,87,6,6,6,2,2,1,,,1,10,2,,,104127007
4,51,127,12,6,2,1,,,1,87,6,6,7,2,2,1,2,3,1,7,2,,,104127012
4,51,127,12,7,2,1,,,1,6,6,6,6,2,2,1,,5,2,,,,,104127012
4,51,127,14,3,2,1,,,1,6,6,6,8,2,2,1,,4,2,,,,,104127014
4,51,127,14,4,2,1,,,1,6,6,6,7,2,2,1,,,1,5,2,,,104127014
4,51,127,15,4,2,1,,,1,6,6,6,8,2,2,1,,3,2,,,,,104127015
4,51,127,23,5,1,1,,,1,87,6,8,12,2,2,1,,,1,2,1,4,0,104127023
4,51,127,37,3,2,1,,,1,87,6,6,6,2,2,1,,,1,1,1,15,0,104127037
4,51,127,41,6,2,1,,,1,87,87,87,87,2,2,1,,,1,3,2,,,104127041
4,59,128,15,6,2,1,,,1,21,6,8,9,2,2,1,,,1,3,1,2,,104128015
4,59,128,47,3,2,1,,,1,6,6,6,8,2,2,1,,,2,,,,,104128047
4,59,128,65,3,1,1,,,1,87,3,87,87,2,2,1,,,1,2,2,,,104128065
4,59,128,83,3,2,1,,,2,22,6,6,6,2,2,1,1,,1,2,2,,,104128083
4,59,128,93,4,2,1,,,1,18,6,6,12,2,2,3,,,1,2,1,15,,104128093
4,58,129,1,4,2,1,,,1,18,6,6,12,2,2,1,,,1,4,1,10,,104129001
4,58,129,1,5,2,1,,,1,87,6,6,8,2,2,1,,,1,4,1,10,,104129001
4,58,129,7,3,2,1,,,1,24,6,5,6,2,2,1,,,1,5,1,6,,104129007
4,58,129,7,4,2,1,,,1,87,6,6,6,2,2,1,,,1,2,,7,,104129007
4,58,129,12,6,2,1,,,1,24,6,3,3,2,2,1,,,1,1,1,8,,104129012
4,58,129,12,7,2,1,,,1,87,6,6,6,2,2,1,,,1,2,1,12,,104129012
4,58,129,16,4,2,1,,,1,6,6,6,7,2,2,1,,,2,,,,,104129016
4,58,129,16,5,2,1,,,1,87,87,87,87,2,2,1,,,1,2,2,,,104129016
4,58,129,17,8,2,1,,,1,5,5,5,6,2,2,1,2,,2,,,,,104129017
4,58,129,20,4,2,1,,,1,6,6,6,7,2,2,1,3,2,2,,,,,104129020
4,58,129,20,5,2,1,,,1,6,6,6,6,2,2,1,3,,1,5,2,,,104129020
4,58,129,25,5,2,1,,,1,20,4,4,4,2,2,3,4,5,1,3,2,,,104129025
4,58,129,25,7,6,1,,,1,87,4,4,4,2,2,1,,,2,,,,,104129025
4,58,129,26,6,2,1,,,,16,4,4,4,2,2,1,7,7,2,,,,,104129026
4,58,129,26,7,2,1,,,1,87,4,4,4,2,2,1,5,2,1,4,2,,,104129026
4,58,129,31,3,2,1,,,1,20,4,4,4,2,2,1,,,1,6,2,,,104129031
4,58,130,3,3,2,1,,,1,6,6,6,7,2,2,1,0,3,2,,,,,104130003
4,58,130,3,4,2,1,,,1,87,87,87,87,2,2,1,0,0,1,3,2,,,104130003
4,58,130,16,6,2,1,,,1,6,6,6,7,2,2,1,0,4,2,,,,,104130016
4,58,130,16,7,2,1,,,1,87,87,87,87,2,2,1,3,0,1,2,2,,,104130016
4,58,130,18,5,2,1,,,1,87,6,8,8,2,2,1,2,0,1,7,2,,,104130018
4,58,130,20,3,2,1,,,1,12,6,6,6,2,2,1,0,3,1,5,2,,,104130020
4,58,130,20,4,2,1,,,1,87,87,87,87,2,2,1,0,0,1,3,2,,,104130020
4,58,130,20,5,2,1,,,1,16,4,4,4,2,2,1,0,0,2,,,,,104130020
4,58,130,21,3,2,1,,,1,87,6,6,6,2,2,1,0,4,1,5,2,,,104130021
4,58,130,30,5,2,1,,,1,18,6,8,12,2,2,1,0,0,2,,,,,104130030
4,58,130,30,6,2,1,,,1,87,6,7,12,2,2,1,0,0,1,3,1,3,,104130030
4,58,130,43,6,1,1,,,1,24,6,6,6,2,2,1,4,5,2,,,,,104130043
4,58,130,43,7,1,1,,,1,87,6,6,6,2,2,1,2,1,1,4,2,,,104130043
4,58,131,9,2,1,1,,,1,87,5,5,5,2,2,1,0,0,1,4,2,,,104131009
4,58,131,15,6,2,1,,,1,87,6,6,7,2,2,1,0,0,1,3,1,8,0,104131015
4,58,131,18,4,2,1,,,1,24,6,7,8,2,2,1,0,0,2,,,,,104131018
4,58,131,18,5,2,1,,,1,87,6,7,8,2,2,1,0,0,2,,,,,104131018
4,58,131,31,5,2,1,,,1,15,4,4,5,2,2,1,2,0,1,5,2,,,104131031
4,58,131,53,4,2,1,,,1,24,3,3,3,2,2,1,0,0,1,4,2,,,104131053
4,58,131,53,7,5,1,,,1,24,6,6,6,2,2,1,0,0,1,5,2,,,104131053
4,58,131,56,5,1,1,,,1,18,6,6,6,2,2,1,0,0,1,6,1,5,0,104131056
4,58,131,59,6,2,1,,,1,87,5,5,6,2,2,1,4,0,1,2,2,,,104131059
4,58,132,4,5,2,1,,,1,24,4,4,6,2,2,2,2,4,2,,,,,104132004
4,58,132,6,5,2,1,,,,24,4,4,5,2,2,1,0,4,2,,,,,104132006
4,58,132,6,6,2,1,,,1,87,5,5,6,2,2,1,2,0,1,5,2,,,104132006
4,58,132,9,4,2,1,,,1,18,4,5,5,2,2,1,0,4,2,,,,,104132009
4,58,132,9,5,2,1,,,1,18,5,5,6,2,2,1,2,2,2,,,,,104132009
4,58,132,19,3,2,1,,,1,24,4,4,4,2,2,1,6,6,2,,,,,104132019
4,58,132,19,4,2,1,,,1,87,5,5,5,2,2,1,4,2,1,4,2,,,104132019
4,58,132,26,3,2,1,,,1,87,6,6,87,2,2,1,0,0,2,,,,,104132026
4,58,132,27,6,2,1,,,1,18,4,5,6,2,2,1,1,0,2,,,,,104132027
4,58,132,27,7,2,1,,,1,14,4,5,6,2,2,1,2,0,2,,,,,104132027
4,58,132,27,8,2,1,,,1,18,4,5,6,2,2,1,0,0,2,,,,,104132027
4,58,132,29,4,2,1,,,1,12,6,7,9,2,2,1,0,0,1,2,2,,,104132029
4,58,132,29,5,2,1,,,1,12,6,7,9,2,2,1,0,0,1,1,2,,,104132029
4,58,132,29,6,2,1,,,1,87,87,87,87,2,2,1,0,0,2,,,,,104132029
4,58,132,36,4,2,1,,,1,6,7,7,8,2,2,1,0,1,1,1,1,1,,104132036
4,58,132,37,6,2,1,,,1,24,4,4,5,2,2,1,1,5,2,,,,,104132037
4,58,132,37,7,2,1,,,1,87,4,4,5,2,2,1,4,0,1,6,2,,,104132037
4,58,132,39,4,2,1,,,1,36,3,3,3,2,2,1,4,2,2,,,,,104132039
4,58,132,39,5,2,1,,,,87,3,3,3,2,2,1,0,0,1,3,2,,,104132039
4,58,132,50,4,2,1,,,1,24,4,4,5,2,2,1,0,4,2,,,,,104132050
4,58,132,50,5,2,1,,,1,18,4,4,5,2,2,1,2,2,1,4,2,,,104132050
4,51,133,5,4,2,1,,,1,24,6,6,7,2,2,1,0,0,1,5,2,,,104133005
4,51,133,5,5,2,1,,,1,87,6,6,7,2,2,1,0,0,1,2,1,4,80,104133005
4,51,133,6,4,2,1,,,1,24,6,6,6,2,2,1,0,0,2,,,,,104133006
4,51,133,6,5,2,1,,,1,87,87,87,87,2,2,1,0,0,1,4,1,,10,104133006
4,51,133,21,7,3,1,,,1,87,87,87,87,2,2,1,0,0,1,2,2,,,104133021
4,51,133,43,3,1,1,,,1,24,6,6,6,2,2,1,0,0,2,,,,,104133043
5,69,134,6,8,2,1,,,1,16,1,1,14,2,2,1,5,1,2,,,,,105134006
5,69,134,11,7,2,1,,,1,87,1,6,87,2,2,1,0,0,1,3,2,,,105134011
5,69,134,30,7,1,1,,,1,3,3,3,3,2,2,3,0,0,1,10,2,,,105134030
5,69,134,34,3,2,1,,,1,18,3,3,8,2,2,1,1,0,1,2,2,,,105134034
5,69,134,36,2,1,1,,,1,15,6,12,15,2,2,1,0,0,1,3,1,3,,105134036
5,69,134,46,8,2,1,,,1,87,1,1,1,2,2,1,0,0,2,,,,,105134046
5,69,134,48,3,1,1,,,1,87,3,5,8,2,2,1,,,1,2,2,,,105134048
5,69,134,49,3,1,1,,,1,3,3,3,3,2,2,1,0,0,1,5,2,,,105134049
5,69,134,50,7,2,1,,,1,24,1,3,12,2,2,1,4,1,2,,,,,105134050
5,69,135,37,6,2,1,,,1,18,2,3,10,2,2,2,0,0,2,,,,,105135037
5,70,136,34,3,2,1,,,1,24,1,6,6,2,2,1,,,2,,,,,105136034
5,68,137,17,4,2,1,,,1,87,6,6,8,2,2,1,0,0,1,8,2,,,105137017
5,68,137,20,4,2,1,,,1,87,,4,7,2,2,1,0,0,1,11,2,,,105137020
5,68,137,23,4,2,1,,,1,87,6,6,7,2,2,1,0,0,1,8,2,,,105137023
5,68,137,27,6,2,1,,,1,24,6,6,7,2,2,1,0,0,1,7,2,,,105137027
5,68,137,27,7,2,1,,,1,87,6,6,8,2,2,1,0,0,1,8,2,,,105137027
5,68,137,29,3,2,1,,,1,24,6,6,7,2,2,1,0,0,1,7,2,,,105137029
5,68,137,29,4,2,1,,,1,24,6,6,8,2,2,1,0,0,1,8,2,,,105137029
5,68,137,29,5,2,1,,,1,87,87,87,87,2,2,1,0,0,1,4,2,,,105137029
5,70,138,5,3,2,1,,,1,87,0,0,87,2,2,1,0,0,2,,,,,105138005
5,70,138,19,3,2,1,,,1,14,0,,14,2,2,1,0,0,2,,,,,105138019
5,70,138,19,4,2,1,,,1,,0,,,2,2,1,0,0,1,9,2,,,105138019
5,70,138,28,6,2,1,,,2,18,3,3,12,2,2,1,0,0,2,,,,,105138028
5,70,138,33,5,2,1,,,1,18,8,12,12,2,2,3,0,0,2,,,,,105138033
5,82,139,1,4,1,1,,,1,18,6,6,12,2,2,1,,,2,,,,,105139001
5,82,139,10,5,2,1,,,1,18,1,6,6,,,,,,,,,,,105139010
5,82,139,61,3,2,1,,,1,18,1,3,6,2,2,1,,,1,3,1,10,,105139061
5,82,139,61,4,2,1,,,1,18,1,3,6,2,2,1,,,2,,,,,105139061
5,82,139,88,4,1,1,,,1,24,6,6,12,2,2,1,1,,1,2,2,,,105139088
5,82,139,100,3,1,1,,,1,18,6,6,6,2,2,3,,,1,2,2,,,105139100
5,82,140,5,4,2,1,,,1,24,3,3,4,2,,1,,,2,,,,,105140005
5,82,140,15,4,2,1,,,1,24,1,1,3,2,2,1,0,0,2,,,,,105140015
5,82,140,15,5,2,1,,,1,87,1,1,3,2,2,1,0,0,1,2,2,,,105140015
5,82,140,24,5,2,1,,,1,87,1,6,6,2,2,1,0,0,1,3,1,2,,105140024
5,73,142,1,7,2,1,,,1,87,6,6,6,2,2,1,,,1,8,2,,,105142001
5,73,142,2,7,2,1,,,1,20,6,6,8,2,2,1,,,2,,,,,105142002
5,73,142,12,4,2,1,,,1,20,6,6,10,2,2,1,6,0,2,,,,,105142012
5,73,142,12,5,2,1,,,1,16,6,6,8,2,2,1,0,0,1,3,2,,,105142012
5,73,142,13,4,2,1,,,1,20,6,6,8,2,2,1,,6,2,,,,,105142013
5,73,142,13,5,2,1,,,1,87,6,6,7,2,2,1,,,1,8,2,,,105142013
5,73,142,20,5,2,1,,,2,,6,6,8,2,2,1,,,2,,,,,105142020
5,73,142,25,4,2,1,,,1,87,6,6,6,2,2,1,,,1,8,2,,,105142025
5,73,142,37,2,1,1,,,1,87,6,6,7,2,2,1,,,1,7,2,,,105142037
5,80,143,9,3,2,1,,,1,9,0,6,7,2,2,1,0,1,2,,,,,105143009
5,80,143,27,5,2,1,,,1,87,87,87,87,2,2,1,0,0,1,1,2,,,105143027
5,80,143,38,6,2,1,,,1,12,,2,10,1,,1,0,0,2,,,,,105143038
5,80,143,40,6,2,1,,,2,,1,16,18,2,1,1,1,0,2,,,,,105143040
5,80,144,41,6,2,1,,,1,18,6,6,18,2,2,1,1,1,1,0,2,,,105144041
5,80,144,52,4,1,2,1,,,18,6,6,18,2,2,1,0,0,1,3,1,3,,105144052
5,80,144,86,5,2,1,,,2,,6,8,18,2,2,1,0,0,2,,,,,105144086
5,5,145,13,8,2,1,,,1,87,87,87,87,2,2,1,,,1,3,2,,,105145013
5,5,145,15,3,2,1,,,1,23,3,87,4,2,2,1,,,2,,,,,105145015
5,5,145,15,4,2,1,,,1,24,3,87,4,2,2,1,,,2,,,,,105145015
5,5,145,31,6,3,1,,,2,,6,6,9,2,2,1,,,2,,,,,105145031
5,5,145,41,8,,1,,,1,87,6,4,4,2,2,1,,,1,12,2,,,105145041
5,5,145,83,4,2,1,,,1,24,1,2,2,2,2,1,,,2,,,,,105145083
5,5,145,83,5,2,1,,,1,87,1,2,2,2,2,1,,,2,,,,,105145083
5,80,146,4,3,2,1,,,2,18,6,4,12,2,2,1,0,0,2,,,,,105146004
5,80,146,4,4,2,1,,,2,12,6,4,12,2,2,1,0,0,2,,,,,105146004
5,80,146,7,5,4,1,,,1,24,1,6,1,2,2,1,0,0,2,,,,,105146007
5,80,146,7,6,3,1,,,2,,2,2,5,2,2,1,0,0,2,,,,,105146007
5,80,146,7,7,4,1,,,1,87,1,,1,2,2,1,0,0,2,,,,,105146007
5,80,146,19,5,2,1,,,2,24,6,8,8,2,2,1,0,0,1,3,2,,,105146019
5,80,146,25,3,2,1,,,1,18,1,6,10,2,2,1,0,0,1,5,1,5,,105146025
5,80,146,28,3,2,1,,,1,18,6,4,6,2,2,3,0,0,2,,,,,105146028
5,80,146,49,5,,1,,,2,18,0,4,4,2,2,1,0,0,2,,,,,105146049
5,80,147,13,5,2,1,,,1,87,6,6,6,2,2,1,0,0,1,6,1,1,,105147013
5,80,147,15,3,1,1,,,1,11,1,4,11,2,2,4,0,0,2,,,,,105147015
5,80,147,18,3,1,1,,,1,16,1,4,11,2,2,1,4,0,1,12,1,,5,105147018
5,80,147,25,4,2,1,,,1,12,1,4,4,2,2,3,0,0,1,4,1,1,2,105147025
5,80,147,54,5,2,1,,,1,24,6,6,14,2,2,4,0,0,1,10,2,,,105147054
5,80,147,62,5,4,1,,,1,21,1,4,13,2,2,1,0,0,1,13,1,,,105147062
5,71,148,35,3,2,1,,,1,18,3,6,8,2,2,1,0,0,1,12,2,,,105148035
5,71,148,35,4,2,1,,,1,24,3,6,7,2,2,1,0,0,1,12,2,,,105148035
5,71,148,78,2,1,1,,,2,,1,2,6,2,2,1,0,0,2,,,,,105148078
5,71,148,82,3,1,1,,,1,18,6,6,6,2,2,1,0,0,2,,,,,105148082
5,67,149,4,3,2,1,,,1,87,87,87,87,2,2,1,0,0,1,4,2,,,105149004
5,67,149,5,4,2,1,,,1,24,6,6,8,2,2,1,0,0,1,8,2,,,105149005
5,67,149,25,6,3,1,,,1,18,1,6,22,2,2,1,0,0,2,,,,,105149025
5,67,149,29,3,2,1,,,1,87,3,3,11,2,2,1,0,0,1,5,2,,,105149029
5,67,149,122,3,2,1,,,1,87,1,3,87,2,2,1,0,0,1,1,2,,,105149122
5,67,150,16,3,2,1,,,1,24,1,3,3,2,2,1,0,0,2,,,,,105150016
5,67,150,16,4,2,1,,,1,87,1,3,3,2,2,1,0,0,1,2,2,,,105150016
5,67,150,55,4,2,1,,,1,18,6,6,6,2,2,7,0,0,1,1,2,,,105150055
5,67,150,55,5,2,1,,,1,18,6,6,6,2,2,7,0,0,1,6,2,,,105150055
5,67,150,58,3,2,1,,,2,,1,6,6,2,2,3,0,0,1,3,2,,,105150058
5,67,151,4,5,2,1,,,1,18,1,4,8,2,2,1,1,1,1,24,2,,,105151004
5,67,151,4,6,2,1,,,1,18,1,4,8,2,2,1,1,1,1,24,2,,,105151004
5,67,151,7,5,2,1,,,1,18,6,6,18,2,2,3,0,0,1,2,1,5,,105151007
5,67,151,12,8,3,1,,,1,8,3,3,12,2,2,1,0,0,1,6,2,,,105151012
5,67,151,18,5,2,1,,,1,18,6,6,6,2,2,1,0,0,1,3,2,,,105151018
5,67,152,11,3,2,1,,,1,3,3,3,3,2,2,3,,,2,,,,,105152011
5,67,152,15,3,1,1,,,1,18,6,8,8,2,2,1,,,1,12,2,,,105152015
5,67,152,15,4,1,1,,,1,18,6,8,8,2,2,1,,,1,12,2,,,105152015
5,67,152,32,8,2,1,,,1,20,1,3,4,2,2,1,,7,2,,,,,105152032
5,67,152,41,2,1,1,,,1,3,1,3,3,,,,,,,,,,,105152041
5,67,152,44,3,2,1,,,1,24,6,24,24,2,2,8,,,1,3,2,,,105152044
5,67,152,45,3,2,1,,,1,87,87,1,87,2,2,1,,,1,7,2,,,105152045
5,67,152,55,3,2,1,,,1,18,1,12,12,2,2,8,,,2,,,,,105152055
5,67,152,55,4,2,1,,,1,18,1,12,12,2,2,1,,,2,,,,,105152055
5,67,153,3,2,1,1,,,2,11,3,6,8,2,2,7,0,0,1,6,2,,,105153003
5,67,153,4,4,2,1,,,1,24,6,6,6,2,2,1,0,0,2,,,,,105153004
5,67,153,4,5,2,1,,,1,18,6,6,6,2,2,1,0,0,2,,,,,105153004
5,67,153,13,6,1,1,,,1,87,87,87,87,2,2,1,0,0,1,1,2,,,105153013
5,67,153,19,4,2,1,,,2,,6,6,10,2,2,1,0,0,1,8,2,,,105153019
5,67,153,19,5,2,1,,,1,87,6,6,10,2,2,1,0,0,1,6,2,,,105153019
5,67,153,21,4,2,1,,,1,3,3,3,3,2,2,3,0,0,2,,,,,105153021
5,67,153,24,3,2,1,,,1,20,6,6,6,2,2,1,0,0,2,,,,,105153024
5,67,153,24,4,2,1,,,1,87,87,87,87,2,2,1,0,0,1,2,2,,,105153024
5,67,153,29,4,1,1,,,1,18,6,6,7,2,2,1,0,0,2,,,,,105153029
5,67,153,30,5,1,1,,,1,24,6,6,6,2,2,1,0,0,2,,,,,105153030
5,67,153,53,5,1,1,,,1,14,1,3,6,2,2,1,0,0,2,,,,,105153053
5,67,154,21,6,1,1,,,2,18,3,6,6,2,2,1,0,0,1,7,2,,,105154021
5,67,154,21,7,1,1,,,1,87,4,5,87,2,2,1,0,0,1,6,2,,,105154021
5,67,154,22,3,1,1,,,1,20,6,6,12,2,2,1,0,0,1,8,2,,,105154022
5,67,154,22,4,1,1,,,1,87,87,,,2,2,1,0,0,1,4,2,,,105154022
5,67,154,23,3,1,1,,,1,87,6,6,6,2,2,1,0,0,1,11,2,,,105154023
5,67,154,32,7,1,1,,,1,16,6,6,12,2,2,1,0,0,1,6,2,,,105154032
5,67,154,40,2,1,1,,,1,,,4,7,2,2,1,0,0,1,8,1,25,,105154040
5,67,154,40,3,1,1,,,1,87,3,3,87,2,2,1,0,0,1,4,,1,80,105154040
5,67,154,42,3,2,1,,,1,87,0,4,7,2,2,1,0,0,1,6,2,,,105154042
5,67,154,44,5,2,1,,,1,87,6,4,7,2,2,1,0,0,1,6,2,,,105154044
5,67,154,51,7,1,1,,,1,18,6,6,8,2,2,1,0,0,2,,,,,105154051
5,67,154,61,7,2,1,,,1,18,6,6,8,2,2,3,0,0,2,,,,,105154061
5,7,155,14,4,1,1,,,1,24,,4,12,2,2,5,0,2,1,2,2,,,105155014
5,7,155,18,6,2,1,,,1,24,,1,24,2,2,1,0,0,2,,,,,105155018
5,7,155,20,4,1,1,,,1,18,,,,2,2,3,0,0,2,,,,,105155020
5,7,155,23,3,2,1,,,1,87,6,9,6,2,2,1,0,0,1,12,2,,,105155023
5,7,155,29,5,2,1,,,1,12,,1,4,2,2,1,0,0,1,4,2,,,105155029
5,7,156,11,6,2,1,,,1,87,6,12,87,2,2,1,0,0,1,3,1,,60,105156011
5,7,156,13,6,2,1,,,1,26,6,6,6,1,,1,1,0,1,4,2,,,105156013
5,7,156,13,7,2,1,,,1,26,6,6,6,1,,1,1,0,1,4,2,,,105156013
5,7,156,16,5,2,1,,,1,19,6,12,19,2,1,3,7,0,1,5,2,,,105156016
5,7,156,21,4,1,1,,,1,18,6,6,12,2,1,3,0,0,2,,,,,105156021
5,7,156,48,5,2,1,,,1,87,5,5,6,2,2,1,0,0,1,4,1,2,,105156048
5,7,156,66,3,1,1,,,1,24,6,6,12,2,2,1,0,4,2,,2,,,105156066
5,8,157,22,7,2,1,,,1,87,0,87,2,2,2,1,0,0,1,2,2,,,105157022
5,8,157,65,5,2,1,,,1,18,6,6,6,2,2,1,0,0,1,2,2,,,105157065
5,8,157,70,4,2,1,,,1,18,6,6,6,2,2,3,2,0,1,3,2,,,105157070
5,8,157,78,4,2,1,,,1,87,6,7,6,2,2,1,0,0,1,11,2,,,105157078
5,8,157,83,3,2,1,,,1,18,6,6,6,2,2,1,0,0,2,,,,,105157083
5,8,157,89,3,1,1,,,1,3,3,3,3,2,2,3,0,0,2,,,,,105157089
5,8,158,24,3,1,1,,,2,18,6,6,12,2,2,1,0,0,1,6,2,,,105158024
5,8,158,35,4,1,1,,,1,18,1,1,6,2,2,1,,,,,2,,,105158035
5,8,158,35,5,1,1,,,1,18,1,1,6,2,2,1,,,,,2,,,105158035
5,8,159,3,3,2,1,,,1,,1,2,3,2,2,1,,,1,3,2,,,105159003
5,8,159,16,3,1,1,,,,,,,,,,,,,,,,,,105159016
5,8,159,18,3,1,1,,,2,,6,6,7,1,,1,,,2,,,,,105159018
5,8,159,18,4,1,1,,,2,,6,6,7,2,,1,,,1,6,2,,,105159018
5,8,159,18,5,1,1,,,2,,6,6,7,1,,3,,,2,,,,,105159018
5,8,159,21,7,2,1,,,2,,6,6,6,2,,3,,,2,,,,,105159021
5,8,159,25,4,2,1,,,2,,6,6,6,2,2,1,,,1,10,2,,,105159025
5,8,160,8,4,2,1,,,1,18,6,12,12,2,2,3,,,2,,,,,105160008
5,8,160,11,5,2,1,,,1,18,6,6,18,2,2,1,,,2,,,,,105160011
5,8,160,12,7,3,1,,,1,18,6,6,12,2,2,1,,,2,,,,,105160012
5,9,161,4,3,2,1,,,1,24,0,8,12,2,2,1,0,0,2,,,,,105161004
5,9,161,6,3,2,1,,,1,87,6,9,8,1,,1,0,2,1,9,2,,,105161006
5,9,161,15,6,2,1,,,1,87,87,87,87,2,2,1,0,0,2,,,,,105161015
5,9,161,17,5,2,1,,,1,87,3,87,87,2,2,1,0,0,1,2,2,,,105161017
5,9,161,29,3,1,1,,,1,3,3,3,3,2,2,3,0,0,2,,,,,105161029
5,9,162,1,4,2,1,,,1,24,6,6,6,2,2,1,2,,1,12,2,,,105162001
5,9,162,1,5,2,1,,,1,87,6,6,6,2,2,1,2,,1,12,2,,,105162001
5,9,162,15,5,2,1,,,1,18,1,8,8,2,2,5,,,2,,,,,105162015
5,9,162,15,6,2,1,,,1,18,1,5,1,2,2,2,,,1,3,2,,,105162015
5,9,162,15,7,2,1,,,1,18,1,3,5,2,2,2,,,2,,,,,105162015
5,9,162,27,5,2,1,,,1,36,2,4,6,2,2,1,,,2,,,,,105162027
5,9,162,27,6,2,1,,,1,87,3,5,6,2,2,1,,,1,7,2,,,105162027
5,9,162,31,5,2,1,,,1,18,6,6,6,2,2,1,,,2,,,,,105162031
5,9,162,31,6,2,1,,,1,87,6,6,6,2,2,1,,,2,8,2,,,105162031
5,9,162,35,5,2,1,,,1,24,,9,9,2,2,1,,,2,,,,,105162035
5,9,163,16,4,2,1,,,1,20,6,6,6,2,1,1,4,,2,,,,,105163016
5,9,163,47,5,2,1,,,1,9,6,6,6,2,2,2,5,,2,,,,,105163047
5,9,163,69,4,2,1,,,1,18,1,3,7,2,2,3,,,2,,,,,105163069
5,9,163,69,5,2,1,,,1,87,1,1,6,2,2,1,,,2,,,,,105163069
5,9,163,79,5,2,1,,,1,20,6,6,6,2,2,1,,,2,,,,,105163079
5,10,164,19,6,2,1,,,,,,,,,,,,,,,,,,105164019
5,10,164,29,6,2,1,,,1,18,6,6,20,2,2,1,0,0,2,,,,,105164029
5,10,164,29,7,2,1,,,1,87,87,87,87,2,2,1,0,0,2,,,,,105164029
5,10,164,30,6,2,1,,,1,24,6,8,12,2,2,3,2,0,2,,,,,105164030
5,10,164,31,5,1,1,,,1,24,6,,6,2,2,1,2,0,2,,,,,105164031
5,10,164,36,4,2,1,,,1,18,3,4,5,2,2,1,0,0,2,,,,,105164036
5,10,164,36,5,2,1,,,1,18,3,4,5,2,2,2,0,0,2,,,,,105164036
5,10,165,47,3,1,1,,,1,18,,9,3,2,2,1,,,2,,,,,105165047
5,10,165,47,4,1,1,,,1,87,,87,3,2,2,1,,,1,2,2,,,105165047
5,10,165,58,5,2,1,,,1,18,6,6,6,2,2,1,,,2,,,,,105165058
5,11,166,1,5,2,1,,,1,24,6,6,6,2,2,1,0,0,2,,,,,105166001
5,11,166,8,4,2,1,,,1,18,6,7,7,1,,2,0,0,2,,,,,105166008
5,11,166,27,6,2,1,,,1,18,6,7,12,2,2,3,0,0,2,,2,,,105166027
5,11,166,27,7,2,1,,,1,87,6,7,12,2,2,3,0,0,1,2,2,,,105166027
5,11,166,39,6,2,1,,,1,26,6,6,12,2,2,3,3,0,2,,2,,,105166039
5,11,166,52,3,2,1,,,1,12,6,6,7,2,2,1,0,0,1,5,2,,,105166052
5,11,166,52,4,2,1,,,1,87,87,87,87,2,2,1,0,0,2,,,,,105166052
5,11,166,56,5,2,1,,,1,6,6,6,12,1,,3,0,0,2,,,,,105166056
5,11,166,62,5,2,1,,,1,24,6,6,12,2,2,1,0,0,2,,,,,105166062
5,11,166,62,6,2,1,,,1,87,87,87,87,2,2,1,0,0,1,3,2,,,105166062
5,14,168,25,5,1,1,,,1,87,6,6,6,2,2,1,0,0,1,7,2,,,105168025
5,14,168,43,6,2,1,,,1,18,6,6,6,2,2,1,0,0,2,,,,,105168043
5,14,168,46,5,2,1,,,1,24,,2,2,2,2,1,0,0,1,1,2,,,105168046
5,14,168,46,6,2,1,,,1,87,,2,2,2,2,1,0,0,1,4,2,,,105168046
5,14,168,86,5,2,1,,,1,21,6,8,8,2,2,3,0,0,1,6,2,,,105168086
5,14,168,88,2,1,1,,,1,87,6,6,87,2,2,1,0,0,1,9,2,,,105168088
5,12,169,3,3,2,1,,,2,24,6,7,9,2,2,3,0,4,1,4,1,1,0,105169003
5,12,169,4,5,1,1,,,1,,,,,2,2,3,5,5,2,,,,,105169004
5,12,169,7,3,2,1,,,2,24,3,6,8,2,2,2,0,0,2,,,,,105169007
5,12,169,15,5,2,1,,,1,87,6,6,6,2,2,1,0,0,1,10,2,,,105169015
