"id1","id2","id3","id4","hhmid","s9a_iii","s9a_01","s9a_02","s9a_03","s9a_a1","s9a_a2","s9a_a3","s9a_a4","s9a_a5","s9a_a6","s9a_a7","s9a_a8","s9a_a9","s9a_a10","s9a_a11","s9a_a12","s9a_a13","s9a_a14i","s9a_a14ii","hhno"
2,25,47,66,3,1,1,,,1,24,3,3,6,2,2,1,,,2,,,,,102047066
2,25,47,66,4,1,1,,,1,18,3,3,6,2,2,1,,,1,8,2,,,102047066
2,25,47,92,5,2,1,,,1,28,6,6,12,2,2,1,,,2,,,,,102047092
2,20,48,15,3,1,1,,,1,87,5,87,87,2,,1,0,0,1,2,1,,20,102048015
2,20,48,22,5,3,1,,,1,18,1,2,3,2,,1,0,0,1,6,2,,,102048022
2,20,48,34,5,2,1,,,1,87,6,8,7,2,2,1,0,0,1,10,2,,,102048034
2,20,48,51,6,1,1,,,1,12,6,12,12,2,,1,0,0,1,5,2,,,102048051
2,20,48,78,4,1,1,,,1,12,0,3,3,2,2,1,0,0,2,0,2,,,102048078
2,20,48,78,5,1,1,,,1,20,0,3,3,2,2,1,0,0,2,5,2,,,102048078
2,19,49,5,7,2,1,,,1,12,6,6,6,2,2,1,3,,1,12,2,,,102049005
2,19,49,5,8,2,1,,,1,87,6,6,6,2,2,1,,,1,12,2,,,102049005
2,19,49,27,3,2,1,,,1,87,6,6,6,2,2,1,,,1,12,2,,,102049027
2,19,49,58,3,1,1,,,1,87,6,8,12,2,2,1,,,1,8,2,,,102049058
2,19,49,65,3,2,1,,,1,11,6,6,6,2,2,1,2,2,1,12,2,,,102049065
2,19,49,66,4,1,1,,,1,87,6,9,12,2,2,1,1,,1,10,1,10,,102049066
2,19,49,118,3,2,1,,,1,19,6,87,7,2,2,1,1,,1,12,2,,,102049118
2,19,49,118,4,2,1,,,1,87,87,87,87,2,2,1,,,2,,,,,102049118
2,7,50,1,3,2,1,,,1,87,5,5,5,2,2,1,0,0,1,12,2,,,102050001
2,7,50,4,4,2,1,,,1,87,3,3,12,2,2,1,0,0,1,11,2,,,102050004
2,7,50,12,6,2,1,,,1,30,6,6,6,2,2,1,0,0,2,,,,,102050012
2,7,50,14,4,1,1,,,1,87,6,6,7,2,2,1,0,0,1,10,2,,,102050014
2,7,50,19,4,2,1,,,1,87,6,6,6,2,2,1,0,0,1,8,2,,,102050019
2,5,51,3,3,1,1,,,1,87,87,87,87,2,2,1,,,1,4,2,,,102051003
2,5,51,9,2,1,1,,,1,87,6,7,6,2,2,1,,,1,8,2,,,102051009
2,5,51,14,4,2,1,,,1,87,6,6,6,2,2,1,,,1,8,2,,,102051014
2,5,51,20,3,1,1,,,1,40,1,1,9,2,2,3,,,2,,,,,102051020
2,5,51,26,5,2,1,,,1,9,,3,6,2,2,1,,,1,4,2,,,102051026
2,8,52,9,4,1,1,,,1,24,1,6,9,2,2,3,,,2,,,,,102052009
2,8,52,9,5,1,1,,,1,87,1,3,6,2,2,1,,,1,12,2,,,102052009
2,8,52,24,2,1,1,,,1,87,87,87,87,2,2,1,,,1,4,2,,,102052024
2,8,52,38,5,1,1,,,2,18,8,3,3,2,2,1,,,2,,,,,102052038
2,22,53,27,5,2,1,,,1,6,1,,4,1,,1,,,1,2,2,,,102053027
2,22,53,27,6,2,1,,,1,6,1,,6,1,,1,,,1,4,2,,,102053027
2,22,53,27,7,2,1,,,1,87,87,,87,2,,1,,,2,,,,,102053027
2,22,53,59,3,1,1,,,2,22,,8,12,1,,3,,,1,3,1,,10,102053059
2,22,53,74,3,2,1,,,1,18,,6,12,2,2,1,,,1,6,,,30,102053074
2,22,53,74,4,2,1,,,1,87,,87,87,2,2,1,,,2,,,,,102053074
2,22,53,79,4,2,1,,,1,12,,6,18,2,2,1,,,1,2,2,,,102053079
2,22,53,88,5,2,1,,,1,7,,7,18,2,,1,,,1,2,1,,30,102053088
2,22,53,88,6,2,1,,,1,7,,7,18,2,,1,,,1,12,1,,30,102053088
2,9,54,2,3,1,1,,,1,36,1,3,12,2,2,1,0,0,2,,,,,102054002
2,9,54,2,4,1,1,,,1,87,2,3,12,2,2,1,0,0,1,11,2,,,102054002
2,9,54,4,4,1,1,,,1,18,6,6,6,2,2,1,0,0,1,0,2,,,102054004
2,9,54,20,2,1,1,,,1,15,6,6,10,2,2,1,0,0,2,,,,,102054020
2,9,54,39,2,1,1,,,1,,,,,2,2,3,0,0,,,,,,102054039
2,9,54,61,3,2,1,,,1,24,6,6,12,2,2,1,0,0,2,,,,,102054061
2,9,54,67,5,2,1,,,1,14,6,6,24,2,2,1,0,0,,0,2,,,102054067
2,9,54,67,6,2,1,,,1,87,6,6,87,2,2,1,0,0,,2,2,,,102054067
2,9,55,7,7,2,1,,,1,20,1,36,4,2,2,1,0,0,1,0,2,,,102055007
2,9,55,34,5,2,1,,,1,87,1,4,2,2,2,1,0,0,1,6,2,,,102055034
2,9,55,63,5,2,1,,,1,12,6,24,6,2,2,2,0,0,2,,,,,102055063
2,9,55,135,5,2,1,,,1,20,,12,5,2,2,1,0,0,1,12,2,,,102055135
2,23,56,50,3,2,1,,,1,18,2,6,8,2,2,1,,,1,5,2,,,102056050
2,23,56,50,4,2,1,,,1,87,1,87,87,2,2,1,,,1,3,2,,,102056050
2,23,56,58,6,2,1,,,1,12,2,2,1,2,2,1,5,,2,,,,,102056058
2,23,56,58,7,2,1,,,1,12,2,4,1,2,2,1,5,,1,2,2,,,102056058
2,23,56,58,8,2,1,,,1,12,2,2,1,2,2,1,5,,1,1,2,,,102056058
2,23,56,74,3,1,1,,,1,87,6,3,87,2,2,1,,,1,12,2,,,102056074
2,23,57,11,3,1,1,,,2,6,,2,6,2,2,1,,,2,,,,,102057011
2,23,57,12,3,2,1,,,1,18,,2,6,2,2,1,1,1,1,6,2,,,102057012
2,23,57,12,4,2,1,,,1,18,,2,6,2,2,1,1,1,1,6,2,,,102057012
2,23,57,12,5,2,1,,,1,87,,87,87,2,2,1,,,2,,,,,102057012
2,23,57,39,5,2,1,,,1,,,,,2,2,3,5,,2,,,,,102057039
2,23,57,51,4,2,1,,,1,6,,6,6,2,,1,1,,1,10,2,,,102057051
2,23,57,55,4,1,1,,,1,6,,6,6,2,2,1,1,1,2,,,,,102057055
2,23,57,73,3,2,1,,,2,,2,2,2,2,2,1,,,1,6,2,,,102057073
2,23,57,73,4,2,1,,,2,,,,3,2,2,1,,,1,4,1,6,50,102057073
2,23,57,84,5,2,1,,,1,24,6,6,6,2,2,1,2,2,2,,,,,102057084
2,23,57,90,5,2,1,,,1,6,2,2,6,2,2,1,,,1,10,2,,,102057090
2,23,57,90,6,2,1,,,1,6,2,2,6,2,2,1,,,1,8,2,,,102057090
2,23,57,93,5,2,1,,,2,36,,1,4,2,2,1,,,1,8,2,,,102057093
2,23,57,93,6,2,1,,,1,,,1,4,2,2,1,,,1,12,2,,,102057093
2,23,57,163,4,2,1,,,2,,,,6,2,2,1,,,1,4,2,,,102057163
2,28,58,1,3,2,1,,,1,18,6,6,6,2,2,1,,,2,,,,,102058001
2,28,58,1,4,2,1,,,1,18,6,6,6,2,2,1,,,2,,,,,102058001
2,28,58,1,5,2,1,,,1,87,6,6,6,2,2,1,,,1,1,2,,,102058001
2,28,58,2,3,1,1,,,1,24,6,6,6,2,2,1,,,2,,,,,102058002
2,28,58,2,4,1,1,,,1,87,87,87,87,2,2,1,,,1,1,2,,,102058002
2,28,58,37,4,2,1,,,1,18,,6,6,2,2,1,7,,2,,,,,102058037
2,28,58,122,3,1,1,,,1,87,6,6,6,2,2,1,,,1,11,2,,,102058122
2,29,60,10,4,2,1,,,1,4,,4,4,2,2,3,1,,1,4,2,,,102060010
2,29,60,40,5,2,1,,,1,12,6,6,14,2,2,1,,,2,,,,,102060040
2,29,60,53,8,2,1,,,1,12,,4,12,2,2,1,1,,1,6,2,,,102060053
2,29,60,53,9,2,1,,,1,12,,4,12,2,2,1,1,,1,6,2,,,102060053
3,1,61,20,5,2,1,,,1,12,6,12,6,2,,1,,7,2,,,,,103061020
3,1,61,47,2,1,1,,,1,87,2,2,2,2,2,1,,,1,8,2,,,103061047
3,1,61,131,3,2,1,,,2,16,,6,7,2,2,3,,,1,12,2,,,103061131
3,1,62,144,4,2,1,,,1,20,3,4,6,2,2,1,0,0,2,,,,,103062144
3,1,62,144,5,2,1,,,1,87,3,4,6,2,2,1,0,0,1,4,2,,,103062144
3,1,62,235,7,2,1,,,1,87,3,4,4,2,2,1,,,1,2,2,,,103062235
3,1,62,235,8,2,1,,,1,87,3,4,4,2,2,1,,,1,2,2,,,103062235
3,1,62,235,9,3,1,,,1,87,3,4,4,2,2,1,,,1,2,2,,,103062235
3,1,62,247,3,2,2,1,2,1,6,1,6,6,2,2,1,0,0,1,4,2,,,103062247
3,1,63,27,2,1,1,,,1,8,6,6,6,2,2,1,,,,,2,,,103063027
3,1,64,3,4,2,1,,,1,87,6,6,87,2,2,1,,,1,8,2,,,103064003
3,1,64,16,3,2,1,,,1,5,5,5,6,2,2,3,,,2,,,,,103064016
3,1,64,16,4,2,1,,,1,5,5,5,6,2,2,3,,,1,5,2,,,103064016
3,1,65,67,3,2,1,,,1,10,12,10,16,2,2,1,0,0,1,2,2,,,103065067
3,1,67,3,3,2,1,,,1,24,5,6,6,2,2,3,,3,1,12,2,,,103067003
3,1,67,3,4,2,1,,,1,87,6,6,8,2,2,1,,,1,11,2,,,103067003
3,1,67,22,3,1,1,,,1,18,6,6,9,2,2,1,,1,1,11,2,,,103067022
3,1,67,29,3,2,1,,,1,24,5,8,11,2,2,2,,,2,,,,,103067029
3,1,67,29,4,2,1,,,1,24,6,8,12,2,2,2,,,2,,,,,103067029
3,1,67,48,3,2,1,,,1,21,6,6,8,2,2,1,2,,2,,,,,103067048
3,1,68,83,2,1,1,,,1,,,,,2,2,1,,,1,,2,,,103068083
3,1,68,125,3,1,1,,,1,4,2,3,4,2,2,7,,,1,5,2,,,103068125
3,1,68,164,4,2,1,,,1,3,2,4,5,2,2,1,2,,1,6,2,,,103068164
3,1,68,180,4,1,1,,,1,5,3,4,5,2,2,1,3,1,1,5,2,,,103068180
3,1,69,45,4,2,1,,,1,5,3,4,4,2,2,1,,,1,5,2,,,103069045
3,1,72,12,3,2,1,,,1,19,6,7,17,2,2,1,,6,2,,,,,103072012
3,1,72,27,4,2,1,,,1,19,6,6,6,2,2,1,,,1,7,2,,,103072027
3,1,72,27,5,2,1,,,1,87,6,6,6,2,2,1,,,2,,2,,,103072027
3,1,72,35,3,2,1,,,1,17,6,7,7,2,2,1,2,3,1,6,2,,,103072035
3,1,72,61,5,2,1,,,1,20,6,6,10,2,2,1,3,1,2,,,,,103072061
3,1,73,6,2,1,1,,,1,16,6,6,6,2,2,3,0,0,1,20,2,,,103073006
3,1,74,14,3,2,1,,,2,12,6,6,6,2,2,1,0,0,1,18,2,,,103074014
3,1,74,15,2,1,1,,,2,12,6,6,6,2,2,3,0,3,1,34,2,,,103074015
3,1,74,15,3,1,1,,,2,12,6,6,6,2,2,3,3,0,1,32,2,,,103074015
3,1,74,33,3,2,1,,,1,87,16,18,87,2,2,1,,,1,24,2,,,103074033
3,1,75,22,2,1,1,,,1,87,6,6,6,2,2,1,0,0,1,14,2,0,,103075022
3,1,75,34,2,1,1,,,1,87,87,87,87,2,2,1,0,0,1,5,2,,,103075034
3,1,75,37,5,1,1,,,2,24,6,6,6,2,2,,3,5,1,,2,,,103075037
3,1,75,45,3,2,1,,,1,5,6,5,7,2,2,1,0,0,1,5,2,,,103075045
3,1,76,84,4,2,1,,,1,18,6,6,12,1,,3,0,0,2,,,,,103076084
3,1,77,24,3,1,1,,,1,87,87,87,87,2,2,1,0,0,1,12,2,,,103077024
3,1,77,24,4,1,1,,,1,87,87,87,87,2,2,1,0,0,1,12,2,,,103077024
3,1,77,42,3,1,1,,,2,24,0,6,6,2,2,1,0,0,1,,2,,,103077042
3,1,77,42,4,1,1,,,1,87,6,87,87,2,2,1,0,0,1,11,2,,,103077042
3,1,77,43,2,1,1,,,2,12,6,6,6,2,2,1,0,0,2,,,,,103077043
3,1,77,43,3,1,1,,,2,12,6,6,6,2,2,1,,,2,,,,,103077043
3,1,77,138,6,1,1,,,1,18,6,6,6,2,2,1,9,2,1,20,2,,,103077138
3,1,78,23,3,1,1,,,1,18,9,22,22,2,2,1,,,1,2,2,,,103078023
3,1,79,15,4,2,1,,,1,87,6,6,6,2,2,1,5,2,1,12,2,,,103079015
3,1,79,50,3,2,1,,,1,,87,6,6,2,2,1,,1,1,8,2,,,103079050
3,1,80,21,2,1,1,,,1,15,6,6,6,2,2,1,0,0,2,,,,,103080021
3,1,80,21,3,1,1,,,1,87,6,6,6,2,2,1,0,0,1,9,2,,,103080021
3,1,80,21,4,1,1,,,2,,,,,2,2,7,0,0,2,,,,,103080021
3,1,80,26,3,2,1,,,1,9,8,10,10,2,2,1,0,0,2,,,,,103080026
3,1,80,64,6,2,1,,,1,18,3,4,4,2,2,1,0,4,1,20,2,,,103080064
3,1,82,28,4,2,1,,,1,87,3,3,3,,,1,,,1,12,2,,,103082028
3,1,82,30,3,2,1,,,1,6,3,7,7,2,2,1,2,,,,,,,103082030
3,1,82,36,3,2,1,,,1,87,6,6,6,2,2,1,,,1,12,2,,,103082036
3,1,82,41,4,,1,,,1,18,6,6,6,2,2,1,,,2,,,,,103082041
3,1,83,12,5,2,2,3,,1,24,6,9,10,2,2,1,0,0,2,,,,,103083012
3,1,83,55,3,1,1,,,1,3,3,3,3,2,,2,0,0,2,,,,,103083055
3,1,84,10,3,1,1,,,1,6,4,6,9,2,2,7,0,0,2,,,,,103084010
3,1,84,117,4,2,1,,,2,,3,3,6,2,2,1,0,,2,,,,,103084117
3,1,85,83,3,2,1,,,1,87,3,3,3,,,1,0,0,1,7,2,,,103085083
3,1,86,58,3,2,1,,,,7,6,8,12,2,2,1,,,2,,,,,103086058
3,41,87,5,8,2,1,,,2,18,6,6,6,1,2,1,1,,2,,,,,103087005
3,41,87,6,3,2,1,,,2,18,4,6,6,2,2,1,,,2,,2,,,103087006
3,41,87,6,4,2,1,,,2,17,4,6,1,2,2,1,,,1,3,2,,,103087006
3,41,87,7,3,2,1,,,1,24,6,6,6,2,2,2,,,2,,,,,103087007
3,41,87,15,3,1,1,,,1,14,4,4,4,1,,1,,,1,3,2,,,103087015
3,41,87,22,3,2,1,,,1,87,87,87,87,2,2,1,,,2,,,,,103087022
3,41,87,32,5,2,1,,,1,87,4,4,5,1,1,1,,,1,2,2,,,103087032
3,41,87,34,8,5,1,,,1,24,6,6,6,2,2,1,,,2,,,,,103087034
3,41,87,34,9,5,1,,,1,18,6,6,6,2,2,1,,,2,,,,,103087034
3,41,88,1,3,2,1,,,1,18,6,6,8,2,2,1,,,2,,,,,103088001
3,41,88,1,4,2,1,,,1,87,6,6,8,2,2,1,,,1,8,2,,,103088001
3,41,88,2,4,2,1,,,1,24,6,6,8,2,2,1,3,2,2,,,,,103088002
3,41,88,21,6,1,1,,,1,6,4,4,6,2,2,1,,,2,,,,,103088021
3,44,89,18,3,2,1,,,1,87,87,87,87,2,2,1,0,0,1,3,2,,,103089018
3,44,89,18,4,2,1,,,1,87,87,87,87,2,2,1,0,0,1,3,2,,,103089018
3,44,89,28,4,1,2,,7,1,87,3,5,6,2,2,1,0,0,1,7,2,,,103089028
3,44,89,60,3,2,1,,,1,4,0,3,3,2,2,3,0,0,1,3,2,,,103089060
3,44,89,60,4,2,1,,,1,87,87,87,0,2,2,1,0,0,1,1,2,,,103089060
3,44,89,63,4,2,1,,,1,18,6,6,8,2,2,8,0,0,2,,,,,103089063
3,44,89,63,5,2,1,,,1,87,6,6,8,2,2,1,0,0,1,12,2,,,103089063
3,44,89,99,3,2,1,,,1,12,6,6,6,2,2,3,0,0,2,,,,,103089099
3,44,89,99,4,2,1,,,1,12,6,6,6,2,2,3,0,0,2,,,,,103089099
3,40,90,5,3,2,1,,,1,87,6,6,7,2,2,1,,,1,7,2,,,103090005
3,40,90,7,3,1,1,,,1,6,,3,3,2,2,3,,,2,,,,,103090007
3,40,90,33,5,2,1,,,1,12,6,6,6,2,2,3,,,1,11,2,,,103090033
3,44,91,113,2,1,1,,,1,6,6,6,6,2,1,1,,,2,,,,,103091113
3,44,91,113,3,1,1,,,1,6,6,6,6,2,1,1,,,2,,,,,103091113
3,44,91,114,4,2,1,,,1,15,6,6,6,2,1,1,,,1,2,1,3,,103091114
3,37,92,6,3,1,1,,,1,19,3,3,10,2,2,7,,,1,8,2,,,103092006
3,37,92,18,2,1,1,,,2,24,1,6,6,2,,1,5,,2,,,,,103092018
3,37,92,47,3,2,1,,,2,24,6,6,6,1,1,1,,,1,10,2,,,103092047
3,43,93,7,5,2,1,,,1,16,6,6,6,2,1,3,0,0,2,,,,,103093007
3,43,93,8,4,2,1,,,1,18,6,6,6,2,1,3,0,0,2,,,,,103093008
3,43,93,8,5,2,1,,,1,18,6,6,6,2,1,1,0,0,1,6,2,,,103093008
3,43,93,56,3,2,1,,,1,15,1,6,6,2,1,3,0,0,2,,,,,103093056
3,43,93,56,4,2,1,,,1,15,1,6,6,2,1,3,0,0,1,8,,,,103093056
3,43,94,63,2,1,1,,,1,6,4,2,4,2,2,7,5,0,1,2,2,,,103094063
3,43,95,4,4,2,2,2,,2,6,4,6,6,1,1,1,,,2,,,,,103095004
3,43,95,33,6,2,1,,,1,12,3,4,4,2,1,3,,,2,,,,,103095033
3,43,95,34,3,1,1,,,1,87,6,6,6,2,2,3,,,1,7,2,,,103095034
3,43,95,51,5,,1,,,1,13,1,2,6,2,2,1,1,,2,,,,,103095051
3,43,95,51,6,,1,,,1,11,1,2,6,2,2,1,2,,2,,,,,103095051
3,43,95,51,7,,1,,,1,87,3,2,87,2,2,1,,,1,3,2,,,103095051
3,43,95,59,5,,1,,,1,87,6,6,7,2,2,1,,,1,8,2,,,103095059
3,43,95,61,6,1,1,,,1,20,1,1,1,2,2,1,,,2,,,,,103095061
3,43,95,74,3,2,1,,,1,15,2,2,2,2,2,3,,,1,2,2,,,103095074
3,43,95,74,4,2,1,,,1,87,1,4,4,2,2,1,,,1,4,2,,,103095074
3,43,96,27,3,2,1,,,2,15,3,6,6,2,2,1,,,1,3,2,,,103096027
3,43,96,81,3,2,1,,,1,12,6,6,6,2,2,1,,,2,,,,,103096081
3,43,96,81,4,2,1,,,1,18,6,6,6,2,2,1,,,2,,,,,103096081
3,43,96,98,3,2,1,,,1,87,87,87,87,2,2,1,,,1,2,2,,,103096098
3,43,96,98,4,2,1,,,1,18,1,87,6,2,2,1,,,2,,,,,103096098
3,43,97,14,4,2,1,,,1,6,6,6,6,2,1,3,0,0,2,,,,,103097014
3,43,97,19,3,2,1,,,1,17,6,6,6,2,2,3,0,0,2,,,,,103097019
3,43,97,19,4,2,1,,,1,18,6,6,6,2,1,1,0,0,1,12,2,,,103097019
3,43,97,20,5,2,1,,,2,,6,6,6,1,,1,0,0,2,,,,,103097020
3,43,98,74,7,2,1,,,1,18,6,6,6,2,1,3,,,1,5,2,,,103098074
3,43,98,90,3,2,1,,,1,9,6,6,6,2,2,1,,,2,,,,,103098090
3,39,99,16,6,2,1,,,1,14,2,4,4,2,1,3,0,0,2,,,,,103099016
3,39,99,16,7,2,1,,,1,14,2,4,4,2,1,3,0,0,2,,,,,103099016
3,39,99,16,8,2,1,,,1,12,1,4,4,2,1,3,0,0,1,8,2,,,103099016
3,39,99,20,5,2,1,,,1,11,7,7,7,2,2,1,0,0,2,,,,,103099020
3,39,99,25,5,2,1,,,2,12,7,6,8,2,2,1,0,0,2,,,,,103099025
3,38,100,2,6,2,1,,,2,,6,6,6,2,2,1,,,2,,,,,103100002
3,38,100,10,6,3,1,,,1,11,6,3,3,2,2,1,,,1,5,2,,,103100010
3,38,100,16,4,1,1,,,1,12,,2,2,2,1,3,,,2,,,,,103100016
3,38,100,56,4,1,1,,,1,8,3,4,6,2,2,1,,,2,,,,,103100056
4,3,101,49,2,1,1,,,1,87,87,87,87,2,2,1,,,1,2,2,,,104101049
4,3,101,69,2,1,1,,,1,5,5,5,5,2,2,2,,,2,,,,,104101069
4,3,101,86,3,2,1,,,1,7,6,6,7,2,2,1,,,1,2,2,,,104101086
4,3,101,107,5,2,1,,,1,6,6,6,6,2,2,3,,,1,12,2,,,104101107
4,3,102,3,4,2,1,,,1,24,6,6,22,2,2,1,,0,2,,,,,104102003
4,3,102,8,3,2,1,,,1,6,5,6,3,1,,1,,,2,,,,,104102008
4,3,102,8,4,2,1,,,1,7,6,7,3,1,,1,,,1,2,2,,,104102008
4,3,102,10,3,2,1,,,1,18,6,6,12,1,2,7,,,2,,,,,104102010
4,3,103,1,6,2,2,4,,1,11,3,4,4,2,2,1,0,1,2,,2,,,104103001
4,3,103,1,7,2,2,1,8,1,9,3,4,4,2,2,1,0,0,1,2,1,15,0,104103001
4,3,103,20,3,2,2,3,,1,7,7,7,7,2,2,1,,,2,,,,,104103020
4,3,103,29,7,2,2,3,9,2,,3,3,3,2,2,1,0,0,2,,,,,104103029
4,3,103,29,8,2,2,2,,2,,3,3,3,2,2,1,0,0,2,,,,,104103029
4,3,103,37,3,1,2,3,3,1,24,6,6,6,2,2,1,0,0,2,,,,,104103037
4,3,103,37,4,1,2,,1,1,87,87,87,87,2,2,1,0,0,1,4,2,,,104103037
4,3,103,46,4,2,2,4,1,1,18,3,6,6,2,2,1,7,7,1,2,2,,,104103046
4,3,103,46,5,2,2,,11,1,87,3,6,6,2,2,1,0,0,1,4,2,,,104103046
4,3,103,79,7,2,2,2,3,1,87,2,3,3,2,2,1,1,0,2,,,,,104103079
4,3,103,125,5,1,2,3,5,2,18,6,6,6,2,2,1,0,0,2,,,,,104103125
4,54,104,10,3,2,1,,,2,30,2,4,4,2,2,1,0,7,2,,,,,104104010
4,54,104,10,4,2,1,,,2,30,2,4,4,2,2,1,0,7,2,,,,,104104010
4,54,104,10,5,2,1,,,2,24,1,4,4,2,2,1,0,0,2,,,,,104104010
4,54,104,20,4,2,2,1,2,1,6,6,6,6,1,,1,,,1,3,1,15,,104104020
4,54,104,47,6,2,2,2,6,1,87,6,6,7,1,,1,,,1,12,2,,,104104047
4,53,105,22,4,2,1,,,1,6,6,6,6,1,,1,0,0,2,,,,,104105022
4,53,105,22,5,2,1,,,1,6,6,6,6,1,,1,0,0,1,9,2,,,104105022
4,53,105,23,5,2,1,,,2,18,4,4,6,2,2,1,0,0,2,,,,,104105023
4,53,105,24,7,2,1,,,1,87,6,8,12,1,,1,0,0,2,,,,,104105024
4,53,105,30,3,2,1,,,1,87,6,87,7,1,,1,,,1,3,1,7,,104105030
4,53,105,32,5,2,1,,,2,6,6,6,8,1,1,1,,,2,,,,,104105032
4,53,105,32,6,2,1,,,1,6,5,6,8,1,1,1,,,1,2,1,15,,104105032
4,53,105,36,7,2,1,,,2,6,6,6,6,1,1,1,,,1,6,2,,,104105036
4,46,107,15,4,1,1,,,2,25,6,6,6,1,,1,,,1,5,2,,,104107015
4,46,108,10,3,2,1,,,1,7,3,7,3,2,2,1,0,0,2,,,,,104108010
4,46,108,15,6,5,1,,,1,12,6,6,12,2,2,1,0,0,2,,,,,104108015
4,46,108,17,4,1,1,,,1,87,3,3,3,1,,1,,,1,3,2,,,104108017
4,46,108,18,5,1,1,,,2,,4,4,6,2,2,1,0,0,2,,,,,104108018
4,46,108,27,5,2,1,,,1,2,7,7,87,1,1,1,0,0,1,2,1,15,,104108027
4,46,108,32,7,2,1,,,1,18,6,6,6,1,1,1,,,1,3,2,,,104108032
4,46,109,6,4,2,1,,,2,12,6,7,9,2,2,1,,2,2,,,,,104109006
4,46,109,45,8,2,1,,,2,1,1,1,1,1,,1,,,1,10,2,,,104109045
4,46,109,45,9,2,1,,,2,1,1,1,1,1,,1,,,1,12,2,,,104109045
4,46,109,54,4,2,1,,,1,,1,1,1,1,1,1,,,1,12,2,,,104109054
4,60,111,10,3,2,1,,,2,,6,6,6,2,2,1,,,2,,,,,104111010
4,60,111,23,5,1,2,2,1,2,18,4,4,4,1,,1,,,2,,,,,104111023
4,60,111,53,4,2,1,,,1,6,6,6,6,1,,1,,,2,,,,,104111053
4,60,111,53,5,2,2,,8,1,6,6,6,6,1,,1,,,1,7,2,,,104111053
4,60,111,78,3,1,1,,,2,2,87,87,87,2,2,1,,,2,,,,,104111078
4,60,112,11,4,2,1,,,1,24,6,6,6,2,2,1,,,2,,,,,104112011
4,60,112,11,5,2,1,,,1,87,5,5,5,2,2,1,,,1,1,2,,,104112011
4,60,112,11,6,2,1,,,1,87,5,5,5,2,2,1,,,1,1,2,,,104112011
4,60,112,46,6,2,1,,,2,24,6,6,6,2,2,1,,,1,3,1,2,,104112046
4,60,112,63,2,1,1,,,2,26,3,6,6,2,2,1,,,1,3,1,3,,104112063
4,60,113,25,5,2,1,,,,24,6,6,6,2,2,1,,,2,,,,,104113025
4,60,113,35,2,1,1,,,1,87,2,10,10,2,2,1,,,1,8,2,,,104113035
4,60,113,44,6,2,1,,,1,87,4,4,6,2,2,1,,,1,4,2,,,104113044
4,6,114,17,7,2,1,,,1,6,6,6,6,2,2,1,0,0,2,,,,,104114017
4,6,116,38,4,2,1,,,2,19,3,3,6,2,2,1,0,7,2,,,,,104116038
4,7,117,5,7,5,1,,,2,12,5,5,5,,,,,,,,,,,104117005
4,7,117,7,8,2,1,,,1,13,6,6,6,2,2,1,0,0,2,,,,,104117007
4,7,117,7,9,2,1,,,1,87,6,6,6,2,2,1,0,0,1,5,2,,,104117007
4,7,117,10,3,2,1,,,1,87,6,6,6,2,2,1,0,0,1,14,2,,,104117010
4,7,117,11,3,2,1,,,1,87,1,13,13,2,2,1,0,0,1,4,2,,,104117011
4,7,117,13,5,1,1,,,1,87,3,4,4,2,2,1,0,0,1,9,2,,,104117013
4,7,117,13,7,3,1,,,1,87,6,6,6,2,2,1,0,2,,10,2,,,104117013
4,7,117,16,4,2,1,,,1,20,6,6,6,2,2,1,0,1,1,5,2,,,104117016
4,7,117,20,5,2,1,,,1,87,6,6,6,2,2,1,2,0,1,9,2,,,104117020
4,62,118,17,6,2,1,,,1,87,1,12,16,2,2,1,0,0,2,,,,,104118017
4,62,118,29,5,2,1,,,1,20,1,6,12,2,2,1,0,0,1,4,1,2,,104118029
4,62,118,31,5,2,1,,,1,87,87,87,87,2,2,1,0,0,1,1,2,,,104118031
4,7,119,5,4,2,1,,,1,24,1,7,24,2,2,1,0,0,1,8,2,,,104119005
4,7,119,34,3,1,1,,,2,,6,7,7,2,2,1,0,0,1,1,2,,,104119034
4,49,120,25,5,3,1,,,1,24,6,6,6,2,2,1,,,2,,,,,104120025
4,49,121,35,3,2,1,,,1,18,6,7,9,2,2,1,,,1,2,2,,,104121035
4,49,121,35,4,2,1,,,1,87,6,7,9,2,2,1,,,1,2,2,,,104121035
4,49,121,48,2,1,1,,,1,18,4,4,5,2,2,1,,,2,,,,,104121048
4,49,121,48,3,1,1,,,1,87,4,4,5,2,1,,,,1,2,2,,,104121048
4,55,122,2,3,2,1,,,1,12,6,12,15,2,2,3,,,2,,,,,104122002
4,55,122,3,8,2,1,,,1,11,6,9,12,2,2,3,0,0,2,,,,,104122003
4,55,122,7,8,7,1,,,1,9,6,6,9,2,2,1,0,0,1,5,1,,20,104122007
4,55,122,18,7,3,1,,,1,87,87,6,6,2,2,1,0,0,1,6,2,,,104122018
4,49,123,5,4,2,1,,,1,18,6,7,7,2,2,1,0,0,1,1,2,,,104123005
4,49,123,12,6,3,1,,,1,87,4,5,5,2,2,1,0,0,1,5,2,,,104123012
4,49,123,29,9,6,1,,,1,12,4,4,4,2,2,1,0,0,1,8,2,,,104123029
4,49,123,31,8,5,1,,,1,87,6,6,6,2,2,1,0,0,1,8,2,,,104123031
