"id1","id2","id3","id4","crop_no","plotno","s4bi_b63i","s4bi_b63ii","s4bi_b64","s4bi_b65i","s4bi_b65ii","s4bi_b66i","s4bi_b661i","s4bi_b661ii","s4bi_b67i","s4bi_b67ii","s4bi_b68","s4bi_b69i","s4bi_b69ii","s4bi_b70","s4bi_b71i","s4bi_b71ii","s4bi_b72i","s4bi_b72ii","hhno"
6,89,191,33,7,1,,,,,,,,,,,,,,,,,,,106191033
6,89,191,33,5,2,,,,,,,,,,,,,,,,,,,106191033
6,89,191,33,8,1,,,,,,,,,,,,,,,,,,,106191033
6,89,191,33,4,2,,,,,,,,,,,,,,,,,,,106191033
6,89,191,33,9,2,,,,,,,,,,,,,,,,,,,106191033
6,89,191,33,14,1,,,,,,,,,,,,,,,,,,,106191033
6,89,191,33,2,1,29,6,3,800,39,2,,,,,2,,,2,60,,1,,106191033
6,89,191,33,12,1,,,,,,,,,,,,,,,,,,,106191033
6,89,191,33,6,2,,,,,,,,,,,,,,,,,,,106191033
6,89,191,33,10,2,,,,,,,,,,,,,,,,,,,106191033
6,89,191,33,1,1,6,7,5,800,39,2,,,,,2,,,2,274,,1,,106191033
6,89,191,33,3,2,19,8,3,800,39,2,,,,,2,,,2,80,,1,,106191033
6,89,191,34,5,1,,,,,,,,,,,,,,,,,,,106191034
6,89,191,34,9,1,,,,,,,,,,,,,,,,,,,106191034
6,89,191,34,8,1,,,,,,,,,,,,,,,,,,,106191034
6,89,191,34,4,1,,,,,,,,,,,,,,,,,,,106191034
6,89,191,34,13,1,,,,,,,,,,,,,,,,,,,106191034
6,89,191,34,15,1,,,,,,,,,,,,,,,,,,,106191034
6,89,191,34,1,1,6,7,5,1000,39,2,,,10,,2,1,,2,690,,,,106191034
6,89,191,34,3,1,,,,,,,,,,,,,,,,,,,106191034
6,89,191,34,6,1,,,,,,,,,,,,,,,,,,,106191034
6,89,191,34,14,1,,,,,,,,,,,,,,,,,,,106191034
6,89,191,34,12,1,,,,,,,,,,,,,,,,,,,106191034
6,89,191,34,2,1,,,,,,,,,,,,,,,,,,,106191034
6,89,191,34,7,1,,,,,,,,,,,,,,,,,,,106191034
6,89,191,34,10,1,,,,,,,,,,,,,,,,,,,106191034
6,89,191,34,11,1,,,,,,,,,,,,,,,,,,,106191034
6,89,191,56,8,2,,,,,,,,,,,,,,,,,,,106191056
6,89,191,56,15,1,,,,,,,,,,,,,,,,,,,106191056
6,89,191,56,9,4,,,,,,,,,,,,,,,,,,,106191056
6,89,191,56,7,1,,,,,,,,,,,,,,,,,,,106191056
6,89,191,56,1,3,6,7,5,1200,39,2,,,,,2,,,,966,,,,106191056
6,89,191,56,3,2,6,7,5,1000,39,2,,,,,2,,,,828,,,,106191056
6,89,191,56,2,1,6,7,5,1000,39,2,,,,,2,,,,1518,,,,106191056
6,89,191,56,5,4,,,,,,,,,,,,,,,,,,,106191056
6,89,191,56,6,2,,,,,,,,,,,,,,,,,,,106191056
6,89,191,56,10,2,,,,,,,,,,,,,,,,,,,106191056
6,89,191,56,11,3,,,,,,,,,,,,,,,,,,,106191056
6,89,191,56,12,3,,,,,,,,,,,,,,,,,,,106191056
6,89,191,56,4,4,6,7,5,2000,39,2,,,,,2,,,,966,,,,106191056
6,89,191,56,14,3,,,,,,,,,,,,,,,,,,,106191056
6,89,191,56,13,2,,,,,,,,,,,,,,,,,,,106191056
6,89,191,59,13,4,,,,,,,,,,,,,,,,,,,106191059
6,89,191,59,1,4,6,7,5,2000,39,2,,,,,2,,,,552,,3,,106191059
6,89,191,59,9,1,,,,,,,,,,,,,,,,,,,106191059
6,89,191,59,12,4,,,,,,,,,,,,,,,,,,,106191059
6,89,191,59,14,2,,,,,,,,,,,,,,,,,,,106191059
6,89,191,59,2,4,6,7,5,2000,,2,,,,,2,,,,1104,,3,,106191059
6,89,191,59,6,1,,,,,,,,,,,,,,,,,,,106191059
6,89,191,59,3,3,6,7,5,2000,39,2,,,,,2,,,,138,,,,106191059
6,89,191,59,10,4,,,,,,,,,,,,,,,,,,,106191059
6,89,191,59,5,3,,,,,,,,,,,,,,,,,,,106191059
6,89,191,59,4,4,6,7,5,2000,39,2,,,,,2,,,,138,,,,106191059
6,89,191,59,15,4,,,,,,,,,,,,,,,,,,,106191059
6,89,191,59,11,2,,,,,,,,,,,,,,,,,,,106191059
6,89,191,59,8,3,,,,,,,,,,,,,,,,,,,106191059
6,89,191,59,7,4,,,,,,,,,,,,,,,,,,,106191059
6,89,191,65,14,2,,,,,,,,,,,,,,,,,,,106191065
6,89,191,65,2,3,29,7,,1200,39,2,,,2,,2,,,2,180,,,,106191065
6,89,191,65,6,2,,,,,,,,,,,,,,,,,,,106191065
6,89,191,65,4,2,8,6,,800,39,2,,,4,,2,,,2,30,,,,106191065
6,89,191,65,10,1,,,,,,,,,,,,,,,,,,,106191065
6,89,191,65,7,1,,,,,,,,,,,,,,,,,,,106191065
6,89,191,65,5,2,,,,,,,,,,,,,,,,,,,106191065
6,89,191,65,13,3,,,,,,,,,,,,,,,,,,,106191065
6,89,191,65,11,1,,,,,,,,,,,,,,,,,,,106191065
6,89,191,65,9,2,,,,,,,,,,,,,,,,,,,106191065
6,89,191,65,3,2,19,7,,1000,39,2,,,3,,2,,,2,30,,,,106191065
6,89,191,65,1,1,6,7,5,2000,39,2,,,4,,2,,,2,276,,,,106191065
6,89,191,65,15,1,,,,,,,,,,,,,,,,,,,106191065
6,89,191,65,12,2,,,,,,,,,,,,,,,,,,,106191065
6,89,191,65,8,1,,,,,,,,,,,,,,,,,,,106191065
6,89,191,69,1,1,6,7,5,2000,39,2,,,10,,2,,,,2070,,,,106191069
6,89,191,69,11,1,,,,,,,,,,,,,,,,,,,106191069
6,89,191,69,14,1,,,,,,,,,,,,,,,,,,,106191069
6,89,191,69,12,1,,,,,,,,,,,,,,,,,,,106191069
6,89,191,69,10,1,,,,,,,,,,,,,,,,,,,106191069
6,89,191,69,3,1,,,,,,,,,,,,,,,,,,,106191069
6,89,191,69,2,1,,,,,,,,,,,,,,,,,,,106191069
6,89,191,69,13,1,,,,,,,,,,,,,,,,,,,106191069
6,89,191,69,15,1,,,,,,,,,,,,,,,,,,,106191069
6,89,191,69,8,1,,,,,,,,,,,,,,,,,,,106191069
6,89,191,69,6,1,,,,,,,,,,,,,,,,,,,106191069
6,89,191,69,7,1,,,,,,,,,,,,,,,,,,,106191069
6,89,191,69,5,1,,,,,,,,,,,,,,,,,,,106191069
6,89,191,69,4,1,,,,,,,,,,,,,,,,,,,106191069
6,89,191,69,9,1,,,,,,,,,,,,,,,,,,,106191069
6,89,191,96,5,3,,,,,,,,,,,,,,,,,,,106191096
6,89,191,96,9,1,,,,,,,,,,,,,,,,,,,106191096
6,89,191,96,4,2,,,,,,,,,,,,,,,,,,,106191096
6,89,191,96,3,3,,,,,,,,,,,,,,,,,,,106191096
6,89,191,96,7,2,,,,,,,,,,,,,,,,,,,106191096
6,89,191,96,12,2,,,,,,,,,,,,,,,,,,,106191096
6,89,191,96,11,3,,,,,,,,,,,,,,,,,,,106191096
6,89,191,96,13,3,,,,,,,,,,,,,,,,,,,106191096
6,89,191,96,6,1,,,,,,,,,,,,,,,,,,,106191096
6,89,191,96,14,2,,,,,,,,,,,,,,,,,,,106191096
6,89,191,96,8,1,,,,,,,,,,,,,,,,,,,106191096
6,89,191,96,10,1,,,,,,,,,,,,,,,,,,,106191096
6,89,191,96,2,2,6,7,5,200,39,2,,,,,,,,,,,,,106191096
6,89,191,96,15,2,,,,,,,,,,,,,,,,,,,106191096
6,89,191,96,1,3,6,7,5,200,39,2,,,,,,,,,,,,,106191096
6,89,191,101,14,2,,,,,,,,,,,,,,,,,,,106191101
6,89,191,101,8,1,,,,,,,,,,,,,,,,,,,106191101
6,89,191,101,11,1,,,,,,,,,,,,,,,,,,,106191101
6,89,191,101,7,1,,,,,,,,,,,,,,,,,,,106191101
6,89,191,101,4,2,,,,,,,,,,,,,,,,,,,106191101
6,89,191,101,5,1,,,,,,,,,,,,,,,,,,,106191101
6,89,191,101,9,2,,,,,,,,,,,,,,,,,,,106191101
6,89,191,101,13,1,,,,,,,,,,,,,,,,,,,106191101
6,89,191,101,3,1,,,,,,,,,,,,,,,,,,,106191101
6,89,191,101,6,1,,,,,,,,,,,,,,,,,,,106191101
6,89,191,101,2,1,22,7,3,,,2,,,,,2,,,,90,,1,,106191101
6,89,191,101,10,1,,,,,,,,,,,,,,,,,,,106191101
6,89,191,101,1,1,6,7,5,,,2,,,,,2,,,,214,,1,,106191101
6,89,191,101,15,1,,,,,,,,,,,,,,,,,,,106191101
6,89,191,101,12,1,,,,,,,,,,,,,,,,,,,106191101
6,89,192,6,8,1,,,,,,,,,,,,,,,,,,,106192006
6,89,192,6,2,1,,,,,,,,,,,,,,,,,,,106192006
6,89,192,6,4,1,,,,,,,,,,,,,,,,,,,106192006
6,89,192,6,15,1,,,,,,,,,,,,,,,,,,,106192006
6,89,192,6,1,1,22,7,2,0,,2,,,,,2,,,1,240,,1,,106192006
6,89,192,6,11,1,,,,,,,,,,,,,,,,,,,106192006
6,89,192,6,6,1,,,,,,,,,,,,,,,,,,,106192006
6,89,192,6,14,1,,,,,,,,,,,,,,,,,,,106192006
6,89,192,6,7,1,,,,,,,,,,,,,,,,,,,106192006
6,89,192,6,5,1,,,,,,,,,,,,,,,,,,,106192006
6,89,192,6,10,1,,,,,,,,,,,,,,,,,,,106192006
6,89,192,6,9,1,,,,,,,,,,,,,,,,,,,106192006
6,89,192,6,13,1,,,,,,,,,,,,,,,,,,,106192006
6,89,192,6,12,1,,,,,,,,,,,,,,,,,,,106192006
6,89,192,6,3,1,,,,,,,,,,,,,,,,,,,106192006
6,89,192,32,10,3,,,,,,,,,,,,,,,,,,,106192032
6,89,192,32,8,3,,,,,,,,,,,,,,,,,,,106192032
6,89,192,32,12,1,,,,,,,,,,,,,,,,,,,106192032
6,89,192,32,4,1,,,,,,,,,,,,,,,,,,,106192032
6,89,192,32,2,2,6,7,5,1000,39,2,,,10,,2,,,,138,,,0,106192032
6,89,192,32,14,2,,,,,,,,,,,,,,,,,,,106192032
6,89,192,32,5,2,,,,,,,,,,,,,,,,,,,106192032
6,89,192,32,1,1,22,7,3,3000,39,2,,,1,,2,,,,16,,,0,106192032
6,89,192,32,15,1,,,,,,,,,,,,,,,,,,,106192032
6,89,192,32,9,2,,,,,,,,,,,,,,,,,,,106192032
6,89,192,32,11,2,,,,,,,,,,,,,,,,,,,106192032
6,89,192,32,7,2,,,,,,,,,,,,,,,,,,,106192032
6,89,192,32,3,1,22,7,3,3000,39,2,,,5,,2,,,,30,,,0,106192032
6,89,192,32,13,1,,,,,,,,,,,,,,,,,,,106192032
6,89,192,32,6,1,,,,,,,,,,,,,,,,,,,106192032
6,89,192,34,7,1,,,,,,,,,,,,,,,,,,,106192034
6,89,192,34,14,1,,,,,,,,,,,,,,,,,,,106192034
6,89,192,34,13,1,,,,,,,,,,,,,,,,,,,106192034
6,89,192,34,12,1,,,,,,,,,,,,,,,,,,,106192034
6,89,192,34,5,2,,,,,,,,,,,,,,,,,,,106192034
6,89,192,34,8,1,,,,,,,,,,,,,,,,,,,106192034
6,89,192,34,3,2,5,7,3,3000,39,2,,,4,,2,,,,40,,,0,106192034
6,89,192,34,9,1,,,,,,,,,,,,,,,,,,,106192034
6,89,192,34,1,2,5,7,3,3000,39,2,,,2,,2,,,,50,,,0,106192034
6,89,192,34,10,2,,,,,,,,,,,,,,,,,,,106192034
6,89,192,34,6,1,,,,,,,,,,,,,,,,,,,106192034
6,89,192,34,11,2,,,,,,,,,,,,,,,,,,,106192034
6,89,192,34,15,2,,,,,,,,,,,,,,,,,,,106192034
6,89,192,34,4,2,,,,,,,,,,,,,,,,,,,106192034
6,89,192,34,2,2,22,7,3,3000,39,2,,,4,,2,,,,280,,,0,106192034
6,89,192,50,1,1,22,7,3,1600,39,2,,,12,80,2,,,,450,,,0,106192050
6,89,192,50,13,1,,,,,,,,,,,,,,,,,,,106192050
6,89,192,50,14,2,,,,,,,,,,,,,,,,,,,106192050
6,89,192,50,11,1,,,,,,,,,,,,,,,,,,,106192050
6,89,192,50,9,1,37,7,3,1280,39,2,,,4,80,2,,,,40,,,0,106192050
6,89,192,50,8,1,19,7,3,1280,39,2,,,11,80,2,,,,90,,,0,106192050
6,89,192,50,3,2,5,7,3,1600,39,2,,,11,80,2,,,,100,,,0,106192050
6,89,192,50,5,1,40,7,3,1600,39,2,,,20,50,2,,,,200,,,0,106192050
6,89,192,50,7,2,29,7,3,1280,39,2,,,12,80,2,,,,290,,,0,106192050
6,89,192,50,4,1,29,7,3,1600,39,2,,,10,80,2,,,,15,,,0,106192050
6,89,192,50,2,2,25,7,3,1600,39,2,,,14,80,2,,,,1200,,,0,106192050
6,89,192,50,15,1,,,,,,,,,,,,,,,,,,,106192050
6,89,192,50,12,2,,,,,,,,,,,,,,,,,,,106192050
6,89,192,50,6,2,5,7,3,1280,39,2,,,10,80,2,,,,40,,,0,106192050
6,89,192,50,10,1,,,,,,,,,,,,,,,,,,,106192050
6,91,185,13,1,2,6,7,5,,0,2,,,,,2,,,1,690,,1,,106185013
6,91,185,13,11,1,,,,,,,,,,,,,,,,,,,106185013
6,91,185,13,2,1,6,7,5,,0,2,,,,,2,,,1,60,,1,,106185013
6,91,185,13,4,1,29,5,2,,0,2,,,,,2,,,1,70,,1,,106185013
6,91,185,13,8,2,,,,,,,,,,,,,,,,,,,106185013
6,91,185,13,6,1,,,,,,,,,,,,,,,,,,,106185013
6,91,185,13,10,1,,,,,,,,,,,,,,,,,,,106185013
6,91,185,13,14,2,,,,,,,,,,,,,,,,,,,106185013
6,91,185,13,7,1,,,,,,,,,,,,,,,,,,,106185013
6,91,185,13,5,1,27,7,2,,0,2,,,,,2,,,1,30,,1,,106185013
6,91,185,13,9,1,,,,,,,,,,,,,,,,,,,106185013
6,91,185,13,15,2,,,,,,,,,,,,,,,,,,,106185013
6,91,185,13,13,2,,,,,,,,,,,,,,,,,,,106185013
6,91,185,13,12,1,,,,,,,,,,,,,,,,,,,106185013
6,91,185,13,3,1,22,7,2,,0,2,,,,,2,,,1,96,,14,,106185013
6,91,185,21,11,1,,,,,,,,,,,,,,,,,,,106185021
6,91,185,21,6,1,,,,,,,,,,,,,,,,,,,106185021
6,91,185,21,9,1,,,,,,,,,,,,,,,,,,,106185021
6,91,185,21,5,1,,,,,,,,,,,,,,,,,,,106185021
6,91,185,21,13,1,,,,,,,,,,,,,,,,,,,106185021
6,91,185,21,15,1,,,,,,,,,,,,,,,,,,,106185021
6,91,185,21,4,1,,,,,,,,,,,,,,,,,,,106185021
6,91,185,21,1,1,6,7,5,1000,39,2,,,10,,2,,,1,272,,1,,106185021
6,91,185,21,7,1,,,,,,,,,,,,,,,,,,,106185021
6,91,185,21,3,1,,,,,,,,,,,,,,,,,,,106185021
6,91,185,21,14,1,,,,,,,,,,,,,,,,,,,106185021
6,91,185,21,8,1,,,,,,,,,,,,,,,,,,,106185021
6,91,185,21,10,1,,,,,,,,,,,,,,,,,,,106185021
6,91,185,21,12,1,,,,,,,,,,,,,,,,,,,106185021
6,91,185,21,2,1,19,7,2,,,2,,,,,2,,,1,250,,1,,106185021
6,91,185,28,15,1,,,,,,,,,,,,,,,,,,,106185028
6,91,185,28,11,1,,,,,,,,,,,,,,,,,,,106185028
6,91,185,28,8,1,,,,,,,,,,,,,,,,,,,106185028
6,91,185,28,4,1,,,,,,,,,,,,,,,,,,,106185028
6,91,185,28,6,1,,,,,,,,,,,,,,,,,,,106185028
6,91,185,28,3,1,,,,,,,,,,,,,,,,,,,106185028
6,91,185,28,5,1,,,,,,,,,,,,,,,,,,,106185028
6,91,185,28,2,1,,,,,,,,,,,,,,,,,,,106185028
6,91,185,28,9,1,,,,,,,,,,,,,,,,,,,106185028
6,91,185,28,12,1,,,,,,,,,,,,,,,,,,,106185028
6,91,185,28,14,1,,,,,,,,,,,,,,,,,,,106185028
6,91,185,28,13,1,,,,,,,,,,,,,,,,,,,106185028
6,91,185,28,7,1,,,,,,,,,,,,,,,,,,,106185028
6,91,185,28,10,1,,,,,,,,,,,,,,,,,,,106185028
6,91,185,28,1,1,6,7,5,,,2,,,,,2,,,,552,,,0,106185028
6,91,185,36,11,1,,,,,,,,,,,,,,,,,,,106185036
6,91,185,36,1,1,6,6,5,,,2,,,,,2,,,,533,,,0,106185036
6,91,185,36,3,2,,,,,,,,,,,,,,,,,,,106185036
6,91,185,36,13,1,,,,,,,,,,,,,,,,,,,106185036
6,91,185,36,4,2,,,,,,,,,,,,,,,,,,,106185036
6,91,185,36,2,1,29,7,,,,2,,,,,2,,,,165,,,0,106185036
6,91,185,36,5,1,,,,,,,,,,,,,,,,,,,106185036
6,91,185,36,12,1,,,,,,,,,,,,,,,,,,,106185036
6,91,185,36,8,2,,,,,,,,,,,,,,,,,,,106185036
6,91,185,36,7,2,,,,,,,,,,,,,,,,,,,106185036
6,91,185,36,10,1,,,,,,,,,,,,,,,,,,,106185036
6,91,185,36,9,2,,,,,,,,,,,,,,,,,,,106185036
6,91,185,36,14,1,,,,,,,,,,,,,,,,,,,106185036
6,91,185,36,6,1,,,,,,,,,,,,,,,,,,,106185036
6,91,185,36,15,2,,,,,,,,,,,,,,,,,,,106185036
6,91,185,40,8,1,,,,,,,,,,,,,,,,,,,106185040
6,91,185,40,5,1,,,,,,,,,,,,,,,,,,,106185040
6,91,185,40,12,1,,,,,,,,,,,,,,,,,,,106185040
6,91,185,40,4,1,,,,,,,,,,,,,,,,,,,106185040
6,91,185,40,13,1,,,,,,,,,,,,,,,,,,,106185040
6,91,185,40,3,1,,,,,,,,,,,,,,,,,,,106185040
6,91,185,40,10,1,,,,,,,,,,,,,,,,,,,106185040
6,91,185,40,6,1,,,,,,,,,,,,,,,,,,,106185040
6,91,185,40,14,1,,,,,,,,,,,,,,,,,,,106185040
6,91,185,40,7,1,,,,,,,,,,,,,,,,,,,106185040
6,91,185,40,15,1,,,,,,,,,,,,,,,,,,,106185040
6,91,185,40,11,1,,,,,,,,,,,,,,,,,,,106185040
6,91,185,40,9,1,,,,,,,,,,,,,,,,,,,106185040
6,91,185,40,2,1,,,,,,,,,,,,,,,,,,,106185040
6,91,185,40,1,1,6,7,5,3000,39,2,,,9,,2,,,,552,,,0,106185040
6,91,185,49,11,3,,,,,,,,,,,,,,,,,,,106185049
6,91,185,49,9,1,,,,,,,,,,,,,,,,,,,106185049
6,91,185,49,8,3,,,,,,,,,,,,,,,,,,,106185049
6,91,185,49,5,1,19,7,3,1500,39,2,,,2,40,2,,,,140,,,0,106185049
6,91,185,49,14,1,,,,,,,,,,,,,,,,,,,106185049
6,91,185,49,4,2,22,7,3,1500,39,2,,,2,40,2,,,,280,,,0,106185049
6,91,185,49,2,2,29,7,3,1500,39,2,,,2,20,2,,,,30,,,0,106185049
6,91,185,49,3,3,8,7,3,1500,39,2,,,2,40,2,,,,20,,,0,106185049
6,91,185,49,10,1,,,,,,,,,,,,,,,,,,,106185049
6,91,185,49,1,2,6,7,3,1500,39,2,,,2,40,2,,,,414,,,0,106185049
6,91,185,49,12,2,,,,,,,,,,,,,,,,,,,106185049
6,91,185,49,13,3,,,,,,,,,,,,,,,,,,,106185049
6,91,185,49,15,3,,,,,,,,,,,,,,,,,,,106185049
6,91,185,49,6,3,6,7,3,1500,39,2,,,2,40,2,,,,138,,,0,106185049
6,91,185,49,7,1,,,,,,,,,,,,,,,,,,,106185049
6,91,185,58,7,3,,,,,,,,,,,,,,,,,,,106185058
6,91,185,58,10,3,,,,,,,,,,,,,,,,,,,106185058
6,91,185,58,13,2,,,,,,,,,,,,,,,,,,,106185058
6,91,185,58,9,1,,,,,,,,,,,,,,,,,,,106185058
6,91,185,58,1,1,22,7,2,,0,2,,,,,2,,,2,10,1,,,106185058
6,91,185,58,15,1,,,,,,,,,,,,,,,,,,,106185058
6,91,185,58,3,1,22,7,2,,0,2,,,,,2,,,2,13,1,,,106185058
6,91,185,58,4,3,,,,,,,,,,,,,,,,,,,106185058
6,91,185,58,14,3,,,,,,,,,,,,,,,,,,,106185058
6,91,185,58,2,3,6,7,5,,0,2,,,,,2,,,2,87,1,,,106185058
6,91,185,58,11,3,,,,,,,,,,,,,,,,,,,106185058
6,91,185,58,6,1,,,,,,,,,,,,,,,,,,,106185058
6,91,185,58,5,1,,,,,,,,,,,,,,,,,,,106185058
6,91,185,58,8,2,,,,,,,,,,,,,,,,,,,106185058
6,91,185,58,12,3,,,,,,,,,,,,,,,,,,,106185058
6,91,185,60,5,2,,,,,,,,,,,,,,,,,,,106185060
6,91,185,60,12,2,,,,,,,,,,,,,,,,,,,106185060
6,91,185,60,3,1,,,,,,,,,,,,,,,,,,,106185060
6,91,185,60,4,2,6,6,5,0,0,2,,,,,2,,,,138,,,0,106185060
6,91,185,60,14,1,,,,,,,,,,,,,,,,,,,106185060
6,91,185,60,15,2,,,,,,,,,,,,,,,,,,,106185060
6,91,185,60,10,1,,,,,,,,,,,,,,,,,,,106185060
6,91,185,60,7,2,,,,,,,,,,,,,,,,,,,106185060
6,91,185,60,8,2,,,,,,,,,,,,,,,,,,,106185060
6,91,185,60,1,1,,,,,,,,,,,,,,,,,,,106185060
6,91,185,60,6,2,,,,,,,,,,,,,,,,,,,106185060
6,91,185,60,2,2,,,,,,,,,,,,,,,,,,,106185060
6,91,185,60,11,1,,,,,,,,,,,,,,,,,,,106185060
6,91,185,60,9,1,,,,,,,,,,,,,,,,,,,106185060
6,91,185,60,13,2,,,,,,,,,,,,,,,,,,,106185060
6,92,195,3,4,1,,,,,,,,,,,,,,,,,,,106195003
6,92,195,3,6,1,,,,,,,,,,,,,,,,,,,106195003
6,92,195,3,7,1,,,,,,,,,,,,,,,,,,,106195003
6,92,195,3,13,1,,,,,,,,,,,,,,,,,,,106195003
6,92,195,3,8,1,,,,,,,,,,,,,,,,,,,106195003
6,92,195,3,5,1,,,,,,,,,,,,,,,,,,,106195003
6,92,195,3,2,1,,,,,,,,,,,,,,,,,,,106195003
6,92,195,3,1,1,22,7,2,,,2,,,,,2,,,2,234,,,,106195003
6,92,195,3,12,1,,,,,,,,,,,,,,,,,,,106195003
6,92,195,3,14,1,,,,,,,,,,,,,,,,,,,106195003
6,92,195,3,15,1,,,,,,,,,,,,,,,,,,,106195003
6,92,195,3,11,1,,,,,,,,,,,,,,,,,,,106195003
6,92,195,3,3,1,,,,,,,,,,,,,,,,,,,106195003
6,92,195,3,10,1,,,,,,,,,,,,,,,,,,,106195003
6,92,195,3,9,1,,,,,,,,,,,,,,,,,,,106195003
6,92,195,12,13,2,,,,,,,,,,,,,,,,,,,106195012
6,92,195,12,1,2,29,6,3,500,39,1,5,8,10,,2,,,,75,,,,106195012
6,92,195,12,8,1,,,,,,,,,,,,,,,,,,,106195012
6,92,195,12,14,2,,,,,,,,,,,,,,,,,,,106195012
6,92,195,12,10,2,,,,,,,,,,,,,,,,,,,106195012
6,92,195,12,11,2,,,,,,,,,,,,,,,,,,,106195012
6,92,195,12,6,2,,,,,,,,,,,,,,,,,,,106195012
6,92,195,12,3,2,8,6,3,1,39,,29,5,5,,2,,,,15,,,,106195012
6,92,195,12,5,2,,,,,,,,,,,,,,,,,,,106195012
6,92,195,12,9,1,,,,,,,,,,,,,,,,,,,106195012
6,92,195,12,12,2,,,,,,,,,,,,,,,,,,,106195012
6,92,195,12,4,2,,,,,,,,,,,,,,,,,,,106195012
6,92,195,12,7,1,,,,,,,,,,,,,,,,,,,106195012
6,92,195,12,15,2,,,,,,,,,,,,,,,,,,,106195012
6,92,195,12,2,1,5,6,3,500,39,1,29,8,10,,2,,,,37,,,,106195012
6,92,195,25,4,1,,,,,,,,,,,,,,,,,,,106195025
6,92,195,25,2,1,,,,,,,,,,,,,,,,,,,106195025
6,92,195,25,3,1,,,,,,,,,,,,,,,,,,,106195025
6,92,195,25,7,3,,,,,,,,,,,,,,,,,,,106195025
6,92,195,25,14,3,,,,,,,,,,,,,,,,,,,106195025
6,92,195,25,12,3,,,,,,,,,,,,,,,,,,,106195025
6,92,195,25,10,1,,,,,,,,,,,,,,,,,,,106195025
6,92,195,25,6,2,,,,,,,,,,,,,,,,,,,106195025
6,92,195,25,13,3,,,,,,,,,,,,,,,,,,,106195025
6,92,195,25,5,2,,,,,,,,,,,,,,,,,,,106195025
6,92,195,25,1,3,22,7,2,,,2,,,,,2,,,2,200,,1,,106195025
6,92,195,25,11,1,,,,,,,,,,,,,,,,,,,106195025
6,92,195,25,8,3,,,,,,,,,,,,,,,,,,,106195025
6,92,195,25,15,2,,,,,,,,,,,,,,,,,,,106195025
6,92,195,25,9,2,,,,,,,,,,,,,,,,,,,106195025
6,92,195,35,15,1,,,,,,,,,,,,,,,,,,,106195035
6,92,195,35,3,1,,,,,,,,,,,,,,,,,,,106195035
6,92,195,35,8,1,,,,,,,,,,,,,,,,,,,106195035
6,92,195,35,9,1,,,,,,,,,,,,,,,,,,,106195035
6,92,195,35,5,1,,,,,,,,,,,,,,,,,,,106195035
6,92,195,35,7,1,,,,,,,,,,,,,,,,,,,106195035
6,92,195,35,4,1,,,,,,,,,,,,,,,,,,,106195035
6,92,195,35,11,1,,,,,,,,,,,,,,,,,,,106195035
6,92,195,35,2,1,,,,,,,,,,,,,,,,,,,106195035
6,92,195,35,13,1,,,,,,,,,,,,,,,,,,,106195035
6,92,195,35,10,1,,,,,,,,,,,,,,,,,,,106195035
6,92,195,35,12,1,,,,,,,,,,,,,,,,,,,106195035
6,92,195,35,6,1,,,,,,,,,,,,,,,,,,,106195035
6,92,195,35,1,1,29,7,3,,,2,,,3,,2,,,2,45,,,,106195035
6,92,195,35,14,1,,,,,,,,,,,,,,,,,,,106195035
6,92,195,232,7,1,,,,,,,,,,,,,,,,,,,106195232
6,92,195,232,8,1,,,,,,,,,,,,,,,,,,,106195232
6,92,195,232,3,1,19,7,3,,,1,5,19,5,,2,,,,80,,,,106195232
6,92,195,232,2,1,8,6,3,,,1,17,19,7,,2,,,,54,,,,106195232
6,92,195,232,14,1,,,,,,,,,,,,,,,,,,,106195232
6,92,195,232,13,1,,,,,,,,,,,,,,,,,,,106195232
6,92,195,232,4,1,29,7,3,,,1,5,29,12,,2,,,,45,,,,106195232
6,92,195,232,6,1,,,,,,,,,,,,,,,,,,,106195232
6,92,195,232,15,1,,,,,,,,,,,,,,,,,,,106195232
6,92,195,232,9,1,,,,,,,,,,,,,,,,,,,106195232
6,92,195,232,1,1,5,6,3,,,1,5,8,2,,2,,,,7,50,,,106195232
6,92,195,232,11,1,,,,,,,,,,,,,,,,,,,106195232
6,92,195,232,12,1,,,,,,,,,,,,,,,,,,,106195232
6,92,195,232,5,1,,,,,,,,,,,,,,,,,,,106195232
6,92,195,232,10,1,,,,,,,,,,,,,,,,,,,106195232
6,92,196,11,3,1,,,,,,,,,,,,,,,,,,,106196011
6,92,196,11,11,1,,,,,,,,,,,,,,,,,,,106196011
6,92,196,11,2,1,,,,,,,,,,,,,,,,,,,106196011
6,92,196,11,9,1,,,,,,,,,,,,,,,,,,,106196011
6,92,196,11,12,1,,,,,,,,,,,,,,,,,,,106196011
6,92,196,11,6,1,,,,,,,,,,,,,,,,,,,106196011
6,92,196,11,8,1,,,,,,,,,,,,,,,,,,,106196011
6,92,196,11,4,1,,,,,,,,,,,,,,,,,,,106196011
6,92,196,11,1,1,6,7,5,3000,39,1,,,3,0,2,,,,414,0,,,106196011
6,92,196,11,5,1,,,,,,,,,,,,,,,,,,,106196011
6,92,196,11,13,1,,,,,,,,,,,,,,,,,,,106196011
6,92,196,11,7,1,,,,,,,,,,,,,,,,,,,106196011
6,92,196,11,15,1,,,,,,,,,,,,,,,,,,,106196011
