"id1","id2","id3","id4","crop_no","plotno","s4bi_b63i","s4bi_b63ii","s4bi_b64","s4bi_b65i","s4bi_b65ii","s4bi_b66i","s4bi_b661i","s4bi_b661ii","s4bi_b67i","s4bi_b67ii","s4bi_b68","s4bi_b69i","s4bi_b69ii","s4bi_b70","s4bi_b71i","s4bi_b71ii","s4bi_b72i","s4bi_b72ii","hhno"
3,41,88,10,9,1,,,,,,,,,,,,,,,,,,,103088010
3,41,88,11,2,1,,,,,,,,,,,,,,,,,,,103088011
3,41,88,11,11,1,,,,,,,,,,,,,,,,,,,103088011
3,41,88,11,6,1,,,,,,,,,,,,,,,,,,,103088011
3,41,88,11,5,1,,,,,,,,,,,,,,,,,,,103088011
3,41,88,11,14,1,,,,,,,,,,,,,,,,,,,103088011
3,41,88,11,1,1,23,7,3,39,47,2,,,,,2,,,,,,,,103088011
3,41,88,11,7,1,,,,,,,,,,,,,,,,,,,103088011
3,41,88,11,10,1,,,,,,,,,,,,,,,,,,,103088011
3,41,88,11,12,1,,,,,,,,,,,,,,,,,,,103088011
3,41,88,11,15,1,,,,,,,,,,,,,,,,,,,103088011
3,41,88,11,9,1,,,,,,,,,,,,,,,,,,,103088011
3,41,88,11,4,1,,,,,,,,,,,,,,,,,,,103088011
3,41,88,11,8,1,,,,,,,,,,,,,,,,,,,103088011
3,41,88,11,13,1,,,,,,,,,,,,,,,,,,,103088011
3,41,88,11,3,1,,,,,,,,,,,,,,,,,,,103088011
3,41,88,17,3,1,,,,,,,,,,,,,,,,,,,103088017
3,41,88,17,12,1,,,,,,,,,,,,,,,,,,,103088017
3,41,88,17,10,1,,,,,,,,,,,,,,,,,,,103088017
3,41,88,17,11,1,,,,,,,,,,,,,,,,,,,103088017
3,41,88,17,8,1,,,,,,,,,,,,,,,,,,,103088017
3,41,88,17,14,1,,,,,,,,,,,,,,,,,,,103088017
3,41,88,17,2,1,,,,,,,,,,,,,,,,,,,103088017
3,41,88,17,5,1,,,,,,,,,,,,,,,,,,,103088017
3,41,88,17,9,1,,,,,,,,,,,,,,,,,,,103088017
3,41,88,17,1,1,19,7,3,1,12,2,,,3,,2,,,,,,,,103088017
3,41,88,17,7,1,,,,,,,,,,,,,,,,,,,103088017
3,41,88,17,4,1,,,,,,,,,,,,,,,,,,,103088017
3,41,88,17,15,1,,,,,,,,,,,,,,,,,,,103088017
3,41,88,17,13,1,,,,,,,,,,,,,,,,,,,103088017
3,41,88,17,6,1,,,,,,,,,,,,,,,,,,,103088017
3,41,88,19,7,2,,,,,,,,,,,,,,,,,,,103088019
3,41,88,19,15,4,,,,,,,,,,,,,,,,,,,103088019
3,41,88,19,6,2,,,,,,,,,,,,,,,,,,,103088019
3,41,88,19,5,2,,,,,,,,,,,,,,,,,,,103088019
3,41,88,19,10,4,,,,,,,,,,,,,,,,,,,103088019
3,41,88,19,11,4,,,,,,,,,,,,,,,,,,,103088019
3,41,88,19,9,2,,,,,,,,,,,,,,,,,,,103088019
3,41,88,19,14,1,,,,,,,,,,,,,,,,,,,103088019
3,41,88,19,13,2,,,,,,,,,,,,,,,,,,,103088019
3,41,88,19,8,1,,,,,,,,,,,,,,,,,,,103088019
3,41,88,19,2,3,19,7,2,0.5,47,2,,,5,,2,,,,,,,,103088019
3,41,88,19,3,1,27,7,2,0.5,47,2,,,5,,2,,,,,,,,103088019
3,41,88,19,1,3,24,8,3,1.20000004768372,47,2,,,5,,2,,,,,,,,103088019
3,41,88,19,12,2,,,,,,,,,,,,,,,,,,,103088019
3,41,88,19,4,3,,,,0.5,47,2,,,5,,2,,,,,,,,103088019
3,41,88,20,12,1,,,,,,,,,,,,,,,,,,,103088020
3,41,88,20,14,1,,,,,,,,,,,,,,,,,,,103088020
3,41,88,20,15,1,,,,,,,,,,,,,,,,,,,103088020
3,41,88,20,8,1,,,,,,,,,,,,,,,,,,,103088020
3,41,88,20,2,1,,,,,,,,,,,,,,,,,,,103088020
3,41,88,20,5,1,,,,,,,,,,,,,,,,,,,103088020
3,41,88,20,3,1,,,,,,,,,,,,,,,,,,,103088020
3,41,88,20,1,1,23,7,2,0.5,47,2,,,,,2,,,,60,,,,103088020
3,41,88,20,13,1,,,,,,,,,,,,,,,,,,,103088020
3,41,88,20,4,1,,,,,,,,,,,,,,,,,,,103088020
3,41,88,20,11,1,,,,,,,,,,,,,,,,,,,103088020
3,41,88,20,10,1,,,,,,,,,,,,,,,,,,,103088020
3,41,88,20,9,1,,,,,,,,,,,,,,,,,,,103088020
3,41,88,20,6,1,,,,,,,,,,,,,,,,,,,103088020
3,41,88,20,7,1,,,,,,,,,,,,,,,,,,,103088020
3,41,88,21,6,1,,,,,,,,,,,,,,,,,,,103088021
3,41,88,21,12,1,,,,,,,,,,,,,,,,,,,103088021
3,41,88,21,9,1,,,,,,,,,,,,,,,,,,,103088021
3,41,88,21,7,1,,,,,,,,,,,,,,,,,,,103088021
3,41,88,21,13,1,,,,,,,,,,,,,,,,,,,103088021
3,41,88,21,8,1,,,,,,,,,,,,,,,,,,,103088021
3,41,88,21,14,1,,,,,,,,,,,,,,,,,,,103088021
3,41,88,21,4,1,24,8,2,0.5,47,2,,,,,2,2,,2,50,,,,103088021
3,41,88,21,5,1,,,,,,,,,,,,,,,,,,,103088021
3,41,88,21,10,1,,,,,,,,,,,,,,,,,,,103088021
3,41,88,21,3,1,27,7,2,0.5,47,2,,,,,2,2,,2,40,,,,103088021
3,41,88,21,1,1,5,6,2,0.5,47,2,,,,,2,2,,2,12,,,,103088021
3,41,88,21,2,1,19,7,2,0.5,47,2,,,,,2,2,,2,15,,,,103088021
3,41,88,21,11,1,,,,,,,,,,,,,,,,,,,103088021
3,41,88,21,15,1,,,,,,,,,,,,,,,,,,,103088021
3,41,88,25,6,2,,,,,,,,,,,,,,,,,,,103088025
3,41,88,25,10,1,,,,,,,,,,,,,,,,,,,103088025
3,41,88,25,14,1,,,,,,,,,,,,,,,,,,,103088025
3,41,88,25,1,2,19,7,7,1,47,2,,,,,2,,,,,,21,,103088025
3,41,88,25,7,1,,,,,,,,,,,,,,,,,,,103088025
3,41,88,25,11,2,,,,,,,,,,,,,,,,,,,103088025
3,41,88,25,8,1,,,,,,,,,,,,,,,,,,,103088025
3,41,88,25,3,2,19,7,7,2,44,2,,,4,,2,,,,,,14,,103088025
3,41,88,25,9,2,,,,,,,,,,,,,,,,,,,103088025
3,41,88,25,2,1,5,6,3,1,47,2,,,,,2,,,,30,,,,103088025
3,41,88,25,4,2,,,,,,,,,,,,,,,,,,,103088025
3,41,88,25,15,1,,,,,,,,,,,,,,,,,,,103088025
3,41,88,25,12,2,,,,,,,,,,,,,,,,,,,103088025
3,41,88,25,5,1,,,,,,,,,,,,,,,,,,,103088025
3,41,88,25,13,2,,,,,,,,,,,,,,,,,,,103088025
3,43,96,23,2,1,27,7,2,12,47,2,,,,,2,2,,2,20,,,,103096023
3,43,96,23,10,1,,,,,,,,,,,,,,,,,,,103096023
3,43,96,23,4,1,,,,,,,,,,,,,,,,,,,103096023
3,43,96,23,7,1,,,,,,,,,,,,,,,,,,,103096023
3,43,96,23,14,1,,,,,,,,,,,,,,,,,,,103096023
3,43,96,23,13,1,,,,,,,,,,,,,,,,,,,103096023
3,43,96,23,12,1,,,,,,,,,,,,,,,,,,,103096023
3,43,96,23,11,1,,,,,,,,,,,,,,,,,,,103096023
3,43,96,23,9,1,,,,,,,,,,,,,,,,,,,103096023
3,43,96,23,1,1,23,7,2,12,47,2,,,,,2,2,,2,40,,,,103096023
3,43,96,23,15,1,,,,,,,,,,,,,,,,,,,103096023
3,43,96,23,5,1,,,,,,,,,,,,,,,,,,,103096023
3,43,96,23,6,1,,,,,,,,,,,,,,,,,,,103096023
3,43,96,23,8,1,,,,,,,,,,,,,,,,,,,103096023
3,43,96,23,3,1,,,,,,,,,,,,,,,,,,,103096023
3,43,96,50,11,1,,,,,,,,,,,,,,,,,,,103096050
3,43,96,50,15,1,,,,,,,,,,,,,,,,,,,103096050
3,43,96,50,7,1,,,,,,,,,,,,,,,,,,,103096050
3,43,96,50,4,1,,,,,,,,,,,,,,,,,,,103096050
3,43,96,50,12,1,,,,,,,,,,,,,,,,,,,103096050
3,43,96,50,8,1,,,,,,,,,,,,,,,,,,,103096050
3,43,96,50,10,1,,,,,,,,,,,,,,,,,,,103096050
3,43,96,50,13,1,,,,,,,,,,,,,,,,,,,103096050
3,43,96,50,9,1,,,,,,,,,,,,,,,,,,,103096050
3,43,96,50,3,1,,,,,,,,,,,,,,,,,,,103096050
3,43,96,50,2,1,,,,,,,,,,,,,,,,,,,103096050
3,43,96,50,14,1,,,,,,,,,,,,,,,,,,,103096050
3,43,96,50,6,1,,,,,,,,,,,,,,,,,,,103096050
3,43,96,50,1,1,27,7,3,200,39,2,,,,,2,,,,250,,3,,103096050
3,43,96,50,5,1,,,,,,,,,,,,,,,,,,,103096050
3,43,96,58,15,1,,,,,,,,,,,,,,,,,,,103096058
3,43,96,58,13,1,,,,,,,,,,,,,,,,,,,103096058
3,43,96,58,12,1,,,,,,,,,,,,,,,,,,,103096058
3,43,96,58,7,1,,,,,,,,,,,,,,,,,,,103096058
3,43,96,58,3,1,27,7,2,,,,,,,,2,,,,880,,7,,103096058
3,43,96,58,1,1,19,7,2,,,,,,,,2,,,,150,,7,,103096058
3,43,96,58,5,1,,,,,,,,,,,,,,,,,,,103096058
3,43,96,58,14,1,,,,,,,,,,,,,,,,,,,103096058
3,43,96,58,2,1,5,6,2,,,,,,,,2,,,,150,,7,,103096058
3,43,96,58,6,1,,,,,,,,,,,,,,,,,,,103096058
3,43,96,58,8,1,,,,,,,,,,,,,,,,,,,103096058
3,43,96,58,9,1,,,,,,,,,,,,,,,,,,,103096058
3,43,96,58,4,1,,,,,,,,,,,,,,,,,,,103096058
3,43,96,58,11,1,,,,,,,,,,,,,,,,,,,103096058
3,43,96,58,10,1,,,,,,,,,,,,,,,,,,,103096058
3,43,96,86,8,1,,,,,,,,,,,,,,,,,,,103096086
3,43,96,86,11,1,,,,,,,,,,,,,,,,,,,103096086
3,43,96,86,13,1,,,,,,,,,,,,,,,,,,,103096086
3,43,96,86,3,1,,,,,,,,,,,,,,,,,,,103096086
3,43,96,86,14,1,,,,,,,,,,,,,,,,,,,103096086
3,43,96,86,10,1,,,,,,,,,,,,,,,,,,,103096086
3,43,96,86,4,1,,,,,,,,,,,,,,,,,,,103096086
3,43,96,86,15,1,,,,,,,,,,,,,,,,,,,103096086
3,43,96,86,7,1,,,,,,,,,,,,,,,,,,,103096086
3,43,96,86,2,1,,,,,,,,,,,,,,,,,,,103096086
3,43,96,86,1,1,27,7,3,9,47,1,23,5,12,,2,,,2,800,,1,,103096086
3,43,96,86,5,1,,,,,,,,,,,,,,,,,,,103096086
3,43,96,86,12,1,,,,,,,,,,,,,,,,,,,103096086
3,43,96,86,9,1,,,,,,,,,,,,,,,,,,,103096086
3,43,96,86,6,1,,,,,,,,,,,,,,,,,,,103096086
3,43,96,95,14,2,,,,,,,,,,,,,,,,,,,103096095
3,43,96,95,15,1,,,,,,,,,,,,,,,,,,,103096095
3,43,96,95,12,1,,,,,,,,,,,,,,,,,,,103096095
3,43,96,95,5,2,,,,,,,,,,,,,,,,,,,103096095
3,43,96,95,11,3,,,,,,,,,,,,,,,,,,,103096095
3,43,96,95,6,3,,,,,,,,,,,,,,,,,,,103096095
3,43,96,95,2,2,,,,,,,,,,,,,,,,,,,103096095
3,43,96,95,1,3,5,6,2,,,,,,,,2,,,2,500,,1,,103096095
3,43,96,95,7,1,,,,,,,,,,,,,,,,,,,103096095
3,43,96,95,9,3,,,,,,,,,,,,,,,,,,,103096095
3,43,96,95,3,3,,,,,,,,,,,,,,,,,,,103096095
3,43,96,95,4,1,,,,,,,,,,,,,,,,,,,103096095
3,43,96,95,8,1,,,,,,,,,,,,,,,,,,,103096095
3,43,96,95,10,2,,,,,,,,,,,,,,,,,,,103096095
3,43,96,95,13,1,,,,,,,,,,,,,,,,,,,103096095
3,43,97,17,5,1,,,,,,,,,,,,,,,,,,,103097017
3,43,97,17,9,1,,,,,,,,,,,,,,,,,,,103097017
3,43,97,17,2,1,19,7,2,,,2,,,,,2,,,,324,,7,,103097017
3,43,97,17,7,1,,,,,,,,,,,,,,,,,,,103097017
3,43,97,17,15,1,,,,,,,,,,,,,,,,,,,103097017
3,43,97,17,6,1,,,,,,,,,,,,,,,,,,,103097017
3,43,97,17,12,1,,,,,,,,,,,,,,,,,,,103097017
3,43,97,17,11,1,,,,,,,,,,,,,,,,,,,103097017
3,43,97,17,13,1,,,,,,,,,,,,,,,,,,,103097017
3,43,97,17,10,1,,,,,,,,,,,,,,,,,,,103097017
3,43,97,17,3,1,,,,,,,,,,,,,,,,,,,103097017
3,43,97,17,8,1,,,,,,,,,,,,,,,,,,,103097017
3,43,97,17,1,1,37,7,2,,,2,,,,,2,,,,80,,,,103097017
3,43,97,17,4,1,,,,,,,,,,,,,,,,,,,103097017
3,43,97,17,14,1,,,,,,,,,,,,,,,,,,,103097017
4,6,114,4,5,1,,,,,,,,,,,,,,,,,,,104114004
4,6,114,4,13,1,,,,,,,,,,,,,,,,,,,104114004
4,6,114,4,2,1,5,6,2,,,,,,,,1,,2,2,415,,,,104114004
4,6,114,4,11,1,,,,,,,,,,,,,,,,,,,104114004
4,6,114,4,12,1,,,,,,,,,,,,,,,,,,,104114004
4,6,114,4,9,1,,,,,,,,,,,,,,,,,,,104114004
4,6,114,4,15,1,,,,,,,,,,,,,,,,,,,104114004
4,6,114,4,14,1,,,,,,,,,,,,,,,,,,,104114004
4,6,114,4,1,1,19,7,1,,,,,,,,2,,,2,700,,,,104114004
4,6,114,4,7,1,,,,,,,,,,,,,,,,,,,104114004
4,6,114,4,8,1,,,,,,,,,,,,,,,,,,,104114004
4,6,114,4,4,1,,,,,,,,,,,,,,,,,,,104114004
4,6,114,4,10,1,,,,,,,,,,,,,,,,,,,104114004
4,6,114,4,6,1,,,,,,,,,,,,,,,,,,,104114004
4,6,114,4,3,1,,,,,,,,,,,,,,,,,,,104114004
4,6,114,6,13,1,,,,,,,,,,,,,,,,,,,104114006
4,6,114,6,4,1,,,,,,,,,,,,,,,,,,,104114006
4,6,114,6,12,1,,,,,,,,,,,,,,,,,,,104114006
4,6,114,6,3,1,,,,,,,,,,,,,,,,,,,104114006
4,6,114,6,6,1,,,,,,,,,,,,,,,,,,,104114006
4,6,114,6,11,1,,,,,,,,,,,,,,,,,,,104114006
4,6,114,6,9,1,,,,,,,,,,,,,,,,,,,104114006
4,6,114,6,8,1,,,,,,,,,,,,,,,,,,,104114006
4,6,114,6,15,1,,,,,,,,,,,,,,,,,,,104114006
4,6,114,6,2,1,5,6,1,,,2,,,,,1,,2,2,10,,,,104114006
4,6,114,6,5,1,,,,,,,,,,,,,,,,,,,104114006
4,6,114,6,14,1,,,,,,,,,,,,,,,,,,,104114006
4,6,114,6,1,1,19,7,,,,,,,,,,,,,,,,,104114006
4,6,114,6,7,1,,,,,,,,,,,,,,,,,,,104114006
4,6,114,6,10,1,,,,,,,,,,,,,,,,,,,104114006
4,6,114,14,5,1,,,,,,,,,,,,,,,,,,,104114014
4,6,114,14,8,1,,,,,,,,,,,,,,,,,,,104114014
4,6,114,14,7,1,,,,,,,,,,,,,,,,,,,104114014
4,6,114,14,14,1,,,,,,,,,,,,,,,,,,,104114014
4,6,114,14,2,1,,,,,,,,,,,,,,,,,,,104114014
4,6,114,14,4,1,,,,,,,,,,,,,,,,,,,104114014
4,6,114,14,3,1,,,,,,,,,,,,,,,,,,,104114014
4,6,114,14,15,1,,,,,,,,,,,,,,,,,,,104114014
4,6,114,14,12,1,,,,,,,,,,,,,,,,,,,104114014
4,6,114,14,6,1,,,,,,,,,,,,,,,,,,,104114014
4,6,114,14,9,1,,,,,,,,,,,,,,,,,,,104114014
4,6,114,14,13,1,,,,,,,,,,,,,,,,,,,104114014
4,6,114,14,10,1,,,,,,,,,,,,,,,,,,,104114014
4,6,114,14,11,1,,,,,,,,,,,,,,,,,,,104114014
4,6,114,14,1,1,5,6,1,,,,,,,,1,4,,2,40,,,,104114014
4,6,114,15,11,1,,,,,,,,,,,,,,,,,,,104114015
4,6,114,15,13,1,,,,,,,,,,,,,,,,,,,104114015
4,6,114,15,6,1,,,,,,,,,,,,,,,,,,,104114015
4,6,114,15,3,1,,,,,,,,,,,,,,,,,,,104114015
4,6,114,15,15,1,,,,,,,,,,,,,,,,,,,104114015
4,6,114,15,5,1,,,,,,,,,,,,,,,,,,,104114015
4,6,114,15,10,1,,,,,,,,,,,,,,,,,,,104114015
4,6,114,15,4,1,,,,,,,,,,,,,,,,,,,104114015
4,6,114,15,8,1,,,,,,,,,,,,,,,,,,,104114015
4,6,114,15,7,1,,,,,,,,,,,,,,,,,,,104114015
4,6,114,15,12,1,,,,,,,,,,,,,,,,,,,104114015
4,6,114,15,9,1,,,,,,,,,,,,,,,,,,,104114015
4,6,114,15,1,1,22,7,4,,,2,,,,,2,,,2,50,,,,104114015
4,6,114,15,2,1,,,,,,,,,,,,,,,,,,,104114015
4,6,114,15,14,1,,,,,,,,,,,,,,,,,,,104114015
4,7,117,13,3,1,,,,,,,,,,,,,,,,,,,104117013
4,7,117,13,9,1,,,,,,,,,,,,,,,,,,,104117013
4,7,117,13,5,1,,,,,,,,,,,,,,,,,,,104117013
4,7,117,13,15,1,,,,,,,,,,,,,,,,,,,104117013
4,7,117,13,1,1,23,7,3,2000,39,2,,,6,50,2,,,2,200,0,5,,104117013
4,7,117,13,8,1,,,,,,,,,,,,,,,,,,,104117013
4,7,117,13,2,1,,,,,,,,,,,,,,,,,,,104117013
4,7,117,13,6,1,,,,,,,,,,,,,,,,,,,104117013
4,7,117,13,7,1,,,,,,,,,,,,,,,,,,,104117013
4,7,117,13,12,1,,,,,,,,,,,,,,,,,,,104117013
4,7,117,13,11,1,,,,,,,,,,,,,,,,,,,104117013
4,7,117,13,13,1,,,,,,,,,,,,,,,,,,,104117013
4,7,117,13,10,1,,,,,,,,,,,,,,,,,,,104117013
4,7,117,13,4,1,,,,,,,,,,,,,,,,,,,104117013
4,7,117,13,14,1,,,,,,,,,,,,,,,,,,,104117013
4,7,117,16,1,1,40,6,3,500,39,2,0,0,,,2,,,2,100,0,,,104117016
4,7,117,16,3,1,,,,,,,,,,,,,,,,,,,104117016
4,7,117,16,4,1,,,,,,,,,,,,,,,,,,,104117016
4,7,117,16,12,1,,,,,,,,,,,,,,,,,,,104117016
4,7,117,16,6,1,,,,,,,,,,,,,,,,,,,104117016
4,7,117,16,2,1,,,,,,,,,,,,,,,,,,,104117016
4,7,117,16,13,1,,,,,,,,,,,,,,,,,,,104117016
4,7,117,16,11,1,,,,,,,,,,,,,,,,,,,104117016
4,7,117,16,7,1,,,,,,,,,,,,,,,,,,,104117016
4,7,117,16,14,1,,,,,,,,,,,,,,,,,,,104117016
4,7,117,16,10,1,,,,,,,,,,,,,,,,,,,104117016
4,7,117,16,9,1,,,,,,,,,,,,,,,,,,,104117016
4,7,117,16,5,1,,,,,,,,,,,,,,,,,,,104117016
4,7,117,16,8,1,,,,,,,,,,,,,,,,,,,104117016
4,7,117,16,15,1,,,,,,,,,,,,,,,,,,,104117016
4,7,117,19,13,1,,,,,,,,,,,,,,,,,,,104117019
4,7,117,19,15,1,,,,,,,,,,,,,,,,,,,104117019
4,7,117,19,9,1,,,,,,,,,,,,,,,,,,,104117019
4,7,117,19,8,1,,,,,,,,,,,,,,,,,,,104117019
4,7,117,19,4,1,,,,,,,,,,,,,,,,,,,104117019
4,7,117,19,6,1,,,,,,,,,,,,,,,,,,,104117019
4,7,117,19,12,1,,,,,,,,,,,,,,,,,,,104117019
4,7,117,19,11,1,,,,,,,,,,,,,,,,,,,104117019
4,7,117,19,3,1,40,6,3,500,39,2,,,,,2,,,2,10,0,,,104117019
4,7,117,19,1,1,19,7,3,500,39,2,,,,,2,,,2,150,0,,,104117019
4,7,117,19,7,1,,,,,,,,,,,,,,,,,,,104117019
4,7,117,19,14,1,,,,,,,,,,,,,,,,,,,104117019
4,7,117,19,5,1,,,,,,,,,,,,,,,,,,,104117019
4,7,117,19,2,1,5,6,3,500,39,2,,,,,2,,,2,60,0,,,104117019
4,7,117,19,10,1,,,,,,,,,,,,,,,,,,,104117019
4,7,119,31,6,1,,,,,,,,,,,,,,,,,,,104119031
4,7,119,31,5,1,,,,,,,,,,,,,,,,,,,104119031
4,7,119,31,11,1,,,,,,,,,,,,,,,,,,,104119031
4,7,119,31,2,1,,,,,,,,,,,,,,,,,,,104119031
4,7,119,31,15,1,,,,,,,,,,,,,,,,,,,104119031
4,7,119,31,10,1,,,,,,,,,,,,,,,,,,,104119031
4,7,119,31,1,1,19,7,2,,,,,,,,,,,2,250,,,,104119031
4,7,119,31,3,1,,,,,,,,,,,,,,,,,,,104119031
4,7,119,31,7,1,,,,,,,,,,,,,,,,,,,104119031
4,7,119,31,9,1,,,,,,,,,,,,,,,,,,,104119031
4,7,119,31,13,1,,,,,,,,,,,,,,,,,,,104119031
4,7,119,31,14,1,,,,,,,,,,,,,,,,,,,104119031
4,7,119,31,4,1,,,,,,,,,,,,,,,,,,,104119031
4,7,119,31,12,1,,,,,,,,,,,,,,,,,,,104119031
4,7,119,31,8,1,,,,,,,,,,,,,,,,,,,104119031
4,46,108,18,6,1,,,,,,,,,,,,,,,,,,,104108018
4,46,108,18,14,1,,,,,,,,,,,,,,,,,,,104108018
4,46,108,18,15,1,,,,,,,,,,,,,,,,,,,104108018
4,46,108,18,9,1,,,,,,,,,,,,,,,,,,,104108018
4,46,108,18,5,1,,,,,,,,,,,,,,,,,,,104108018
4,46,108,18,8,1,,,,,,,,,,,,,,,,,,,104108018
4,46,108,18,11,1,,,,,,,,,,,,,,,,,,,104108018
4,46,108,18,13,1,,,,,,,,,,,,,,,,,,,104108018
4,46,108,18,3,1,,,,,,,,,,,,,,,,,,,104108018
4,46,108,18,1,1,19,8,3,3,47,2,,,3,80,2,,,2,90,,0,,104108018
4,46,108,18,2,1,,,,,,,,,,,,,,,,,,,104108018
4,46,108,18,12,1,,,,,,,,,,,,,,,,,,,104108018
4,46,108,18,4,1,,,,,,,,,,,,,,,,,,,104108018
4,46,108,18,10,1,,,,,,,,,,,,,,,,,,,104108018
4,46,108,18,7,1,,,,,,,,,,,,,,,,,,,104108018
4,46,109,6,2,1,,,,,,,,,,,,,,,,,,,104109006
4,46,109,6,4,1,,,,,,,,,,,,,,,,,,,104109006
4,46,109,6,13,1,,,,,,,,,,,,,,,,,,,104109006
4,46,109,6,11,1,,,,,,,,,,,,,,,,,,,104109006
4,46,109,6,6,1,,,,,,,,,,,,,,,,,,,104109006
4,46,109,6,10,1,,,,,,,,,,,,,,,,,,,104109006
4,46,109,6,1,1,5,6,2,,,2,,,,,2,,,1,27,50,,,104109006
4,46,109,6,12,1,,,,,,,,,,,,,,,,,,,104109006
4,46,109,6,14,1,,,,,,,,,,,,,,,,,,,104109006
4,46,109,6,9,1,,,,,,,,,,,,,,,,,,,104109006
4,46,109,6,3,1,,,,,,,,,,,,,,,,,,,104109006
4,46,109,6,7,1,,,,,,,,,,,,,,,,,,,104109006
4,46,109,6,5,1,,,,,,,,,,,,,,,,,,,104109006
4,46,109,6,15,1,,,,,,,,,,,,,,,,,,,104109006
4,46,109,6,8,1,,,,,,,,,,,,,,,,,,,104109006
4,46,109,25,7,1,,,,,,,,,,,,,,,,,,,104109025
4,46,109,25,13,1,,,,,,,,,,,,,,,,,,,104109025
4,46,109,25,11,1,,,,,,,,,,,,,,,,,,,104109025
4,46,109,25,10,1,,,,,,,,,,,,,,,,,,,104109025
4,46,109,25,9,1,,,,,,,,,,,,,,,,,,,104109025
4,46,109,25,5,1,,,,,,,,,,,,,,,,,,,104109025
4,46,109,25,1,1,30,6,3,6,47,1,14,,5,,2,,,2,280,,,,104109025
4,46,109,25,12,1,,,,,,,,,,,,,,,,,,,104109025
4,46,109,25,2,1,14,7,3,6,47,1,30,,5,,2,,,2,80,,,,104109025
4,46,109,25,14,1,,,,,,,,,,,,,,,,,,,104109025
4,46,109,25,6,1,,,,,,,,,,,,,,,,,,,104109025
4,46,109,25,3,1,,,,,,,,,,,,,,,,,,,104109025
4,46,109,25,8,1,,,,,,,,,,,,,,,,,,,104109025
4,46,109,25,4,1,,,,,,,,,,,,,,,,,,,104109025
4,46,109,25,15,1,,,,,,,,,,,,,,,,,,,104109025
4,49,120,1,10,2,,,,,,,,,,,,,,,,,,,104120001
4,49,120,1,11,1,,,,,,,,,,,,,,,,,,,104120001
4,49,120,1,1,2,19,7,2,,,,,,,,2,,,2,250,,,,104120001
4,49,120,1,6,2,,,,,,,,,,,,,,,,,,,104120001
4,49,120,1,8,2,,,,,,,,,,,,,,,,,,,104120001
4,49,120,1,5,2,,,,,,,,,,,,,,,,,,,104120001
4,49,120,1,7,2,,,,,,,,,,,,,,,,,,,104120001
4,49,120,1,14,2,,,,,,,,,,,,,,,,,,,104120001
4,49,120,1,12,2,,,,,,,,,,,,,,,,,,,104120001
4,49,120,1,3,2,,,,,,,,,,,,,,,,,,,104120001
4,49,120,1,9,2,,,,,,,,,,,,,,,,,,,104120001
4,49,120,1,15,2,,,,,,,,,,,,,,,,,,,104120001
4,49,120,1,4,2,,,,,,,,,,,,,,,,,,,104120001
4,49,120,1,13,2,,,,,,,,,,,,,,,,,,,104120001
4,49,120,1,2,1,,,,,,,,,,,,,,,,,,,104120001
4,49,120,10,10,1,,,,,,,,,,,,,,,,,,,104120010
4,49,120,10,13,1,,,,,,,,,,,,,,,,,,,104120010
4,49,120,10,15,1,,,,,,,,,,,,,,,,,,,104120010
4,49,120,10,12,1,,,,,,,,,,,,,,,,,,,104120010
4,49,120,10,3,1,,,,,,,,,,,,,,,,,,,104120010
4,49,120,10,5,1,,,,,,,,,,,,,,,,,,,104120010
4,49,120,10,1,1,5,6,2,,,,,,,,2,,,2,30,,,,104120010
4,49,120,10,2,1,,,,,,,,,,,,,,,,,,,104120010
4,49,120,10,11,1,,,,,,,,,,,,,,,,,,,104120010
4,49,120,10,4,1,,,,,,,,,,,,,,,,,,,104120010
4,49,120,10,14,1,,,,,,,,,,,,,,,,,,,104120010
4,49,120,10,9,1,,,,,,,,,,,,,,,,,,,104120010
4,49,120,10,8,1,,,,,,,,,,,,,,,,,,,104120010
4,49,120,10,6,1,,,,,,,,,,,,,,,,,,,104120010
4,49,120,10,7,1,,,,,,,,,,,,,,,,,,,104120010
4,49,120,13,1,1,19,7,2,,,,,,,,2,,,2,20,,,,104120013
4,49,120,13,8,1,,,,,,,,,,,,,,,,,,,104120013
4,49,120,13,7,1,,,,,,,,,,,,,,,,,,,104120013
4,49,120,13,4,1,,,,,,,,,,,,,,,,,,,104120013
4,49,120,13,11,1,,,,,,,,,,,,,,,,,,,104120013
4,49,120,13,13,1,,,,,,,,,,,,,,,,,,,104120013
4,49,120,13,9,1,,,,,,,,,,,,,,,,,,,104120013
4,49,120,13,5,1,,,,,,,,,,,,,,,,,,,104120013
4,49,120,13,6,1,,,,,,,,,,,,,,,,,,,104120013
4,49,120,13,2,1,9,6,2,,,,,,,,2,,,2,50,,,,104120013
4,49,120,13,10,1,,,,,,,,,,,,,,,,,,,104120013
4,49,120,13,14,1,,,,,,,,,,,,,,,,,,,104120013
4,49,120,13,12,1,,,,,,,,,,,,,,,,,,,104120013
4,49,120,13,3,1,,,,,,,,,,,,,,,,,,,104120013
4,49,120,13,15,1,,,,,,,,,,,,,,,,,,,104120013
4,49,120,16,1,1,19,2,,,2,,,,,,2,,,2,22,50,,,104120016
4,49,120,16,2,1,,,,,,,,,,,,,,,,,,,104120016
4,49,120,16,13,1,,,,,,,,,,,,,,,,,,,104120016
