"id1","id2","id3","id4","otrans_no","s3biii_26","s3biii_27ii","s3biii_28","s3biii_29","s3biii_31ii","s3biii_32","s3biii_33","s3biii_33_1","s3biii_33_2","s3biii_33_3","s3biii_33_4","s3biii_33_5","s3biii_34i","s3biii_34ii","s3biii_35i","s3biii_35ii","s3biii_36i","s3biii_36ii","s3biii_37","hhno"
3,1,77,27,2,1,4,,4,,1,"1",1,,,,,96,0,0,0,0,0,3,103077027
3,1,77,61,1,1,1,1,2,,1,"1",1,,,,,260,0,20,0,0,0,3,103077061
3,1,78,10,1,1,,1,1,,5,"1",1,,,,,200,0,0,0,0,0,4,103078010
3,1,78,36,2,1,,1,2,,3,"1,2,5",1,2,5,,,100,0,10,0,8,0,5,103078036
3,1,78,36,3,1,,1,3,,3,"1,2,5",1,2,5,,,150,0,10,0,5,0,5,103078036
3,1,78,36,1,1,,1,1,,5,"1,2,5",1,2,5,,,100,0,10,0,5,0,4,103078036
3,1,79,10,1,1,,1,2,-8,5,"1",1,,,,,150,0,0,0,10,0,3,103079010
3,1,79,27,2,1,1,1,1,,3,"5",5,,,,,300,0,0,0,200,0,3,103079027
3,1,79,27,1,1,,1,1,,5,"5",5,,,,,400,0,0,0,100,0,3,103079027
3,1,79,33,1,1,,1,1,,1,"1",1,,,,,10,0,30,0,0,0,3,103079033
3,1,79,45,1,1,,1,2,,5,"1",1,,,,,120,0,0,0,0,0,3,103079045
3,1,79,50,1,1,,1,1,,5,"1",1,,,,,100,0,0,0,0,0,3,103079050
3,1,79,50,2,2,,1,8,,1,"1",1,,,,,60,0,50,0,0,0,3,103079050
3,1,80,2,1,1,,1,88,,5,"1",1,,,,,50,0,0,0,0,0,3,103080002
3,1,80,4,1,1,,1,2,,5,"1",1,,,,,100,0,0,0,0,0,3,103080004
3,1,80,6,1,1,,1,2,,5,"1,6",1,6,,,,100,0,50,0,0,0,3,103080006
3,1,80,6,2,2,,1,10,,5,"1,6",1,6,,,,50,0,30,0,0,0,3,103080006
3,1,80,15,1,2,,1,10,,5,"1,6,7",1,6,7,,,240,0,0,0,100,0,4,103080015
3,1,80,15,2,2,,1,11,,5,"1,6",1,6,,,,240,0,0,0,50,0,4,103080015
3,1,80,18,1,1,2,1,2,,5,"1,6,8",1,6,8,,,150,0,0,0,0,0,4,103080018
3,1,80,26,1,1,2,1,2,,5,"1,6",1,6,,,,500,0,0,0,0,0,4,103080026
3,1,80,26,2,2,10,1,10,,5,"1",1,,,,,300,0,0,0,0,0,4,103080026
3,1,80,41,1,1,,1,88,,3,"1,5",1,5,,,,300,0,0,0,0,0,3,103080041
3,1,80,41,2,2,,1,12,,2,"1",1,,,,,150,0,0,0,0,0,3,103080041
3,1,80,56,1,1,,1,2,,3,"1,6",1,6,,,,160,0,0,0,50,0,4,103080056
3,1,81,4,2,1,,1,88,,2,"1,5,6",1,5,6,,,800,0,0,0,100,0,3,103081004
3,1,81,4,1,1,,1,88,,2,"1,4,6",1,4,6,,,600,0,0,0,100,0,3,103081004
3,1,81,34,1,1,,1,1,,2,"1,2,5",1,2,5,,,600,0,0,0,0,0,3,103081034
3,1,81,34,2,2,,1,12,,5,"1,2,8",1,2,8,,,150,0,0,0,0,0,4,103081034
3,1,82,17,4,1,,1,4,-8,2,"1,5,6",1,5,6,,,900,0,0,0,0,0,3,103082017
3,1,82,17,1,1,,1,1,-8,2,"1,4,6",1,4,6,,,500,0,0,0,0,0,3,103082017
3,1,82,17,2,1,,1,2,-8,2,"1,5,6",1,5,6,,,900,0,0,0,0,0,3,103082017
3,1,82,17,3,1,,1,3,-8,2,"1,5,6",1,5,6,,,900,0,0,0,0,0,3,103082017
3,1,82,28,1,1,,1,88,,5,"1,4,6",1,4,6,,,250,0,0,0,0,0,4,103082028
3,1,82,34,1,1,,1,88,,2,"1,4,6",1,4,6,,,840,0,0,0,0,0,5,103082034
3,1,82,41,1,1,,1,1,,3,"1,2,6",1,2,6,,,120,0,0,0,0,0,4,103082041
3,1,83,16,1,2,,1,7,-8,3,"1,2,6",1,2,6,,,120,0,0,0,0,0,4,103083016
3,1,83,55,1,1,,1,88,,2,"1,4",1,4,,,,180,0,0,0,0,0,4,103083055
3,1,83,70,1,2,,1,88,,5,"1,6",1,6,,,,150,0,0,0,0,0,4,103083070
3,1,84,18,2,1,,1,88,,1,"1,5",1,5,,,,120,0,0,0,0,0,,103084018
3,1,84,18,1,1,,1,88,,2,"1,6",1,6,,,,240,0,0,0,0,0,,103084018
3,1,84,53,1,1,,1,88,,5,"1,6",1,6,,,,100,0,75,0,0,0,4,103084053
3,1,84,127,1,1,,1,2,-8,2,"1,2,4",1,2,4,,,360,0,0,0,0,0,3,103084127
3,1,85,10,1,1,,1,88,,2,"1,4,5",1,4,5,,,800,0,0,0,0,0,4,103085010
3,1,85,14,1,1,,1,2,,2,"1,2",1,2,,,,480,0,100,0,0,0,3,103085014
3,1,85,14,2,2,,1,9,,2,"1,2",1,2,,,,400,0,0,0,0,0,3,103085014
3,1,85,83,1,1,,1,88,,5,"1,3",1,3,,,,200,0,0,0,0,0,5,103085083
3,1,85,83,2,1,,1,88,,5,"1,3",1,3,,,,250,0,0,0,0,0,5,103085083
3,1,86,2,1,1,,1,1,,5,"1,2,5",1,2,5,,,150,0,0,0,0,0,3,103086002
3,1,86,68,1,2,,1,88,,2,"1,6",1,6,,,,600,0,0,0,0,0,4,103086068
3,1,86,90,1,1,,1,88,,3,"1,5",1,5,,,,120,0,0,0,0,0,4,103086090
3,41,88,1,1,1,,1,1,,5,"1,2,5",1,2,5,,,300,0,200,0,0,0,3,103088001
3,41,88,3,1,1,,1,7,,5,"1",1,,,,,0,0,500,0,0,0,3,103088003
3,41,88,4,1,1,,,2,,2,"1,5",1,5,,,,600,0,80,0,0,0,5,103088004
3,41,88,12,1,1,,,30,,,,,,,,,0,0,0,0,0,0,,103088012
3,41,88,19,1,7,7,,,,1,"1,5",1,5,,,,200,0,50,0,0,0,3,103088019
3,41,88,25,1,1,,1,1,,2,"12",12,,,,,104,0,0,0,0,0,5,103088025
3,41,88,25,2,1,,1,2,,2,"1",1,,,,,780,0,100,0,0,0,5,103088025
3,44,89,44,1,2,,1,18,,2,"1,2,6",1,2,6,,,2400,0,200,0,0,0,4,103089044
3,44,89,60,1,1,,1,2,,2,"1,6",1,6,,,,600,0,100,0,0,0,4,103089060
3,44,89,63,1,1,,1,1,,,"1,2,6",1,2,6,,,360,0,0,0,0,0,4,103089063
3,44,89,82,1,1,,1,2,,2,"1,6",1,6,,,,800,0,0,0,0,0,3,103089082
3,40,90,1,1,1,,1,4,,3,"1",1,,,,,200,0,0,0,0,0,2,103090001
3,40,90,3,1,1,-8,1,1,,5,"1,2,6",1,2,6,,,100,0,50,0,0,0,4,103090003
3,40,90,5,1,1,,1,1,,5,"2",2,,,,,300,0,0,0,0,0,4,103090005
3,40,90,5,2,1,,1,2,,5,"2",2,,,,,300,0,0,0,0,0,4,103090005
3,40,90,7,1,1,,1,2,,5,"1",1,,,,,40,0,0,0,0,0,3,103090007
3,40,90,12,1,1,,1,2,,2,"1,6",1,6,,,,1200,0,0,0,0,0,3,103090012
3,40,90,27,1,1,,1,2,,3,"1,2,6",1,2,6,,,150,0,100,0,0,0,3,103090027
3,40,90,32,1,1,,1,2,,5,"1,4,6",1,4,6,,,300,0,0,0,100,0,3,103090032
3,44,91,79,1,1,,1,1,,5,"5",5,,,,,300,0,0,0,0,0,4,103091079
3,44,91,114,2,1,,1,88,,2,"1,5",1,5,,,,600,0,0,0,100,0,3,103091114
3,44,91,114,1,1,,1,88,,5,"1,6",1,6,,,,200,0,0,0,0,0,3,103091114
3,44,91,114,3,2,,1,88,,5,"1,6",1,6,,,,80,0,0,0,30,0,4,103091114
3,44,91,131,1,1,5,,,-8,5,"1",1,,,,,380,0,150,0,200,0,2,103091131
3,37,92,50,1,1,-8,1,7,,2,"1",1,,,,,700,0,100,0,0,0,3,103092050
3,37,92,80,1,2,,1,7,,5,"1",1,,,,,70,0,0,0,50,0,3,103092080
3,37,92,126,1,1,-8,1,3,,2,"1",1,,,,,100,0,70,0,0,0,3,103092126
3,43,93,7,2,1,,1,2,,2,"1,6",1,6,,,,500,0,0,0,0,0,3,103093007
3,43,93,7,1,1,,1,1,,2,"1,6",1,6,,,,500,0,0,0,0,0,3,103093007
3,43,93,7,3,2,,1,8,,2,"1,4",1,4,,,,600,0,100,0,0,0,3,103093007
3,43,93,15,1,1,,1,2,,5,,,,,,,200,0,0,0,100,0,3,103093015
3,43,93,15,2,1,,1,88,,5,,,,,,,150,0,0,0,50,0,3,103093015
3,43,93,18,1,1,,1,13,,1,"1,5",1,5,,,,780,0,50,0,0,0,3,103093018
3,43,93,34,1,1,-8,1,1,,1,"1,6",1,6,,,,240,0,20,0,0,0,3,103093034
3,43,93,56,1,1,,1,4,,2,"1,5,6",1,5,6,,,360,0,50,0,0,0,3,103093056
3,43,94,1,1,1,-8,2,,,2,"5",5,,,,,120,0,0,0,0,0,3,103094001
3,43,94,2,1,1,1,1,2,,2,"1",1,,,,,120,0,40,0,0,0,4,103094002
3,43,94,14,1,2,,1,12,,1,"1,6",1,6,,,,1000,0,200,0,100,0,4,103094014
3,43,94,18,1,1,,1,1,,2,"1,6",1,6,,,,300,0,0,0,70,0,3,103094018
3,43,94,18,2,2,,1,10,,5,,,,,,,100,0,0,0,0,0,3,103094018
3,43,94,18,3,2,,1,11,,5,,,,,,,100,0,50,0,0,0,3,103094018
3,43,95,33,2,1,,2,,,5,"1,4",1,4,,,,500,0,0,0,0,0,3,103095033
3,43,95,33,1,2,,1,7,,5,"1,4",1,4,,,,200,0,0,0,0,0,3,103095033
3,43,95,34,1,1,,1,1,,5,"1,4",1,4,,,,90,0,50,0,0,0,4,103095034
3,43,95,59,1,1,-8,1,2,,5,"2",2,,,,,70,0,30,0,0,0,3,103095059
3,43,95,59,2,2,-8,1,5,,1,"2",2,,,,,40,0,20,0,0,0,3,103095059
3,43,96,39,1,1,,1,4,,2,"1,4",1,4,,,,240,0,80,0,0,0,5,103096039
3,43,96,50,1,1,,1,1,,2,"1,5,6",1,5,6,,,480,0,100,0,0,0,3,103096050
3,43,96,50,2,1,,1,3,,1,"1",1,,,,,300,0,0,0,0,0,3,103096050
3,43,96,50,3,2,,1,12,,2,,,,,,,260,0,50,0,0,0,3,103096050
3,43,96,53,1,1,,1,6,,2,"1,4",1,4,,,,120,0,120,0,0,0,5,103096053
3,43,96,53,2,2,,1,15,,2,"1,6",1,6,,,,70,0,70,0,0,0,3,103096053
3,43,96,58,2,1,,1,8,,5,"1,5",1,5,,,,200,0,0,0,0,0,5,103096058
3,43,96,58,1,1,,1,2,,2,"1,6",1,6,,,,420,0,0,0,0,0,3,103096058
3,43,96,85,1,1,,1,1,,5,"1,2,5",1,2,5,,,120,0,0,0,0,0,4,103096085
3,43,96,86,1,1,,1,3,,2,"1,5",1,5,,,,200,0,101,0,0,0,4,103096086
3,43,96,86,2,1,,1,4,,2,"1,5",1,5,,,,200,0,360,0,0,0,3,103096086
3,43,96,95,1,1,,1,1,,5,"1,2,3",1,2,3,,,100,0,0,0,0,0,3,103096095
3,43,96,98,1,1,,1,1,,5,"1,2,5",1,2,5,,,30,0,60,0,0,0,4,103096098
3,43,97,1,1,2,-8,1,7,,2,"1",1,,,,,500,0,0,0,0,0,2,103097001
3,43,97,4,1,1,,1,1,-8,5,"1,5",1,5,,,,500,0,0,0,0,0,3,103097004
3,43,97,12,1,1,,1,6,,5,"1,4",1,4,,,,200,0,0,0,70,0,3,103097012
3,43,97,12,2,2,,1,2,,5,"1,6",1,6,,,,150,0,70,0,0,0,4,103097012
3,43,97,14,1,1,,1,4,,5,"1,5",1,5,,,,200,0,0,0,0,0,5,103097014
3,43,97,14,2,1,,1,6,,5,"1",1,,,,,150,0,0,0,0,0,3,103097014
3,43,97,15,1,1,,1,6,,2,"1,5",1,5,,,,800,0,100,0,0,0,3,103097015
3,43,97,17,1,1,,1,1,,5,"6",6,,,,,70,0,0,0,0,0,3,103097017
3,43,97,19,1,1,,1,7,,5,"1,6",1,6,,,,150,0,0,0,100,0,3,103097019
3,43,98,21,1,2,,1,9,,5,"1,2",1,2,,,,700,0,0,0,0,0,2,103098021
3,43,98,29,1,1,-8,1,2,,5,"6",6,,,,,250,0,50,0,0,0,3,103098029
3,43,98,31,1,1,,1,2,,5,"1",1,,,,,140,0,0,0,0,0,3,103098031
3,43,98,55,1,1,,1,7,,5,"1,4,6",1,4,6,,,200,0,100,0,0,0,3,103098055
3,43,98,60,1,1,,1,2,,5,"1",1,,,,,50,0,0,0,0,0,4,103098060
3,43,98,74,1,2,,1,8,,5,"1,6",1,6,,,,150,0,70,0,0,0,4,103098074
3,43,98,76,1,1,,1,3,,2,"1,6",1,6,,,,360,0,0,0,0,0,3,103098076
3,43,98,76,3,1,,1,1,,2,"1,5",1,5,,,,240,0,0,0,100,0,3,103098076
3,43,98,76,2,1,,2,,,2,"1,6",1,6,,,,240,0,0,0,0,0,3,103098076
3,39,99,4,2,1,-8,1,4,,5,"1,5",1,5,,,,100,0,0,0,0,0,4,103099004
3,39,99,4,1,1,-8,1,2,,5,"1,2",1,2,,,,0,0,70,0,0,0,4,103099004
3,39,99,13,3,1,,1,10,,1,"1",1,,,,,150,0,0,0,0,0,5,103099013
3,39,99,13,4,1,,1,11,,1,"1",1,,,,,150,0,0,0,0,0,5,103099013
3,39,99,13,2,1,,1,9,,1,"1",1,,,,,150,0,0,0,0,0,5,103099013
3,39,99,13,1,1,,1,6,,5,"3",3,,,,,50,0,0,0,0,0,4,103099013
3,39,99,23,1,1,,1,88,,1,"1,5",1,5,,,,420,0,0,0,0,0,4,103099023
3,38,100,4,1,1,-8,1,88,,2,"1,2,6",1,2,6,,,60,0,360,0,0,0,3,103100004
3,38,100,11,1,1,,1,88,,2,"2",2,,,,,3480,0,1500,0,0,0,3,103100011
3,38,100,19,1,1,,1,2,,2,"1,6",1,6,,,,240,0,80,0,0,0,3,103100019
4,3,101,20,2,1,,1,,,8,"1,5",1,5,,,,50,0,0,0,,0,2,104101020
4,3,101,20,1,1,,1,,,8,"1,5",1,5,,,,150,0,30,0,,0,2,104101020
4,3,101,20,3,1,,1,,,8,"1,5",1,5,,,,50,0,30,0,,0,2,104101020
4,3,101,52,1,1,,1,1,,5,"5",5,,,,,200,0,76,80,0,0,5,104101052
4,3,101,55,1,1,,1,1,,5,"1",1,,,,,0,0,35,0,26,0,4,104101055
4,3,101,55,2,2,6,1,6,,5,"1",1,,,,,0,0,40,0,22,0,4,104101055
4,3,101,57,1,1,,1,88,,3,"1",1,,,,,60,0,0,0,40,0,5,104101057
4,3,101,69,1,1,,1,,,5,"1",1,,,,,35,0,0,0,0,0,4,104101069
4,3,101,79,1,1,,1,2,,5,"1",1,,,,,,0,0,0,0,0,4,104101079
4,3,102,21,1,1,3,1,,-8,2,"1,5,6",1,5,6,,,900,0,0,0,0,0,1,104102021
4,54,104,3,2,1,4,,,,5,"1,5",1,5,,,,600,0,0,0,0,0,4,104104003
4,54,104,3,1,1,3,,,,5,"1,5",1,5,,,,600,0,0,0,0,0,1,104104003
4,53,105,16,1,1,-8,1,1,,5,"1,5",1,5,,,,700,0,0,0,0,0,4,104105016
4,53,105,16,2,1,-8,1,2,,5,"1,5",1,5,,,,20,0,0,0,0,0,3,104105016
4,53,105,22,1,1,,1,4,,5,"1",1,,,,,70,0,0,0,0,0,4,104105022
4,53,105,43,1,1,-8,1,6,,5,"3",3,,,,,100,0,0,0,0,0,4,104105043
4,54,106,30,2,1,-8,1,2,,5,"1",1,,,,,200,0,500,0,0,0,4,104106030
4,54,106,30,1,1,-8,1,1,,5,"1",1,,,,,200,0,0,0,0,0,4,104106030
4,46,108,16,1,1,,1,2,,5,"1",1,,,,,100,0,0,0,0,0,4,104108016
4,46,109,28,1,1,,1,88,-8,5,"5",5,,,,,15,0,0,0,0,0,4,104109028
4,60,110,9,1,1,,1,88,,5,"1",1,,,,,20,0,25,0,0,0,4,104110009
4,60,110,12,1,1,,1,1,,5,"1",1,,,,,50,0,0,0,0,0,4,104110012
4,60,110,14,1,1,1,1,4,1,5,"1",1,,,,,450,0,0,0,0,0,3,104110014
4,60,111,70,2,1,,1,7,,5,"1,5",1,5,,,,35,0,0,0,0,0,1,104111070
4,60,111,70,1,1,,1,6,,5,"1,5",1,5,,,,20,0,60,0,0,0,4,104111070
4,60,112,34,1,1,,1,2,,5,"6",6,,,,,100,0,0,0,0,0,3,104112034
4,60,112,48,1,1,-8,1,88,,5,"6",6,,,,,30,0,0,0,0,0,4,104112048
4,60,112,59,2,1,,1,88,-8,2,"1",1,,,,,60,0,0,0,0,0,3,104112059
4,60,112,59,1,1,,1,3,-8,2,"1",1,,,,,60,0,0,0,0,0,3,104112059
4,60,113,19,1,1,1,1,1,,5,"1,5",1,5,,,,300,0,20,0,0,0,3,104113019
4,6,114,5,1,2,-8,2,,-8,5,"1",1,,,,,0,0,6,0,0,0,3,104114005
4,6,114,6,1,1,,1,88,-8,5,"1",1,,,,,0,0,60,0,0,0,3,104114006
4,6,114,14,1,1,,1,88,,5,"1",1,,,,,0,0,,0,0,0,3,104114014
4,6,115,23,1,1,4,1,2,,2,"1,5,6",1,5,6,,,700,0,0,0,0,0,1,104115023
4,7,117,10,1,1,-8,1,2,-8,5,"1,4,6",1,4,6,,,130,0,0,0,100,0,4,104117010
4,7,117,11,1,1,-8,2,88,-8,2,"1,5",1,5,,,,480,0,0,0,0,0,4,104117011
4,7,117,11,2,2,-8,1,7,-8,5,"1,4,6",1,4,6,,,60,0,0,0,0,0,3,104117011
4,7,117,12,2,1,,1,2,-8,5,"5",5,,,,,100,0,0,0,0,0,,104117012
4,7,117,12,1,1,,1,1,-8,5,"5",5,,,,,100,0,0,0,0,0,4,104117012
4,7,117,24,2,1,-8,1,88,-8,5,"1,4,6",1,4,6,,,150,0,0,0,0,0,4,104117024
4,7,117,24,1,1,-8,1,2,-8,5,"1,4,6",1,4,6,,,200,0,0,0,0,0,4,104117024
4,7,117,33,1,1,,1,8,-8,2,"1,4,5",1,4,5,,,360,0,0,0,40,0,4,104117033
4,7,117,33,2,1,,1,2,-8,3,"1,4,5",1,4,5,,,600,0,0,0,70,0,4,104117033
4,62,118,35,1,1,9,1,9,,5,"5",5,,,,,20,0,0,0,0,0,4,104118035
4,7,119,11,1,1,10,1,10,,5,"6",6,,,,,200,0,0,0,0,0,4,104119011
4,7,119,34,1,1,,1,1,,5,"1",1,,,,,240,0,0,0,0,0,4,104119034
4,7,119,39,2,1,,1,8,,3,"1",1,,,,,300,0,0,0,0,0,4,104119039
4,7,119,39,1,1,,1,6,,3,"1",1,,,,,200,0,0,0,0,0,4,104119039
4,49,120,24,1,1,,1,8,,5,"1,8",1,8,,,,20,0,40,0,0,0,3,104120024
4,49,120,24,2,1,,1,88,,5,"1,8",1,8,,,,30,0,40,0,0,0,4,104120024
4,49,120,28,1,1,,1,51,,1,"1,5",1,5,,,,720,0,0,0,80,0,3,104120028
4,49,120,33,1,1,,1,1,,2,"1,3,6",1,3,6,,,600,0,0,0,0,0,4,104120033
4,49,120,34,1,1,,1,88,,2,"1",1,,,,,60,0,0,0,0,0,1,104120034
4,49,120,34,2,1,,1,88,,2,"1",1,,,,,24,0,0,0,0,0,4,104120034
4,49,120,34,3,1,,1,88,,2,"1",1,,,,,24,0,0,0,0,0,4,104120034
4,49,120,39,1,1,,1,2,41,5,"1",1,,,,,0,0,45,0,0,0,4,104120039
4,49,120,40,1,1,,1,1,,5,"1,8",1,8,,,,10,0,0,0,35,0,4,104120040
4,49,120,60,1,1,,1,88,,5,"1",1,,,,,200,0,50,0,0,0,4,104120060
4,49,121,23,1,1,,1,88,,5,"1",1,,,,,120,0,40,0,50,0,4,104121023
4,49,121,35,1,1,,1,2,,5,"1,6",1,6,,,,37,0,20,0,0,0,,104121035
4,49,121,48,1,1,,1,10,,5,"1",1,,,,,0,0,30,0,0,0,3,104121048
4,49,121,84,1,1,,1,3,,5,"1,6",1,6,,,,200,0,0,0,0,0,4,104121084
4,49,121,102,1,1,,1,2,,5,"1,6",1,6,,,,100,0,150,0,0,0,4,104121102
4,49,121,103,1,1,,1,88,,5,"1",1,,,,,0,0,25,0,0,0,3,104121103
4,49,121,130,1,1,,1,7,,5,"1,5",1,5,,,,60,0,50,0,20,0,3,104121130
4,55,122,2,1,2,,1,9,-8,1,"1,5,6",1,5,6,,,100,0,20,0,20,0,3,104122002
4,55,122,3,1,1,3,,,,1,"1,2,5",1,2,5,,,80,0,0,0,0,0,3,104122003
4,55,122,3,2,2,4,,,,2,"1,5",1,5,,,,90,0,0,0,0,0,3,104122003
4,55,122,3,3,2,6,,,,2,"1,5",1,5,,,,90,0,0,0,0,0,3,104122003
4,55,122,8,1,1,,2,,,5,"1,3,6",1,3,6,,,400,0,0,0,0,0,3,104122008
4,55,122,18,1,1,,1,3,,5,"1,6",1,6,,,,40,0,20,0,0,0,3,104122018
4,49,123,3,,1,,1,5,,5,"5",5,,,,,50,0,0,0,0,0,4,104123003
4,49,123,5,2,1,,1,2,,5,"1,5",1,5,,,,200,0,0,0,0,0,4,104123005
4,49,123,5,1,1,,1,1,,5,"1,5",1,5,,,,350,0,0,0,0,0,4,104123005
4,49,123,12,1,1,,1,2,,5,"1",1,,,,,50,0,40,0,0,0,4,104123012
4,49,123,17,1,1,,1,5,,5,"1",1,,,,,0,0,60,0,0,0,4,104123017
4,49,123,17,2,1,,1,4,,2,"1",1,,,,,0,0,144,0,0,0,3,104123017
4,49,123,31,1,1,,2,,,5,"1",1,,,,,0,0,60,0,0,0,3,104123031
4,49,123,32,1,1,,2,,,5,"1",1,,,,,0,0,40,0,0,0,3,104123032
4,49,124,26,1,1,,1,1,,5,"8",8,,,,,30,0,0,0,0,0,,104124026
4,49,124,52,1,1,,1,7,,5,"1",1,,,,,50,0,40,0,0,0,4,104124052
4,50,126,19,1,1,,1,2,,5,"1",1,,,,,70,0,0,0,0,0,,104126019
4,50,126,20,1,1,,1,1,,5,"1,5",1,5,,,,120,0,0,0,0,0,4,104126020
4,50,126,22,1,1,,1,1,,5,"5",5,,,,,20,0,0,0,0,0,4,104126022
4,50,126,23,3,1,,1,3,,5,"1",1,,,,,20,0,0,0,0,0,4,104126023
4,50,126,23,1,1,,1,1,,5,"1",1,,,,,20,0,0,0,0,0,4,104126023
4,50,126,23,2,1,,1,2,,5,"1",1,,,,,20,0,0,0,0,0,4,104126023
4,50,126,23,4,1,,1,4,,5,"1",1,,,,,20,0,0,0,0,0,4,104126023
4,50,126,41,1,1,,1,3,,5,"1",1,,,,,80,0,40,0,0,0,4,104126041
4,50,126,41,2,1,,1,5,,5,"1",1,,,,,100,0,30,0,0,0,4,104126041
4,50,126,41,3,2,,1,6,,5,"1",1,,,,,100,0,50,0,35,0,3,104126041
4,51,127,3,1,1,,1,1,,3,"1,5",1,5,,,,100,0,120,0,0,0,3,104127003
4,51,127,7,1,1,,1,8,,3,"1,5",1,5,,,,240,0,0,0,0,0,4,104127007
4,51,127,8,1,1,,1,1,,5,"1,2,5",1,2,5,,,480,0,70,0,25,0,4,104127008
4,51,127,9,1,1,,1,6,,3,"1,6",1,6,,,,40,0,60,0,0,0,4,104127009
4,51,127,12,1,1,,1,1,,5,"1",1,,,,,0,0,12,0,0,0,,104127012
4,51,127,14,1,1,,1,5,,5,"1,5",1,5,,,,50,0,40,0,0,0,4,104127014
4,51,127,15,1,1,,1,4,,5,"1",1,,,,,0,0,5,0,0,0,4,104127015
4,51,127,23,2,1,,1,2,,2,"1,5",1,5,,,,120,0,0,0,0,0,4,104127023
4,51,127,23,3,1,,1,3,,5,"1,6",1,6,,,,50,0,0,0,0,0,4,104127023
4,51,127,23,1,1,,1,1,,2,"1,5",1,5,,,,120,0,0,0,0,0,4,104127023
4,51,127,23,4,1,,1,4,,5,"1,6",1,6,,,,70,0,0,0,0,0,4,104127023
4,51,127,28,2,1,,1,2,,5,"3",3,,,,,400,0,0,0,0,0,4,104127028
4,51,127,28,1,1,,1,6,,5,"1",1,,,,,200,0,0,0,0,0,4,104127028
4,59,128,28,1,1,,1,4,-8,2,"1",1,,,,,120,0,50,0,15,0,3,104128028
4,59,128,42,1,1,,1,2,42,5,"1,5,6",1,5,6,,,720,0,380,0,0,0,3,104128042
4,59,128,60,1,1,,1,5,,5,"1,4,6",1,4,6,,,1200,0,350,0,0,0,4,104128060
4,59,128,62,1,1,,1,,,5,"1,5",1,5,,,,480,0,250,0,60,0,3,104128062
4,59,128,83,1,2,-8,1,8,,5,"1",1,,,,,35,0,25,0,0,0,4,104128083
4,58,129,5,1,1,,1,5,,3,"1,5",1,5,,,,40,0,60,0,0,0,3,104129005
4,58,129,16,3,1,,1,88,,1,"1,3,6",1,3,6,,,100,0,150,0,75,0,3,104129016
4,58,129,16,2,1,,1,5,,1,"1,5",1,5,,,,40,0,70,0,30,0,3,104129016
4,58,129,16,1,1,,1,6,,1,"1,5",1,5,,,,60,0,70,0,30,0,3,104129016
4,58,129,17,3,1,,1,6,,2,"1,6",1,6,,,,10,0,30,0,0,0,4,104129017
4,58,129,17,2,1,,1,88,,2,"1",1,,,,,0,0,10,0,0,0,3,104129017
4,58,129,17,1,1,,1,88,,2,"1",1,,,,,20,0,60,0,0,0,3,104129017
4,58,129,18,1,1,,1,2,,1,"1",1,,,,,200,0,70,0,30,0,3,104129018
4,58,129,20,1,1,,1,1,,5,"1",1,,,,,30,0,60,0,0,0,3,104129020
4,58,129,21,1,1,,1,2,,1,"1,5,6",1,5,6,,,312,0,40,0,36,0,3,104129021
4,58,129,31,1,1,,1,2,,5,"1,6",1,6,,,,140,0,80,0,0,0,4,104129031
4,58,129,33,1,1,,1,2,,5,"1",1,,,,,80,0,70,0,0,0,4,104129033
4,58,130,3,1,1,,1,3,-8,5,"1",1,,,,,100,0,40,0,0,0,,104130003
4,58,130,9,1,1,,1,1,,5,"1,5",1,5,,,,62,0,6,0,0,0,4,104130009
4,58,130,16,1,1,,2,88,-8,5,"1",1,,,,,100,0,70,0,0,0,4,104130016
4,58,130,21,1,1,,1,2,,2,"1,4,6",1,4,6,,,360,0,120,0,0,0,4,104130021
4,58,130,21,2,2,,1,7,,5,"1,6",1,6,,,,60,0,80,0,0,0,4,104130021
4,58,130,23,2,1,,1,3,,3,"1,5",1,5,,,,200,0,0,0,0,0,4,104130023
4,58,130,23,3,1,,1,4,,3,"5",5,,,,,100,0,0,0,0,0,4,104130023
4,58,130,23,1,1,,1,2,,3,"1,5",1,5,,,,500,0,0,0,0,0,4,104130023
4,58,130,30,1,1,,1,2,,5,"1",1,,,,,25,0,0,0,0,0,3,104130030
4,58,130,30,2,1,,1,3,,5,"1",1,,,,,30,0,0,0,0,0,4,104130030
4,58,130,46,1,1,,1,88,,5,"1",1,,,,,0,0,60,0,20,0,4,104130046
4,58,130,46,2,2,,1,5,,5,"1,5",1,5,,,,60,0,0,0,0,0,3,104130046
4,58,131,7,1,1,,1,1,,2,"1,5,6",1,5,6,,,720,0,200,0,0,0,3,104131007
4,58,131,8,1,1,,1,2,,5,"1,6",1,6,,,,400,0,90,0,0,0,4,104131008
4,58,131,9,1,1,,1,,,5,,,,,,,100,0,40,0,0,0,4,104131009
4,58,131,13,2,1,,1,4,,5,"1,5",1,5,,,,400,0,50,0,20,0,4,104131013
4,58,131,13,1,1,,1,1,,5,"1",1,,,,,0,0,60,0,0,0,4,104131013
4,58,131,15,2,1,,1,8,,2,"1,5",1,5,,,,360,0,0,0,0,0,4,104131015
4,58,131,15,3,1,,1,7,,2,"1,5",1,5,,,,260,0,0,0,0,0,4,104131015
4,58,131,15,1,1,,1,88,,1,"1,5",1,5,,,,520,0,700,0,60,0,4,104131015
