"id1","id2","id3","id4","otrans_no","s3biii_26","s3biii_27ii","s3biii_28","s3biii_29","s3biii_31ii","s3biii_32","s3biii_33","s3biii_33_1","s3biii_33_2","s3biii_33_3","s3biii_33_4","s3biii_33_5","s3biii_34i","s3biii_34ii","s3biii_35i","s3biii_35ii","s3biii_36i","s3biii_36ii","s3biii_37","hhno"
5,12,168,9,1,1,,1,1,,5,"1,5",1,5,,,,15,0,25,0,0,0,4,105168009
5,12,168,9,2,1,,1,2,,5,"1,5",1,5,,,,15,0,20,0,0,0,4,105168009
5,12,168,25,2,1,-8,1,88,,5,"1",1,,,,,0,0,100,0,100,0,4,105168025
5,12,168,25,1,1,-8,1,88,,5,"1,6",1,6,,,,100,0,300,0,150,0,3,105168025
5,12,168,43,1,2,,1,1,,2,"1,6",1,6,,,,600,0,60,0,0,0,3,105168043
5,12,168,44,1,1,,1,2,,2,"1,5,6",1,5,6,,,240,0,90,0,100,0,4,105168044
5,12,168,52,1,1,-8,2,88,,5,"1,2,5",1,2,5,,,200,0,0,0,10,0,4,105168052
5,12,168,54,1,1,-8,1,88,,1,"1,5,6",1,5,6,,,300,0,100,0,100,0,3,105168054
5,12,168,82,3,1,,1,8,,5,"1",1,,,,,30,0,0,0,10,0,4,105168082
5,12,168,82,4,1,,1,9,,5,"1",1,,,,,30,0,0,0,10,0,4,105168082
5,12,168,82,2,1,,1,2,,2,"1,6",1,6,,,,150,0,0,0,30,0,4,105168082
5,12,168,82,1,1,,1,1,,2,"1,6",1,6,,,,120,0,0,0,40,0,4,105168082
5,12,168,88,2,1,-8,1,88,,5,"1",1,,,,,0,0,10,0,10,0,4,105168088
5,12,168,88,5,1,-8,1,88,,5,"1",1,,,,,0,0,20,0,0,0,4,105168088
5,12,168,88,4,1,-8,2,,,5,"1",1,,,,,0,0,20,0,0,0,4,105168088
5,12,168,88,1,1,-8,1,88,,5,"1",1,,,,,0,0,10,0,0,0,4,105168088
5,12,168,88,3,1,-8,2,,,5,"1",1,,,,,0,0,10,0,10,0,4,105168088
5,12,169,3,1,1,,1,88,,5,"1",1,,,,,15,0,20,0,0,0,3,105169003
5,12,169,3,2,2,,1,8,,5,"1",1,,,,,25,0,20,0,0,0,3,105169003
5,12,169,4,1,1,,1,88,,2,"1",1,,,,,100,0,80,0,0,0,4,105169004
5,12,169,7,2,1,,1,3,,5,"1",1,,,,,55,0,0,0,0,0,3,105169007
5,12,169,7,1,1,,1,4,,5,"1",1,,,,,20,0,20,0,0,0,3,105169007
5,12,169,8,1,1,,1,1,,5,"1,5",1,5,,,,50,0,20,0,0,0,3,105169008
5,12,169,14,1,1,,1,4,,5,"1",1,,,,,20,0,0,0,0,0,3,105169014
5,12,169,15,1,1,-8,1,88,,5,"1",1,,,,,0,0,20,0,0,0,4,105169015
5,12,169,15,2,1,-8,1,88,,5,"1",1,,,,,0,0,20,0,0,0,4,105169015
5,12,169,15,3,2,-8,1,88,,5,"1",1,,,,,0,0,20,0,0,0,4,105169015
5,12,169,16,1,1,-8,1,88,,5,"1",1,,,,,0,0,10,0,0,0,3,105169016
5,12,169,16,2,2,-8,1,88,,5,"1",1,,,,,0,0,10,0,0,0,3,105169016
5,12,169,17,2,1,,1,88,,5,"1,5,6",1,5,6,,,350,0,50,0,500,0,3,105169017
5,12,169,17,1,1,,1,88,,5,"1,5,6",1,5,6,,,45,0,25,0,0,0,3,105169017
5,12,169,17,3,2,,1,88,,5,"1",1,,,,,0,0,50,0,0,0,4,105169017
5,12,169,23,2,1,,1,88,,5,"1",1,,,,,0,0,50,0,0,0,3,105169023
5,12,169,23,1,2,-8,1,88,,5,"1",1,,,,,0,0,20,0,0,0,3,105169023
5,12,169,24,1,1,-8,1,88,,3,"1",1,,,,,50,0,100,0,0,0,3,105169024
5,12,169,24,2,1,-8,1,88,,3,"1",1,,,,,0,0,100,0,0,0,3,105169024
5,12,169,24,3,1,-8,1,88,,5,"1",1,,,,,0,0,100,0,0,0,3,105169024
5,12,169,27,1,1,,1,1,,1,"1,5,6",1,5,6,,,520,0,25,0,10,0,3,105169027
5,12,169,32,1,1,,1,7,,4,"1",1,,,,,50,0,0,0,0,0,3,105169032
5,12,169,35,1,1,,1,11,,2,"1,5",1,5,,,,200,0,30,0,60,0,3,105169035
5,12,169,36,1,1,,,14,-8,1,"1,5",1,5,,,,150,0,250,0,0,0,3,105169036
5,12,169,38,2,1,,1,2,,2,"1,5,6",1,5,6,,,480,0,100,0,0,0,3,105169038
5,12,169,38,1,1,,1,1,,2,"1,5,6",1,5,6,,,600,0,150,0,0,0,3,105169038
5,12,170,1,1,2,,1,11,,1,"5",5,,,,,900,0,50,0,20,0,3,105170001
5,12,170,7,1,1,,1,2,,2,"1,2,6",1,2,6,,,40,0,0,0,0,0,4,105170007
5,12,170,7,2,1,,1,88,,2,"1",1,,,,,30,0,50,0,34,0,3,105170007
5,12,170,8,1,1,,,1,,1,"1",1,,,,,0,0,40,0,0,0,4,105170008
5,12,170,10,1,1,,1,12,,2,"1",1,,,,,0,0,40,0,0,0,4,105170010
5,12,170,11,1,1,,1,2,,5,"1,2",1,2,,,,100,0,100,0,0,0,3,105170011
5,12,170,12,1,1,,1,88,,5,"1",1,,,,,0,0,30,0,0,0,3,105170012
5,12,170,12,2,1,,1,88,,5,"1",1,,,,,0,0,30,0,0,0,3,105170012
5,12,170,12,3,1,,1,88,,5,"1",1,,,,,0,0,30,0,0,0,3,105170012
5,12,170,21,1,1,,1,88,,3,"1",1,,,,,0,0,0,0,40,0,3,105170021
5,12,170,21,2,1,,1,88,,3,"1",1,,,,,0,0,0,0,40,0,3,105170021
5,12,170,22,1,1,7,1,8,,5,"1,6",1,6,,,,60,0,50,0,0,0,4,105170022
5,12,170,25,1,1,-8,1,88,,5,"1",1,,,,,0,0,100,0,0,0,3,105170025
5,12,170,25,2,2,-8,1,88,,5,"1",1,,,,,0,0,100,0,0,0,3,105170025
5,12,170,30,5,1,-8,1,88,,5,"1",1,,,,,0,0,90,0,0,0,4,105170030
5,12,170,30,2,1,-8,1,88,,5,"1",1,,,,,0,0,80,0,0,0,4,105170030
5,12,170,30,7,1,-8,1,88,,5,"1",1,,,,,0,0,80,0,0,0,4,105170030
5,12,170,30,1,1,-8,1,88,,5,"1",1,,,,,0,0,100,0,0,0,4,105170030
5,12,170,30,6,1,-8,1,88,,5,"1",1,,,,,0,0,120,0,0,0,4,105170030
5,12,170,30,8,1,-8,1,88,,5,"1",1,,,,,0,0,90,0,0,0,4,105170030
5,12,170,30,3,1,-8,1,88,,5,"1",1,,,,,0,0,100,0,0,0,4,105170030
5,12,170,30,4,1,-8,1,88,,5,"1",1,,,,,0,0,150,0,0,0,4,105170030
5,12,170,35,2,1,-8,1,88,,2,"1",1,,,,,180,0,20,0,0,0,3,105170035
5,12,170,35,1,1,-8,1,88,,2,"1",1,,,,,0,0,180,0,0,0,3,105170035
5,12,170,36,3,1,-8,1,88,,5,"1,2",1,2,,,,100,0,50,0,40,0,4,105170036
5,12,170,36,2,1,-8,1,88,,2,"1,5,6",1,5,6,,,300,0,150,0,50,0,3,105170036
5,12,170,36,1,1,-8,1,88,,2,"1,5,6",1,5,6,,,500,0,150,0,50,0,3,105170036
5,12,170,37,1,1,,1,1,,2,"1,5",1,5,,,,1200,0,400,0,0,0,3,105170037
5,13,171,10,1,1,,1,2,-8,2,"1,4,8",1,4,8,,,96,0,0,0,0,0,5,105171010
5,13,171,11,1,1,,1,88,-8,5,"1,4",1,4,,,,120,0,0,0,0,0,4,105171011
5,13,171,11,2,1,,1,88,-8,5,"1,5",1,5,,,,100,0,0,0,0,0,4,105171011
5,13,171,29,1,1,,1,2,,2,,,,,,,720,0,80,0,0,0,4,105171029
5,13,171,32,1,1,,2,,-8,2,"1,4,5",1,4,5,,,200,0,70,0,75,0,4,105171032
5,66,172,3,1,4,,1,88,,5,"1",1,,,,,0,0,100,0,0,0,4,105172003
5,66,172,15,1,1,,2,,15,5,"1",1,,,,,10,0,5,0,0,0,3,105172015
5,14,173,3,1,1,,1,2,,5,"1",1,,,,,80,0,0,0,30,0,4,105173003
5,14,173,6,2,1,,1,88,,5,"1,8",1,8,,,,100,0,0,0,0,0,4,105173006
5,14,173,6,3,1,,1,88,,5,"1,8",1,8,,,,100,0,0,0,0,0,4,105173006
5,14,173,6,1,2,,1,88,,5,"1,8",1,8,,,,0,0,50,0,0,0,4,105173006
5,14,173,9,2,1,,1,88,,1,"1,5,8",1,5,8,,,5,0,800,0,600,0,4,105173009
5,14,173,9,1,2,,1,88,,2,"1,6,7",1,6,7,,,100,0,1000,0,10,0,3,105173009
5,14,173,11,1,1,,1,88,,5,"1,6,8",1,6,8,,,10,0,10,0,0,0,3,105173011
5,14,173,11,2,1,,1,88,,1,"1,5,6",1,5,6,,,50,0,20,0,40,0,3,105173011
5,14,173,19,1,1,,1,7,,3,"1",1,,,,,0,0,40,0,0,0,3,105173019
5,14,173,23,1,1,,1,88,,5,"1,5",1,5,,,,50,0,0,0,0,0,1,105173023
5,14,173,23,2,1,,1,6,,5,"1",1,,,,,70,0,0,0,0,0,1,105173023
5,14,173,25,1,1,,1,1,,5,"1",1,,,,,120,0,0,0,20,0,3,105173025
5,14,173,28,1,1,,1,1,,5,"1",1,,,,,0,0,50,0,0,0,4,105173028
5,14,173,29,1,1,,1,5,,5,"1",1,,,,,0,0,3,60,0,0,4,105173029
5,14,173,31,1,1,,1,1,,5,"1",1,,,,,0,0,9,0,0,0,4,105173031
5,14,173,31,2,2,,1,2,,5,"1",1,,,,,40,0,0,0,0,0,4,105173031
5,14,173,32,6,1,,1,88,,5,"1",1,,,,,0,0,80,0,0,0,4,105173032
5,14,173,32,8,1,,1,88,,4,"1,6,8",1,6,8,,,50,0,150,0,30,0,3,105173032
5,14,173,32,7,1,,1,88,,5,"1",1,,,,,0,0,30,0,0,0,4,105173032
5,14,173,32,4,1,,1,88,,5,"1",1,,,,,0,0,50,0,0,0,4,105173032
5,14,173,32,5,1,,1,88,,5,"1",1,,,,,0,0,20,0,0,0,4,105173032
5,14,173,32,1,2,,1,88,,5,"1",1,,,,,10,0,0,0,0,0,3,105173032
5,14,173,32,3,2,,1,88,,5,"1",1,,,,,0,0,40,0,0,0,4,105173032
5,14,173,32,2,2,,1,88,,5,"1",1,,,,,0,0,60,0,0,0,4,105173032
5,14,174,3,1,1,,1,3,,3,"1,5",1,5,,,,500,0,30,0,0,0,3,105174003
5,14,174,7,1,2,,1,1,,3,"1",1,,,,,100,0,40,0,0,0,4,105174007
5,14,174,8,1,1,,1,3,,5,"1",1,,,,,50,0,60,0,10,0,4,105174008
5,14,174,11,3,2,,1,11,,5,"1",1,,,,,0,0,10,0,5,0,4,105174011
5,14,174,11,2,2,,1,10,,5,"1",1,,,,,0,0,10,0,15,0,4,105174011
5,14,174,11,1,2,,1,9,,5,"1",1,,,,,0,0,20,0,15,0,4,105174011
5,14,174,31,1,1,,1,88,,5,"1,5,8",1,5,8,,,30,0,40,0,60,0,4,105174031
5,14,174,40,4,1,,1,88,,5,"1,6,8",1,6,8,,,14,0,0,0,0,0,4,105174040
5,14,174,40,1,2,,1,88,,5,"1,8,9",1,8,9,,,10,0,10,0,0,0,4,105174040
5,14,174,40,2,2,,1,88,,5,"1,8",1,8,,,,15,0,15,0,0,0,4,105174040
5,14,174,40,3,2,,1,88,,5,"1,8",1,8,,,,0,0,0,0,0,0,4,105174040
5,14,174,52,3,1,,1,88,,1,"1",1,,,,,0,0,60,0,0,0,4,105174052
5,14,174,52,1,1,,2,,,2,"1",1,,,,,0,0,36,0,0,0,3,105174052
5,14,174,52,2,1,,1,88,,5,"1,6,8",1,6,8,,,50,0,20,0,0,0,4,105174052
5,14,174,52,4,2,,1,88,,5,"1",1,,,,,0,0,30,0,0,0,3,105174052
5,14,174,53,1,1,,1,4,,2,"1",1,,,,,500,0,75,0,0,0,4,105174053
5,14,174,54,1,1,,1,88,,5,"1",1,,,,,0,0,20,0,0,0,4,105174054
5,14,174,54,3,1,,1,14,,2,"1,5",1,5,,,,1000,0,150,0,0,0,1,105174054
5,14,174,54,2,1,,1,10,,2,"1,6",1,6,,,,1200,0,60,0,30,0,4,105174054
5,14,174,54,4,1,,1,16,,2,"1,5",1,5,,,,1000,0,150,0,0,0,1,105174054
5,14,174,54,5,1,,1,17,,2,"1,5",1,5,,,,1000,0,200,0,0,0,1,105174054
5,14,174,61,1,1,,1,13,,4,"1",1,,,,,10,0,60,0,0,0,3,105174061
5,14,174,61,3,2,,1,18,,4,"1",1,,,,,10,0,5,0,0,0,3,105174061
5,14,174,61,2,6,,1,88,,4,"1",1,,,,,20,0,10,0,0,0,4,105174061
5,15,175,32,1,1,1,1,2,,5,"2,8",2,8,,,,100,0,20,0,0,0,3,105175032
5,15,175,38,1,1,,1,2,,2,"1,5,6",1,5,6,,,600,0,0,0,0,0,1,105175038
5,15,175,41,1,2,,1,5,,2,"1",1,,,,,0,0,500,0,0,0,4,105175041
5,15,175,81,1,2,,1,88,,4,"1",1,,,,,0,0,0,0,10,0,4,105175081
5,15,175,102,1,1,,1,1,,3,"1",1,,,,,230,0,0,0,0,0,4,105175102
5,15,175,105,1,1,,1,2,,4,"1",1,,,,,20,0,35,0,0,0,4,105175105
5,15,176,3,1,1,,1,1,1,5,"1",1,,,,,30,0,0,0,0,0,3,105176003
5,15,176,3,2,1,,1,2,-8,5,"1",1,,,,,70,0,0,0,0,0,3,105176003
5,15,176,6,1,2,,,88,,5,"1",1,,,,,200,0,5,0,0,0,4,105176006
5,15,176,22,1,1,,1,2,,5,"1",1,,,,,70,0,70,0,0,0,4,105176022
5,15,176,30,3,1,,1,5,,5,"1",1,,,,,350,0,0,0,0,0,3,105176030
5,15,176,30,2,1,,1,3,,5,"1",1,,,,,300,0,0,0,0,0,2,105176030
5,15,176,30,1,1,,1,4,,5,"1,2",1,2,,,,200,0,0,0,0,0,2,105176030
5,15,176,34,1,1,,1,4,,5,"1",1,,,,,0,0,64,0,0,0,4,105176034
5,15,176,40,1,1,,,1,,5,"1",1,,,,,200,0,0,0,0,0,4,105176040
5,15,176,47,2,1,,1,5,,5,"1",1,,,,,3,0,8,0,0,0,3,105176047
5,15,176,47,1,1,,1,1,,5,"1",1,,,,,3,0,5,0,0,0,3,105176047
5,15,176,90,1,1,,1,5,,5,"1",1,,,,,10,0,20,0,0,0,4,105176090
5,15,177,2,1,1,,1,7,,5,"1",1,,,,,300,0,50,0,50,0,4,105177002
5,15,177,2,2,2,,1,4,,3,"1,3",1,3,,,,100,0,20,0,0,0,4,105177002
5,15,177,2,3,3,,1,1,-8,5,"3",3,,,,,40,0,0,0,0,0,3,105177002
5,15,177,4,1,1,,1,18,,5,"1",1,,,,,200,0,50,0,0,0,4,105177004
5,15,177,8,1,1,,1,6,,2,"1,6",1,6,,,,30,0,120,0,40,0,4,105177008
5,15,177,8,2,2,,1,15,,3,"1,6",1,6,,,,30,0,0,0,0,0,4,105177008
5,15,177,9,2,1,,1,3,,2,"1,5",1,5,,,,30,0,40,0,17,0,3,105177009
5,15,177,9,1,1,,1,2,,2,"1,5",1,5,,,,40,0,40,0,35,0,3,105177009
5,15,177,10,2,1,,1,88,,1,"1,6,8",1,6,8,,,1000,0,1500,0,80,0,3,105177010
5,15,177,10,3,1,,1,88,,1,"1,3,8",1,3,8,,,800,0,1500,0,80,0,3,105177010
5,15,177,10,1,1,,1,88,,3,"1,6,8",1,6,8,,,100,0,40,0,50,0,3,105177010
5,15,177,10,4,1,,1,88,,2,"1,5,8",1,5,8,,,2000,0,500,0,150,0,3,105177010
5,15,177,11,2,1,-8,1,88,,4,"1,8",1,8,,,,80,0,0,0,0,0,4,105177011
5,15,177,11,1,1,-8,1,88,,3,"1,8",1,8,,,,200,0,0,0,0,0,3,105177011
5,15,177,11,3,1,-8,1,88,,4,"1,8",1,8,,,,80,0,0,0,0,0,4,105177011
5,15,177,12,1,2,,1,8,,5,"1",1,,,,,15,0,8,0,20,50,4,105177012
5,15,177,12,3,2,,1,12,,5,"1,6",1,6,,,,200,0,100,0,50,0,4,105177012
5,15,177,12,2,2,,1,11,,5,"1,6",1,6,,,,200,0,170,0,50,0,4,105177012
5,15,177,13,2,1,,1,88,,5,"1,8",1,8,,,,10,0,50,0,10,0,3,105177013
5,15,177,13,1,2,,1,88,,5,"1,8",1,8,,,,10,0,40,0,10,0,3,105177013
5,15,177,17,1,1,,1,9,,5,"1",1,,,,,150,0,50,0,20,0,3,105177017
5,15,177,21,3,1,,1,5,,2,"1,5",1,5,,,,100,0,10,0,5,0,4,105177021
5,15,177,21,4,1,,1,6,,5,"1,5",1,5,,,,50,0,40,0,0,0,4,105177021
5,15,177,21,5,1,,1,8,,5,"1,5",1,5,,,,50,0,0,0,0,0,4,105177021
5,15,177,21,2,2,,1,4,,2,"1,5",1,5,,,,50,0,20,0,30,0,4,105177021
5,15,177,21,1,2,,1,2,,2,"1,5",1,5,,,,50,0,20,0,30,0,4,105177021
5,15,177,22,1,2,,1,88,,5,"5",5,,,,,30,0,0,0,0,0,4,105177022
5,15,177,27,4,1,,1,88,,5,"1,5,8",1,5,8,,,500,0,300,0,100,0,3,105177027
5,15,177,27,1,1,,1,88,,5,"1,8",1,8,,,,100,0,120,0,50,0,3,105177027
5,15,177,27,2,1,,1,88,,5,"1,8",1,8,,,,150,0,200,0,150,0,3,105177027
5,15,177,27,5,1,,1,88,,5,"1,5,8",1,5,8,,,600,0,400,0,200,0,3,105177027
5,15,177,27,3,1,,1,88,,5,"1,5,8",1,5,8,,,600,0,200,0,150,0,3,105177027
5,15,177,28,2,1,,1,88,,5,"1,6,8",1,6,8,,,70,0,15,0,20,0,4,105177028
5,15,177,28,4,1,,1,88,,5,"1,6,8",1,6,8,,,40,0,20,0,10,0,3,105177028
5,15,177,28,1,1,,1,88,,5,"1,6,8",1,6,8,,,50,0,10,0,10,0,4,105177028
5,15,177,28,3,1,,1,88,,5,"1,6,8",1,6,8,,,30,0,40,0,5,0,3,105177028
5,15,177,39,1,1,,1,3,,2,"1,5,6",1,5,6,,,50,0,0,0,35,0,3,105177039
6,1,178,7,1,1,,2,,,5,"1",1,,,,,20,0,10,0,30,0,3,106178007
6,1,178,69,1,1,,2,,,4,"8",8,,,,,2,0,3,0,1,50,4,106178069
6,1,178,69,2,2,,1,,,4,"8",8,,,,,2,0,3,0,1,50,4,106178069
6,1,178,72,1,1,,2,,,3,"1",1,,,,,400,0,200,0,100,0,4,106178072
6,1,178,103,1,1,1,1,1,,1,"1,2,10",1,2,10,,,500,0,1000,0,100,0,3,106178103
6,1,178,173,1,1,,1,,,5,"1,5,6",1,5,6,,,200,0,0,0,0,0,4,106178173
6,94,179,24,1,1,1,1,1,-8,3,"1",1,,,,,400,0,60,0,0,0,4,106179024
6,94,179,29,1,1,,1,1,,2,"1,2,5",1,2,5,,,700,0,500,0,0,0,3,106179029
6,94,179,29,3,1,,1,2,,2,"1,2,5",1,2,5,,,700,0,500,0,0,0,3,106179029
6,94,179,29,2,2,,1,14,,1,"1,5",1,5,,,,800,0,1000,0,0,0,4,106179029
6,94,179,80,2,1,1,1,11,-8,3,"1",1,,,,,100,0,0,0,0,0,3,106179080
6,94,179,80,1,1,1,1,6,-8,3,"1,5",1,5,,,,100,0,0,0,0,0,3,106179080
6,94,179,89,1,1,,1,4,-8,5,"1,6,8",1,6,8,,,36,0,15,0,0,0,4,106179089
6,94,179,89,3,1,,1,2,1,5,"1,2,4",1,2,4,,,50,0,10,0,0,0,3,106179089
6,94,179,89,2,2,,1,88,-8,5,"1,6,8",1,6,8,,,20,0,10,0,0,0,4,106179089
6,94,179,102,1,1,3,1,3,-8,2,"1,5",1,5,,,,0,0,0,0,84,0,3,106179102
6,94,179,119,1,1,,2,,,5,"1",1,,,,,20,0,5,0,0,0,4,106179119
6,94,179,127,2,1,,1,2,-8,3,"1,5",1,5,,,,30,0,50,0,0,0,3,106179127
6,94,179,127,1,1,,1,1,-8,3,"1,5",1,5,,,,180,0,100,0,0,0,3,106179127
6,94,180,2,1,1,15,1,15,,3,"1,5,6",1,5,6,,,100,0,0,0,0,0,8,106180002
6,94,180,3,3,1,3,1,3,,2,"1,5,6",1,5,6,,,100,0,0,0,20,0,3,106180003
6,94,180,3,4,1,4,1,4,,2,"1,5,6",1,5,6,,,100,0,0,0,20,0,3,106180003
6,94,180,3,2,1,2,1,2,,3,"1,5,6",1,5,6,,,1200,0,0,0,20,0,3,106180003
6,94,180,3,1,1,1,1,1,,2,"1,5,6",1,5,6,,,200,0,0,0,20,0,3,106180003
6,94,180,4,1,1,2,1,1,,4,"1,6",1,6,,,,150,0,210,0,210,0,1,106180004
6,94,180,8,1,1,2,1,2,,3,"1,5,6",1,5,6,,,300,0,30,0,0,0,3,106180008
6,94,180,11,1,1,,1,10,-8,5,"1,2",1,2,,,,90,0,0,0,0,0,4,106180011
6,94,180,11,2,1,,1,10,-8,5,"1,5",1,5,,,,100,0,0,0,0,0,3,106180011
6,94,180,20,1,1,2,1,2,,2,"1,5,6",1,5,6,,,752,0,0,0,0,0,3,106180020
6,94,180,22,5,1,,1,5,-8,1,"1,5",1,5,,,,520,0,100,0,0,0,3,106180022
6,94,180,22,1,1,,1,1,-8,1,"1,5",1,5,,,,520,0,100,0,0,0,3,106180022
6,94,180,22,3,1,,1,3,-8,1,"1,5",1,5,,,,520,0,100,0,0,0,3,106180022
6,94,180,22,4,1,,1,4,-8,1,"1,5",1,5,,,,520,0,100,0,0,0,3,106180022
6,94,180,22,2,1,,1,2,-8,1,"1,5",1,5,,,,520,0,100,0,0,0,3,106180022
6,1,181,5,1,1,1,1,1,-8,4,"1,5,6",1,5,6,,,150,0,10,0,0,0,8,106181005
6,1,181,10,1,1,1,1,1,-8,3,"1,5",1,5,,,,150,0,0,0,0,0,8,106181010
6,1,181,23,2,1,,1,88,,5,"5",5,,,,,100,0,0,0,0,0,4,106181023
6,1,181,23,1,1,,1,88,-8,5,"5",5,,,,,100,0,0,0,0,0,4,106181023
6,1,181,24,3,1,,1,88,-8,4,"1",1,,,,,0,0,220,0,0,0,3,106181024
6,1,181,24,1,1,,2,,-8,4,"8",8,,,,,0,0,150,0,0,0,3,106181024
6,1,181,24,2,1,,1,3,-8,4,"8",8,,,,,0,0,10,0,0,0,3,106181024
6,95,182,42,1,1,,1,,,2,"1",1,,,,,0,0,120,0,0,0,3,106182042
6,95,182,54,1,1,,1,,,5,"1,6",1,6,,,,200,0,20,0,0,0,3,106182054
6,95,182,95,1,1,,1,,,5,"1",1,,,,,15,0,0,0,0,0,4,106182095
6,95,182,124,1,1,,1,1,,5,"1",1,,,,,100,0,0,0,0,0,3,106182124
6,95,182,124,4,1,,1,2,,5,"1",1,,,,,120,0,0,0,0,0,3,106182124
6,95,182,124,2,2,,1,11,,5,"1",1,,,,,120,0,0,0,0,0,3,106182124
6,95,182,124,3,2,,1,12,,5,"1",1,,,,,80,0,0,0,0,0,3,106182124
6,95,184,27,1,2,,1,,-8,2,"1,3,5",1,3,5,,,250,0,0,0,0,0,4,106184027
6,95,184,32,1,1,,1,,-8,2,"1",1,,,,,250,0,0,0,0,0,4,106184032
6,95,184,32,2,2,,1,,-8,2,"1",1,,,,,80,0,0,0,0,0,4,106184032
6,95,184,83,1,1,1,1,1,-8,2,"1,2,5,6",1,2,5,6,,120,0,40,0,0,0,4,106184083
6,91,185,12,1,1,1,1,1,,4,"1,6",1,6,,,,80,0,40,0,0,0,3,106185012
6,91,185,13,1,1,-8,1,2,-8,4,"1,6",1,6,,,,50,0,40,0,0,0,4,106185013
6,91,185,52,1,1,-8,1,88,,2,"1,5,6",1,5,6,,,100,0,0,0,0,0,4,106185052
6,91,185,56,2,1,-8,2,,,5,"1,6",1,6,,,,260,0,0,0,0,0,3,106185056
6,91,185,56,1,1,-8,1,88,,5,"1,6",1,6,,,,320,0,0,0,0,0,3,106185056
6,89,187,18,1,1,,1,5,,4,"1,6",1,6,,,,50,0,0,0,6,0,4,106187018
6,89,187,30,1,1,4,1,,,3,"1,6",1,6,,,,200,0,1300,0,0,0,3,106187030
6,89,187,56,1,1,,1,5,,5,"1",1,,,,,100,0,70,0,0,0,4,106187056
6,89,187,60,1,1,,2,,,5,"1",1,,,,,10,0,0,0,0,0,3,106187060
6,89,187,71,3,1,,1,1,,2,"1",1,,,,,200,0,40,0,30,0,4,106187071
6,89,187,71,1,1,,1,3,,2,"1",1,,,,,120,0,30,0,24,0,4,106187071
6,89,187,71,2,1,,1,2,,2,"1",1,,,,,150,0,40,0,30,0,4,106187071
6,89,188,1,1,1,1,1,1,,2,"1,3,6",1,3,6,,,100,0,0,0,0,0,4,106188001
6,89,188,2,1,1,1,1,1,,1,"1,2,5,6",1,2,5,6,,800,0,500,0,0,0,3,106188002
6,89,188,21,1,1,1,1,1,,3,"1,2,5,6",1,2,5,6,,600,0,0,0,0,0,3,106188021
6,89,188,28,1,1,,1,3,,1,"1",1,,,,,160,0,120,0,20,0,3,106188028
6,89,188,31,1,1,,1,3,,2,"1",1,,,,,0,0,300,0,0,0,3,106188031
6,89,188,45,1,1,,1,88,49,5,"1",1,,,,,20,0,0,0,0,0,3,106188045
6,89,188,49,1,1,1,2,,,5,"1",1,,,,,20,0,0,0,0,0,3,106188049
6,89,188,53,1,1,-8,2,,,5,"13",13,,,,,10,0,20,0,0,0,3,106188053
6,97,189,2,1,2,,1,,-8,1,"1",1,,,,,0,0,30,0,0,0,4,106189002
6,97,189,41,1,1,,2,,,5,"6",6,,,,,30,0,0,0,0,0,3,106189041
6,97,189,63,1,1,,1,1,,2,"1,6",1,6,,,,500,0,200,0,0,0,3,106189063
6,97,189,72,1,1,,1,,,5,"1",1,,,,,0,0,200,0,0,0,3,106189072
6,97,189,73,1,1,1,1,1,,3,"1,5,6",1,5,6,,,600,0,0,0,0,0,4,106189073
6,97,189,82,1,1,2,1,2,,4,"1,6",1,6,,,,100,0,20,0,20,0,3,106189082
6,97,189,91,1,1,,2,,,5,"13",13,,,,,0,0,0,0,200,0,4,106189091
6,97,189,91,2,1,,2,,,5,"13",13,,,,,0,0,0,0,200,0,4,106189091
6,98,190,2,2,1,,1,88,,1,"1",1,,,,,80,0,60,0,0,0,3,106190002
6,98,190,2,1,1,,1,1,,2,"1",1,,,,,0,0,60,0,0,0,3,106190002
6,98,190,5,1,1,,1,2,-8,5,"1",1,,,,,0,0,0,0,40,0,3,106190005
6,98,190,16,1,1,,1,1,,3,"1,6",1,6,,,,100,0,40,0,0,0,3,106190016
6,98,190,16,2,2,,1,2,,3,"1,6",1,6,,,,100,0,40,0,0,0,3,106190016
6,98,190,21,2,1,1,1,1,,4,"1,6",1,6,,,,15,0,15,0,0,0,3,106190021
6,98,190,21,1,1,2,1,2,,4,"1,6",1,6,,,,35,0,0,0,0,0,3,106190021
6,98,190,35,1,1,-8,1,,,2,"1,5",1,5,,,,960,0,0,0,0,0,6,106190035
6,98,190,38,1,1,,1,88,,5,"1",1,,,,,30,0,0,0,0,0,4,106190038
6,98,190,38,3,1,,1,88,,5,"1",1,,,,,20,0,0,0,0,0,4,106190038
6,98,190,38,2,1,,1,88,,5,"1",1,,,,,20,0,0,0,0,0,4,106190038
6,98,190,64,2,1,,1,,,2,"5",5,,,,,240,0,0,0,0,0,4,106190064
6,98,190,64,1,1,,1,,,2,"5",5,,,,,240,0,0,0,0,0,4,106190064
6,89,191,9,1,1,3,1,1,,1,"1",1,,,,,300,0,100,0,0,0,4,106191009
6,89,191,32,1,1,4,1,,,3,"1,5,6",1,5,6,,,800,0,100,0,0,0,3,106191032
6,89,191,33,1,1,-8,1,3,,3,"1,5,6",1,5,6,,,500,0,400,0,0,0,4,106191033
