Date,MXWO,,
3/06/2010,1091,,
2/06/2010,1079.22,,
1/06/2010,1069.54,,
31/05/2010,1079.8,,
28/05/2010,1080.3,,
27/05/2010,1084.67,,
26/05/2010,1053.25,,
25/05/2010,1048.53,,
24/05/2010,1064.01,,
21/05/2010,1073.61,,
20/05/2010,1063.61,,
19/05/2010,1095.69,,
18/05/2010,1111.91,,
17/05/2010,1116.02,,
14/05/2010,1123.78,,
13/05/2010,1152.64,,
12/05/2010,1158.71,,
11/05/2010,1144.89,,
10/05/2010,1153.48,,
7/05/2010,1099.58,,
6/05/2010,1125.36,,
5/05/2010,1157.86,,
4/05/2010,1171.4,,
3/05/2010,1202.32,,
30/04/2010,1198.56,,
29/04/2010,1208.26,,
28/04/2010,1194.23,,
27/04/2010,1202.48,,
26/04/2010,1228.59,,
23/04/2010,1225.38,,
22/04/2010,1218.73,,
21/04/2010,1225.37,,
20/04/2010,1228.05,,
19/04/2010,1217.51,,
16/04/2010,1222.25,,
15/04/2010,1241.7,,
14/04/2010,1239.31,,
13/04/2010,1226.01,,
12/04/2010,1229.35,,
9/04/2010,1223.32,,
8/04/2010,1211.27,,
7/04/2010,1213.33,,
6/04/2010,1218.12,,
5/04/2010,1217.36,,
2/04/2010,1212.76,,
1/04/2010,1212.14,,
31/03/2010,1200.53,,
30/03/2010,1201.1,,
29/03/2010,1200.62,,
26/03/2010,1193.41,,
25/03/2010,1191.75,,
24/03/2010,1190.33,,
23/03/2010,1200.86,,
22/03/2010,1193.45,,
19/03/2010,1190.78,,
18/03/2010,1196.71,,
17/03/2010,1202.51,,
16/03/2010,1193.73,,
15/03/2010,1181.99,,
12/03/2010,1187.37,,
11/03/2010,1182.69,,
10/03/2010,1180.31,,
9/03/2010,1174.11,,
8/03/2010,1174.7,,
5/03/2010,1170.46,,
4/03/2010,1155.6,,
3/03/2010,1157.37,,
2/03/2010,1149.39,,
1/03/2010,1140.58,,
26/02/2010,1133.35,,
25/02/2010,1124.02,,
24/02/2010,1133.2,,
23/02/2010,1128.52,,
22/02/2010,1139.82,,
19/02/2010,1134.45,,
18/02/2010,1138.94,,
17/02/2010,1133.79,,
16/02/2010,1124.86,,
15/02/2010,1107.42,,
12/02/2010,1107.32,,
11/02/2010,1108.27,,
10/02/2010,1101.44,,
9/02/2010,1101.18,,
8/02/2010,1092.63,,
5/02/2010,1095.48,,
4/02/2010,1106.37,,
3/02/2010,1138.9,,
2/02/2010,1144.96,,
1/02/2010,1129.29,,
29/01/2010,1119.54,,
28/01/2010,1128.32,,
27/01/2010,1140.28,,
26/01/2010,1143.44,,
25/01/2010,1148.99,,
22/01/2010,1149.89,,
21/01/2010,1166.93,,
20/01/2010,1184.49,,
19/01/2010,1203.33,,
18/01/2010,1198.22,,
15/01/2010,1195.66,,
14/01/2010,1207.98,,
13/01/2010,1201.61,,
12/01/2010,1199.34,,
11/01/2010,1207.22,,
8/01/2010,1198.26,,
7/01/2010,1192.91,,
6/01/2010,1193.52,,
5/01/2010,1192.89,,
4/01/2010,1189.39,,
1/01/2010,1168.47,,
31/12/2009,1168.47,,
30/12/2009,1171.29,,
29/12/2009,1177.97,,
28/12/2009,1176.35,,
25/12/2009,1171.56,,
24/12/2009,1172.16,,
23/12/2009,1166.32,,
22/12/2009,1159.32,,
21/12/2009,1155.78,,
18/12/2009,1144.11,,
17/12/2009,1145.38,,
16/12/2009,1165.71,,
15/12/2009,1157.84,,
14/12/2009,1164.87,,
11/12/2009,1155.54,,
10/12/2009,1154.07,,
9/12/2009,1148.94,,
8/12/2009,1151.38,,
7/12/2009,1165.33,,
4/12/2009,1168.9,,
3/12/2009,1170.57,,
2/12/2009,1173.86,,
1/12/2009,1171.94,,
30/11/2009,1149.01,,
27/11/2009,1144.58,,
26/11/2009,1154.87,,
25/11/2009,1170.71,,
24/11/2009,1160.14,,
23/11/2009,1165.83,,
20/11/2009,1145.72,,
19/11/2009,1151.98,,
18/11/2009,1171.54,,
17/11/2009,1169.56,,
16/11/2009,1175.4,,
13/11/2009,1158.26,,
12/11/2009,1152.5,,
11/11/2009,1162.16,,
10/11/2009,1156.84,,
9/11/2009,1157.71,,
6/11/2009,1132.19,,
5/11/2009,1128.34,,
4/11/2009,1115.33,,
3/11/2009,1104.09,,
2/11/2009,1109.24,,
30/10/2009,1106.17,,
29/10/2009,1127.81,,
28/10/2009,1108.97,,
27/10/2009,1131.44,,
26/10/2009,1139.87,,
23/10/2009,1153.42,,
22/10/2009,1163.5,,
21/10/2009,1163.52,,
20/10/2009,1166.03,,
19/10/2009,1170.64,,
16/10/2009,1156.2,,
15/10/2009,1166.65,,
14/10/2009,1162.57,,
13/10/2009,1142.15,,
12/10/2009,1145.93,,
9/10/2009,1139.84,,
8/10/2009,1137.59,,
7/10/2009,1122.97,,
6/10/2009,1121.63,,
5/10/2009,1099.44,,
2/10/2009,1088.9,,
1/10/2009,1102.04,,
30/09/2009,1126.98,,
29/09/2009,1125.57,,
28/09/2009,1127.6,,
25/09/2009,1115.4,,
24/09/2009,1122.93,,
23/09/2009,1137.89,,
22/09/2009,1143.39,,
21/09/2009,1130.87,,
18/09/2009,1139.43,,
17/09/2009,1142.29,,
16/09/2009,1138.33,,
15/09/2009,1119.9,,
14/09/2009,1118.31,,
11/09/2009,1119.22,,
10/09/2009,1114.8,,
9/09/2009,1106.31,,
8/09/2009,1098.55,,
7/09/2009,1085.24,,
4/09/2009,1075.41,,
3/09/2009,1064.26,,
2/09/2009,1058.95,,
1/09/2009,1066.63,,
31/08/2009,1085.6,,
28/08/2009,1094.09,,
27/08/2009,1085.78,,
26/08/2009,1086.61,,
25/08/2009,1090.66,,
24/08/2009,1087.77,,
21/08/2009,1080.57,,
20/08/2009,1063.12,,
19/08/2009,1050.65,,
18/08/2009,1045.12,,
17/08/2009,1034.28,,
14/08/2009,1063.98,,
13/08/2009,1071.06,,
12/08/2009,1058.58,,
11/08/2009,1049.34,,
10/08/2009,1060.15,,
7/08/2009,1063.21,,
6/08/2009,1059.24,,
5/08/2009,1061.64,,
4/08/2009,1066.8,,
3/08/2009,1065.59,,
31/07/2009,1044.75,,
30/07/2009,1038.79,,
29/07/2009,1023.42,,
28/07/2009,1028.21,,
27/07/2009,1032.26,,
24/07/2009,1027.49,,
23/07/2009,1024.71,,
22/07/2009,1005.29,,
21/07/2009,1004.78,,
20/07/2009,995.67,,
17/07/2009,982.5,,
16/07/2009,980.58,,
15/07/2009,972.24,,
14/07/2009,945.72,,
13/07/2009,934.78,,
10/07/2009,921.4,,
9/07/2009,926.6,,
8/07/2009,921.14,,
7/07/2009,929.9,,
6/07/2009,940.86,,
3/07/2009,946.8,,
2/07/2009,947.71,,
1/07/2009,972.85,,
30/06/2009,964.05,,
29/06/2009,970.77,,
26/06/2009,963.77,,
25/06/2009,957.56,,
24/06/2009,951.09,,
23/06/2009,938.31,,
22/06/2009,939.17,,
19/06/2009,964.8,,
18/06/2009,958.48,,
17/06/2009,952.44,,
16/06/2009,960.02,,
15/06/2009,968.5,,
12/06/2009,994.39,,
11/06/2009,996.86,,
10/06/2009,987.53,,
9/06/2009,982.64,,
8/06/2009,975.19,,
5/06/2009,982.29,,
4/06/2009,986.03,,
3/06/2009,982.99,,
2/06/2009,1000.08,,
1/06/2009,994.5,,
29/05/2009,970,,
28/05/2009,954.96,,
27/05/2009,952.14,,
26/05/2009,958.27,,
25/05/2009,942.67,,
22/05/2009,941.25,,
21/05/2009,937.59,,
20/05/2009,953.47,,
19/05/2009,947.68,,
18/05/2009,936.28,,
15/05/2009,920.85,,
14/05/2009,920.98,,
13/05/2009,919.73,,
12/05/2009,941.64,,
11/05/2009,943.52,,
8/05/2009,953.57,,
7/05/2009,933.92,,
6/05/2009,934.77,,
5/05/2009,922.55,,
4/05/2009,921.53,,
1/05/2009,896.22,,
30/04/2009,893.02,,
29/04/2009,886.03,,
28/04/2009,866.31,,
27/04/2009,876.43,,
24/04/2009,882.26,,
23/04/2009,864,,
22/04/2009,857.49,,
21/04/2009,856.38,,
20/04/2009,849.12,,
17/04/2009,881.27,,
16/04/2009,875.59,,
15/04/2009,863.48,,
14/04/2009,861.86,,
13/04/2009,866.41,,
10/04/2009,861.96,,
9/04/2009,861.37,,
8/04/2009,835.52,,
7/04/2009,832.79,,
6/04/2009,848.54,,
3/04/2009,854.9,,
2/04/2009,852.76,,
1/04/2009,817.56,,
31/03/2009,805.22,,
30/03/2009,792.65,,
27/03/2009,824.69,,
26/03/2009,841.53,,
25/03/2009,829.44,,
24/03/2009,824.07,,
23/03/2009,830.16,,
20/03/2009,789.93,,
19/03/2009,803.11,,
18/03/2009,788.83,,
17/03/2009,778.58,,
16/03/2009,765.19,,
13/03/2009,756.41,,
12/03/2009,745.53,,
11/03/2009,730.95,,
10/03/2009,725.26,,
9/03/2009,688.64,,
6/03/2009,697.5,,
5/03/2009,700.46,,
4/03/2009,722.38,,
3/03/2009,705.35,,
2/03/2009,713.85,,
27/02/2009,750.86,,
26/02/2009,763.75,,
25/02/2009,763.81,,
24/02/2009,767.79,,
23/02/2009,757.29,,
20/02/2009,772.84,,
19/02/2009,790.18,,
18/02/2009,791.38,,
17/02/2009,796.67,,
16/02/2009,831.04,,
13/02/2009,837.02,,
12/02/2009,837.68,,
11/02/2009,845.04,,
10/02/2009,846.42,,
9/02/2009,876.94,,
6/02/2009,870.74,,
5/02/2009,852.94,,
4/02/2009,847.95,,
3/02/2009,843.77,,
2/02/2009,828.89,,
30/01/2009,838.83,,
29/01/2009,857.93,,
28/01/2009,878.83,,
27/01/2009,854.46,,
26/01/2009,841.92,,
23/01/2009,825.38,,
22/01/2009,830.42,,
21/01/2009,838.43,,
20/01/2009,822.61,,
19/01/2009,859.62,,
16/01/2009,865.83,,
15/01/2009,853.35,,
14/01/2009,862.25,,
13/01/2009,889.42,,
12/01/2009,902.58,,
9/01/2009,922.63,,
8/01/2009,938.56,,
7/01/2009,939.6,,
6/01/2009,949.69,,
5/01/2009,945.27,,
2/01/2009,945.97,,
1/01/2009,920.23,,
31/12/2008,920.23,,
30/12/2008,915.97,,
29/12/2008,901.08,,
26/12/2008,893.42,,
25/12/2008,889.13,,
24/12/2008,887.96,,
23/12/2008,888.31,,
22/12/2008,892.73,,
19/12/2008,906.92,,
18/12/2008,919.44,,
17/12/2008,928.12,,
16/12/2008,917.07,,
15/12/2008,891.24,,
12/12/2008,885.37,,
11/12/2008,892.29,,
10/12/2008,899.09,,
9/12/2008,887.65,,
8/12/2008,894.89,,
5/12/2008,848.4,,
4/12/2008,844.58,,
3/12/2008,860.19,,
2/12/2008,846.74,,
1/12/2008,830.33,,
28/11/2008,892.93,,
27/11/2008,884.74,,
26/11/2008,876.87,,
25/11/2008,863.24,,
24/11/2008,849.29,,
21/11/2008,794.84,,
20/11/2008,771.52,,
19/11/2008,821.63,,
18/11/2008,861.51,,
17/11/2008,858.83,,
14/11/2008,879.42,,
13/11/2008,893.95,,
12/11/2008,869.98,,
11/11/2008,906.28,,
10/11/2008,940.76,,
7/11/2008,939.28,,
6/11/2008,925.09,,
5/11/2008,982.98,,
4/11/2008,1007.65,,
3/11/2008,961.49,,
31/10/2008,957.25,,
30/10/2008,952.15,,
29/10/2008,924.29,,
28/10/2008,892.19,,
27/10/2008,834.03,,
24/10/2008,871.64,,
23/10/2008,910.68,,
22/10/2008,909.84,,
21/10/2008,972.12,,
20/10/2008,989.59,,
17/10/2008,950.77,,
16/10/2008,937.09,,
15/10/2008,950.36,,
14/10/2008,1022.59,,
13/10/2008,997.02,,
10/10/2008,910.33,,
9/10/2008,958.04,,
8/10/2008,1003.69,,
7/10/2008,1039.72,,
6/10/2008,1072.99,,
3/10/2008,1138.67,,
2/10/2008,1141.42,,
1/10/2008,1184.29,,
30/09/2008,1182.44,,
29/09/2008,1163.53,,
26/09/2008,1250.37,,
25/09/2008,1261.19,,
24/09/2008,1244.03,,
23/09/2008,1249.66,,
22/09/2008,1264.89,,
19/09/2008,1286.44,,
18/09/2008,1216.77,,
17/09/2008,1191.37,,
16/09/2008,1228.09,,
15/09/2008,1236.9,,
12/09/2008,1283.14,,
11/09/2008,1263.08,,
10/09/2008,1264.27,,
9/09/2008,1264.91,,
8/09/2008,1297.56,,
5/09/2008,1269.13,,
4/09/2008,1282.03,,
3/09/2008,1318.19,,
2/09/2008,1328.56,,
1/09/2008,1335.6,,
29/08/2008,1344.87,,
28/08/2008,1347.31,,
27/08/2008,1330.45,,
26/08/2008,1321.83,,
25/08/2008,1324.17,,
22/08/2008,1337.53,,
21/08/2008,1327.63,,
20/08/2008,1322.53,,
19/08/2008,1314.42,,
18/08/2008,1335.28,,
15/08/2008,1342.97,,
14/08/2008,1347.22,,
13/08/2008,1341.67,,
12/08/2008,1357.05,,
11/08/2008,1369.69,,
8/08/2008,1357.83,,
7/08/2008,1352.24,,
6/08/2008,1369.23,,
5/08/2008,1360.74,,
4/08/2008,1338.71,,
1/08/2008,1351.91,,
31/07/2008,1366.7,,
30/07/2008,1374.93,,
29/07/2008,1353.23,,
28/07/2008,1345.8,,
25/07/2008,1360.69,,
24/07/2008,1364.28,,
23/07/2008,1385.42,,
22/07/2008,1377.58,,
21/07/2008,1369.16,,
18/07/2008,1362.52,,
17/07/2008,1359.96,,
16/07/2008,1337.53,,
15/07/2008,1323.97,,
14/07/2008,1341.64,,
11/07/2008,1345.47,,
10/07/2008,1359.91,,
9/07/2008,1361.74,,
8/07/2008,1365.94,,
7/07/2008,1364.98,,
4/07/2008,1367.04,,
3/07/2008,1372.84,,
2/07/2008,1375.41,,
1/07/2008,1392.58,,
30/06/2008,1402.13,,
27/06/2008,1397.59,,
26/06/2008,1403.36,,
25/06/2008,1428.39,,
24/06/2008,1421.08,,
23/06/2008,1424.48,,
20/06/2008,1430.44,,
19/06/2008,1450.15,,
18/06/2008,1456.85,,
17/06/2008,1468.74,,
16/06/2008,1467.6,,
13/06/2008,1459.96,,
12/06/2008,1447.36,,
11/06/2008,1453.19,,
10/06/2008,1469.13,,
9/06/2008,1489.01,,
6/06/2008,1496.48,,
5/06/2008,1518.64,,
4/06/2008,1504.56,,
3/06/2008,1509.23,,
2/06/2008,1515.99,,
30/05/2008,1525.73,,
29/05/2008,1520.35,,
28/05/2008,1515.15,,
27/05/2008,1512.95,,
26/05/2008,1511.71,,
23/05/2008,1517.41,,
22/05/2008,1534.08,,
21/05/2008,1532.58,,
20/05/2008,1547.88,,
19/05/2008,1560.68,,
16/05/2008,1555.61,,
15/05/2008,1545.57,,
14/05/2008,1530.81,,
13/05/2008,1526.12,,
12/05/2008,1526.61,,
9/05/2008,1513.69,,
8/05/2008,1527.52,,
7/05/2008,1523.27,,
6/05/2008,1537.27,,
5/05/2008,1529.74,,
2/05/2008,1530.19,,
1/05/2008,1515.93,,
30/04/2008,1508.99,,
29/04/2008,1510.02,,
28/04/2008,1518.06,,
25/04/2008,1514.52,,
24/04/2008,1500.74,,
23/04/2008,1504.51,,
22/04/2008,1503.29,,
21/04/2008,1512.64,,
18/04/2008,1504.56,,
17/04/2008,1488.12,,
16/04/2008,1491.39,,
15/04/2008,1456.9,,
14/04/2008,1451.21,,
11/04/2008,1461.42,,
10/04/2008,1479.62,,
9/04/2008,1476.89,,
8/04/2008,1486.77,,
7/04/2008,1498.54,,
4/04/2008,1492.57,,
3/04/2008,1485.48,,
2/04/2008,1481.23,,
1/04/2008,1467.76,,
31/03/2008,1437.4,,
28/03/2008,1435.62,,
27/03/2008,1443.66,,
26/03/2008,1446.74,,
25/03/2008,1448.57,,
24/03/2008,1417.09,,
21/03/2008,1406.98,,
20/03/2008,1404.41,,
19/03/2008,1400.35,,
18/03/2008,1424.58,,
17/03/2008,1378.56,,
14/03/2008,1407.99,,
13/03/2008,1428.62,,
12/03/2008,1430.93,,
11/03/2008,1420.86,,
10/03/2008,1390.81,,
7/03/2008,1411.27,,
6/03/2008,1429.81,,
5/03/2008,1444.99,,
4/03/2008,1432.95,,
3/03/2008,1441.75,,
29/02/2008,1455.56,,
28/02/2008,1485.42,,
27/02/2008,1498.2,,
26/02/2008,1487.42,,
25/02/2008,1471.83,,
22/02/2008,1448.93,,
21/02/2008,1447.35,,
20/02/2008,1443.24,,
19/02/2008,1453.42,,
18/02/2008,1445.87,,
15/02/2008,1439.5,,
14/02/2008,1445.96,,
13/02/2008,1445.47,,
12/02/2008,1438.12,,
11/02/2008,1414.45,,
8/02/2008,1414.58,,
7/02/2008,1416.49,,
6/02/2008,1425.07,,
5/02/2008,1436.18,,
4/02/2008,1484.32,,
1/02/2008,1487.56,,
31/01/2008,1466.35,,
30/01/2008,1449.37,,
29/01/2008,1458.25,,
28/01/2008,1443.39,,
25/01/2008,1438.96,,
24/01/2008,1440.02,,
23/01/2008,1397.17,,
22/01/2008,1391.49,,
21/01/2008,1395.29,,
18/01/2008,1437.8,,
17/01/2008,1448.79,,
16/01/2008,1469.56,,
15/01/2008,1494.11,,
14/01/2008,1530.29,,
11/01/2008,1515.93,,
10/01/2008,1529.88,,
9/01/2008,1529.69,,
8/01/2008,1526.91,,
7/01/2008,1537.14,,
4/01/2008,1543.31,,
3/01/2008,1576.46,,
2/01/2008,1578.13,,
1/01/2008,1588.8,,
31/12/2007,1588.8,,
28/12/2007,1594.79,,
27/12/2007,1590.15,,
26/12/2007,1598.19,,
25/12/2007,1592.4,,
24/12/2007,1589.45,,
21/12/2007,1580.55,,
20/12/2007,1556.93,,
19/12/2007,1552.42,,
18/12/2007,1556.84,,
17/12/2007,1552.77,,
14/12/2007,1582.12,,
13/12/2007,1601.35,,
12/12/2007,1622.88,,
11/12/2007,1619.77,,
10/12/2007,1641.14,,
7/12/2007,1630.05,,
6/12/2007,1623.89,,
5/12/2007,1609.85,,
4/12/2007,1593.08,,
3/12/2007,1604.06,,
30/11/2007,1610.94,,
29/11/2007,1601.57,,
28/11/2007,1592.2,,
27/11/2007,1561.93,,
26/11/2007,1553.55,,
23/11/2007,1566.9,,
22/11/2007,1547.2,,
21/11/2007,1542.57,,
20/11/2007,1570.74,,
19/11/2007,1555.75,,
16/11/2007,1581.1,,
15/11/2007,1585.16,,
14/11/2007,1607.88,,
13/11/2007,1601.81,,
12/11/2007,1576.25,,
9/11/2007,1598.08,,
8/11/2007,1621.03,,
7/11/2007,1630.32,,
6/11/2007,1651.59,,
5/11/2007,1634.74,,
2/11/2007,1647.07,,
1/11/2007,1653.25,,
31/10/2007,1682.35,,
30/10/2007,1663.89,,
29/10/2007,1672.61,,
26/10/2007,1658.95,,
25/10/2007,1635.48,,
24/10/2007,1627.85,,
23/10/2007,1633.44,,
22/10/2007,1614.69,,
19/10/2007,1627.42,,
18/10/2007,1655.65,,
17/10/2007,1653.1,,
16/10/2007,1647.85,,
15/10/2007,1664.8,,
12/10/2007,1675.29,,
11/10/2007,1675.17,,
10/10/2007,1670.27,,
9/10/2007,1667.34,,
8/10/2007,1655.18,,
5/10/2007,1663.74,,
4/10/2007,1648.63,,
3/10/2007,1647.82,,
2/10/2007,1650.31,,
1/10/2007,1649.1,,
28/09/2007,1633.58,,
27/09/2007,1631.3,,
26/09/2007,1616.57,,
25/09/2007,1609.75,,
24/09/2007,1611.84,,
21/09/2007,1614.11,,
20/09/2007,1609.96,,
19/09/2007,1609.85,,
18/09/2007,1579.56,,
17/09/2007,1554.12,,
14/09/2007,1566.52,,
13/09/2007,1568.87,,
12/09/2007,1559.47,,
11/09/2007,1555.39,,
10/09/2007,1533.72,,
7/09/2007,1542.64,,
6/09/2007,1563.25,,
5/09/2007,1555.99,,
4/09/2007,1572.91,,
3/09/2007,1562.64,,
31/08/2007,1561.59,,
30/08/2007,1540.42,,
29/08/2007,1536.98,,
28/08/2007,1520.88,,
27/08/2007,1548.48,,
24/08/2007,1552.63,,
23/08/2007,1540.08,,
22/08/2007,1531.75,,
21/08/2007,1513.31,,
20/08/2007,1507.46,,
17/08/2007,1498.24,,
16/08/2007,1473.37,,
15/08/2007,1494.53,,
14/08/2007,1517.38,,
13/08/2007,1539.5,,
10/08/2007,1531.42,,
9/08/2007,1554.91,,
8/08/2007,1589.53,,
7/08/2007,1563.85,,
6/08/2007,1554.46,,
3/08/2007,1542.18,,
2/08/2007,1564.86,,
1/08/2007,1556.33,,
31/07/2007,1565.81,,
30/07/2007,1564.22,,
27/07/2007,1555.57,,
26/07/2007,1579.15,,
25/07/2007,1614.79,,
24/07/2007,1622.69,,
23/07/2007,1645.82,,
20/07/2007,1642.2,,
19/07/2007,1654.91,,
18/07/2007,1643.92,,
17/07/2007,1651.86,,
16/07/2007,1654.05,,
13/07/2007,1654.8,,
12/07/2007,1646.21,,
11/07/2007,1625.1,,
10/07/2007,1622.9,,
9/07/2007,1635.76,,
6/07/2007,1631.37,,
5/07/2007,1624.26,,
4/07/2007,1627.41,,
3/07/2007,1624.39,,
2/07/2007,1616.87,,
29/06/2007,1602.36,,
28/06/2007,1596.36,,
27/06/2007,1588.19,,
26/06/2007,1587.83,,
25/06/2007,1593.49,,
22/06/2007,1598.1,,
21/06/2007,1610.33,,
20/06/2007,1611.23,,
19/06/2007,1619.85,,
18/06/2007,1619.4,,
15/06/2007,1619.22,,
14/06/2007,1603.09,,
13/06/2007,1589.47,,
12/06/2007,1578.06,,
11/06/2007,1591.33,,
8/06/2007,1585.93,,
7/06/2007,1584.77,,
6/06/2007,1607.75,,
5/06/2007,1624.57,,
4/06/2007,1630.06,,
1/06/2007,1625.22,,
31/05/2007,1616.87,,
30/05/2007,1608.61,,
29/05/2007,1605.75,,
28/05/2007,1601.21,,
25/05/2007,1599.4,,
24/05/2007,1596.96,,
23/05/2007,1612.6,,
22/05/2007,1607.11,,
21/05/2007,1605.41,,
18/05/2007,1604.62,,
17/05/2007,1595.41,,
16/05/2007,1598.2,,
15/05/2007,1594.41,,
14/05/2007,1593.21,,
11/05/2007,1593.84,,
10/05/2007,1584.5,,
9/05/2007,1602.48,,
8/05/2007,1596.11,,
7/05/2007,1605.4,,
4/05/2007,1597.45,,
3/05/2007,1589.89,,
2/05/2007,1585.85,,
1/05/2007,1575.91,,
30/04/2007,1577.86,,
27/04/2007,1584.09,,
26/04/2007,1585.76,,
25/04/2007,1587.76,,
24/04/2007,1576.66,,
23/04/2007,1579.77,,
20/04/2007,1583.14,,
19/04/2007,1569.6,,
18/04/2007,1576.04,,
17/04/2007,1574.45,,
16/04/2007,1571.64,,
13/04/2007,1553.66,,
12/04/2007,1548.97,,
11/04/2007,1544.24,,
10/04/2007,1549.78,,
9/04/2007,1540.71,,
6/04/2007,1542.02,,
5/04/2007,1542.41,,
4/04/2007,1538.17,,
3/04/2007,1532.39,,
2/04/2007,1518.17,,
30/03/2007,1514.18,,
29/03/2007,1515.94,,
28/03/2007,1510.35,,
27/03/2007,1518.37,,
26/03/2007,1525.06,,
23/03/2007,1526.85,,
22/03/2007,1524.84,,
21/03/2007,1512.18,,
20/03/2007,1496.91,,
19/03/2007,1486.49,,
16/03/2007,1469.67,,
15/03/2007,1471.29,,
14/03/2007,1456.19,,
13/03/2007,1469.55,,
12/03/2007,1490.44,,
9/03/2007,1485.23,,
8/03/2007,1483.5,,
7/03/2007,1470.37,,
6/03/2007,1467.82,,
5/03/2007,1447.57,,
2/03/2007,1470.04,,
1/03/2007,1481.53,,
28/02/2007,1490.44,,
27/02/2007,1503.42,,
26/02/2007,1541.71,,
23/02/2007,1538.93,,
22/02/2007,1535.93,,
21/02/2007,1534.37,,
20/02/2007,1540.35,,
19/02/2007,1539.38,,
16/02/2007,1536.74,,
15/02/2007,1538.96,,
14/02/2007,1533.83,,
13/02/2007,1517.24,,
12/02/2007,1506.23,,
9/02/2007,1513.76,,
8/02/2007,1516.79,,
7/02/2007,1522.24,,
6/02/2007,1517.53,,
5/02/2007,1512.41,,
2/02/2007,1515.72,,
1/02/2007,1514.09,,
31/01/2007,1500.23,,
30/01/2007,1496.76,,
29/01/2007,1488.97,,
26/01/2007,1487.3,,
25/01/2007,1495.45,,
24/01/2007,1505.98,,
23/01/2007,1496.53,,
22/01/2007,1490.11,,
19/01/2007,1493.56,,
18/01/2007,1487.81,,
17/01/2007,1490.64,,
16/01/2007,1490.2,,
15/01/2007,1493.32,,
12/01/2007,1487.56,,
11/01/2007,1475.49,,
10/01/2007,1465.34,,
9/01/2007,1472.73,,
8/01/2007,1471.38,,
5/01/2007,1469.8,,
4/01/2007,1484.35,,
3/01/2007,1488.63,,
2/01/2007,1494.32,,
1/01/2007,1483.58,,
29/12/2006,1483.58,,
28/12/2006,1486.64,,
27/12/2006,1486.32,,
26/12/2006,1474.82,,
25/12/2006,1472.42,,
22/12/2006,1472.99,,
21/12/2006,1479.41,,
20/12/2006,1483.75,,
19/12/2006,1479.93,,
18/12/2006,1479.97,,
15/12/2006,1483.77,,
14/12/2006,1483.74,,
13/12/2006,1474.73,,
12/12/2006,1471.44,,
11/12/2006,1469.07,,
8/12/2006,1469.49,,
7/12/2006,1468.72,,
6/12/2006,1469.25,,
5/12/2006,1467.55,,
4/12/2006,1462.03,,
1/12/2006,1452.99,,
30/11/2006,1455.17,,
29/11/2006,1450.33,,
28/11/2006,1433.7,,
27/11/2006,1432.77,,
24/11/2006,1447.92,,
23/11/2006,1449.63,,
22/11/2006,1449.08,,
21/11/2006,1439.38,,
20/11/2006,1435.6,,
17/11/2006,1439.75,,
16/11/2006,1442.01,,
15/11/2006,1440.88,,
14/11/2006,1436.75,,
13/11/2006,1430.22,,
10/11/2006,1431.87,,
9/11/2006,1428.56,,
8/11/2006,1433.31,,
7/11/2006,1436.01,,
6/11/2006,1427.17,,
3/11/2006,1413.91,,
2/11/2006,1416.78,,
1/11/2006,1419.3,,
31/10/2006,1422.93,,
30/10/2006,1420.79,,
27/10/2006,1424.88,,
26/10/2006,1430.04,,
25/10/2006,1421.22,,
24/10/2006,1414.91,,
23/10/2006,1414.45,,
20/10/2006,1409.58,,
19/10/2006,1406.38,,
18/10/2006,1401.88,,
17/10/2006,1397.96,,
16/10/2006,1405.17,,
13/10/2006,1398.12,,
12/10/2006,1394.94,,
11/10/2006,1385.17,,
10/10/2006,1387.73,,
9/10/2006,1385.52,,
6/10/2006,1383.81,,
5/10/2006,1390.59,,
4/10/2006,1381.24,,
3/10/2006,1373.27,,
2/10/2006,1375.57,,
29/09/2006,1373.37,,
28/09/2006,1375.82,,
27/09/2006,1373.84,,
26/09/2006,1364.75,,
25/09/2006,1357.27,,
22/09/2006,1354.46,,
21/09/2006,1360.11,,
20/09/2006,1359.43,,
19/09/2006,1354.82,,
18/09/2006,1357.59,,
15/09/2006,1355.1,,
14/09/2006,1356.58,,
13/09/2006,1353.52,,
12/09/2006,1349.31,,
11/09/2006,1337.72,,
8/09/2006,1344.48,,
7/09/2006,1343.01,,
6/09/2006,1355.84,,
5/09/2006,1370.82,,
4/09/2006,1373.02,,
1/09/2006,1365.17,,
31/08/2006,1358.87,,
30/08/2006,1358.7,,
29/08/2006,1353.59,,
28/08/2006,1350.51,,
25/08/2006,1345.06,,
24/08/2006,1348.52,,
23/08/2006,1348.5,,
22/08/2006,1354.18,,
21/08/2006,1354.35,,
18/08/2006,1354.91,,
17/08/2006,1354.75,,
16/08/2006,1351.79,,
15/08/2006,1338.81,,
14/08/2006,1323.13,,
11/08/2006,1318.5,,
10/08/2006,1322.28,,
9/08/2006,1326.96,,
8/08/2006,1324.23,,
7/08/2006,1324.4,,
4/08/2006,1335.69,,
3/08/2006,1327.09,,
2/08/2006,1330.66,,
1/08/2006,1318.66,,
31/07/2006,1327.23,,
28/07/2006,1328.16,,
27/07/2006,1313.63,,
26/07/2006,1303.99,,
25/07/2006,1303.93,,
24/07/2006,1295.76,,
21/07/2006,1279.85,,
20/07/2006,1288.24,,
19/07/2006,1285.12,,
18/07/2006,1260.98,,
17/07/2006,1266.1,,
