Date,DAX,DJI,FTSE,HSI,NKI,SP500
1/04/1999,5252.36,9184.26,5879.4,9809.17,13415.89,1228.1
1/05/1999,5253.91,9311.19,5958.2,9891.06,13232.74,1244.78
1/06/1999,5443.62,9544.97,6148.8,10233.8,13468.46,1272.34
1/07/1999,5323.21,9537.76,6101.2,10693.57,13536.56,1269.73
1/08/1999,5392.84,9643.32,6147.2,10722.7,13391.81,1275.09
1/11/1999,5270.6,9619.89,6085,10634.27,13368.48,1263.88
1/12/1999,5200.1,9474.68,6033.6,10711.56,13360.97,1239.51
1/13/1999,4931.8,9349.56,5850.1,10273.77,13403.6,1234.4
1/14/1999,4912.75,9120.93,5820.2,10183.13,13738.86,1212.19
1/15/1999,4960.22,9340.55,5941,10147.4,13738.86,1243.26
1/18/1999,5050.4,9340.55,6123.9,10402.54,13805.06,1243.26
1/19/1999,5073.15,9355.22,6027.6,10290.11,13770.44,1252
1/20/1999,5143.06,9335.92,6105.6,10314.91,14028.05,1256.62
1/21/1999,5156.67,9264.07,6022.3,10048.57,14245.42,1235.16
1/22/1999,5019.28,9120.67,5861.2,9738.52,14154.4,1225.19
1/25/1999,4982.45,9203.31,5880.9,9499.5,14208.81,1233.98
1/26/1999,4986.8,9324.58,5885.7,9509.83,14382.01,1252.31
1/27/1999,5061.18,9200.23,5876.4,9719.66,14450.06,1243.17
1/28/1999,5096.41,9281.33,5872.5,9360.96,14342.32,1265.37
1/29/1999,5159.96,9358.82,5896,9506.9,14499.25,1279.64
2/01/1999,5190.82,9345.69,6012.4,9599.55,14465.18,1273
2/02/1999,5166.87,9274.12,6013,9502.72,14349.83,1261.99
2/03/1999,5085.66,9366.82,5940.3,9419.85,14161.31,1272.07
2/04/1999,5077.85,9304.5,5939.9,9438.65,14086.85,1248.49
2/05/1999,5080.77,9304.24,5855.3,9190.2,13898.08,1239.4
2/08/1999,5027.22,9291.11,5834.9,9139.6,13992.49,1243.77
2/09/1999,4904.35,9133.03,5779.9,9244.49,13902.66,1216.14
2/10/1999,4796.82,9177.31,5770.2,9076.33,13952.4,1223.55
2/11/1999,4839.33,9363.45,5888.5,9146.8,13952.4,1254.04
2/12/1999,4888.74,9274.89,5950.7,9425.42,13973.69,1230.13
2/15/1999,4879.55,9274.89,6023.2,9402.39,14054.72,1230.13
2/16/1999,4904.68,9297.03,6108.6,9402.39,14232.64,1241.87
2/17/1999,4810.09,9195.47,6078.4,9402.39,14158.67,1224.03
2/18/1999,4845.08,9298.63,6074.9,9402.39,14146.79,1237.28
2/19/1999,4802.38,9339.95,6031.2,9254.12,14098.04,1239.22
2/22/1999,4845.18,9552.67,6069.9,9229.34,14256.67,1272.14
2/23/1999,4987.56,9544.41,6155.2,9433.99,14500.65,1271.18
2/24/1999,5062.31,9399.66,6307.6,9677.57,14355.45,1253.41
2/25/1999,4958.58,9366.34,6206.5,9658.07,14470.45,1245.02
2/26/1999,4911.81,9306.57,6175.1,9858.49,14367.54,1238.33
3/01/1999,4784.31,9324.78,6060.9,10020.46,14221.75,1236.16
3/02/1999,4804.02,9297.61,6061.3,9913.58,13921.06,1225.5
3/03/1999,4697.67,9275.88,6048.3,9922.4,14170.36,1227.7
3/04/1999,4678.72,9467.4,6101.4,9912.76,14183.45,1246.64
3/05/1999,4839.09,9736.07,6205.5,10241.12,14894,1275.47
3/08/1999,4788.69,9727.61,6208.8,10263.99,14779.05,1282.73
3/09/1999,4758.46,9693.75,6237.7,10532.95,15096.7,1279.84
3/10/1999,4721.41,9772.84,6241.5,10749.01,15480,1286.84
3/11/1999,4754.41,9897.44,6335.7,10662.81,15502.14,1297.68
3/12/1999,5008.16,9876.35,6282.2,10801.76,15488.86,1294.59
3/15/1999,5029.24,9958.77,6206.8,10836.86,15779.6,1307.26
3/16/1999,5094.63,9930.47,6201.9,10911.25,16072.82,1306.38
3/17/1999,5077.43,9879.4,6140.6,10940.07,16268.11,1297.82
3/18/1999,5013.62,9997.62,6114.3,10659.32,15717.92,1316.55
3/19/1999,5099.48,9903.55,6163.2,11082.92,16378.78,1299.29
3/22/1999,5027.06,9890.5,6152.8,11107.24,16378.78,1297.01
3/23/1999,4915.03,9671.83,6060.5,11041.01,16019.1,1262.14
3/24/1999,4780.13,9666.84,6016.7,10711.34,15515.47,1268.59
3/25/1999,4863.81,9836.39,6085,10826.13,15986.04,1289.99
3/26/1999,4775.17,9822.24,6139.2,10803.31,16016.99,1282.8
3/29/1999,4876.92,10006.78,6252.9,10688.47,16008.84,1310.17
3/30/1999,4856.84,9913.26,6264.1,10940.21,15859.12,1300.75
3/31/1999,4884.2,9786.16,6295.3,10942.2,15836.59,1286.37
4/01/1999,4914.59,9832.5,6330,11072.98,16327.56,1293.72
4/02/1999,4914.59,9832.5,6330,11072.98,16290.19,1293.72
4/05/1999,4914.59,10007.33,6330,11072.98,16334.78,1321.12
4/06/1999,4965.29,9963.49,6415.3,11072.98,16479.71,1317.89
4/07/1999,5052.27,10085.31,6473.2,11614.87,16554.5,1326.89
4/08/1999,5068.75,10197.7,6437.9,11727.84,16846.69,1343.98
4/09/1999,5124.18,10173.83,6472.8,11914.1,16855.63,1348.35
4/12/1999,5159.16,10339.51,6441.2,11744.74,16507.4,1358.64
4/13/1999,5199.18,10395.01,6513.1,11899.69,16715.16,1349.82
4/14/1999,5182.16,10411.66,6493.6,11834.13,16764.68,1328.44
4/15/1999,5181.01,10462.72,6466.1,11962.23,16727.08,1322.86
4/16/1999,5155.35,10493.89,6420.6,12490.3,16851.58,1319
4/19/1999,5220.15,10440.53,6515.3,12766.44,16674.21,1289.48
4/20/1999,5087.29,10448.55,6319.8,12409.78,16697.11,1306.17
4/21/1999,5163.29,10581.42,6311,12543.76,16495.02,1336.12
4/22/1999,5218.82,10727.18,6413.6,12933.54,16665.88,1358.82
4/23/1999,5195.42,10689.67,6428,12905.3,16923.25,1356.85
4/26/1999,5256.22,10718.59,6503.6,13127.02,16918.51,1360.04
4/27/1999,5347.5,10831.71,6593.6,13364.79,16957.27,1362.8
4/28/1999,5348.61,10845.45,6598.8,13133.39,16942.24,1350.91
4/29/1999,5334.42,10878.38,6497.6,13179.7,16942.24,1342.83
4/30/1999,5393.11,10789.04,6552.2,13333.2,16701.53,1335.18
5/03/1999,5377.56,11014.69,6552.2,13337.07,16701.53,1354.63
5/04/1999,5383.21,10886.12,6533.1,13559.69,16701.53,1332
5/05/1999,5307.22,10955.42,6401.7,13586.21,16701.53,1347.31
5/06/1999,5274.45,10946.82,6406.6,13570.24,17300.61,1332.05
5/07/1999,5297.38,11031.59,6356,12997.43,16946.52,1345
5/10/1999,5205.95,11007.24,6348.8,13163.2,16977.01,1340.3
5/11/1999,5249.15,11026.14,6378.3,12874.37,16743.18,1355.61
5/12/1999,5248.02,11000.37,6343.1,13012.97,16947.36,1364
5/13/1999,5248.02,11107.19,6456.6,13053.67,16851.25,1367.56
5/14/1999,5173.25,10913.32,6300.4,12855.52,16810.39,1337.8
5/17/1999,5114.47,10853.47,6165.8,12588.6,16421.02,1339.49
5/18/1999,5154.94,10836.95,6206.4,12627.1,16378.62,1333.32
5/19/1999,5181.51,10887.39,6266.7,12403.14,16128.18,1344.23
5/20/1999,5235.64,10866.74,6368.2,12375.42,16199.99,1338.83
5/21/1999,5264.68,10829.28,6353.1,12272.14,16292.98,1330.29
5/24/1999,5264.68,10654.68,6322.1,12436.86,16390.49,1306.65
5/25/1999,5143.1,10531.09,6249.3,12346.91,16214.23,1284.4
5/26/1999,5160.44,10702.16,6236.8,12409.16,16230.52,1304.76
5/27/1999,5083.83,10466.93,6199.5,12308.53,16177.19,1281.41
5/28/1999,5068.73,10559.75,6226.2,12059.25,15972.68,1301.84
5/31/1999,5069.83,10559.75,6226.2,12147.12,16111.65,1301.84
6/01/1999,5021.24,10596.26,6250,12363.56,16408.5,1294.26
6/02/1999,4997.83,10577.9,6302.2,12458.64,16417.99,1294.81
6/03/1999,4997.83,10663.7,6348.6,12471.61,16227.5,1299.54
6/04/1999,5107.81,10799.84,6361.5,12415.54,16300.75,1327.75
6/07/1999,5190.15,10909.39,6412,12837.39,16475.89,1334.52
6/08/1999,5211.08,10765.65,6431.5,12864.86,16562.92,1317.33
6/09/1999,5253.89,10690.29,6453,12874.42,16622.5,1318.64
6/10/1999,5206.47,10621.27,6403.4,12839.21,17102.62,1302.82
6/11/1999,5262.15,10490.51,6484.8,12992.76,17198.55,1293.64
6/14/1999,5268.87,10563.33,6430.1,13007.57,17188.82,1294
6/15/1999,5342.86,10594.99,6451.2,12935.41,17282,1301.16
6/16/1999,5381.25,10784.96,6504.9,13155.12,17210.18,1330.41
6/17/1999,5412,10841.63,6493.6,13408.27,17470.45,1339.9
6/18/1999,5430.32,10855.56,6527.8,13408.27,17431.26,1342.84
6/21/1999,5468.47,10815.99,6581.2,13994.23,17738.85,1349
6/22/1999,5468.67,10721.64,6552.4,14004.88,17777.62,1335.88
6/23/1999,5399.11,10666.87,6496.5,13976.04,17586.75,1333.06
6/24/1999,5327.6,10534.84,6416.7,13780.12,17628.32,1315.78
6/25/1999,5301.21,10552.57,6435.4,13784.51,17436.52,1315.31
6/28/1999,5356.95,10655.15,6405.7,13840.29,17610.58,1331.35
6/29/1999,5359.53,10815.35,6307.1,13765.49,17782.79,1351.45
6/30/1999,5378.52,10970.81,6318.5,13532.14,17529.74,1372.71
7/01/1999,5480.22,11066.43,6488.9,13532.14,17860.75,1380.96
7/02/1999,5519.05,11139.25,6491.9,14184.58,17932.47,1391.22
7/05/1999,5625.62,11139.25,6592,14506.74,18135.06,1391.22
7/06/1999,5612.9,11135.13,6620.6,14372.61,18050.73,1388.12
7/07/1999,5588.5,11187.37,6597.4,14257.44,17958.9,1395.86
7/08/1999,5607.1,11126.9,6557.3,14226.3,17967.65,1394.42
7/09/1999,5638.95,11193.7,6562.6,14222.57,17937.73,1403.28
7/12/1999,5652.02,11200.98,6545.5,14061.84,18274.18,1399.1
7/13/1999,5573.82,11175.02,6445.6,13980.93,18181.09,1393.56
7/14/1999,5610.89,11148.11,6473.1,13575.57,18357.86,1398.17
7/15/1999,5619.26,11186.42,6575,13758.89,18431.86,1409.62
7/16/1999,5619.94,11209.85,6563.2,13545.24,18248.3,1418.78
7/19/1999,5624.74,11187.68,6483.7,13447.13,18532.58,1407.65
7/20/1999,5491.29,10996.14,6392,13600.4,18532.58,1377.1
7/21/1999,5414.17,11002.78,6329.8,13419.66,18257.52,1379.29
7/22/1999,5340.91,10969.22,6297.8,13369.06,17730.34,1360.97
7/23/1999,5310.63,10910.97,6207.4,13093.7,17534.44,1356.94
7/26/1999,5206.44,10863.16,6169.1,12866.52,17491.34,1347.76
7/27/1999,5224.16,10979.04,6262.8,13075.09,17462.72,1362.84
7/28/1999,5229.56,10972.08,6297.2,13140.42,17579.91,1365.4
7/29/1999,5052.32,10791.29,6117.5,13117.84,17869.92,1341.03
7/30/1999,5101.87,10655.15,6231.9,13186.86,17861.86,1328.72
8/02/1999,5129.5,10645.97,6288.3,13435.43,17825.7,1328.05
8/03/1999,5107.68,10677.31,6250.6,13473.84,17969.93,1322.18
8/04/1999,5119.37,10674.78,6235.4,13591.02,17685.38,1305.33
8/05/1999,4978.45,10793.82,6101.6,13254.34,17358.19,1313.71
8/06/1999,5010.47,10714.04,6121,13167.06,17084.24,1300.29
8/09/1999,5087.3,10707.71,6126.4,12945.47,17190.45,1297.8
8/10/1999,5000.87,10655.15,5978.4,12596.71,17202.09,1281.43
8/11/1999,5019.69,10787.81,6014.4,12437.8,17211.16,1301.93
8/12/1999,5127.43,10789.39,6153.3,12779.75,17422.97,1298.16
8/13/1999,5219.43,10973.66,6245.1,12608.18,17435.17,1327.68
8/16/1999,5257.1,11046.8,6235.4,12894.78,17826.03,1330.77
8/17/1999,5259.91,11117.08,6166.4,12783.16,17860.09,1344.16
8/18/1999,5230.47,10991.39,6201.8,12993.1,17892.26,1332.84
8/19/1999,5186.85,10963.84,6118,13403.59,17879.74,1323.59
8/20/1999,5254.14,11100.62,6180.8,13566.74,18098.11,1336.61
8/23/1999,5301.98,11299.76,6322.1,13573.66,18233.55,1360.22
8/24/1999,5324.02,11283.3,6315.1,13633.87,18095.41,1363.5
8/25/1999,5400.32,11326.04,6369.5,13479.13,17855.16,1381.79
8/26/1999,5389.34,11198.45,6383.9,13608.38,17666.29,1362.01
8/27/1999,5420.36,11090.17,6375.2,13383.13,17599.37,1348.27
8/30/1999,5392.53,10914.13,6375.2,13688.66,17918.97,1324.02
8/31/1999,5270.77,10829.28,6246.4,13482.77,17436.56,1320.41
9/01/1999,5317.12,10937.88,6276.2,13544.19,17802.48,1331.07
9/02/1999,5189.92,10843.21,6195.6,13367.56,17631.25,1319.11
9/03/1999,5336.22,11078.46,6332.1,13178.31,17629.99,1357.24
9/06/1999,5400.55,11078.46,6375.7,13385.16,17756.51,1357.24
9/07/1999,5391.36,11034.13,6309.5,13396.09,17707.5,1350.45
9/08/1999,5400.7,11036.35,6253.6,13356.63,17641.38,1344.15
9/09/1999,5436.86,11079.4,6260.6,13854.88,17677.56,1347.66
9/10/1999,5483.95,11028.43,6191,13855.93,17711.02,1351.66
9/13/1999,5446.91,11030.33,6169,13860.85,17909.29,1344.13
9/14/1999,5401.47,10910.34,6116,13804.03,17777.22,1336.29
9/15/1999,5387.18,10801.42,6067.7,13430.6,17777.22,1317.97
9/16/1999,5304.42,10737.47,6014.6,13430.6,17291.59,1318.48
9/17/1999,5303.94,10803.64,6039.8,13484.84,17342.27,1335.42
9/20/1999,5351.98,10823.9,6056.5,13472.37,17575.26,1335.53
9/21/1999,5282.76,10598.48,5957.3,13420.46,17932.79,1307.58
9/22/1999,5238.76,10524.07,5913.9,13187.62,17325.76,1310.51
9/23/1999,5299.57,10318.6,5969.7,13214.44,17325.76,1280.41
9/24/1999,5186.53,10279.34,5937.6,13032.07,16871.73,1277.36
9/27/1999,5239.64,10303.4,6078.6,12760.46,16821.06,1283.31
9/28/1999,5119.1,10275.54,6007.2,12844.93,17325.7,1282.2
9/29/1999,5135.62,10213.48,6020.6,12834.89,17282.28,1268.37
9/30/1999,5149.83,10336.96,6029.8,12733.24,17605.46,1282.71
10/01/1999,5124.55,10273,5970.7,12733.24,17712.56,1282.81
10/04/1999,5218.86,10401.23,6052.9,12875.86,17763.71,1304.6
10/05/1999,5301.85,10400.6,6084.5,12998.89,17784.15,1301.35
10/06/1999,5353.32,10588.35,6097.5,13017.98,17896.42,1325.4
10/07/1999,5419.31,10537.06,6200.4,13113.2,18136.55,1317.64
10/08/1999,5419.26,10649.77,6199.4,13112.42,18062.18,1336.02
10/11/1999,5414.5,10648.18,6234.8,12992.72,18062.18,1335.21
10/12/1999,5358.46,10417.06,6174.8,12759.35,18090.81,1313.04
10/13/1999,5295.43,10232.16,6113.4,12475.87,17754.49,1285.55
10/14/1999,5220.29,10286.62,6039.4,12486.82,17780.26,1283.42
10/15/1999,5184.23,10019.72,5907.3,12299.08,17601.57,1247.41
10/18/1999,5156.28,10116.28,5869.2,12299.08,17275.33,1254.13
10/19/1999,5296.91,10204.93,5993.7,12134.13,17254.17,1261.32
10/20/1999,5291.23,10392.36,6006.7,12498.56,17534.71,1289.43
10/21/1999,5246.49,10297.7,5939.3,12523,17448.27,1283.61
10/22/1999,5357.75,10470.25,6058.9,12863.08,17438.8,1301.65
10/25/1999,5320.4,10349.94,6009.4,13034.18,17648.79,1293.63
10/26/1999,5388.76,10302.13,6092.4,12797.38,17671.79,1281.91
10/27/1999,5363.86,10394.9,6045.7,12709.07,17382.36,1296.71
10/28/1999,5478.89,10622.54,6149.1,12758.88,17413.71,1342.44
10/29/1999,5525.4,10729.87,6255.7,13256.95,17942.08,1362.93
11/01/1999,5524.92,10648.52,6284,13322.11,17996.92,1354.12
11/02/1999,5546.95,10581.84,6252,13335.84,17991.96,1347.74
11/03/1999,5560.87,10609.07,6280.8,13257.33,17991.96,1354.93
11/04/1999,5635.62,10639.65,6331.3,13651.51,18348.13,1362.64
11/05/1999,5658.1,10704.49,6356.6,13610.27,18354.9,1370.23
11/08/1999,5647.94,10718.86,6374.3,13521.11,18240.98,1377.01
11/09/1999,5694.73,10617.32,6435.5,13669.7,18292.16,1365.28
11/10/1999,5742.42,10597.75,6447,13975.54,18567.87,1373.46
11/11/1999,5802.36,10595.3,6551.4,14105.71,18327.28,1381.46
11/12/1999,5791.05,10769.32,6511.6,14189.67,18258.55,1396.06
11/15/1999,5859.29,10760.76,6533.6,14562.22,18198.09,1394.39
11/16/1999,5909.52,10932.33,6583,14689.46,18155.14,1420.07
11/17/1999,5870.17,10883.09,6555.7,14704.48,18274.82,1410.71
11/18/1999,5950.05,11035.7,6550.8,14721.74,18532.81,1424.94
11/19/1999,5955.97,11003.9,6482.3,15073.1,18570.84,1422
11/22/1999,5819.89,11089.53,6442,15285.03,18822.12,1420.94
11/23/1999,5814.74,10995.64,6534.2,15393.2,18822.12,1404.64
11/24/1999,5818.73,11008.18,6561.8,15307.28,18896.21,1417.08
11/25/1999,5961.45,11008.18,6682.8,14998.77,18721.78,1417.08
11/26/1999,5958.07,10988.91,6684.8,15274.53,18914.5,1416.62
11/29/1999,5888.88,10947.93,6692.3,15461.11,18850.27,1407.83
11/30/1999,5896.04,10877.81,6597.2,15377.19,18558.23,1388.91
12/01/1999,5933.84,10998.39,6646,15422.52,18495.95,1397.72
12/02/1999,5937.2,11039.07,6653.7,15603.04,18514.41,1409.04
12/03/1999,6119.17,11286.18,6742.2,15840.41,18368.14,1433.3
12/06/1999,6142.19,11225.02,6694,16168.62,18507.2,1423.33
12/07/1999,6158.77,11106.66,6660.9,16073.09,18593.96,1409.17
12/08/1999,6115.59,11068.12,6619.4,15989.38,18401.2,1403.88
12/09/1999,6118.06,11134.79,6680.8,16370.95,18260.72,1408.11
12/10/1999,6097.9,11224.71,6739.5,16380.21,18271.85,1417.04
12/13/1999,6127.2,11192.6,6710.7,16442.11,18205.08,1415.22
12/14/1999,6187.99,11160.18,6702.1,16282.7,18165.55,1403.17
12/15/1999,6232.75,11225.32,6633.8,15825.31,18138.36,1413.32
12/16/1999,6341.29,11244.89,6672,15571.36,18111.31,1418.78
12/17/1999,6353.9,11257.43,6724.6,15986.35,18095.12,1421.03
12/20/1999,6378.66,11144.28,6731.2,16212.39,18175.49,1418.09
12/21/1999,6418.68,11200.55,6707.5,16248.74,18080.38,1433.43
12/22/1999,6492.53,11203.61,6728.6,16192.4,18461.93,1436.13
12/23/1999,6782.39,11405.76,6776.8,16296.08,18461.93,1458.34
12/24/1999,6782.39,11405.76,6806.5,16833.28,18584.95,1458.34
12/27/1999,6837.41,11391.08,6806.5,16833.28,18546.9,1457.1
12/28/1999,6861.54,11476.71,6806.5,16928.29,18783.52,1457.66
12/29/1999,6859.58,11484.67,6835.9,16660.82,18810.58,1463.46
12/30/1999,6958.14,11452.86,6930.2,16962.1,18934.34,1464.47
12/31/1999,6958.14,11497.12,6930.2,16962.1,18934.34,1469.25
1/03/2000,6750.76,11357.51,6930.2,17369.63,18934.34,1455.22
1/04/2000,6586.95,10997.94,6665.9,17072.82,19002.86,1399.42
1/05/2000,6502.07,11122.66,6535.9,15846.72,18542.55,1402.11
1/06/2000,6474.92,11253.27,6447.2,15153.23,18168.27,1403.45
1/07/2000,6780.96,11522.56,6504.8,15405.63,18193.41,1441.47
1/10/2000,6925.52,11572.2,6607.7,15848.15,18193.41,1457.6
1/11/2000,6891.25,11511.09,6518.9,15862.1,18850.92,1438.56
1/12/2000,6912.81,11551.11,6532.8,15714.2,18677.42,1432.25
1/13/2000,6955.98,11582.44,6531.5,15633.96,18833.29,1449.68
1/14/2000,7173.22,11722.98,6658.2,15542.23,18956.55,1465.15
1/17/2000,7258.9,11722.98,6669.5,15574.56,19437.23,1465.15
1/18/2000,7072.12,11560.73,6504.6,15789.2,19196.57,1455.14
1/19/2000,7091.04,11489.37,6445.4,15275.34,18897.75,1455.9
1/20/2000,7112.66,11351.3,6348.7,15215.31,19008.01,1445.57
1/21/2000,6992.75,11251.72,6346.3,15108.41,18878.09,1441.36
1/24/2000,6931.99,11008.17,6379.8,15167.55,19056.71,1401.53
1/25/2000,6809.64,11029.89,6274.1,15103.04,18895.53,1410.03
1/26/2000,6969.37,11032.99,6375.6,15427.72,19111.19,1404.09
1/27/2000,7126.13,11028.03,6441,15917.81,19209.72,1398.56
1/28/2000,7066.6,10738.88,6375.6,16185.94,19434.78,1360.16
1/31/2000,6835.6,10940.54,6268.5,15532.34,19539.7,1394.46
2/01/2000,7050.46,11041.06,6290.9,15653.86,19423.38,1409.28
2/02/2000,7171.95,11003.21,6302.8,15789.82,19578.91,1409.12
2/03/2000,7354.26,11013.45,6324.3,15968.12,19786.42,1424.97
2/04/2000,7444.61,10963.81,6185,15968.12,19763.13,1424.37
2/07/2000,7296.32,10905.79,6118.6,15968.12,19945.43,1424.24
2/08/2000,7549.88,10957.61,6285.8,16228.73,19868.88,1441.72
2/09/2000,7629.11,10699.17,6315.4,16819.46,20007.77,1411.7
2/10/2000,7709.27,10643.64,6279.8,16845.17,19710.02,1416.83
2/11/2000,7611.55,10425.22,6193.3,17380.3,19710.02,1387.12
2/14/2000,7644.8,10519.85,6068.6,17188.96,19556.46,1389.94
2/15/2000,7396.13,10718.1,6005.2,16688.16,19367.83,1402.05
2/16/2000,7490.32,10561.42,6147.4,17043.39,19599.18,1387.67
2/17/2000,7580.53,10514.57,6209.3,16981.23,19791.4,1388.26
2/18/2000,7573.78,10219.53,6165,16599.16,19789.03,1346.09
2/21/2000,7590.53,10219.53,6081.6,16322.37,19543.75,1346.09
2/22/2000,7607.94,10304.85,6014.7,16255.17,19390.58,1352.17
2/23/2000,7698.97,10225.73,6144.1,16376.79,19519.55,1360.69
2/24/2000,7640.53,10092.64,6086.7,17058.66,19571.44,1353.43
2/25/2000,7738.68,9862.12,6198,17200.98,19817.88,1333.36
2/28/2000,7587.13,10038.66,6099.6,16984.44,19720.1,1348.05
2/29/2000,7644.55,10128.31,6232.6,17169.44,19959.52,1366.42
3/01/2000,7727.93,10137.93,6364.9,16843.59,20081.67,1379.19
3/02/2000,7945.77,10164.92,6432.1,16936.81,20065.11,1381.76
3/03/2000,7960.03,10367.2,6487.5,17285.24,19927.54,1409.17
3/06/2000,7975.78,10170.51,6567.8,17758.76,19796.35,1391.28
3/07/2000,8064.97,9796.04,6466.5,17865.36,19944.24,1355.62
3/08/2000,7987,9856.54,6411.2,17951.43,19766.8,1366.7
3/09/2000,7949.15,10010.73,6532.1,17637.03,19662.33,1401.69
3/10/2000,7975.95,9928.83,6568.7,17831.86,19750.4,1395.07
3/13/2000,7693.85,9947.13,6466.9,17096.68,19189.93,1383.62
3/14/2000,7650.05,9811.24,6487.1,16929.16,19141.84,1359.15
3/15/2000,7414.46,10131.42,6447,16747.2,19078.6,1392.15
3/16/2000,7583.96,10630.61,6557.2,16359,19253.23,1458.47
3/17/2000,7710.92,10595.24,6558,17082.99,19566.32,1464.47
3/20/2000,7872.38,10680.25,6624.5,17234.46,19566.32,1456.63
3/21/2000,7807.93,10907.35,6617.9,17199.98,19602.36,1493.87
3/22/2000,7798.62,10866.7,6609.6,17547.04,19733.59,1500.64
3/23/2000,7694.78,11119.86,6594.6,17710.58,19704.6,1527.35
3/24/2000,7932.42,11112.73,6738.5,17784.57,19958.08,1527.46
3/27/2000,7892.49,11025.86,6687.2,18292.86,20281.03,1523.86
3/28/2000,7931.93,10936.12,6650.1,18301.69,20374.34,1507.73
3/29/2000,7864.76,11018.72,6598.8,18096.37,20706.65,1508.52
3/30/2000,7644.89,10980.25,6445.2,17467.15,20441.5,1487.92
3/31/2000,7599.39,10921.93,6540.2,17406.54,20337.32,1498.58
4/03/2000,7429.22,11221.94,6462.1,16892.93,20726.99,1505.97
4/04/2000,7522.8,11164.85,6427,16892.93,20594.93,1494.73
4/05/2000,7330.77,11033.93,6379.3,16318.44,20462.77,1487.37
4/06/2000,7446.21,11114.28,6451.1,16491.39,20223.61,1501.34
4/07/2000,7522.2,11111.49,6569.9,16941.68,20252.81,1516.35
4/10/2000,7516.95,11186.57,6533.4,16850.74,20619.06,1504.46
4/11/2000,7442.66,11287.09,6379.2,16487.66,20522.52,1500.59
4/12/2000,7443.07,11125.14,6350.8,16577.09,20833.21,1467.17
4/13/2000,7449.06,10923.55,6357,16352.56,20526.42,1440.51
4/14/2000,7214.83,10305.78,6178.1,16142.76,20434.68,1356.56
4/17/2000,7187.14,10582.52,5994.6,14762.37,19008.64,1401.44
4/18/2000,7196.49,10767.42,6074,15278.32,18969.52,1441.61
4/19/2000,7216.71,10674.97,6184.9,15427.2,19086.62,1427.47
4/20/2000,7157.95,10844.06,6241.2,15367.14,18959.32,1434.54
4/21/2000,7157.95,10844.06,6241.2,15367.14,18252.68,1434.54
4/24/2000,7157.95,10906.1,6241.2,15367.14,18480.15,1429.86
4/25/2000,7280.51,11124.83,6283,15380.01,18272.33,1477.44
4/26/2000,7388.55,10945.5,6256.5,15227.39,18134.31,1460.99
4/27/2000,7221.74,10888.11,6179.3,15192.87,18019.17,1464.92
4/28/2000,7414.68,10733.92,6327.4,15519.3,17973.7,1452.43
5/01/2000,7414.68,10811.79,6327.4,15519.3,18403.08,1468.25
5/02/2000,7555.92,10731.13,6373.4,15817.76,18439.36,1446.29
5/03/2000,7376.93,10480.13,6184.8,15577.47,18439.36,1415.1
5/04/2000,7386.71,10412.5,6199.6,15314.07,18439.36,1409.57
5/05/2000,7530.82,10577.86,6238.8,15268.64,18439.36,1432.63
5/08/2000,7408.09,10603.64,6216.3,14901,18199.96,1424.17
5/09/2000,7280.54,10536.75,6123.8,14776.9,17844.54,1412.14
5/10/2000,7120.86,10367.79,6100.6,14492.92,17701.47,1383.05
5/11/2000,7259.48,10545.97,6245.9,14492.92,16882.46,1407.81
5/12/2000,7269.28,10609.37,6283.5,15111.94,17357.86,1420.96
5/15/2000,7195.15,10807.78,6247.7,14881.3,17313.69,1452.36
5/16/2000,7371.06,10934.57,6318.4,15160.29,17551.25,1466.04
5/17/2000,7211.51,10769.74,6196.2,14827.81,17404.03,1447.8
5/18/2000,7181.58,10777.28,6232.9,14322.6,17031.63,1437.21
5/19/2000,6989.03,10626.86,6045.4,14478.26,16858.17,1406.95
5/22/2000,6912.96,10542.55,6035.5,14140.73,16386.01,1400.72
5/23/2000,6927.69,10422.28,6086.8,14257.18,16318.73,1373.86
5/24/2000,6834.88,10535.35,6118.6,13933.98,16044.44,1399.05
5/25/2000,6978.87,10323.92,6231.1,13921.06,16247.82,1381.52
5/26/2000,6938.33,10299.24,6216.9,13722.7,16008.14,1378.02
5/29/2000,7016.66,10299.24,6216.9,13975.07,16245.44,1378.02
5/30/2000,7119.26,10527.14,6359.6,13990.9,16228.9,1422.45
5/31/2000,7109.67,10522.34,6359.3,14713.86,16332.45,1420.6
6/01/2000,7272.76,10652.2,6470.5,14941.19,16694.3,1448.81
6/02/2000,7438.95,10794.76,6626.4,15284.1,16800.06,1477.26
6/05/2000,7408.02,10815.31,6546.7,15861.68,17201.79,1467.63
6/06/2000,7359.8,10735.58,6546.8,15861.68,17170.08,1457.84
6/07/2000,7292.98,10812.87,6503.8,15900.06,17144.96,1471.36
6/08/2000,7243.13,10668.73,6496.6,15876.93,17004.34,1461.67
6/09/2000,7254.53,10614.07,6443.8,16120.26,16861.91,1456.95
6/12/2000,7235.64,10564.21,6430.9,16055.05,16980.61,1446
6/13/2000,7268.91,10621.85,6447.1,15692.94,16914.95,1469.44
6/14/2000,7350.94,10687.96,6536.3,15857.07,16654.42,1470.54
6/15/2000,7328.62,10714.83,6490.8,16080.34,16338.7,1478.73
6/16/2000,7131.4,10449.31,6526,16434.38,16318.31,1464.46
