"id1","id2","id3","id4","animal_id","s3ai_1","s3ai_2i","s3ai_2ii","s3ai_3i","s3ai_3ii","s3ai_4","s3ai_5i","s3ai_5ii","s3ai_6i","s3ai_6ii","s3ai_7i","s3ai_7ii","s3ai_8i","s3ai_8ii","s3ai_9i","s3ai_9ii","s3ai_10i","s3ai_10ii","s3ai_11i","s3ai_11ii","s3ai_12i","s3ai_12ii","hhno"
5,7,156,68,7,6,,,42,0,2,0,0,50,0,5,0,0,0,0,0,0,0,0,0,0,0,105156068
5,7,156,68,4,2,,,80,0,2,0,0,40,0,11,0,0,0,0,0,0,0,0,0,0,0,105156068
5,7,156,70,3,3,,,130,0,2,0,0,50,0,3,0,10,0,0,0,0,0,0,0,0,0,105156070
5,7,156,70,7,40,,,320,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,105156070
5,7,156,70,4,7,,,390,0,2,0,0,50,0,10,0,10,0,0,0,0,0,0,0,0,0,105156070
5,8,157,10,7,8,1,,80,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105157010
5,8,157,28,7,2,1,3,70,0,2,0,0,2,0,0,0,15,0,0,0,1,0,0,0,0,0,105157028
5,8,157,65,4,8,2,,200,0,1,15,0,0,0,24,0,18,0,0,0,0,0,0,0,0,0,105157065
5,8,158,25,7,35,3,,200,0,1,0,0,360,0,0,0,0,0,0,0,150,0,0,0,0,0,105158025
5,8,158,41,7,4,1,,30,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105158041
5,8,158,48,7,7,1,,28,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,105158048
5,9,161,3,4,6,1,,360,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105161003
5,9,161,3,7,8,1,,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105161003
5,9,161,3,3,2,1,,80,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105161003
5,9,161,6,8,3,1,,3,0,1,1,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,105161006
5,9,161,11,7,5,,,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105161011
5,9,161,11,3,1,,,35,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105161011
5,9,161,11,4,2,,,80,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105161011
5,9,161,13,7,1,1,,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105161013
5,9,161,15,4,1,1,,80,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105161015
5,9,161,16,4,4,1,,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105161016
5,9,161,16,7,4,1,,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,105161016
5,9,161,17,7,30,1,,100,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,105161017
5,9,161,18,7,10,,,50,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,105161018
5,9,161,29,4,1,1,,30,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,105161029
5,9,161,29,7,10,1,,60,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,105161029
5,9,161,29,3,1,1,,40,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,105161029
5,9,161,30,4,2,1,,60,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105161030
5,9,161,33,3,1,,,80,0,2,0,0,10,0,3,0,0,50,0,0,0,0,0,0,0,0,105161033
5,9,161,33,4,6,,,300,0,2,0,0,30,0,17,0,1,50,0,0,0,0,4,0,110,0,105161033
5,9,161,35,4,2,,,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105161035
5,9,161,35,7,1,,,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105161035
5,9,161,35,3,1,,,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105161035
5,9,161,38,7,3,1,,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105161038
5,9,162,1,4,4,,,120,0,2,0,0,40,0,15,0,0,0,0,0,0,0,0,0,50,0,105162001
5,9,162,1,7,8,,,48,0,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,105162001
5,9,162,5,3,1,,,40,0,2,0,0,20,0,6,0,0,0,0,0,0,0,15,0,80,0,105162005
5,9,162,5,7,2,,,30,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,30,0,105162005
5,9,162,8,7,10,,,80,0,2,0,0,40,0,5,0,0,0,0,0,0,0,0,0,11,0,105162008
5,9,162,8,3,6,,,200,0,2,0,0,50,0,10,0,0,0,0,0,0,0,12,0,0,0,105162008
5,9,162,9,7,10,,,50,0,2,0,0,40,0,0,0,0,0,0,0,0,0,0,0,30,0,105162009
5,9,162,15,4,1,2,,40,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105162015
5,9,162,17,7,4,3,,20,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,105162017
5,9,162,19,3,2,3,,80,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105162019
5,9,162,19,7,6,3,,60,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105162019
5,9,162,20,7,20,3,,50,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105162020
5,9,162,20,3,1,1,,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105162020
5,9,162,24,7,4,1,,36,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,105162024
5,9,162,27,4,2,2,,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,105162027
5,9,162,27,7,5,2,,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105162027
5,9,162,28,7,8,3,4,80,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,105162028
5,9,162,29,8,10,1,,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,105162029
5,9,162,29,7,30,1,,80,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,105162029
5,9,162,31,3,2,1,3,200,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,40,0,105162031
5,9,162,31,7,5,5,,100,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105162031
5,9,162,32,7,4,1,,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,105162032
5,9,162,32,3,2,1,,200,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,100,0,105162032
5,9,162,35,3,2,1,,150,0,2,0,0,30,0,0,0,1,50,0,0,0,0,0,0,0,0,105162035
5,9,163,34,7,10,1,,80,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105163034
5,9,163,34,4,14,1,1,840,0,1,100,0,0,0,0,0,10,0,0,0,0,0,0,0,60,0,105163034
5,9,163,47,8,4,1,,210,0,1,150,0,0,0,0,0,250,0,40,0,0,0,0,0,0,0,105163047
5,10,164,9,4,2,,,120,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105164009
5,10,164,9,5,2,,,140,0,2,0,0,0,0,14,0,5,0,0,0,0,0,0,0,0,0,105164009
5,10,164,9,7,2,,,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105164009
5,10,164,19,7,20,,,150,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105164019
5,10,164,21,7,9,,,45,0,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,105164021
5,10,164,25,5,1,,,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105164025
5,10,164,29,7,1,1,,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105164029
5,10,164,29,4,9,1,,360,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,105164029
5,10,164,29,3,10,1,,500,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105164029
5,10,164,30,3,1,1,,50,0,2,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,105164030
5,10,164,30,4,3,1,,60,0,2,0,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,105164030
5,10,164,33,7,2,2,,10,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,105164033
5,10,164,35,4,2,,,40,0,2,0,0,35,0,5,0,0,0,0,0,0,0,0,0,75,0,105164035
5,10,164,35,3,1,1,,70,0,2,0,0,15,0,2,50,0,0,0,0,0,0,0,0,0,0,105164035
5,10,164,38,8,1,2,,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105164038
5,10,164,38,7,2,2,,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105164038
5,10,164,38,4,1,2,,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,105164038
5,10,165,5,4,2,2,,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,105165005
5,10,165,5,7,10,2,,100,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105165005
5,10,165,10,3,6,1,,2000,0,2,0,0,0,0,35,0,0,0,0,0,0,0,0,0,295,0,105165010
5,10,165,23,8,5,1,,10,0,1,146,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,105165023
5,10,165,23,7,20,1,,140,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,105165023
5,10,165,27,7,1,1,,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105165027
5,10,165,57,4,1,1,,50,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,105165057
5,11,166,1,7,11,2,,33,0,2,0,0,40,0,0,0,7,0,0,0,0,0,0,0,0,0,105166001
5,11,166,1,4,3,2,,180,0,2,0,0,20,0,0,0,3,0,0,0,0,0,0,0,0,0,105166001
5,11,166,8,4,5,1,,200,0,2,0,0,20,0,5,0,0,0,0,0,0,0,16,0,0,0,105166008
5,11,166,12,7,3,1,,20,0,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,105166012
5,11,166,12,4,4,1,,80,0,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,105166012
5,11,166,19,4,4,1,,120,0,2,0,0,40,0,0,0,0,0,0,0,0,0,20,0,0,0,105166019
5,11,166,19,7,8,1,,48,0,2,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,105166019
5,11,166,31,7,20,,3,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105166031
5,11,166,39,7,15,,3,105,0,1,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105166039
5,11,166,39,4,6,,3,200,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105166039
5,11,166,56,3,3,1,,90,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,90,0,105166056
5,11,166,56,7,15,1,,75,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105166056
5,11,166,56,4,2,1,,40,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,105166056
5,11,166,57,7,3,1,,24,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105166057
5,11,166,60,3,2,2,,70,0,1,0,0,0,0,0,0,16,20,0,0,0,0,0,0,0,0,105166060
5,12,168,43,2,50,1,,200,0,1,200,0,0,0,100,0,50,0,80,0,40,0,30,0,6000,0,105168043
5,12,168,86,7,12,1,,5,0,1,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,105168086
5,12,169,3,4,3,1,,150,0,2,0,0,0,0,9,0,0,0,0,0,0,0,50,0,0,0,105169003
5,12,169,3,7,6,1,,40,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105169003
5,12,169,4,4,9,1,,400,0,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,105169004
5,12,169,4,7,30,1,2,150,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,105169004
5,12,169,7,7,3,,,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105169007
5,12,169,7,4,2,,,180,0,2,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,105169007
5,12,169,8,3,2,1,2,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,15,0,0,0,105169008
5,12,169,8,4,6,,,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,20,0,0,0,105169008
5,12,169,8,7,30,,,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,105169008
5,12,169,14,4,2,2,,80,0,2,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,105169014
5,12,169,14,7,3,1,2,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105169014
5,12,169,15,7,20,,,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,105169015
5,12,169,15,4,3,,,34,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,105169015
5,12,169,16,7,6,,,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105169016
5,12,169,16,4,4,,,200,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105169016
5,12,169,17,5,1,,,60,0,1,0,0,0,0,10,0,1,20,0,0,0,0,0,0,130,0,105169017
5,12,169,17,7,10,,,90,0,1,0,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,105169017
5,12,169,17,4,2,,,60,0,1,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,105169017
5,12,169,24,3,2,2,,200,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,30,0,105169024
5,12,169,24,4,3,2,,240,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,60,0,105169024
5,12,169,24,7,3,4,,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105169024
5,12,169,32,7,5,1,,35,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,0,105169032
5,12,169,35,4,4,1,,120,0,1,0,0,20,0,20,0,0,0,0,0,0,0,8,0,30,0,105169035
5,12,169,35,7,10,1,,20,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,6,0,105169035
5,12,169,36,7,20,1,,70,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,105169036
5,12,169,36,3,5,1,,300,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,300,0,105169036
5,12,169,38,3,2,1,,150,0,1,0,0,10,0,20,0,0,0,0,0,0,0,0,0,100,0,105169038
5,12,169,38,7,10,1,,180,0,1,0,0,20,0,8,0,0,0,0,0,0,0,0,0,480,0,105169038
5,12,169,38,4,2,1,,100,0,1,0,0,10,0,20,0,0,0,0,0,0,0,0,0,50,0,105169038
5,12,170,1,7,10,1,,50,0,2,0,0,50,0,0,0,5,0,0,0,0,0,0,0,0,0,105170001
5,12,170,1,3,2,1,,200,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,105170001
5,12,170,7,7,16,1,2,122,0,1,15,0,50,0,1,50,15,0,0,0,0,0,0,0,45,0,105170007
5,12,170,8,7,10,1,,12,50,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,105170008
5,12,170,10,4,3,1,,150,0,2,0,0,50,0,2,0,0,0,0,0,0,0,10,0,0,0,105170010
5,12,170,11,3,1,1,,50,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,105170011
5,12,170,11,7,10,1,2,80,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105170011
5,12,170,11,8,4,1,,100,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105170011
5,12,170,12,7,10,,,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105170012
5,12,170,12,3,5,,,400,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,105170012
5,12,170,21,3,3,2,,150,0,2,0,0,0,0,10,0,0,0,0,0,0,0,15,0,0,0,105170021
5,12,170,21,7,20,3,,160,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105170021
5,12,170,22,7,20,3,,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,105170022
5,12,170,22,3,3,3,,150,0,,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,105170022
5,12,170,25,3,2,3,,80,0,1,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,105170025
5,12,170,25,7,3,3,,10,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,105170025
5,12,170,27,8,2,1,2,40,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,105170027
5,12,170,27,3,8,,,50,0,1,0,0,0,0,32,0,25,0,0,0,0,0,0,0,30,0,105170027
5,12,170,27,7,80,,,240,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,105170027
5,12,170,30,7,6,,,60,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105170030
5,12,170,30,3,13,3,,1105,0,1,0,0,0,0,15,0,10,0,0,0,0,0,0,0,0,0,105170030
5,12,170,35,3,1,1,,100,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,100,0,105170035
5,12,170,35,4,2,1,,60,0,1,0,0,0,0,4,0,5,0,0,0,0,0,0,0,30,0,105170035
5,12,170,36,3,4,1,,200,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,130,0,105170036
5,12,170,36,7,5,1,,10,0,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,105170036
5,12,170,37,7,7,1,,60,0,2,0,0,40,0,0,0,20,0,0,0,0,0,0,0,0,0,105170037
5,12,170,37,4,12,1,,480,0,2,0,0,60,0,170,0,50,0,0,0,0,0,75,0,360,0,105170037
5,13,171,3,7,7,1,2,49,0,2,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,105171003
5,13,171,3,4,3,1,2,60,0,2,0,0,40,0,0,0,7,0,0,0,0,0,0,0,0,0,105171003
5,13,171,10,7,10,1,,50,0,1,22,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,105171010
5,13,171,11,4,4,1,,12,0,1,192,0,6,0,0,0,40,0,0,0,0,0,0,0,0,0,105171011
5,13,171,13,7,6,1,,30,0,2,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,105171013
5,13,171,18,7,8,1,2,40,0,2,0,0,24,0,0,0,4,0,0,0,0,0,0,0,0,0,105171018
5,13,171,22,7,2,1,,6,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,105171022
5,13,171,29,7,12,1,2,32,0,2,0,0,18,0,0,0,4,0,0,0,0,0,0,0,0,0,105171029
5,66,172,3,7,10,4,,60,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,105172003
5,66,172,3,4,7,4,,400,0,2,0,0,35,0,12,0,16,0,60,0,1,0,0,0,0,0,105172003
5,66,172,3,8,9,4,,55,0,2,0,0,6,0,0,0,12,0,5,0,2,0,0,0,0,0,105172003
5,66,172,9,4,1,1,,30,0,2,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,105172009
5,66,172,9,7,10,1,,50,0,2,0,0,2,0,0,0,0,0,0,0,0,20,0,0,0,0,105172009
5,66,172,19,4,5,1,2,150,0,2,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,105172019
5,66,172,19,7,15,1,2,75,0,2,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,105172019
5,66,172,26,4,2,1,,15,0,2,0,0,4,0,0,0,2,0,0,0,0,40,0,0,0,0,105172026
5,66,172,26,7,2,1,,12,0,2,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,105172026
5,66,172,31,4,9,1,,190,0,2,0,0,32,0,0,0,5,0,0,0,3,0,0,0,0,0,105172031
5,66,172,33,7,1,1,,50,0,2,5,0,0,0,0,0,2,0,0,0,0,20,0,0,0,0,105172033
5,66,172,34,7,20,1,,110,0,1,5,0,6,0,0,0,0,0,0,0,0,50,0,0,0,0,105172034
5,66,172,40,4,2,1,,60,0,2,0,0,5,0,0,0,2,0,0,0,0,25,0,0,0,0,105172040
5,66,172,46,4,3,1,,70,0,2,0,0,6,0,0,0,3,0,0,0,0,15,0,0,0,0,105172046
5,14,173,1,7,6,,,50,0,1,60,0,10,0,0,0,31,0,0,0,0,0,0,0,0,0,105173001
5,14,173,1,4,3,,,60,0,2,0,0,20,0,3,0,30,0,0,0,0,0,0,0,0,0,105173001
5,14,173,4,7,1,2,,3,0,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,105173004
5,14,173,5,7,7,,,35,0,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,105173005
5,14,173,5,4,13,,,520,0,2,0,0,50,0,20,0,0,0,0,0,0,0,0,0,50,0,105173005
5,14,173,6,4,8,,,180,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,105173006
5,14,173,6,7,10,,,60,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105173006
5,14,173,9,4,6,1,2,150,0,1,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,105173009
5,14,173,13,4,2,1,,60,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105173013
5,14,173,19,3,30,,,1200,0,2,0,0,0,0,0,0,0,0,0,0,0,0,31,0,200,0,105173019
5,14,173,19,7,30,,,100,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,105173019
5,14,173,19,4,8,,,200,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105173019
5,14,173,25,7,3,,,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,105173025
5,14,173,25,3,1,1,,25,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105173025
5,14,173,28,4,1,1,,30,0,2,0,0,20,0,2,0,0,0,0,0,0,0,0,0,60,0,105173028
5,14,173,28,7,6,1,,30,0,2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,20,0,105173028
5,14,173,29,4,2,1,,45,0,2,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,105173029
5,14,173,31,4,2,,,100,0,,0,0,0,0,7,20,0,0,0,0,0,0,0,0,0,0,105173031
5,14,173,32,4,20,,,490,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,105173032
5,14,174,3,4,3,1,,80,0,2,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,105174003
5,14,174,7,7,3,3,,21,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,20,0,105174007
5,14,174,8,7,4,3,,15,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,105174008
5,14,174,8,4,5,3,,150,0,2,0,0,0,0,25,0,0,0,0,0,0,0,30,0,80,0,105174008
5,14,174,29,8,3,4,,6,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,105174029
5,14,174,29,7,5,2,,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,105174029
5,14,174,40,7,6,1,,20,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,105174040
5,14,174,52,7,1,1,,8,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,105174052
5,14,174,52,5,2,1,,160,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,105174052
5,14,174,52,3,1,1,,30,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,105174052
5,14,174,53,4,7,1,,300,0,2,0,0,10,0,6,30,0,0,0,0,0,0,0,0,50,0,105174053
5,14,174,54,8,33,1,,330,0,1,286,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,105174054
5,14,174,54,4,6,1,,150,0,2,0,0,40,0,8,0,0,0,0,0,0,0,5,0,0,0,105174054
5,14,174,54,7,6,5,6,12,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,105174054
5,14,174,55,4,1,1,,30,0,1,10,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,105174055
5,14,174,61,2,16,1,,8000,0,1,60,0,60,0,20,0,110,0,1000,0,0,0,0,0,0,0,105174061
5,14,174,61,3,7,1,,200,0,2,0,0,40,0,10,0,10,0,0,0,0,0,50,0,0,0,105174061
5,15,175,14,7,15,1,,75,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105175014
5,15,175,41,4,15,1,2,540,0,1,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,105175041
5,15,175,41,7,50,1,2,100,0,,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,105175041
5,15,175,102,4,7,1,,280,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105175102
5,15,176,3,7,,1,2,100,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105176003
5,15,176,3,4,10,1,2,400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,105176003
5,15,176,5,7,10,1,,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105176005
5,15,176,5,4,1,1,,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105176005
5,15,176,6,7,1,2,,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105176006
5,15,176,6,4,3,1,3,105,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,105176006
5,15,176,6,3,3,2,,210,0,2,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,105176006
5,15,176,8,7,20,,3,60,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105176008
5,15,176,13,7,7,1,,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105176013
5,15,176,15,4,2,1,,60,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105176015
5,15,176,22,4,2,1,,40,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105176022
5,15,176,22,7,1,1,,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105176022
5,15,176,34,4,3,1,,40,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105176034
5,15,176,40,4,3,1,,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105176040
5,15,177,1,7,20,2,,100,0,1,8,0,100,0,0,0,5,0,0,0,0,0,0,0,0,0,105177001
5,15,177,2,2,10,1,,7000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105177002
5,15,177,4,7,20,,,150,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,105177004
5,15,177,4,3,4,,,200,0,2,0,0,20,0,20,0,0,0,0,0,0,0,0,0,200,0,105177004
5,15,177,4,4,7,,,300,0,2,0,0,30,0,30,0,0,0,0,0,0,0,40,0,250,0,105177004
5,15,177,8,5,2,,,200,0,,0,0,200,0,0,0,0,0,0,0,0,0,0,0,50,0,105177008
5,15,177,8,7,7,,,28,0,2,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,105177008
5,15,177,9,7,8,3,4,40,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,105177009
