"id1","id2","id3","id4","debt_no","s3bi_1i","s3bi_1ii","s3bi_2","s3bi_3","s3bi_4","s3bi_5ii","s3bi_5iii","s3bi_6_11","s3bi_6_12","s3bi_6_13","s3bi_6","s3bi_7","s3bi_7_1","s3bi_7_2","s3bi_8i","s3bi_8ii","s3bi_9a","s3bi_9bi","s3bi_9b2i","s3bi_9b2ii","s3bi_10","s3bi_11i","s3bi_11ii","s3bi_12i","s3bi_12ii","s3bi_13i","s3bi_13ii","hhno"
2,19,49,80,1,2008,8,1,1,11,,,3,,,"3","1",1,,90,0,2,,,,888,,,0,0,90,0,102049080
2,31,38,38,1,2009,5,1,1,11,-8,,6,,,"6","1",1,,200,0,2,,,,2,100,,0,0,200,0,102038038
2,27,46,99,3,2010,1,2,1,11,,,17,,,"17","1",1,,10,0,2,,,,888,,,3,50,6,50,102046099
2,2,33,10,2,2007,,1,1,1,,,4,,,"4","1",1,,300,0,1,100,,,24,13,75,302,50,27,50,102033010
2,23,56,40,1,2010,2,1,1,11,-8,,9,,,"9","1",1,,200,0,2,,,,1,200,,0,0,200,0,102056040
2,2,35,1,1,2009,7,1,1,2,,,3,,,"3","11",11,,500,0,1,200,100,,6,100,,0,0,300,0,102035001
2,7,50,12,1,2006,,1,1,10,,,1,,,"1","1",1,,250,0,2,,,,1,250,,100,0,150,0,102050012
2,23,56,50,1,2010,3,1,1,11,-8,,2,,,"2","1",1,,2,0,2,,,,1,2,,0,0,2,0,102056050
2,9,54,61,1,2009,9,1,1,11,,,6,,,"6","1",1,,30,0,1,666,20,0,1,30,0,0,0,50,0,102054061
2,22,53,87,2,2010,1,2,1,11,-8,,5,,,"5","2",2,,100,0,2,,,,888,,,0,0,100,0,102053087
2,23,56,51,1,2010,3,1,1,11,,,1,,,"1","1",1,,200,0,1,,100,,888,,,0,0,300,0,102056051
2,23,56,58,1,2009,9,1,1,11,-8,,9,,,"9","1",1,,6,0,2,,,,888,,,0,0,6,0,102056058
2,23,58,50,1,2009,9,1,1,1,,,4,,,"4","1",1,,200,0,1,90,,,3,40,,200,0,280,0,102058050
2,31,38,33,1,2010,3,1,1,3,,,3,,,"3","1",1,,70,0,,,12,50,3,,,0,0,82,50,102038033
2,8,52,18,1,,5,1,1,9,,,6,,,"6","1",1,,10,0,2,,,,1,10,0,0,0,10,0,102052018
2,5,51,20,1,2009,10,1,1,9,,,9,,,"9","1",1,,55,0,2,,,,888,,,40,0,15,0,102051020
2,2,33,10,3,2009,11,2,1,11,,,3,,,"3","1",1,,90,0,2,,,,888,,,0,0,90,0,102033010
2,23,56,69,2,2009,2,2,1,10,,,3,,,"3","1",1,,200,0,2,,,,888,,,100,0,100,0,102056069
2,27,46,119,2,2010,3,2,1,11,-8,,3,,,"3","1",1,,60,0,2,,,,888,,,30,0,30,0,102046119
2,20,48,22,1,2010,1,1,1,11,,,2,,,"2","1",1,,100,0,2,,,,1,100,,0,0,100,0,102048022
2,27,46,99,1,2010,3,1,1,11,,,9,,,"9","1",1,,0,70,2,,,,888,,,0,0,0,70,102046099
2,9,55,15,1,2009,11,1,1,11,-8,,9,,,"9","1",1,,3,0,2,,,,888,,,0,0,3,0,102055015
2,20,48,52,2,2009,8,2,1,11,-8,,5,,,"5","1",1,,80,0,2,,,,888,,,0,0,80,0,102048052
2,9,55,127,2,2009,4,2,1,11,,,9,,,"9","1",1,,50,0,2,,,,888,,,0,0,50,0,102055127
2,2,33,10,1,2009,,1,1,2,,,3,5,,"3,5","5",5,,400,0,1,390,,,20,91,35,274,5,281,95,102033010
2,29,43,113,1,2009,12,1,1,11,-8,,3,,,"3","1",1,,20,0,2,,,,888,,,10,0,10,0,102043113
2,29,43,17,1,2009,6,1,1,1,,,4,,,"4","6",6,,500,0,1,32,,,18,37,,74,0,582,0,102043017
2,22,53,79,2,2009,8,1,1,11,-8,,6,,,"6","1",1,,100,0,2,,,,888,,,0,0,100,0,102053079
2,29,41,80,1,2009,9,1,1,1,,,2,,,"2","7",7,,400,0,1,50,,,3,40,,120,0,300,0,102041080
2,31,39,63,1,2009,9,2,1,11,-8,,5,,,"5","1",1,,300,0,,,30,,12,30,,180,0,150,0,102039063
2,19,49,118,1,2008,12,1,2,11,,,9,,,"9","1",1,,17,0,2,,,,888,,,0,0,17,0,102049118
2,2,37,5,1,2007,,1,1,11,,,5,,,"5","1",1,,1000,0,1,250,250,,888,,,1250,0,0,0,102037005
2,23,56,16,1,2006,8,1,1,8,,,5,,,"5","1",1,,500,0,2,,,,888,,,50,0,300,0,102056016
2,9,55,127,1,2009,9,1,1,11,,,7,,,"7","1",1,,1500,0,2,,,,888,,,0,0,1500,0,102055127
2,19,49,14,1,2009,9,1,1,11,,,7,,,"7","1",1,,500,0,1,,250,,888,,,0,0,750,0,102049014
2,2,34,117,1,2009,2,1,1,2,,,3,,,"3","1",1,,2500,0,1,25,,,6,500,,1000,0,2125,0,102034117
2,19,49,110,1,2009,6,2,1,11,,,9,,,"9","1",1,,50,0,2,,,,888,,,0,0,50,0,102049110
2,7,50,8,1,2007,,1,1,10,-8,,6,,,"6","1",1,,600,0,2,,,,888,,,0,0,600,0,102050008
2,29,44,39,1,2008,12,1,1,1,,,5,6,,"5,6","7",7,,1200,0,1,360,400,,12,130,,1560,0,500,0,102044039
2,3,36,15,1,2007,11,1,1,8,-8,,3,,,"3","4",4,,1000,0,2,,,,888,,,0,0,1000,0,102036015
2,5,51,14,1,2009,4,1,1,11,,,6,,,"6","1",1,,40,0,2,,,,888,,,40,0,0,0,102051014
2,2,32,15,1,2009,8,1,1,3,,,3,,,"3","1",1,,250,0,1,,50,,12,50,,100,0,200,0,102032015
2,6,45,18,1,2008,,1,1,11,-8,,6,,,"6","1",1,,150,0,2,,,,888,,,0,0,150,0,102045018
2,2,34,149,1,2007,1,1,1,11,-8,,7,,,"7","1",1,,150,0,2,,,,888,,,70,0,80,0,102034149
2,27,46,55,1,2009,1,1,1,11,,,6,,,"6","1",1,,400,0,2,,,,888,,,0,0,400,0,102046055
2,5,51,53,2,2009,12,1,1,9,,,3,,,"3","1",1,,180,0,1,20,,,888,,,183,60,0,0,102051053
2,31,40,36,2,2010,1,1,1,1,,,6,,,"6","1",1,,200,0,,100,,,12,18,50,37,0,183,0,102040036
2,22,53,87,1,2010,1,1,1,11,-8,,5,,,"5","1",1,,100,0,2,,,,888,,,0,0,100,0,102053087
2,2,34,150,1,2008,8,1,1,3,,,7,,,"7","1",1,,150,0,2,,,,888,,,150,0,150,0,102034150
2,9,55,17,1,2009,,1,1,11,-8,,6,,,"6","1",1,,50,0,2,,,,888,,,0,0,50,0,102055017
2,31,38,18,1,2009,,2,1,9,,,3,,,"3","1",1,,2880,0,2,,,,888,,,0,0,0,0,102038018
2,23,56,35,1,2009,12,1,1,11,,,5,,,"5","1",1,,80,0,2,,,,888,,,20,0,60,0,102056035
2,31,39,4,1,2010,3,1,1,2,-8,,7,,,"7","7",7,,450,0,1,200,,,10,54,,0,0,504,0,102039004
2,23,57,73,1,2009,10,1,1,11,-8,,6,,,"6","1",1,,15,0,2,,,,888,,,0,0,15,0,102057073
2,22,53,27,2,2010,1,1,1,11,,,13,,,"13","1",1,,70,0,2,,,,888,,,0,0,70,0,102053027
2,2,35,27,1,2008,1,1,1,11,-8,,3,,,"3","1",1,,400,0,2,,,,4,100,,100,0,300,0,102035027
2,20,48,28,1,2009,9,1,1,11,-8,,9,,,"9","1",1,,20,0,2,,,,888,,,0,0,20,0,102048028
2,20,48,37,1,2009,12,1,1,11,-8,,3,,,"3","1",1,,100,0,2,,,,888,,,0,0,100,0,102048037
2,2,34,19,1,2008,,1,1,11,,,3,,,"3","1",1,,100,0,2,,,,888,10,,0,0,100,0,102034019
2,2,32,66,1,2008,,1,1,3,,,4,,,"4","1",1,,200,0,1,100,,,12,18,35,110,0,110,0,102032066
2,20,48,54,1,2010,1,1,1,11,-8,,3,,,"3","1",1,,100,0,2,,,,888,,,0,0,100,0,102048054
2,7,50,11,1,2007,,1,1,11,,,2,,,"2","1",1,,50,0,1,18,,,888,,,80,0,216,0,102050011
2,22,53,79,1,2009,4,1,1,11,-8,,1,,,"1","1",1,,150,0,1,,50,,2,200,,0,0,200,0,102053079
2,20,48,22,2,2009,10,2,1,11,,,2,,,"2","1",1,,50,0,2,,,,1,50,,0,0,50,0,102048022
2,7,50,13,1,2008,,1,1,11,,,1,,,"1","1",1,,200,0,2,,,,6,50,,150,0,50,0,102050013
2,8,52,9,1,2009,11,1,1,11,-8,,7,,,"7","1",1,,20,0,2,,,,888,,,0,0,20,0,102052009
2,27,46,119,1,2010,3,1,1,6,-8,,6,,,"6","1",1,,300,0,2,,,,888,,,150,0,150,0,102046119
2,6,45,13,1,2007,,1,1,3,,,3,,,"3","1",1,,400,0,1,500,,,52,11,50,520,0,80,0,102045013
2,22,53,27,1,2010,1,1,1,11,,,13,,,"13","1",1,,40,0,2,,,,888,,,0,0,40,0,102053027
2,20,48,58,2,2010,2,2,1,11,75,,3,,,"3","1",1,,20,0,2,,,,888,,,0,0,20,0,102048058
2,9,54,39,1,2009,3,1,1,11,-8,,1,,,"1","1",1,,35,0,2,,,,888,,,0,0,35,0,102054039
3,1,80,41,1,2007,7,1,1,3,,,5,,,"5","5",5,,2000,0,1,360,,,12,150,,1800,0,950,0,103080041
3,1,76,73,1,2008,,1,1,1,,,5,,,"5","1",1,,500,0,1,170,,,12,48,75,85,0,0,0,103076073
3,1,73,45,1,2010,,1,1,9,-8,,3,,,"3","1",1,,25,0,2,,,,888,,,0,0,25,0,103073045
3,1,73,70,1,2010,,1,1,11,-8,,3,,,"3","1",1,,50,0,2,,,,888,,,0,0,50,0,103073070
3,1,82,8,1,2008,6,1,1,1,,,5,,,"5","5",5,,400,0,1,27,,,12,27,42,329,4,70,96,103082008
3,1,78,67,1,2009,1,1,1,2,,,3,,,"3","1",1,,3000,0,1,36,,,,360,,0,0,2880,0,103078067
3,43,94,2,1,2008,6,1,1,2,,,4,,,"4","5",5,,3000,0,1,290,,,12,112,,2240,0,4480,0,103094002
3,43,95,33,1,,1,1,2,11,,,3,,,"3","1",1,,2000,0,2,,,,888,,,0,0,2000,0,103095033
3,43,94,53,1,2008,7,1,1,4,,,1,,,"1","1",1,,3000,0,1,200,,,12,336,,2688,0,312,0,103094053
3,1,73,10,1,2007,,1,1,2,,"NIB BANK",3,,,"3","6",6,,400,0,1,100,,,12,37,,0,0,560,0,103073010
3,1,85,126,1,2009,10,1,1,4,,,8,,,"8","1",1,,3000,0,1,20,,,24,80,,0,0,3000,0,103085126
3,1,79,14,2,2008,,1,1,11,-8,,7,,,"7","1",1,,200,0,2,,,,888,,,0,0,200,0,103079014
3,1,74,14,1,2008,,1,1,3,-8,,3,,,"3","14",14,,500,0,1,200,100,,12,50,,0,0,600,0,103074014
3,43,94,18,1,2010,1,1,1,1,,,8,,,"8","1",1,,1000,0,,40,,,12,196,,392,0,608,0,103094018
3,1,73,70,2,2010,,1,1,11,-8,,3,,,"3","1",1,,60,0,2,,,,888,,,0,0,60,0,103073070
3,1,70,3,1,2009,,1,1,9,-8,,3,,,"3","13",13,,1000,0,2,,,,888,100,,0,0,1000,0,103070003
3,43,95,74,1,2009,12,1,1,11,,,7,,,"7","1",1,,200,0,2,,,,888,,,0,0,200,0,103095074
3,1,74,7,1,2007,,1,1,2,,,5,,,"5","1",1,,1300,0,1,250,,,,44,,0,0,600,0,103074007
3,1,67,29,1,2009,4,1,1,11,-8,,9,,,"9","1",1,,50,0,2,,,,888,,,0,0,50,0,103067029
3,1,64,71,1,2008,,1,1,2,,,5,,,"5","1",1,,3000,0,1,190,,,12,115,,2760,0,810,0,103064071
3,1,75,58,1,2005,,1,1,3,,,3,,,"3","1",1,,500,0,1,,150,,16,65,,650,0,0,0,103075058
3,1,79,21,2,2009,,1,1,9,-8,,4,,,"4","1",1,,2500,0,2,,,,888,,,500,0,2000,0,103079021
3,1,79,45,2,2008,,1,1,11,2,,7,,,"7","1",1,,360,0,2,,,,888,,,0,0,360,0,103079045
3,1,79,37,2,2009,,1,1,11,,,5,,,"5","1",1,,100,0,2,,,,888,,,0,0,100,0,103079037
3,1,74,46,1,2009,,1,1,11,,,6,,,"6","1",1,,25,0,2,,,,888,,,5,0,20,0,103074046
3,1,79,20,2,2009,,1,1,9,-8,,7,,,"7","1",1,,15,0,2,,,,888,,,0,0,15,0,103079020
3,1,79,20,3,2009,,1,1,9,-8,,7,,,"7","1",1,,315,0,2,,,,888,,,0,0,315,0,103079020
3,1,79,23,1,2009,,1,1,9,-8,,9,,,"9","1",1,,35,0,2,,,,888,,,25,0,10,0,103079023
3,1,74,14,2,2008,,1,1,9,,,3,,,"3","1",1,,280,0,2,,,,888,,,0,0,280,0,103074014
3,1,66,107,1,2010,1,1,2,,,,3,,,"3","1",1,,1800,0,,6000,,,,330,,0,0,1800,0,103066107
3,1,67,51,2,2010,,1,1,11,-8,,9,,,"9","1",1,,100,0,2,,,,888,,,0,0,100,0,103067051
3,41,88,4,1,,9,1,1,11,,,2,,,"2","1",1,,25,0,2,,,,888,,,0,0,25,0,103088004
3,43,93,7,1,3,,1,1,1,,,4,,,"4","1",1,,5600,0,1,28,,,12,180,,2160,0,3440,0,103093007
3,1,79,21,1,2008,,1,1,7,,,3,,,"3","1",1,,300,0,2,,,,888,,,120,0,180,0,103079021
3,1,61,64,1,2008,,1,1,2,,,3,,,"3","1",1,,3000,0,1,,500,,888,,,3500,0,0,0,103061064
3,1,64,16,1,2009,,1,1,1,,,5,,,"5","1",1,,1000,0,1,5,,,12,43,75,568,75,481,25,103064016
3,1,61,122,1,2009,,1,1,1,,,4,5,,"4,5","1",1,,1000,0,1,,100,,12,91,60,916,0,184,0,103061122
3,1,74,36,2,2008,,1,1,11,-8,,8,,,"8","1",1,,6000,0,2,,,,888,,,0,0,6000,0,103074036
3,1,79,14,1,2009,,1,1,11,-8,,9,,,"9","1",1,,60,0,2,,,,888,,,0,0,60,0,103079014
3,1,78,10,1,2007,,1,1,11,,,3,,,"3","1",1,,200,0,2,,,,888,10,,0,0,160,0,103078010
3,1,65,15,1,2009,,1,1,2,,,3,,,"3","1",1,,150,0,1,50,,,,8,5,68,0,92,0,103065015
3,1,68,34,1,2008,,1,1,3,,,3,,,"3","1",1,,2000,0,1,150,,,36,63,89,1533,33,766,67,103068034
3,1,84,18,1,,5,1,1,11,-8,,3,,,"3","1",1,,300,0,2,,,,888,,,0,0,300,0,103084018
3,1,79,37,1,2009,,1,1,11,,,5,,,"5","1",1,,100,0,2,,,,888,,,0,0,100,0,103079037
3,1,72,30,1,2008,,2,1,3,,,3,,,"3","6",6,,500,0,1,,100,,24,25,,600,0,0,0,103072030
3,1,80,41,3,2005,,2,1,7,,,8,,,"8","5",5,,2800,0,1,,144,,888,200,,2400,0,544,0,103080041
3,1,69,19,1,2005,,1,1,8,-8,,3,,,"3","1",1,,700,0,1,,100,,1,800,,0,0,1200,0,103069019
3,1,77,27,1,2004,,1,1,11,-8,,9,,,"9","1",1,,50,0,2,,,,,,,0,0,50,0,103077027
3,1,74,36,1,2008,,1,1,11,-8,,4,,,"4","1",1,,2200,0,2,,,,888,,,0,0,2200,0,103074036
3,1,77,29,1,2009,,1,1,9,-8,,3,,,"3","1",1,,120,0,2,,,,888,,,0,0,120,0,103077029
3,1,80,54,2,2008,,1,1,11,,,5,,,"5","1",1,,100,0,2,,,,888,100,0,100,0,100,0,103080054
3,1,83,8,1,2009,7,1,1,6,,,7,,,"7","1",1,,400,0,2,,,,6,66,66,250,0,150,0,103083008
3,1,80,21,2,2009,8,1,1,11,,,3,,,"3","1",1,,120,0,2,,,,10,12,0,0,0,120,0,103080021
3,43,93,18,1,2008,7,1,1,1,,,3,,,"3","1",1,,4000,0,1,,600,,12,500,,1500,0,2500,0,103093018
3,1,74,14,3,2008,,1,1,9,,,3,,,"3","1",1,,200,0,2,,,,888,,,0,0,200,0,103074014
3,1,63,86,1,,8,1,1,11,-8,,9,,,"9","1",1,,100,0,2,,,,888,,,0,0,100,0,103063086
3,1,74,36,3,2008,,1,1,9,-8,,12,,,"12","1",1,,100,0,2,,,,888,,,0,0,100,0,103074036
3,1,74,7,2,2007,,1,1,2,,,5,,,"5","1",1,,1000,0,1,250,,,,50,,0,0,400,0,103074007
3,1,64,69,1,1998,,1,,2,,,9,,,"9","1",1,,1000,0,,55,,,888,,,1055,0,0,0,103064069
3,1,68,152,1,2007,,1,1,3,,,3,,,"3","1",1,,850,0,1,,160,,888,,,1010,0,0,0,103068152
3,1,85,57,1,2008,,1,1,11,,,9,,,"9","1",1,,50,0,2,,,,888,,,0,0,50,0,103085057
3,43,97,17,1,2009,12,1,1,1,,,5,,,"5","6",6,,670,0,1,100,,,12,49,,147,0,523,0,103097017
3,1,73,49,1,2009,,1,1,11,-8,,7,,,"7","1",1,,3,0,2,,,,888,,,0,0,3,0,103073049
3,41,87,7,1,2009,,1,1,11,-8,,5,,,"5","1",1,,300,0,2,,,,888,,,100,0,200,0,103087007
3,1,80,21,1,2009,,1,1,9,,,9,,,"9","1",1,,20,0,2,,,,1,50,,0,0,20,0,103080021
3,1,80,54,1,2009,,1,1,11,,,5,,,"5","1",1,,250,0,2,,,,888,250,0,0,0,250,0,103080054
3,1,64,9,1,2009,,1,1,2,,,3,,,"3","1",1,,1500,0,1,,200,,888,,,1700,0,0,0,103064009
3,43,94,14,1,2009,8,2,1,2,,,3,,,"3","1",1,,3000,0,,50,,,12,355,,2130,0,870,0,103094014
3,1,69,32,1,2009,,1,1,8,,,3,,,"3","1",1,,70,0,1,430,,,888,,,0,0,100,0,103069032
3,1,82,39,1,1,,1,1,4,,,4,,,"4","1",1,,600,0,,300,,,12,40,,440,0,160,0,103082039
3,43,94,46,1,2009,11,1,1,1,,,5,,,"5","1",1,,3000,0,1,,492,,12,164,,492,0,3444,0,103094046
3,1,65,23,1,2009,,1,1,15,,,6,,,"6","1",1,,350,0,2,,,,888,,,0,0,350,0,103065023
3,1,61,131,1,2009,,1,1,2,,,3,,,"3","17",17,,200,0,1,200,40,,6,40,,0,0,240,0,103061131
3,39,99,12,1,1,2,1,1,11,,,1,,,"1","1",1,,250,0,2,,,,888,,,0,0,250,0,103099012
3,1,65,65,1,2009,,1,1,11,-8,,7,,,"7","1",1,,70,0,2,,,,888,70,,0,0,70,0,103065065
3,1,77,63,1,2009,1,1,1,9,-8,,3,,,"3","1",1,,20,0,2,,,,888,,,0,0,20,0,103077063
3,1,62,62,1,2009,,1,1,9,,,3,,,"3","1",1,,100,0,2,,,,888,,,50,0,0,0,103062062
3,1,77,138,1,2009,,1,1,11,,,9,,,"9","1",1,,10,0,2,,,,888,,,0,0,10,0,103077138
3,1,78,61,1,2007,,1,1,15,-8,,3,,,"3","1",1,,500,0,2,,,,888,,,0,0,500,0,103078061
3,1,62,62,2,2008,,1,1,9,,,3,,,"3","1",1,,400,0,2,,,,888,,,200,0,0,0,103062062
3,1,79,15,1,2009,,1,1,11,-8,,9,,,"9","1",1,,35,0,2,,,,888,,,13,0,12,0,103079015
3,38,100,19,1,,4,2,1,1,,,4,,,"4","1",1,,2000,0,1,320,,,12,200,,800,0,1200,0,103100019
3,1,67,3,1,2010,,1,1,11,-8,,3,,,"3","1",1,,1500,0,2,,,,888,,,7000,0,8000,0,103067003
3,1,79,52,1,2009,,1,1,11,-8,,9,,,"9","1",1,,15,0,2,,,,,,,0,0,15,0,103079052
3,1,77,63,2,2009,1,1,1,9,-8,,3,,,"3","1",1,,50,0,2,,,,888,,,0,0,50,0,103077063
3,1,73,29,1,2010,,1,1,11,,,9,,,"9","1",1,,20,0,2,,,,888,,,0,0,20,0,103073029
3,1,80,41,2,2009,,1,1,11,,,5,,,"5","1",1,,1000,0,2,,,,12,80,,960,0,40,0,103080041
3,1,83,48,1,,6,2,1,5,,,3,,,"3","1",1,,500,0,2,,,,888,,,250,0,250,0,103083048
3,1,77,27,2,2007,,1,1,9,-8,,3,10,,"3,10","1",1,,20,0,2,,,,,20,,0,0,20,0,103077027
3,1,61,145,1,7,,1,1,11,-8,,3,,,"3","1",1,,1000,0,1,200,,,888,200,,0,0,1000,0,103061145
3,1,73,6,1,2009,,1,1,9,-8,,9,,,"9","1",1,,65,0,2,,,,7,10,,30,0,35,0,103073006
3,1,61,55,1,2009,1,1,1,1,-8,,4,8,,"4,8","1",1,,6000,0,1,10,,,60,110,,0,0,660,0,103061055
3,38,100,11,1,2007,,1,1,2,,,4,,,"4","1",1,,4200,0,1,,2100,,12,175,,6300,0,2100,0,103100011
3,1,73,52,1,2009,,1,1,11,-8,,7,,,"7","1",1,,150,0,2,,,,888,,,0,0,150,0,103073052
3,1,79,45,1,2008,,1,1,11,,,9,,,"9","1",1,,140,0,2,,,,888,,,0,0,140,0,103079045
3,1,70,28,1,2009,11,2,1,11,,,6,,,"6","1",1,,30,0,2,,,,888,,,0,0,30,0,103070028
3,1,67,51,1,2010,,1,1,11,-8,,9,,,"9","1",1,,14,0,2,,,,888,,,0,0,14,0,103067051
3,43,96,81,1,2009,12,1,1,1,,,3,,,"3","1",1,,2000,0,1,195,,,12,130,,130,0,2990,0,103096081
3,37,92,6,1,,4,1,1,11,,,3,,,"3","1",1,,200,0,2,,,,888,,,0,0,200,0,103092006
3,41,87,34,1,2007,,1,1,11,,,3,,,"3","1",1,,100,0,2,,,,888,,,50,0,50,0,103087034
3,1,79,20,1,2009,,1,1,9,-8,,9,,,"9","1",1,,27,0,2,,,,888,,,0,0,27,0,103079020
4,58,132,18,1,,1,1,1,10,,,3,,,"3","1",1,,80,0,2,,,,888,,,0,0,80,0,104132018
4,59,128,60,1,2009,,1,1,1,,,5,,,"5","1",1,,800,0,1,140,,,10,93,,372,0,528,0,104128060
4,51,133,25,1,,9,1,1,11,,,6,,,"6","1",1,,200,0,2,,,,888,,,160,0,40,0,104133025
4,49,123,3,1,2008,,1,1,1,,,5,,,"5","5",5,,1000,0,1,280,,,12,50,0,600,0,500,0,104123003
4,7,119,22,1,2009,,1,1,14,,,5,,,"5","5",5,,500,0,1,150,,,,,,0,0,0,0,104119022
4,7,117,13,1,2005,,1,1,9,-8,,3,,,"3","1",1,,1000,0,2,,,,888,,,100,0,200,0,104117013
4,46,109,28,1,2009,,1,1,11,,,3,,,"3","1",1,,500,0,1,200,,,12,10,,30,0,470,0,104109028
4,51,127,8,1,,2,1,1,11,,,16,,,"16","1",1,,50,0,2,,,,888,,,0,0,50,0,104127008
4,3,101,38,1,2008,,1,1,8,-8,,3,,,"3","1",1,,300,0,1,25,,,12,25,,0,0,300,0,104101038
4,7,117,34,2,,1,2,1,11,-8,,9,,,"9","1",1,,5,0,2,,,,888,,,0,0,5,0,104117034
4,49,123,29,1,,4,1,1,11,,,7,,,"7","1",1,,50,0,2,,,,888,,,0,0,50,0,104123029
4,46,109,25,1,2009,1,1,1,11,-8,,1,6,,"1,6","1",1,,70,0,2,,,,888,,,0,0,70,0,104109025
4,59,128,28,1,2009,10,1,1,8,,,3,,,"3","1",1,,800,0,1,,100,,880,50,,0,0,800,0,104128028
4,49,124,14,1,1,,1,1,9,,,5,,,"5","1",1,,145,0,2,,,,888,,,95,0,50,0,104124014
4,50,342,14,1,2009,10,1,1,11,26,,3,,,"3","1",1,,10,0,1,,10,,888,,,11,0,9,0,104342014
4,7,119,13,1,2009,,1,1,1,,,5,,,"5","7",7,,600,0,1,200,,,12,43,,172,0,602,0,104119013
4,7,117,33,1,,3,1,1,11,-8,,9,,,"9","1",1,,300,0,2,,,,888,,,0,0,300,0,104117033
4,58,132,6,1,2009,1,1,1,11,-8,,1,,,"1","1",1,,60,0,2,,,,888,,,0,0,60,0,104132006
4,60,111,70,1,2009,,1,1,11,,,3,,,"3","1",1,,200,0,2,,,,888,,,0,0,200,0,104111070
4,54,104,3,2,2009,,1,2,2,-8,"UNITY RURAL BANK",3,,,"3","4",4,,9000,0,1,,,,,,,0,0,0,0,104104003
4,58,130,6,1,2009,10,1,1,11,-8,,5,9,,"5,9","15",15,,40,0,2,,,,888,,,0,0,40,0,104130006
4,54,104,3,1,2009,,1,2,11,,,5,,,"5","1",1,,2000,0,2,,,,888,,,0,0,0,0,104104003
4,50,342,2,1,,4,1,1,11,,,5,,,"5","1",1,,70,0,2,,,,888,,,50,0,20,0,104342002
4,3,102,29,1,2009,9,1,1,11,-8,,9,,,"9","1",1,,20,0,2,,,,888,,,0,0,20,0,104102029
4,3,101,93,1,2009,,1,1,1,,,4,,,"4","1",1,,0,0,1,23,,,,,,0,0,0,0,104101093
4,54,104,14,1,2009,,1,1,8,-8,,2,,,"2","1",1,,400,0,2,,,,888,,,0,0,400,0,104104014
4,55,122,18,1,2008,10,1,1,2,,,5,,,"5","1",1,,600,0,1,,1123,8,12,49,0,539,0,1208,8,104122018
4,49,124,25,1,,1,1,1,10,,,3,,,"3","1",1,,20,0,2,,,,888,,,0,0,20,0,104124025
4,3,101,20,1,2008,,1,1,1,,,5,,,"5","1",1,,2000,0,1,18,,,12,200,,0,0,0,0,104101020
4,54,104,3,3,2009,,2,1,8,-8,,3,,,"3","1",1,,400,0,2,,,,888,,,120,0,280,0,104104003
4,51,127,7,1,2008,,1,1,11,,,7,,,"7","1",1,,250,0,2,,,,888,,,0,0,250,0,104127007
4,60,113,40,1,2009,,1,1,11,,,5,,,"5","1",1,,10,0,2,,,,888,,,0,0,10,0,104113040
4,7,117,34,1,,1,1,1,11,-8,,9,,,"9","1",1,,10,0,2,,,,888,,,0,0,10,0,104117034
4,60,112,11,1,2009,7,1,1,11,-8,,7,,,"7","1",1,,50,0,2,,,,888,,,0,0,50,0,104112011
4,59,128,21,1,2008,,1,1,1,,,4,,,"4","5",5,,5200,0,1,240,,,12,200,,2400,0,4048,0,104128021
4,3,102,29,2,2009,11,1,1,11,-8,,9,,,"9","1",1,,30,0,2,,,,888,,,0,0,30,0,104102029
4,50,126,25,1,,7,1,1,9,,,9,,,"9","1",1,,52,0,2,,,,888,,,30,0,22,0,104126025
4,6,114,5,1,2009,,1,1,11,-8,,6,,,"6","1",1,,120,0,2,,,,888,,,0,0,120,0,104114005
4,46,107,41,1,2009,,1,1,11,,,6,,,"6","1",1,,100,0,2,,,,888,,,0,0,100,0,104107041
4,53,105,12,1,2009,,1,1,8,-8,,3,,,"3","1",1,,150,0,1,100,,,12,15,,90,0,80,0,104105012
4,50,342,26,1,,1,2,1,11,,,1,,,"1","1",1,,40,0,2,,,,888,,,20,0,20,0,104342026
4,3,101,55,1,2001,6,1,1,2,,,4,,,"4","6",6,,500,0,1,30,150,,12,54,17,48,0,270,0,104101055
4,58,131,28,1,2009,8,1,1,11,-8,,1,2,,"1,2","1",1,,200,0,2,,,,888,,,0,0,200,0,104131028
4,49,120,24,1,2009,10,1,1,1,,,5,,,"5","8",8,,400,0,1,,80,,12,40,,200,0,280,0,104120024
4,7,117,10,2,2008,,1,1,11,-8,,9,,,"9","1",1,,120,0,2,,,,888,,,0,0,120,0,104117010
4,7,119,27,1,2009,,1,1,1,,,5,,,"5","5",5,,400,0,1,100,,,10,53,26,159,78,280,22,104119027
4,3,101,32,1,2008,,1,1,8,-8,,5,,,"5","1",1,,320,0,2,,,,12,15,,120,0,200,0,104101032
4,51,133,38,1,2009,,1,1,13,,,5,,,"5","5",5,,1400,0,1,250,,,12,125,,1000,0,700,0,104133038
4,58,130,20,1,2,,1,1,8,,,6,,,"6","1",1,,100,0,1,100,,,888,,,80,0,160,0,104130020
4,49,120,33,1,1,,1,1,2,,,3,,,"3","1",1,,1100,0,1,,640,,12,80,,640,0,2240,0,104120033
4,46,108,30,1,2009,,1,1,11,-8,,6,,,"6","1",1,,150,0,2,,,,888,,,0,0,150,0,104108030
