"id1","id3","id4","s3aii_0","s3aii_a","s3aii_b1","s3aii_b2","s3aii_c1","s3aii_c2","hhno"
1,24,42,,,,,0,0,101024042
1,26,42,,,,,0,0,101026042
1,24,42,,,,,0,0,101024042
1,24,42,,,,,0,0,101024042
1,6,42,,,,,0,0,101006042
1,26,42,,,,,0,0,101026042
1,24,42,,,,,0,0,101024042
1,6,42,,,,,0,0,101006042
1,24,42,,,,,0,0,101024042
1,26,42,14,2,"1","2",12,0,101026042
1,27,42,,,,,0,0,101027042
1,26,42,9,4,"1",,5,0,101026042
1,6,42,,,,,0,0,101006042
1,6,42,8,1,"1",,4,0,101006042
1,22,42,,,,,0,0,101022042
1,22,42,,,,,0,0,101022042
1,22,42,,,,,0,0,101022042
1,24,42,,,,,0,0,101024042
1,24,42,,,,,0,0,101024042
1,22,42,,,,,0,0,101022042
1,22,42,,,,,0,0,101022042
1,25,43,,,,,0,0,101025043
1,26,43,14,2,"1","2",12,0,101026043
1,30,43,9,2,"1",,3,0,101030043
1,20,43,,,,,0,0,101020043
1,26,43,,,,,0,0,101026043
1,30,43,,,,,0,0,101030043
1,30,43,,,,,0,0,101030043
1,18,43,,,,,0,0,101018043
1,3,43,,,,,0,0,101003043
1,3,43,,,,,0,0,101003043
1,18,43,,,,,0,0,101018043
1,25,43,,,,,0,0,101025043
1,24,43,16,1,"1",,400,0,101024043
1,18,43,4,2,"1",,10,0,101018043
1,28,43,14,1,,,4,50,101028043
1,24,43,4,3,"1",,9,0,101024043
1,26,43,,,,,0,0,101026043
1,20,43,,,,,0,0,101020043
1,30,43,14,2,"1","2",4,0,101030043
1,3,43,,,,,0,0,101003043
1,3,43,,,,,0,0,101003043
1,30,43,,,,,0,0,101030043
1,28,43,,,,,0,0,101028043
1,28,43,,,,,0,0,101028043
1,26,43,,,,,0,0,101026043
1,20,43,,,,,0,0,101020043
1,18,43,7,3,"1",,15,0,101018043
1,25,43,4,3,"1",,12,0,101025043
1,26,43,,,,,0,0,101026043
1,24,43,,,,,0,0,101024043
1,18,43,14,3,"1",,15,0,101018043
1,28,43,,,,,0,0,101028043
1,25,43,,,,,0,0,101025043
1,25,43,,,,,0,0,101025043
1,24,43,,,,,0,0,101024043
1,20,43,,,,,0,0,101020043
1,28,43,,,,,0,0,101028043
1,24,43,,,,,0,0,101024043
1,30,43,,,,,0,0,101030043
1,25,43,,,,,0,0,101025043
1,24,43,,,,,0,0,101024043
1,30,43,,,,,0,0,101030043
1,26,43,,,,,0,0,101026043
1,30,43,4,2,"1",,6,0,101030043
1,18,43,,,,,0,0,101018043
1,25,43,7,1,"1",,2,0,101025043
1,26,43,9,2,"1",,4,0,101026043
1,28,43,,,,,0,0,101028043
1,20,43,,,,,0,0,101020043
1,20,43,,,,,0,0,101020043
1,20,43,,,,,0,0,101020043
1,30,43,,,,,0,0,101030043
1,24,43,,,,,0,0,101024043
1,3,43,7,1,"1",,4,0,101003043
1,3,43,,,,,0,0,101003043
1,28,43,,,,,0,0,101028043
1,24,43,,,,,0,0,101024043
1,26,43,,,,,0,0,101026043
1,18,43,,,,,0,0,101018043
1,18,43,,,,,0,0,101018043
1,18,43,,,,,0,0,101018043
1,24,43,,,,,0,0,101024043
1,18,43,,,,,0,0,101018043
1,24,43,,,,,0,0,101024043
1,20,43,,,,,0,0,101020043
1,20,43,,,,,0,0,101020043
1,25,43,,,,,0,0,101025043
1,18,43,,,,,0,0,101018043
1,25,43,,,,,0,0,101025043
1,28,43,,,,,0,0,101028043
1,2,43,,,,,0,0,101002043
1,24,43,,,,,0,0,101024043
1,24,43,,,,,0,0,101024043
1,28,43,,,,,0,0,101028043
1,24,43,,,,,0,0,101024043
1,28,43,,,,,0,0,101028043
1,24,43,14,3,"1",,15,0,101024043
1,26,43,,,,,0,0,101026043
1,28,43,,,,,0,0,101028043
1,30,43,,,,,0,0,101030043
1,28,43,,,,,0,0,101028043
1,3,43,6,1,"1",,3,0,101003043
1,24,43,,,,,0,0,101024043
1,25,43,8,1,"1",,2,0,101025043
1,28,43,,,,,0,0,101028043
1,20,43,,,,,0,0,101020043
1,30,43,5,1,"1",,2,0,101030043
1,20,43,8,1,"1",,4,0,101020043
1,24,43,,,,,0,0,101024043
1,18,43,,,,,0,0,101018043
1,18,43,,,,,0,0,101018043
1,20,43,,,,,0,0,101020043
1,20,43,16,1,"1",,20,0,101020043
1,18,43,8,2,"1",,12,0,101018043
1,3,43,4,4,"1","2",8,0,101003043
1,30,43,,,,,0,0,101030043
1,25,43,,,,,0,0,101025043
1,20,43,14,3,"1",,15,0,101020043
1,20,43,,,,,0,0,101020043
1,3,43,,,,,0,0,101003043
1,3,43,,,,,0,0,101003043
1,3,43,,,,,0,0,101003043
1,25,43,14,2,"1",,12,0,101025043
1,20,43,,,,,0,0,101020043
1,26,43,,,,,0,0,101026043
1,3,43,14,2,"1","2",10,0,101003043
1,3,43,,,,,0,0,101003043
1,25,43,,,,,0,0,101025043
1,26,43,,,,,0,0,101026043
1,3,43,,,,,0,0,101003043
1,30,43,,,,,0,0,101030043
1,26,43,,,,,0,0,101026043
1,26,43,,,,,0,0,101026043
1,26,43,,,,,0,0,101026043
1,28,43,,,,,0,0,101028043
1,25,43,,,,,0,0,101025043
1,30,43,,,,,0,0,101030043
1,11,44,,,,,0,0,101011044
1,11,44,8,2,"1",,5,0,101011044
1,25,44,,,,,0,0,101025044
1,11,44,7,3,"1",,8,0,101011044
1,8,44,,,,,0,0,101008044
1,8,44,,,,,0,0,101008044
1,8,44,,,,,0,0,101008044
1,8,44,,,,,0,0,101008044
1,25,44,,,,,0,0,101025044
1,11,44,,,,,0,0,101011044
1,28,44,,,,,0,0,101028044
1,8,44,,,,,0,0,101008044
1,25,44,,,,,0,0,101025044
1,28,44,,,,,0,0,101028044
1,28,44,,,,,0,0,101028044
1,28,44,,,,,0,0,101028044
1,8,44,,,,,0,0,101008044
1,25,44,,,,,0,0,101025044
1,25,44,,,,,0,0,101025044
1,25,44,,,,,0,0,101025044
1,25,44,14,1,"1",,5,0,101025044
1,28,44,,,,,0,0,101028044
1,8,44,,,,,0,0,101008044
1,8,44,,,,,0,0,101008044
1,11,44,,,,,0,0,101011044
1,25,44,,,,,0,0,101025044
1,25,44,,,,,0,0,101025044
1,8,44,,,,,0,0,101008044
1,8,44,14,2,"1","2",6,0,101008044
1,8,44,8,1,"1","2",6,0,101008044
1,8,44,,,,,0,0,101008044
1,28,44,,,,,0,0,101028044
1,25,44,,,,,0,0,101025044
1,11,44,,,,,0,0,101011044
1,28,44,,,,,0,0,101028044
1,8,44,4,1,"1","2",2,0,101008044
1,28,44,,,,,0,0,101028044
1,25,44,9,1,"1",,1,40,101025044
1,11,44,,,,,0,0,101011044
1,28,44,14,2,,,10,0,101028044
1,28,44,,,,,0,0,101028044
1,28,44,,,,,0,0,101028044
1,11,44,,,,,0,0,101011044
1,25,44,,,,,0,0,101025044
1,28,44,,,,,0,0,101028044
1,28,44,,,,,0,0,101028044
1,8,44,,,,,0,0,101008044
1,25,44,,,,,0,0,101025044
1,28,44,,,,,0,0,101028044
1,25,44,,,,,0,0,101025044
1,21,45,14,1,"1",,5,0,101021045
1,12,45,,,,,0,0,101012045
1,24,45,,,,,0,0,101024045
1,21,45,,,,,0,0,101021045
1,22,45,14,2,"1","2",12,0,101022045
1,24,45,,,,,0,0,101024045
1,24,45,,,,,0,0,101024045
1,21,45,,,,,0,0,101021045
1,21,45,,,,,0,0,101021045
1,22,45,,,,,0,0,101022045
1,21,45,,,,,0,0,101021045
1,22,45,,,,,0,0,101022045
1,22,45,,,,,0,0,101022045
1,21,45,,,,,0,0,101021045
1,24,45,,,,,0,0,101024045
1,22,45,9,2,"1",,6,0,101022045
1,22,45,,,,,0,0,101022045
1,24,45,,,,,0,0,101024045
1,21,45,,,,,0,0,101021045
1,22,45,5,1,"1",,4,0,101022045
1,22,45,,,,,0,0,101022045
1,24,45,,,,,0,0,101024045
1,22,45,,,,,0,0,101022045
1,21,45,,,,,0,0,101021045
1,24,45,,,,,0,0,101024045
1,22,45,,,,,0,0,101022045
1,24,45,,,,,0,0,101024045
1,22,45,,,,,0,0,101022045
1,21,45,,,,,0,0,101021045
1,22,45,,,,,0,0,101022045
1,21,45,,,,,0,0,101021045
1,22,45,,,,,0,0,101022045
1,24,45,,,,,0,0,101024045
1,24,45,14,2,"1",,6,0,101024045
1,22,45,,,,,0,0,101022045
1,21,45,,,,,0,0,101021045
1,21,45,,,,,0,0,101021045
1,21,45,,,,,0,0,101021045
1,24,45,9,2,"1",,4,0,101024045
1,21,45,,,,,0,0,101021045
1,24,45,,,,,0,0,101024045
1,24,45,,,,,0,0,101024045
1,24,45,,,,,0,0,101024045
1,3,46,,,,,0,0,101003046
1,27,46,,,,,0,0,101027046
1,14,46,,,,,0,0,101014046
1,14,46,,,,,0,0,101014046
1,3,46,,,,,0,0,101003046
1,27,46,,,,,0,0,101027046
1,14,46,8,2,"2","3",3,0,101014046
1,3,46,,,,,0,0,101003046
1,14,46,,,,,0,0,101014046
1,14,46,14,8,"2","3",30,0,101014046
1,27,46,,,,,0,0,101027046
1,14,46,5,3,"1","3",3,0,101014046
1,27,46,16,1,"1",,36,0,101027046
1,3,46,8,2,"1",,10,0,101003046
1,3,46,,,,,0,0,101003046
1,14,46,,,,,0,0,101014046
1,3,46,,,,,0,0,101003046
1,27,46,,,,,0,0,101027046
1,27,46,,,,,0,0,101027046
1,3,46,4,4,"1","2",25,0,101003046
1,3,46,,,,,0,0,101003046
1,14,46,7,4,"2","3",5,0,101014046
1,14,46,4,5,"1","2",6,0,101014046
1,27,46,,,,,0,0,101027046
1,27,46,4,2,"1",,4,0,101027046
1,14,46,,,,,0,0,101014046
1,3,46,,,,,0,0,101003046
1,14,46,,,,,0,0,101014046
1,27,46,,,,,0,0,101027046
1,3,46,14,7,"1","2",35,0,101003046
1,27,46,,,,,0,0,101027046
1,3,46,,,,,0,0,101003046
1,27,46,14,1,"1",,5,0,101027046
1,3,46,,,,,0,0,101003046
1,27,46,,,,,0,0,101027046
1,14,46,,,,,0,0,101014046
1,27,46,,,,,0,0,101027046
1,14,46,,,,,0,0,101014046
1,3,46,,,,,0,0,101003046
1,27,46,,,,,0,0,101027046
1,3,46,7,1,"1",,3,0,101003046
1,27,46,,,,,0,0,101027046
1,14,46,,,,,0,0,101014046
1,27,46,7,1,"1",,3,0,101027046
1,31,47,,,,,0,0,101031047
1,31,47,20,1,"1",,500,0,101031047
1,31,47,,,,,0,0,101031047
1,31,47,7,1,"1",,10,0,101031047
1,31,47,,,,,0,0,101031047
1,8,47,,,,,0,0,101008047
1,31,47,,,,,0,0,101031047
1,31,47,,,,,0,0,101031047
1,8,47,14,2,"1",,4,0,101008047
1,8,47,,,,,0,0,101008047
1,31,47,,,,,0,0,101031047
1,8,47,,,,,0,0,101008047
1,31,47,,,,,0,0,101031047
1,8,47,,,,,0,0,101008047
1,8,47,,,,,0,0,101008047
1,8,47,,,,,0,0,101008047
1,8,47,4,2,"1",,5,0,101008047
1,31,47,,,,,0,0,101031047
1,31,47,,,,,0,0,101031047
1,31,47,,,,,0,0,101031047
1,31,47,,,,,0,0,101031047
1,31,47,14,3,"1",,16,50,101031047
1,31,47,,,,,0,0,101031047
1,8,47,,,,,0,0,101008047
1,31,47,,,,,0,0,101031047
1,8,47,,,,,0,0,101008047
1,8,47,,,,,0,0,101008047
1,8,47,,,,,0,0,101008047
1,31,47,,,,,0,0,101031047
1,31,47,,,,,0,0,101031047
1,8,47,,,,,0,0,101008047
1,8,47,,,,,0,0,101008047
1,31,47,,,,,0,0,101031047
1,31,47,,,,,0,0,101031047
1,13,48,,,,,0,0,101013048
1,13,48,,,,,0,0,101013048
1,13,48,,,,,0,0,101013048
1,11,48,,,,,0,0,101011048
1,11,48,,,,,0,0,101011048
1,13,48,4,2,"1",,8,0,101013048
1,13,48,,,,,0,0,101013048
1,11,48,,,,,0,0,101011048
1,11,48,,,,,0,0,101011048
1,11,48,,,,,0,0,101011048
1,11,48,,,,,0,0,101011048
1,11,48,,,,,0,0,101011048
1,11,48,,,,,0,0,101011048
1,13,48,,,,,0,0,101013048
1,13,48,14,4,"1","2",26,0,101013048
1,13,48,,,,,0,0,101013048
1,11,48,,,,,0,0,101011048
1,11,48,,,,,0,0,101011048
1,13,48,9,2,"1",,13,0,101013048
1,11,48,,,,,0,0,101011048
1,11,48,,,,,0,0,101011048
1,13,48,,,,,0,0,101013048
1,11,48,,,,,0,0,101011048
1,13,48,,,,,0,0,101013048
1,13,48,,,,,0,0,101013048
1,13,48,,,,,0,0,101013048
1,11,48,14,1,"1",,2,0,101011048
1,13,48,,,,,0,0,101013048
1,17,49,,,,,0,0,101017049
1,15,49,,,,,0,0,101015049
1,17,49,,,,,0,0,101017049
1,17,49,,,,,0,0,101017049
1,17,49,8,1,"1",,5,0,101017049
1,15,49,8,1,"1",,6,0,101015049
1,17,49,,,,,0,0,101017049
1,15,49,,,,,0,0,101015049
1,15,49,,,,,0,0,101015049
1,17,49,,,,,0,0,101017049
1,15,49,,,,,0,0,101015049
1,15,49,,,,,0,0,101015049
1,15,49,,,,,0,0,101015049
1,17,49,,,,,0,0,101017049
1,15,49,,,,,0,0,101015049
1,17,49,,,,,0,0,101017049
1,15,49,,,,,0,0,101015049
1,15,49,4,1,"1",,5,0,101015049
1,17,49,4,1,"1",,3,0,101017049
1,15,49,14,1,"1",,4,0,101015049
1,17,49,,,,,0,0,101017049
1,15,49,,,,,0,0,101015049
1,17,49,,,,,0,0,101017049
1,17,49,,,,,0,0,101017049
1,15,49,,,,,0,0,101015049
1,15,49,,,,,0,0,101015049
1,17,49,,,,,0,0,101017049
1,17,49,14,2,"1",,10,0,101017049
1,3,50,7,1,"1",,3,50,101003050
1,11,50,14,1,"1",,3,0,101011050
1,11,50,,,,,0,0,101011050
1,3,50,,,,,0,0,101003050
1,25,50,,,,,0,0,101025050
1,25,50,,,,,0,0,101025050
1,11,50,,,,,0,0,101011050
1,24,50,,,,,0,0,101024050
1,24,50,,,,,0,0,101024050
1,11,50,,,,,0,0,101011050
1,24,50,,,,,0,0,101024050
1,11,50,6,1,"1",,5,0,101011050
1,3,50,4,5,"1",,25,0,101003050
1,3,50,,,,,0,0,101003050
1,2,50,,,,,0,0,101002050
1,24,50,,,,,0,0,101024050
1,3,50,,,,,0,0,101003050
1,25,50,,,,,0,0,101025050
1,24,50,9,2,"1",,6,0,101024050
1,25,50,,,,,0,0,101025050
1,11,50,,,,,0,0,101011050
1,3,50,,,,,0,0,101003050
1,25,50,,,,,0,0,101025050
1,11,50,,,,,0,0,101011050
1,25,50,,,,,0,0,101025050
1,24,50,14,1,"1",,3,0,101024050
1,3,50,,,,,0,0,101003050
1,3,50,,,,,0,0,101003050
1,11,50,,,,,0,0,101011050
1,24,50,,,,,0,0,101024050
1,24,50,,,,,0,0,101024050
1,11,50,4,1,"1",,2,0,101011050
1,25,50,,,,,0,0,101025050
1,12,50,,,,,0,0,101012050
1,3,50,5,3,"1",,15,0,101003050
1,25,50,,,,,0,0,101025050
1,11,50,,,,,0,0,101011050
1,24,50,,,,,0,0,101024050
1,3,50,,,,,0,0,101003050
1,24,50,,,,,0,0,101024050
1,3,50,,,,,0,0,101003050
1,25,50,,,,,0,0,101025050
1,3,50,6,1,"1",,3,50,101003050
1,25,50,,,,,0,0,101025050
1,24,50,,,,,0,0,101024050
1,25,50,14,1,"1",,3,80,101025050
1,11,50,,,,,0,0,101011050
1,24,50,,,,,0,0,101024050
1,25,50,,,,,0,0,101025050
1,24,50,,,,,0,0,101024050
1,24,50,,,,,0,0,101024050
1,11,50,,,,,0,0,101011050
1,11,50,,,,,0,0,101011050
1,3,50,,,,,0,0,101003050
1,25,50,,,,,0,0,101025050
1,25,50,9,1,"1",,2,0,101025050
1,11,50,,,,,0,0,101011050
1,3,50,14,1,"1",,6,0,101003050
1,5,51,,,,,0,0,101005051
1,17,51,,,,,0,0,101017051
1,5,51,,,,,0,0,101005051
1,5,51,,,,,0,0,101005051
1,21,51,,,,,0,0,101021051
1,24,51,,,,,0,0,101024051
1,24,51,,,,,0,0,101024051
1,5,51,,,,,0,0,101005051
1,17,51,,,,,0,0,101017051
1,5,51,,,,,0,0,101005051
1,5,51,,,,,0,0,101005051
1,5,51,,,,,0,0,101005051
1,16,51,,,,,0,0,101016051
1,24,51,,,,,0,0,101024051
1,25,51,,,,,0,0,101025051
1,21,51,,,,,0,0,101021051
1,21,51,14,1,"1",,5,0,101021051
1,17,51,,,,,0,0,101017051
1,5,51,4,1,,,2,50,101005051
1,24,51,14,3,"1",,13,50,101024051
1,24,51,9,1,"1",,2,50,101024051
1,21,51,,,,,0,0,101021051
1,12,51,,,,,0,0,101012051
1,21,51,,,,,0,0,101021051
1,17,51,,,,,0,0,101017051
1,16,51,,,,,0,0,101016051
1,25,51,9,3,"1",,6,0,101025051
1,25,51,7,1,"1",,3,0,101025051
1,17,51,,,,,0,0,101017051
1,25,51,4,1,"1",,1,50,101025051
1,17,51,,,,,0,0,101017051
1,24,51,,,,,0,0,101024051
1,25,51,8,1,"1",,5,0,101025051
1,21,51,,,,,0,0,101021051
1,17,51,,,,,0,0,101017051
1,24,51,,,,,0,0,101024051
1,5,51,,,,,0,0,101005051
1,16,51,5,1,"1",,6,0,101016051
1,25,51,,,,,0,0,101025051
1,24,51,,,,,0,0,101024051
1,24,51,,,,,0,0,101024051
1,16,51,,,,,0,0,101016051
1,25,51,,,,,0,0,101025051
1,16,51,,,,,0,0,101016051
1,21,51,,,,,0,0,101021051
1,24,51,,,,,0,0,101024051
1,16,51,,,,,0,0,101016051
1,21,51,,,,,0,0,101021051
1,16,51,,,,,0,0,101016051
1,25,51,,,,,0,0,101025051
1,21,51,,,,,0,0,101021051
1,24,51,,,,,0,0,101024051
1,24,51,,,,,0,0,101024051
1,16,51,,,,,0,0,101016051
1,17,51,14,2,"1",,6,0,101017051
1,21,51,,,,,0,0,101021051
1,5,51,,,,,0,0,101005051
1,17,51,,,,,0,0,101017051
1,5,51,14,1,,,5,0,101005051
1,17,51,5,1,"1",,3,0,101017051
1,16,51,7,1,"1",,4,0,101016051
1,25,51,,,,,0,0,101025051
1,24,51,,,,,0,0,101024051
1,24,51,,,,,0,0,101024051
1,25,51,,,,,0,0,101025051
1,17,51,4,1,"1",,4,0,101017051
1,25,51,,,,,0,0,101025051
1,16,51,14,3,"1",,15,0,101016051
1,25,51,,,,,0,0,101025051
1,16,51,,,,,0,0,101016051
1,21,51,,,,,0,0,101021051
1,16,51,,,,,0,0,101016051
1,21,51,,,,,0,0,101021051
1,17,51,,,,,0,0,101017051
1,16,51,,,,,0,0,101016051
1,5,51,,,,,0,0,101005051
1,17,51,,,,,0,0,101017051
1,5,51,,,,,0,0,101005051
1,21,51,,,,,0,0,101021051
1,16,51,,,,,0,0,101016051
1,25,51,,,,,0,0,101025051
1,21,51,,,,,0,0,101021051
1,25,51,14,3,"1",,10,0,101025051
1,17,51,,,,,0,0,101017051
1,5,51,,,,,0,0,101005051
1,5,52,,,,,0,0,101005052
1,6,52,,,,,0,0,101006052
1,6,52,,,,,0,0,101006052
1,5,52,,,,,0,0,101005052
1,5,52,,,,,0,0,101005052
1,6,52,,,,,0,0,101006052
1,6,52,,,,,0,0,101006052
1,6,52,14,1,"1",,7,0,101006052
1,5,52,,,,,0,0,101005052
1,5,52,,,,,0,0,101005052
1,5,52,,,,,0,0,101005052
1,5,52,14,3,,,14,0,101005052
1,5,52,,,,,0,0,101005052
1,5,52,4,2,,,5,0,101005052
1,6,52,,,,,0,0,101006052
1,2,52,,,,,0,0,101002052
1,5,52,,,,,0,0,101005052
1,6,52,,,,,0,0,101006052
1,6,52,,,,,0,0,101006052
1,5,52,,,,,0,0,101005052
1,6,52,,,,,0,0,101006052
1,5,52,,,,,0,0,101005052
1,6,52,,,,,0,0,101006052
1,5,52,,,,,0,0,101005052
1,6,52,,,,,0,0,101006052
1,6,52,,,,,0,0,101006052
1,6,52,,,,,0,0,101006052
1,6,52,,,,,0,0,101006052
1,5,52,,,,,0,0,101005052
1,8,53,,,,,0,0,101008053
1,16,53,,,,,0,0,101016053
1,8,53,,,,,0,0,101008053
1,8,53,4,1,,,1,50,101008053
1,8,53,,,,,0,0,101008053
1,16,53,,,,,0,0,101016053
1,16,53,14,2,"1",,8,0,101016053
1,8,53,8,1,"1",,3,0,101008053
1,16,53,,,,,0,0,101016053
1,16,53,,,,,0,0,101016053
1,8,53,,,,,0,0,101008053
1,16,53,,,,,0,0,101016053
1,16,53,5,1,"1",,3,0,101016053
1,8,53,,,,,0,0,101008053
1,16,53,,,,,0,0,101016053
1,16,53,,,,,0,0,101016053
1,8,53,,,,,0,0,101008053
1,8,53,14,1,"1",,2,0,101008053
1,16,53,,,,,0,0,101016053
1,8,53,,,,,0,0,101008053
1,16,53,,,,,0,0,101016053
1,8,53,,,,,0,0,101008053
1,16,53,,,,,0,0,101016053
1,16,53,,,,,0,0,101016053
1,8,53,,,,,0,0,101008053
1,16,53,4,2,"1",,2,50,101016053
1,8,53,,,,,0,0,101008053
1,8,53,,,,,0,0,101008053
1,11,54,7,2,"1",,10,0,101011054
1,25,54,,,,,0,0,101025054
1,25,54,,,,,0,0,101025054
1,21,54,,,,,0,0,101021054
1,30,54,,,,,0,0,101030054
1,21,54,5,1,"1",,3,0,101021054
1,30,54,,,,,0,0,101030054
1,11,54,,,,,0,0,101011054
1,11,54,6,1,"1",,5,0,101011054
1,25,54,4,1,"1",,5,0,101025054
1,25,54,,,,,0,0,101025054
1,25,54,,,,,0,0,101025054
1,11,54,,,,,0,0,101011054
1,11,54,,,,,0,0,101011054
1,11,54,,,,,0,0,101011054
1,21,54,14,4,,,20,0,101021054
1,11,54,,,,,0,0,101011054
1,21,54,,,,,0,0,101021054
1,11,54,,,,,0,0,101011054
1,25,54,,,,,0,0,101025054
1,21,54,,,,,0,0,101021054
1,21,54,,,,,0,0,101021054
1,30,54,,,,,0,0,101030054
1,30,54,,,,,0,0,101030054
1,25,54,14,1,"1",,7,50,101025054
1,21,54,,,,,0,0,101021054
1,21,54,7,1,"1",,3,0,101021054
1,30,54,,,,,0,0,101030054
1,21,54,,,,,0,0,101021054
1,30,54,,,,,0,0,101030054
1,11,54,,,,,0,0,101011054
1,30,54,,,,,0,0,101030054
1,11,54,,,,,0,0,101011054
1,21,54,,,,,0,0,101021054
1,30,54,14,1,"1",,3,0,101030054
1,30,54,,,,,0,0,101030054
1,25,54,,,,,0,0,101025054
1,30,54,,,,,0,0,101030054
1,11,54,,,,,0,0,101011054
1,11,54,14,2,"1",,4,0,101011054
1,30,54,,,,,0,0,101030054
1,30,54,,,,,0,0,101030054
1,11,54,,,,,0,0,101011054
1,21,54,9,1,"1",,2,0,101021054
1,11,54,4,1,"1",,3,0,101011054
1,21,54,,,,,0,0,101021054
1,25,54,,,,,0,0,101025054
1,25,54,,,,,0,0,101025054
1,21,54,16,1,"1",,200,0,101021054
1,21,54,8,1,"1",,5,0,101021054
1,25,54,,,,,0,0,101025054
1,21,54,,,,,0,0,101021054
1,25,54,,,,,0,0,101025054
1,25,54,,,,,0,0,101025054
1,21,54,,,,,0,0,101021054
1,30,54,,,,,0,0,101030054
1,30,54,,,,,0,0,101030054
1,25,54,,,,,0,0,101025054
1,12,55,,,,,0,0,101012055
1,6,55,,,,,0,0,101006055
1,6,55,,,,,0,0,101006055
1,6,55,,,,,0,0,101006055
1,6,55,,,,,0,0,101006055
1,15,55,,,,,0,0,101015055
1,15,55,4,1,"1",,1,0,101015055
1,15,55,,,,,0,0,101015055
1,12,55,,,,,0,0,101012055
1,12,55,,,,,0,0,101012055
1,6,55,,,,,0,0,101006055
1,12,55,,,,,0,0,101012055
1,6,55,,,,,0,0,101006055
1,12,55,14,1,"1",,5,0,101012055
1,12,55,,,,,0,0,101012055
1,15,55,14,1,"1",,3,0,101015055
1,12,55,,,,,0,0,101012055
1,6,55,,,,,0,0,101006055
1,12,55,,,,,0,0,101012055
1,12,55,,,,,0,0,101012055
1,6,55,,,,,0,0,101006055
1,15,55,,,,,0,0,101015055
1,15,55,,,,,0,0,101015055
1,15,55,,,,,0,0,101015055
1,15,55,,,,,0,0,101015055
1,6,55,4,1,"1","2",3,0,101006055
1,15,55,,,,,0,0,101015055
1,12,55,,,,,0,0,101012055
1,6,55,,,,,0,0,101006055
1,12,55,,,,,0,0,101012055
1,12,55,,,,,0,0,101012055
1,6,55,14,2,"1",,14,0,101006055
1,6,55,,,,,0,0,101006055
1,15,55,,,,,0,0,101015055
1,15,55,8,1,"1",,2,0,101015055
1,6,55,,,,,0,0,101006055
1,15,55,,,,,0,0,101015055
1,12,55,,,,,0,0,101012055
1,6,55,,,,,0,0,101006055
1,15,55,,,,,0,0,101015055
1,15,55,5,1,"1",,5,0,101015055
1,12,55,,,,,0,0,101012055
1,6,56,,,,,0,0,101006056
1,17,56,,,,,0,0,101017056
1,6,56,,,,,0,0,101006056
1,6,56,,,,,0,0,101006056
1,17,56,14,5,"1",,22,0,101017056
1,17,56,,,,,0,0,101017056
1,17,56,,,,,0,0,101017056
1,30,56,,,,,0,0,101030056
1,6,56,4,1,,,4,0,101006056
1,30,56,,,,,0,0,101030056
1,30,56,,,,,0,0,101030056
1,30,56,,,,,0,0,101030056
1,17,56,,,,,0,0,101017056
1,30,56,,,,,0,0,101030056
1,17,56,,,,,0,0,101017056
1,30,56,,,,,0,0,101030056
1,6,56,,,,,0,0,101006056
1,30,56,,,,,0,0,101030056
1,6,56,,,,,0,0,101006056
1,30,56,4,1,"1",,3,50,101030056
1,17,56,5,2,"1",,10,0,101017056
1,6,56,,,,,0,0,101006056
1,30,56,,,,,0,0,101030056
1,30,56,,,,,0,0,101030056
1,6,56,,,,,0,0,101006056
1,6,56,,,,,0,0,101006056
1,17,56,8,3,"1",,12,0,101017056
1,17,56,4,4,"1",,16,0,101017056
1,17,56,,,,,0,0,101017056
1,30,56,14,2,"1",,10,0,101030056
1,30,56,,,,,0,0,101030056
1,6,56,14,2,,,6,50,101006056
1,6,56,,,,,0,0,101006056
1,17,56,,,,,0,0,101017056
1,17,56,9,2,"1",,4,0,101017056
1,17,56,,,,,0,0,101017056
1,30,56,,,,,0,0,101030056
1,30,56,,,,,0,0,101030056
1,6,56,,,,,0,0,101006056
1,17,56,,,,,0,0,101017056
1,6,56,,,,,0,0,101006056
1,6,56,,,,,0,0,101006056
1,17,57,7,1,"1",,4,0,101017057
1,14,57,,,,,0,0,101014057
1,14,57,,,,,0,0,101014057
1,14,57,,,,,0,0,101014057
1,14,57,,,,,0,0,101014057
1,17,57,,,,,0,0,101017057
1,17,57,,,,,0,0,101017057
1,14,57,,,,,0,0,101014057
1,17,57,14,1,"1",,5,0,101017057
1,17,57,,,,,0,0,101017057
1,17,57,,,,,0,0,101017057
1,17,57,8,1,"1",,5,0,101017057
1,14,57,,,,,0,0,101014057
1,10,57,,,,,0,0,101010057
1,14,57,,,,,0,0,101014057
1,14,57,14,3,"1","2",15,0,101014057
1,17,57,4,1,"1",,3,0,101017057
1,14,57,,,,,0,0,101014057
1,14,57,4,1,"1",,4,0,101014057
1,17,57,,,,,0,0,101017057
1,17,57,,,,,0,0,101017057
1,14,57,,,,,0,0,101014057
1,14,57,,,,,0,0,101014057
1,17,57,,,,,0,0,101017057
1,17,57,,,,,0,0,101017057
1,14,57,,,,,0,0,101014057
1,14,57,9,1,"1",,3,0,101014057
1,14,57,,,,,0,0,101014057
1,17,57,,,,,0,0,101017057
1,14,57,16,1,"1",,45,0,101014057
1,17,57,,,,,0,0,101017057
1,21,58,,,,,0,0,101021058
1,11,58,,,,,0,0,101011058
1,11,58,,,,,0,0,101011058
1,11,58,,,,,0,0,101011058
