"id1","id2","id3","id4","credit_no","s3bii_15","s3bii_16","s3bii_17","s3bii_18ii","s3bii_19i","s3bii_19ii","s3bii_19iii","s3bii_20","s3bii_21i","s3bii_21ii","s3bii_22a","s3bii_22bi","s3bii_22b2i","s3bii_22b2ii","s3bii_23i","s3bii_23ii","s3bii_24i","s3bii_24ii","hhno"
3,1,70,38,1,1,1,4,-8,,,14,1,260,0,2,,,,0,0,260,0,103070038
3,1,80,21,1,1,1,4,,2009,11,,1,120,0,2,,,,0,0,120,0,103080021
3,43,98,76,2,1,1,4,,2010,1,,1,60,0,2,,,,0,0,60,0,103098076
3,1,84,92,1,1,1,4,-8,2009,3,,1,4000,0,2,,,,0,0,600,0,103084092
3,1,80,56,2,1,1,4,-8,,1,,1,200,0,1,,10,,210,0,0,0,103080056
3,1,75,34,1,1,1,6,,2008,1,,1,15,0,2,,,,0,0,15,0,103075034
3,1,61,131,2,1,1,5,-8,2009,,,1,400,0,2,,,,0,0,400,0,103061131
3,1,62,195,1,1,1,4,,2009,,,1,150,0,2,,,,0,0,150,0,103062195
3,1,77,29,2,1,1,,-8,2009,,,1,650,0,2,,,,0,0,650,0,103077029
3,1,67,29,2,1,1,4,,2010,,,1,60,0,2,,,,0,0,60,0,103067029
3,1,82,41,1,1,1,4,-8,2008,9,,1,2500,0,2,,,,1500,0,1000,0,103082041
3,43,97,15,2,1,1,4,,2009,3,,1,500,0,2,,,,0,0,500,0,103097015
3,1,80,56,1,1,1,4,-8,,2,,1,400,0,1,,20,,210,0,210,0,103080056
3,1,80,21,2,1,1,4,,2009,11,,1,130,0,2,,,,0,0,130,0,103080021
3,1,72,2,1,1,1,4,-8,2009,,,1,250,0,2,,,,0,0,250,0,103072002
3,1,77,138,1,1,1,4,,2009,,,1,41,0,2,,,,0,0,41,0,103077138
3,1,79,50,1,2,1,4,-8,2009,,,1,350,0,2,,,,0,0,350,0,103079050
3,1,77,138,2,1,1,4,,2009,,,1,19,0,2,,,,0,0,19,0,103077138
3,1,73,10,1,1,1,4,-8,2009,,,1,30,0,2,,,,0,0,30,0,103073010
3,1,73,10,2,1,1,4,-8,2009,,,1,40,0,2,,,,0,0,40,0,103073010
3,1,73,52,1,1,1,4,-8,2009,,,1,100,0,2,,,,0,0,100,0,103073052
3,1,74,30,4,1,1,4,,2009,,,1,90,0,2,,,,0,0,90,0,103074030
3,1,74,30,3,1,1,4,,2009,,,1,50,0,2,,,,0,0,50,0,103074030
3,1,74,14,1,1,1,5,-8,2008,,,1,200,0,2,,,,0,0,200,0,103074014
3,1,75,49,1,1,1,4,-8,,3,,1,300,0,2,,,,0,0,300,0,103075049
3,1,74,26,1,2,1,4,,,6,,1,100,0,2,,,,0,0,100,0,103074026
3,1,75,33,1,1,1,5,,2009,8,,1,50,0,2,,,,0,0,50,0,103075033
3,41,88,12,1,1,,10,,,,,,0,0,,,,,0,0,0,0,103088012
3,43,95,52,1,1,1,4,,2009,12,14,1,30,0,2,,,,0,0,30,0,103095052
3,41,87,34,1,1,1,3,,2007,,,1,150,0,2,,,,0,0,150,0,103087034
3,41,87,12,1,1,,,,,,,,0,0,,,,,0,0,0,0,103087012
3,41,87,12,4,2,1,3,-8,2009,,,1,50,0,2,,,,0,0,50,0,103087012
3,43,96,98,1,1,1,4,,2009,,,1,250,0,2,,,,80,0,170,0,103096098
3,43,96,58,1,1,1,4,,3,,,1,75,0,2,,,,0,0,75,0,103096058
3,41,87,12,3,2,1,3,-8,2009,,,1,20,0,2,,,,0,0,20,0,103087012
3,41,87,12,2,2,1,10,12,2009,,,1,800,0,2,,,,0,0,800,0,103087012
3,43,96,50,1,2,1,4,,,2,,1,40,0,2,,,,0,0,40,0,103096050
4,7,117,11,1,1,1,4,-8,,7,,1,100,0,2,,,,0,0,100,0,104117011
4,7,117,33,1,1,1,6,-8,1,,,1,120,0,2,,,,0,0,120,0,104117033
4,7,117,33,3,2,1,6,-8,1,,,1,40,0,2,,,,0,0,40,0,104117033
4,58,131,31,1,1,1,3,-8,2009,7,5,1,1000,0,2,,,,0,0,1000,0,104131031
4,58,131,8,1,1,1,6,,5,,,1,200,0,2,,,,0,0,200,0,104131008
4,7,117,11,2,2,1,4,-8,,2,,1,7,0,2,,,,0,0,7,0,104117011
4,58,130,21,1,1,1,4,-8,,6,,1,100,0,2,,,,0,0,100,0,104130021
4,58,131,9,1,1,1,6,,1,,,1,100,0,2,,,,60,0,40,0,104131009
4,3,103,20,1,1,1,4,16,7,,,1,25,0,2,,,,0,0,25,0,104103020
4,49,120,27,2,1,1,4,,,1,,1,30,0,2,,,,0,0,20,0,104120027
4,58,131,59,1,1,1,4,,2009,4,25,1,100,0,2,,,,0,0,100,0,104131059
4,49,120,33,1,1,1,3,,2,,,1,300,0,2,,,,0,0,300,0,104120033
4,7,117,33,2,1,,6,-8,1,,,1,200,0,2,,0,,120,0,80,0,104117033
4,49,120,33,2,1,1,3,,,2,,1,80,0,2,,,,0,0,80,0,104120033
4,3,101,57,1,1,1,4,,2009,11,,1,40,0,2,,,,0,0,40,0,104101057
4,58,130,46,1,1,1,5,,,3,,1,30,0,2,,,,0,0,30,0,104130046
4,7,117,10,1,2,1,5,-8,2003,,,1,100,0,2,,,,0,0,100,0,104117010
4,58,131,8,2,1,1,6,,1,,,1,70,0,2,,,,0,0,70,0,104131008
4,49,120,27,1,1,1,4,,,1,,1,30,0,2,,,,0,0,30,0,104120027
4,59,128,28,1,1,1,4,-8,2009,11,15,1,50,0,2,,,,0,0,50,0,104128028
4,3,101,57,2,1,1,4,,2009,10,,1,100,0,2,,,,50,0,50,0,104101057
4,58,130,21,2,1,1,4,-8,,7,,1,30,0,2,,,,0,0,30,0,104130021
4,7,117,34,1,1,1,4,-8,,4,,1,126,0,2,,,,0,0,126,0,104117034
4,3,101,69,1,1,1,4,,2009,7,,1,50,0,2,,,,0,0,50,0,104101069
4,51,133,38,1,2,1,4,-8,2009,2,,1,100,0,2,,,,0,0,100,0,104133038
4,6,114,7,1,1,1,4,-8,2006,,,9,30,0,2,,,,0,0,300,0,104114007
4,51,127,8,1,1,1,4,,,1,,1,40,0,2,,,,0,0,40,0,104127008
4,58,132,29,1,1,1,4,-8,2010,,,1,350,0,2,,,,0,0,350,0,104132029
4,50,126,7,1,1,1,4,,1,,,1,100,0,2,,,,0,0,100,0,104126007
4,51,133,25,1,1,1,4,,,,25,1,20,0,2,,,,0,0,20,0,104133025
4,49,121,16,1,1,1,4,,2,,,1,35,0,2,,,,0,0,35,0,104121016
4,51,133,45,2,1,1,4,-8,2009,11,12,1,220,0,2,,,,0,0,220,0,104133045
4,58,132,18,2,1,1,5,-8,,,7,1,65,0,2,,,,20,0,45,0,104132018
4,58,129,25,1,1,1,4,,1,,,1,200,0,2,,,,0,0,200,0,104129025
4,58,132,18,1,1,1,5,-8,,,5,1,30,0,2,,,,10,0,20,0,104132018
4,60,111,53,1,1,1,3,-8,2010,,,1,100,0,2,,,,0,0,100,0,104111053
4,62,118,11,1,2,1,4,-8,2009,8,,1,150,0,2,,,,0,0,150,0,104118011
4,51,127,12,1,2,1,4,-8,2009,12,17,1,7,0,2,,,,4,0,3,0,104127012
4,46,108,30,2,1,1,3,-8,2009,,,1,200,0,2,,,,0,0,200,0,104108030
4,50,342,26,1,2,1,4,,1,,,1,50,0,2,,,,0,0,50,0,104342026
4,55,122,15,1,2,1,4,-8,2008,11,15,1,20,0,2,,,,0,0,20,0,104122015
4,6,114,1,1,1,1,4,-8,2009,,,1,20,0,2,,,,0,0,0,0,104114001
4,55,122,14,1,1,1,4,-8,2008,,,1,40,0,2,,,,15,0,25,0,104122014
4,51,133,45,1,1,1,4,-8,2009,6,15,1,200,0,2,,,,50,0,150,0,104133045
4,46,109,25,1,1,1,4,,2009,,,1,50,0,2,,,,0,0,50,0,104109025
4,46,108,30,1,1,1,4,-8,2009,,,1,50,0,2,,,,0,0,50,0,104108030
4,49,121,103,1,1,1,4,-8,2009,10,19,1,100,0,2,,,,0,0,100,0,104121103
4,58,132,9,1,1,1,4,-8,2009,12,19,1,1200,0,2,,,,0,0,1200,0,104132009
4,46,109,22,1,1,1,4,,2007,5,,1,20,0,2,,,,0,0,0,0,104109022
4,54,104,41,1,1,1,4,-8,2008,,,1,45,0,2,,,,0,0,45,0,104104041
4,58,132,36,1,1,1,4,-8,2009,,,1,160,0,2,,,,0,0,160,0,104132036
4,58,129,26,1,1,1,4,,2,,,1,100,0,2,,,,0,0,100,0,104129026
4,49,121,3,1,1,1,3,,1995,,,1,13,0,2,,,,0,0,13,0,104121003
4,58,132,19,1,1,1,4,,,3,,1,400,0,2,,,,150,0,250,0,104132019
4,62,118,29,1,1,1,4,-8,2009,,,1,500,0,2,,,,0,0,500,0,104118029
5,68,137,27,4,1,1,4,,,,,1,50,0,2,,,,0,0,50,0,105137027
5,15,175,65,1,1,1,4,-8,2008,3,,1,280,0,,,,,0,0,280,0,105175065
5,12,168,9,2,1,1,5,-8,1,,,1,20,0,2,,,,2,0,18,0,105168009
5,70,136,10,1,1,1,4,-8,,3,,1,20,0,2,,,,0,0,20,0,105136010
5,73,142,24,1,1,1,6,,1,,,1,1500,0,2,,,,600,0,900,0,105142024
5,7,155,21,5,2,1,4,-8,,1,,1,13,0,2,,,,0,0,13,0,105155021
5,82,139,8,2,1,1,4,-8,,6,,1,50,0,2,,,,0,0,50,0,105139008
5,12,168,52,3,1,1,4,,3,,,1,80,0,2,,,,0,0,80,0,105168052
5,15,175,105,1,1,1,4,-8,2009,11,,1,45,0,2,,,,20,0,25,0,105175105
5,12,168,9,3,1,1,5,-8,1,,,1,15,0,2,,,,0,0,15,0,105168009
5,9,163,53,6,2,2,6,,,6,,1,100,0,2,,,,0,0,100,0,105163053
5,10,165,53,4,1,1,4,,,9,,1,10,0,2,,,,0,0,10,0,105165053
5,9,163,53,4,2,2,6,,,3,,1,400,0,2,,,,0,0,400,0,105163053
5,73,142,13,1,1,1,1,,,4,,1,500,0,2,,,,0,0,500,0,105142013
5,8,158,25,1,1,1,6,-8,3,,,1,0,0,2,,,,0,0,300,0,105158025
5,68,137,27,3,1,1,4,,,,,1,20,0,2,,,,0,0,20,0,105137027
5,7,155,21,2,1,1,5,-8,,1,,1,100,0,2,,,,0,0,100,0,105155021
5,9,163,37,1,1,1,3,-8,,6,,1,300,0,2,,,,0,0,300,0,105163037
5,10,165,53,2,1,1,4,,,1,,1,20,0,2,,,,0,0,20,0,105165053
5,82,139,100,1,1,2,4,,,3,,1,40,0,2,,,,0,0,40,0,105139100
5,12,168,52,1,1,1,4,,3,,,1,150,0,2,,,,50,0,120,0,105168052
5,70,136,22,1,1,1,4,-8,,1,,1,40,0,2,,,,0,0,40,0,105136022
5,15,175,38,1,2,1,6,,2009,11,,1,200,0,2,,,,0,0,200,0,105175038
5,9,163,53,2,1,1,4,,,6,,1,200,0,2,,,,0,0,200,0,105163053
5,68,137,27,1,1,1,3,-8,,,,1,150,0,2,,,,0,0,150,0,105137027
5,9,163,16,1,2,1,10,16,3,,,1,150,0,2,,,,0,0,150,0,105163016
5,80,143,13,1,1,1,4,,,11,,1,250,0,2,,,,0,0,250,0,105143013
5,9,163,53,1,1,1,4,,,4,,1,300,0,2,,,,0,0,300,0,105163053
5,8,158,37,1,1,1,4,,5,,,1,0,0,2,,,,0,0,8,0,105158037
5,68,137,27,2,1,1,4,,,,,1,300,0,2,,,,0,0,300,0,105137027
5,12,168,86,3,1,1,6,-8,2009,,,1,250,0,2,,,,0,0,250,0,105168086
5,12,168,52,2,1,1,4,,3,,,1,150,0,2,,,,0,0,150,0,105168052
5,8,158,24,1,1,1,4,,1,,,1,50,0,2,,,,0,0,50,0,105158024
5,10,165,53,3,1,1,4,,,5,,1,50,0,2,,,,0,0,50,0,105165053
5,8,158,26,1,1,1,4,,1,,,1,200,0,2,,,,200,0,0,0,105158026
5,12,168,9,1,1,1,5,-8,1,,,1,20,0,2,,,,0,0,20,0,105168009
5,12,168,86,2,1,1,6,-8,2009,,,1,40,0,2,,,,0,0,40,0,105168086
5,9,163,69,1,1,1,6,-8,,,14,1,10,0,2,,,,0,0,10,0,105163069
5,8,158,35,1,1,1,4,,,1,,1,80,0,2,,,,35,0,45,0,105158035
5,12,168,43,1,2,1,6,-8,2009,,,1,128,0,,,,,65,20,62,80,105168043
5,9,163,69,2,1,1,6,-8,,,7,1,5,0,2,,,,0,0,5,0,105163069
5,8,158,24,2,4,2,6,,1,,,1,40,0,2,,,,0,0,40,0,105158024
5,15,175,41,1,2,1,6,-8,2009,10,,1,1000,0,2,,,,0,0,1000,0,105175041
5,8,159,11,2,1,1,4,,1,,,1,1200,0,2,,,,1000,0,200,0,105159011
5,8,158,37,4,1,1,4,,3,,,1,0,0,2,,,,50,0,40,0,105158037
5,8,158,34,1,1,1,4,-8,,4,,1,60,0,1,20,,,0,0,60,0,105158034
5,7,155,14,1,1,1,4,1,,,,1,30,0,2,,,,0,0,30,0,105155014
5,8,157,83,2,1,1,5,,2008,5,,1,0,0,,,,,0,0,0,0,105157083
5,8,157,70,1,2,1,4,,2004,,,1,500,0,1,100,,,200,0,100,0,105157070
5,8,159,11,1,1,1,4,,10,,,1,2500,0,2,,,,0,0,2500,0,105159011
5,7,155,2,1,1,1,4,,,7,,1,200,0,2,,,,0,0,200,0,105155002
5,10,165,27,1,1,1,1,,,2,,1,100,0,2,,,,0,0,100,0,105165027
5,7,155,21,3,2,1,4,-8,,1,,1,60,0,2,,,,0,0,60,0,105155021
5,8,158,28,1,1,1,6,,1,,,1,3000,0,2,,,,2000,0,1000,0,105158028
5,12,168,52,4,1,1,4,,4,,,1,20,0,2,,,,0,0,20,0,105168052
5,8,158,25,2,1,1,6,-8,1,,,1,0,0,2,,,,0,0,200,0,105158025
5,15,175,107,1,2,1,6,-8,2009,12,,1,200,0,2,,,,100,0,100,0,105175107
5,12,168,9,4,1,1,5,-8,1,,,1,30,0,2,,,,5,0,25,0,105168009
5,9,163,9,1,1,1,7,,,1,,1,100,0,2,,,,50,0,50,0,105163009
5,9,163,47,2,2,1,6,,,2,,1,100,0,2,,,,0,0,100,0,105163047
5,7,155,21,1,1,1,5,-8,,1,,1,100,0,2,,,,0,0,100,0,105155021
5,9,163,47,1,1,1,1,,3,,,1,300,0,2,,,,0,0,300,0,105163047
5,9,163,34,1,1,1,6,,,2,,1,500,0,2,,,,0,0,500,0,105163034
5,68,137,11,1,1,1,4,,3,,,1,20,0,2,,,,0,0,20,0,105137011
5,80,143,7,1,1,1,4,-8,2,,,1,160,0,2,,,,0,0,160,0,105143007
5,15,175,102,1,1,1,4,-8,2007,1,1,1,300,0,2,,,,0,0,100,0,105175102
5,12,168,46,1,2,1,4,,2009,,,1,15,0,2,,,,0,0,15,0,105168046
5,8,158,37,3,1,1,4,,3,,,1,0,0,2,,,,60,0,426,0,105158037
5,80,143,9,1,1,1,4,,4,,,1,30,0,2,,,,0,0,30,0,105143009
5,9,163,72,3,1,1,6,,1,,,1,50,0,2,,,,0,0,50,0,105163072
5,9,163,72,1,1,1,6,,1,,,1,24,0,2,,,,0,0,24,0,105163072
5,8,157,10,1,1,1,4,,,11,,1,30,0,2,,,,0,0,30,0,105157010
5,8,157,83,1,1,1,4,,2008,6,23,8,2000,0,1,100,,,60,0,2500,0,105157083
5,8,158,37,2,1,1,3,,5,,,1,0,0,2,,,,15,0,5,0,105158037
5,9,163,72,2,1,1,6,,1,,,1,50,0,2,,,,0,0,50,0,105163072
5,8,159,13,1,1,1,4,,,0,1,1,70,0,1,5,,,0,0,70,0,105159013
5,15,175,28,1,1,1,6,,2009,12,,1,100,0,2,,,,0,0,100,0,105175028
5,9,163,53,3,1,1,4,,,5,,1,200,0,2,,,,0,0,200,0,105163053
5,10,165,53,1,1,1,8,,,2,,1,500,0,2,,,,0,0,500,0,105165053
5,10,165,5,1,2,1,5,-8,,1,,1,68,0,2,,,,32,0,36,50,105165005
5,15,175,81,1,2,1,4,-8,2009,8,,1,80,0,2,,,,0,0,80,0,105175081
5,7,155,21,4,2,1,4,-8,,1,,1,13,0,2,,,,0,0,13,0,105155021
5,12,168,86,1,1,1,6,-8,2009,,,1,50,0,2,,,,20,0,30,0,105168086
5,9,163,9,2,1,1,4,,,,14,1,10,0,2,,,,0,0,10,0,105163009
5,7,155,18,1,1,1,4,,2010,1,,1,60,0,2,,,,30,0,30,0,105155018
5,82,139,8,1,1,1,4,-8,,2,,1,40,0,2,,,,20,0,20,0,105139008
5,8,157,78,1,2,1,4,,2007,8,,1,30,0,2,,,,0,0,30,0,105157078
5,12,168,78,1,1,1,4,,,2,,1,20,0,2,,,,0,0,20,0,105168078
5,8,157,83,3,1,1,5,,2008,2,,1,0,0,,,,,0,0,0,0,105157083
5,9,163,53,5,2,2,6,,,4,,1,200,0,2,,,,0,0,200,0,105163053
5,12,169,38,1,1,1,3,-8,2003,,,1,72,0,2,,,,0,0,72,0,105169038
5,14,174,61,2,1,1,4,,4,,,1,100,0,2,,,,0,0,100,0,105174061
5,9,161,11,1,1,1,11,,11,,,1,6,0,2,,,,0,0,6,0,105161011
5,7,156,68,2,2,1,4,-8,1,,,1,120,0,2,,,,0,0,120,0,105156068
5,11,166,1,5,2,1,9,,2009,,,1,300,0,2,,,,0,0,300,0,105166001
5,7,156,49,2,2,1,3,-8,,1,,1,50,0,2,,,,0,0,50,0,105156049
5,69,134,11,1,1,1,3,,,,14,1,100,0,2,,,,0,0,100,0,105134011
5,67,152,28,1,1,1,4,-8,2010,,,1,40,0,2,,,,10,0,30,0,105152028
5,13,171,10,1,1,1,4,-8,,4,,1,100,0,1,250,,,300,0,100,0,105171010
5,15,176,8,1,1,1,6,-8,,6,,1,60,0,2,,,,0,0,60,0,105176008
5,80,146,29,3,1,1,4,-8,2,,,1,20,0,2,,,,0,0,20,0,105146029
5,7,156,41,1,1,1,4,-8,2,,,1,50,0,2,,,,0,0,50,0,105156041
5,67,154,46,2,1,1,4,,,4,,1,110,0,2,,,,0,0,110,0,105154046
5,80,146,45,1,1,1,3,-8,2,,,1,200,0,2,,,,0,0,200,0,105146045
5,15,176,6,2,1,1,6,,,,4,1,0,0,2,,,,0,0,50,0,105176006
5,14,174,61,1,1,1,4,,5,,,1,2000,0,2,,,,0,0,2000,0,105174061
5,71,148,46,1,1,1,4,-8,,2,,1,100,0,1,500,,,0,0,150,0,105148046
5,7,156,70,1,1,1,4,-8,7,,,1,140,0,2,,,,0,0,140,0,105156070
5,67,153,24,1,1,1,4,,,3,,1,60,0,2,,,,0,0,60,0,105153024
5,82,140,15,1,1,1,4,,2007,,,7,50,0,2,,,,25,0,25,0,105140015
5,5,147,14,1,1,1,4,,,2,,1,70,0,2,,,,0,0,70,0,105147014
5,15,176,22,1,1,1,3,,3,,,1,50,0,2,,,,0,0,50,0,105176022
5,15,176,87,2,1,1,8,-8,,3,,1,90,0,2,,,,0,0,90,0,105176087
5,11,166,39,1,2,1,6,,,,21,1,10,0,2,,,,0,0,10,0,105166039
5,7,156,70,2,1,1,4,-8,6,,,1,37,0,2,,,,0,0,37,0,105156070
6,109,296,34,1,1,1,4,,2009,5,,1,25,0,2,,,,0,0,25,0,108296034
6,109,296,34,2,1,1,4,,2009,9,,1,30,0,2,,,,0,0,30,0,108296034
5,11,166,57,1,1,1,1,,,1,,1,43,0,2,,,,0,0,43,0,105166057
5,15,177,2,2,2,1,4,-8,,6,,1,15,50,2,,,,0,0,15,50,105177002
5,12,170,21,4,1,1,6,,2,,,1,30,0,2,,,,0,0,30,0,105170021
5,11,166,12,1,1,1,3,,2007,,,1,10,0,2,,,,0,0,10,0,105166012
5,67,153,50,1,1,1,1,,,6,,1,4000,0,2,,,,1000,0,3000,0,105153050
5,5,147,15,1,1,1,3,,2,,,1,40,0,2,,,,0,0,40,0,105147015
5,11,166,1,2,2,1,4,,2008,,,1,36,0,2,,,,20,0,16,0,105166001
5,14,174,31,1,1,1,3,-8,,2,,1,10,0,2,,,,0,0,10,0,105174031
5,80,146,29,2,1,1,4,-8,3,,,1,25,0,2,,,,0,0,25,0,105146029
5,15,177,2,1,2,1,4,-8,1,,,1,70,0,2,,,,0,0,70,0,105177002
5,10,164,38,1,1,1,1,,,6,,1,100,0,2,,,,0,0,100,0,105164038
5,15,177,4,2,1,1,4,-8,,3,,1,30,0,2,,,,0,0,30,0,105177004
5,11,166,40,1,1,1,3,-8,1,,,1,15,0,2,,,,0,0,15,0,105166040
5,80,146,29,4,1,1,4,-8,1,,,1,20,0,2,,,,0,0,20,0,105146029
5,5,147,13,2,1,1,4,-8,,,3,1,40,0,2,,,,0,0,40,0,105147013
5,82,140,23,1,1,1,4,,2010,2,14,1,20,0,2,,,,20,0,20,0,105140023
5,5,147,54,1,1,1,3,-8,2005,,,1,480,0,2,,,,100,0,380,0,105147054
5,71,148,35,1,1,1,4,,,8,,1,200,0,2,,,,0,0,200,0,105148035
5,67,150,21,1,1,1,3,,,1,,1,10,0,2,,,,0,0,10,0,105150021
5,67,150,45,1,2,1,4,,2,,,1,26,0,2,,,,26,0,26,0,105150045
5,12,170,21,1,1,1,6,,,2,,1,30,0,2,,,,0,0,30,0,105170021
5,14,174,52,2,1,1,4,,,3,,1,40,0,2,,,,0,0,40,0,105174052
5,67,153,29,1,1,1,4,,1,,,1,100,0,2,,,,0,0,100,0,105153029
5,80,146,53,1,1,1,4,-8,,5,,1,50,0,2,,,,0,0,50,0,105146053
5,14,174,70,2,1,1,4,-8,,3,,1,20,0,2,,,,0,0,20,0,105174070
5,67,154,44,1,2,1,4,,3,,,1,10,0,2,,,,0,0,10,0,105154044
5,10,164,26,1,1,1,3,30,,5,,1,15,0,2,,,,0,0,15,0,105164026
5,13,171,32,2,1,1,4,-8,1,1,,1,400,0,2,,,,310,0,90,0,105171032
5,7,156,13,1,1,1,4,-8,3,,,1,105,0,2,,,,0,0,105,0,105156013
5,10,164,8,1,1,1,4,,,5,,1,15,0,2,,,,0,0,15,0,105164008
5,7,156,70,4,1,1,4,-8,3,,,1,100,0,2,,,,0,0,100,0,105156070
6,109,296,45,2,1,1,3,,2009,4,,1,70,0,2,,,,0,0,70,0,108296045
5,15,176,3,3,1,1,6,,,4,,1,20,0,2,,,,0,0,20,0,105176003
5,9,161,6,2,1,1,,,,6,,1,100,0,2,,,,50,0,50,0,105161006
6,109,296,20,1,1,1,4,,2009,10,15,1,50,0,2,,,,0,0,50,0,108296020
5,67,151,34,1,1,1,4,-8,2006,,,1,870,0,2,,,,0,0,870,0,105151034
5,5,147,13,1,1,1,3,-8,,3,,1,20,0,2,,,,0,0,20,0,105147013
5,12,169,35,2,1,1,4,-8,2009,,,1,15,0,2,,,,0,0,15,0,105169035
5,14,174,52,1,1,1,4,,,3,,1,60,0,2,,,,0,0,60,0,105174052
5,9,162,15,2,1,2,4,,,4,,1,200,0,2,,,,30,0,150,0,105162015
5,9,162,29,2,1,1,1,,2008,,,1,150,0,2,,,,0,0,150,0,105162029
5,67,150,55,1,2,1,3,,1,,,1,70,0,2,,,,0,0,70,0,105150055
5,10,164,29,4,2,1,1,,,2,,1,60,0,2,,,,0,0,60,0,105164029
5,10,164,30,1,2,1,6,,,1,,1,50,0,2,,,,0,0,50,0,105164030
5,9,162,27,1,1,1,4,,2,,,1,430,0,2,,,,300,0,130,0,105162027
5,11,166,1,1,1,1,8,,2009,,,1,500,0,2,,,,0,0,500,0,105166001
5,11,166,52,1,1,1,4,,1,,,1,100,0,2,,,,0,0,100,0,105166052
5,67,153,3,1,1,1,4,,2,,,1,100,0,2,,,,50,0,50,0,105153003
5,12,169,7,1,1,1,4,-8,,,2,1,40,0,2,,,,0,0,40,0,105169007
5,10,164,29,3,1,1,3,,,2,,1,16,0,2,,,,0,0,16,0,105164029
5,11,166,31,1,1,1,6,,3,,,1,47,0,2,,,,0,0,47,0,105166031
5,11,166,1,4,2,1,4,,2009,,,1,2,20,2,,,,0,0,2,20,105166001
5,12,170,21,2,1,1,6,,,2,,1,45,0,2,,,,0,0,45,0,105170021
5,80,145,41,1,2,1,4,-8,,3,,1,100,0,2,,,,100,0,0,0,105145041
5,13,171,32,1,1,1,4,-8,,4,,1,300,0,2,,,,0,0,300,0,105171032
5,11,166,1,3,2,1,3,,2009,,,1,2,20,2,,,,0,0,2,20,105166001
5,12,169,35,3,1,1,4,-8,2009,,,1,15,0,2,,,,0,0,15,0,105169035
5,67,153,37,1,4,1,1,,,4,,1,320,0,2,,,,0,0,320,0,105153037
5,67,152,45,1,2,2,4,,,1,,1,60,0,2,,,,0,0,60,0,105152045
5,14,174,70,3,1,1,4,-8,,4,,1,100,0,2,,,,0,0,100,0,105174070
5,15,176,87,1,1,1,4,,,,14,1,9,0,2,,,,0,0,9,0,105176087
5,15,177,2,4,3,1,4,-8,,2,,1,0,0,,,,,0,0,0,0,105177002
5,11,166,12,2,1,1,3,,2007,,,1,20,0,2,,,,0,0,20,0,105166012
5,15,176,22,2,1,1,6,,3,,,1,150,0,2,,,,0,0,150,0,105176022
5,15,177,39,1,1,1,4,,4,,,1,80,0,2,,,,0,0,80,0,105177039
5,14,174,70,1,1,1,4,-8,,1,,1,50,0,2,,,,0,0,50,0,105174070
5,15,176,3,2,1,1,6,,,4,,1,15,0,2,,,,0,0,15,0,105176003
5,9,162,1,1,1,1,5,,2008,,,1,270,0,2,,,,0,0,270,0,105162001
5,67,152,29,1,1,1,4,-8,3,,,1,300,0,1,6,,,0,0,300,0,105152029
5,13,171,32,3,1,1,4,-8,,6,,1,30,0,2,,,,0,0,30,0,105171032
5,13,171,25,1,1,1,3,,,,,1,70,0,2,,,,0,0,70,0,105171025
5,67,154,21,2,1,1,3,-8,,3,,1,20,0,2,,,,10,0,10,0,105154021
5,14,174,61,4,1,1,4,,1,,,1,100,0,2,,,,0,0,100,0,105174061
5,9,162,1,2,2,1,5,,,2,,1,30,0,2,,,,0,0,30,0,105162001
5,11,166,52,2,2,1,3,,,2,,1,30,0,2,,,,0,0,30,0,105166052
5,69,135,37,1,1,1,4,-8,,3,,1,60,0,2,,,,0,0,60,0,105135037
5,67,152,44,1,2,1,4,,2006,,,1,120,0,2,,,,60,0,60,0,105152044
6,109,296,45,1,1,1,3,,2009,4,,1,70,0,2,,,,0,0,70,0,108296045
5,12,170,7,1,1,1,,-8,2010,1,,1,15,0,2,,,,0,0,15,0,105170007
5,71,148,77,2,1,1,4,-8,,5,,1,11,0,2,,,,11,0,0,0,105148077
5,10,164,29,1,1,1,3,,,3,,1,180,0,2,,,,0,0,180,0,105164029
5,12,170,7,3,1,1,,-8,2010,1,,1,12,0,2,,,,0,0,12,0,105170007
5,12,170,22,1,1,1,5,-8,1,,,1,15,0,2,,,,0,0,15,0,105170022
5,80,146,25,1,1,1,3,,1,,,1,80,0,2,,,,0,0,80,0,105146025
5,9,162,27,2,1,1,4,,3,,,1,150,0,2,,,,0,0,150,0,105162027
5,9,162,15,5,1,2,6,,,4,,1,30,0,2,,,,0,0,30,0,105162015
5,14,174,53,2,1,1,4,,,4,,1,40,0,2,,,,0,0,40,0,105174053
5,14,173,1,1,2,1,4,,,1,,1,200,0,2,,,,0,0,200,0,105173001
5,7,156,68,1,1,1,4,-8,1,,,1,307,50,2,,,,0,0,307,50,105156068
5,71,148,40,1,1,1,4,,1,,,1,2000,0,2,,,,0,0,2000,0,105148040
5,82,140,22,1,1,1,4,-8,2009,,,1,80,0,2,,,,15,0,65,0,105140022
5,80,146,13,1,1,1,4,,1999,,,1,30,0,2,,,,25,0,5,0,105146013
5,9,162,29,1,1,1,1,,2005,,,1,350,0,2,,,,0,0,350,0,105162029
5,15,176,22,3,1,1,6,,3,,,1,30,0,2,,,,0,0,30,0,105176022
5,15,176,3,5,2,1,6,,2,,,1,50,0,2,,,,0,0,50,0,105176003
