"id1","id2","id3","id4","s10iii_0","s10iii_16","s10iii_17","s10iii_18","s10iii_19","s10iii_20","s10iii_21","s10iii_21i","hhno"
3,40,90,12,7,1,3,1,1,"1,7",2,,103090012
3,40,90,12,4,1,2,1,2,"6,7",2,,103090012
3,40,90,12,9,1,2,1,2,"1,7",2,,103090012
3,40,90,12,2,1,2,1,2,"1,7,8",2,,103090012
3,40,90,12,8,1,2,1,2,"6,7",2,,103090012
3,40,90,12,6,1,3,1,2,"1,7",2,,103090012
3,40,90,27,1,1,4,1,4,"4,8",,,103090027
3,40,90,32,1,1,2,1,2,"1,7,8",2,,103090032
3,40,90,32,2,1,5,1,2,"6,7",2,,103090032
3,40,90,32,3,1,5,1,2,"6,7",2,,103090032
3,40,90,33,2,1,2,1,2,"1,7",2,,103090033
3,40,90,33,6,1,2,1,2,"6",2,,103090033
3,40,90,34,1,1,2,1,2,"1,7",2,,103090034
3,40,90,34,2,1,2,1,2,"1,7",2,,103090034
3,41,87,5,1,1,5,1,5,"1,3",2,,103087005
3,41,87,5,2,1,,1,1,",3",2,,103087005
3,41,87,7,,1,1,1,1,"7,9,12",1,"I.N. NETWORK",103087007
3,41,87,12,1,1,3,1,3,"1,7,9",1,"UNITY GROUP",103087012
3,41,87,12,2,1,3,1,3,"1,7,9",1,"UNITY GROUP",103087012
3,41,87,13,,2,,2,,"13",2,,103087013
3,41,87,13,,2,,2,,"13",2,,103087013
3,41,87,13,,1,3,1,5,"1,3",2,,103087013
3,41,87,13,,2,,2,,"13",2,,103087013
3,41,87,22,,1,4,1,4,"1",1,"TORWOLI",103087022
3,41,87,22,,1,4,1,4,"1",1,"MELENORVISHI",103087022
3,41,87,32,1,1,3,1,3,"2,9",2,,103087032
3,41,87,32,,1,3,1,3,"1,3",2,,103087032
3,41,88,4,3,1,2,1,2,"3,6",2,,103088004
3,41,88,4,2,1,2,1,2,"1,3,7",2,,103088004
3,41,88,4,1,1,2,1,2,"1,3",2,,103088004
3,41,88,8,1,1,4,1,4,"1,3,6",2,,103088008
3,41,88,11,1,1,2,1,2,"1,3",2,,103088011
3,41,88,12,1,1,3,1,3,"1,6",2,,103088012
3,41,88,25,2,1,4,1,4,"3",2,,103088025
3,41,88,25,1,1,4,1,4,"3",2,,103088025
3,43,93,8,2,1,4,1,2,"1,6,7",2,,103093008
3,43,93,8,1,1,4,1,2,"1,6,7",2,,103093008
3,43,93,38,2,1,2,1,2,"1",2,,103093038
3,43,93,38,3,1,2,1,2,"1,6,7",2,,103093038
3,43,93,38,5,1,2,1,2,"6,7",2,,103093038
3,43,93,38,1,1,2,1,2,"1,4",2,,103093038
3,43,93,38,4,1,2,1,2,"6,7",2,,103093038
3,43,93,56,5,1,4,1,4,"6,7",2,,103093056
3,43,93,56,1,1,2,1,2,"1,7",2,,103093056
3,43,93,56,2,1,4,1,4,"1,7",2,,103093056
3,43,94,14,1,1,2,1,2,"1,7",2,,103094014
3,43,94,14,2,1,2,1,2,"1,7",2,,103094014
3,43,94,51,1,1,2,1,2,"1,7",2,,103094051
3,43,94,53,1,1,2,1,2,"1,7,8",2,,103094053
3,43,94,53,2,1,2,1,2,"1,7,8",2,,103094053
3,43,95,34,2,1,2,1,2,"3,6,7",2,,103095034
3,43,95,34,1,1,4,1,4,"1,3,6,7",2,,103095034
3,43,95,35,1,1,2,1,2,"1,7",,,103095035
3,43,95,35,2,1,2,1,2,"1,7",,,103095035
3,43,95,75,1,1,2,1,4,"1,3,7",2,,103095075
3,43,96,39,1,1,4,1,4,"1,3,7",2,,103096039
3,43,96,50,2,1,2,1,2,"1,3,7",2,,103096050
3,43,96,50,1,1,2,1,2,"1,3,7",2,,103096050
3,43,96,51,1,1,4,1,4,"1,3,7",2,,103096051
3,43,96,53,1,1,4,1,2,"1,3",2,,103096053
3,43,96,53,3,1,4,1,2,"6,7",,,103096053
3,43,96,53,2,1,4,1,2,"1,3,7",2,,103096053
3,43,96,58,1,1,4,1,4,"3,10",2,,103096058
3,43,97,12,2,1,2,1,2,"1,7",2,,103097012
3,43,97,12,1,1,2,1,2,"1,7",2,,103097012
3,43,97,14,5,1,2,1,2,"1,6,7",2,,103097014
3,43,97,14,1,1,2,1,2,"1,7",2,,103097014
3,43,97,14,2,1,2,1,2,"1,7",2,,103097014
3,43,97,17,2,1,2,1,2,"1,6,7",2,,103097017
3,43,97,17,1,1,2,1,1,"1,6,7",2,,103097017
3,43,97,19,2,1,2,1,2,"1,7",2,,103097019
3,43,97,19,1,1,1,1,1,"1,7",2,,103097019
3,43,98,52,1,1,1,1,1,"1,7",2,,103098052
3,43,98,52,5,1,2,1,2,"1,6,7",2,,103098052
3,43,98,52,3,1,2,1,2,"2,6,7",2,,103098052
3,43,98,52,4,1,2,1,2,"6,7",2,,103098052
3,43,98,55,2,1,2,1,4,"1,7",2,,103098055
3,43,98,55,1,1,1,1,1,"1,7",2,,103098055
3,43,98,55,3,1,2,1,4,"6",2,,103098055
3,43,98,74,2,1,2,1,2,"1",2,,103098074
3,43,98,74,3,1,2,1,2,"6,7",2,,103098074
3,43,98,74,4,1,2,1,2,"6,7",2,,103098074
3,43,98,74,1,1,2,1,2,"1",2,,103098074
3,43,98,76,1,1,2,1,2,"1,7",2,,103098076
3,44,89,16,6,1,2,1,2,"1,7",2,,103089016
3,44,89,16,1,1,4,1,2,"1,7",2,,103089016
3,44,89,16,3,1,2,1,2,"6,7",2,,103089016
3,44,89,16,2,1,2,1,2,"6,7",2,,103089016
3,44,89,16,4,1,2,1,2,"6,7",2,,103089016
3,44,89,18,2,1,4,1,4,"1,7",2,,103089018
3,44,89,18,1,1,4,1,4,"1,4,7",2,,103089018
3,44,89,60,2,1,4,1,4,"1,7",2,,103089060
3,44,89,60,1,1,4,1,4,"1,4,7",2,,103089060
3,44,89,82,1,1,4,1,4,"1,11",2,,103089082
3,44,89,82,2,1,4,1,3,"1,11",2,,103089082
3,44,89,82,3,1,4,1,4,"6",2,,103089082
3,44,89,99,1,1,3,1,2,"1,6,7",2,,103089099
3,44,89,99,2,1,4,1,2,"1,6,7",2,,103089099
3,44,91,25,3,1,3,1,2,"4,6",2,,103091025
3,44,91,25,2,1,3,1,2,"1,4",2,,103091025
3,44,91,25,1,1,3,1,2,"1,4",2,,103091025
3,44,91,76,1,1,2,1,2,"1,3,4",,,103091076
3,44,91,76,2,1,2,1,2,"1,7",,,103091076
3,44,91,76,3,1,2,1,2,"6,7",,,103091076
3,44,91,84,3,1,2,1,2,"3,6",,,103091084
3,44,91,84,2,1,2,1,2,"3,6",,,103091084
3,44,91,84,1,1,2,1,2,"1,7",,,103091084
3,44,91,108,1,1,4,1,4,"3,9",2,,103091108
3,44,91,113,1,1,5,1,2,"1,7",2,,103091113
3,44,91,114,1,1,2,1,4,"1,4,7",2,,103091114
3,44,91,114,2,1,2,1,4,"1,4,7",2,,103091114
4,3,101,57,1,1,3,1,1,"1,3,7",2,,104101057
4,6,115,23,,,,,,,,,104115023
4,6,115,23,3,1,5,1,5,"13",2,,104115023
4,6,115,23,,,,,,,,,104115023
4,7,119,34,,2,,2,,"3",,,104119034
4,7,171,5,5,1,3,1,3,"3",2,,104171005
4,7,171,5,2,1,3,1,3,"3,7",2,,104171005
4,7,171,7,2,1,3,1,3,"3",2,,104171007
4,7,171,7,3,1,3,1,3,"3",2,,104171007
4,7,171,10,1,1,3,1,3,"3",2,,104171010
4,7,171,11,1,1,4,1,3,"1,3,7",2,,104171011
4,7,171,12,1,2,,1,3,"3",2,,104171012
4,7,171,13,2,1,3,1,3,"1,3",2,,104171013
4,7,171,13,1,1,3,1,3,"1,3,7",2,,104171013
4,7,171,13,4,1,3,1,3,"1,3",2,,104171013
4,7,171,16,1,1,3,1,3,"1,3",2,,104171016
4,7,171,16,2,1,3,1,3,"3,7",2,,104171016
4,7,171,19,1,1,3,1,3,"3",2,,104171019
4,7,171,24,1,1,5,1,3,"3,7",2,,104171024
4,7,171,24,3,1,5,1,3,"3",2,,104171024
4,7,171,32,1,1,3,1,3,"1,3",2,,104171032
4,7,171,33,1,1,3,1,3,"3",2,,104171033
4,7,171,34,2,1,3,1,3,"3",2,,104171034
4,7,171,34,1,1,4,1,3,"1,3",2,,104171034
4,7,171,41,1,1,3,2,3,"3",2,,104171041
4,49,120,25,1,1,3,1,3,"3",2,,104120025
4,49,120,28,1,1,3,1,3,"6",2,,104120028
4,49,121,3,3,1,4,1,4,"3",2,,104121003
4,49,121,3,1,1,4,1,4,"3",2,,104121003
4,49,121,15,1,1,4,1,4,"4",2,,104121015
4,49,121,15,2,1,4,1,4,"3",2,,104121015
4,49,121,16,2,1,4,1,4,"3",2,,104121016
4,49,121,16,4,1,3,1,3,"3",2,,104121016
4,49,121,16,1,1,4,1,4,"1,3",2,,104121016
4,49,121,16,5,1,3,1,3,"3",2,,104121016
4,49,121,16,3,1,3,1,3,"3",2,,104121016
4,49,121,91,2,1,4,1,4,"3",2,,104121091
4,49,121,130,2,1,4,1,4,"3",2,,104121130
4,49,121,130,1,1,4,1,4,"3,4",2,,104121130
4,49,123,29,5,1,4,1,4,"3",2,,104123029
4,49,123,29,1,1,4,1,4,"3",2,,104123029
4,49,123,29,4,1,4,1,4,"3",2,,104123029
4,49,123,29,3,1,4,1,4,"3",2,,104123029
4,49,123,31,1,1,4,1,4,"3,4",2,,104123031
4,49,123,31,3,1,4,1,4,"3",2,,104123031
4,49,123,31,2,1,4,1,4,"2,7",2,,104123031
4,49,123,32,1,1,4,1,4,"2,3,7",2,,104123032
4,49,123,40,1,1,4,1,4,"2,4",2,,104123040
4,49,124,12,1,1,3,1,3,"4,7",2,,104124012
4,49,124,12,6,1,3,1,3,"3,6",2,,104124012
4,49,124,14,1,1,3,1,3,"3",2,,104124014
4,49,124,14,2,1,3,1,3,"3",2,,104124014
4,49,124,23,1,1,4,1,4,"1,2,3,4,7",2,,104124023
4,49,124,25,1,1,3,1,3,"3",2,,104124025
4,49,124,48,1,1,4,1,4,"3",2,,104124048
4,50,126,14,1,1,3,1,3,"3",2,,104126014
4,50,126,17,3,1,3,1,3,"7",2,,104126017
4,50,126,25,1,1,3,1,3,"7",2,,104126025
4,50,126,41,2,1,3,1,3,"7",2,,104126041
4,50,126,41,1,1,3,1,3,"7",2,,104126041
4,50,342,1,3,1,3,1,3,"3",2,,104342001
4,50,342,1,1,1,3,1,3,"11",2,,104342001
4,50,342,2,3,1,3,1,3,"7",2,,104342002
4,50,342,2,2,1,3,1,3,"7",2,,104342002
4,50,342,3,1,1,3,1,3,"3,7",2,,104342003
4,50,342,3,3,1,3,1,3,"3",2,,104342003
4,50,342,4,3,1,3,1,3,"3,10",2,,104342004
4,50,342,26,3,1,3,1,3,"7",2,,104342026
4,50,342,26,2,1,3,1,3,"4,7",2,,104342026
4,51,127,3,1,1,3,1,3,"3",2,,104127003
4,51,127,6,1,1,4,1,4,"10",2,,104127006
4,51,127,7,1,1,3,1,3,"3,10",2,,104127007
4,51,127,8,1,2,,1,3,"3,11",2,,104127008
4,51,127,14,1,1,4,1,3,"10",2,,104127014
4,51,127,15,1,1,4,1,3,"10",2,,104127015
4,51,127,42,1,1,3,1,3,"3",2,,104127042
4,51,133,19,1,1,3,1,3,"3",2,,104133019
4,51,133,21,1,1,3,1,3,"10",2,,104133021
4,51,133,25,1,1,3,1,3,"4",2,,104133025
4,51,133,25,3,1,3,1,3,"10",2,,104133025
4,51,133,28,1,1,3,1,3,"3,4",2,,104133028
4,51,133,43,1,1,4,1,3,"7",2,,104133043
4,54,106,25,1,1,3,1,3,"3",2,,104106025
4,55,122,3,6,2,,2,,,2,,104122003
4,55,122,3,2,1,3,1,3,"1,3,7",2,,104122003
4,55,122,3,3,2,,2,,,2,,104122003
4,55,122,3,5,2,,2,,,2,,104122003
4,55,122,3,9,2,,2,,,2,,104122003
4,55,122,3,4,2,,2,,,2,,104122003
4,55,122,3,1,1,3,1,3,"1,3,7",2,,104122003
4,55,122,4,2,2,,2,,,2,,104122004
4,55,122,4,1,1,,1,,"1",2,,104122004
4,55,122,4,3,2,,2,,,,,104122004
4,55,122,8,1,1,3,1,4,"2,7",1,,104122008
4,55,122,16,2,2,,2,,,2,,104122016
4,55,122,16,1,1,3,2,,"1,2",2,,104122016
4,55,122,18,1,1,3,2,,"1,7",2,,104122018
4,55,122,18,3,2,,2,,,2,,104122018
4,55,122,18,4,2,,2,,,2,,104122018
4,55,122,18,2,2,,2,,,2,,104122018
4,55,122,18,5,2,,2,,,2,,104122018
4,55,122,18,6,2,,,,,2,,104122018
4,58,129,25,1,1,1,1,3,"10",2,,104129025
4,58,129,26,1,1,3,1,3,"10",2,,104129026
4,58,129,31,1,1,1,1,5,"10",2,,104129031
4,58,129,33,1,1,3,1,5,"10",2,,104129033
4,58,130,18,1,1,1,1,3,"1,3",2,,104130018
4,58,130,21,1,2,,1,,"3",2,,104130021
4,58,130,46,1,1,3,1,3,"3",2,,104130046
4,58,131,53,1,1,3,1,3,"17",2,,104131053
4,58,132,13,1,1,3,1,3,"10",2,,104132013
4,58,132,19,1,1,3,1,3,"11",2,,104132019
4,58,132,23,1,1,3,1,3,"10",2,,104132023
4,58,132,39,1,1,3,1,3,"10",2,,104132039
4,59,128,60,1,2,,1,5,"3",2,,104128060
4,59,128,60,4,2,,1,5,"3",2,,104128060
4,60,110,9,1,2,,1,3,"1",,"DEATH SYNDICATE",104110009
4,60,111,8,2,1,3,1,3,"13",1,,104111008
4,60,111,70,1,2,,1,1,"6",1,"KEKELI YOUTH ASSOCIA",104111070
4,62,118,2,1,2,,2,,"8",2,,104118002
5,7,155,1,4,1,4,1,4,"1,7",2,,105155001
5,7,155,1,2,1,4,1,4,"1,3,7",2,,105155001
5,7,155,1,3,1,4,1,4,"1,3,7",2,,105155001
5,7,155,1,1,1,4,1,4,"1,3,7",2,,105155001
5,7,155,2,1,1,4,1,4,"1,3",2,,105155002
5,7,155,2,2,1,4,1,4,"1,3",2,,105155002
5,7,155,2,3,1,4,1,4,"6,7",2,,105155002
5,7,155,12,1,2,,2,,"7,8",1,"NADMO",105155012
5,7,155,15,2,2,,2,,"7",2,,105155015
5,7,155,15,3,2,,2,,"7",2,,105155015
5,7,155,15,4,2,,2,,"7",2,,105155015
5,7,155,15,1,2,,2,,"7",2,,105155015
5,7,155,18,2,1,5,1,3,"10",2,,105155018
5,7,155,18,1,1,5,1,,"7",2,,105155018
5,7,155,20,1,1,5,1,3,"1,3,7",2,,105155020
5,7,155,20,2,1,5,1,1,"7",1,,105155020
5,7,155,21,1,1,5,2,,,2,,105155021
5,7,155,21,2,1,5,1,3,"1,2,7",2,,105155021
5,7,155,23,1,1,5,1,3,"8",2,,105155023
5,7,155,24,1,1,5,1,3,"1,3,7",2,,105155024
5,7,155,27,2,1,4,1,4,"1,7",2,,105155027
5,7,155,27,1,1,4,1,4,"1,7",2,,105155027
5,7,155,29,2,1,4,1,4,"1,3,7",2,,105155029
5,7,155,29,1,1,4,1,4,"1,3,7",2,,105155029
5,7,155,30,1,1,4,1,4,"1,7",2,,105155030
5,7,155,30,2,1,4,1,4,"6,7",2,,105155030
5,7,156,3,1,1,4,1,4,"1,3",2,,105156003
5,7,156,8,4,1,4,1,4,"6,7",2,,105156008
5,7,156,8,3,1,4,1,4,"6,7",2,,105156008
5,7,156,8,2,1,4,1,4,"1,3,7,8",2,,105156008
5,7,156,8,1,1,4,1,4,"1,3,7,8",2,,105156008
5,7,156,10,1,1,4,1,4,"1,3",2,,105156010
5,7,156,11,3,1,4,1,4,"6,7",2,,105156011
5,7,156,11,1,1,4,1,4,"1,3,4,7",2,,105156011
5,7,156,11,2,1,4,1,4,"1,3,7",2,,105156011
5,7,156,13,3,1,5,1,3,"1,7",2,,105156013
5,7,156,13,2,1,4,1,3,"1,2,3,7",2,,105156013
5,7,156,13,1,1,4,1,3,"1,2,3,7",2,,105156013
5,7,156,16,1,1,3,1,4,"1,3,7,8",,,105156016
5,7,156,16,2,1,4,1,4,"1,3,7",,,105156016
5,7,156,21,1,1,3,1,3,"1,2,3,7,10",2,,105156021
5,7,156,21,2,1,3,1,1,"7",2,,105156021
5,7,156,41,2,2,,2,,"3,7",2,,105156041
5,7,156,41,1,2,,2,,"1,4",2,,105156041
5,7,156,48,1,1,4,1,4,"1,3,7",2,,105156048
5,7,156,48,2,1,4,1,4,"1,3,7",2,,105156048
5,7,156,49,2,2,,2,,"3",2,,105156049
5,7,156,49,1,2,,2,,"3",2,,105156049
5,7,156,66,1,2,,2,,"3",2,,105156066
5,7,156,68,4,1,4,1,3,"1,7",2,,105156068
5,7,156,68,1,1,4,1,3,"1,3,7",2,,105156068
5,7,156,68,2,1,5,1,3,"1,3,7",2,,105156068
5,7,156,70,1,1,3,1,3,"2,3,7,8",2,,105156070
5,7,156,70,2,1,3,1,3,"2,3,7,8",2,,105156070
5,8,158,4,1,2,,2,,"1,7",2,,105158004
5,8,158,4,2,2,,2,,"7",2,,105158004
5,8,158,14,3,2,,2,,"7",2,,105158014
5,8,158,14,1,2,,2,,"1,7",2,,105158014
5,8,158,14,4,2,,2,,"7",2,,105158014
5,8,158,15,1,2,,2,,"1,4,7,9",2,,105158015
5,8,158,19,4,2,,2,,"7",2,,105158019
5,8,158,19,3,2,,2,,"7",2,,105158019
5,8,158,19,6,2,,2,,"7",2,,105158019
5,8,158,19,1,2,,2,,"1,3,7",2,,105158019
5,8,158,19,2,2,,2,,"7",2,,105158019
5,8,158,24,2,2,,2,,"1,7",2,,105158024
5,8,158,24,1,1,5,1,5,"1,7",1,"6",105158024
5,8,158,25,2,1,,2,,"1,3",2,,105158025
5,8,158,25,1,1,,2,,"1,3",2,,105158025
5,8,158,26,1,1,3,1,3,"1,3,7,8",2,,105158026
5,8,158,34,1,2,,2,,"1",2,,105158034
5,8,158,35,1,1,2,1,,"1,3,7",2,,105158035
5,8,158,35,2,1,,1,2,"1,7",2,,105158035
5,8,158,37,2,2,,2,,"1,7",2,,105158037
5,8,158,37,1,2,,2,,"1,7",2,,105158037
5,8,158,37,3,2,,2,,"7",2,,105158037
5,8,158,41,1,1,3,1,3,"1,3,7",2,,105158041
5,8,158,45,1,2,,2,,"3",2,,105158045
5,8,158,48,2,2,,2,,"7",2,,105158048
5,8,158,48,1,2,,2,,"7",2,,105158048
5,8,158,48,3,2,,2,,"7",2,,105158048
5,8,158,51,1,2,,2,,"1,7",2,,105158051
5,8,158,51,2,2,,2,,"7",2,,105158051
5,8,160,7,2,2,,2,,"7",2,,105160007
5,8,160,7,1,2,,2,,"7",2,,105160007
5,8,160,7,3,2,,2,,"6,7",2,,105160007
5,8,160,7,4,2,,2,,"6,7",2,,105160007
5,8,160,7,5,2,,2,,"6,7",2,,105160007
5,8,160,8,2,2,,2,,"1,7",2,,105160008
5,8,160,8,1,2,,2,,"1",2,,105160008
5,8,160,11,2,2,,2,,"1,7",2,,105160011
5,8,160,11,1,2,,2,,"1,7",2,,105160011
5,8,160,12,1,2,,2,,"1,7",2,,105160012
5,8,160,12,2,2,,2,,"1,7",2,,105160012
5,8,160,12,6,2,,2,,"6,7",2,,105160012
5,8,160,12,4,2,,2,,"6,7",2,,105160012
5,8,160,12,3,2,,2,,"6,7",2,,105160012
5,8,160,12,5,2,,2,,"6,7",2,,105160012
5,8,160,13,4,2,,1,5,"6,7",2,,105160013
5,8,160,13,1,2,,2,,"1,7",2,,105160013
5,8,160,13,2,2,,2,,"6,7",2,,105160013
5,8,160,13,3,1,3,1,5,"6,7",1,"8",105160013
5,8,160,16,2,1,5,1,5,"1,6",2,,105160016
5,8,160,16,1,1,5,1,5,"1,7",2,,105160016
5,8,160,17,1,1,5,1,5,"1,7",2,,105160017
5,8,160,17,2,1,5,1,5,"1,7",2,,105160017
5,8,160,17,3,2,,2,,"6,7",2,,105160017
5,8,160,18,2,2,,2,,"7",2,,105160018
5,8,160,18,1,2,,2,,"11",2,,105160018
5,8,160,18,4,2,,2,,"6",2,,105160018
5,8,160,18,3,2,,2,,"6",2,,105160018
5,8,160,27,1,2,,2,,"7",2,,105160027
5,8,160,27,2,2,,2,,"6,7",2,,105160027
5,8,160,29,1,1,,2,,"7",2,,105160029
5,8,160,32,1,2,,2,,"1,11",2,,105160032
5,8,160,34,1,1,5,1,5,"7",2,,105160034
5,8,160,34,3,2,,1,5,"7",2,,105160034
5,8,160,39,1,2,,2,,"7",2,,105160039
5,8,160,41,4,2,,2,,"7",2,,105160041
5,8,160,41,3,2,,2,,"7",2,,105160041
5,8,160,41,1,2,,2,,"1,4,7",2,,105160041
5,8,160,48,2,2,,2,,"7",2,,105160048
5,8,160,48,1,2,,2,,"7",2,,105160048
5,9,161,3,1,2,,2,,"3",2,,105161003
5,9,161,4,2,1,2,1,3,"1,3",2,,105161004
5,9,161,6,2,1,2,1,2,"2,3,7",2,,105161006
5,9,161,6,1,1,3,1,1,"2,3",2,,105161006
5,9,161,11,1,2,,2,,"1,3",2,,105161011
5,9,161,13,1,2,,2,,"1,3,7",2,,105161013
5,9,161,15,2,2,,2,,"1,3",2,,105161015
5,9,161,15,1,2,,2,,"1,3",2,,105161015
5,9,161,17,1,1,3,1,3,"1,3",2,,105161017
5,9,161,17,2,1,3,1,3,"1,3",2,,105161017
5,9,161,18,2,1,4,1,2,"1,2,8",2,,105161018
5,9,161,29,1,1,1,1,1,"1,7",2,,105161029
5,9,161,30,1,1,3,1,3,"1,3",2,,105161030
5,9,161,33,1,1,5,1,,"1,4,7",2,,105161033
5,9,161,33,2,1,1,1,1,"1,2,3,7",2,,105161033
5,9,161,35,2,1,4,1,3,"1",2,,105161035
5,9,161,35,1,1,4,1,3,"1,3",2,,105161035
5,9,161,36,1,1,2,1,1,"3,10,16",2,,105161036
5,9,161,38,1,1,4,1,4,"1,3",2,,105161038
5,9,162,1,2,1,5,1,3,"3,7,8",2,,105162001
5,9,162,1,1,1,3,1,3,"1,2,3,10",2,,105162001
5,9,162,5,1,1,5,1,3,"1,3",2,,105162005
5,9,162,5,3,1,3,1,1,"1,7",2,,105162005
5,9,162,5,2,1,5,1,3,"1,3,7",2,,105162005
5,9,162,8,1,1,2,1,2,"1,2,3,7,10",2,,105162008
5,9,162,8,2,1,2,1,2,"1,2,3,7,10",2,,105162008
5,9,162,9,2,1,3,1,3,"1,3,10",2,,105162009
5,9,162,9,1,1,2,1,2,"1,2,3,7,10",2,,105162009
5,9,162,15,1,2,,2,,"3",2,,105162015
5,9,162,15,2,2,,2,,"3",2,,105162015
5,9,162,17,1,2,,2,,"3,7",2,,105162017
5,9,162,19,2,2,,2,,"1,3",2,,105162019
5,9,162,19,4,2,,2,,"3",2,,105162019
5,9,162,19,1,2,,2,,"1,3",2,,105162019
5,9,162,20,2,2,,2,,"3",1,"NNSUNENDI AMBOA YEHF",105162020
5,9,162,20,1,2,,2,,"3",2,,105162020
5,9,162,24,1,2,,2,,"3,7",2,,105162024
5,9,162,27,1,1,4,1,4,"1,3",2,,105162027
5,9,162,27,2,1,4,1,4,"1,3",2,,105162027
5,9,162,28,2,1,3,1,3,"1,3",2,,105162028
5,9,162,28,1,1,3,1,3,"1,3",2,,105162028
5,9,162,28,3,1,3,1,3,"7",2,,105162028
5,9,162,29,2,1,4,1,4,"1,3",2,,105162029
5,9,162,29,5,1,4,1,4,"1,3",2,,105162029
5,9,162,29,3,1,4,1,4,"7",2,,105162029
5,9,162,29,1,1,4,1,4,"1,3",2,,105162029
5,9,162,31,2,1,3,1,3,"1,3",2,,105162031
5,9,162,31,1,1,3,1,3,"1,3",2,,105162031
5,9,162,32,1,1,4,1,4,"1,3",2,,105162032
5,9,162,35,1,1,3,1,2,"3",2,,105162035
5,9,162,35,2,1,2,1,3,"3",2,,105162035
5,9,163,3,1,1,3,1,3,"1,7,8",2,,105163003
5,9,163,9,2,1,2,1,2,"3",2,,105163009
5,9,163,9,1,1,3,1,2,"3,7,8",,,105163009
5,9,163,11,1,1,3,1,3,"1,2,7",1,,105163011
5,9,163,16,2,1,2,1,2,"1,7,8",2,,105163016
5,9,163,24,1,1,2,1,2,"2",2,,105163024
5,9,163,26,3,1,2,1,4,"1,6,7",2,,105163026
5,9,163,26,1,1,2,1,4,"1,7",2,,105163026
5,9,163,34,1,1,3,1,3,"1",2,,105163034
5,9,163,37,1,1,2,1,3,"1,7",2,,105163037
5,9,163,47,1,1,2,1,3,"1,3,4",2,,105163047
5,9,163,47,2,1,2,1,3,"1,3,7",2,,105163047
5,9,163,65,2,2,,2,,"7",2,,105163065
5,9,163,65,3,2,,2,,"7",2,,105163065
5,9,163,65,1,2,,2,,"7",2,,105163065
5,9,163,69,2,2,,2,,"1,7",2,,105163069
5,9,163,78,1,2,,2,,"7",2,,105163078
5,9,163,79,2,1,2,1,3,"1,3,7",2,,105163079
5,9,163,79,1,1,2,1,3,"1,3,7",2,,105163079
5,10,164,6,1,1,3,1,4,"1,3,7",2,,105164006
5,10,164,6,2,1,3,1,4,"1,3,7",2,,105164006
5,10,164,6,3,1,4,1,4,"6,7",2,,105164006
5,10,164,8,1,1,1,1,5,"1,3",2,,105164008
5,10,164,9,1,2,,2,,"3,10",2,,105164009
5,10,164,19,1,2,,2,,"3,10",1,"15",105164019
5,10,164,20,1,1,4,1,4,"1,3",2,,105164020
5,10,164,21,4,1,2,1,3,"1,3",2,,105164021
5,10,164,21,1,1,4,1,4,"1,2,4",2,,105164021
5,10,164,21,2,1,1,1,3,"1,3,4",2,,105164021
5,10,164,25,1,1,1,1,2,"1",2,,105164025
5,10,164,29,2,1,4,1,4,"1,3",2,,105164029
5,10,164,29,1,1,4,1,4,"1,3",2,,105164029
5,10,164,30,2,2,,2,,"3",2,,105164030
5,10,164,30,1,2,,2,,"3,10",2,,105164030
5,10,164,31,1,1,2,1,3,"1,3",2,,105164031
5,10,164,31,2,1,2,1,2,"1,2",2,,105164031
5,10,164,33,3,1,1,1,1,"1,7",2,,105164033
5,10,164,33,1,1,2,1,3,"1,2,3,4",2,,105164033
5,10,164,33,2,1,2,1,3,"1,3,7",2,,105164033
5,10,164,35,2,1,2,1,2,"1,2,3,6,7",2,,105164035
5,10,164,35,1,1,2,1,2,"1,3,4,7",2,,105164035
5,10,164,36,1,2,,2,,"3",2,,105164036
5,10,164,38,2,1,4,1,4,"1,3,11",2,,105164038
5,10,164,38,3,1,4,1,4,"1,3,11",2,,105164038
5,10,164,38,1,1,4,1,4,"1,3,11",2,,105164038
5,10,165,10,1,2,,2,,"3",2,,105165010
5,10,165,20,1,2,,2,,"3",2,,105165020
5,10,165,23,1,1,4,1,4,"1,3,6,7",2,,105165023
5,10,165,23,2,1,4,1,4,"6,7",2,,105165023
5,10,165,27,1,1,2,1,2,"1,3",2,,105165027
5,10,165,31,2,1,3,1,2,"7",2,,105165031
5,10,165,31,1,1,3,1,2,"1",2,,105165031
5,10,165,35,1,1,4,1,4,"1,4",2,,105165035
5,10,165,38,1,1,3,1,3,"1,3,7",2,,105165038
5,10,165,42,1,1,4,1,4,"1,3,7,10",2,,105165042
5,10,165,47,1,1,3,1,3,"1,3,8",2,,105165047
5,10,165,53,1,1,1,1,1,"1,3",2,,105165053
5,10,165,53,2,2,1,1,1,"1,3,7,8",2,,105165053
5,10,165,57,1,1,2,1,3,"1,3",2,,105165057
5,10,165,58,3,1,2,1,2,"1,3,6,7",2,,105165058
5,10,165,58,1,1,4,1,3,"1,3,7",2,,105165058
5,10,165,58,2,1,3,1,3,"1,3,7",2,,105165058
5,11,166,1,2,1,5,1,3,"2,3,7",2,,105166001
5,11,166,1,1,1,3,1,3,"2,3,7,10",2,,105166001
5,11,166,8,1,1,4,1,3,"1,3",2,,105166008
5,11,166,8,2,1,4,1,4,"1,2,3,7,10",2,,105166008
5,11,166,12,1,1,3,1,3,"3,7",2,,105166012
