"id1","id2","id3","id4","s1eii_30i","s1eii_30ii","hhno"
3,40,90,20,2,,103090020
3,40,90,24,2,,103090024
3,40,90,27,2,,103090027
3,41,87,6,2,,103087006
3,41,87,7,2,,103087007
3,41,87,12,2,,103087012
3,41,87,34,1,1,103087034
3,41,88,1,2,,103088001
3,41,88,12,2,,103088012
3,41,88,14,2,,103088014
3,43,93,2,2,,103093002
3,43,93,7,2,,103093007
3,43,93,21,2,,103093021
3,43,93,31,2,,103093031
3,43,93,52,2,,103093052
3,43,93,55,2,,103093055
3,43,94,1,2,,103094001
3,43,94,2,2,,103094002
3,43,94,46,2,,103094046
3,43,94,49,2,,103094049
3,43,94,63,2,,103094063
3,43,95,4,2,,103095004
3,43,95,10,2,,103095010
3,43,95,12,2,,103095012
3,43,95,13,2,,103095013
3,43,95,51,2,,103095051
3,43,95,59,2,,103095059
3,43,95,61,2,,103095061
3,43,95,74,2,,103095074
3,43,95,78,2,,103095078
3,43,96,81,2,,103096081
3,43,97,1,2,,103097001
3,43,97,4,2,,103097004
3,43,97,15,2,,103097015
3,43,97,19,2,,103097019
3,43,97,20,2,,103097020
3,43,97,22,2,,103097022
3,43,97,29,2,,103097029
3,43,97,30,2,,103097030
3,43,98,14,2,,103098014
3,43,98,15,2,,103098015
3,43,98,17,2,,103098017
3,43,98,29,2,,103098029
3,43,98,31,2,,103098031
3,43,98,52,2,,103098052
3,43,98,55,2,,103098055
3,43,98,60,2,,103098060
3,43,98,68,2,,103098068
3,43,98,74,2,,103098074
3,43,98,76,2,,103098076
3,44,89,5,2,,103089005
3,44,89,29,2,,103089029
3,44,89,31,2,,103089031
3,44,89,44,2,,103089044
3,44,89,48,2,,103089048
3,44,89,82,2,,103089082
3,44,91,9,2,,103091009
3,44,91,25,2,,103091025
3,44,91,76,2,,103091076
3,44,91,108,2,,103091108
3,44,91,131,2,,103091131
4,3,101,20,2,,104101020
4,3,101,32,2,,104101032
4,3,101,57,1,1,104101057
4,3,101,65,2,,104101065
4,3,101,86,2,,104101086
4,3,101,93,2,,104101093
4,3,101,107,2,,104101107
4,3,102,2,2,,104102002
4,3,102,3,2,,104102003
4,3,102,13,2,,104102013
4,3,102,19,1,1,104102019
4,3,103,1,2,,104103001
4,3,103,15,2,,104103015
4,3,103,20,2,,104103020
4,3,103,50,2,,104103050
4,3,103,125,2,,104103125
4,6,114,4,1,1,104114004
4,6,115,7,2,,104115007
4,6,115,20,2,,104115020
4,6,115,23,2,,104115023
4,6,115,31,2,,104115031
4,6,115,38,2,,104115038
4,7,117,5,2,,104117005
4,7,117,11,2,,104117011
4,7,117,12,2,,104117012
4,7,117,16,2,,104117016
4,7,117,19,2,,104117019
4,7,117,20,2,,104117020
4,7,117,24,2,,104117024
4,7,117,32,2,,104117032
4,7,117,34,2,,104117034
4,7,119,5,2,,104119005
4,7,119,13,2,,104119013
4,7,119,22,2,,104119022
4,7,119,24,2,,104119024
4,7,119,27,2,,104119027
4,7,119,39,2,,104119039
4,46,107,40,2,,104107040
4,46,107,66,2,,104107066
4,46,108,15,2,,104108015
4,46,109,25,2,,104109025
4,46,109,51,2,,104109051
4,49,120,16,2,,104120016
4,49,120,25,2,,104120025
4,49,120,28,2,,104120028
4,49,120,33,2,,104120033
4,49,120,34,2,,104120034
4,49,121,3,2,,104121003
4,49,121,15,2,,104121015
4,49,121,16,2,,104121016
4,49,121,26,2,,104121026
4,49,121,35,2,,104121035
4,49,121,48,2,,104121048
4,49,121,49,2,,104121049
4,49,121,91,2,,104121091
4,49,121,102,2,,104121102
4,49,121,130,2,,104121130
4,49,123,3,2,,104123003
4,49,123,35,2,,104123035
4,49,124,5,2,,104124005
4,49,124,12,2,,104124012
4,49,124,33,2,,104124033
4,50,126,17,2,,104126017
4,50,126,20,2,,104126020
4,50,126,22,2,,104126022
4,50,126,41,2,,104126041
4,50,342,14,2,,104342014
4,50,342,22,2,,104342022
4,50,342,26,2,,104342026
4,51,127,14,2,,104127014
4,51,127,28,2,,104127028
4,51,127,41,2,,104127041
4,51,133,38,2,,104133038
4,53,105,12,2,,104105012
4,53,105,22,2,,104105022
4,54,104,7,2,,104104007
4,54,104,13,2,,104104013
4,54,104,14,2,,104104014
4,54,104,20,2,,104104020
4,54,104,35,2,,104104035
4,54,104,47,2,,104104047
4,54,106,30,2,,104106030
4,54,106,33,2,,104106033
4,54,106,36,2,,104106036
4,54,106,44,2,,104106044
4,54,106,54,2,,104106054
4,55,122,2,2,,104122002
4,55,122,7,2,,104122007
4,55,122,9,2,,104122009
4,55,122,16,2,,104122016
4,55,122,18,2,,104122018
4,58,129,14,2,,104129014
4,58,129,22,2,,104129022
4,58,130,9,2,,104130009
4,58,130,20,2,,104130020
4,59,128,12,2,,104128012
4,59,128,15,2,,104128015
4,59,128,21,2,,104128021
4,59,128,60,2,,104128060
4,59,128,83,2,,104128083
4,60,110,9,2,,104110009
4,60,110,21,2,,104110021
4,60,112,11,2,,104112011
4,60,112,48,2,,104112048
4,60,112,59,2,,104112059
4,60,113,40,2,,104113040
4,62,118,11,2,,104118011
4,62,118,29,2,,104118029
5,5,147,14,2,,105147014
5,5,147,18,2,,105147018
5,5,147,62,2,,105147062
5,7,155,11,2,,105155011
5,7,155,20,2,,105155020
5,7,155,23,2,,105155023
5,7,156,3,2,,105156003
5,7,156,8,2,,105156008
5,7,156,10,2,,105156010
5,8,157,36,2,,105157036
5,8,157,53,2,,105157053
5,8,157,65,2,,105157065
5,8,157,70,2,,105157070
5,8,157,78,2,,105157078
5,8,157,86,2,,105157086
5,8,158,4,2,,105158004
5,8,158,14,2,,105158014
5,8,158,15,2,,105158015
5,8,158,19,1,1,105158019
5,8,158,41,2,,105158041
5,8,158,45,2,,105158045
5,8,159,3,2,,105159003
5,8,159,5,2,,105159005
5,8,159,10,2,,105159010
5,8,159,25,2,,105159025
5,8,160,7,2,,105160007
5,8,160,11,2,,105160011
5,8,160,12,2,,105160012
5,8,160,13,2,,105160013
5,8,160,17,2,,105160017
5,8,160,18,2,,105160018
5,8,160,27,2,,105160027
5,8,160,32,2,,105160032
5,8,160,34,2,,105160034
5,8,160,48,2,,105160048
5,9,161,4,2,,105161004
5,9,161,17,2,,105161017
5,9,161,38,2,,105161038
5,9,162,32,2,,105162032
5,9,163,3,2,,105163003
5,9,163,9,2,,105163009
5,9,163,11,2,,105163011
5,9,163,24,2,,105163024
5,9,163,65,2,,105163065
5,9,163,69,2,,105163069
5,9,163,78,2,,105163078
5,10,164,8,2,,105164008
5,10,164,35,2,,105164035
5,10,165,42,2,,105165042
5,10,165,53,2,,105165053
5,11,166,1,2,,105166001
5,11,166,12,2,,105166012
5,11,166,27,2,,105166027
5,11,166,57,2,,105166057
5,11,166,60,2,,105166060
5,12,168,46,2,,105168046
5,12,168,54,2,,105168054
5,12,168,82,2,,105168082
5,12,169,3,2,,105169003
5,12,169,38,2,,105169038
5,12,170,11,2,,105170011
5,12,170,19,2,,105170019
5,12,170,27,1,1,105170027
5,12,170,36,2,,105170036
5,12,170,37,2,,105170037
5,13,171,8,2,,105171008
5,13,171,17,2,,105171017
5,14,173,11,2,,105173011
5,14,174,54,2,,105174054
5,15,175,31,2,,105175031
5,15,175,38,2,,105175038
5,15,175,41,2,,105175041
5,15,175,107,2,,105175107
5,15,176,3,2,,105176003
5,15,176,6,2,,105176006
5,15,176,30,2,,105176030
5,15,176,47,2,,105176047
5,15,176,90,2,,105176090
5,66,172,9,2,,105172009
5,66,172,34,2,,105172034
5,67,150,16,2,,105150016
5,67,151,12,2,,105151012
5,67,152,29,2,,105152029
5,67,153,37,2,,105153037
5,67,153,50,2,,105153050
5,67,153,52,2,,105153052
5,67,154,21,2,,105154021
5,67,154,22,2,,105154022
5,67,154,32,2,,105154032
5,67,154,46,2,,105154046
5,67,154,51,2,,105154051
5,68,137,4,2,,105137004
5,68,137,8,2,,105137008
5,68,137,17,2,,105137017
5,68,137,29,2,,105137029
5,68,137,30,2,,105137030
5,69,135,33,2,,105135033
5,69,135,53,2,,105135053
5,69,135,69,2,,105135069
5,69,135,86,2,,105135086
5,70,136,6,2,,105136006
5,70,136,10,2,,105136010
5,70,136,22,2,,105136022
5,70,136,30,2,,105136030
5,70,136,34,2,,105136034
5,70,138,19,2,,105138019
5,70,138,28,2,,105138028
5,70,138,30,2,,105138030
5,71,148,77,2,,105148077
5,73,142,2,2,,105142002
5,73,142,13,2,,105142013
5,73,142,20,2,,105142020
5,73,142,24,2,,105142024
5,73,142,38,2,,105142038
5,80,143,8,2,,105143008
5,80,143,14,2,,105143014
5,80,143,20,2,,105143020
5,80,143,27,2,,105143027
5,80,143,30,2,,105143030
5,80,143,32,2,,105143032
5,80,143,35,2,,105143035
5,80,144,19,2,,105144019
5,80,144,32,2,,105144032
5,80,144,34,2,,105144034
5,80,144,41,2,,105144041
5,80,144,52,2,,105144052
5,80,144,65,2,,105144065
5,80,144,68,2,,105144068
5,80,145,13,2,,105145013
5,80,145,30,2,,105145030
5,80,145,82,2,,105145082
5,80,146,53,2,,105146053
5,82,139,1,2,,105139001
5,82,139,8,2,,105139008
5,82,139,67,2,,105139067
5,82,139,88,2,,105139088
6,109,296,5,2,,108296005
6,109,296,49,2,,108296049
6,1,178,55,2,,106178055
6,1,178,58,2,,106178058
6,1,178,69,1,1,106178069
6,1,178,106,2,,106178106
6,1,178,173,2,,106178173
6,1,181,31,1,1,106181031
6,1,183,7,2,,106183007
6,1,183,28,2,,106183028
6,1,217,26,2,,106217026
6,1,217,45,2,,106217045
6,1,217,63,2,,106217063
6,1,217,97,2,,106217097
6,1,217,109,2,,106217109
6,10,202,12,2,,106202012
6,10,202,40,2,,106202040
6,10,202,63,2,,106202063
6,10,202,64,2,,106202064
6,10,202,69,2,,106202069
6,10,203,57,2,,106203057
6,10,203,70,2,,106203070
6,10,204,3,1,1,106204003
6,10,204,4,2,,106204004
6,10,211,2,2,,106211002
6,10,211,14,2,,106211014
6,10,211,15,2,,106211015
6,10,211,19,2,,106211019
6,10,211,21,2,,106211021
6,10,211,23,2,,106211023
6,10,211,27,2,,106211027
6,10,211,37,2,,106211037
6,10,211,38,2,,106211038
6,10,211,42,2,,106211042
6,10,211,47,2,,106211047
6,10,211,77,2,,106211077
6,10,211,80,2,,106211080
6,10,213,8,2,,106213008
6,10,213,23,2,,106213023
6,10,213,27,2,,106213027
6,10,213,34,2,,106213034
6,10,213,51,2,,106213051
6,10,213,66,2,,106213066
6,10,213,68,2,,106213068
6,10,215,5,2,,106215005
6,10,215,44,2,,106215044
6,10,215,53,2,,106215053
6,10,215,67,2,,106215067
6,10,215,89,2,,106215089
6,10,216,66,2,,106216066
6,10,216,83,2,,106216083
6,10,218,3,2,,106218003
6,10,218,19,2,,106218019
6,10,218,26,2,,106218026
6,10,218,35,2,,106218035
6,10,218,39,2,,106218039
6,10,218,52,2,,106218052
6,10,218,53,2,,106218053
6,10,218,54,2,,106218054
6,10,219,49,2,,106219049
6,10,219,73,2,,106219073
6,10,219,82,2,,106219082
6,10,219,94,2,,106219094
6,11,223,6,2,,106223006
6,11,223,21,2,,106223021
6,11,223,61,2,,106223061
6,11,223,68,2,,106223068
6,11,223,69,2,,106223069
6,11,223,101,2,,106223101
6,12,225,1,2,,106225001
6,12,225,14,2,,106225014
6,12,225,17,2,,106225017
6,12,225,21,2,,106225021
6,12,225,33,2,,106225033
6,12,225,34,2,,106225034
6,16,234,36,2,,106234036
6,16,234,51,2,,106234051
6,16,235,53,2,,106235053
6,16,235,55,2,,106235055
6,16,235,159,2,,106235159
6,16,236,18,2,,106236018
6,16,236,29,2,,106236029
6,16,236,64,2,,106236064
6,84,193,5,2,,106193005
6,84,193,60,2,,106193060
6,84,193,93,2,,106193093
6,84,193,100,2,,106193100
6,84,193,120,1,1,106193120
6,84,193,122,2,,106193122
6,86,220,33,2,,106220033
6,86,220,42,2,,106220042
6,86,220,62,2,,106220062
6,86,224,4,2,,106224004
6,86,224,41,2,,106224041
6,86,224,43,2,,106224043
6,86,224,46,2,,106224046
6,88,238,16,2,,106238016
6,88,238,29,2,,106238029
6,88,238,82,2,,106238082
6,89,187,55,2,,106187055
6,89,188,4,2,,106188004
6,89,188,53,2,,106188053
6,89,192,17,2,,106192017
6,91,185,28,1,1,106185028
6,91,185,54,2,,106185054
6,91,185,56,2,,106185056
6,91,185,58,2,,106185058
6,92,195,26,2,,106195026
6,92,195,35,2,,106195035
6,92,195,60,2,,106195060
6,92,195,63,2,,106195063
6,92,195,123,2,,106195123
6,92,195,129,2,,106195129
6,92,195,134,2,,106195134
6,92,196,2,2,,106196002
6,92,196,13,2,,106196013
6,92,196,14,2,,106196014
6,92,196,18,2,,106196018
6,93,194,1,2,,106194001
6,93,194,7,2,,106194007
6,93,194,21,2,,106194021
6,93,194,60,2,,106194060
6,94,179,29,2,,106179029
6,94,179,119,2,,106179119
6,94,179,127,1,1,106179127
6,94,179,155,2,,106179155
6,94,180,4,1,1,106180004
6,94,180,11,2,,106180011
6,94,180,16,1,1,106180016
6,94,180,22,2,,106180022
6,95,184,14,2,,106184014
6,95,184,79,2,,106184079
6,95,184,94,2,,106184094
6,95,184,98,2,,106184098
6,96,199,15,2,,106199015
6,96,199,30,2,,106199030
6,97,189,23,2,,106189023
6,97,189,46,2,,106189046
6,97,189,63,2,,106189063
6,97,189,73,2,,106189073
6,97,189,80,2,,106189080
6,97,189,82,1,1,106189082
6,97,189,91,2,,106189091
6,98,190,1,2,,106190001
6,98,190,64,2,,106190064
6,99,200,60,2,,106200060
6,99,200,76,2,,106200076
6,99,206,2,2,,106206002
6,99,206,26,2,,106206026
6,99,206,44,2,,106206044
6,99,231,43,2,,106231043
6,99,231,55,2,,106231055
6,100,198,71,2,,106198071
6,100,198,139,2,,106198139
6,100,198,141,2,,106198141
6,100,198,143,2,,106198143
6,102,201,2,2,,106201002
6,102,201,3,2,,106201003
6,102,201,5,2,,106201005
6,102,201,6,2,,106201006
6,102,201,8,2,,106201008
6,102,201,23,2,,106201023
6,102,201,25,2,,106201025
6,102,201,26,2,,106201026
6,102,201,27,2,,106201027
6,102,201,33,2,,106201033
6,102,205,19,2,,106205019
6,102,205,23,2,,106205023
6,102,205,27,2,,106205027
6,102,205,30,2,,106205030
6,102,205,36,2,,106205036
6,102,207,7,2,,106207007
6,102,207,20,2,,106207020
6,102,207,31,2,,106207031
6,102,207,39,2,,106207039
6,102,207,42,2,,106207042
6,102,207,46,2,,106207046
6,102,207,53,2,,106207053
6,102,208,30,2,,106208030
6,102,208,37,2,,106208037
6,102,208,41,2,,106208041
6,102,208,47,2,,106208047
6,102,208,48,2,,106208048
6,102,208,54,2,,106208054
6,102,208,80,2,,106208080
6,102,209,14,2,,106209014
6,102,209,23,2,,106209023
6,102,209,25,2,,106209025
6,102,209,54,2,,106209054
6,102,209,64,2,,106209064
6,102,210,16,2,,106210016
6,102,210,17,2,,106210017
6,102,210,103,2,,106210103
6,102,212,19,2,,106212019
