"id1","id2","id3","id4","s1eii_30i","s1eii_30ii","hhno"
6,102,212,22,2,,106212022
6,102,212,34,2,,106212034
6,102,212,35,2,,106212035
6,102,212,36,2,,106212036
6,102,212,38,2,,106212038
6,102,212,39,2,,106212039
6,102,214,1,2,,106214001
6,102,214,2,2,,106214002
6,102,214,14,2,,106214014
6,102,214,15,2,,106214015
6,102,214,16,2,,106214016
6,102,214,22,2,,106214022
6,102,214,25,2,,106214025
6,102,214,30,2,,106214030
6,102,214,33,2,,106214033
6,103,221,15,2,,106221015
6,103,221,40,2,,106221040
6,103,221,50,2,,106221050
6,103,221,54,2,,106221054
6,103,221,56,2,,106221056
6,103,222,26,2,,106222026
6,103,222,31,2,,106222031
6,103,222,41,2,,106222041
6,106,237,3,2,,106237003
6,106,237,16,2,,106237016
6,106,237,21,2,,106237021
6,106,237,24,2,,106237024
6,106,237,25,2,,106237025
6,106,237,27,2,,106237027
6,106,237,44,2,,106237044
6,106,237,77,2,,106237077
6,109,228,19,2,,106228019
6,109,232,41,2,,106232041
6,109,232,76,2,,106232076
6,109,233,40,2,,106233040
6,109,233,52,2,,106233052
6,109,233,98,2,,106233098
6,110,227,20,2,,106227020
6,110,227,44,2,,106227044
6,110,227,72,2,,106227072
6,110,227,81,2,,106227081
6,110,227,116,2,,106227116
6,111,226,11,2,,106226011
6,111,226,26,2,,106226026
6,111,226,44,2,,106226044
6,111,226,102,2,,106226102
7,8,258,10,2,,107258010
7,8,258,16,2,,107258016
7,8,258,31,2,,107258031
7,8,258,68,2,,107258068
7,8,260,8,2,,107260008
7,8,260,25,2,,107260025
7,8,260,31,2,,107260031
7,8,261,56,2,,107261056
7,8,261,85,2,,107261085
7,112,239,5,2,,107239005
7,112,239,12,2,,107239012
7,112,239,17,2,,107239017
7,112,239,25,2,,107239025
7,112,239,32,2,,107239032
7,112,240,14,2,,107240014
7,112,240,20,2,,107240020
7,112,240,27,2,,107240027
7,112,240,31,2,,107240031
7,112,241,11,2,,107241011
7,112,241,13,2,,107241013
7,112,241,20,2,,107241020
7,112,241,25,2,,107241025
7,112,241,26,2,,107241026
7,112,241,27,2,,107241027
7,112,241,34,2,,107241034
7,112,241,35,1,1,107241035
7,112,241,36,2,,107241036
7,112,241,52,2,,107241052
7,112,241,58,2,,107241058
7,112,242,3,2,,107242003
7,112,242,19,2,,107242019
7,112,242,40,2,,107242040
7,112,242,49,2,,107242049
7,112,242,53,2,,107242053
7,112,242,55,2,,107242055
7,112,242,66,2,,107242066
7,112,242,69,2,,107242069
7,112,242,71,2,,107242071
7,112,243,12,2,,107243012
7,112,243,21,2,,107243021
7,112,243,46,2,,107243046
7,112,243,64,2,,107243064
7,112,243,71,2,,107243071
7,112,244,7,2,,107244007
7,112,244,10,2,,107244010
7,112,244,30,2,,107244030
7,112,244,36,2,,107244036
7,112,244,38,2,,107244038
7,112,244,45,2,,107244045
7,112,244,59,2,,107244059
7,112,244,75,2,,107244075
7,112,244,93,2,,107244093
7,112,246,17,2,,107246017
7,113,245,1,2,,107245001
7,113,245,3,2,,107245003
7,113,245,10,2,,107245010
7,113,245,20,2,,107245020
7,113,245,25,1,1,107245025
7,113,245,27,2,,107245027
7,113,245,30,2,,107245030
7,113,245,32,2,,107245032
7,114,247,13,2,,107247013
7,114,247,20,2,,107247020
7,114,247,30,2,,107247030
7,114,247,40,2,,107247040
7,114,247,47,2,,107247047
7,114,247,48,2,,107247048
7,114,247,52,2,,107247052
7,114,248,2,2,,107248002
7,114,248,9,2,,107248009
7,114,248,32,2,,107248032
7,114,248,52,2,,107248052
7,114,248,65,2,,107248065
7,115,268,2,2,,107268002
7,115,268,37,2,,107268037
7,115,268,59,2,,107268059
7,115,268,69,2,,107268069
7,115,268,76,2,,107268076
7,117,253,2,2,,107253002
7,117,253,19,2,,107253019
7,119,256,40,2,,107256040
7,120,254,16,2,,107254016
7,120,254,37,2,,107254037
7,120,255,11,2,,107255011
7,120,255,31,2,,107255031
7,120,255,66,2,,107255066
7,120,255,78,2,,107255078
7,120,257,1,2,,107257001
7,120,257,23,2,,107257023
7,120,257,29,2,,107257029
7,120,257,39,2,,107257039
7,122,266,7,2,,107266007
7,122,266,30,2,,107266030
7,122,267,25,2,,107267025
7,124,263,41,2,,107263041
7,124,264,23,2,,107264023
7,125,269,20,2,,107269020
7,125,270,1,2,,107270001
7,125,270,9,2,,107270009
7,125,270,18,2,,107270018
7,125,270,19,2,,107270019
7,125,270,25,2,,107270025
7,125,270,27,2,,107270027
7,125,270,28,2,,107270028
7,125,270,30,2,,107270030
7,125,270,34,2,,107270034
7,125,270,35,2,,107270035
7,125,270,37,2,,107270037
7,126,271,3,2,,107271003
7,126,271,6,2,,107271006
7,126,271,23,2,,107271023
7,126,271,24,2,,107271024
7,126,271,30,2,,107271030
7,126,271,32,2,,107271032
7,126,272,1,2,,107272001
7,126,272,5,2,,107272005
7,127,250,8,2,,107250008
7,127,250,12,2,,107250012
7,127,250,24,2,,107250024
7,127,250,44,2,,107250044
7,127,251,58,2,,107251058
7,127,251,91,2,,107251091
7,127,251,92,2,,107251092
7,128,252,26,2,,107252026
7,130,249,11,2,,107249011
7,130,249,25,2,,107249025
7,132,262,22,2,,107262022
7,133,259,13,2,,107259013
7,133,259,15,2,,107259015
7,133,259,29,2,,107259029
8,9,297,4,2,,108297004
8,9,297,22,2,,108297022
8,10,299,15,2,,108299015
8,10,299,20,2,,108299020
8,10,299,40,2,,108299040
8,10,299,52,2,,108299052
8,10,299,60,2,,108299060
8,10,299,92,2,,108299092
8,10,299,94,2,,108299094
8,10,299,134,1,1,108299134
8,10,303,9,2,,108303009
8,10,303,14,2,,108303014
8,10,304,4,2,,108304004
8,10,304,10,2,,108304010
8,10,304,19,2,,108304019
8,10,304,44,2,,108304044
8,10,305,3,2,,108305003
8,10,305,5,2,,108305005
8,10,305,26,2,,108305026
8,10,305,30,2,,108305030
8,10,305,35,2,,108305035
8,10,305,36,2,,108305036
8,10,305,42,2,,108305042
8,10,305,47,2,,108305047
8,10,305,54,2,,108305054
8,10,305,59,2,,108305059
8,135,310,4,2,,108310004
8,135,310,14,2,,108310014
8,135,310,19,2,,108310019
8,135,311,7,2,,108311007
8,135,311,16,2,,108311016
8,135,311,29,2,,108311029
8,135,311,31,2,,108311031
8,135,311,35,2,,108311035
8,135,311,36,2,,108311036
8,138,278,4,2,,108278004
8,138,278,23,1,1,108278023
8,140,291,12,2,,108291012
8,140,291,17,2,,108291017
8,142,279,17,2,,108279017
8,142,279,18,2,,108279018
8,142,279,19,2,,108279019
8,142,279,32,2,,108279032
8,142,279,101,2,,108279101
8,142,279,102,2,,108279102
8,142,279,103,2,,108279103
8,147,273,38,1,1,108273038
8,148,300,1,2,,108300001
8,148,300,36,2,,108300036
8,148,300,37,2,,108300037
8,148,302,2,2,,108302002
8,148,302,14,2,,108302014
8,148,302,22,2,,108302022
8,148,302,34,2,,108302034
8,148,302,38,2,,108302038
8,148,302,40,2,,108302040
8,150,274,25,2,,108274025
8,150,274,34,2,,108274034
8,150,274,56,2,,108274056
8,151,308,5,2,,108308005
8,152,288,13,2,,108288013
8,153,284,4,2,,108284004
8,153,284,28,2,,108284028
9,154,328,1,2,,109328001
9,156,317,1,2,,109317001
9,156,317,81,2,,109317081
9,156,320,27,2,,109320027
9,156,320,28,2,,109320028
9,156,322,9,2,,109322009
9,156,322,13,2,,109322013
9,156,322,18,2,,109322018
9,156,322,22,2,,109322022
9,156,322,25,2,,109322025
9,156,322,45,2,,109322045
9,156,322,46,2,,109322046
9,156,322,49,2,,109322049
9,156,322,51,2,,109322051
9,156,322,53,2,,109322053
9,156,322,63,2,,109322063
9,156,322,67,2,,109322067
9,156,322,69,2,,109322069
9,156,322,70,2,,109322070
9,157,316,1,2,,109316001
9,157,316,7,2,,109316007
9,158,312,1,2,,109312001
9,158,312,14,2,,109312014
9,158,312,31,2,,109312031
9,158,312,42,2,,109312042
9,158,312,46,2,,109312046
9,158,312,51,2,,109312051
9,158,312,57,2,,109312057
9,158,312,58,2,,109312058
9,158,312,60,2,,109312060
9,158,313,4,2,,109313004
9,159,324,4,2,,109324004
9,162,318,6,2,,109318006
9,162,318,16,2,,109318016
9,162,321,12,2,,109321012
9,162,321,18,2,,109321018
10,166,335,3,2,,110335003
10,166,335,6,2,,110335006
10,166,335,17,2,,110335017
10,166,335,30,2,,110335030
10,166,335,36,2,,110335036
10,166,335,38,2,,110335038
10,166,335,39,2,,110335039
10,166,335,46,2,,110335046
10,166,335,47,2,,110335047
10,166,335,48,2,,110335048
10,166,335,49,2,,110335049
10,166,335,51,2,,110335051
10,166,335,59,2,,110335059
10,166,335,62,2,,110335062
10,166,336,3,2,,110336003
10,166,337,3,2,,110337003
10,167,340,22,2,,110340022
10,167,340,29,2,,110340029
10,168,338,32,2,,110338032
10,169,329,5,2,,110329005
10,169,329,31,2,,110329031
10,169,329,33,2,,110329033
10,169,329,34,2,,110329034
10,169,329,42,2,,110329042
10,169,329,50,2,,110329050
10,169,329,54,2,,110329054
10,169,329,68,2,,110329068
10,169,332,10,1,1,110332010
10,171,330,11,2,,110330011
