date,name,value
2015-02-23,BHP,27.50704002380371
2015-02-23,WES,32.3526496887207
2015-02-24,MQG,72.2300033569336
2015-02-24,BHP,27.87313461303711
2015-02-24,WES,32.4522819519043
2015-02-25,MQG,71.80999755859375
2015-02-25,BHP,27.923057556152344
2015-02-25,WES,32.33841323852539
2015-02-26,MQG,72.86000061035156
2015-02-26,BHP,27.997940063476563
2015-02-26,WES,31.20685386657715
2015-03-01,MQG,74.98999786376953
2015-03-01,BHP,28.388996124267578
2015-03-01,WES,30.815433502197266
2015-03-02,MQG,73.5199966430664
2015-03-02,BHP,27.906415939331055
2015-03-02,WES,31.071636199951172
2015-03-03,MQG,73.5199966430664
2015-03-03,BHP,27.71504783630371
2015-03-03,WES,30.78696632385254
2015-03-04,MQG,74.5
2015-03-04,BHP,27.590242385864258
2015-03-04,WES,31.149921417236328
2015-03-05,MQG,75.37000274658203
2015-03-05,BHP,27.15758514404297
2015-03-05,WES,31.2637882232666
2015-03-08,MQG,73.69999694824219
2015-03-08,BHP,26.749889373779297
2015-03-08,WES,31.0289363861084
2015-03-09,MQG,74.25
2015-03-09,BHP,26.550201416015625
2015-03-09,WES,31.0289363861084
2015-03-10,MQG,74.08000183105469
2015-03-10,BHP,25.235586166381836
2015-03-10,WES,30.99335289001465
2015-03-11,MQG,76.5999984741211
2015-03-11,BHP,25.127422332763672
2015-03-11,WES,31.071636199951172
2015-03-12,MQG,75.38999938964844
2015-03-12,BHP,24.761327743530273
2015-03-12,WES,30.85101890563965
2015-03-15,MQG,75.44999694824219
2015-03-15,BHP,24.461795806884766
2015-03-15,WES,30.936418533325195
2015-03-16,MQG,75.779998779296875
2015-03-16,BHP,24.7696475982666
2015-03-16,WES,31.2637882232666
2015-03-17,MQG,75.76000213623047
2015-03-17,BHP,25.127422332763672
2015-03-17,WES,31.2424373626709
2015-03-18,MQG,76.69000244140625
2015-03-18,BHP,25.44359588623047
2015-03-18,WES,31.34918975830078
2015-03-19,MQG,77.9000015258789
2015-03-19,BHP,25.518478393554688
2015-03-19,WES,31.44170570373535
2015-03-22,MQG,78.29000091552734
2015-03-22,BHP,25.79305076599121
2015-03-22,WES,31.306489944458008
2015-03-23,MQG,78.5
2015-03-23,BHP,25.976097106933594
2015-03-23,WES,31.470172882080078
2015-03-24,MQG,78.33000183105469
2015-03-24,BHP,25.88457489013672
2015-03-24,WES,31.363422393798828
2015-03-25,MQG,77.29000091552734
2015-03-25,BHP,25.610002517700195
2015-03-25,WES,30.893718719482422
2015-03-26,MQG,77.29000091552734
2015-03-26,BHP,25.58504295349121
2015-03-26,WES,31.363422393798828
2015-03-29,MQG,76.41999816894531
2015-03-29,BHP,25.044219970703125
2015-03-29,WES,30.972002029418945
2015-03-30,MQG,76.66999816894531
2015-03-30,BHP,25.818010330200195
2015-03-30,WES,31.285137176513672
2015-03-31,MQG,77.5999984741211
2015-03-31,BHP,25.243907928466797
2015-03-31,WES,30.99335289001465
2015-04-01,MQG,78.5199966430664
2015-04-01,BHP,25.14406394958496
2015-04-01,WES,30.964885711669922
2015-04-07,MQG,79.029998779296875
2015-04-07,BHP,25.335432052612305
2015-04-07,WES,31.000469207763672
2015-04-08,MQG,79.20999908447266
2015-04-08,BHP,25.57672119140625
2015-04-08,WES,31.20685386657715
2015-04-09,MQG,79.69999694824219
2015-04-09,BHP,25.119102478027344
2015-04-09,WES,31.114337921142578
2015-04-10,MQG,80.37999725341797
2015-04-10,BHP,25.07750129699707
2015-04-10,WES,31.59827423095703
2015-04-13,MQG,81.20999908447266
2015-04-13,BHP,24.478437423706055
2015-04-13,WES,31.470172882080078
2015-04-14,MQG,81.38999938964844
2015-04-14,BHP,24.22882652282715
2015-04-14,WES,31.1712703704834
2015-04-15,MQG,81.81999969482422
2015-04-15,BHP,24.553319931030273
2015-04-15,WES,30.85101890563965
2015-04-16,MQG,82.23999786376953
2015-04-16,BHP,25.15238380432129
2015-04-16,WES,31.036052703857422
2015-04-17,MQG,81.20999908447266
2015-04-17,BHP,24.936054229736328
2015-04-17,WES,30.601932525634766
2015-04-20,MQG,80.2699966430664
2015-04-20,BHP,24.811250686645508
2015-04-20,WES,30.25321388244629
2015-04-21,MQG,81.43000030517578
2015-04-21,BHP,25.460237503051758
2015-04-21,WES,30.41689682006836
2015-04-22,MQG,81.339996337890625
2015-04-22,BHP,25.185665130615234
2015-04-22,WES,30.210512161254883
2015-04-23,MQG,82.11000061035156
2015-04-23,BHP,25.842971801757813
2015-04-23,WES,29.982776641845703
2015-04-24,MQG,83.4000015258789
2015-04-24,BHP,26.666685104370117
2015-04-24,WES,30.338613510131836
2015-04-27,MQG,83.94999694824219
2015-04-27,BHP,27.099342346191406
2015-04-27,WES,30.722917556762695
2015-04-28,MQG,83.16999816894531
2015-04-28,BHP,26.974538803100586
2015-04-28,WES,30.708683013916016
2015-04-29,MQG,79.1500015258789
2015-04-29,BHP,26.65836524963379
2015-04-29,WES,30.601932525634766
2015-04-30,MQG,77.970001220703125
2015-04-30,BHP,26.600122451782227
2015-04-30,WES,31.107219696044922
2015-05-01,MQG,78.66999816894531
2015-05-01,BHP,27.041101455688477
2015-05-01,WES,31.057403564453125
2015-05-04,MQG,78.089996337890625
2015-05-04,BHP,27.748329162597656
2015-05-04,WES,31.52710723876953
2015-05-05,MQG,78.80000305175781
2015-05-05,BHP,27.091022491455078
2015-05-05,WES,31.726375579833984
2015-05-06,MQG,76.87999725341797
2015-05-06,BHP,26.916296005249023
2015-05-06,WES,31.56269073486328
2015-05-07,MQG,76.5
2015-05-07,BHP,26.533559799194336
2015-05-07,WES,31.1712703704834
2015-05-08,MQG,79.18000030517578
2015-05-08,BHP,26.042659759521484
2015-05-08,WES,31.128570556640625
2015-05-11,MQG,78.779998779296875
2015-05-11,BHP,26.475318908691406
2015-05-11,WES,30.85101890563965
2015-05-12,MQG,80.75
2015-05-12,BHP,27.066062927246094
2015-05-12,WES,30.9577693939209
2015-05-13,MQG,82.029998779296875
2015-05-13,BHP,27.041101455688477
2015-05-13,WES,31.42035675048828
2015-05-14,MQG,81.62999725341797
2015-05-14,BHP,26.600122451782227
2015-05-14,WES,31.71925926208496
2015-05-15,MQG,82.55000305175781
2015-05-15,BHP,27.03278160095215
2015-05-15,WES,32.003929138183594
2015-05-18,MQG,79.51000213623047
2015-05-18,BHP,26.827983856201172
2015-05-18,WES,31.66944122314453
2015-05-19,MQG,78.9000015258789
2015-05-19,BHP,26.382780075073242
2015-05-19,WES,31.107219696044922
2015-05-20,MQG,79.08000183105469
2015-05-20,BHP,25.661550521850586
2015-05-20,WES,30.90795135498047
2015-05-21,MQG,79.75
2015-05-21,BHP,26.035520553588867
2015-05-21,WES,30.858135223388672
2015-05-22,MQG,79.63999938964844
2015-05-22,BHP,26.04442596435547
2015-05-22,WES,30.83678436279297
2015-05-25,MQG,80.68000030517578
2015-05-25,BHP,26.24921989440918
2015-05-25,WES,31.2424373626709
2015-05-26,MQG,80.62999725341797
2015-05-26,BHP,26.551958084106445
2015-05-26,WES,31.37053871154785
2015-05-27,MQG,80.1500015258789
2015-05-27,BHP,26.124561309814453
2015-05-27,WES,30.8866024017334
2015-05-28,MQG,81
2015-05-28,BHP,25.99990463256836
2015-05-28,WES,31.0289363861084
2015-05-29,MQG,81.75
2015-05-29,BHP,26.347164154052734
2015-05-29,WES,31.071636199951172
2015-06-01,MQG,81.9000015258789
2015-06-01,BHP,25.99100112915039
2015-06-01,WES,30.552114486694336
2015-06-02,MQG,80.98999786376953
2015-06-02,BHP,25.225250244140625
2015-06-02,WES,30.160694122314453
2015-06-03,MQG,80
2015-06-03,BHP,25.403331756591797
2015-06-03,WES,29.97566032409668
2015-06-04,MQG,79.31999969482422
2015-06-04,BHP,25.011552810668945
2015-06-04,WES,29.498838424682617
2015-06-05,MQG,79.12999725341797
2015-06-05,BHP,24.842374801635742
2015-06-05,WES,29.762157440185547
2015-06-09,MQG,78.69999694824219
2015-06-09,BHP,24.575252532958984
2015-06-09,WES,29.37785530090332
2015-06-10,MQG,77.9800033569336
2015-06-10,BHP,24.628677368164063
2015-06-10,WES,29.57000732421875
2015-06-11,MQG,79.48999786376953
2015-06-11,BHP,25.13620948791504
2015-06-11,WES,29.477489471435547
2015-06-12,MQG,79.56999969482422
2015-06-12,BHP,24.842374801635742
2015-06-12,WES,29.39920425415039
2015-06-15,MQG,79.20999908447266
2015-06-15,BHP,24.860183715820313
2015-06-15,WES,29.25687026977539
2015-06-16,MQG,79.31999969482422
2015-06-16,BHP,24.70881462097168
2015-06-16,WES,29.406322479248047
2015-06-17,MQG,80.779998779296875
2015-06-17,BHP,25.08278465270996
2015-06-17,WES,29.4632568359375
2015-06-18,MQG,79.5999984741211
2015-06-18,BHP,24.90470314025879
2015-06-18,WES,28.6092472076416
2015-06-19,MQG,81.33000183105469
2015-06-19,BHP,25.29648208618164
2015-06-19,WES,28.6092472076416
2015-06-22,MQG,81.37999725341797
2015-06-22,BHP,25.216346740722656
2015-06-22,WES,28.65906524658203
2015-06-23,MQG,82.529998779296875
2015-06-23,BHP,25.474565505981445
2015-06-23,WES,28.808517456054688
2015-06-24,MQG,83.05000305175781
2015-06-24,BHP,25.421140670776367
2015-06-24,WES,28.787166595458984
2015-06-25,MQG,83.029998779296875
2015-06-25,BHP,25.38552474975586
2015-06-25,WES,28.402862548828125
2015-06-26,MQG,82.5
2015-06-26,BHP,24.4862117767334
2015-06-26,WES,28.096843719482422
2015-06-29,MQG,80.5
2015-06-29,BHP,23.996488571166992
2015-06-29,WES,27.548856735229492
2015-06-30,MQG,81.4000015258789
2015-06-30,BHP,24.085529327392578
2015-06-30,WES,27.77659034729004
2015-07-01,MQG,82.55000305175781
2015-07-01,BHP,23.7293643951416
2015-07-01,WES,27.93315887451172
2015-07-02,MQG,83.19999694824219
2015-07-02,BHP,24.04100799560547
2015-07-02,WES,28.438447952270508
2015-07-03,MQG,82.54000091552734
2015-07-03,BHP,23.675941467285156
2015-07-03,WES,28.28899574279785
2015-07-06,MQG,81.69999694824219
2015-07-06,BHP,23.159503936767578
2015-07-06,WES,28.047027587890625
2015-07-07,MQG,82.76000213623047
2015-07-07,BHP,23.373201370239258
2015-07-07,WES,28.715999603271484
2015-07-08,MQG,79.63999938964844
2015-07-08,BHP,22.643068313598633
2015-07-08,WES,28.26764488220215
2015-07-09,MQG,79.69000244140625
2015-07-09,BHP,23.043750762939453
2015-07-09,WES,28.402862548828125
2015-07-10,MQG,80.5999984741211
2015-07-10,BHP,23.7293643951416
2015-07-10,WES,28.381513595581055
2015-07-13,MQG,80.0999984741211
2015-07-13,BHP,23.515668869018555
2015-07-13,WES,28.2320613861084
2015-07-14,MQG,81.910003662109375
2015-07-14,BHP,24.130048751831055
2015-07-14,WES,28.858333587646484
2015-07-15,MQG,82.29000091552734
2015-07-15,BHP,23.951967239379883
2015-07-15,WES,29.59135627746582
2015-07-16,MQG,83.11000061035156
2015-07-16,BHP,24.112241744995117
2015-07-16,WES,29.705224990844727
2015-07-17,MQG,83.51000213623047
2015-07-17,BHP,24.130048751831055
2015-07-17,WES,29.71234130859375
2015-07-20,MQG,85.1500015258789
2015-07-20,BHP,24.0321044921875
2015-07-20,WES,29.83332633972168
2015-07-21,MQG,85.589996337890625
2015-07-21,BHP,23.880735397338867
2015-07-21,WES,30.04682731628418
2015-07-22,MQG,84.45999908447266
2015-07-22,BHP,23.391010284423828
2015-07-22,WES,29.66252326965332
2015-07-23,MQG,84.80999755859375
2015-07-23,BHP,22.70539665222168
2015-07-23,WES,29.6055908203125
2015-07-24,MQG,81.5
2015-07-24,BHP,22.50060272216797
2015-07-24,WES,29.39208984375
2015-07-27,MQG,81.30000305175781
2015-07-27,BHP,22.72320556640625
2015-07-27,WES,29.406322479248047
2015-07-28,MQG,81.839996337890625
2015-07-28,BHP,22.589643478393555
2015-07-28,WES,29.44902229309082
2015-07-29,MQG,81.63999938964844
2015-07-29,BHP,23.052656173706055
2015-07-29,WES,29.669641494750977
2015-07-30,MQG,82
2015-07-30,BHP,23.59580421447754
2015-07-30,WES,30.13222885131836
2015-07-31,MQG,82.1500015258789
2015-07-31,BHP,23.551284790039063
2015-07-31,WES,30.210512161254883
2015-08-03,MQG,82.33000183105469
2015-08-03,BHP,23.310874938964844
2015-08-03,WES,30.182044982910156
2015-08-04,MQG,82.75
2015-08-04,BHP,23.061559677124023
2015-08-04,WES,30.651750564575195
2015-08-05,MQG,82.160003662109375
2015-08-05,BHP,23.58690071105957
2015-08-05,WES,30.445363998413086
2015-08-06,MQG,81
2015-08-06,BHP,23.764982223510742
2015-08-06,WES,30.231863021850586
2015-08-07,MQG,80.08000183105469
2015-08-07,BHP,23.088272094726563
2015-08-07,WES,29.840442657470703
2015-08-10,MQG,79.44000244140625
2015-08-10,BHP,23.15060043334961
2015-08-10,WES,29.48460578918457
2015-08-11,MQG,79.11000061035156
2015-08-11,BHP,23.453338623046875
2015-08-11,WES,29.57000732421875
2015-08-12,MQG,78.63999938964844
2015-08-12,BHP,22.438274383544922
2015-08-12,WES,29.214170455932617
2015-08-13,MQG,78.7300033569336
2015-08-13,BHP,22.71430015563965
2015-08-13,WES,29.071836471557617
2015-08-14,MQG,78.93000030517578
2015-08-14,BHP,22.545122146606445
2015-08-14,WES,28.737350463867188
2015-08-17,MQG,78.9800033569336
2015-08-17,BHP,22.438274383544922
2015-08-17,WES,28.36016273498535
2015-08-18,MQG,78.8499984741211
2015-08-18,BHP,22.242385864257813
2015-08-18,WES,28.224945068359375
2015-08-19,MQG,79.36000061035156
2015-08-19,BHP,22.402658462524414
2015-08-19,WES,28.737350463867188
2015-08-20,MQG,77.43000030517578
2015-08-20,BHP,21.708139419555664
2015-08-20,WES,29.07895278930664
2015-08-21,MQG,74.68000030517578
2015-08-21,BHP,21.458826065063477
2015-08-21,WES,29.04336929321289
2015-08-24,MQG,70.33000183105469
2015-08-24,BHP,20.381431579589844
2015-08-24,WES,28.50249671936035
2015-08-25,MQG,74.44999694824219
2015-08-25,BHP,20.782115936279297
2015-08-25,WES,28.40998077392578
2015-08-26,MQG,75.18000030517578
2015-08-26,BHP,21.316360473632813
2015-08-26,WES,28.580781936645508
2015-08-27,MQG,76.23999786376953
2015-08-27,BHP,21.423208236694336
2015-08-27,WES,29.19993782043457
2015-08-28,MQG,76.91999816894531
2015-08-28,BHP,22.696491241455078
2015-08-28,WES,29.498838424682617
2015-08-31,MQG,75.93000030517578
2015-08-31,BHP,22.42046546936035
2015-08-31,WES,28.93661880493164
2015-09-01,MQG,74.44999694824219
2015-09-01,BHP,21.948549270629883
2015-09-01,WES,28.4669132232666
2015-09-02,MQG,74.04000091552734
2015-09-02,BHP,21.930742263793945
2015-09-02,WES,28.28899574279785
2015-09-03,MQG,72.910003662109375
2015-09-03,BHP,21.654714584350586
2015-09-03,WES,28.061260223388672
2015-09-04,MQG,72.81999969482422
2015-09-04,BHP,21.98416519165039
2015-09-04,WES,28.061260223388672
2015-09-07,MQG,73.30000305175781
2015-09-07,BHP,21.53896141052246
2015-09-07,WES,28.032793045043945
2015-09-08,MQG,74.529998779296875
2015-09-08,BHP,21.993070602416992
2015-09-08,WES,28.317462921142578
2015-09-09,MQG,77.339996337890625
2015-09-09,BHP,21.948549270629883
2015-09-09,WES,28.573665618896484
2015-09-10,MQG,75.91999816894531
2015-09-10,BHP,21.298551559448242
2015-09-10,WES,28.05414390563965
2015-09-11,MQG,75.80000305175781
2015-09-11,BHP,21.1115665435791
2015-09-11,WES,27.890459060668945
2015-09-14,MQG,77.56999969482422
2015-09-14,BHP,21.13827896118164
2015-09-14,WES,27.954509735107422
2015-09-15,MQG,77
2015-09-15,BHP,20.862253189086914
2015-09-15,WES,27.64849090576172
2015-09-16,MQG,78.2300033569336
2015-09-16,BHP,21.34307289123535
2015-09-16,WES,27.733890533447266
2015-09-17,MQG,78
2015-09-17,BHP,21.948549270629883
2015-09-17,WES,27.89757537841797
2015-09-18,MQG,78.70999908447266
2015-09-18,BHP,21.77937126159668
2015-09-18,WES,27.89757537841797
2015-09-21,MQG,77.41999816894531
2015-09-21,BHP,21.236223220825195
2015-09-21,WES,27.51327133178711
2015-09-22,MQG,77.970001220703125
2015-09-22,BHP,21.245128631591797
2015-09-22,WES,27.77659034729004
2015-09-23,MQG,77
2015-09-23,BHP,20.30129623413086
2015-09-23,WES,27.171669006347656
2015-09-24,MQG,77.55999755859375
2015-09-24,BHP,20.345815658569336
2015-09-24,WES,27.854875564575195
2015-09-25,MQG,77.4000015258789
2015-09-25,BHP,20.417049407958984
2015-09-25,WES,27.86199188232422
2015-09-28,MQG,78.94000244140625
2015-09-28,BHP,20.612937927246094
2015-09-28,WES,28.153778076171875
2015-09-29,MQG,75
2015-09-29,BHP,19.241710662841797
2015-09-29,WES,27.271303176879883
2015-09-30,MQG,76.660003662109375
2015-09-30,BHP,19.78485870361328
2015-09-30,WES,27.91180992126465
2015-10-01,MQG,77.25
2015-10-01,BHP,20.194446563720703
2015-10-01,WES,28.381513595581055
2015-10-02,MQG,76.29000091552734
2015-10-02,BHP,20.123214721679688
2015-10-02,WES,27.9473934173584
2015-10-04,MQG,77.160003662109375
2015-10-04,BHP,20.92458152770996
2015-10-04,WES,28.4669132232666
2015-10-05,MQG,77.01000213623047
2015-10-05,BHP,21.262935638427734
2015-10-05,WES,28.3957462310791
2015-10-06,MQG,77.839996337890625
2015-10-06,BHP,21.60129165649414
2015-10-06,WES,28.4669132232666
2015-10-07,MQG,77.839996337890625
2015-10-07,BHP,22.26019287109375
2015-10-07,WES,28.310346603393555
2015-10-08,MQG,80.94000244140625
2015-10-08,BHP,22.794437408447266
2015-10-08,WES,28.715999603271484
2015-10-11,MQG,80.7699966430664
2015-10-11,BHP,22.580738067626953
2015-10-11,WES,28.6092472076416
2015-10-12,MQG,80.160003662109375
2015-10-12,BHP,22.091014862060547
2015-10-12,WES,28.879684448242188
2015-10-13,MQG,79.69000244140625
2015-10-13,BHP,21.975261688232422
2015-10-13,WES,28.630598068237305
2015-10-14,MQG,81
2015-10-14,BHP,22.367042541503906
2015-10-14,WES,28.70888328552246
2015-10-15,MQG,82.44000244140625
2015-10-15,BHP,22.26019287109375
2015-10-15,WES,28.80139923095703
2015-10-18,MQG,82.51000213623047
2015-10-18,BHP,22.00197410583496
2015-10-18,WES,28.666181564331055
2015-10-19,MQG,81.91999816894531
2015-10-19,BHP,21.360881805419922
2015-10-19,WES,28.81563377380371
2015-10-20,MQG,82.4000015258789
2015-10-20,BHP,21.5745792388916
2015-10-20,WES,28.965084075927734
2015-10-21,MQG,82.05000305175781
2015-10-21,BHP,21.458826065063477
2015-10-21,WES,29.121652603149414
2015-10-22,MQG,83.23999786376953
2015-10-22,BHP,21.895124435424805
2015-10-22,WES,29.66252326965332
2015-10-25,MQG,82.6500015258789
2015-10-25,BHP,21.877317428588867
2015-10-25,WES,29.498838424682617
2015-10-26,MQG,83.30999755859375
2015-10-26,BHP,21.672523498535156
2015-10-26,WES,29.840442657470703
2015-10-27,MQG,83.5999984741211
2015-10-27,BHP,21.17389488220215
2015-10-27,WES,29.883142471313477
2015-10-28,MQG,84.01000213623047
2015-10-28,BHP,20.897869110107422
2015-10-28,WES,28.595014572143555
2015-10-29,MQG,85.69999694824219
2015-10-29,BHP,20.49718475341797
2015-10-29,WES,28.047027587890625
2015-11-01,MQG,81.93000030517578
2015-11-01,BHP,20.30129623413086
2015-11-01,WES,27.691190719604492
2015-11-02,MQG,82.94999694824219
2015-11-02,BHP,20.49718475341797
2015-11-02,WES,27.854875564575195
2015-11-03,MQG,82.910003662109375
2015-11-03,BHP,20.897869110107422
2015-11-03,WES,27.96874237060547
2015-11-04,MQG,82.19000244140625
2015-11-04,BHP,20.72869110107422
2015-11-04,WES,27.662723541259766
2015-11-05,MQG,82.43000030517578
2015-11-05,BHP,20.212255477905273
2015-11-05,WES,27.84775733947754
2015-11-08,MQG,80.30000305175781
2015-11-08,BHP,19.072532653808594
2015-11-08,WES,27.555973052978516
2015-11-09,MQG,80.19999694824219
2015-11-09,BHP,19.20609474182129
2015-11-09,WES,27.40652084350586
2015-11-10,MQG,81.38999938964844
2015-11-10,BHP,18.654041290283203
2015-11-10,WES,27.676956176757813
2015-11-11,MQG,81.61000061035156
2015-11-11,BHP,18.351303100585938
2015-11-11,WES,27.541738510131836
2015-11-12,MQG,79.76000213623047
2015-11-12,BHP,18.01294708251953
2015-11-12,WES,26.602331161499023
2015-11-15,MQG,79.18000030517578
2015-11-15,BHP,17.89719581604004
2015-11-15,WES,26.374595642089844
2015-11-16,MQG,80.69000244140625
2015-11-16,BHP,18.137605667114258
2015-11-16,WES,26.780248641967773
2015-11-17,MQG,81.44000244140625
2015-11-17,BHP,17.63897705078125
2015-11-17,WES,26.659265518188477
2015-11-18,MQG,82.470001220703125
2015-11-18,BHP,18.182125091552734
2015-11-18,WES,27.541738510131836
2015-11-19,MQG,83
2015-11-19,BHP,18.253358840942383
2015-11-19,WES,27.762357711791992
2015-11-22,MQG,82.910003662109375
2015-11-22,BHP,17.8704833984375
2015-11-22,WES,28.05414390563965
2015-11-23,MQG,81.9000015258789
2015-11-23,BHP,17.549936294555664
2015-11-23,WES,27.883342742919922
2015-11-24,MQG,81.19999694824219
2015-11-24,BHP,17.514318466186523
2015-11-24,WES,27.52750587463379
2015-11-25,MQG,81.69999694824219
2015-11-25,BHP,16.864322662353516
