"id1","id2","id3","id4","item_id","itemname","s11ba_1","s11ba_2","s11bb_1","s11bb_2","s11bc_1","s11bc_2","s11bd_1","s11bd_2","s11be_1","s11be_2","hhno"
1,17,22,45,4,"TROUSERS",5,,10,,,,,,15,,101022045
1,17,22,45,2,"SMOCKS",,,,,,,,,,,101022045
1,17,22,45,3,"CLOTH",,,,,,,25,,25,,101022045
1,17,22,45,6,"JEANS",7,,20,,,,,,27,,101022045
1,17,22,45,1,"SUITS",,,,,,,,,,,101022045
1,16,23,11,1,"SUITS",,,,,,,,,,,101023011
1,16,23,11,5,"SHIRTS/JACKETS",,,,,,,,,,,101023011
1,16,23,11,2,"SMOCKS",,,,,,,,,,,101023011
1,16,23,11,6,"JEANS",,,,,30,,,,30,,101023011
1,16,23,11,8,"CLOTH FOR GARMENTS",25,,,,50,,25,,100,,101023011
1,16,23,11,10,"FOOTWEAR",30,,,,25,,16,,71,,101023011
1,16,23,11,3,"CLOTH",,,,,60,,25,,85,,101023011
1,16,23,11,4,"TROUSERS",,,,,20,,,,20,,101023011
1,16,23,11,7,"UNDERWEAR",5,,,,10,,10,,25,,101023011
1,16,23,11,9,"OTHER GARMENTS AND CLOTHING",12,,,,,,,,12,,101023011
1,16,23,11,11,"TAILORING/LAUNDRY/CLEANING, CL",15,,,,5,,,,20,,101023011
1,16,23,13,8,"CLOTH FOR GARMENTS",15,,,,20,,20,,55,,101023013
1,16,23,13,7,"UNDERWEAR",5,,,,15,,15,,35,,101023013
1,16,23,13,2,"SMOCKS",,,,,,,,,,,101023013
1,16,23,13,9,"OTHER GARMENTS AND CLOTHING",10,,,,30,,15,,55,,101023013
1,16,23,13,5,"SHIRTS/JACKETS",,,,,,,,,,,101023013
1,16,23,13,10,"FOOTWEAR",12,,,,28,,30,,70,,101023013
1,16,23,13,6,"JEANS",,,,,,,,,,,101023013
1,16,23,13,3,"CLOTH",,,,,,,40,,40,,101023013
1,16,23,13,11,"TAILORING/LAUNDRY/CLEANING, CL",10,,,,25,,15,,50,,101023013
1,16,23,13,1,"SUITS",,,,,,,,,,,101023013
1,16,23,13,4,"TROUSERS",,,,,,,,,,,101023013
1,16,23,14,6,"JEANS",,,,,15,,,,15,,101023014
1,16,23,14,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101023014
1,16,23,14,1,"SUITS",,,,,,,,,,,101023014
1,16,23,14,3,"CLOTH",,,,,50,,40,,90,,101023014
1,16,23,14,2,"SMOCKS",,,,,,,,,,,101023014
1,16,23,14,8,"CLOTH FOR GARMENTS",20,,,,30,,35,,85,,101023014
1,16,23,14,10,"FOOTWEAR",40,,,,15,,30,,85,,101023014
1,16,23,14,5,"SHIRTS/JACKETS",,,,,30,,20,,50,,101023014
1,16,23,14,11,"TAILORING/LAUNDRY/CLEANING, CL",15,,,,20,,10,,45,,101023014
1,16,23,14,7,"UNDERWEAR",15,,,,10,,15,,40,,101023014
1,16,23,14,4,"TROUSERS",,,,,40,,35,,75,,101023014
1,16,23,15,1,"SUITS",,,,,,,,,,,101023015
1,16,23,15,7,"UNDERWEAR",5,,,,,,4,50,9,50,101023015
1,16,23,15,3,"CLOTH",,,,,,,,,,,101023015
1,16,23,15,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101023015
1,16,23,15,2,"SMOCKS",,,,,,,,,,,101023015
1,16,23,15,8,"CLOTH FOR GARMENTS",,,,,,,30,,30,,101023015
1,16,23,15,10,"FOOTWEAR",15,80,,,,,15,,30,80,101023015
1,16,23,15,6,"JEANS",,,,,,,,,,,101023015
1,16,23,15,5,"SHIRTS/JACKETS",,,,,,,,,,,101023015
1,16,23,15,9,"OTHER GARMENTS AND CLOTHING",12,,,,,,,,12,,101023015
1,16,23,15,4,"TROUSERS",,,,,,,,,,,101023015
1,16,23,17,3,"CLOTH",,,,,,,,,,,101023017
1,16,23,17,5,"SHIRTS/JACKETS",,,,,20,,,,20,,101023017
1,16,23,17,8,"CLOTH FOR GARMENTS",,,,,30,,,,30,,101023017
1,16,23,17,10,"FOOTWEAR",,,,,35,,,,35,,101023017
1,16,23,17,6,"JEANS",,,,,30,,,,30,,101023017
1,16,23,17,4,"TROUSERS",,,,,,,,,,,101023017
1,16,23,17,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101023017
1,16,23,17,7,"UNDERWEAR",,,,,10,,,,10,,101023017
1,16,23,17,1,"SUITS",,,,,,,,,,,101023017
1,16,23,17,2,"SMOCKS",,,,,,,,,,,101023017
1,16,23,17,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,20,,,,20,,101023017
1,16,23,18,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101023018
1,16,23,18,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,15,,15,,101023018
1,16,23,18,6,"JEANS",,,,,,,,,,,101023018
1,16,23,18,7,"UNDERWEAR",,,,,10,,15,,25,,101023018
1,16,23,18,8,"CLOTH FOR GARMENTS",,,,,30,,25,,55,,101023018
1,16,23,18,2,"SMOCKS",,,,,,,,,,,101023018
1,16,23,18,3,"CLOTH",,,,,40,,60,,100,,101023018
1,16,23,18,1,"SUITS",,,,,,,,,,,101023018
1,16,23,18,10,"FOOTWEAR",,,,,30,,25,,55,,101023018
1,16,23,18,4,"TROUSERS",,,,,,,,,,,101023018
1,16,23,18,5,"SHIRTS/JACKETS",,,,,,,,,,,101023018
1,16,23,24,5,"SHIRTS/JACKETS",,,,,,,,,,,101023024
1,16,23,24,10,"FOOTWEAR",40,,,,30,,15,,85,,101023024
1,16,23,24,8,"CLOTH FOR GARMENTS",20,,,,20,,25,,65,,101023024
1,16,23,24,9,"OTHER GARMENTS AND CLOTHING",20,,,,25,,15,,60,,101023024
1,16,23,24,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101023024
1,16,23,24,3,"CLOTH",,,,,30,,45,,75,,101023024
1,16,23,24,2,"SMOCKS",,,,,,,,,,,101023024
1,16,23,24,7,"UNDERWEAR",30,,,,15,,10,,55,,101023024
1,16,23,24,4,"TROUSERS",,,,,,,,,,,101023024
1,16,23,24,1,"SUITS",,,,,,,,,,,101023024
1,16,23,24,6,"JEANS",,,,,,,,,,,101023024
1,16,23,28,2,"SMOCKS",,,,,,,,,,,101023028
1,16,23,28,11,"TAILORING/LAUNDRY/CLEANING, CL",5,,,,15,,10,,30,,101023028
1,16,23,28,4,"TROUSERS",,,,,,,,,,,101023028
1,16,23,28,3,"CLOTH",,,,,,,40,,40,,101023028
1,16,23,28,7,"UNDERWEAR",8,,,,10,,20,,38,,101023028
1,16,23,28,5,"SHIRTS/JACKETS",,,,,,,,,,,101023028
1,16,23,28,6,"JEANS",10,,,,15,,,,25,,101023028
1,16,23,28,8,"CLOTH FOR GARMENTS",10,,,,10,,10,,30,,101023028
1,16,23,28,1,"SUITS",,,,,,,,,,,101023028
1,16,23,28,10,"FOOTWEAR",15,,,,40,,30,,85,,101023028
1,16,23,28,9,"OTHER GARMENTS AND CLOTHING",20,,,,20,,15,,55,,101023028
1,16,23,30,3,"CLOTH",,,,,30,,,,30,,101023030
1,16,23,30,7,"UNDERWEAR",,,,,10,,,,10,,101023030
1,16,23,30,4,"TROUSERS",,,,,5,,,,5,,101023030
1,16,23,30,8,"CLOTH FOR GARMENTS",,,,,35,,,,35,,101023030
1,16,23,30,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101023030
1,16,23,30,9,"OTHER GARMENTS AND CLOTHING",,,,,15,,,,15,,101023030
1,16,23,30,2,"SMOCKS",,,,,,,,,,,101023030
1,16,23,30,1,"SUITS",,,,,,,,,,,101023030
1,16,23,30,6,"JEANS",,,,,,,,,,,101023030
1,16,23,30,10,"FOOTWEAR",,,,,20,,,,20,,101023030
1,16,23,30,5,"SHIRTS/JACKETS",,,,,10,,,,10,,101023030
1,16,23,31,3,"CLOTH",,,,,30,,30,,60,,101023031
1,16,23,31,6,"JEANS",,,,,,,,,,,101023031
1,16,23,31,8,"CLOTH FOR GARMENTS",80,,,,35,,30,,145,,101023031
1,16,23,31,4,"TROUSERS",,,,,,,,,,,101023031
1,16,23,31,10,"FOOTWEAR",40,,,,70,,10,,120,,101023031
1,16,23,31,5,"SHIRTS/JACKETS",,,,,,,,,,,101023031
1,16,23,31,2,"SMOCKS",,,,,,,,,,,101023031
1,16,23,31,7,"UNDERWEAR",10,,,,5,,5,,20,,101023031
1,16,23,31,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,5,,5,,101023031
1,16,23,31,1,"SUITS",,,,,,,,,,,101023031
1,16,23,31,9,"OTHER GARMENTS AND CLOTHING",20,,,,,,,,20,,101023031
1,16,23,32,1,"SUITS",,,,,,,,,,,101023032
1,16,23,32,8,"CLOTH FOR GARMENTS",,,,,15,,,,15,,101023032
1,16,23,32,3,"CLOTH",,,,,30,,,,30,,101023032
1,16,23,32,5,"SHIRTS/JACKETS",,,,,,,,,,,101023032
1,16,23,32,4,"TROUSERS",,,,,,,,,,,101023032
1,16,23,32,9,"OTHER GARMENTS AND CLOTHING",,,,,20,,,,20,,101023032
1,16,23,32,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,10,,,,10,,101023032
1,16,23,32,2,"SMOCKS",,,,,,,,,,,101023032
1,16,23,32,10,"FOOTWEAR",,,,,30,,,,30,,101023032
1,16,23,32,7,"UNDERWEAR",,,,,10,,,,10,,101023032
1,16,23,32,6,"JEANS",,,,,,,,,,,101023032
1,16,23,35,9,"OTHER GARMENTS AND CLOTHING",5,,,,,,10,,15,,101023035
1,16,23,35,8,"CLOTH FOR GARMENTS",10,,,,20,,25,,55,,101023035
1,16,23,35,7,"UNDERWEAR",5,,,,10,,20,,35,,101023035
1,16,23,35,4,"TROUSERS",,,,,10,,,,10,,101023035
1,16,23,35,2,"SMOCKS",,,,,,,,,,,101023035
1,16,23,35,3,"CLOTH",,,,,,,80,,80,,101023035
1,16,23,35,5,"SHIRTS/JACKETS",,,,,,,,,,,101023035
1,16,23,35,1,"SUITS",,,,,,,,,,,101023035
1,16,23,35,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101023035
1,16,23,35,10,"FOOTWEAR",10,,,,10,,30,,50,,101023035
1,16,23,35,6,"JEANS",,,,,,,,,,,101023035
1,16,23,36,5,"SHIRTS/JACKETS",,,,,30,,,,30,,101023036
1,16,23,36,9,"OTHER GARMENTS AND CLOTHING",18,,,,10,40,,,28,40,101023036
1,16,23,36,4,"TROUSERS",15,,,,4,,,,19,,101023036
1,16,23,36,6,"JEANS",10,,,,,,,,10,,101023036
1,16,23,36,2,"SMOCKS",,,,,,,,,,,101023036
1,16,23,36,10,"FOOTWEAR",80,,,,,,50,80,130,80,101023036
1,16,23,36,7,"UNDERWEAR",20,,,,10,,10,,40,,101023036
1,16,23,36,3,"CLOTH",,,,,80,,75,,155,,101023036
1,16,23,36,1,"SUITS",,,,,,,,,,,101023036
1,16,23,36,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,5,,10,,15,,101023036
1,16,23,36,8,"CLOTH FOR GARMENTS",140,,,,,,30,,170,,101023036
1,16,23,37,9,"OTHER GARMENTS AND CLOTHING",25,,,,25,,,,50,,101023037
1,16,23,37,6,"JEANS",,,,,,,,,,,101023037
1,16,23,37,7,"UNDERWEAR",15,,,,15,,10,,40,,101023037
1,16,23,37,3,"CLOTH",,,,,30,,45,,75,,101023037
1,16,23,37,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101023037
1,16,23,37,2,"SMOCKS",,,,,,,,,,,101023037
1,16,23,37,4,"TROUSERS",,,,,,,,,,,101023037
1,16,23,37,1,"SUITS",,,,,,,,,,,101023037
1,16,23,37,8,"CLOTH FOR GARMENTS",15,,,,20,,20,,55,,101023037
1,16,23,37,5,"SHIRTS/JACKETS",,,,,,,,,,,101023037
1,16,23,37,10,"FOOTWEAR",30,,,,30,,,,60,,101023037
1,16,23,40,3,"CLOTH",,,,,40,,30,,70,,101023040
1,16,23,40,4,"TROUSERS",,,,,,,,,,,101023040
1,16,23,40,2,"SMOCKS",,,,,,,,,,,101023040
1,16,23,40,1,"SUITS",,,,,,,,,,,101023040
1,16,23,40,10,"FOOTWEAR",20,,,,35,,25,,80,,101023040
1,16,23,40,9,"OTHER GARMENTS AND CLOTHING",10,,,,15,,15,,40,,101023040
1,16,23,40,6,"JEANS",,,,,,,,,,,101023040
1,16,23,40,5,"SHIRTS/JACKETS",,,,,,,,,,,101023040
1,16,23,40,7,"UNDERWEAR",8,,,,10,,10,,28,,101023040
1,16,23,40,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101023040
1,16,23,40,8,"CLOTH FOR GARMENTS",17,,,,20,,30,,67,,101023040
1,17,24,16,2,"SMOCKS",,,,,,,,,,,101024016
1,17,24,16,11,"TAILORING/LAUNDRY/CLEANING, CL",13,,,,27,,,,40,,101024016
1,17,24,16,3,"CLOTH",,,,,,,,,,,101024016
1,17,24,16,5,"SHIRTS/JACKETS",8,,,,25,,,,33,,101024016
1,17,24,16,10,"FOOTWEAR",,,,,,,,,,,101024016
1,17,24,16,6,"JEANS",,,,,,,,,,,101024016
1,17,24,16,9,"OTHER GARMENTS AND CLOTHING",12,,,,8,,,,20,,101024016
1,17,24,16,4,"TROUSERS",12,,,,25,,,,37,,101024016
1,17,24,16,8,"CLOTH FOR GARMENTS",15,,,,15,,,,30,,101024016
1,17,24,16,7,"UNDERWEAR",5,,,,12,,,,17,,101024016
1,17,24,16,1,"SUITS",,,,,,,,,,,101024016
1,17,24,17,7,"UNDERWEAR",,,,,15,,25,,40,,101024017
1,17,24,17,5,"SHIRTS/JACKETS",,,,,20,,,,20,,101024017
1,17,24,17,6,"JEANS",,,,,20,,,,20,,101024017
1,17,24,17,8,"CLOTH FOR GARMENTS",,,,,,,45,,45,,101024017
1,17,24,17,2,"SMOCKS",,,,,,,,,,,101024017
1,17,24,17,9,"OTHER GARMENTS AND CLOTHING",,,,,25,,30,,55,,101024017
1,17,24,17,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,12,,12,,101024017
1,17,24,17,10,"FOOTWEAR",,,,,12,,16,,28,,101024017
1,17,24,17,1,"SUITS",,,,,,,,,,,101024017
1,17,24,17,3,"CLOTH",,,,,,,,,,,101024017
1,17,24,17,4,"TROUSERS",,,,,16,,,,16,,101024017
1,17,24,20,5,"SHIRTS/JACKETS",,,,,35,,,,35,,101024020
1,17,24,20,4,"TROUSERS",,,,,25,,,,25,,101024020
1,17,24,20,2,"SMOCKS",,,,,,,,,,,101024020
1,17,24,20,7,"UNDERWEAR",,,,,15,,,,15,,101024020
1,17,24,20,6,"JEANS",,,,,20,,,,20,,101024020
1,17,24,20,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,6,,,,6,,101024020
1,17,24,20,1,"SUITS",,,,,,,,,,,101024020
1,17,24,20,3,"CLOTH",,,,,,,,,,,101024020
1,17,24,20,8,"CLOTH FOR GARMENTS",,,,,10,,,,10,,101024020
1,17,24,20,9,"OTHER GARMENTS AND CLOTHING",,,,,20,,,,20,,101024020
1,17,24,20,10,"FOOTWEAR",,,,,26,,,,26,,101024020
1,17,24,21,1,"SUITS",,,,,,,,,,,101024021
1,17,24,21,8,"CLOTH FOR GARMENTS",,,15,,,,,,15,,101024021
1,17,24,21,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101024021
1,17,24,21,7,"UNDERWEAR",,,,,,,,,,,101024021
1,17,24,21,4,"TROUSERS",,,,,,,,,,,101024021
1,17,24,21,2,"SMOCKS",,,,,,,,,,,101024021
1,17,24,21,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101024021
1,17,24,21,5,"SHIRTS/JACKETS",,,,,,,,,,,101024021
1,17,24,21,3,"CLOTH",,,30,,,,,,30,,101024021
1,17,24,21,10,"FOOTWEAR",,,10,,,,,,10,,101024021
1,17,24,21,6,"JEANS",,,,,,,,,,,101024021
1,17,24,23,9,"OTHER GARMENTS AND CLOTHING",,,,,35,,,,35,,101024023
1,17,24,23,8,"CLOTH FOR GARMENTS",,,,,10,,,,10,,101024023
1,17,24,23,6,"JEANS",,,,,25,,,,25,,101024023
1,17,24,23,1,"SUITS",,,,,,,,,,,101024023
1,17,24,23,2,"SMOCKS",,,,,,,,,,,101024023
1,17,24,23,10,"FOOTWEAR",,,,,27,,,,27,,101024023
1,17,24,23,7,"UNDERWEAR",,,,,15,,,,15,,101024023
1,17,24,23,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,5,,,,5,,101024023
1,17,24,23,3,"CLOTH",,,,,,,,,,,101024023
1,17,24,23,4,"TROUSERS",,,,,20,,,,20,,101024023
1,17,24,23,5,"SHIRTS/JACKETS",,,,,25,,,,25,,101024023
1,17,24,28,9,"OTHER GARMENTS AND CLOTHING",20,,,,,,,,20,,101024028
1,17,24,28,6,"JEANS",,,,,,,,,,,101024028
1,17,24,28,2,"SMOCKS",,,,,,,,,,,101024028
1,17,24,28,3,"CLOTH",,,,,,,30,,30,,101024028
1,17,24,28,1,"SUITS",,,,,,,,,,,101024028
1,17,24,28,11,"TAILORING/LAUNDRY/CLEANING, CL",17,,,,,,,,17,,101024028
1,17,24,28,10,"FOOTWEAR",15,,,,,,12,,27,,101024028
1,17,24,28,8,"CLOTH FOR GARMENTS",40,,,,,,12,,52,,101024028
1,17,24,28,4,"TROUSERS",,,,,,,,,,,101024028
1,17,24,28,7,"UNDERWEAR",6,,,,,,10,,16,,101024028
1,17,24,28,5,"SHIRTS/JACKETS",,,,,,,,,,,101024028
1,17,24,32,3,"CLOTH",,,,,,,15,,15,,101024032
1,17,24,32,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,10,,10,,20,,101024032
1,17,24,32,4,"TROUSERS",,,,,,,,,,,101024032
1,17,24,32,7,"UNDERWEAR",5,,,,,,,,5,,101024032
1,17,24,32,5,"SHIRTS/JACKETS",,,,,,,,,,,101024032
1,17,24,32,2,"SMOCKS",,,,,,,,,,,101024032
1,17,24,32,9,"OTHER GARMENTS AND CLOTHING",40,,,,,,,,40,,101024032
1,17,24,32,8,"CLOTH FOR GARMENTS",15,,,,20,,17,,52,,101024032
1,17,24,32,10,"FOOTWEAR",,,,,,,,,,,101024032
1,17,24,32,1,"SUITS",,,,,,,,,,,101024032
1,17,24,32,6,"JEANS",,,,,,,,,,,101024032
1,17,24,36,3,"CLOTH",,,,,,,30,,30,,101024036
1,17,24,36,4,"TROUSERS",,,,,,,,,,,101024036
1,17,24,36,1,"SUITS",,,,,,,,,,,101024036
1,17,24,36,2,"SMOCKS",,,,,,,,,,,101024036
1,17,24,36,9,"OTHER GARMENTS AND CLOTHING",5,,,,,,,,5,,101024036
1,17,24,36,11,"TAILORING/LAUNDRY/CLEANING, CL",10,,,,,,12,,22,,101024036
1,17,24,36,7,"UNDERWEAR",5,,,,,,5,,10,,101024036
1,17,24,36,6,"JEANS",,,,,,,,,,,101024036
1,17,24,36,5,"SHIRTS/JACKETS",,,,,,,,,,,101024036
1,17,24,36,8,"CLOTH FOR GARMENTS",15,,,,,,,,15,,101024036
1,17,24,36,10,"FOOTWEAR",15,,,,,,25,,40,,101024036
1,17,24,38,5,"SHIRTS/JACKETS",10,,,,,,,,10,,101024038
1,17,24,38,4,"TROUSERS",15,,,,,,,,15,,101024038
1,17,24,38,2,"SMOCKS",,,,,,,,,,,101024038
1,17,24,38,11,"TAILORING/LAUNDRY/CLEANING, CL",20,,,,,,15,,35,,101024038
1,17,24,38,8,"CLOTH FOR GARMENTS",20,,,,,,,,20,,101024038
1,17,24,38,9,"OTHER GARMENTS AND CLOTHING",,,,,,,10,,10,,101024038
1,17,24,38,10,"FOOTWEAR",40,,,,6,,21,,67,,101024038
1,17,24,38,7,"UNDERWEAR",10,,,,,,5,,15,,101024038
1,17,24,38,6,"JEANS",,,,,,,,,,,101024038
1,17,24,38,1,"SUITS",,,,,,,,,,,101024038
1,17,24,38,3,"CLOTH",,,,,,,32,,32,,101024038
1,17,24,39,1,"SUITS",,,,,,,,,,,101024039
1,17,24,39,3,"CLOTH",,,,,,,,,,,101024039
1,17,24,39,9,"OTHER GARMENTS AND CLOTHING",15,,,,50,,65,,130,,101024039
1,17,24,39,6,"JEANS",6,,,,45,,22,,73,,101024039
1,17,24,39,4,"TROUSERS",12,,,,45,,,,57,,101024039
1,17,24,39,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,13,,13,,101024039
1,17,24,39,7,"UNDERWEAR",10,,,,37,,45,,92,,101024039
1,17,24,39,2,"SMOCKS",,,,,,,,,,,101024039
1,17,24,39,8,"CLOTH FOR GARMENTS",7,,,,20,,38,,65,,101024039
1,17,24,39,10,"FOOTWEAR",12,,,,25,,22,,59,,101024039
1,17,24,39,5,"SHIRTS/JACKETS",15,,,,58,,15,,88,,101024039
1,17,24,42,2,"SMOCKS",,,,,,,,,,,101024042
1,17,24,42,4,"TROUSERS",,,,,8,,,,8,,101024042
1,17,24,42,7,"UNDERWEAR",,,,,20,,,,20,,101024042
1,17,24,42,1,"SUITS",,,,,,,,,,,101024042
1,17,24,42,6,"JEANS",,,,,36,,,,36,,101024042
1,17,24,42,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,40,,,,40,,101024042
1,17,24,42,3,"CLOTH",,,,,80,,,,80,,101024042
1,17,24,42,9,"OTHER GARMENTS AND CLOTHING",,,,,30,,,,30,,101024042
1,17,24,42,5,"SHIRTS/JACKETS",,,,,80,,,,80,,101024042
1,17,24,42,10,"FOOTWEAR",,,,,35,,,,35,,101024042
1,17,24,42,8,"CLOTH FOR GARMENTS",,,,,24,,,,24,,101024042
1,17,24,43,8,"CLOTH FOR GARMENTS",20,,,,,,10,,30,,101024043
1,17,24,43,5,"SHIRTS/JACKETS",,,,,10,,,,10,,101024043
1,17,24,43,2,"SMOCKS",,,,,,,,,,,101024043
1,17,24,43,1,"SUITS",,,,,,,,,,,101024043
1,17,24,43,11,"TAILORING/LAUNDRY/CLEANING, CL",7,,,,15,,30,,52,,101024043
1,17,24,43,6,"JEANS",,,,,15,,,,15,,101024043
1,17,24,43,7,"UNDERWEAR",5,,,,7,,,,12,,101024043
1,17,24,43,4,"TROUSERS",,,,,,,,,,,101024043
1,17,24,43,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101024043
1,17,24,43,10,"FOOTWEAR",10,,,,20,,45,,75,,101024043
1,17,24,43,3,"CLOTH",,,,,30,,60,,90,,101024043
1,17,24,45,8,"CLOTH FOR GARMENTS",30,,,,25,,30,,85,,101024045
1,17,24,45,1,"SUITS",,,,,,,,,,,101024045
1,17,24,45,5,"SHIRTS/JACKETS",,,,,,,,,,,101024045
1,17,24,45,4,"TROUSERS",10,,,,,,,,10,,101024045
1,17,24,45,10,"FOOTWEAR",20,,,,15,,30,,65,,101024045
1,17,24,45,2,"SMOCKS",,,,,,,,,,,101024045
1,17,24,45,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,10,,15,,25,,101024045
1,17,24,45,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101024045
1,17,24,45,6,"JEANS",,,,,,,,,,,101024045
1,17,24,45,7,"UNDERWEAR",5,,,,10,,5,,20,,101024045
1,17,24,45,3,"CLOTH",,,,,30,,45,,75,,101024045
1,17,24,50,2,"SMOCKS",,,,,,,,,,,101024050
1,17,24,50,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101024050
1,17,24,50,4,"TROUSERS",,,,,15,,,,15,,101024050
1,17,24,50,10,"FOOTWEAR",,,,,12,,,,12,,101024050
1,17,24,50,3,"CLOTH",,,,,,,,,,,101024050
1,17,24,50,5,"SHIRTS/JACKETS",,,,,20,,,,20,,101024050
1,17,24,50,7,"UNDERWEAR",,,,,10,,,,10,,101024050
1,17,24,50,8,"CLOTH FOR GARMENTS",,,,,,,,,,,101024050
1,17,24,50,1,"SUITS",,,,,,,,,,,101024050
1,17,24,50,6,"JEANS",,,,,,,,,,,101024050
1,17,24,50,9,"OTHER GARMENTS AND CLOTHING",,,,,20,,,,20,,101024050
1,17,24,51,8,"CLOTH FOR GARMENTS",30,,,,10,,50,,90,,101024051
1,17,24,51,7,"UNDERWEAR",,,,,,,10,,10,,101024051
1,17,24,51,4,"TROUSERS",,,,,6,,,,6,,101024051
1,17,24,51,2,"SMOCKS",,,,,,,,,,,101024051
1,17,24,51,1,"SUITS",,,,,,,,,,,101024051
1,17,24,51,10,"FOOTWEAR",15,,,,10,,20,,45,,101024051
1,17,24,51,5,"SHIRTS/JACKETS",,,,,,,,,,,101024051
1,17,24,51,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101024051
1,17,24,51,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,6,,6,,101024051
1,17,24,51,6,"JEANS",,,,,6,,,,6,,101024051
1,17,24,51,3,"CLOTH",,,,,,,30,,30,,101024051
1,2,25,2,1,"SUITS",,,,,,,,,,,101025002
1,2,25,2,4,"TROUSERS",8,,,,,,,,8,,101025002
1,2,25,2,10,"FOOTWEAR",30,,,,35,,30,,95,,101025002
1,2,25,2,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101025002
1,2,25,2,8,"CLOTH FOR GARMENTS",40,,,,45,,20,,105,,101025002
1,2,25,2,11,"TAILORING/LAUNDRY/CLEANING, CL",10,,,,,,10,,20,,101025002
1,2,25,2,7,"UNDERWEAR",15,,,,,,10,,25,,101025002
1,2,25,2,6,"JEANS",,,,,,,,,,,101025002
1,2,25,2,3,"CLOTH",,,,,,,45,,45,,101025002
1,2,25,2,5,"SHIRTS/JACKETS",,,,,,,,,,,101025002
1,2,25,2,2,"SMOCKS",,,,,,,,,,,101025002
1,2,25,3,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101025003
1,2,25,3,8,"CLOTH FOR GARMENTS",40,,,,30,,50,,120,,101025003
1,2,25,3,7,"UNDERWEAR",15,,,,15,,10,,40,,101025003
1,2,25,3,10,"FOOTWEAR",30,,,,20,,25,,75,,101025003
1,2,25,3,4,"TROUSERS",,,,,,,,,,,101025003
1,2,25,3,2,"SMOCKS",,,,,,,,,,,101025003
1,2,25,3,11,"TAILORING/LAUNDRY/CLEANING, CL",10,,,,40,,,,50,,101025003
1,2,25,3,3,"CLOTH",,,,,45,,30,,75,,101025003
1,2,25,3,5,"SHIRTS/JACKETS",,,,,,,,,,,101025003
1,2,25,3,6,"JEANS",,,,,,,,,,,101025003
1,2,25,3,1,"SUITS",,,,,,,,,,,101025003
1,2,25,6,4,"TROUSERS",,,,,,,,,,,101025006
1,2,25,6,5,"SHIRTS/JACKETS",5,,,,,,,,5,,101025006
1,2,25,6,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101025006
1,2,25,6,2,"SMOCKS",,,,,,,,,,,101025006
1,2,25,6,1,"SUITS",,,,,,,,,,,101025006
1,2,25,6,10,"FOOTWEAR",45,,,,25,,30,,100,,101025006
1,2,25,6,3,"CLOTH",,,,,40,,30,,70,,101025006
1,2,25,6,6,"JEANS",10,,,,,,,,10,,101025006
1,2,25,6,8,"CLOTH FOR GARMENTS",50,,,,20,,35,,105,,101025006
1,2,25,6,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101025006
1,2,25,6,7,"UNDERWEAR",15,,,,10,,15,,40,,101025006
1,2,25,12,2,"SMOCKS",,,,,,,,,,,101025012
1,2,25,12,11,"TAILORING/LAUNDRY/CLEANING, CL",10,,,,,,,,10,,101025012
1,2,25,12,8,"CLOTH FOR GARMENTS",30,,,,,,20,,50,,101025012
1,2,25,12,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101025012
