"id1","id2","id3","id4","item_id","itemname","s11ba_1","s11ba_2","s11bb_1","s11bb_2","s11bc_1","s11bc_2","s11bd_1","s11bd_2","s11be_1","s11be_2","hhno"
1,6,1,2,4,"TROUSERS",,,,,,,,,,,101001002
1,6,1,2,8,"CLOTH FOR GARMENTS",45,,,,60,,80,,185,,101001002
1,6,1,2,10,"FOOTWEAR",15,,,,40,,25,,80,,101001002
1,6,1,2,1,"SUITS",,,,,,,,,,,101001002
1,6,1,2,7,"UNDERWEAR",,,,,,,,,,,101001002
1,6,1,2,5,"SHIRTS/JACKETS",,,,,,,,,,,101001002
1,6,1,2,2,"SMOCKS",,,,,,,,,,,101001002
1,6,1,2,6,"JEANS",,,,,,,,,,,101001002
1,6,1,2,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,13,,13,,101001002
1,6,1,2,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101001002
1,6,1,2,3,"CLOTH",,,,,,,,,,,101001002
1,6,1,3,4,"TROUSERS",,,,,,,,,,,101001003
1,6,1,3,1,"SUITS",,,,,,,,,,,101001003
1,6,1,3,8,"CLOTH FOR GARMENTS",,,,,56,,,,56,,101001003
1,6,1,3,2,"SMOCKS",,,,,,,,,,,101001003
1,6,1,3,3,"CLOTH",,,,,60,,70,,130,,101001003
1,6,1,3,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,12,,24,,36,,101001003
1,6,1,3,10,"FOOTWEAR",,,,,12,,20,,32,,101001003
1,6,1,3,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101001003
1,6,1,3,5,"SHIRTS/JACKETS",,,,,,,,,,,101001003
1,6,1,3,6,"JEANS",,,,,,,,,,,101001003
1,6,1,3,7,"UNDERWEAR",,,,,,,,,,,101001003
1,6,1,4,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101001004
1,6,1,4,6,"JEANS",,,,,24,,,,24,,101001004
1,6,1,4,1,"SUITS",,,,,,,,,,,101001004
1,6,1,4,4,"TROUSERS",,,,,20,,,,20,,101001004
1,6,1,4,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101001004
1,6,1,4,5,"SHIRTS/JACKETS",,,,,15,,,,15,,101001004
1,6,1,4,7,"UNDERWEAR",,,,,10,,,,10,,101001004
1,6,1,4,8,"CLOTH FOR GARMENTS",,,,,,,,,,,101001004
1,6,1,4,10,"FOOTWEAR",,,,,20,,,,20,,101001004
1,6,1,4,2,"SMOCKS",,,,,,,,,,,101001004
1,6,1,4,3,"CLOTH",,,,,30,,,,30,,101001004
1,6,1,9,6,"JEANS",,,,,,,,,,,101001009
1,6,1,9,5,"SHIRTS/JACKETS",,,,,,,,,,,101001009
1,6,1,9,4,"TROUSERS",,,,,24,50,,,24,50,101001009
1,6,1,9,1,"SUITS",,,,,,,,,,,101001009
1,6,1,9,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101001009
1,6,1,9,3,"CLOTH",,,,,,,90,,90,,101001009
1,6,1,9,7,"UNDERWEAR",,,,,,,,,,,101001009
1,6,1,9,8,"CLOTH FOR GARMENTS",,,,,20,,20,,40,,101001009
1,6,1,9,2,"SMOCKS",,,,,,,,,,,101001009
1,6,1,9,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101001009
1,6,1,9,10,"FOOTWEAR",,,,,24,,10,,34,,101001009
1,6,1,10,2,"SMOCKS",,,,,,,,,,,101001010
1,6,1,10,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,15,,15,,101001010
1,6,1,10,5,"SHIRTS/JACKETS",,,,,,,,,,,101001010
1,6,1,10,7,"UNDERWEAR",,,,,,,,,,,101001010
1,6,1,10,10,"FOOTWEAR",,,,,,,13,,13,,101001010
1,6,1,10,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101001010
1,6,1,10,8,"CLOTH FOR GARMENTS",,,,,,,,,,,101001010
1,6,1,10,1,"SUITS",,,,,,,,,,,101001010
1,6,1,10,6,"JEANS",,,,,,,,,,,101001010
1,6,1,10,4,"TROUSERS",,,,,,,,,,,101001010
1,6,1,10,3,"CLOTH",,,,,,,100,,100,,101001010
1,6,1,12,6,"JEANS",,,,,,,,,,,101001012
1,6,1,12,5,"SHIRTS/JACKETS",,,,,,,,,,,101001012
1,6,1,12,8,"CLOTH FOR GARMENTS",,,,,50,,,,50,,101001012
1,6,1,12,1,"SUITS",,,,,,,,,,,101001012
1,6,1,12,3,"CLOTH",,,,,,,20,,20,,101001012
1,6,1,12,7,"UNDERWEAR",,,,,,,,,,,101001012
1,6,1,12,4,"TROUSERS",,,,,,,,,,,101001012
1,6,1,12,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,20,,10,,30,,101001012
1,6,1,12,2,"SMOCKS",,,,,,,,,,,101001012
1,6,1,12,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101001012
1,6,1,12,10,"FOOTWEAR",,,,,20,,20,,40,,101001012
1,6,1,13,5,"SHIRTS/JACKETS",,,,,,,,,,,101001013
1,6,1,13,1,"SUITS",,,,,,,,,,,101001013
1,6,1,13,2,"SMOCKS",,,,,,,,,,,101001013
1,6,1,13,8,"CLOTH FOR GARMENTS",,,30,,,,,,30,,101001013
1,6,1,13,4,"TROUSERS",,,,,,,,,,,101001013
1,6,1,13,10,"FOOTWEAR",,,8,,,,5,,13,,101001013
1,6,1,13,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101001013
1,6,1,13,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101001013
1,6,1,13,6,"JEANS",,,,,,,,,,,101001013
1,6,1,13,7,"UNDERWEAR",,,,,,,,,,,101001013
1,6,1,13,3,"CLOTH",,,,,,,66,,66,,101001013
1,6,1,15,11,"TAILORING/LAUNDRY/CLEANING, CL",10,,,,,,15,,25,,101001015
1,6,1,15,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101001015
1,6,1,15,10,"FOOTWEAR",10,,,,,,20,,30,,101001015
1,6,1,15,3,"CLOTH",,,,,,,50,,50,,101001015
1,6,1,15,6,"JEANS",,,,,,,,,,,101001015
1,6,1,15,2,"SMOCKS",,,,,,,,,,,101001015
1,6,1,15,5,"SHIRTS/JACKETS",,,,,,,,,,,101001015
1,6,1,15,1,"SUITS",,,,,,,,,,,101001015
1,6,1,15,7,"UNDERWEAR",,,,,,,,,,,101001015
1,6,1,15,4,"TROUSERS",,,,,,,,,,,101001015
1,6,1,15,8,"CLOTH FOR GARMENTS",50,,,,,,10,,60,,101001015
1,6,1,22,1,"SUITS",,,,,,,,,,,101001022
1,6,1,22,3,"CLOTH",,,,,,,50,,50,,101001022
1,6,1,22,5,"SHIRTS/JACKETS",,,,,,,,,,,101001022
1,6,1,22,4,"TROUSERS",,,,,,,,,,,101001022
1,6,1,22,10,"FOOTWEAR",20,,,,40,,30,,90,,101001022
1,6,1,22,7,"UNDERWEAR",,,,,,,,,,,101001022
1,6,1,22,2,"SMOCKS",,,,,,,,,,,101001022
1,6,1,22,11,"TAILORING/LAUNDRY/CLEANING, CL",15,,,,30,,30,,75,,101001022
1,6,1,22,6,"JEANS",,,,,,,,,,,101001022
1,6,1,22,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101001022
1,6,1,22,8,"CLOTH FOR GARMENTS",40,,,,40,,,,80,,101001022
1,6,1,23,2,"SMOCKS",,,,,,,,,,,101001023
1,6,1,23,3,"CLOTH",,,,,,,,,,,101001023
1,6,1,23,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101001023
1,6,1,23,4,"TROUSERS",,,,,,,,,,,101001023
1,6,1,23,6,"JEANS",,,,,,,,,,,101001023
1,6,1,23,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101001023
1,6,1,23,5,"SHIRTS/JACKETS",,,,,,,,,,,101001023
1,6,1,23,1,"SUITS",,,,,,,,,,,101001023
1,6,1,23,8,"CLOTH FOR GARMENTS",,,,,,,,,,,101001023
1,6,1,23,7,"UNDERWEAR",,,,,,,,,,,101001023
1,6,1,23,10,"FOOTWEAR",,,,,,,10,,10,,101001023
1,6,1,24,5,"SHIRTS/JACKETS",,,,,,,,,,,101001024
1,6,1,24,1,"SUITS",,,,,,,,,,,101001024
1,6,1,24,8,"CLOTH FOR GARMENTS",,,,,,,,,,,101001024
1,6,1,24,10,"FOOTWEAR",30,,,,20,,30,,80,,101001024
1,6,1,24,2,"SMOCKS",,,,,,,,,,,101001024
1,6,1,24,7,"UNDERWEAR",10,,,,10,,5,,25,,101001024
1,6,1,24,9,"OTHER GARMENTS AND CLOTHING",50,,,,,,,,50,,101001024
1,6,1,24,4,"TROUSERS",,,,,,,,,,,101001024
1,6,1,24,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101001024
1,6,1,24,3,"CLOTH",,,,,30,,50,,80,,101001024
1,6,1,24,6,"JEANS",,,,,,,,,,,101001024
1,6,1,26,1,"SUITS",,,,,,,,,,,101001026
1,6,1,26,2,"SMOCKS",,,,,,,,,,,101001026
1,6,1,26,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,7,,7,,101001026
1,6,1,26,8,"CLOTH FOR GARMENTS",70,,,,45,,20,,135,,101001026
1,6,1,26,10,"FOOTWEAR",15,,,,15,,7,,37,,101001026
1,6,1,26,4,"TROUSERS",,,,,,,,,,,101001026
1,6,1,26,3,"CLOTH",,,,,,,18,,18,,101001026
1,6,1,26,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101001026
1,6,1,26,6,"JEANS",,,,,30,,,,30,,101001026
1,6,1,26,5,"SHIRTS/JACKETS",,,,,,,,,,,101001026
1,6,1,26,7,"UNDERWEAR",,,,,,,,,,,101001026
1,6,1,29,8,"CLOTH FOR GARMENTS",20,,,,50,,20,,90,,101001029
1,6,1,29,1,"SUITS",,,,,,,,,,,101001029
1,6,1,29,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101001029
1,6,1,29,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101001029
1,6,1,29,4,"TROUSERS",,,,,,,,,,,101001029
1,6,1,29,6,"JEANS",,,,,,,,,,,101001029
1,6,1,29,7,"UNDERWEAR",,,,,,,,,,,101001029
1,6,1,29,10,"FOOTWEAR",10,,,,15,,20,,45,,101001029
1,6,1,29,3,"CLOTH",,,,,30,,60,,90,,101001029
1,6,1,29,2,"SMOCKS",,,,,,,,,,,101001029
1,6,1,29,5,"SHIRTS/JACKETS",,,,,,,,,,,101001029
1,6,1,34,4,"TROUSERS",,,,,,,,,,,101001034
1,6,1,34,2,"SMOCKS",,,,,,,,,,,101001034
1,6,1,34,8,"CLOTH FOR GARMENTS",130,,,,40,,,,170,,101001034
1,6,1,34,7,"UNDERWEAR",,,,,,,,,,,101001034
1,6,1,34,6,"JEANS",,,,,,,,,,,101001034
1,6,1,34,3,"CLOTH",,,55,,120,,100,,275,,101001034
1,6,1,34,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101001034
1,6,1,34,1,"SUITS",,,,,,,,,,,101001034
1,6,1,34,11,"TAILORING/LAUNDRY/CLEANING, CL",20,,10,,30,,37,,97,,101001034
1,6,1,34,5,"SHIRTS/JACKETS",,,,,,,,,,,101001034
1,6,1,34,10,"FOOTWEAR",52,,,,22,,24,,98,,101001034
1,6,1,35,2,"SMOCKS",,,,,40,,,,40,,101001035
1,6,1,35,3,"CLOTH",,,,,,,,,,,101001035
1,6,1,35,8,"CLOTH FOR GARMENTS",20,,,,7,,,,27,,101001035
1,6,1,35,7,"UNDERWEAR",,,,,,,5,,5,,101001035
1,6,1,35,5,"SHIRTS/JACKETS",,,,,,,12,,12,,101001035
1,6,1,35,4,"TROUSERS",,,,,,,,,,,101001035
1,6,1,35,10,"FOOTWEAR",10,,,,15,,,,25,,101001035
1,6,1,35,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101001035
1,6,1,35,6,"JEANS",5,,,,,,10,,15,,101001035
1,6,1,35,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101001035
1,6,1,35,1,"SUITS",,,,,,,,,,,101001035
1,6,2,2,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101002002
1,6,2,2,5,"SHIRTS/JACKETS",,,5,,,,,,5,,101002002
1,6,2,2,8,"CLOTH FOR GARMENTS",,,,,,,,,,,101002002
1,6,2,2,1,"SUITS",,,,,,,,,,,101002002
1,6,2,2,9,"OTHER GARMENTS AND CLOTHING",,,3,,,,,,3,,101002002
1,6,2,2,6,"JEANS",,,,,,,,,,,101002002
1,6,2,2,4,"TROUSERS",,,2,,,,,,2,,101002002
1,6,2,2,10,"FOOTWEAR",,,7,,,,,,7,,101002002
1,6,2,2,7,"UNDERWEAR",,,7,,,,,,7,,101002002
1,6,2,2,2,"SMOCKS",,,,,,,,,,,101002002
1,6,2,2,3,"CLOTH",,,,,,,,,,,101002002
1,6,2,4,9,"OTHER GARMENTS AND CLOTHING",,,10,,,,,,10,,101002004
1,6,2,4,3,"CLOTH",,,,,,,,,,,101002004
1,6,2,4,7,"UNDERWEAR",,,,,,,,,,,101002004
1,6,2,4,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101002004
1,6,2,4,4,"TROUSERS",,,5,,,,,,5,,101002004
1,6,2,4,1,"SUITS",,,,,,,,,,,101002004
1,6,2,4,2,"SMOCKS",,,,,,,,,,,101002004
1,6,2,4,6,"JEANS",,,,,,,,,,,101002004
1,6,2,4,10,"FOOTWEAR",,,4,,,,,,4,,101002004
1,6,2,4,5,"SHIRTS/JACKETS",,,7,,,,,,7,,101002004
1,6,2,4,8,"CLOTH FOR GARMENTS",,,,,,,,,,,101002004
1,6,2,16,10,"FOOTWEAR",10,,,,60,,60,,130,,101002016
1,6,2,16,6,"JEANS",,,,,,,,,,,101002016
1,6,2,16,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,10,,10,,101002016
1,6,2,16,2,"SMOCKS",,,,,,,,,,,101002016
1,6,2,16,8,"CLOTH FOR GARMENTS",,,,,,,40,,40,,101002016
1,6,2,16,3,"CLOTH",,,,,,,,,,,101002016
1,6,2,16,4,"TROUSERS",8,,,,28,,,,36,,101002016
1,6,2,16,1,"SUITS",,,,,,,,,,,101002016
1,6,2,16,7,"UNDERWEAR",12,,,,20,,40,,72,,101002016
1,6,2,16,5,"SHIRTS/JACKETS",10,,,,35,,9,,54,,101002016
1,6,2,16,9,"OTHER GARMENTS AND CLOTHING",20,,,,35,,42,,97,,101002016
1,6,2,19,4,"TROUSERS",,,,,,,50,,50,,101002019
1,6,2,19,5,"SHIRTS/JACKETS",,,,,,,100,,100,,101002019
1,6,2,19,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,60,,60,,101002019
1,6,2,19,7,"UNDERWEAR",,,,,,,10,,10,,101002019
1,6,2,19,2,"SMOCKS",,,,,,,,,,,101002019
1,6,2,19,3,"CLOTH",,,,,,,,,,,101002019
1,6,2,19,9,"OTHER GARMENTS AND CLOTHING",,,,,,,50,,50,,101002019
1,6,2,19,10,"FOOTWEAR",,,,,,,70,,70,,101002019
1,6,2,19,8,"CLOTH FOR GARMENTS",,,,,,,150,,150,,101002019
1,6,2,19,1,"SUITS",,,,,,,,,,,101002019
1,6,2,19,6,"JEANS",,,,,,,30,,30,,101002019
1,6,2,21,10,"FOOTWEAR",,,,,7,,,,7,,101002021
1,6,2,21,3,"CLOTH",,,,,,,,,,,101002021
1,6,2,21,8,"CLOTH FOR GARMENTS",,,,,,,,,,,101002021
1,6,2,21,1,"SUITS",,,,,,,,,,,101002021
1,6,2,21,7,"UNDERWEAR",,,,,3,,,,3,,101002021
1,6,2,21,6,"JEANS",,,,,11,,,,11,,101002021
1,6,2,21,5,"SHIRTS/JACKETS",,,,,20,,,,20,,101002021
1,6,2,21,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101002021
1,6,2,21,2,"SMOCKS",,,,,,,,,,,101002021
1,6,2,21,4,"TROUSERS",,,,,12,,,,12,,101002021
1,6,2,21,9,"OTHER GARMENTS AND CLOTHING",,,,,6,,,,6,,101002021
1,6,2,23,3,"CLOTH",,,,,60,,,,60,,101002023
1,6,2,23,7,"UNDERWEAR",15,,,,18,,35,,68,,101002023
1,6,2,23,1,"SUITS",,,,,,,,,,,101002023
1,6,2,23,6,"JEANS",,,,,30,,,,30,,101002023
1,6,2,23,8,"CLOTH FOR GARMENTS",,,,,,,40,,40,,101002023
1,6,2,23,9,"OTHER GARMENTS AND CLOTHING",50,,,,50,,70,,170,,101002023
1,6,2,23,10,"FOOTWEAR",40,,,,45,,40,,125,,101002023
1,6,2,23,5,"SHIRTS/JACKETS",12,,,,20,,,,32,,101002023
1,6,2,23,4,"TROUSERS",20,,,,25,,,,45,,101002023
1,6,2,23,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,10,,10,,101002023
1,6,2,23,2,"SMOCKS",,,,,,,,,,,101002023
1,6,2,24,10,"FOOTWEAR",,,7,,,,16,,23,,101002024
1,6,2,24,2,"SMOCKS",,,,,,,,,,,101002024
1,6,2,24,1,"SUITS",,,,,,,,,,,101002024
1,6,2,24,4,"TROUSERS",,,15,,,,,,15,,101002024
1,6,2,24,6,"JEANS",,,,,,,,,,,101002024
1,6,2,24,8,"CLOTH FOR GARMENTS",,,,,,,,,,,101002024
1,6,2,24,3,"CLOTH",,,,,,,60,,60,,101002024
1,6,2,24,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101002024
1,6,2,24,9,"OTHER GARMENTS AND CLOTHING",,,4,,,,7,,11,,101002024
1,6,2,24,7,"UNDERWEAR",,,,,6,,12,,18,,101002024
1,6,2,24,5,"SHIRTS/JACKETS",,,5,,,,,,5,,101002024
1,6,2,25,2,"SMOCKS",,,,,,,,,,,101002025
1,6,2,25,5,"SHIRTS/JACKETS",,,32,,45,,,,77,,101002025
1,6,2,25,9,"OTHER GARMENTS AND CLOTHING",20,,18,,36,,,,74,,101002025
1,6,2,25,11,"TAILORING/LAUNDRY/CLEANING, CL",10,,21,,18,,,,49,,101002025
1,6,2,25,6,"JEANS",,,,,65,,,,65,,101002025
1,6,2,25,3,"CLOTH",,,,,,,,,,,101002025
1,6,2,25,4,"TROUSERS",,,20,,50,,,,70,,101002025
1,6,2,25,1,"SUITS",,,,,,,,,,,101002025
1,6,2,25,7,"UNDERWEAR",18,,45,,58,,,,121,,101002025
1,6,2,25,8,"CLOTH FOR GARMENTS",15,,35,,20,,,,70,,101002025
1,6,2,25,10,"FOOTWEAR",25,,20,,75,,,,120,,101002025
1,6,2,28,5,"SHIRTS/JACKETS",,,,,35,,15,,50,,101002028
1,6,2,28,2,"SMOCKS",,,,,,,,,,,101002028
1,6,2,28,8,"CLOTH FOR GARMENTS",26,,,,17,,62,,105,,101002028
1,6,2,28,3,"CLOTH",,,,,70,,,,70,,101002028
1,6,2,28,7,"UNDERWEAR",45,,,,23,,60,,128,,101002028
1,6,2,28,9,"OTHER GARMENTS AND CLOTHING",30,,,,60,,100,,190,,101002028
1,6,2,28,10,"FOOTWEAR",50,,,,37,,75,,162,,101002028
1,6,2,28,1,"SUITS",,,,,,,,,,,101002028
1,6,2,28,4,"TROUSERS",,,,,18,,,,18,,101002028
1,6,2,28,11,"TAILORING/LAUNDRY/CLEANING, CL",18,,,,15,,22,,55,,101002028
1,6,2,28,6,"JEANS",9,,,,30,,38,,77,,101002028
1,6,2,29,10,"FOOTWEAR",,,,,,,100,,100,,101002029
1,6,2,29,5,"SHIRTS/JACKETS",,,,,,,100,,100,,101002029
1,6,2,29,7,"UNDERWEAR",,,,,,,150,,150,,101002029
1,6,2,29,8,"CLOTH FOR GARMENTS",,,,,,,140,,140,,101002029
1,6,2,29,1,"SUITS",,,,,,,,,,,101002029
1,6,2,29,6,"JEANS",,,,,,,100,,100,,101002029
1,6,2,29,4,"TROUSERS",,,,,,,40,,40,,101002029
1,6,2,29,3,"CLOTH",,,,,,,,,,,101002029
1,6,2,29,2,"SMOCKS",,,,,,,,,,,101002029
1,6,2,29,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,100,,100,,101002029
1,6,2,29,9,"OTHER GARMENTS AND CLOTHING",,,,,,,200,,200,,101002029
1,6,2,37,1,"SUITS",,,,,,,,,,,101002037
1,6,2,37,11,"TAILORING/LAUNDRY/CLEANING, CL",15,,,,,,25,,40,,101002037
1,6,2,37,7,"UNDERWEAR",20,,,,,,30,,50,,101002037
1,6,2,37,2,"SMOCKS",,,,,,,,,,,101002037
1,6,2,37,9,"OTHER GARMENTS AND CLOTHING",12,,,,,,20,,32,,101002037
1,6,2,37,3,"CLOTH",,,,,,,,,,,101002037
1,6,2,37,10,"FOOTWEAR",25,,,,,,30,,55,,101002037
1,6,2,37,4,"TROUSERS",,,,,,,40,,40,,101002037
1,6,2,37,6,"JEANS",,,,,,,15,,15,,101002037
1,6,2,37,8,"CLOTH FOR GARMENTS",40,,,,,,60,,100,,101002037
1,6,2,37,5,"SHIRTS/JACKETS",,,,,,,20,,20,,101002037
1,6,2,41,3,"CLOTH",,,,,,,,,,,101002041
1,6,2,41,4,"TROUSERS",5,,,,15,,,,20,,101002041
1,6,2,41,6,"JEANS",,,,,25,,20,,45,,101002041
1,6,2,41,9,"OTHER GARMENTS AND CLOTHING",20,,,,25,,30,,75,,101002041
1,6,2,41,7,"UNDERWEAR",18,,,,15,,30,,63,,101002041
1,6,2,41,10,"FOOTWEAR",15,,,,10,,12,,37,,101002041
1,6,2,41,5,"SHIRTS/JACKETS",15,,,,30,,10,,55,,101002041
1,6,2,41,1,"SUITS",,,,,,,,,,,101002041
1,6,2,41,8,"CLOTH FOR GARMENTS",,,,,,,50,,50,,101002041
1,6,2,41,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101002041
1,6,2,41,2,"SMOCKS",,,,,,,,,,,101002041
1,6,2,43,1,"SUITS",,,,,,,,,,,101002043
1,6,2,43,9,"OTHER GARMENTS AND CLOTHING",,,,,,,20,,20,,101002043
1,6,2,43,4,"TROUSERS",,,,,,,15,,15,,101002043
1,6,2,43,5,"SHIRTS/JACKETS",,,,,,,9,,9,,101002043
1,6,2,43,8,"CLOTH FOR GARMENTS",,,,,,,30,,30,,101002043
1,6,2,43,7,"UNDERWEAR",,,,,,,15,,15,,101002043
1,6,2,43,10,"FOOTWEAR",,,,,,,10,,10,,101002043
1,6,2,43,3,"CLOTH",,,,,,,,,,,101002043
1,6,2,43,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,10,,10,,101002043
1,6,2,43,6,"JEANS",,,,,,,,,,,101002043
1,6,2,43,2,"SMOCKS",,,,,,,,,,,101002043
1,6,2,50,10,"FOOTWEAR",,,,,,,30,,30,,101002050
1,6,2,50,8,"CLOTH FOR GARMENTS",,,,,,,50,,50,,101002050
1,6,2,50,5,"SHIRTS/JACKETS",,,,,,,15,,,,101002050
1,6,2,50,6,"JEANS",,,,,,,35,,35,,101002050
1,6,2,50,9,"OTHER GARMENTS AND CLOTHING",,,,,,,20,,20,,101002050
1,6,2,50,1,"SUITS",,,,,,,,,,,101002050
1,6,2,50,7,"UNDERWEAR",,,,,,,50,,50,,101002050
1,6,2,50,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,15,,15,,101002050
1,6,2,50,3,"CLOTH",,,,,,,,,,,101002050
1,6,2,50,2,"SMOCKS",,,,,,,,,,,101002050
1,6,2,50,4,"TROUSERS",,,,,,,20,,20,,101002050
1,6,2,52,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,20,,20,,101002052
1,6,2,52,1,"SUITS",,,,,,,,,,,101002052
1,6,2,52,3,"CLOTH",,,,,,,30,,30,,101002052
1,6,2,52,5,"SHIRTS/JACKETS",7,,,,10,,,,17,,101002052
1,6,2,52,4,"TROUSERS",,,,,5,,,,5,,101002052
1,6,2,52,2,"SMOCKS",,,,,,,,,,,101002052
1,6,2,52,10,"FOOTWEAR",2,,,,5,,15,,22,,101002052
1,6,2,52,8,"CLOTH FOR GARMENTS",,,,,,,50,,50,,101002052
1,6,2,52,6,"JEANS",,,,,,,,,,,101002052
1,6,2,52,9,"OTHER GARMENTS AND CLOTHING",3,,,,7,,18,,28,,101002052
1,6,2,52,7,"UNDERWEAR",4,,,,5,,20,,29,,101002052
1,1,3,4,4,"TROUSERS",,,,,,,,,,,101003004
1,1,3,4,2,"SMOCKS",,,,,,,,,,,101003004
1,1,3,4,7,"UNDERWEAR",,,,,,,,,,,101003004
1,1,3,4,8,"CLOTH FOR GARMENTS",,,,,,,,,,,101003004
1,1,3,4,3,"CLOTH",,,,,,,,,,,101003004
1,1,3,4,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101003004
1,1,3,4,10,"FOOTWEAR",,,,,,,,,,,101003004
1,1,3,4,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101003004
1,1,3,4,5,"SHIRTS/JACKETS",,,,,,,,,,,101003004
1,1,3,4,6,"JEANS",,,,,,,,,,,101003004
1,1,3,4,1,"SUITS",,,,,,,,,,,101003004
1,1,3,5,5,"SHIRTS/JACKETS",5,,,,,,,,5,,101003005
1,1,3,5,10,"FOOTWEAR",3,,,,,,,,3,,101003005
1,1,3,5,2,"SMOCKS",,,,,,,,,,,101003005
1,1,3,5,4,"TROUSERS",,,,,,,,,,,101003005
1,1,3,5,6,"JEANS",,,,,,,,,,,101003005
1,1,3,5,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101003005
1,1,3,5,8,"CLOTH FOR GARMENTS",,,,,,,,,,,101003005
1,1,3,5,9,"OTHER GARMENTS AND CLOTHING",,,,,,,15,,15,,101003005
1,1,3,5,1,"SUITS",,,,,,,,,,,101003005
1,1,3,5,3,"CLOTH",,,,,,,,,,,101003005
1,1,3,5,7,"UNDERWEAR",3,,,,,,3,,6,,101003005
1,1,3,9,5,"SHIRTS/JACKETS",14,50,,,,,,,14,50,101003009
1,1,3,9,7,"UNDERWEAR",,,,,,,5,,5,,101003009
1,1,3,9,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101003009
1,1,3,9,1,"SUITS",,,,,,,,,,,101003009
1,1,3,9,3,"CLOTH",,,,,,,,,,,101003009
1,1,3,9,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101003009
1,1,3,9,6,"JEANS",,,,,,,,,,,101003009
1,1,3,9,2,"SMOCKS",,,,,,,,,,,101003009
1,1,3,9,4,"TROUSERS",6,,,,,,,,6,,101003009
1,1,3,9,8,"CLOTH FOR GARMENTS",,,,,,,,,,,101003009
1,1,3,9,10,"FOOTWEAR",,,,,,,8,,8,,101003009
1,1,3,11,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,101003011
1,1,3,11,1,"SUITS",,,,,,,,,,,101003011
1,1,3,11,5,"SHIRTS/JACKETS",60,,,,,,,,60,,101003011
1,1,3,11,7,"UNDERWEAR",,,,,,,7,50,7,50,101003011
1,1,3,11,8,"CLOTH FOR GARMENTS",,,,,,,,,,,101003011
1,1,3,11,4,"TROUSERS",39,,,,12,,,,51,,101003011
1,1,3,11,3,"CLOTH",,,,,,,38,,38,,101003011
1,1,3,11,2,"SMOCKS",,,,,,,,,,,101003011
1,1,3,11,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,101003011
1,1,3,11,6,"JEANS",,,,,,,,,,,101003011
1,1,3,11,10,"FOOTWEAR",,,,,,,,,,,101003011
1,1,3,12,8,"CLOTH FOR GARMENTS",,,,,,,50,,50,,101003012
