"id1","id2","hhno","s4aix1_plotno","s4aix_289i","s4aix_289ii","s4aix_290i","s4aix_290ii","s4aix_290iii","s4aix_291i","s4aix_291ii","s4aix_291iii","s4aix_292i","s4aix_292ii","s4aix_292iii","s4aix_293i","s4aix_293ii","s4aix_293iii","s4aix_294i","s4aix_294ii","s4aix_294iii","s4aix_295i","s4aix_295ii","s4aix_295iii","s4aix_296i","s4aix_296ii","s4aix_296iii","s4aix_297i","s4aix_297ii","s4aix_297iii","s4aix_298i","s4aix_298ii","s4aix_298iii"
5,12,105170011,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,105170011,1,2,5,,,,,,,,,,9,8,1,8,8,1,,,,8,8,3,1,8,5,,,
5,12,105170012,4,1,6,,,,,,,,,,7,6,1,,,,,,,,,,,,,,,
5,12,105170012,2,1,6,,,,,,,,,,9,6,1,2,6,1,,,,8,6,7,2,6,1,,,
5,12,105170012,3,,,,,,,,,,,,,,,5,6,1,,,,,,,,,,,,
5,12,105170012,1,1,6,,,,,,,,,,9,5,1,9,5,1,,,,,,,2,5,1,,,
5,12,105170019,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,105170019,1,2,6,1,6,4,,,,,,,,,,2,3,1,,,,1,2,1,,,,2,3,9
5,12,105170021,1,2,6,14,5,3,,,,,,,13,6,1,5,6,1,,,,3,6,1,,,,,,
5,12,105170021,2,2,6,7,6,2,,,,,,,8,6,1,,,,,,,8,6,1,,,,,,
5,12,105170021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,105170022,2,3,8,,,,,,,,,,16,7,1,14,6,1,14,6,2,1,6,4,,,,,,
5,12,105170022,1,2,6,,,,,,,,,,8,6,1,2,6,1,2,6,4,1,6,4,2,6,2,,,
5,12,105170025,1,2,7,,,,,,,,,,2,6,1,2,6,1,,,,2,6,5,,,,,,
5,12,105170025,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,105170025,2,2,7,,,,,,,,,,4,6,1,4,6,1,,,,4,6,5,,,,,,
5,12,105170027,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,105170027,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,105170030,1,1,6,10,4,3,,,,,,,,,,,,,,,,14,4,1,14,4,1,,,
5,12,105170035,1,2,6,3,4,2,,,,,,,,,,4,4,1,,,,,,,,,,,,
5,12,105170035,2,2,5,1,4,1,,,,,,,,,,4,4,1,,,,,,,,,,,,
5,12,105170036,1,2,8,1,6,1,,,,,,,,,,6,6,1,6,6,2,,,,,,,,,
5,12,105170036,2,2,8,1,6,1,,,,,,,,,,6,6,1,6,6,2,,,,,,,,,
5,12,105170037,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,105170037,1,2,8,2,8,4,,,,,,,1,4,1,,,,,,,1,4,8,,,,,,
5,12,105170037,3,2,8,2,8,4,,,,,,,1,4,1,,,,,,,1,4,8,,,,,,
5,13,105171003,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,13,105171003,1,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0
5,13,105171003,2,12,3,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0
5,13,105171004,1,4,7,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,105171005,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,105171010,1,3,6,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
5,13,105171018,1,3,6,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,2,3,1,0,0,0
5,13,105171018,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,13,105171018,3,3,6,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,2,3,1,0,0,0
5,13,105171022,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,105171023,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,105171025,1,3,6,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,105171029,1,11,2,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,14,105173001,2,8,1,5,8,8,,,,,,,,,,,,,,,,,,,,,,,,
5,14,105173001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14,105173001,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14,105173003,1,8,1,,,,,,,1,6,4,,,,4,8,1,,,,,,,,,,,,
5,14,105173004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14,105173005,1,7,12,,,,,,,,,,,,,10,6,1,,,,,,,,,,20,6,8
5,14,105173006,1,3,7,1,12,3,,,,,,,7,8,1,,,,,,,,,,,,,,,
5,14,105173006,2,3,7,3,6,2,,,,,,,,,,3,8,1,,,,,,,3,8,1,,,
5,14,105173009,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14,105173009,1,2,9,7,6,3,,,,,,,60,6,1,60,6,1,60,6,3,,,,,,,,,
5,14,105173013,1,3,8,,,,,,,,,,15,6,1,,,,,,,,,,,,,,,
5,14,105173019,3,3,1,4,8,4,,,,,,,7,8,1,6,9,1,6,9,2,,,,,,,,,
5,14,105173019,4,3,1,6,8,4,,,,,,,6,8,1,6,8,1,6,8,2,,,,,,,,,
5,14,105173019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14,105173019,1,3,1,3,8,4,,,,,,,7,8,1,6,9,1,6,9,2,,,,,,,,,
5,14,105173019,2,3,1,4,9,3,,,,,,,6,9,1,7,8,1,7,8,2,,,,,,,,,
5,14,105173023,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14,105173025,1,3,1,5,8,2,,,,,,,8,8,1,8,8,1,4,8,2,,,,,,,,,
5,14,105173025,2,3,6,8,8,2,,,,,,,8,8,1,8,8,2,4,8,2,,,,,,,,,
5,14,105173025,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14,105173028,1,3,1,7,8,2,,,,,,,,,,7,6,1,,,,,,,,,,7,6,1
5,14,105173028,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14,105173029,1,3,8,4,8,1,,,,,,,,,,15,5,1,,,,,,,,,,,,
5,14,105173031,2,4,1,14,8,5,,,,,,,7,8,1,7,8,1,,,,,,,,,,,,
5,14,105173031,1,4,7,5,8,7,,,,,,,5,7,1,5,4,1,,,,,,,,,,,,
5,14,105173032,2,3,8,1,8,1,,,,,,,12,8,1,10,8,1,14,8,1,,,,,,,,,
5,14,105173032,1,2,12,5,8,3,,,,,,,14,8,1,14,8,1,14,8,1,,,,,,,,,
5,14,105174003,1,2,12,5,5,3,,,,,,,14,5,1,,,,,,,,,,,,,,,
5,14,105174003,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14,105174003,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14,105174007,1,3,2,14,6,3,,,,,,,14,6,1,10,6,1,,,,,,,,,,,,
5,14,105174007,2,3,7,6,6,3,,,,,,,14,7,1,14,7,1,,,,,,,,,,,,
5,14,105174008,1,2,11,6,6,5,,,,,,,,,,7,8,2,,,,,,,,,,,,
5,14,105174011,1,3,12,7,8,3,,,,,,,,,,2,5,2,,,,,,,,,,,,
5,14,105174029,1,3,7,,,,,,,,,,14,8,1,14,6,1,14,6,2,,,,,,,,,
5,14,105174031,1,3,7,7,8,2,,,,,,,,,,14,6,1,,,,,,,,,,,,
5,14,105174032,1,3,7,1,6,3,,,,,,,,,,14,6,1,,,,,,,,,,,,
5,14,105174040,1,4,7,6,6,2,,,,,,,30,8,1,15,8,1,,,,,,,,,,,,
5,14,105174052,1,2,7,,,,,,,,,,12,10,1,12,8,1,5,6,3,,,,,,,,,
5,14,105174053,1,8,1,10,8,3,,,,,,,,,,4,12,1,,,,,,,,,,,,
5,14,105174053,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14,105174054,1,8,12,,,,,,,,,,15,10,1,15,10,1,,,,15,10,4,,,,,,
5,14,105174055,1,8,1,,,,,,,,,,25,10,1,25,10,1,,,,,,,,,,,,
5,14,105174061,3,1,2,2,10,3,,,,,,,8,12,1,8,12,2,,,,,,,,,,,,
5,14,105174061,2,1,2,2,10,3,,,,,,,8,12,1,8,12,2,,,,,,,,,,,,
5,14,105174061,1,1,2,3,12,3,,,,,,,18,12,3,5,6,2,,,,,,,,,,,,
5,14,105174061,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14,105174070,2,3,7,2,8,1,,,,,,,,,,14,7,1,,,,,,,,,,,,
5,14,105174070,1,3,1,,,,,,,,,,,,,30,7,1,,,,,,,,,,,,
5,15,105176003,3,4,5,3,5,2,,,,,,,3,5,1,3,5,1,,,,,,,,,,,,
5,15,105176003,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15,105176003,2,4,5,3,3,3,,,,,,,3,3,1,3,3,1,,,,,,,,,,,,
5,15,105176003,1,10,12,2,6,4,,,,,,,2,6,1,2,6,1,,,,,,,,,,,,
5,15,105176005,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15,105176005,4,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15,105176005,2,4,5,6,5,2,,,,,,,,,,6,5,1,,,,6,5,1,,,,6,5,3
5,15,105176005,1,3,4,2,6,1,,,,,,,,,,9,5,1,,,,,,,,,,9,6,3
5,15,105176006,2,10,12,15,5,2,,,,,,,15,5,1,,,,,,,,,,15,5,2,,,
5,15,105176006,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15,105176006,3,1,3,10,5,2,,,,,,,10,5,1,,,,,,,,,,10,5,1,,,
5,15,105176008,2,10,11,3,5,5,,,,,,,,,,3,5,1,,,,,,,,,,,,
5,15,105176008,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15,105176008,3,2,4,3,5,4,,,,,,,,,,3,5,1,,,,,,,,,,,,
5,15,105176013,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15,105176013,3,3,4,7,6,2,,,,,,,7,6,1,,,,7,6,1,,,,,,,,,
5,15,105176013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15,105176022,2,1,3,9,5,8,,,,,,,,,,9,5,1,,,,,,,,,,,,
5,15,105176022,1,1,3,7,5,3,7,5,1,,,,,,,7,5,1,,,,,,,,,,,,
5,15,105176022,3,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15,105176047,1,10,11,4,5,2,,,,,,,,,,4,5,1,,,,,,,,,,,,
5,15,105176047,2,2,4,2,5,2,,,,,,,,,,2,5,1,,,,,,,,,,,,
5,15,105176090,2,5,7,2,5,2,,,,,,,,,,15,5,1,,,,,,,,,,,,
5,15,105176090,1,3,4,3,5,3,,,,,,,,,,3,5,1,,,,,,,,,,,,
5,15,105176090,3,5,7,2,5,1,,,,,,,,,,30,6,1,,,,,,,,,,,,
5,15,105176092,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15,105176092,1,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15,105177001,1,2,8,,,,,,,,,,60,6,1,60,6,1,,,,,,,,,,,,
5,15,105177002,2,2,5,,,,,,,,,,,,,30,8,1,,,,,,,,,,,,
5,15,105177002,1,2,5,,,,,,,,,,20,8,1,15,8,1,,,,,,,10,8,1,,,
5,15,105177004,1,2,7,4,7,1,,,,,,,4,7,1,4,7,1,,,,3,7,2,3,7,3,4,7,2
5,15,105177008,1,4,8,,,,,,,,,,20,6,1,20,6,1,,,,,,,,,,,,
5,15,105177009,1,2,1,5,8,3,,,,,,,5,8,1,5,8,1,,,,,,,,,,,,
5,15,105177009,2,2,1,3,8,1,,,,,,,2,8,1,2,8,1,,,,,,,,,,,,
5,15,105177010,1,3,7,4,6,2,,,,,,,14,8,3,,,,14,8,3,,,,,,,,,
5,15,105177012,1,5,9,,,,,,,,,,21,6,1,21,6,1,,,,21,6,1,,,,,,
5,15,105177013,1,2,8,,,,,,,,,,7,8,1,10,8,1,5,8,3,,,,,,,,,
5,15,105177027,1,3,7,3,8,2,3,6,1,,,,,,,10,8,1,,,,,,,,,,,,
5,15,105177028,1,3,8,2,6,1,,,,,,,7,6,1,7,5,1,,,,,,,,,,,,
5,15,105177039,2,1,5,,,,,,,,,,16,6,1,4,6,1,,,,,,,,,,,,
5,15,105177039,1,1,5,,,,,,,,,,40,8,1,6,8,1,,,,,,,,,,,,
5,66,105172003,3,2,6,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,66,105172003,2,2,6,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,66,105172003,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,0,0,0,0,0,0
5,66,105172003,1,2,6,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,66,105172009,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0
5,66,105172015,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,1,0,0,0,0,0,0
5,66,105172016,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,66,105172016,2,2,6,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,66,105172019,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,5,4,1,0,0,0
5,66,105172026,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0
5,66,105172028,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,66,105172031,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,66,105172031,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,66,105172031,1,2,6,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,66,105172031,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,66,105172033,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,0,0,0,0,0,0
5,66,105172033,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0
5,66,105172034,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0
5,66,105172034,1,2,6,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,66,105172046,1,2,6,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,67,105149002,1,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105149002,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105149002,3,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105149004,1,2,11,7,10,2,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105149005,1,2,12,7,14,2,,,,,,,,,,,,,,,,,,,10,6,1,,,
5,67,105149013,2,2,7,6,15,3,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105149013,1,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105149015,1,10,2,14,3,16,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105149029,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105149029,1,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105149043,1,2,12,,,,,,,,,,,,,,,,,,,10,5,1,10,3,1,,,
5,67,105149044,1,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105149044,2,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105149046,1,2,12,3,5,3,,,,,,,,,,,,,,,,5,5,1,5,4,1,,,
5,67,105149049,1,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105149067,3,2,3,5,7,4,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105149067,1,2,3,5,7,4,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105149067,2,2,3,3,7,4,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105149069,2,2,3,3,7,4,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105149069,1,2,3,3,7,4,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105149122,1,3,6,,,,,,,,,,5,6,1,,,,,,,,,,,,,,,
5,67,105150001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105150001,3,2,3,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105150001,4,2,3,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105150001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105150006,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105150006,1,1,1,7,5,2,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105150008,3,2,3,1,5,1,,,,,,,,,,,,,,,,4,5,1,,,,,,
5,67,105150008,2,2,3,2,5,2,,,,,,,,,,,,,,,,7,5,1,5,3,1,,,
5,67,105150008,1,2,3,3,5,2,,,,,,,,,,,,,,,,7,5,1,5,3,1,,,
5,67,105150016,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105150017,1,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105150017,2,10,12,4,5,4,,,,,,,,,,,,,,,,5,5,1,,,,,,
5,67,105150021,3,9,1,,,,,,,,,,,,,,,,,,,3,5,2,,,,,,
5,67,105150021,1,2,3,3,5,6,,,,,,,,,,,,,,,,3,5,2,3,2,1,,,
5,67,105150021,2,9,12,,,,,,,,,,,,,,,,,,,3,5,2,3,2,1,,,
5,67,105150028,1,3,4,2,5,1,,,,,,,,,,,,,,,,,,,2,5,1,,,
5,67,105150033,2,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105150033,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105150033,3,2,3,7,4,2,,,,,,,,,,,,,,,,7,5,1,,,,,,
5,67,105150045,2,11,12,2,5,4,,,,,,,,,,,,,,,,3,5,1,2,3,1,,,
5,67,105150045,1,11,12,2,5,6,,,,,,,,,,,,,,,,2,5,1,,,,,,
5,67,105150045,3,11,12,2,5,4,,,,,,,,,,,,,,,,3,5,1,2,3,1,,,
5,67,105150053,2,11,12,14,5,5,,,,,,,,,,,,,,,,14,4,1,,,,,,
5,67,105150053,3,5,6,10,4,5,,,,,,,,,,,,,,,,10,4,1,,,,,,
5,67,105150053,1,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105150053,4,11,12,10,4,5,,,,,,,,,,,,,,,,14,4,1,,,,,,
5,67,105150055,1,11,12,,,,,,,,,,,,,,,,,,,7,5,1,7,4,1,,,
5,67,105150055,2,11,12,,,,,,,,,,,,,,,,,,,7,5,1,5,3,1,,,
5,67,105150058,2,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105150058,4,11,1,,,,,,,,,,,,,,,,,,,5,5,1,,,,,,
5,67,105150058,3,10,12,,,,,,,,,,,,,,,,,,,4,5,1,,,,,,
5,67,105150058,1,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105150061,1,6,7,,,,,,,,,,,,,,,,,,,6,5,3,,,,,,
5,67,105150061,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105150061,2,6,7,,,,,,,,,,,,,,,,,,,6,5,3,,,,,,
5,67,105150061,3,6,7,,,,,,,,,,,,,,,,,,,3,5,2,,,,,,
5,67,105150066,3,8,9,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105150066,2,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105150066,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105150066,4,8,9,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105151006,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105151007,1,2,3,4,4,3,,,,,,,,,,,,,,,,,,,4,3,2,,,
5,67,105151012,1,1,7,5,8,5,,,,,,,,,,,,,,,,5,8,1,,,,,,
5,67,105151014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105151018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105151018,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105151018,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105151029,1,1,3,,,,,,,,,,,,,10,2,2,,,,,,,,,,,,
5,67,105152005,1,3,5,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105152005,2,3,5,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105152006,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105152010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105152011,1,9,12,,,,,,,,,,,,,,,,,,,3,4,1,,,,,,
5,67,105152011,2,9,12,,,,,,,,,,,,,,,,,,,,,,3,4,2,,,
5,67,105152015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105152015,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105152020,1,9,12,,,,,,,,,,,,,,,,,,,3,4,1,,,,,,
5,67,105152023,1,2,4,8,3,2,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105152028,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105152028,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105152028,1,9,12,24,5,3,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105152032,3,6,8,,,,,,,,,,,,,,,,,,,2,5,1,1,6,1,,,
5,67,105152032,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105152032,2,5,8,,,,,,,,,,,,,,,,,,,4,6,1,2,4,,,,
5,67,105152041,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105152041,1,4,6,,,,,,,,,,,,,,,,,,,10,9,1,,,,,,
5,67,105152044,1,3,4,2,5,2,,,,,,,,,,,,,,,,2,5,1,,,,,,
5,67,105152044,2,3,4,2,4,1,,,,,,,,,,,,,,,,2,4,1,,,,,,
5,67,105152045,2,3,4,1,5,4,,,,,,,,,,,,,,,,1,5,1,,,,,,
5,67,105152045,1,3,4,1,5,4,,,,,,,,,,,,,,,,1,5,1,,,,,,
5,67,105152055,3,2,3,,,,,,,,,,,,,,,,,,,3,5,3,,,,,,
5,67,105152055,1,2,3,,,,,,,,,,,,,,,,,,,3,5,3,,,,,,
5,67,105152055,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105153004,2,11,11,,,,,,,,,,,,,,,,,,,,,,8,6,1,,,
5,67,105153004,1,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105153010,1,1,10,,,,,,,,,,,,,,,,,,,,,,12,6,1,,,
5,67,105153013,1,2,11,,,,,,,,,,,,,,,,,,,,,,7,6,1,4,4,1
5,67,105153019,1,3,11,,,,,,,,,,,,,,,,,,,,,,6,6,1,3,6,1
5,67,105153024,2,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105153024,1,11,10,,,,,,,,,,,,,,,,,,,,,,10,5,1,,,
5,67,105153025,1,2,6,1,28,6,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105153029,1,2,6,1,4,4,,,,,,,,,,,,,,,,,,,4,4,1,,,
5,67,105153030,2,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105153030,3,11,10,,,,,,,,,,,,,,,,,,,,,,12,6,1,7,5,1
5,67,105153030,1,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105153037,1,2,11,,,,,,,,,,,,,,,,,,,,,,10,5,1,10,10,2
5,67,105153053,2,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105153053,1,9,8,,,,,,,,,,,,,,,,,,,,,,10,6,1,,,
5,67,105154004,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105154004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105154004,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105154011,3,3,1,,,,,,,,,,,,,,,,,,,,,,12,4,1,4,16,3
5,67,105154011,2,2,6,,,,,,,,,,,,,,,,,,,,,,10,5,1,5,12,3
5,67,105154011,1,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105154021,1,3,6,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105154022,2,,,,,,,,,,,,,,,,,,,,,,,,10,5,1,,,
5,67,105154022,1,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105154022,3,,,,,,,,,,,,,,,,,,,,,,,,10,6,1,,,
5,67,105154032,3,3,11,,,,,,,,,,,,,,,,,,,,,,7,5,1,4,20,3
5,67,105154032,1,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105154032,2,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105154042,1,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105154042,2,11,10,5,12,4,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105154043,1,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105154043,2,1,6,3,21,4,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105154044,1,1,10,,,,,,,,,,,,,,,,,,,,,,10,4,1,,,
5,67,105154051,2,2,5,,,,,,,,,,,,,,,,,,,3,9,1,3,6,1,,,
5,67,105154051,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105154052,1,12,11,,,,,,,,,,,,,,,,,,,,,,7,5,2,7,15,3
5,67,105154061,3,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67,105154061,2,2,5,,,,,,,,,,,,,,,,,,,,,,6,3,1,3,6,3
5,67,105154061,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,68,105137011,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,68,105137011,1,3,2,6,18,3,,,,,,,,,,,,,,,,,,,,,,,,
5,68,105137013,3,9,8,8,20,4,,,,,,,,,,,,,,,,,,,,,,,,
5,68,105137013,1,9,8,10,20,5,,,,,,,,,,,,,,,,,,,,,,,,
5,68,105137013,5,9,8,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,
5,68,105137013,2,9,8,3,6,1,,,,,,,,,,,,,,,,,,,,,,,,
5,68,105137013,4,9,8,6,18,3,,,,,,,,,,,,,,,,,,,,,,,,
5,68,105137013,6,9,8,8,20,5,,,,,,,,,,,,,,,,,,,,,,,,
5,68,105137013,7,9,8,6,15,3,,,,,,,,,,,,,,,,,,,,,,,,
5,68,105137017,2,9,10,3,10,2,,,,,,,,,,,,,,,,,,,,,,,,
