"id1","id2","hhno","s4aix1_plotno","s4aix_289i","s4aix_289ii","s4aix_290i","s4aix_290ii","s4aix_290iii","s4aix_291i","s4aix_291ii","s4aix_291iii","s4aix_292i","s4aix_292ii","s4aix_292iii","s4aix_293i","s4aix_293ii","s4aix_293iii","s4aix_294i","s4aix_294ii","s4aix_294iii","s4aix_295i","s4aix_295ii","s4aix_295iii","s4aix_296i","s4aix_296ii","s4aix_296iii","s4aix_297i","s4aix_297ii","s4aix_297iii","s4aix_298i","s4aix_298ii","s4aix_298iii"
7,119,107256017,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,119,107256017,1,3,1,9,10,7,,,,,,,,,,,,,,,,,,,,,,,,
7,119,107256018,1,8,11,7,5,3,,,,,,,,,,,,,,,,,,,,,,,,
7,119,107256020,1,3,8,,,,,,,,,,,,,,,,,,,,,,20,4,1,,,
7,119,107256028,1,2,8,3,4,1,,,,,,,,,,,,,,,,3,4,1,3,4,1,,,
7,119,107256030,2,3,5,,,,,,,,,,,,,,,,,,,15,5,1,15,5,1,,,
7,119,107256030,1,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,119,107256032,1,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,119,107256032,2,1,12,,,,,,,,,,,,,,,,,,,14,7,1,14,7,1,,,
7,119,107256040,2,3,12,7,10,3,,,,,,,,,,,,,,,,,,,,,,,,
7,119,107256040,1,3,12,5,10,3,,,,,,,,,,,,,,,,,,,,,,,,
7,119,107256040,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,119,107256042,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,119,107256042,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,119,107256042,1,3,12,14,8,6,,,,,,,,,,,,,,,,14,8,1,14,8,1,,,
7,119,107256045,1,3,1,,,,,,,,,,,,,,,,,,,21,8,1,21,8,1,,,
7,119,107256045,3,3,8,,,,,,,,,,,,,,,,,,,7,8,1,7,8,1,,,
7,119,107256045,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107254009,4,4,8,,,,,,,,,,,,,,,,,,,7,5,1,,,,,,
7,120,107254009,1,4,8,,,,,,,,,,,,,,,,,,,6,5,1,,,,,,
7,120,107254009,3,4,8,,,,,,,,,,,,,,,,,,,10,5,1,,,,,,
7,120,107254009,2,4,8,,,,,,,,,,,,,,,,,,,7,5,1,,,,,,
7,120,107254010,2,4,,8,7,3,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107254010,3,4,,,,,,,,,,,,,,,,,,,,20,7,1,,,,,,
7,120,107254010,1,4,,10,7,3,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107254011,2,3,8,,,,,,,,,,,,,,,,,,,20,6,1,,,,,,
7,120,107254011,1,3,8,,,,,,,,,,,,,,,,,,,15,6,1,,,,,,
7,120,107254011,3,3,8,,,,,,,,,,,,,,,,,,,10,6,1,,,,,,
7,120,107254013,2,4,,,,,,,,,,,,,,,,,,,,,,,15,7,2,,,
7,120,107254013,1,4,,,,,,,,,,,,,,,,,,,,,,,15,7,2,,,
7,120,107254016,1,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107254016,3,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107254016,4,5,5,6,6,2,,,,,,,,,,,,,,,,6,6,1,,,,,,
7,120,107254016,2,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107254019,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107254019,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107254019,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107254027,1,,,,,,,,,,,,,,,,,,,,,20,7,2,,,,,,
7,120,107254030,1,4,,5,7,5,,,,,,,,,,,,,,,,,,,10,7,1,,,
7,120,107254030,2,4,,1,7,1,,,,,,,,,,,,,,,,,,,2,7,1,,,
7,120,107254032,1,3,1,,,,,,,,,,,,,,,,,,,30,10,1,30,10,1,,,
7,120,107254034,1,3,8,3,6,4,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107254034,2,3,8,10,6,4,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107254035,2,2,8,15,5,3,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107254035,1,2,8,15,5,3,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107254035,3,2,8,10,5,3,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107254035,4,2,8,14,5,3,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107254036,2,3,11,3,5,6,,,,,,,,,,,,,,,,,,,3,9,1,,,
7,120,107254036,1,3,11,3,5,6,,,,,,,,,,,,,,,,,,,3,9,1,,,
7,120,107254037,2,3,1,12,8,6,,,,,,,,,,,,,,,,12,8,1,12,8,1,,,
7,120,107254037,1,3,1,12,8,6,,,,,,,,,,,,,,,,12,8,1,12,8,1,,,
7,120,107254037,4,3,1,12,8,6,,,,,,,,,,,,,,,,12,8,1,12,8,1,,,
7,120,107254037,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107254050,1,1,,30,6,2,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107254050,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255011,1,4,4,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255011,2,4,4,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255016,1,4,4,,,,,,,,,,,,,,,,,,,30,6,1,,,,,,
7,120,107255016,2,4,4,,,,,,,,,,,,,,,,,,,30,6,1,,,,,,
7,120,107255016,3,4,4,,,,,,,,,,,,,,,,,,,30,6,1,,,,,,
7,120,107255020,2,11,1,3,6,1,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255020,1,4,4,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255021,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255021,1,3,12,,,,,,,,,,,,,,,,,,,7,9,2,7,9,1,,,
7,120,107255031,2,2,8,3,6,6,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255031,1,1,8,3,6,6,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255031,3,2,8,3,5,6,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255033,2,3,12,30,6,3,,,,,,,,,,,,,,,,30,6,3,30,6,1,,,
7,120,107255033,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255033,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255034,2,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255034,1,3,12,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255034,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255034,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255034,3,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255040,6,3,8,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255040,1,3,8,3,6,5,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255040,5,1,8,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255040,2,1,12,3,6,5,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255040,4,3,8,3,6,5,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255040,3,3,8,3,6,5,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255053,2,3,8,,,,,,,,,,,,,,,,,,,14,6,1,,,,,,
7,120,107255053,1,3,8,,,,,,,,,,,,,,,,,,,14,6,1,,,,,,
7,120,107255055,3,3,6,,,,,,,,,,,,,,,,,,,5,7,4,,,,,,
7,120,107255055,1,3,6,7,9,4,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255055,2,3,6,,,,,,,,,,,,,,,,,,,4,7,4,,,,,,
7,120,107255065,2,4,4,,,,,,,,,,,,,,,,,,,,,,24,6,1,,,
7,120,107255065,1,4,4,,,,,,,,,,,,,,,,,,,,,,18,6,1,,,
7,120,107255066,3,4,4,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255066,2,4,4,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255066,1,4,4,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255069,1,4,12,,,,,,,,,,,,,,,,,,,10,4,6,10,4,2,,,
7,120,107255070,5,3,12,8,6,3,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255070,4,3,12,8,6,3,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255070,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255070,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255070,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255078,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255078,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255078,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107255078,1,3,12,18,8,6,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257001,2,3,1,12,6,1,,,,,,,,,,,,,,,,12,6,1,12,6,1,,,
7,120,107257001,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257001,1,3,1,6,6,1,,,,,,,,,,,,,,,,6,6,1,6,6,1,,,
7,120,107257002,1,11,11,22,7,18,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257004,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257004,4,3,12,5,7,4,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257004,2,3,12,4,7,4,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257004,1,3,10,5,7,4,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257008,1,4,,,,,,,,,,,,,,,,,,,,30,6,1,30,6,1,,,
7,120,107257011,2,7,,,,,,,,,,,,,,,,,,,,90,6,1,,,,,,
7,120,107257011,4,7,,,,,,,,,,,,,,,,,,,,90,6,1,,,,,,
7,120,107257011,3,7,,,,,,,,,,,,,,,,,,,,90,6,1,,,,,,
7,120,107257011,1,4,1,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257011,7,4,,,,,,,,,,,,,,,,,,,,14,6,1,,,,,,
7,120,107257011,5,4,,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257011,6,4,,,,,,,,,,,,,,,,,,,,21,6,1,,,,,,
7,120,107257011,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257016,1,5,1,,,,,,,,,,,,,,,,,,,7,9,2,,,,,,
7,120,107257016,2,6,6,,,,,,,,,,,,,,,,,,,6,9,2,,,,,,
7,120,107257016,3,5,1,,,,,,,,,,,,,,,,,,,10,9,2,,,,,,
7,120,107257022,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257022,2,3,1,5,5,6,,,,,,,,,,,,,,,,5,5,1,,,,,,
7,120,107257022,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257022,1,3,1,15,5,15,,,,,,,,,,,,,,,,15,5,1,,,,,,
7,120,107257023,1,1,3,,,,,,,,,,,,,,,,,,,7,10,1,,,,,,
7,120,107257026,3,4,12,3,6,6,,,,,,,,,,,,,,,,3,6,1,3,6,1,,,
7,120,107257026,1,3,1,2,6,10,,,,,,,,,,,,,,,,2,6,1,2,6,1,,,
7,120,107257026,2,4,1,3,6,6,,,,,,,,,,,,,,,,3,6,1,3,6,1,,,
7,120,107257037,1,2,,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257038,3,4,,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257038,1,4,,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257038,2,4,,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257039,1,3,8,,,,,,,,,,,,,,,,,,,20,5,4,20,5,1,,,
7,120,107257039,2,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257039,3,3,8,,,,,,,,,,,,,,,,,,,15,5,4,15,5,1,,,
7,120,107257041,3,3,8,10,7,3,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257041,2,3,8,10,7,4,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257041,4,3,8,12,7,4,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257041,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257043,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257043,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257043,5,3,1,4,7,4,,,,,,,,,,,,,,,,4,7,1,4,7,1,,,
7,120,107257043,8,3,1,6,7,6,,,,,,,,,,,,,,,,6,7,1,6,7,1,,,
7,120,107257043,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257043,7,3,1,5,7,4,,,,,,,,,,,,,,,,5,7,1,5,7,1,,,
7,120,107257043,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120,107257043,6,3,1,4,7,4,,,,,,,,,,,,,,,,4,7,1,4,7,1,,,
7,121,107265004,1,3,12,2,9,10,,,,,,,,,,,,,,,,6,9,1,4,9,1,,,
7,121,107265005,1,3,12,14,4,12,,,,,,,,,,,,,,,,14,4,1,14,4,1,,,
7,121,107265005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,121,107265005,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,121,107265013,1,3,7,,,,,,,,,,,,,,,,,,,7,10,4,,,,,,
7,121,107265013,2,3,8,,,,,,,,,,,,,,,,,,,21,10,4,,,,,,
7,121,107265014,1,3,12,5,8,6,,,,,,,,,,,,,,,,,,,,,,,,
7,121,107265014,2,11,10,,,,,,,,,,,,,,,,,,,24,8,1,,,,,,
7,121,107265020,2,8,10,1,8,10,,,,,,,,,,,,,,,,,,,,,,,,
7,121,107265020,3,7,9,2,8,10,,,,,,,,,,,,,,,,,,,,,,,,
7,121,107265020,1,4,7,2,8,10,,,,,,,,,,,,,,,,,,,,,,,,
7,121,107265022,2,,,,,,,,,,,,,,,,,,,,,24,8,1,,,,24,8,1
7,121,107265022,1,3,8,7,8,6,,,,,,,,,,,,,,,,,,,,,,,,
7,121,107265023,1,3,12,,,,,,,,,,,,,,,,,,,10,10,1,10,6,1,,,
7,121,107265024,1,2,8,,,,,,,,,,,,,,,,,,,2,8,3,,,,,,
7,121,107265025,1,2,5,21,8,1,,,,,,,,,,,,,,,,,,,,,,,,
7,121,107265031,1,1,7,,,,,,,,,,,,,,,,,,,2,9,8,,,,,,
7,121,107265035,4,3,11,2,8,6,,,,,,,,,,,,,,,,2,8,1,2,8,1,,,
7,121,107265035,3,3,7,2,8,6,,,,,,,,,,,,,,,,2,8,1,2,8,1,,,
7,121,107265035,2,3,7,2,8,6,,,,,,,,,,,,,,,,2,8,1,2,8,1,,,
7,121,107265035,1,3,12,5,8,6,,,,,,,,,,,,,,,,5,8,1,5,8,1,,,
7,121,107265038,1,3,12,,,,,,,,,,,,,,,,,,,28,10,1,,,,,,
7,121,107265038,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,121,107265039,1,1,4,7,12,1,,,,,,,,,,,,,,,,7,12,1,,,,,,
7,121,107265039,2,3,12,14,12,1,,,,,,,,,,,,,,,,14,12,1,,,,,,
7,121,107265040,1,4,10,2,10,6,,,,,,,,,,,,,,,,,,,,,,,,
7,121,107265040,2,7,10,2,9,6,,,,,,,,,,,,,,,,,,,,,,,,
7,121,107265041,1,5,6,1,8,2,,,,,,,,,,,,,,,,,,,,,,,,
7,121,107265041,3,5,5,,,,,,,,,,,,,,,,,,,7,8,4,,,,,,
7,121,107265041,2,2,8,,,,,,,,,,,,,,,,,,,7,8,4,,,,,,
7,122,107266005,1,3,9,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,
7,122,107266012,1,2,1,1,6,1,,,,,,,,,,,,,,,,1,6,1,,,,,,
7,122,107266012,2,3,6,1,6,1,,,,,,,,,,,,,,,,1,6,1,,,,,,
7,122,107266019,3,3,12,2,10,4,,,,,,,,,,,,,,,,2,10,1,,,,,,
7,122,107266019,2,3,12,6,10,4,,,,,,,,,,,,,,,,6,10,1,,,,,,
7,122,107266019,1,3,7,4,10,4,,,,,,,,,,,,,,,,4,10,1,,,,,,
7,122,107266039,1,2,8,4,8,3,,,,,,,,,,,,,,,,,,,,,,,,
7,122,107267001,1,12,8,6,5,3,,,,,,,,,,,,,,,,3,4,1,,,,,,
7,122,107267001,4,12,8,3,6,2,,,,,,,,,,,,,,,,1,6,1,,,,,,
7,122,107267001,3,12,8,2,5,3,,,,,,,,,,,,,,,,2,3,1,,,,,,
7,122,107267001,2,12,8,4,4,3,,,,,,,,,,,,,,,,3,3,1,,,,,,
7,122,107267001,5,,,,,,,,,,,,,,,,,,,,,4,3,1,,,,,,
7,122,107267002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,122,107267006,1,2,8,,,,,,,,,,,,,,,,,,,,,,30,8,1,,,
7,122,107267010,1,3,8,4,8,3,,,,,,,,,,,,,,,,,,,,,,,,
7,122,107267011,1,3,8,30,4,4,,,,,,,,,,,,,,,,30,4,6,,,,,,
7,122,107267011,2,3,8,14,10,2,,,,,,,,,,,,,,,,,,,,,,,,
7,122,107267013,1,3,8,5,7,1,,,,,,,,,,,,,,,,,,,,,,,,
7,122,107267013,3,3,8,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,
7,122,107267013,2,3,8,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,
7,122,107267014,1,12,12,4,8,4,,,,,,,,,,,,,,,,,,,,,,,,
7,122,107267014,2,12,12,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
7,122,107267014,3,12,12,2,8,5,,,,,,,,,,,,,,,,,,,,,,,,
7,122,107267037,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,122,107267037,1,3,8,7,6,2,,,,,,,,,,,,,,,,,,,,,,,,
7,122,107267037,2,3,8,10,6,2,,,,,,,,,,,,,,,,,,,,,,,,
7,122,107267039,1,1,8,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,
7,122,107267045,2,3,8,,,,,,,,,,,,,,,,,,,10,6,1,,,,,,
7,122,107267045,1,3,8,,,,,,,,,,,,,,,,,,,30,10,1,,,,,,
7,122,107267045,3,3,8,,,,,,,,,,,,,,,,,,,30,10,1,,,,,,
7,122,107267049,1,3,8,,,,,,,,,,,,,,,,,,,,,,7,8,1,,,
7,122,107267050,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,122,107267050,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,122,107267050,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,122,107267050,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,122,107267050,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,124,107263002,1,3,10,4,4,2,5,3,2,,,,,,,,,,,,,,,,10,4,2,,,
7,124,107263007,1,3,10,2,4,2,,,,,,,,,,,,,,,,5,4,2,2,4,2,,,
7,124,107263012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,124,107263021,1,2,12,4,6,3,,,,,,,,,,,,,,,,,,,,,,,,
7,124,107263022,1,12,9,,,,,,,,,,,,,,,,,,,,,,,,,3,3,15
7,124,107263032,1,4,8,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,
7,124,107263032,2,4,11,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,
7,124,107263041,1,11,6,3,5,3,,,,,,,,,,,,,,,,,,,6,6,2,,,
7,124,107263043,1,11,3,3,4,20,,,,,,,,,,,,,,,,,,,,,,,,
7,124,107263043,2,,,3,4,15,,,,,,,,,,,,,,,,,,,,,,,,
7,124,107263044,1,12,6,4,8,3,,,,,,,,,,,,,,,,,,,6,5,1,,,
7,124,107263045,1,12,6,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,
7,124,107263045,2,1,6,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,
7,124,107263046,1,1,9,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,
7,124,107264002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,124,107264003,1,,,3,4,2,,,,,,,,,,,,,,,,,,,5,4,2,,,
7,124,107264003,2,,,4,4,2,,,,,,,,,,,,,,,,,,,2,1,4,,,
7,124,107264004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,124,107264006,1,5,12,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,
7,124,107264008,1,,,5,4,2,,,,,,,,,,,,,,,,5,6,1,,,,,,
7,124,107264008,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,124,107264017,1,1,12,3,8,2,,,,,,,,,,,,,,,,,,,,,,,,
7,124,107264017,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,124,107264017,3,3,8,1,10,4,,,,,,,,,,,,,,,,,,,,,,,,
7,124,107264021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,124,107264022,1,11,6,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,
7,124,107264023,1,11,6,4,6,2,,,,,,,,,,,,,,,,,,,,,,,,
7,124,107264032,1,1,12,2,8,2,,,,,,,,,,,,,,,,,,,,,,,,
7,124,107264033,2,11,6,3,6,1,,,,,,,,,,,,,,,,6,5,1,,,,,,
7,124,107264033,1,11,6,3,6,2,,,,,,,,,,,,,,,,6,5,1,,,,,,
7,124,107264034,1,,,3,4,2,,,,,,,,,,,,,,,,4,5,3,4,4,4,,,
7,124,107264036,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,124,107264036,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,125,107269001,1,3,8,,,,,,,,,,,,,,,,,,,5,8,1,,,,,,
7,125,107269005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,125,107269010,1,5,8,,,,,,,,,,,,,,,,,,,10,8,1,,,,,,
7,125,107269012,1,2,8,,,,,,,,,,,,,,,,,,,15,8,1,,,,,,
7,125,107269013,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,125,107269013,1,5,8,2,8,6,,,,,,,,,,,,,,,,,,,,,,,,
7,125,107269014,1,3,12,1,10,2,,,,,,,,,,,,,,,,,,,2,10,1,,,
7,125,107269022,2,3,12,2,10,4,,,,,,,,,,,,,,,,2,10,1,,,,,,
7,125,107269022,1,3,12,5,10,4,,,,,,,,,,,,,,,,5,10,1,,,,,,
7,125,107269038,2,3,12,,,,,,,,,,,,,,,,,,,30,6,4,,,,,,
7,125,107269038,1,7,9,,,,,,,,,,,,,,,,,,,30,6,4,,,,,,
7,125,107269041,1,1,10,7,10,3,,,,,,,,,,,,,,,,,,,,,,,,
7,125,107269044,2,3,12,2,8,6,,,,,,,,,,,,,,,,2,8,4,,,,,,
7,125,107269044,1,3,12,4,8,6,,,,,,,,,,,,,,,,4,8,4,,,,,,
7,125,107269046,2,3,7,5,10,5,,,,,,,,,,,,,,,,5,10,3,,,,,,
7,125,107269046,1,3,12,14,10,5,,,,,,,,,,,,,,,,14,10,3,,,,,,
7,125,107269049,2,3,6,,,,,,,,,,,,,,,,,,,5,10,1,,,,,,
7,125,107269049,1,3,12,4,10,2,,,,,,,,,,,,,,,,,,,,,,,,
7,125,107269053,2,3,12,21,10,4,,,,,,,,,,,,,,,,,,,,,,,,
7,125,107269053,1,3,12,4,10,10,,,,,,,,,,,,,,,,,,,,,,,,
7,125,107269054,2,3,8,15,10,3,,,,,,,,,,,,,,,,,,,,,,,,
7,125,107269054,1,3,8,14,10,3,,,,,,,,,,,,,,,,,,,,,,,,
7,125,107270005,1,5,8,7,8,2,,,,,,,,,,,,,,,,,,,,,,,,
7,125,107270005,2,7,8,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,
7,125,107270009,2,6,8,2,8,3,,,,,,,,,,,,,,,,,,,2,8,1,2,8,3
7,125,107270009,1,6,9,3,8,3,,,,,,,,,,,,,,,,,,,2,8,1,2,8,3
7,125,107270018,2,3,7,2,10,4,,,,,,,,,,,,,,,,2,10,2,,,,,,
7,125,107270018,1,3,12,3,10,4,,,,,,,,,,,,,,,,3,10,2,,,,,,
7,125,107270019,2,3,12,3,10,6,,,,,,,,,,,,,,,,3,10,1,,,,,,
7,125,107270019,3,3,12,3,10,6,,,,,,,,,,,,,,,,3,10,1,,,,,,
7,125,107270019,1,3,12,14,10,6,,,,,,,,,,,,,,,,14,10,1,,,,,,
7,125,107270025,1,3,12,5,8,3,,,,,,,,,,,,,,,,,,,,,,,,
7,125,107270028,1,3,12,5,10,6,,,,,,,,,,,,,,,,5,10,1,5,10,1,,,
7,125,107270030,1,3,11,9,8,3,,,,,,,,,,,,,,,,,,,,,,,,
7,125,107270034,1,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,125,107270035,1,4,11,,,,,,,,,,,,,,,,,,,15,10,2,15,10,1,,,
7,126,107271003,2,3,5,1,2,2,,,,,,,,,,,,,,,,1,4,1,1,4,1,,,
7,126,107271003,3,3,5,1,2,2,,,,,,,,,,,,,,,,1,4,1,1,4,1,,,
7,126,107271003,4,2,8,1,4,2,,,,,,,,,,,,,,,,1,4,1,1,4,1,,,
7,126,107271003,1,3,8,1,2,2,,,,,,,,,,,,,,,,1,4,1,1,4,1,,,
7,126,107271004,2,1,8,3,8,4,,,,,,,,,,,,,,,,,,,3,8,1,,,
7,126,107271004,1,4,6,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,
7,126,107271005,1,3,8,,,,,,,,,,,,,,,,,,,14,8,1,,,,,,
7,126,107271005,2,5,8,1,8,2,,,,,,,,,,,,,,,,,,,,,,,,
7,126,107271006,1,3,6,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,
7,126,107271012,1,3,12,3,10,4,,,,,,,,,,,,,,,,,,,3,10,3,,,
7,126,107271012,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,126,107271012,2,3,12,3,10,4,,,,,,,,,,,,,,,,,,,3,10,3,,,
7,126,107271017,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,126,107271017,1,3,12,3,8,4,,,,,,,,,,,,,,,,,,,,,,,,
7,126,107271017,2,3,12,1,8,4,,,,,,,,,,,,,,,,,,,,,,,,
7,126,107271018,4,3,12,1,8,4,,,,,,,,,,,,,,,,1,8,1,,,,,,
7,126,107271018,3,3,12,1,8,4,,,,,,,,,,,,,,,,1,8,1,,,,,,
7,126,107271018,2,3,12,1,8,4,,,,,,,,,,,,,,,,1,8,1,,,,,,
7,126,107271018,1,3,12,3,8,4,,,,,,,,,,,,,,,,3,8,1,,,,,,
7,126,107271023,1,3,12,5,10,3,,,,,,,,,,,,,,,,5,10,3,,,,,,
7,126,107271023,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,126,107271024,1,3,8,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,
7,126,107271028,1,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,126,107271028,2,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,126,107271030,1,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,126,107271030,2,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,126,107271032,1,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
