"id1","id2","id3","id4","hhno","total_exp_s11b","food_exp","gifts_given","own_produce","children_exp","elderly_exp","maleAdults_exp","femaleAdults_exp","otherItems_exp","fuel_exp","avg_s11_monthly_exp","education_expenditure","health_expenses","dwelling_expenses","avg_monthly_exp_overall"
3,44,91,25,103091025,0,125.099998474121,0,2,0,85.4166641235352,0,0,384.083343505859,254.699996948242,851.299987792969,0,75,226.66667175293,1152.96667480469
3,44,91,76,103091076,0,98.8000030517578,0,66,5.41666650772095,0,2.5,2.91666650772095,94.1666641235352,11,280.799987792969,1107,0,15,388.049987792969
3,44,91,79,103091079,0,113.900001525879,0,0,11.6666660308838,0,25,17.5,123.33332824707,28,319.399993896484,800,10,88.5,484.566650390625
3,44,91,84,103091084,0,106.5,0,0,0.833333313465118,0,0,0.583333313465118,60.4166679382324,34,202.33332824707,1010,0,10,296.5
3,44,91,88,103091088,0,0,0,221,0,0,0,38.3333320617676,220.41667175293,17.5,497.25,2550,24,23,756.75
3,44,91,89,103091089,0,207,0,0,17.9166660308838,0,0,5.66666650772095,377.5,7.69999980926514,615.783325195313,4400,0,67,1049.44995117188
3,44,91,99,103091099,0,227.699996948242,0,0,13.3333330154419,0,22.5,13.3333330154419,80.1666641235352,18,375.033325195313,6600,8,28,961.033325195313
3,44,91,108,103091108,0,164.300003051758,0,0,8.41666698455811,0,1.75,5.83333301544189,70.8333358764648,25.3999996185303,276.533325195313,945,76,35,466.283325195313
3,44,91,113,103091113,0,85,0,0,5.16666650772095,2.41666650772095,0,0,28.5,15.1999998092651,136.283340454102,40,51,3,193.616668701172
3,44,91,114,103091114,0,202.300003051758,0,0,5.33333301544189,0,5.5,5.83333301544189,146.666656494141,33,398.633331298828,401,74,10,516.049987792969
3,44,91,131,103091131,0,783.5,0,0,0,0,68.3333358764648,34.1666641235352,182.5,40,1108.5,355,100,29.8333320617676,1267.91662597656
3,37,92,6,103092006,0,136.199996948242,0,0,7,3.83333325386047,0,0,78.9166641235352,37,262.950012207031,394,20,2167,2482.78344726563
3,37,92,18,103092018,0,70.6999969482422,0,0,1.20833337306976,0,0,7.75,13.1666669845581,19,111.824996948242,195,0,345,473.075012207031
3,37,92,23,103092023,0,48.8499984741211,0,0,0,0,8.16666698455811,0,19.75,27,103.766662597656,0,10,69,182.766662597656
3,37,92,30,103092030,0,67.4499969482422,0,0,0,0,0,14.0833330154419,27.5,11,120.033332824707,0,0,51,171.033325195313
3,37,92,31,103092031,0,45.2999992370605,0,0,0,0,12.25,0,8.91666603088379,13,79.466667175293,0,0,1555,1634.46667480469
3,37,92,39,103092039,0,97.0999984741211,0,0,3.16666650772095,0,2.5,2.91666650772095,54.5833320617676,20,180.266662597656,415,50,33,297.850006103516
3,37,92,47,103092047,0,90.1999969482422,0,0,5.66666650772095,0,2.91666650772095,11.25,54.6666641235352,23,187.699996948242,300,39,617.333312988281,869.033325195313
3,37,92,50,103092050,0,98.4000015258789,0,0,0,0,10.8333330154419,0,92.4166641235352,7,208.649993896484,0,0,401,609.650024414063
3,37,92,62,103092062,0,129,0,0,5,0,2.5,5,75.8333358764648,28,245.33332824707,2900,144,48,679
3,37,92,64,103092064,0,63.4500007629395,0,0,0,0,9.58333301544189,0,61.6666679382324,3,137.699996948242,100,26,37,209.033325195313
3,37,92,80,103092080,0,239.399993896484,0,0,3.75,0,2.5,9.33333301544189,55.8333320617676,44.7999992370605,355.616668701172,799,172,345.333343505859,939.533325195313
3,37,92,96,103092096,30,45.2000007629395,0,0,0,0,10.5,0,24.0833339691162,27,106.783332824707,0,0,237,343.783325195313
3,37,92,107,103092107,0,46.5499992370605,0,0,0,0,0,0,18.3333339691162,5,69.8833312988281,0,0,380,449.883331298828
3,37,92,108,103092108,0,70.1999969482422,0,0,0,0,1.83333325386047,0,22.5,14,108.533332824707,150,0,223,344.033325195313
3,37,92,126,103092126,0,27.2999992370605,0,0,0,0,0,0,34.0833320617676,17,78.3833312988281,50,0,407,489.549987792969
3,43,93,1,103093001,0,132.779998779297,0,0,0,0,8.75,0,62,6.5,210.029998779297,4500,0,7,592.030029296875
3,43,93,2,103093002,0,48.5999984741211,0,0,0,0,2.08333325386047,0,13.6666669845581,5,69.3499984741211,30,10,53,134.850006103516
3,43,93,3,103093003,0,131.660003662109,0,0,0,12.3333330154419,0,0,42.5,18.5499992370605,205.043334960938,0,14,19.8333320617676,238.876663208008
3,43,93,7,103093007,0,364.200012207031,0,0,25,0,10,25,445.083343505859,42,911.283325195313,3750,0,93,1316.78332519531
3,43,93,8,103093008,0,173,0,0,7.08333301544189,0,8.33333301544189,3.75,83,18,293.166656494141,334,0,8,329
3,43,93,15,103093015,0,211.050003051758,0,0,8.33333301544189,0,0,8.33333301544189,384.916656494141,46.5,659.133361816406,3101,10,77,1004.55004882813
3,43,93,17,103093017,0,240.5,0,20,6.66666650772095,0,0,38.3333320617676,71.6666641235352,150,527.166687011719,205,0,30,574.25
3,43,93,18,103093018,0,121.029998779297,0,0,0,0,6.66666650772095,7.75,138.33332824707,68,341.779998779297,0,13,34,388.779998779297
3,43,93,21,103093021,0,259,0,0,0,0,30,40.8333320617676,88.3333282470703,10,428.166656494141,0,34,14.1666660308838,476.333312988281
3,43,93,31,103093031,0,128.600006103516,0,0,0,0,20.8333339691162,0,43.3333320617676,8.89999961853027,201.66667175293,0,0,78.3333282470703,280
3,43,93,34,103093034,25,102.209999084473,0,0,12.6666660308838,0,0,6.08333301544189,101.25,44.0699996948242,266.279998779297,1800,28,26,470.279998779297
3,43,93,38,103093038,0,81.9000015258789,10,48,4.16666650772095,0,3.33333325386047,10,171.41667175293,32,360.816680908203,392,0,66.3333282470703,459.816680908203
3,43,93,52,103093052,0,149,0,0,9.16666603088379,0,12.5,15.8333330154419,46.6666641235352,12,245.16667175293,483,0,9.5,294.916687011719
3,43,93,55,103093055,0,372.540008544922,0,0,0,0,32.5,29.1666660308838,56.6666641235352,22,512.873352050781,0,0,6.66666650772095,519.5400390625
3,43,93,56,103093056,0,141.800003051758,0,31.7999992370605,15.8333330154419,0,3.33333325386047,9.33333301544189,119.416664123535,15.5,337.016662597656,447,23,42.6666641235352,439.933319091797
3,43,94,1,103094001,0,233,0,0,7.75,0,15.8333330154419,18.1666660308838,246.666656494141,18,539.416687011719,3450,20,26,872.916687011719
3,43,94,2,103094002,0,192.179992675781,0,0,9.41666698455811,0,20.4166660308838,15.25,114.416664123535,30,381.679992675781,1490,24,99,628.8466796875
3,43,94,6,103094006,0,108.5,0,0,12.0833330154419,4.16666650772095,0,0,310.583343505859,70,505.333343505859,902,20,80,680.5
3,43,94,14,103094014,0,156.699996948242,0,0,6.66666650772095,0,2.91666650772095,10,1230.08337402344,18,1424.36669921875,100,0,103,1535.70007324219
3,43,94,18,103094018,0,186.199996948242,0,0,24.5833339691162,0,3.75,5,285,56,560.533325195313,2501,0,111,879.950012207031
3,43,94,32,103094032,0,408.100006103516,0,0,0,0,51.6666641235352,62.5,190,25,737.266662597656,0,0,74.5,811.766662597656
3,43,94,38,103094038,0,102.900001525879,0,0,0,0,0,8.29166603088379,33.25,5,149.441665649414,300,0,0,174.441665649414
3,43,94,46,103094046,0,157.929992675781,0,0,0,0,9.66666603088379,5.25,206.66667175293,21,400.513336181641,1540,4,34,566.8466796875
3,43,94,47,103094047,0,123.970001220703,0,4.5,0,0,0,15.8333330154419,75.3333358764648,12,231.636672973633,100,2,134,375.970001220703
3,43,94,49,103094049,0,433.299987792969,0,0,0,0,74.1666641235352,56.6666641235352,179.166656494141,34.7000007629395,778,0,0,84.1666641235352,862.166687011719
3,43,94,51,103094051,0,102.5,0,0,7.08333301544189,0,0,0.833333313465118,43.5833320617676,8.5,162.5,873,0,8,243.25
3,43,94,53,103094053,0,74.4000015258789,0,11,0,0,15.8333330154419,10,329.5,12,452.733337402344,2385,105,14,770.483337402344
3,43,94,56,103094056,0,266.5,0,0,0,0,13.3333330154419,31.6666660308838,136.66667175293,37.5,485.666656494141,0,0,80,565.666625976563
3,43,94,60,103094060,50,214.5,0,0,0,0,0,47.5,55,20,337,350,0,72.5,438.666656494141
3,43,94,63,103094063,100,454.5,0,0,22.5,0,0,62.5,243.33332824707,40.5,823.333312988281,0,0,46.6666641235352,870
3,43,95,4,103095004,0,275.5,0,60,0,0,15,17.5,35.8333320617676,20.5,424.333343505859,44,0,52,480
3,43,95,10,103095010,0,167.5,0,0,0,0,25,17.5,34.1666679382324,7,251.16667175293,0,0,0,251.16667175293
3,43,95,12,103095012,0,396.5,0,0,0,0,38.3333320617676,32.5,121.666664123535,17.5,606.5,187,25,1.66666662693024,648.75
3,43,95,13,103095013,0,413.299987792969,0,0,0,0,32.5,35.8333320617676,115,16.5,613.133361816406,105,80,58.6666679382324,760.550048828125
3,43,95,33,103095033,0,134.600006103516,0,0,7.33333301544189,0,0,0,288.833312988281,36.5,467.266662597656,1750,0,118,731.099975585938
3,43,95,34,103095034,0,50.1000022888184,0,0,0,0,0,4.75,79.25,16.5,150.600006103516,1000,72,62.5,368.433349609375
3,43,95,35,103095035,0,110.400001525879,0,0,7.5,0,4.16666650772095,4.58333301544189,243.25,42,411.899993896484,90,105,59.6666679382324,584.066650390625
3,43,95,51,103095051,80,149.300003051758,0,0,16.6666660308838,0,6.25,6.91666650772095,125,18,322.133331298828,2000,24,1.33333337306976,514.133361816406
3,43,95,52,103095052,10,115.5,0,0,0,0.833333313465118,0,12.0833330154419,34.8333320617676,15.5,178.75,0,10,65,253.75
3,43,95,59,103095059,0,203.800003051758,0,0,6.75,0,3.91666674613953,5.25,123.050003051758,18.0200004577637,360.786651611328,400,80,68,542.119995117188
3,43,95,61,103095061,0,149.899993896484,0,0,5.83333301544189,0,0,4.16666650772095,48.1666679382324,12.1599998474121,220.226669311523,670,16,214,506.059997558594
3,43,95,63,103095063,0,34.7999992370605,0,0,0,0,6.75,0,31.2916660308838,1,73.841667175293,250,10,48,152.675003051758
3,43,95,74,103095074,0,172.800003051758,0,0,5.33333349227905,0,0,3.91666650772095,39.4166679382324,21,242.466674804688,603,0,13,305.716674804688
3,43,95,75,103095075,0,52.0999984741211,0,0,0,0,0,4.33333301544189,25.3333339691162,7,88.7666702270508,0,1,51,140.766662597656
3,43,95,78,103095078,0,488.5,0,0,0,0,65,42.5,187.5,72.9000015258789,856.399963378906,1850,20,74.6666641235352,1105.23327636719
3,43,96,2,103096002,0,7.5,0,0,0,0,0,0,33.3333320617676,2.5,43.3333320617676,0,0,0,43.3333320617676
3,43,96,8,103096008,0,141.100006103516,0,0,0,0,0,20,35.5833320617676,4.5,201.183334350586,0,0,51,252.183334350586
3,43,96,10,103096010,0,159.600006103516,0,0,0,0,6.83333301544189,8.5,16.3333320617676,6.5,197.766662597656,74,30,8,241.933334350586
3,43,96,23,103096023,0,182.399993896484,0,0,0,0,7.5,10.8333330154419,18.75,3.5,222.983337402344,90,0,0.833333313465118,231.316665649414
3,43,96,27,103096027,0,163.300003051758,0,0,0,0,15.8333330154419,23.3333320617676,22.5,6.5,231.466659545898,0,0,1.66666662693024,233.133331298828
3,43,96,39,103096039,0,172.699996948242,0,0,10,0,0,5,93.5833358764648,28,309.283325195313,428,249,3,596.950012207031
3,43,96,50,103096050,0,156.600006103516,0,0,0,0,17.5,6.83333349227905,111.916664123535,18,310.850006103516,0,0,3.41666674613953,314.266662597656
3,43,96,51,103096051,0,17.7999992370605,0,0,0,3.75,0,0,19.0833339691162,8,48.6333351135254,0,0,51.8333320617676,100.466667175293
3,43,96,53,103096053,0,93.0999984741211,0,18,0,0,0,3.75,110.58332824707,16,241.433334350586,130,0,7,259.266662597656
3,43,96,58,103096058,0,37.7999992370605,0,6,0,0,4.08333301544189,0,109.66667175293,6,163.550003051758,0,15,30,208.550003051758
3,43,96,81,103096081,0,197.600006103516,0,6,6.91666650772095,0,1.83333337306976,4.83333301544189,30.5833339691162,12,259.766662597656,220,34,4,316.100006103516
3,43,96,85,103096085,0,55.2000007629395,0,0,0,0,2.33333325386047,0,35,3.32999992370605,95.8633346557617,80,0,52,154.529998779297
3,43,96,86,103096086,0,120,0,12,5.33333301544189,0,0,2.5,94.1666641235352,14,248,667,24,6,333.583343505859
3,43,96,95,103096095,0,251.869995117188,0,0,11.7083330154419,0,14.5833330154419,2,119.25,8,407.411682128906,656,3,14,479.078338623047
3,43,96,98,103096098,0,175.100006103516,0,0,3,0,10.0833330154419,2.83333325386047,126.25,28,345.266662597656,295,20,14,403.850006103516
3,43,97,1,103097001,0,184.850006103516,0,0,0,0,38.3333320617676,27.5,735.666687011719,31,1017.34997558594,0,100,647.5,1764.84997558594
3,43,97,4,103097004,0,163.479995727539,0,0,0,0,0,36.25,80.0833358764648,8.5,288.313323974609,80,0,13,307.97998046875
3,43,97,5,103097005,0,139.440002441406,0,0,3.33333325386047,0,5.66666650772095,7.08333301544189,54.0833320617676,31,240.606658935547,425,0,65,341.023315429688
3,43,97,8,103097008,0,166.199996948242,0,0,0,0,19.5833320617676,29.5833339691162,88.4166641235352,16,319.783325195313,1800,44,913,1426.78332519531
3,43,97,12,103097012,0,134.800003051758,0,41,12.5,0,10.8333330154419,8.33333301544189,164.16667175293,40,411.633331298828,940,80,32,601.966674804688
3,43,97,14,103097014,0,116.5,0,0,6.66666650772095,0,3.33333325386047,3.33333325386047,105.08332824707,22,256.916656494141,561,21,65,389.666656494141
3,43,97,15,103097015,0,153.699996948242,0,0,0,0,16.25,0,326.25,10,506.200012207031,0,0,223.33332824707,729.533325195313
3,43,97,17,103097017,15,69.8000030517578,0,1.5,0,0,2.91666650772095,0,53.5,16,143.716659545898,765,18,56,281.466674804688
3,43,97,19,103097019,0,108.5,0,0,4.16666650772095,0,2.91666650772095,2.91666650772095,203.25,15.5,337.25,540,0,21,403.25
3,43,97,20,103097020,0,386.5,0,0,17.5,0,39.1666641235352,47.5,149.166656494141,35.5,675.333312988281,90,0,41.1666641235352,724
3,43,97,22,103097022,0,269.799987792969,0,0,0,12.5,0,45,100,17.5,444.799987792969,55,0,65.6666641235352,515.049987792969
3,43,97,29,103097029,0,193.600006103516,0,0,4.16666650772095,0,20,15,58.3333320617676,21.7000007629395,312.799987792969,40,0,115.66667175293,431.799987792969
3,43,97,30,103097030,0,367,0,0,15,0,40,42.5,164.33332824707,34,662.833312988281,67,0,41.1666641235352,709.583312988281
3,43,97,33,103097033,0,219.5,0,0,16.6666660308838,0,21.6666660308838,29.1666660308838,89.1666641235352,34.5,410.666656494141,130,0,35,456.5
3,43,97,34,103097034,0,122.75,0,0,0,2.25,7.58333301544189,3.33333325386047,74.0833358764648,15,225,820,4,19.3333320617676,316.666656494141
3,43,98,14,103098014,0,310,0,0,0,0,80,61.6666641235352,200,52.5,704.166687011719,0,48,49.1666641235352,801.333374023438
3,43,98,15,103098015,0,255.199996948242,0,0,0,0,25,40,109.999992370605,25.8999996185303,456.100006103516,0,0,56.9166679382324,513.016662597656
3,43,98,17,103098017,0,397,0,0,0,45.8333320617676,79.1666641235352,78.5,182.5,31.5,814.5,0,220,85.3333282470703,1119.83337402344
3,43,98,21,103098021,65,129.300003051758,0,0,0,0,9.16666603088379,16.6666660308838,199.33332824707,14.0300006866455,368.496673583984,100,4,18,398.830017089844
3,43,98,29,103098029,0,196.199996948242,0,0,27.9166660308838,0,17.9166660308838,27.9166660308838,191.91667175293,21,482.866668701172,4075,0,32,854.450012207031
3,43,98,31,103098031,0,192.550003051758,0,0,7.08333301544189,0,12.0833330154419,23.3333339691162,78.1666641235352,14,327.216674804688,280,28,47,425.550018310547
3,43,98,35,103098035,0,9.19999980926514,0,0,0,0,0,0,111.166664123535,14,134.366668701172,0,58,15,207.366668701172
3,43,98,52,103098052,0,138.5,0,0,4.16666650772095,0,5,0,94.8333358764648,30,272.5,2193,0,35,490.25
3,43,98,55,103098055,0,80.5,0,0,0,0,0,0,79.6666641235352,18,178.16667175293,710,0,19,256.333343505859
3,43,98,57,103098057,0,182.399993896484,0,0,7.5,0,26.6666660308838,23.3333320617676,83.3333282470703,21.5,344.733337402344,130,0,45,400.566680908203
3,43,98,60,103098060,0,72.8499984741211,0,0,0,0,10.4166660308838,0,39.8333320617676,23.25,146.350006103516,0,20,77,243.350006103516
3,43,98,68,103098068,0,136,0,0,0,0,10.8333330154419,13.5,51.6666679382324,11,223,80,0,62,291.666656494141
3,43,98,74,103098074,0,146,0,77,5.58333301544189,0,2.08333325386047,5.41666650772095,101.333335876465,40,377.416656494141,895,64,56,572
3,43,98,76,103098076,0,121.400001525879,0,0,0,0,7.08333301544189,0,141.75,12,282.233337402344,0,0,42,324.233337402344
3,43,98,90,103098090,0,168.550003051758,0,0,7.5,0,11.6666660308838,8.33333301544189,13.3333330154419,14,223.383331298828,147,0,112,347.633331298828
3,39,99,1,103099001,0,42.4000015258789,0,0,0,0,6.75,4.75,33.4166679382324,44,131.316665649414,60,35,11,182.316665649414
3,39,99,4,103099004,0,71.5,0,0,0,4.25,0,0,19.9166660308838,12.3999996185303,108.066665649414,0,53,3,164.066665649414
3,39,99,5,103099005,0,94.8399963378906,0,0,0,0,8.33333301544189,8.75,25.8374996185303,7,144.760833740234,110,0,3.5,157.427505493164
3,39,99,10,103099010,0,29.2000007629395,0,0,0,0,0,4.83333301544189,19.3541660308838,2,55.3875007629395,90,0,8,70.8874969482422
3,39,99,12,103099012,0,65.5999984741211,0,5,0,0.833333313465118,0.833333313465118,1.25,34.3333320617676,6.5,114.349998474121,37,0,54,171.433334350586
3,39,99,13,103099013,0,48.2000007629395,0,0,0,0,5,0,68.4166641235352,7,128.616668701172,0,0,41,169.616668701172
3,39,99,14,103099014,0,56.2999992370605,0,7.40000009536743,0,0.416666656732559,0,2.08333325386047,38.1666679382324,18,122.366668701172,169,0,13,149.449996948242
3,39,99,15,103099015,0,28.7000007629395,0,5,0,0,0,0,30.9166660308838,14.5,79.1166687011719,25,57,70,208.199996948242
3,39,99,16,103099016,0,94.0999984741211,0,0,5,0,0,0.833333313465118,32,12.5,144.433334350586,8,0,1.33333337306976,146.433334350586
3,39,99,20,103099020,0,97.0999984741211,0,0,0,7.5,4.16666650772095,10,20,3.5,142.266662597656,24,0,81.8333358764648,226.100006103516
3,39,99,21,103099021,0,103.5,0,0,0,0,0,18.3333339691162,11.25,4.5,137.58332824707,0,0,21.8333339691162,159.416656494141
3,39,99,22,103099022,0,79.4000015258789,0,0.300000011920929,0,0,6.66666650772095,0,17.9166660308838,2.5,106.783332824707,0,35,80.8333358764648,222.616668701172
3,39,99,23,103099023,0,35.6800003051758,0,4.5,0,6.25,0,0,45.5833320617676,6,98.0133361816406,0,0,6.25,104.263336181641
3,39,99,25,103099025,0,157.199996948242,0,0,3.33333325386047,0,12.5,10,12.5,6,201.533325195313,27,20,24.6666660308838,248.449996948242
3,39,99,29,103099029,0,97,0,0,0,8.33333301544189,11.6666669845581,0,14.1666660308838,4.5,135.66667175293,0,0,22.6666660308838,158.333343505859
3,38,100,1,103100001,0,186.949996948242,0,0,0,0,37.5,25,54.1666641235352,15,318.616668701172,,,,
3,38,100,2,103100002,100,211.199996948242,0,22.2999992370605,14.1666660308838,0,15.9166669845581,20.8333339691162,65,9.5,358.916656494141,2510,56,60,684.083312988281
3,38,100,4,103100004,0,165.899993896484,0,0,0,0,0,25.8333339691162,169.16667175293,57,417.899993896484,0,25,1620,2062.89990234375
3,38,100,10,103100010,0,265.179992675781,0,0,9.41666603088379,11.6666669845581,8.5,6.83333349227905,116.25,22,439.8466796875,298,171,454.666656494141,1090.3466796875
3,38,100,11,103100011,0,73.4000015258789,0,0,0,0,0,18.625,334.5,6.25,432.774993896484,30,10,69,514.275024414063
3,38,100,15,103100015,0,27.5,0,6,0,6.66666650772095,0,0,57.0833320617676,14,111.25,0,0,15,126.25
3,38,100,16,103100016,0,83.9000015258789,0,28.8999996185303,10,0,0,4.16666650772095,53.0833320617676,25,205.050003051758,491,14,25,284.966674804688
3,38,100,17,103100017,0,124.599998474121,0,0,0,2.5,0,0,65.8333358764648,19,211.933334350586,0,5,20,236.933334350586
3,38,100,19,103100019,0,83.9000015258789,0,0,0,0,5.08333349227905,10,122,19,239.983337402344,2705,14,26.1666660308838,505.566680908203
3,38,100,32,103100032,0,187.5,0,0,0,0,20,0,45.8333320617676,10.1999998092651,263.533325195313,0,0,1.66666662693024,265.199981689453
3,38,100,35,103100035,0,161.600006103516,0,0,0,0,20.8333320617676,0,70.8333358764648,0,253.266662597656,0,0,0,253.266662597656
3,38,100,42,103100042,0,250.5,0,0,0,0,0,38.3333320617676,40,26.5,355.333343505859,0,0,31.6666660308838,387
3,38,100,54,103100054,0,138,0,12,0,0,6.66666650772095,14.1666660308838,28.3333320617676,3.5,202.66667175293,,,,
3,38,100,56,103100056,0,186.949996948242,0,0,0,0,37.5,25,54.1666641235352,15,318.616668701172,44,30,6.41666698455811,358.700012207031
3,38,100,57,103100057,0,199.919998168945,0,0,14.1666660308838,0,0,12.9166660308838,41.5875015258789,12,280.5908203125,1509,18,2.5,426.8408203125
3,38,100,58,103100058,0,8,0,20.7999992370605,0,4.58333301544189,0,0,57.5833320617676,5.5,96.466667175293,0,87,8,191.466674804688
3,38,100,68,103100068,0,138,0,12,0,0,6.66666650772095,14.1666660308838,28.3333320617676,3.5,202.66667175293,50,0,78.5833358764648,285.416687011719
3,38,100,83,103100083,0,165.899993896484,0,0,0,0,0,25.8333339691162,169.16667175293,57,417.899993896484,,,,
4,3,101,20,104101020,0,239.149993896484,0,0,0,0,70.8333282470703,19.1666660308838,136.116668701172,20,485.266662597656,720,45,0,590.266662597656
4,3,101,32,104101032,0,172.600006103516,0,0,0,0,4.66666650772095,6.70833301544189,12.7666664123535,16.3999996185303,213.141662597656,750,117,195,587.641662597656
4,3,101,38,104101038,0,214.199996948242,0,0,0,0,0,5.83333301544189,9.29166698455811,15.5,244.824996948242,500,135,173,594.491638183594
4,3,101,39,104101039,0,152.300003051758,0,0,0,0,6.83333301544189,3.33333325386047,5.41666650772095,13,180.883331298828,290,60,162,427.049987792969
4,3,101,49,104101049,0,219.300003051758,0,0,0,0,0,11.0833330154419,12.9333333969116,13,256.316680908203,0,18,269,543.316650390625
4,3,101,51,104101051,0,224.699996948242,0,0,10.1666669845581,0,0,19.4166660308838,17.0833339691162,20,291.366668701172,827,12,1.33333337306976,373.616668701172
4,3,101,52,104101052,20,156.199996948242,0,0,0,0,0,3.91666650772095,25.0083332061768,22.7000007629395,207.824996948242,0,46,118,371.825012207031
4,3,101,55,104101055,0,164.899993896484,0,0,0,6,13.75,7.08333301544189,41.1666679382324,15,247.899993896484,0,0,13,260.899993896484
4,3,101,57,104101057,0,161.5,0,0,0,0,11.9166660308838,0,50,37.5,260.916656494141,0,0,51.5,312.416656494141
4,3,101,65,104101065,0,73.0999984741211,0,0,0,0,0,2.125,11.6666669845581,10.5,97.3916625976563,190,114,146,373.225006103516
4,3,101,69,104101069,0,128.199996948242,0,0,0,0,33.4166679382324,0,18.0833339691162,222,401.700012207031,450,171,5,615.200012207031
4,3,101,79,104101079,0,195.100006103516,0,0,0,0,0,6.66666650772095,10.0833330154419,7,218.850006103516,0,18,1634,1870.84997558594
4,3,101,86,104101086,0,100.199996948242,0,0,0.375,0,0.5,3.58333325386047,3.05833339691162,17,124.716667175293,0,74,3,201.716674804688
4,3,101,93,104101093,0,162.5,0,0,16.75,0,61.6666641235352,51.6666641235352,71.6666641235352,17,381.25,1072,28,20,518.583312988281
4,3,101,107,104101107,0,247.199996948242,0,0,8.5,0,0,27.25,19.9166660308838,30,332.866668701172,365,176,57,596.283325195313
4,3,102,2,104102002,0,143.399993896484,0,0,5,14.1666669845581,0,0,31.5,65,259.066680908203,841,45,9.66666603088379,383.816680908203
4,3,102,3,104102003,0,90.2900009155273,0,0,5.04833316802979,0,0,2.54166674613953,24.5,42.0499992370605,164.429992675781,360,300,37,531.429992675781
4,3,102,5,104102005,0,136.300003051758,0,0,0,0,0,0.833333313465118,15.6625003814697,12.6000003814697,165.39582824707,0,0,185,350.395812988281
4,3,102,7,104102007,0,140.699996948242,0,0,0,0,0,3.33333325386047,24.75,5,173.783340454102,0,55,51,279.783325195313
4,3,102,8,104102008,23,50.7999992370605,0,1.5,2.08333325386047,0,2.08333325386047,0.666666686534882,12.9166660308838,4,74.0500030517578,0,0,8,82.0500030517578
4,3,102,10,104102010,0,111.900001525879,0,0,0,0,0,5.28333330154419,9.41666698455811,10,136.600006103516,60,0,0,141.600006103516
4,3,102,12,104102012,0,45.5,0,0,0,0,0,0,20,11,76.5,154,68,1.33333337306976,158.66667175293
4,3,102,13,104102013,0,94.3000030517578,0,0,0,1.66666662693024,1.66666662693024,3.33333349227905,24.1666660308838,10,135.133331298828,115,159,300,603.716674804688
4,3,102,19,104102019,0,74.5999984741211,0,0,0,0,20.9166660308838,0,28.5,10,134.016662597656,0,46,15,195.016662597656
4,3,102,21,104102021,0,121.800003051758,0,0,0,0,0,14.5833330154419,529.166687011719,165,830.549987792969,3595,6,93.3333282470703,1229.46667480469
4,3,102,23,104102023,0,63,0,0,0,0,0,3.33333325386047,22.0833339691162,91,179.41667175293,976,85,6.33333301544189,352.083343505859
4,3,102,25,104102025,0,56.7000007629395,0,3,0,0,16.6666660308838,3.33333325386047,108.75,16,204.449996948242,0,0,67.5,271.950012207031
4,3,102,29,104102029,0,109.65625,0,0,0,0,0,10.5833339691162,15,17,152.23957824707,0,3,8,163.23957824707
4,3,102,36,104102036,0,105,0,0,0,0,69.75,62.1666641235352,49.3333320617676,19,305.25,145,14,1814.83337402344,2146.16674804688
4,3,102,46,104102046,0,133.800003051758,0,0,0,0,0,87.8333282470703,8,23,252.633331298828,0,0,180,432.633331298828
4,3,103,1,104103001,0,82.8499984741211,0,1,9.16666603088379,0,5.16666650772095,5.25,31.25,6.25,140.933334350586,1081,12,232,475.016662597656
4,3,103,8,104103008,0,51.0499992370605,0,48,9.83333301544189,0,0,0.75,26,6,141.633331298828,214,135,155,449.466674804688
4,3,103,11,104103011,25,43.2999992370605,0,0,0,0,0,11.25,32.0833320617676,22,108.633331298828,50,57,603,772.799987792969
4,3,103,12,104103012,0,41.7000007629395,0,0,0,0,0,1.25,26.6666660308838,4.84999990463257,74.466667175293,0,0,5,79.466667175293
4,3,103,15,104103015,0,32,0,0,0,0,9.16666698455811,0,40.8333320617676,3,85,100,57,1503,1653.33337402344
4,3,103,20,104103020,0,195.800003051758,0,0,0,0,5.83333349227905,9.33333301544189,13.0749998092651,13,237.04167175293,200,238,165.66667175293,657.375
4,3,103,29,104103029,0,145.449996948242,0,0,8,0,7.08333301544189,5.83333349227905,21.4166660308838,10.5,198.283325195313,601,0,502,750.366638183594
4,3,103,37,104103037,0,74,0,0,6.5,0,0,11.0833330154419,21.25,10,122.833335876465,361,0,161,313.916656494141
4,3,103,39,104103039,10,66.7249984741211,0,0,0,0,9.66666698455811,0,10.9583330154419,8.60000038146973,95.9499969482422,87,0,300,403.200012207031
4,3,103,43,104103043,0,31,0,0,0,0,0,3.75,22.0833320617676,10.5,67.3333358764648,0,0,302,369.333343505859
4,3,103,46,104103046,0,77.4653854370117,0,0,4.91666650772095,0,10.8333330154419,5.91666650772095,17.9166660308838,6.19999980926514,123.248718261719,760,66,602,854.58203125
4,3,103,48,104103048,0,36.5499992370605,0,0,0,0,0,3.91666650772095,19.5833320617676,10,70.0500030517578,0,0,207,277.049987792969
4,3,103,50,104103050,0,31.5499992370605,0,3,0,0,4.04166650772095,0,15.341667175293,73,126.933334350586,100,0,300,435.266662597656
4,3,103,79,104103079,0,111,0,0,4.25,0,1.25,1.91666662693024,12.4166669845581,3.5,134.33332824707,613,0,652,837.416687011719
4,3,103,125,104103125,0,221.300003051758,0,0,8.75,0,13.3333330154419,11.25,69.3833312988281,27,351.016662597656,3332,370,7,1005.68334960938
