"id1","id2","id3","id4","itrans_no","s3biv_39ii","s3biv_40","s3biv_41","s3biv_42","s3biv_43ii","s3biv_44","s3biv_45","s3biv_45_1","s3biv_45_2","s3biv_45_3","s3biv_45_4","s3biv_45_5","s3biv_46i","s3biv_46ii","s3biv_47i","s3biv_47ii","s3biv_48i","s3biv_48ii","s3biv_49","hhno"
2,23,56,41,1,1,1,5,12,,5,"1",1,,,,,15,,,,,,3,102056041
2,5,51,53,1,1,1,4,7,,3,"1,6",1,6,,,,20,,40,,,,3,102051053
2,2,32,84,1,1,1,1,4,,4,"1",1,,,,,40,,0,,0,,3,102032084
2,2,34,66,1,1,1,1,3,,1,"1,6,8",1,6,8,,,,,70,,50,,3,102034066
2,2,33,43,1,1,2,,16,,3,"1",1,,,,,180,,0,,0,,2,102033043
2,8,52,9,1,1,1,1,1,,1,"1,2",1,2,,,,840,0,8,0,120,0,3,102052009
2,2,32,18,1,1,1,88,3,,1,"1,10",1,10,,,,100,,0,,0,,3,102032018
2,19,49,129,1,1,1,1,12,,5,"1",1,,,,,40,,30,,,,3,102049129
2,31,39,53,1,1,1,7,12,,3,"1,6,9",1,6,9,,,40,,,,30,,3,102039053
2,31,40,6,4,2,1,88,12,-8,4,"1",1,,,,,100,,,,,,3,102040006
2,5,51,15,2,1,1,11,1,,1,"1",1,,,,,10,,120,,5,,3,102051015
2,29,43,7,1,1,1,88,12,,2,"1",1,,,,,600,,0,,0,,4,102043007
2,23,58,47,1,1,1,1,13,,2,"1,6",1,6,,,,120,,,,,,3,102058047
2,2,37,35,1,1,1,1,7,,3,"1",1,,,,,15,,,,,,4,102037035
2,3,36,8,1,1,1,88,14,,5,"1,4,6",1,4,6,,,120,,,,,,4,102036008
2,23,56,54,1,1,2,,13,,5,"1",1,,,,,10,,30,,,,3,102056054
2,31,38,24,1,1,1,4,13,-8,1,"1",1,,,,,96,,50,,40,,3,102038024
2,27,46,119,1,2,2,,12,,5,"1",1,,,,,50,,20,,,,3,102046119
2,8,52,58,1,2,1,88,12,-8,2,"1,6,7",1,6,7,,,20,0,80,0,0,,4,102052058
2,20,48,15,2,1,1,1,1,13,5,"1,2",1,2,,,,50,0,100,0,30,0,3,102048015
2,31,39,5,1,1,1,1,12,,5,"1,5,6",1,5,6,,,350,,,,60,,4,102039005
2,29,60,26,2,1,1,3,4,,2,"1,4,6",1,4,6,,,864,,250,,150,,4,102060026
2,31,39,49,1,1,1,1,4,,5,"1,6,9",1,6,9,,,60,,30,,40,,3,102039049
2,29,60,80,3,1,1,3,4,,5,"1,4,9",1,4,9,,,25,,,,5,,3,102060080
2,31,39,53,2,1,1,5,9,,3,"1,4,6",1,4,6,,,,,,,15,,3,102039053
2,31,38,24,2,1,1,5,1,59,1,"1",1,,,,,48,,50,,30,,3,102038024
2,31,38,14,1,1,1,88,12,-8,5,"1,5",1,5,,,,100,,20,,67,,3,102038014
2,31,38,65,1,1,1,88,4,-8,2,"1,5,9",1,5,9,,,360,,8,,5,,3,102038065
2,7,50,5,1,1,1,2,1,,1,"1",1,,,,,182,,,,,,3,102050005
2,9,55,74,1,1,1,2,12,,5,"1",1,,,,,150,,30,,30,,3,102055074
2,29,43,57,1,1,1,1,12,,5,"1",1,,,,,50,,0,,0,,3,102043057
2,2,32,38,1,1,1,7,3,41,1,"1,10",1,10,,,,250,,0,,0,,3,102032038
2,9,55,64,1,1,1,1,4,,5,"1,6",1,6,,,,120,,,,,,3,102055064
2,20,48,68,2,1,1,14,4,,5,"1",1,,,,,,,15,,,,3,102048068
2,2,34,90,1,1,1,88,13,-8,5,"1,5,6",1,5,6,,,100,,,,,,4,102034090
2,29,60,1,1,2,1,3,13,-8,2,"1,6,9",1,6,9,,,720,,,,,,3,102060001
2,29,43,2,2,1,1,2,12,,5,"1",1,,,,,100,,20,,20,,4,102043002
2,9,55,64,3,1,1,88,12,,5,"1",1,,,,,20,,,,,,3,102055064
2,23,56,72,3,1,1,88,12,,5,"1",1,,,,,30,,,,20,,3,102056072
2,31,38,29,2,1,1,10,2,,3,"14",14,,,,,,,,,7,50,3,102038029
2,20,48,55,1,1,1,1,12,,5,"1",1,,,,,50,,,,5,,3,102048055
2,19,49,14,1,1,2,,1,-8,5,"1",1,,,,,5,,10,,,,3,102049014
2,5,51,9,2,1,2,,4,,5,"1",1,,,,,20,,15,,,,3,102051009
2,29,60,82,3,1,1,3,1,,3,"1,9",1,9,,,,40,,12,,15,,3,102060082
2,19,49,29,3,1,1,88,1,30,1,"1",1,,,,,,,50,,,,3,102049029
2,23,56,54,5,1,2,,12,,5,"1",1,,,,,60,,80,,50,,3,102056054
2,27,46,36,2,2,1,88,1,,5,"1,2,4",1,2,4,,,1000,,500,,300,,3,102046036
2,2,32,89,1,1,1,2,4,-8,3,"1",1,,,,,50,,0,,200,,3,102032089
2,9,55,74,3,1,1,5,1,-8,1,"1",1,,,,,20,,200,,,,3,102055074
2,29,43,6,5,1,1,4,12,,5,"1",1,,,,,20,,15,,0,,3,102043006
2,2,34,66,3,1,1,5,3,,1,"1,6,8",1,6,8,,,,,70,,50,,3,102034066
2,2,34,7,1,2,1,4,3,,5,"1,5,6",1,5,6,,,100,,100,,,,3,102034007
2,27,46,36,1,1,1,88,1,,5,"1,2,4",1,2,4,,,1500,,800,,200,,3,102046036
2,29,43,89,1,1,1,5,14,,2,"1",1,,,,,240,,10,,0,,4,102043089
2,29,60,43,1,1,1,1,4,,2,"1,4,6",1,4,6,,,120,,10,,10,,4,102060043
2,3,36,13,1,1,1,1,12,,1,"1,4,6",1,4,6,,,40,,30,,,,4,102036013
2,9,54,32,1,1,2,,4,,5,"1,5,9",1,5,9,,,70,0,,,,,1,102054032
2,31,40,8,1,1,1,4,13,-8,5,"1",1,,,,,30,,,,,,3,102040008
2,31,40,38,1,1,1,88,4,-8,5,"1",1,,,,,100,,,,,,4,102040038
2,23,56,41,2,1,1,1,1,40,1,"1",1,,,,,10,,200,,,,3,102056041
2,31,39,61,1,1,1,1,12,,5,"1,6,8",1,6,8,,,,,30,,,,3,102039061
2,29,42,32,1,1,1,4,4,,3,"1,3,5",1,3,5,,,80,,20,,20,,3,102042032
2,29,42,9,1,1,2,,1,,8,"1",1,,,,,547,50,360,,25,,5,102042009
2,31,38,18,1,1,1,2,12,-8,5,"9",9,,,,,15,,,,,,3,102038018
2,2,34,34,1,1,1,88,16,,2,"1,3,6",1,3,6,,,350,,,,,,4,102034034
2,19,49,65,1,1,2,,12,,5,"1",1,,,,,150,,,,,,3,102049065
2,23,57,11,1,1,1,1,1,,5,"1,4",1,4,,,,360,,300,,400,,3,102057011
2,23,58,47,2,1,1,2,13,,2,"1,6",1,6,,,,60,,,,,,3,102058047
2,31,40,24,1,1,1,2,12,-8,5,"1,9",1,9,,,,300,,,,,,3,102040024
2,31,38,29,1,1,1,5,4,,3,"14",14,,,,,,,,,9,,3,102038029
2,23,58,96,1,1,1,1,7,,2,"1,6",1,6,,,,120,,,,,,4,102058096
2,22,53,58,2,2,1,2,4,,5,"1,9",1,9,,,,55,,25,,20,,4,102053058
2,27,46,12,1,1,1,88,14,,3,"1,5,6",1,5,6,,,120,,,,,,4,102046012
2,31,38,38,2,1,1,88,1,,1,"1",1,,,,,,,30,,,,3,102038038
2,31,38,18,2,1,1,5,13,-8,5,"9",9,,,,,8,,,,14,,3,102038018
2,5,51,1,1,1,1,88,1,2,1,"1",1,,,,,10,,200,,15,,3,102051001
2,8,52,6,1,1,1,7,4,,5,"5",5,,,,,30,,0,,0,,3,102052006
2,29,60,90,1,1,1,4,12,-8,2,"1,4,6",1,4,6,,,120,,16,,15,,,102060090
2,2,33,28,1,1,1,3,3,,5,"1",1,,,,,150,,50,,0,,3,102033028
2,29,60,11,2,1,1,8,4,,3,"1,2,6",1,2,6,,,160,,15,,10,,4,102060011
2,23,57,55,1,1,1,3,4,,2,"1,2,5",1,2,5,,,1200,,25,,30,,4,102057055
2,31,39,49,2,2,1,3,4,,5,"1,6,9",1,6,9,,,90,,40,,,,3,102039049
2,31,38,18,4,1,1,8,4,-8,5,"9",9,,,,,20,,5,,,,3,102038018
2,2,34,164,1,1,1,88,3,,1,"1,4,6",1,4,6,,,1040,,60,,,,,102034164
2,9,55,64,4,1,1,88,1,-8,7,"1",1,,,,,,,60,,,,3,102055064
2,5,51,53,2,1,1,1,12,,3,"1,6",1,6,,,,600,,,,,,3,102051053
2,9,55,135,1,1,2,,12,,5,"1",1,,,,,2,,,,5,,3,102055135
2,9,55,94,1,1,2,,12,,5,"1",1,,,,,50,,,,,,3,102055094
2,29,60,20,1,1,1,1,4,-8,3,"1,2,6",1,2,6,,,60,,35,,10,,4,102060020
2,31,39,63,2,2,1,88,12,,3,"1,4,6",1,4,6,,,50,,17,,30,,4,102039063
2,3,36,14,1,1,1,3,14,,5,"1,4,6",1,4,6,,,80,,60,,40,,,102036014
2,23,56,72,1,1,1,7,4,,5,"1",1,,,,,50,,,,40,,3,102056072
2,23,56,74,1,1,1,2,1,-8,5,"1",1,,,,,20,,20,,,,3,102056074
2,23,56,51,1,2,2,,12,,5,"1",1,,,,,,,,,50,,3,102056051
2,5,51,2,1,1,1,10,4,,5,"1",1,,,,,25,,,,,,3,102051002
2,20,48,67,1,1,2,,12,,1,"1",1,,,,,480,0,,,,,3,102048067
2,20,48,22,1,2,2,,13,-8,5,"1",1,,,,,40,0,,,,,3,102048022
2,29,60,78,2,1,1,2,4,,2,"1,6,9",1,6,9,,,150,,15,,12,,4,102060078
2,31,39,23,1,1,1,2,12,,5,"1,6",1,6,,,,5,,,,,,4,102039023
2,29,43,6,3,1,1,1,7,,5,"1",1,,,,,20,,60,,0,,3,102043006
2,5,51,14,1,1,1,3,1,-8,2,"1,6",1,6,,,,1200,,,,,40,2,102051014
2,7,50,23,1,1,,1,4,,4,"1,6",1,6,,,,40,,,,,,8,102050023
2,9,55,64,5,1,1,88,1,-8,7,"1",1,,,,,,,40,,,,3,102055064
2,23,56,16,2,1,2,,7,,5,"1",1,,,,,,,10,,,,4,102056016
2,5,51,20,2,1,1,1,4,,2,"1",1,,,,,1500,,,,,,3,102051020
2,6,45,26,1,1,1,1,1,-8,7,"1,4,5",1,4,5,,,1830,,200,,11,0,3,102045026
2,29,42,23,1,1,1,1,4,,2,"1,3",1,3,,,,40,,2,,40,,3,102042023
2,2,37,37,1,1,1,3,4,,3,"1,6",1,6,,,,100,,,,50,,3,102037037
2,23,57,72,1,1,1,1,12,,5,"1,2,6",1,2,6,,,100,,52,,10,,3,102057072
2,31,39,43,1,1,1,10,13,,4,"1,6,9",1,6,9,,,20,,,,,,3,102039043
2,9,55,15,1,1,1,88,12,,4,"1",1,,,,,20,,,,,,3,102055015
2,2,37,38,1,1,1,6,13,-8,5,"1",1,,,,,20,,30,,,,,102037038
2,31,40,2,1,1,1,1,12,-8,5,"1,6",1,6,,,,100,,120,,,,3,102040002
2,19,49,30,1,1,2,,12,,5,"1",1,,,,,,,25,,,,3,102049030
2,31,40,6,1,1,1,7,12,-8,5,"1",1,,,,,20,,,,,,3,102040006
2,29,43,93,1,1,1,1,12,,1,,,,,,,50,,100,,20,,3,102043093
2,31,40,6,5,2,1,88,7,-8,5,"1",1,,,,,60,,,,,,4,102040006
2,7,50,14,1,2,,,12,,1,"1",1,,,,,1800,,,,,,3,102050014
2,31,38,8,2,1,1,1,4,-8,5,"1",1,,,,,,,20,,45,,3,102038008
2,29,60,80,1,1,1,1,4,,5,"1,4,9",1,4,9,,,30,,,,12,,3,102060080
2,20,48,37,1,1,1,3,12,,5,"1",1,,,,,50,,,,,,3,102048037
2,31,38,30,2,1,1,8,12,-8,2,"9",9,,,,,240,,120,,,,3,102038030
2,8,52,9,2,1,1,1,1,,3,"6",6,,,,,172,0,0,,0,,3,102052009
2,29,60,20,2,1,1,3,4,-8,2,"1,2,6",1,2,6,,,25,,25,,44,,4,102060020
2,2,33,17,1,1,1,1,12,,5,"1",1,,,,,100,,0,,0,,3,102033017
2,23,57,72,2,1,1,2,12,,5,"1,2,6",1,2,6,,,25,,35,,25,,3,102057072
2,29,43,17,1,1,2,,14,,5,"1",1,,,,,50,,20,,0,,4,102043017
2,8,52,12,1,1,2,,12,-8,3,"1,6,8",1,6,8,,,400,0,116,,120,,4,102052012
2,2,32,36,1,1,1,1,3,39,2,"1",1,,,,,200,,100,,0,,3,102032036
2,20,48,54,2,1,2,,13,,4,"1",1,,,,,20,,20,,,,3,102048054
2,6,45,56,1,1,1,1,1,-8,7,"1",1,,,,,1800,,10,,150,0,3,102045056
2,8,52,24,1,1,1,1,7,,2,"1,4,6",1,4,6,,,480,0,0,,0,,4,102052024
2,22,53,59,1,2,1,4,4,,5,"1,4,5",1,4,5,,,25,,30,,40,,4,102053059
2,23,57,39,1,1,1,1,4,,5,"1,6,9",1,6,9,,,300,,,,,,3,102057039
2,29,60,82,2,1,1,2,1,,3,"1,9",1,9,,,,30,,,,8,,3,102060082
2,23,56,16,1,1,1,2,7,,5,"1",1,,,,,,,30,,,,3,102056016
2,2,37,28,1,1,1,3,4,,2,"1,6",1,6,,,,240,,,,30,,4,102037028
2,31,40,14,1,1,1,1,12,-8,5,"1",1,,,,,20,,,,,,4,102040014
2,31,39,22,1,1,1,88,12,,5,"1,4,5",1,4,5,,,150,,20,,20,,4,102039022
2,22,53,58,1,2,1,1,1,,5,"1,9",1,9,,,,20,,60,,,,6,102053058
2,2,33,87,1,1,1,2,3,,5,"1,6",1,6,,,,240,,100,,0,,3,102033087
2,20,48,55,2,1,1,88,1,-8,7,"1",1,,,,,400,,,,,,3,102048055
2,5,51,9,1,1,2,,1,,5,"1",1,,,,,,,3,,,,3,102051009
2,6,45,47,1,1,2,,12,-8,2,"1,2,6",1,2,6,,,1200,0,17,0,170,0,4,102045047
2,31,38,59,1,1,1,11,13,,5,"1",1,,,,,,,100,,,,3,102038059
2,9,54,60,1,1,2,,4,,2,"1",1,,,,,20,0,10,0,,,2,102054060
2,23,56,40,2,1,1,4,1,,5,"1",1,,,,,30,,,,,,3,102056040
2,29,44,19,1,1,1,1,4,,3,"1,9",1,9,,,,,,,,,,,102044019
2,29,43,31,4,1,2,,1,,7,"1",1,,,,,10,,200,,20,,3,102043031
2,19,49,19,1,1,1,88,4,,5,"1",1,,,,,100,,,,50,,3,102049019
2,29,43,66,1,1,1,88,13,,5,"1",1,,,,,700,,0,,0,,3,102043066
2,9,55,121,1,1,1,4,4,,5,"1",1,,,,,20,,,,,,3,102055121
2,20,48,52,1,1,2,,13,,5,"1",1,,,,,,,20,,,,3,102048052
2,23,56,58,1,1,1,2,1,51,1,"1",1,,,,,20,,20,,,,3,102056058
2,31,38,42,1,1,1,88,13,,1,"1",1,,,,,480,,,,,,3,102038042
2,29,43,6,1,1,1,88,16,,5,"1",1,,,,,40,,0,,0,,2,102043006
2,23,56,54,2,1,2,,1,51,5,"1",1,,,,,50,,50,,,,3,102056054
2,23,56,50,1,1,1,88,13,-8,5,"1,9",1,9,,,,10,,10,,20,,3,102056050
2,2,35,10,1,1,1,1,3,-8,5,"1",1,,,,,55,,,,,,3,102035010
2,27,46,115,1,1,1,3,12,,5,"1",1,,,,,60,,15,,,,3,102046115
2,29,42,31,1,1,1,88,1,,8,"1",1,,,,,660,,120,,100,,5,102042031
2,31,38,30,1,1,1,7,4,-8,2,"1,9",1,9,,,,240,,120,,6,,3,102038030
2,23,57,39,2,5,1,1,4,,2,"1,5,6",1,5,6,,,100,,40,,30,,3,102057039
2,7,50,8,1,1,1,1,4,,2,"1",1,,,,,1200,,,,,,3,102050008
2,5,51,6,1,1,1,5,4,,5,"1",1,,,,,40,,,,,,2,102051006
2,31,38,65,2,1,1,1,12,-8,3,"1,9",1,9,,,,60,,10,,65,,3,102038065
2,2,34,66,4,2,1,88,12,,1,"1,5,6",1,5,6,,,600,,,,,,4,102034066
2,29,43,31,3,1,2,,12,,5,"1",1,,,,,100,,5,,0,,3,102043031
2,31,38,10,1,2,1,88,1,-8,5,"1",1,,,,,,,20,,,,3,102038010
2,29,44,53,1,1,1,1,4,,5,"1",1,,,,,,,,,,,,102044053
2,2,34,149,1,1,1,88,12,,3,"1,5,6",1,5,6,,,230,,,,,,4,102034149
2,29,60,43,2,1,1,2,4,,2,"1,4,6",1,4,6,,,240,,15,,20,,4,102060043
2,9,55,109,,1,1,3,13,,5,"1",1,,,,,30,,,,15,,3,102055109
2,2,32,82,1,1,1,1,3,,5,"1,10",1,10,,,,200,,120,,0,,3,102032082
2,29,43,2,1,1,1,1,12,,5,"1",1,,,,,150,,15,,20,,4,102043002
2,29,60,11,1,1,1,6,12,,3,"1,2,6",1,2,6,,,150,,15,,10,,4,102060011
2,3,36,4,1,1,1,88,14,,4,"3",3,,,,,140,,,,,,,102036004
2,23,58,56,1,1,1,1,13,,5,"1",1,,,,,50,,,,,,4,102058056
2,23,56,50,3,1,1,9,12,-8,2,"1,9",1,9,,,,50,,10,,50,,3,102056050
2,9,55,127,1,1,1,2,4,,5,"1",1,,,,,60,,,,70,,3,102055127
2,29,43,28,3,1,2,,1,,5,"8",8,,,,,0,,0,,20,,3,102043028
2,29,60,26,1,1,1,1,3,,2,"1,4,6",1,4,6,,,640,,200,,100,,4,102060026
2,29,42,28,1,1,1,1,12,,2,"1,6",1,6,,,,360,,10,,10,,4,102042028
2,19,49,29,2,1,1,88,12,,5,"1",1,,,,,60,,45,,,,3,102049029
2,29,41,21,1,1,1,1,13,,5,"1",1,,,,,240,,,,,,3,102041021
2,23,57,72,4,1,1,4,12,,5,"1,2,6",1,2,6,,,25,,45,,15,,3,102057072
2,2,33,37,1,1,1,88,4,,2,"1,2,5",1,2,5,,,720,,0,,0,,3,102033037
2,2,32,5,1,1,1,7,16,,5,"1,5,6",1,5,6,,,100,,0,,0,,3,102032005
2,9,55,64,2,1,1,88,12,,5,"1,6",1,6,,,,100,,,,,,3,102055064
2,23,58,56,2,1,2,,13,,5,"1",1,,,,,50,,,,,,3,102058056
2,5,51,3,1,1,1,3,1,2,1,"1",1,,,,,100,,200,,30,,3,102051003
2,29,43,28,1,1,1,3,7,,5,"1",1,,,,,10,,10,,10,,3,102043028
2,6,45,87,1,1,1,2,12,,2,"1,6",1,6,,,,240,0,20,0,110,0,4,102045087
2,5,51,15,1,1,2,,1,,5,"1",1,,,,,13,,,,,,3,102051015
2,31,40,8,2,1,1,6,,-8,5,"1",1,,,,,80,,,,,,3,102040008
2,31,40,47,2,1,1,88,1,,2,"1",1,,,,,120,,,,,,3,102040047
2,20,48,68,1,1,2,,4,,5,"1",1,,,,,5,,,,,,3,102048068
2,8,52,28,1,2,2,,4,,2,"1,6,8",1,6,8,,,50,0,210,0,200,0,3,102052028
2,20,48,52,2,1,2,,13,,5,"1",1,,,,,20,,40,,,,3,102048052
2,29,60,80,2,1,1,2,4,,5,"1,4,9",1,4,9,,,25,,,,8,,3,102060080
2,23,56,50,4,1,1,88,12,-8,5,"1",1,,,,,10,,5,,50,,3,102056050
2,27,46,35,1,1,1,1,3,,5,"1,6,8",1,6,8,,,1200,,600,,100,,4,102046035
2,2,34,92,1,1,1,88,3,,1,"1,5,6",1,5,6,,,25,,100,,,,3,102034092
2,20,48,22,2,3,2,,13,-8,5,"1",1,,,,,10,0,5,0,5,0,3,102048022
2,29,43,6,2,1,1,3,7,,5,"1",1,,,,,20,,16,,0,,3,102043006
2,2,35,11,1,1,1,3,3,-8,5,"1",1,,,,,150,,30,,,,3,102035011
2,31,40,1,1,1,1,88,4,-8,5,"1",1,,,,,30,,,,,,3,102040001
2,31,40,6,3,2,1,88,4,-8,4,"1",1,,,,,50,,,,,,3,102040006
2,23,56,72,2,1,1,1,12,,5,"1",1,,,,,60,,40,,,,3,102056072
2,2,34,66,2,1,1,2,3,,1,"1,6,8",1,6,8,,,,,70,,50,,3,102034066
2,2,34,140,1,1,1,88,3,,5,"1,4,6",1,4,6,,,30,,25,,,,3,102034140
2,31,38,31,1,1,1,88,13,,2,"1",1,,,,,100,,130,,80,,3,102038031
2,31,39,63,1,2,1,88,13,,3,"1,6,9",1,6,9,,,30,,,,,,3,102039063
2,5,51,64,1,1,1,2,9,,2,"1",1,,,,,150,,,,50,,4,102051064
2,29,43,31,1,1,2,,12,,5,"1",1,,,,,200,,20,,10,,3,102043031
2,20,48,15,3,1,1,3,1,,5,"1,2",1,2,,,,20,0,15,0,10,0,3,102048015
2,2,37,27,1,1,1,4,1,,2,"1",1,,,,,40,,80,,,,3,102037027
2,5,51,20,1,1,1,7,1,,1,"1",1,,,,,300,,,,,,3,102051020
2,20,48,22,3,4,1,88,13,-8,5,"1,5",1,5,,,,10,0,5,0,5,0,3,102048022
2,23,56,54,3,1,2,,1,-8,1,"1",1,,,,,,,100,,,,3,102056054
2,31,40,47,1,1,1,4,4,,5,"1",1,,,,,240,,,,,,3,102040047
2,23,56,54,4,1,2,,12,,5,"1",1,,,,,80,,,,,,3,102056054
2,23,56,50,5,2,2,,12,-8,3,"1",1,,,,,50,,20,,10,,3,102056050
2,29,60,78,1,1,1,1,4,,2,"1,6,9",1,6,9,,,180,,10,,25,,4,102060078
2,9,55,121,2,1,1,3,4,,5,"1",1,,,,,40,,,,,,3,102055121
2,23,56,50,2,1,1,10,12,-8,2,"1,9",1,9,,,,50,,20,,10,,3,102056050
2,20,48,51,3,1,1,3,1,50,1,"1,5",1,5,,,,50,0,100,0,,,3,102048051
2,9,54,11,1,1,1,1,4,,5,"5",5,,,,,20,0,,,,,4,102054011
2,23,56,58,2,2,2,,1,-8,5,"1",1,,,,,,,,,9,,3,102056058
2,2,37,2,1,1,1,1,14,-8,4,"1,5",1,5,,,,20,,,,,,4,102037002
2,2,35,19,1,1,1,2,3,-8,2,"1",1,,,,,720,,600,,,,4,102035019
2,6,45,51,1,1,2,,4,,3,"1,5",1,5,,,,50,0,,,10,0,4,102045051
2,29,60,82,1,1,1,1,4,,3,"1,9",1,9,,,,50,,10,,10,,4,102060082
2,31,38,19,1,1,1,88,12,-8,2,"1",1,,,,,,,10,,,,3,102038019
2,2,35,4,1,1,1,88,16,,5,"1",1,,,,,80,,,,,,4,102035004
2,31,40,6,2,1,1,88,16,-8,5,"1",1,,,,,100,,,,,,2,102040006
2,31,40,14,2,1,1,88,12,-8,5,"1",1,,,,,35,,,,,,4,102040014
2,31,39,66,1,1,1,88,12,-8,5,"1,6,9",1,6,9,,,50,,,,,,4,102039066
2,27,46,81,1,1,1,88,15,,2,"1,6",1,6,,,,1200,,,,,,4,102046081
2,31,40,17,1,1,1,4,12,-8,5,"1,6",1,6,,,,450,,,,,,3,102040017
2,31,40,8,3,2,1,9,4,-8,5,"1",1,,,,,95,,,,,,3,102040008
2,31,38,33,1,1,1,88,13,-8,1,"1,5",1,5,,,,480,,96,,30,,3,102038033
2,31,40,20,1,1,1,2,12,-8,5,"1",1,,,,,70,,,,,,3,102040020
2,29,43,28,2,1,1,1,13,,5,"1",1,,,,,10,,0,,10,,3,102043028
3,1,72,20,2,1,1,8,16,,5,"1,8",1,8,,,,800,,,,,,2,103072020
3,1,61,85,1,1,1,5,16,,5,"1,2,8",1,2,8,,,500,,,,200,,2,103061085
3,1,63,26,1,1,1,3,16,,5,"1,6,8",1,6,8,,,300,,,,100,,2,103063026
3,1,68,42,1,1,2,,1,,1,"1",1,,,,,1000,,200,,500,,3,103068042
3,1,77,14,4,1,1,10,4,,1,"1",1,,,,,120,,50,,,,3,103077014
3,1,73,49,2,1,1,1,4,-8,3,"1",1,,,,,20,,,,,,3,103073049
3,38,100,16,1,1,1,8,16,,5,"1",1,,,,,50,,,,50,,4,103100016
3,1,80,18,1,1,1,1,4,,2,"1,2",1,2,,,,360,,0,0,50,0,4,103080018
3,1,68,125,2,1,1,2,4,,2,"1,8",1,8,,,,700,,,,200,,3,103068125
3,43,98,35,3,1,1,7,16,,3,"1,6",1,6,,,,800,,,,,,2,103098035
3,1,63,26,3,1,1,4,4,,5,"1,6,8",1,6,8,,,,,100,,50,,3,103063026
3,1,64,1,1,1,2,,16,,5,"1",1,,,,,500,,,,200,,2,103064001
3,1,73,49,1,1,1,3,4,-8,5,"1",1,,,,,10,,25,,,,3,103073049
3,43,98,35,5,1,1,9,1,,5,"1,6",1,6,,,,400,,,,100,,3,103098035
3,43,94,47,1,1,1,5,9,,5,"1,6",1,6,,,,200,,20,,,,,103094047
3,43,96,51,4,1,1,4,13,,1,",1,6",,1,6,,,100,,200,,,,3,103096051
3,1,74,31,2,1,1,2,4,-8,1,"1",1,,,,,240,,100,,,,3,103074031
3,1,70,37,1,1,1,2,12,,5,"1,6",1,6,,,,,,,,,,3,103070037
3,1,70,9,1,1,2,,4,,5,"1,8",1,8,,,,100,,,,,,5,103070009
3,1,61,120,1,1,1,2,16,,5,"1,5",1,5,,,,500,,,,300,,,103061120
3,1,70,28,3,2,1,6,12,,5,"1,6",1,6,,,,200,,,,100,,3,103070028
3,1,68,164,1,1,1,2,16,,5,"1,5",1,5,,,,1500,,,,500,,2,103068164
3,1,68,180,2,1,1,5,4,,2,"1,5",1,5,,,,700,,200,,150,,3,103068180
3,43,95,33,1,2,2,,4,,5,"4",4,,,,,200,,,,,,,103095033
3,1,75,58,1,2,2,,16,,3,"1,2",1,2,,,,4500,,,,900,,2,103075058
3,1,79,14,1,1,1,1,4,-8,1,"1",1,,,,,100,0,150,0,,,3,103079014
3,37,92,31,1,1,1,88,12,-8,2,"1,2,5",1,2,5,,,400,0,100,0,,,4,103092031
3,39,99,15,2,1,1,4,13,,,"1",1,,,,,150,,100,,,,4,103099015
3,1,66,142,1,1,2,,16,,3,"1",1,,,,,1200,,,,500,,2,103066142
3,1,75,34,1,1,1,1,4,-8,1,"1",1,,,,,360,,50,,30,0,3,103075034
3,44,91,76,1,2,1,88,12,,5,"1",1,,,,,40,,,,,,3,103091076
3,43,95,75,2,1,2,,4,,5,"1,4",1,4,,,,70,,,,,,,103095075
3,1,64,69,1,1,1,3,16,,5,"1,8",1,8,,,,600,,,,300,,2,103064069
3,43,98,35,1,1,1,5,1,,1,"1",1,,,,,,,300,,,,3,103098035
3,1,79,16,3,3,1,2,16,,5,"5",5,,,,,250,0,,,,,1,103079016
3,1,62,235,2,5,1,88,4,,2,"1,5",1,5,,,,800,,150,,100,,3,103062235
3,1,81,75,1,1,2,,16,,5,"1,4",1,4,,,,500,,,,,,2,103081075
3,1,77,97,1,1,1,1,4,,5,"1",1,,,,,100,,20,,,,3,103077097
3,1,62,199,1,1,2,,16,,5,"1,6",1,6,,,,400,,,,,,2,103062199
3,1,77,53,1,1,1,1,4,,1,"1",1,,,,,240,,20,,,,3,103077053
3,1,73,25,1,1,2,,16,-8,5,"1",1,,,,,1060,,,,,,1,103073025
3,1,74,2,3,1,1,6,16,,5,"1,6,8",1,6,8,,,,,,,,,2,103074002
3,43,98,35,2,1,1,6,1,,2,"1,6",1,6,,,,200,,100,,,,3,103098035
3,1,77,14,1,1,1,2,4,,2,"1",1,,,,,240,,,,30,,3,103077014
3,38,100,15,3,1,1,9,1,,2,"1,3,6",1,3,6,,,150,,50,,50,,3,103100015
3,1,68,125,1,1,1,1,4,,2,"1,5",1,5,,,,1500,,600,,200,,3,103068125
3,1,86,14,1,1,1,4,16,,5,"1,2,6",1,2,6,,,600,,,,,,2,103086014
3,1,61,58,1,1,1,4,16,,5,"1,2,3",1,2,3,,,1200,,,,200,,4,103061058
3,1,80,18,2,1,1,2,13,,5,"1",1,,,,,0,0,100,0,0,0,,103080018
3,1,62,51,1,1,1,4,16,,5,"1,2",1,2,,,,800,,,,400,,2,103062051
3,1,70,12,1,1,1,2,4,,5,"1,6",1,6,,,,50,,,,20,,3,103070012
3,44,91,25,1,2,1,88,4,,5,"1,6",1,6,,,,150,,,,,,3,103091025
