"id1","id2","id3","id4","itrans_no","s3biv_39ii","s3biv_40","s3biv_41","s3biv_42","s3biv_43ii","s3biv_44","s3biv_45","s3biv_45_1","s3biv_45_2","s3biv_45_3","s3biv_45_4","s3biv_45_5","s3biv_46i","s3biv_46ii","s3biv_47i","s3biv_47ii","s3biv_48i","s3biv_48ii","s3biv_49","hhno"
4,58,131,28,1,1,2,,13,,2,"1",1,,,,,0,,50,0,0,,3,104131028
4,58,131,24,1,2,1,2,1,,2,"1",1,,,,,250,0,0,,0,,3,104131024
4,55,122,17,1,1,1,88,7,,5,"1,6",1,6,,,,50,0,25,0,,,3,104122017
4,55,122,14,2,2,1,2,6,,5,"1",1,,,,,80,0,200,0,40,0,3,104122014
4,59,128,12,1,1,1,1,4,,,"1",1,,,,,30,,40,,20,,4,104128012
4,60,113,40,1,1,1,88,12,,5,"1",1,,,,,10,,,,,,3,104113040
4,49,124,52,1,1,2,,4,,5,"1,5,6",1,5,6,,,140,0,50,0,45,0,4,104124052
4,46,108,30,1,1,1,88,4,,5,"1",1,,,,,85,,,,,,2,104108030
4,60,112,52,1,1,1,1,4,,5,"1",1,,,,,33,33,,,,,4,104112052
4,49,123,28,1,1,1,1,4,,5,"1,5,6",1,5,6,,,100,,,,30,0,3,104123028
4,60,111,35,3,1,1,3,13,,5,"1,6",1,6,,,,300,,,,,,4,104111035
4,49,124,23,2,1,1,5,12,,5,"1,4",1,4,,,,140,0,,,30,0,4,104124023
4,7,119,11,2,1,1,5,16,,5,"1",1,,,,,55,,,,25,,2,104119011
4,59,128,38,2,1,1,2,4,,5,"1,6",1,6,,,,80,,,,,,1,104128038
4,62,118,2,2,2,1,2,6,-8,2,"1",1,,,,,480,,200,,180,,4,104118002
4,62,118,21,1,1,1,3,16,,5,"1,6",1,6,,,,500,,,,,,2,104118021
4,53,105,42,1,1,2,,14,,5,"1,5,6",1,5,6,,,300,,,,,,4,104105042
4,58,131,33,1,1,2,,1,31,2,"1,6,7",1,6,7,,,400,0,500,0,24,0,3,104131033
4,60,111,51,2,1,1,88,12,,5,"1,6",1,6,,,,100,,,,,,4,104111051
4,49,121,26,1,1,1,1,13,,5,"1,6",1,6,,,,250,,150,,80,,4,104121026
4,50,126,17,2,1,1,3,4,,2,"1,6",1,6,,,,250,,,,,,4,104126017
4,49,124,23,1,1,1,3,4,,5,"1,4",1,4,,,,125,0,,,25,0,4,104124023
4,49,123,40,4,1,1,7,12,,5,"1,4,9",1,4,9,,,200,0,,,,,4,104123040
4,60,112,52,3,1,1,3,12,,5,"1",1,,,,,33,33,40,,,,4,104112052
4,49,124,25,1,1,1,2,5,,5,"1,3",1,3,,,,20,0,30,0,13,0,4,104124025
4,55,122,6,1,1,1,7,8,,3,"1",1,,,,,70,,,,,,,104122006
4,60,111,71,1,1,1,88,12,,5,"1,5,10",1,5,10,,,400,,,,,,4,104111071
4,50,342,2,1,4,1,88,13,,5,,,,,,,90,,,,,,3,104342002
4,51,133,9,2,2,1,8,4,,5,"8",8,,,,,,,,,50,,4,104133009
4,7,117,20,1,1,2,,4,,2,"1,4",1,4,,,,600,0,,,,,2,104117020
4,6,114,6,1,1,1,1,12,-8,2,"1",1,,,,,840,,,,,,4,104114006
4,50,126,7,1,1,1,1,4,,5,"1,6",1,6,,,,150,,,,,,4,104126007
4,6,114,1,1,1,1,3,2,,5,"3",3,,,,,50,,,,,,,104114001
4,49,124,29,2,1,,8,4,,5,"1",1,,,,,20,0,,,,,,104124029
4,7,117,32,1,1,1,1,4,,5,"1,6",1,6,,,,250,0,,,,,4,104117032
4,46,109,28,1,1,1,88,13,,5,"1,6",1,6,,,,150,,,,,,4,104109028
4,49,124,10,1,1,1,1,4,,5,"1,5,6",1,5,6,,,30,0,12,50,45,0,4,104124010
4,60,111,51,4,1,1,88,12,,5,"1,6",1,6,,,,100,,,,,,4,104111051
4,54,106,65,2,2,1,1,16,,5,"1",1,,,,,100,,,,,,2,104106065
4,62,118,33,2,2,1,2,4,,5,"1",1,,,,,,,100,,100,,3,104118033
4,6,114,14,1,1,1,6,2,,5,"1",1,,,,,50,,,,,,3,104114014
4,50,342,1,1,2,,1,4,,5,"1",1,,,,,,,100,,,,4,104342001
4,49,124,57,1,1,1,6,4,,5,"1,6",1,6,,,,180,0,80,0,35,0,3,104124057
4,49,121,48,1,1,1,3,4,,5,"1,6",1,6,,,,50,,,,30,,4,104121048
4,49,123,28,3,2,1,88,4,,5,,,,,,,120,0,,,60,0,3,104123028
4,51,133,25,1,1,1,1,4,,5,"6",6,,,,,50,,,,10,,3,104133025
4,49,121,15,1,1,1,2,4,,5,"1,6",1,6,,,,10,,,,,,4,104121015
4,49,120,24,1,1,1,88,4,,5,"8",8,,,,,,,,,20,,3,104120024
4,50,126,31,1,1,1,3,1,-8,1,"1,5,6",1,5,6,,,416,,650,,48,,3,104126031
4,3,101,57,1,1,1,88,12,,5,"1",1,,,,,150,,100,,100,,5,104101057
4,60,111,51,1,1,1,88,12,,5,"1,6",1,6,,,,200,,,,,,4,104111051
4,60,110,2,1,1,1,88,13,,5,"1",1,,,,,,,4,,2,,3,104110002
4,49,124,14,1,1,1,3,13,,5,"1,5",1,5,,,,50,0,,,,,4,104124014
4,50,126,31,2,1,1,1,1,,1,"1,6,8",1,6,8,,,160,,780,,35,,3,104126031
4,49,121,103,1,1,1,6,12,,5,"1,6,8",1,6,8,,,50,,,,20,,3,104121103
4,49,120,39,1,1,1,88,1,,5,"1,5",1,5,,,,150,,,,,,3,104120039
4,55,122,5,1,1,1,1,4,,2,"1,5,6",1,5,6,,,700,0,200,0,24,0,4,104122005
4,49,121,15,2,1,1,5,12,,5,"1,6",1,6,,,,50,,,,,,4,104121015
4,49,121,26,2,1,1,2,1,,6,"1",1,,,,,60,,438,,,,3,104121026
4,58,131,13,1,2,,1,4,,5,"1,4,6",1,4,6,,,120,0,0,0,0,0,4,104131013
4,49,124,52,2,1,,,4,,5,"1,5,6",1,5,6,,,60,0,20,0,35,0,4,104124052
4,49,123,40,3,1,1,5,12,,5,"1",1,,,,,80,0,,,,,4,104123040
4,3,101,69,1,1,2,,12,,2,"1",1,,,,,240,,,,,,2,104101069
4,60,112,12,1,1,1,1,12,,5,"1",1,,,,,200,,,,,,3,104112012
4,53,105,12,1,1,1,88,14,,5,"1,6",1,6,,,,500,,,,,,4,104105012
4,60,112,51,4,1,1,4,4,,5,"1,6",1,6,,,,150,,150,,,,4,104112051
4,55,122,12,2,1,1,5,4,,2,"1",1,,,,,300,,360,0,250,0,3,104122012
4,49,121,103,3,1,1,13,12,,5,"1,6",1,6,,,,100,,,,,,1,104121103
4,55,122,12,1,1,1,2,4,,2,"1",1,,,,,300,,360,0,250,0,3,104122012
4,49,123,32,1,1,2,,1,,5,"1",1,,,,,,,25,0,,,3,104123032
4,50,126,4,2,1,1,3,4,,5,"1",1,,,,,40,,,,25,,4,104126004
4,49,121,91,3,1,1,3,4,,5,"1,6",1,6,,,,30,,30,,50,,4,104121091
4,58,129,22,1,1,1,1,13,,5,"1,4",1,4,,,,200,,,,10,,3,104129022
4,59,128,12,4,2,1,4,1,,,"1,5",1,5,,,,300,,,,20,,3,104128012
4,7,119,34,1,1,1,1,1,-8,2,"1",1,,,,,480,,,,21,60,,104119034
4,49,121,48,4,1,1,6,4,,5,"1,6",1,6,,,,50,,,,,,4,104121048
4,49,121,91,2,1,1,2,12,,5,"1,6",1,6,,,,20,,20,,70,,4,104121091
4,49,123,44,3,1,1,5,1,-8,2,"1",1,,,,,20,0,120,0,,,3,104123044
4,50,126,17,4,1,1,6,4,,2,"1,6",1,6,,,,120,,,,,,4,104126017
4,46,107,28,1,1,1,1,4,,2,"1,6",1,6,,,,120,,,,,,4,104107028
4,49,123,40,1,1,1,1,12,,5,"1,9",1,9,,,,100,0,,,,,4,104123040
4,49,121,24,1,1,1,2,4,,5,"1",1,,,,,200,,,,20,,4,104121024
4,7,119,11,1,1,1,1,4,,5,"1",1,,,,,100,,,,40,,3,104119011
4,60,110,11,1,1,1,1,12,,5,"1",1,,,,,100,,,,,,3,104110011
4,59,128,66,1,1,1,3,1,64,1,"1,6",1,6,,,,100,,700,,40,,3,104128066
4,49,121,48,3,1,1,10,6,,5,"1,6",1,6,,,,100,,,,,,3,104121048
4,60,110,11,3,1,1,3,16,,5,"1",1,,,,,100,,,,,,4,104110011
4,49,120,25,1,1,1,12,14,,5,"1",1,,,,,20,,,,,,4,104120025
4,60,111,78,1,1,1,2,12,,1,"1",1,,,,,700,,,,200,,3,104111078
4,62,118,34,1,1,1,1,4,,5,"1",1,,,,,50,,,,50,,4,104118034
4,49,123,20,1,1,1,5,12,,5,"1,6",1,6,,,,240,,,,,,3,104123020
4,60,111,23,1,1,1,88,12,,5,"3",3,,,,,100,,,,,,4,104111023
4,60,111,34,2,1,1,9,12,,5,"1",1,,,,,10,,,,,,3,104111034
4,51,133,43,1,1,,51,4,,5,"1,5,6",1,5,6,,,200,,,,,,4,104133043
4,49,123,9,2,1,1,6,4,,5,"1,6",1,6,,,,150,0,,,,,,104123009
4,50,126,17,1,1,1,1,4,,2,"1,6",1,6,,,,80,,,,,,4,104126017
4,53,105,22,1,1,1,3,14,,5,"1",1,,,,,1000,,,,,,4,104105022
4,55,122,17,3,1,1,3,7,,5,"1",1,,,,,10,0,20,0,,,3,104122017
4,55,122,16,2,1,1,88,4,,5,"1,3,5",1,3,5,,,70,0,15,0,,,4,104122016
4,46,107,58,2,1,1,3,12,,5,"1,6",1,6,,,,50,,0,,0,,3,104107058
4,46,109,2,1,1,1,88,7,,5,"1,6",1,6,,,,30,,,,,,4,104109002
4,49,124,33,1,1,1,1,4,,2,"1",1,,,,,600,0,40,0,500,0,4,104124033
4,58,131,24,2,1,1,1,4,,3,"1",1,,,,,300,0,0,,0,,4,104131024
4,7,119,41,1,1,1,1,6,,5,"1,6",1,6,,,,40,,,,,,4,104119041
4,60,113,90,1,1,1,88,12,-8,3,"1,6",1,6,,,,500,,,,,,3,104113090
4,60,110,22,1,1,1,88,12,,5,"1,5",1,5,,,,500,,150,,,,4,104110022
4,49,124,29,1,1,,6,4,,5,"1",1,,,,,70,0,,,,,,104124029
4,58,132,36,1,1,1,88,1,-8,5,"12",12,,,,,15,,,,,,3,104132036
4,49,123,17,1,1,1,5,12,,5,"1",1,,,,,10,0,,,30,0,3,104123017
4,49,121,91,1,1,1,1,12,,5,"1,6",1,6,,,,10,,40,,30,,3,104121091
4,62,118,35,1,1,1,4,8,-8,5,"1",1,,,,,500,,,,,,2,104118035
4,49,123,40,2,1,1,2,12,,5,"1",1,,,,,50,0,,,,,4,104123040
4,49,121,49,1,1,1,8,5,,2,"1,6,9",1,6,9,,,120,,20,,,,3,104121049
4,50,126,2,2,1,1,88,12,,5,"8",8,,,,,15,,50,,,,3,104126002
4,55,122,15,1,1,1,3,1,-8,1,"1,6",1,6,,,,180,,200,0,,,3,104122015
4,6,114,2,1,1,1,2,8,,5,"1",1,,,,,250,,,,,,4,104114002
4,60,110,8,2,1,1,2,12,,5,"1",1,,,,,40,,20,,,,3,104110008
4,50,342,4,1,1,1,1,4,,5,"1,4",1,4,,,,20,,,,,,4,104342004
4,7,117,5,1,1,1,2,4,-8,5,"1,3,4",1,3,4,,,80,0,,,,,4,104117005
4,58,130,2,1,1,1,7,4,,5,"1,3,6",1,3,6,,,200,,65,,,,4,104130002
4,50,126,23,2,2,1,7,4,,5,"1,6",1,6,,,,60,,,,,,4,104126023
4,46,109,22,1,1,1,3,4,-8,5,"8",8,,,,,,,11,,10,,4,104109022
4,49,123,44,1,1,1,2,4,,5,"1,6",1,6,,,,140,0,45,0,15,0,4,104123044
4,51,133,9,1,2,1,9,4,,5,"1",1,,,,,80,,,,20,,4,104133009
4,3,101,51,1,1,1,88,12,,5,"1",1,,,,,100,,200,,100,,5,104101051
4,62,118,3,1,1,1,1,4,,2,"1,6",1,6,,,,250,,300,,,,4,104118003
4,6,114,13,1,1,1,4,6,,5,"1",1,,,,,40,,,,,,3,104114013
4,62,118,31,1,1,1,2,7,,5,"1",1,,,,,40,,,,,,,104118031
4,60,111,35,4,1,1,4,12,,5,"1,6",1,6,,,,300,,,,,,4,104111035
4,49,121,103,4,1,1,88,4,,5,"8",8,,,,,,,,,50,,3,104121103
4,49,120,33,1,1,1,1,13,,2,"1",1,,,,,,,120,,,,4,104120033
4,59,128,38,1,1,1,1,4,,5,"1,6",1,6,,,,200,,,,,,1,104128038
4,55,122,16,1,1,1,88,12,,5,"1,3,5",1,3,5,,,25,0,30,0,30,0,3,104122016
4,60,112,20,1,1,1,6,,,3,"1,6",1,6,,,,600,,,,,,2,104112020
4,7,119,43,1,1,2,,16,,8,"1",1,,,,,500,,,,,,2,104119043
4,50,126,3,2,1,1,1,1,,5,"1",1,,,,,35,,,,,,3,104126003
4,62,118,33,1,2,1,1,4,,5,"1,5",1,5,,,,100,,,,100,,3,104118033
4,58,130,43,1,1,1,88,12,,5,"1,2,5",1,2,5,,,600,,,,80,,,104130043
4,49,124,14,4,1,1,51,13,,5,"1,5",1,5,,,,60,0,,,,,3,104124014
4,6,114,5,1,1,1,88,13,,5,"6",6,,,,,60,,,,,,3,104114005
4,46,107,28,2,1,1,2,12,,2,"1,6",1,6,,,,120,,50,,,,4,104107028
4,58,130,2,2,1,1,5,2,,5,"1",1,,,,,180,,50,,,,4,104130002
4,60,110,11,2,1,1,2,7,,5,"1",1,,,,,100,,50,,,,3,104110011
4,49,121,48,2,1,1,4,16,,5,"1,6",1,6,,,,60,,,,90,,4,104121048
4,60,112,32,3,2,1,88,5,,5,"1,5",1,5,,,,500,,,,,,1,104112032
4,49,123,14,2,1,2,,13,,5,"1,6",1,6,,,,80,0,,,,,3,104123014
4,62,118,2,1,1,1,2,6,-8,2,"1",1,,,,,480,,200,,180,,4,104118002
4,49,120,28,1,1,1,88,1,,5,"1",1,,,,,,,75,,12,,3,104120028
4,51,133,8,2,2,1,4,1,,1,"1,6,8",1,6,8,,,50,,380,,30,,,104133008
4,7,119,41,2,1,1,2,4,,5,"1,6",1,6,,,,20,,,,,,4,104119041
4,60,112,32,2,1,1,88,4,,5,"1,6",1,6,,,,250,,,,,,3,104112032
4,62,118,16,2,1,1,1,2,,1,"1",1,,,,,40,,80,,40,,,104118016
4,50,126,2,1,1,1,1,11,,1,"1",1,,,,,520,,,,,,3,104126002
4,49,123,40,5,1,2,,1,,5,"1",1,,,,,,,20,0,,,3,104123040
4,46,107,58,1,1,1,1,12,,5,"1,6",1,6,,,,30,,0,,0,,4,104107058
4,6,114,10,1,1,1,1,4,,2,"1,6",1,6,,,,700,,40,,,,4,104114010
4,50,126,3,1,1,1,88,1,,1,"1",1,,,,,120,,40,,25,,3,104126003
4,3,102,46,1,1,2,,14,-8,4,"1",1,,,,,50,,250,,200,,5,104102046
4,62,118,16,1,1,1,2,4,,5,"1",1,,,,,70,,,,30,,,104118016
4,50,126,4,3,1,1,88,11,,2,"1,5,6",1,5,6,,,1080,,240,,81,,3,104126004
4,60,111,34,1,1,1,6,12,,5,"1",1,,,,,12,,,,,,3,104111034
4,49,124,10,2,1,1,2,13,,2,"1",1,,,,,10,0,132,0,,,3,104124010
4,62,118,34,2,1,1,3,4,,2,"1",1,,,,,600,,,,,,4,104118034
4,49,120,6,1,1,1,4,12,,5,"1,6",1,6,,,,400,,,,,,,104120006
4,46,107,28,3,1,1,3,4,,2,"1,6",1,6,,,,120,,,,,,4,104107028
4,49,124,10,3,1,1,4,4,,5,"1,6",1,6,,,,15,0,20,0,38,0,4,104124010
4,60,110,33,1,1,1,1,12,,2,"1,5,6",1,5,6,,,800,,350,,100,,4,104110033
4,49,123,28,2,1,1,4,4,,5,"1,5,6",1,5,6,,,50,,,,30,0,4,104123028
4,55,122,10,2,1,1,3,4,,5,"1",1,,,,,50,0,,,,,3,104122010
4,55,122,14,1,2,1,5,4,,5,"1",1,,,,,100,0,,,,,3,104122014
4,49,124,37,1,1,1,1,13,,2,"1",1,,,,,240,0,,,,,4,104124037
4,55,122,15,2,2,1,88,3,-8,5,"1,3,9",1,3,9,,,50,0,,,,,4,104122015
4,60,112,34,1,1,1,88,12,,5,"1",1,,,,,200,,,,,,4,104112034
4,46,107,28,4,1,1,4,4,,2,"1,6",1,6,,,,120,,,,,,4,104107028
4,49,124,12,1,1,1,4,16,,5,"4",4,,,,,350,0,,,40,0,3,104124012
4,3,101,55,1,1,1,88,4,,2,"1",1,,,,,500,,1000,,300,,5,104101055
4,6,114,4,1,1,1,88,5,,5,"3",3,,,,,50,,,,,,3,104114004
4,62,118,2,3,1,1,3,4,-8,,"1",1,,,,,400,,120,,50,,4,104118002
4,60,112,52,2,1,1,2,12,,5,"1",1,,,,,33,33,30,,,,4,104112052
4,49,123,44,2,1,1,1,4,,5,"1,6",1,6,,,,50,0,,,,,3,104123044
4,55,122,5,2,1,1,88,16,,5,"1,5,6",1,5,6,,,500,0,,,24,0,4,104122005
4,60,112,51,1,1,1,1,4,,2,"1,6",1,6,,,,300,,,,,,4,104112051
4,60,112,32,1,1,1,88,5,,5,"1,6",1,6,,,,300,,,,,,3,104112032
4,49,120,1,1,1,1,9,4,,5,"1",1,,,,,250,,,,50,,,104120001
4,51,133,45,1,1,1,88,4,,2,"3",3,,,,,600,,260,,50,,,104133045
4,49,123,14,3,1,1,8,2,,5,"1,6",1,6,,,,60,0,,,25,0,3,104123014
4,50,126,17,3,1,1,4,4,,2,"1,6",1,6,,,,250,,,,,,4,104126017
4,60,111,45,2,1,1,88,4,,5,"1,6",1,6,,,,200,,,,,,4,104111045
4,49,121,48,6,1,1,9,12,,5,"1,6",1,6,,,,20,,,,90,,4,104121048
4,49,121,48,5,1,1,5,4,,5,"1,6",1,6,,,,20,,,,60,,4,104121048
4,3,101,32,1,1,2,,16,,2,"1,5",1,5,,,,2200,,,,,,2,104101032
4,58,132,23,1,1,,7,4,,5,"1,3,4",1,3,4,,,350,,,,40,,4,104132023
4,50,342,21,1,1,1,88,13,,5,"8",8,,,,,,,20,,25,,,104342021
4,60,111,51,3,1,1,88,12,,5,"1,6",1,6,,,,100,,,,,,4,104111051
4,7,117,34,1,1,1,88,12,-8,5,"1,3,6",1,3,6,,,200,0,,,,,3,104117034
4,59,128,98,1,2,1,88,4,,5,"1",1,,,,,,,70,,40,,4,104128098
4,62,118,16,3,1,1,3,4,,5,"1",1,,,,,30,,,,15,,,104118016
4,49,123,31,1,1,1,5,12,,5,"9",9,,,,,500,0,,,,,3,104123031
4,55,122,8,1,1,1,6,5,,2,"1,6",1,6,,,,480,,100,,50,,3,104122008
4,3,101,55,2,1,1,88,4,,2,"1",1,,,,,500,,1000,,400,,5,104101055
4,49,120,41,1,1,1,1,1,39,5,"1",1,,,,,,,45,,,,4,104120041
4,49,121,103,2,1,1,3,12,,5,"1,6,8",1,6,8,,,50,,,,80,,3,104121103
4,60,110,8,1,1,1,1,13,,5,"1",1,,,,,20,,15,,,,3,104110008
4,55,122,12,3,1,1,3,5,,2,"1",1,,,,,350,,100,0,150,0,3,104122012
4,49,124,57,2,1,1,88,1,,7,"1",1,,,,,,,84,0,,,3,104124057
4,49,124,14,2,1,1,4,13,,5,"1,5",1,5,,,,50,0,,,,,4,104124014
4,49,123,20,2,1,2,,1,,5,"1",1,,,,,,,45,0,12,0,3,104123020
4,51,133,25,2,1,1,2,5,,5,"6",6,,,,,50,,,,12,,3,104133025
4,62,118,6,1,1,2,,7,,5,"1,6,7",1,6,7,,,170,,50,,38,,4,104118006
4,51,133,8,1,1,1,5,1,-8,1,"1,6,8",1,6,8,,,480,,60,,40,,,104133008
4,60,111,45,1,1,1,88,12,,5,"1,6",1,6,,,,300,,,,,,4,104111045
4,50,126,4,1,1,1,2,4,,3,"1",1,,,,,120,,,,60,,4,104126004
4,60,111,35,1,1,1,1,13,,5,"1,6",1,6,,,,300,,,,,,4,104111035
4,59,128,12,2,1,1,4,1,,,"1",1,,,,,50,,50,,30,,3,104128012
4,60,110,8,3,1,1,3,12,,5,"1",1,,,,,35,,10,,,,3,104110008
4,7,117,4,1,1,1,9,4,,5,"1,3,4",1,3,4,,,130,0,,,,,4,104117004
4,50,126,23,1,1,1,7,4,,5,"6",6,,,,,30,,,,,,4,104126023
4,55,122,17,2,1,1,2,13,,1,"1",1,,,,,52,0,100,0,,,3,104122017
4,60,112,51,3,1,1,3,4,,3,"1,6",1,6,,,,200,,100,,,,4,104112051
4,49,123,14,4,1,1,88,2,,5,"1,6",1,6,,,,30,0,,,10,0,3,104123014
4,60,112,51,2,1,1,2,4,,2,"1,6",1,6,,,,400,,,,,,4,104112051
4,49,124,10,4,1,1,3,1,,5,"1",1,,,,,20,0,50,0,,,3,104124010
4,49,120,10,1,1,1,4,1,,2,"1",1,,,,,240,,,,,,3,104120010
4,58,131,33,2,1,2,,1,,2,"1,6",1,6,,,,200,0,0,,45,0,3,104131033
4,49,124,2,2,1,1,88,1,,2,"1",1,,,,,360,0,50,0,,,3,104124002
4,51,127,11,1,1,1,1,1,,2,"1",1,,,,,30,0,,,,,3,104127011
4,49,123,14,1,1,1,88,1,,7,"1",1,,,,,,,420,0,,,3,104123014
4,49,121,24,2,1,1,3,4,,5,"1",1,,,,,200,,,,,,4,104121024
4,59,128,12,3,1,1,7,1,,,"1",1,,,,,40,,30,,40,,3,104128012
4,54,106,65,1,1,1,1,16,,5,"1",1,,,,,200,,,,,,2,104106065
4,59,128,62,1,1,1,1,4,-8,5,"1",1,,,,,100,,,,,,,104128062
4,7,119,17,1,1,2,,5,,5,"1",1,,,,,,,12,,,,4,104119017
4,51,127,6,1,2,1,7,13,,5,"1,6",1,6,,,,40,0,,,20,0,3,104127006
4,49,123,9,1,1,1,1,16,,5,"1,6",1,6,,,,150,0,,,,,,104123009
4,49,120,40,1,1,1,88,12,,5,"1,6,7",1,6,7,,,20,,,,65,,3,104120040
4,46,108,27,1,1,1,5,4,,5,"1",1,,,,,20,,,,,,4,104108027
4,55,122,10,1,1,1,1,6,,2,"1",1,,,,,240,0,,,50,0,3,104122010
4,60,111,35,2,1,1,2,12,,5,"1,6",1,6,,,,300,,,,,,4,104111035
4,49,120,24,2,2,1,8,4,,5,"8",8,,,,,,,,,60,,3,104120024
4,50,126,25,1,1,1,8,15,,5,"1,6",1,6,,,,100,,,,,,4,104126025
4,49,124,14,3,1,1,5,4,,5,"1,5",1,5,,,,40,0,,,,,4,104124014
4,60,110,11,4,1,1,4,4,,5,"1",1,,,,,100,,100,,,,3,104110011
5,11,166,23,1,1,1,2,6,,2,"1,6",1,6,,,,1200,,,,50,,3,105166023
5,11,166,60,1,2,1,88,7,,5,"1,8,9",1,8,9,,,80,,,,,,4,105166060
5,9,163,37,1,2,1,88,16,,3,"1,5,8",1,5,8,,,1500,,300,,5000,,4,105163037
5,14,174,29,2,1,1,88,4,,5,"1,8",1,8,,,,,,,,30,0,3,105174029
5,70,136,38,3,1,1,4,4,,3,"1",1,,,,,60,,30,,15,,4,105136038
5,73,142,54,4,3,1,8,4,,5,"1,6",1,6,,,,50,,,,10,,3,105142054
5,13,171,13,1,1,1,2,16,-8,,"1,2,6",1,2,6,,,1800,,0,0,200,,2,105171013
5,67,149,122,1,1,1,4,4,,5,"9",9,,,,,20,,,,,,4,105149122
5,9,161,29,2,1,1,3,12,,3,"1,6,8",1,6,8,,,150,,,,18,,2,105161029
5,80,143,32,1,1,1,1,13,,2,"1,2,6",1,2,6,,,35,,,,,,7,105143032
5,12,169,17,1,2,1,88,4,,5,"1",1,,,,,,,,,15,0,3,105169017
5,66,172,9,3,1,1,1,12,,2,"1,5,7",1,5,7,,,150,,40,,0,,4,105172009
5,67,153,30,1,1,1,17,4,,5,"1,2",1,2,,,,50,,,,18,,3,105153030
5,67,151,4,1,1,1,5,4,,2,"1",1,,,,,20,,,,,,4,105151004
5,70,136,27,3,1,1,3,1,30,1,"1",1,,,,,50,,30,,,,3,105136027
5,71,148,50,1,1,1,1,4,,5,"1,2",1,2,,,,20,,,,40,,3,105148050
5,70,138,30,1,2,2,,4,-8,2,"1",1,,,,,20,,,,10,,4,105138030
5,70,138,36,1,1,1,8,1,,3,"1",1,,,,,30,,,,10,,4,105138036
5,67,150,28,1,2,1,2,7,,3,"1",1,,,,,160,,50,,,,4,105150028
5,12,169,15,1,5,1,88,4,,5,"1",1,,,,,,,,,7,0,3,105169015
5,10,164,33,1,1,1,7,4,,4,"1",1,,,,,5,,15,,15,,3,105164033
5,15,175,7,2,1,1,88,13,,2,"1,5,6",1,5,6,,,3000,,200,,,,4,105175007
5,7,155,30,1,1,1,88,12,-8,5,"1,6,8",1,6,8,,,60,,30,,60,,3,105155030
5,15,176,90,2,1,1,5,4,,5,"1,2,5",1,2,5,,,50,,,,,,,105176090
5,70,136,27,2,1,1,2,1,,3,"1",1,,,,,40,,,,15,,3,105136027
5,8,158,37,1,1,1,2,16,,5,"1,2",1,2,,,,200,0,,,,,2,105158037
5,71,148,74,5,1,1,5,12,,3,"1,6",1,6,,,,50,,120,,10,,4,105148074
5,67,153,31,4,2,1,5,1,,5,"1,2,6",1,2,6,,,50,,,,10,,,105153031
5,12,168,78,2,1,1,6,4,,2,"1,6",1,6,,,,200,,,,,,3,105168078
5,5,147,52,4,1,1,5,1,,1,"1",1,,,,,50,,200,,20,,,105147052
5,67,153,21,3,2,1,4,12,,5,"1,2",1,2,,,,80,,,,20,,3,105153021
5,7,155,27,3,2,1,88,4,,5,"1",1,,,,,100,,70,,40,,3,105155027
5,8,160,41,2,1,1,88,12,,5,"1,6,8",1,6,8,,,200,,50,,10,,3,105160041
5,15,176,34,2,1,,4,4,,5,"1",1,,,,,20,,,,20,,,105176034
5,69,135,3,1,1,1,5,4,,5,"1",1,,,,,20,,,,,,,105135003
5,8,159,13,2,3,1,88,,-8,2,"1,5,6",1,5,6,,,2400,0,,,50,0,2,105159013
5,8,160,13,1,1,1,88,12,,5,"1,5",1,5,,,,500,,10,,40,,3,105160013
5,80,145,19,2,1,1,5,5,,3,"1",1,,,,,60,,20,,25,,3,105145019
5,15,176,6,2,2,1,11,4,,5,"1",1,,,,,,,,,25,,,105176006
5,10,165,31,1,1,1,88,13,,5,"1,8",1,8,,,,40,,30,,14,,3,105165031
5,80,144,68,1,1,1,5,4,-8,2,"2",2,,,,,1000,,0,,0,,1,105144068
5,70,136,10,2,1,1,88,13,,3,"5",5,,,,,300,,,,,,3,105136010
5,12,170,25,2,1,1,88,4,,5,"1,10",1,10,,,,,,,,20,0,4,105170025
5,10,164,30,1,1,1,3,13,,5,"1",1,,,,,20,,,,15,,,105164030
5,67,150,66,5,1,1,5,7,,5,"1,5",1,5,,,,40,,20,,10,,3,105150066
5,14,174,32,1,1,1,88,12,31,5,"1,6",1,6,,,,40,0,100,0,,,3,105174032
5,70,138,79,2,1,2,,4,,2,"1",1,,,,,10,,,,,,3,105138079
5,10,165,15,1,1,1,88,4,,5,"1",1,,,,,50,,,,30,,3,105165015
5,9,162,20,1,1,1,1,4,,5,"1",1,,,,,20,0,,,20,0,,105162020
5,71,148,50,4,1,1,5,4,,5,"1",1,,,,,30,,,,,,3,105148050
5,9,161,3,1,1,1,1,4,,3,"1,8",1,8,,,,400,,,,200,,,105161003
5,69,135,66,3,1,1,4,16,,3,"1,2",1,2,,,,200,,,,50,,4,105135066
5,9,161,11,3,1,1,4,4,,5,"1",1,,,,,30,,,,20,,3,105161011
5,14,173,5,1,1,1,1,13,,3,"1,8",1,8,,,,30,,50,,50,,4,105173005
5,80,145,21,1,1,1,3,4,,3,"1",1,,,,,30,,15,,,,3,105145021
5,12,170,27,1,1,1,88,12,,5,"1",1,,,,,,,150,0,,,3,105170027
5,69,135,66,2,1,1,2,4,,3,"1",1,,,,,120,,,,40,,4,105135066
