"id1","id2","id3","id4","entno","s5bii_10aii","s5bii_10bii","s5bii_10cii","s5bii_10dii","s5bii_11a","s5bii_11b","s5bii_11c","s5bii_11d","s5bii_12a","s5bii_12b","s5bii_12c","s5bii_12d","s5bii_13a","s5bii_13b","s5bii_13c","s5bii_13d","s5bii_14a","s5bii_14b","s5bii_14c","s5bii_14d","s5bii_15a","s5bii_15b","s5bii_15c","s5bii_15d","hhno"
2,31,40,44,1,1,,,,1,,,,,,,,,,,,12,,,,12,,,,102040044
2,29,41,5,1,,,,,1,3,,,14,14,,,8,8,,,30,20,,,10,10,,,102041005
2,29,41,19,1,1,,,,7,,,,5,,,,15,,,,21,,,,15,,,,102041019
2,29,41,25,1,1,,,,1,,,,14,,,,12,,,,31,,,,12,,,,102041025
2,29,41,32,1,1,,,,1,,,,2,,,,3,,,,4,,,,3,,,,102041032
2,29,41,60,1,2,,,,1,,,,2,,,,6,,,,20,,,,6,,,,102041060
2,29,41,63,1,1,,,,1,,,,3,,,,3,,,,3,,,,3,,,,102041063
2,29,41,71,1,2,,,,1,,,,0,,,,0,,,,20,,,,5,,,,102041071
2,29,41,77,1,1,,,,1,,,,12,,,,13,,,,24,,,,13,,,,102041077
2,29,41,80,1,2,,,,1,,,,0,,,,0,,,,20,,,,5,,,,102041080
2,29,42,14,1,1,,,,1,,,,12,,,,6,,,,24,,,,6,,,,102042014
2,29,42,20,1,1,,,,1,,,,12,,,,8,,,,24,,,,6,,,,102042020
2,29,42,23,2,23,,,,1,,,,12,,,,5,,,,24,,,,5,,,,102042023
2,29,42,23,1,23,,,,1,,,,4,,,,4,,,,8,,,,4,,,,102042023
2,29,42,28,1,28,,,,1,,,,10,,,,6,,,,20,,,,6,,,,102042028
2,29,42,31,1,31,,,,1,,,,14,,,,4,,,,30,,,,4,,,,102042031
2,29,42,38,1,38,,,,1,5,,,,,,,,,,,8,8,,,6,6,,,102042038
2,29,42,52,1,1,,,,1,,,,12,,,,8,,,,24,,,,6,,,,102042052
2,29,43,6,1,1,,,,1,,,,1,,,,12,,,,30,,,,12,,,,102043006
2,29,43,7,1,1,,,,1,,,,12,,,,10,,,,25,,,,10,,,,102043007
2,29,43,28,1,1,,,,1,,,,,,,,,,,,5,,,,5,,,,102043028
2,29,43,66,1,1,,,,1,3,,,3,3,,,4,4,,,14,14,,,4,4,,,102043066
2,29,43,79,1,1,,,,1,,,,14,,,,12,,,,30,,,,12,,,,102043079
2,29,43,89,1,1,,,,1,,,,10,,,,8,,,,20,,,,8,,,,102043089
2,29,43,113,2,,,,,,,,,,,,,,,,,,,,,,,,,102043113
2,29,43,113,1,113,113,,,1,1,,,5,12,,,2,11,,,10,26,,,2,11,,,102043113
2,29,44,31,1,1,,,,1,,,,14,,,,4,,,,30,,,,4,,,,102044031
2,29,44,31,2,1,,,,1,,,,14,,,,6,,,,20,,,,6,,,,102044031
2,29,44,74,1,1,,,,1,,,,14,,,,4,,,,30,,,,4,,,,102044074
2,29,44,79,1,1,,,,1,,,,14,,,,14,,,,30,,,,14,,,,102044079
2,29,44,79,2,1,,,,1,,,,7,,,,3,,,,20,,,,3,,,,102044079
2,29,44,92,1,1,,,,1,,,,14,,,,5,,,,30,,,,6,,,,102044092
2,6,45,4,1,1,,,,1,,,,,,,,,,,,30,,,,10,,,,102045004
2,6,45,13,2,2,3,,,1,3,,,,,,,,,,,8,2,,,6,4,,,102045013
2,6,45,13,1,1,-8,-8,,1,10,10,,2,2,2,,9,9,9,,16,16,16,,9,9,9,,102045013
2,6,45,26,1,26,,,,1,,,,,,,,,,,,12,,,,7,,,,102045026
2,6,45,34,1,1,,,,1,3,10,10,,,,,,,,,14,14,14,14,9,9,9,9,102045034
2,6,45,47,1,47,,,,1,,,,10,,,,6,,,,,,,,,,,,102045047
2,6,45,56,1,1,,,,1,,,,10,,,,6,,,,20,,,,6,,,,102045056
2,6,45,59,1,1,,,,1,,,,12,,,,10,,,,20,,,,10,,,,102045059
2,6,45,60,1,1,,,,1,,,,12,,,,6,,,,24,,,,6,,,,102045060
2,6,45,87,2,87,,,,1,,,,2,,,,1,,,,8,,,,1,,,,102045087
2,6,45,87,1,87,,,,1,,,,2,,,,5,,,,8,,,,5,,,,102045087
2,6,45,91,1,1,,,,1,,,,12,,,,10,,,,24,,,,10,,,,102045091
2,6,45,106,1,1,-8,-8,-8,1,10,10,10,8,8,8,8,12,12,12,12,24,24,24,24,12,12,12,12,102045106
2,27,46,35,1,1,,,,1,,,,14,,,,10,,,,30,,,,10,,,,102046035
2,27,46,36,1,1,,,,1,,,,10,,,,7,,,,20,,,,7,,,,102046036
2,27,46,54,1,54,,,,1,,,,5,,,,4,,,,20,,,,4,,,,102046054
2,27,46,55,1,55,-8,,,1,5,,,,,,,,,,,12,12,,,8,8,,,102046055
2,27,46,55,2,55,,,,1,,,,14,,,,12,,,,30,,,,12,,,,102046055
2,27,46,74,1,1,,,,1,,,,4,,,,5,,,,8,,,,5,,,,102046074
2,27,46,75,1,1,,,,1,,,,,,,,,,,,20,,,,9,,,,102046075
2,27,46,90,1,2,,,,1,,,,4,,,,6,,,,8,,,,6,,,,102046090
2,27,46,99,1,99,,,,1,,,,,,,,,,,,20,,,,6,,,,102046099
2,27,46,99,2,99,,,,1,,,,14,,,,12,,,,30,,,,12,,,,102046099
2,27,46,115,2,115,,,,1,,,,8,,,,12,,,,30,,,,12,,,,102046115
2,27,46,115,1,115,,,,1,,,,,,,,,,,,14,,,,8,,,,102046115
2,25,47,5,2,1,,,,1,,,,,,,,,,,,20,,,,16,,,,102047005
2,25,47,5,1,2,,,,1,,,,4,,,,2,,,,8,,,,2,,,,102047005
2,25,47,8,1,1,,,,1,,,,4,,,,10,,,,8,,,,10,,,,102047008
2,25,47,9,1,2,,,,1,,,,14,,,,13,,,,30,,,,13,,,,102047009
2,25,47,11,1,1,,,,1,,,,3,,,,7,,,,3,,,,7,,,,102047011
2,25,47,47,1,2,,,,1,,,,14,,,,6,,,,25,,,,6,,,,102047047
2,25,47,66,1,1,,,,1,,,,5,,,,6,,,,20,,,,6,,,,102047066
2,25,47,92,1,2,1,,,1,2,,,5,5,,,16,16,,,20,20,,,16,2,,,102047092
2,20,48,15,1,15,,,,1,,,,,,,,,,,,20,,,,6,,,,102048015
2,20,48,34,1,34,,,,1,,,,14,,,,16,,,,30,,,,16,,,,102048034
2,20,48,37,1,37,,,,1,4,,,3,3,,,12,2,,,4,4,,,12,2,,,102048037
2,20,48,39,1,39,,,,1,,,,2,,,,5,,,,4,,,,5,,,,102048039
2,20,48,51,1,51,,,,1,,,,3,,,,8,,,,12,,,,8,,,,102048051
2,20,48,54,1,54,,,,1,10,,,,,,,,,,,14,14,,,8,2,,,102048054
2,20,48,54,2,54,,,,1,,,,14,,,,5,,,,30,,,,5,,,,102048054
2,20,48,58,3,,,,,1,10,,,4,4,,,4,4,,,4,4,,,4,4,,,102048058
2,20,48,58,2,,,,,1,,,,7,,,,8,,,,7,,,,8,,,,102048058
2,20,48,58,1,58,,,,1,2,,,,,,,,,,,20,20,,,10,5,,,102048058
2,20,48,78,1,78,,,,1,,,,14,,,,6,,,,30,,,,6,,,,102048078
2,20,48,98,1,98,,,,1,,,,,,,,,,,,20,,,,4,,,,102048098
2,19,49,5,1,2,,,,1,,,,5,,,,8,,,,15,,,,8,,,,102049005
2,19,49,14,1,1,,,,1,,,,3,,,,10,,,,6,,,,10,,,,102049014
2,19,49,19,1,1,,,,1,,,,,,,,,,,,30,,,,4,,,,102049019
2,19,49,27,1,1,,,,1,10,,,,,,,,,,,26,26,,,11,11,,,102049027
2,19,49,27,2,2,,,,1,,,,14,,,,11,,,,30,,,,11,,,,102049027
2,19,49,30,1,1,,,,1,,,,2,,,,3,,,,3,,,,3,,,,102049030
2,19,49,58,1,1,,,,1,,,,1,,,,9,,,,4,,,,9,,,,102049058
2,19,49,65,1,1,,,,1,10,,,14,14,,,11,11,,,30,30,,,11,11,,,102049065
2,19,49,66,2,2,,,,1,,,,2,,,,5,,,,4,,,,5,,,,102049066
2,19,49,66,1,1,,,,1,,,,8,,,,8,,,,16,,,,8,,,,102049066
2,19,49,66,3,2,,,,1,,,,3,,,,3,,,,5,,,,3,,,,102049066
2,19,49,75,1,1,,,,1,,,,14,,,,10,,,,30,,,,10,,,,102049075
2,19,49,80,1,1,2,3,,1,3,3,,6,6,6,,10,1,1,,12,12,12,,10,1,1,,102049080
2,19,49,110,1,2,,,,1,,,,,,,,,,,,20,,,,10,,,,102049110
2,19,49,118,2,2,,,,1,,,,4,,,,6,,,,8,,,,6,,,,102049118
2,19,49,118,1,1,,,,1,,,,1,,,,7,,,,4,,,,7,,,,102049118
2,7,50,1,1,,,,,7,7,7,7,6,6,6,6,9,9,9,9,25,25,25,25,3,9,9,9,102050001
2,7,50,4,1,2,,,,1,,,,14,,,,16,,,,30,,,,3.33333325386047,,,,102050004
2,7,50,11,1,2,,,,2,,,,4,,,,12,,,,8,,,,4,,,,102050011
2,7,50,16,1,1,,,,1,,,,14,,,,4,,,,25,,,,4,,,,102050016
2,7,50,25,1,1,4,,,1,10,,,14,14,,,10,5,,,30,30,,,,,,,102050025
2,7,50,27,1,1,2,,,1,2,,,14,14,,,12,12,,,30,30,,,4,4,,,102050027
2,5,51,1,1,1,,,,1,,,,6,,,,6,,,,26,,,,6,,,,102051001
2,5,51,2,1,2,,,,1,,,,,,,,,,,,6,,,,8,,,,102051002
2,5,51,3,1,3,,,,1,,,,14,,,,10,,,,30,,,,10,,,,102051003
2,5,51,9,1,9,,,,1,9,9,,12,12,12,,11,11,11,,26,26,26,,11,11,11,,102051009
2,5,51,13,1,,,,,1,,,,12,,,,6,,,,24,,,,6,,,,102051013
2,5,51,14,1,14,,,,1,,,,14,,,,5,,,,30,,,,5,,,,102051014
2,5,51,15,1,15,,,,1,,,,,,,,,,,,15,,,,4,,,,102051015
2,5,51,20,2,2,,,,1,3,,,14,14,,,8,4,,,30,30,,,8,4,,,102051020
2,5,51,20,1,2,,,,1,,,,10,,,,6,,,,20,,,,6,,,,102051020
2,5,51,53,1,1,,,,1,,,,6,,,,3,,,,12,,,,3,,,,102051053
2,8,52,18,1,1,2,,,2,1,,,,,,,,,,,30,30,,,4,4,,,102052018
2,8,52,28,1,1,,,,3,,,,14,,,,12,,,,30,,,,4,,,,102052028
2,8,52,31,1,1,,,,1,,,,10,,,,3,,,,20,,,,4,,,,102052031
2,8,52,38,1,1,,,,1,,,,14,,,,16,,,,30,,,,16,,,,102052038
2,8,52,38,2,,,,,,,,,,,,,,,,,,,,,,,,,102052038
2,8,52,41,1,1,,,,1,,,,,,,,,,,,20,,,,16,,,,102052041
2,8,52,71,1,1,,,,1,,,,2,,,,12,,,,4,,,,6,,,,102052071
2,8,52,74,1,1,,,,1,,,,12,,,,6,,,,24,,,,7,,,,102052074
2,22,53,27,1,1,3,,,1,7,,,14,10,,,5,6,,,28,20,,,5,6,,,102053027
2,22,53,27,2,1,3,,,1,7,,,3,3,,,10,10,,,6,6,,,10,10,,,102053027
2,22,53,59,1,1,,,,1,,,,6,,,,5,,,,24,,,,5,,,,102053059
2,9,54,2,1,1,,,,1,,,,10,,,,10,,,,20,,,,12,,,,102054002
2,9,54,4,1,1,2,,,1,3,,,14,14,,,12,12,,,30,30,,,12,12,,,102054004
2,9,54,19,1,1,,,,1,,,,14,,,,15,,,,30,,,,15,,,,102054019
2,9,54,20,1,1,,,,1,,,,14,,,,12,,,,31,,,,12,,,,102054020
2,9,54,32,1,,,,,,,,,,,,,,,,,,,,,,,,,102054032
2,9,54,41,1,41,,,,1,7,,,6,0,,,2,0,,,15,0,,,4,0,,,102054041
2,9,54,58,1,58,,,,1,,,,0,,,,0,,,,7,,,,6,,,,102054058
2,9,54,61,1,2,,,,1,,,,14,,,,6,,,,25,,,,6,,,,102054061
2,9,55,7,2,7,,,,1,,,,14,,,,12,,,,30,,,,12,,,,102055007
2,9,55,7,1,7,,,,1,,,,14,,,,11,,,,30,,,,11,,,,102055007
2,9,55,63,1,2,,,,1,,,,14,,,,10,,,,30,,,,10,,,,102055063
2,9,55,102,2,1,,,,1,,,,14,,,,5,,,,30,,,,5,,,,102055102
2,9,55,102,1,1,,,,1,,,,12,,,,6,,,,20,,,,6,,,,102055102
2,9,55,109,1,1,,,,1,,,,14,,,,10,,,,30,,,,10,,,,102055109
2,9,55,120,2,120,,,,1,,,,7,,,,8,,,,30,,,,8,,,,102055120
2,9,55,120,1,120,,,,1,,,,7,,,,8,,,,30,,,,8,,,,102055120
2,9,55,121,1,1,,,,1,,,,3,,,,4,,,,8,,,,4,,,,102055121
2,9,55,127,1,2,,,,1,4,,,0,0,,,,,,,15,15,,,8,8,,,102055127
2,9,55,135,1,2,,,128,1,5,7,7,8,2,2,2,11,4,4,4,12,12,12,12,11,4,4,4,102055135
2,23,56,16,1,16,,,,1,,,,,,,,,,,,14,,,,9,,,,102056016
2,23,56,35,1,35,,,,1,,,,14,,,,5,,,,30,,,,5,,,,102056035
2,23,56,43,1,43,,,,1,,,,8,,,,11,,,,16,,,,11,,,,102056043
2,23,56,50,1,,,,,1,,,,6,,,,5,,,,12,,,,5,,,,102056050
2,23,56,51,1,51,,,,1,7,,,,,,,,,,,3,3,,,8,8,,,102056051
2,23,56,72,1,72,,,,1,,,,8,,,,10,,,,20,,,,10,,,,102056072
2,23,56,74,1,74,,,,1,,,,10,,,,6,,,,20,,,,6,,,,102056074
2,23,57,11,1,1,,,,1,,,,7,,,,4,,,,30,,,,4,,,,102057011
2,23,57,163,1,1,,,,1,,,,10,,,,8,,,,20,,,,8,,,,102057163
2,28,58,1,1,2,,,,1,,,,2,,,,6,,,,2,,,,6,,,,102058001
2,28,58,1,2,2,,,,1,,,,10,,,,4,,,,10,,,,4,,,,102058001
2,28,58,11,1,1,,,,1,,,,,,,,,,,,4,,,,9,,,,102058011
2,28,58,37,1,2,,,,1,,,,4,,,,12,,,,8,,,,12,,,,102058037
2,28,58,99,1,1,,,,1,,,,2,,,,5,,,,8,,,,5,,,,102058099
2,28,58,122,1,1,,,,1,,,,7,,,,16,,,,30,,,,16,,,,102058122
2,28,58,131,1,1,,,,1,,,,14,,,,12,,,,30,,,,12,,,,102058131
2,29,60,10,1,2,,,,1,,,,14,,,,7,,,,30,,,,7,,,,102060010
2,29,60,11,1,1,,,,1,,,,6,,,,4,,,,24,,,,4,,,,102060011
2,29,60,18,1,1,,,,1,,,,6,,,,4,,,,24,,,,4,,,,102060018
2,29,60,53,1,1,,,,1,,,,6,,,,6,,,,12,,,,6,,,,102060053
2,29,60,80,1,1,,,,1,,,,3,,,,3,,,,12,,,,3,,,,102060080
2,29,60,91,1,1,,,,1,,,,7,,,,8,,,,5,,,,8,,,,102060091
3,1,61,20,1,1,,,,1,,,,12,,,,10,,,,26,,,,10,,,,103061020
3,1,61,45,1,1,,,,1,,,,12,,,,7,,,,24,,,,7,,,,103061045
3,1,61,58,1,1,,,,1,,,,12,,,,7,,,,24,,,,7,,,,103061058
3,1,61,64,1,1,,,,1,,,,5,,,,8,,,,20,,,,8,,,,103061064
3,1,61,122,1,1,2,3,,2,1,3,,12,14,12,,5,10,4,,24,28,24,,5,10,4,,103061122
3,1,61,131,1,1,,,,1,,,,6,,,,9,,,,28,,,,8,,,,103061131
3,1,62,22,1,1,,,,1,,,,12,,,,5,,,,26,,,,5,,,,103062022
3,1,62,69,1,1,,,,1,,,,12,,,,11,,,,28,,,,11,,,,103062069
3,1,62,78,1,1,,,,1,,,,14,,,,9,,,,30,,,,9,,,,103062078
3,1,62,96,1,1,,,,1,,,,7,,,,13,,,,28,,,,13,,,,103062096
3,1,62,144,1,1,,,,1,,,,4,,,,9,,,,24,,,,9,,,,103062144
3,1,62,199,1,2,1,,,8,1,,,14,14,,,9,3,,,30,28,,,9,3,,,103062199
3,1,62,235,1,,,,,1,,,,12,,,,10,,,,24,,,,10,,,,103062235
3,1,63,89,1,1,,,,1,,,,10,,,,5,,,,24,,,,5,,,,103063089
3,1,64,2,1,,,,,1,,,,14,,,,10,,,,24,,,,10,,,,103064002
3,1,64,3,1,1,,,,1,10,,,10,10,,,12,1,,,25,25,,,12,1,,,103064003
3,1,64,9,1,1,,,,1,,,,12,,,,11,,,,24,,,,11,,,,103064009
3,1,64,33,1,,,,,1,10,9,9,12,12,12,12,10,10,10,10,24,24,24,24,10,10,10,10,103064033
3,1,64,33,2,,,,,1,,,,12,,,,5,,,,24,,,,5,,,,103064033
3,1,64,53,1,53,,,,1,,,,12,,,,12,,,,24,,,,12,,,,103064053
3,1,65,15,1,1,,,,1,,,,12,,,,9,,,,24,,,,9,,,,103065015
3,1,65,17,1,1,,,,1,,,,12,,,,10,,,,24,,,,10,,,,103065017
3,1,66,40,1,1,,,,1,,,,6,,,,5,,,,12,,,,5,,,,103066040
3,1,66,47,1,1,,,,1,,,,12,,,,8,,,,27,,,,8,,,,103066047
3,1,66,55,1,1,,,,1,,,,12,,,,11,,,,28,,,,10,,,,103066055
3,1,66,79,1,1,,,,1,7,,,12,12,,,8,8,,,24,24,,,8,8,,,103066079
3,1,66,117,1,1,,,,1,,,,10,,,,5,,,,20,,,,5,,,,103066117
3,1,66,149,1,1,,,,1,,,,8,,,,7,,,,16,,,,7,,,,103066149
3,1,67,3,1,3,-8,,,1,10,,,12,13,,,12,12,,,28,28,,,11,11,,,103067003
3,1,67,29,1,29,,,,1,,,,12,,,,8,,,,26,,,,7,,,,103067029
3,1,67,37,1,37,37,,,1,8,,,14,14,,,9,5,,,28,28,,,7,4,,,103067037
3,1,68,26,1,1,2,,,1,3,,,12,12,,,8,10,,,24,24,,,8,10,,,103068026
3,1,68,97,1,1,,,,1,,,,12,,,,6,,,,24,,,,6,,,,103068097
3,1,69,19,2,-8,-8,-8,,7,10,10,10,10,10,10,10,5,5,5,5,26,25,24,20,5,4,4,4,103069019
3,1,69,19,1,19,,,,1,,,,10,,,,4,,,,22,,,,4,,,,103069019
3,1,69,34,1,,,,,1,9,,,6,6,,,10,16,,,24,24,,,10,10,,,103069034
3,1,69,42,1,,,,,1,10,10,10,6,6,6,6,7,7,7,7,24,24,24,24,7,7,7,7,103069042
3,1,69,50,1,1,,,,1,3,7,,12,2,12,,8,5,8,,24,4,24,,8,5,8,,103069050
3,1,70,3,2,2,-8,,,1,10,,,10,10,,,8,8,,,20,20,,,8,8,,,103070003
3,1,70,3,1,1,-8,-8,-8,1,10,10,10,10,10,10,10,12,12,12,12,20,20,20,20,12,12,12,12,103070003
3,1,70,15,1,1,,,,1,,,,7,,,,11,,,,30,,,,11,,,,103070015
3,1,70,26,1,1,,,,1,,,,7,,,,7,,,,30,,,,7,,,,103070026
3,1,72,5,1,2,9,6,3,1,8,8,8,6,6,6,6,13,4,5,5,28,28,28,28,13,4,5,5,103072005
3,1,72,12,1,1,,,,1,,,,,,,,,,,,24,,,,12,,,,103072012
3,1,72,21,1,2,4,7,,1,3,3,,,,,,,,,,24,24,24,,10,4,5,,103072021
3,1,72,22,1,1,,,,1,,,,12,,,,10,,,,24,,,,10,,,,103072022
3,1,72,30,1,1,,,,1,,,,6,,,,5,,,,24,,,,5,,,,103072030
3,1,72,30,2,2,,,,1,,,,6,,,,10,,,,24,,,,10,,,,103072030
3,1,72,35,1,1,,,,1,9,9,,12,12,12,,10,10,10,,24,24,24,,10,10,10,,103072035
3,1,72,46,1,2,,,,1,,,,12,,,,10,,,,24,,,,10,,,,103072046
3,1,72,61,1,1,,,,1,9,9,,12,12,12,,10,10,10,,24,24,24,,10,10,10,,103072061
3,1,72,63,1,1,,,,1,,,,3,,,,5,,,,16,,,,5,,,,103072063
3,1,73,4,1,1,,,,1,,,,13,,,,8,,,,27,,,,8,,,,103073004
3,1,73,6,1,1,,,,1,,,,12,,,,10,,,,26,,,,8,,,,103073006
3,1,73,10,1,1,,,,1,,,,6,,,,8,,,,26,,,,6,,,,103073010
3,1,73,25,1,1,,,,1,,,,7,,,,12,,,,30,,,,11,,,,103073025
3,1,73,29,1,1,,,,1,,,,,,,,,,,,20,,,,5,,,,103073029
3,1,73,45,1,1,,,,1,,,,13,,,,8,,,,27,,,,7,,,,103073045
3,1,73,52,1,1,-8,,,1,10,,,8,8,,,7,8,,,26,26,,,7,8,,,103073052
3,1,73,53,1,1,-8,,,1,10,,,8,8,,,7,8,,,20,20,,,7,7,,,103073053
3,1,73,55,1,1,,,,1,,,,,,,,,,,,14,,,,7,,,,103073055
3,1,73,70,1,1,,,,1,,,,7,,,,5,,,,20,,,,5,,,,103073070
3,1,73,80,1,1,-8,,,1,10,,,10,12,,,7,8,,,24,26,,,7,8,,,103073080
3,1,74,14,1,,,,,1,,,,,,,,,,,,6,,,,8,,,,103074014
3,1,74,26,1,1,5,,,1,3,9,,12,10,12,,11,8,11,,24,20,24,,11,8,11,,103074026
3,1,74,26,2,2,6,,,1,3,,,12,6,,,10,5,,,24,12,,,10,5,,,103074026
3,1,74,30,1,1,-8,,,1,10,,,12,12,,,8,8,,,26,26,,,8,8,,,103074030
3,1,75,49,1,1,,,,1,,,,12,,,,5,,,,24,,,,5,,,,103075049
3,1,75,58,1,1,,,,1,9,,,12,10,,,13,11,,,24,20,,,13,11,,,103075058
3,1,76,42,1,1,2,3,,1,2,3,,14,10,14,,4,6,4,,28,28,28,,4,6,4,,103076042
3,1,76,45,1,1,44,,,1,7,,,6,10,,,5,8,,,12,20,,,5,8,,,103076045
3,1,76,45,2,1,2,3,,1,2,3,,6,6,6,,5,8,8,,12,12,12,,5,8,8,,103076045
3,1,76,70,1,2,,,,1,,,,12,,,,11,,,,24,,,,11,,,,103076070
3,1,76,72,1,,,,,1,3,,,12,10,,,12,4,,,24,20,,,12,4,,,103076072
3,1,76,84,1,,,,,1,,,,3,,,,10,,,,9,,,,10,,,,103076084
3,1,76,90,1,1,,,,1,,,,7,,,,15,,,,28,,,,15,,,,103076090
3,1,77,7,1,1,,,,1,,,,6,,,,8,,,,24,,,,8,,,,103077007
3,1,77,29,1,1,,,,1,,,,6,,,,8,,,,6,,,,8,,,,103077029
3,1,77,33,1,1,,,,1,,,,1,,,,8,,,,27,,,,8,,,,103077033
3,1,77,43,1,1,,,,1,,,,6,,,,10,,,,20,,,,8,,,,103077043
3,1,77,61,1,1,,,,1,,,,7,,,,12,,,,28,,,,10,,,,103077061
3,1,77,63,1,1,,,,1,,,,6,,,,6,,,,28,,,,6,,,,103077063
3,1,78,12,1,1,,,,1,9,,,12,12,,,10,10,,,24,24,,,10,10,,,103078012
3,1,78,36,1,2,,,,1,,,,10,,,,5,,,,20,,,,5,,,,103078036
3,1,78,67,1,1,2,,,1,2,,,12,12,,,12,10,,,24,24,,,12,10,,,103078067
3,1,79,4,1,1,-8,,,1,9,,,6,6,,,12,14,,,28,28,,,12,14,,,103079004
3,1,79,21,1,1,,,,1,,,,12,,,,10,,,,28,,,,8,,,,103079021
3,1,79,27,1,1,,,,1,,,,14,,,,5,,,,20,,,,5,,,,103079027
3,1,79,33,1,1,,,,1,,,,6,,,,7,,,,28,,,,7,,,,103079033
3,1,79,45,1,1,,,,1,,,,5,,,,5,,,,20,,,,6,,,,103079045
3,1,79,52,1,1,,,,1,,,,4,,,,5,,,,24,,,,6,,,,103079052
3,1,80,21,1,1,,,,1,,,,6,,,,8,,,,24,,,,6,,,,103080021
3,1,80,26,2,1,,,,1,,,,14,,,,16,,,,30,,,,16,,,,103080026
3,1,80,26,1,1,,,,1,,,,9,,,,13,,,,15,,,,10,,,,103080026
3,1,80,30,1,2,,,,1,,,,7,,,,10,,,,7,,,,10,,,,103080030
3,1,80,54,1,1,,,,1,,,,6,,,,8,,,,24,,,,8,,,,103080054
3,1,80,64,1,2,1,,,1,2,,,7,1,,,10,10,,,31,5,,,10,10,,,103080064
3,1,81,4,1,4,,,,1,,,,12,,,,8,,,,24,,,,8,,,,103081004
3,1,81,17,1,1,3,-8,-8,1,3,10,10,6,6,6,6,9,9,9,9,26,26,26,26,9,9,9,9,103081017
3,1,81,31,1,1,,,,1,,,,14,,,,14,,,,31,,,,14,,,,103081031
3,1,81,34,1,2,,,,1,,,,10,,,,8,,,,20,,,,8,,,,103081034
3,1,81,48,1,2,-8,,,1,10,,,12,12,,,5,5,,,26,26,,,5,5,,,103081048
3,1,81,70,1,70,-8,,,1,7,,,3,3,,,6,6,,,14,14,,,6,6,,,103081070
3,1,81,75,1,75,,,,1,,,,0,,,,0,,,,12,,,,5,,,,103081075
3,1,81,76,1,76,,,,1,,,,0,,,,0,,,,6,,,,8,,,,103081076
3,1,82,8,1,2,,,,1,,,,12,,,,4,,,,24,,,,4,,,,103082008
3,1,82,23,1,2,,,,1,,,,14,,,,6,,,,30,,,,6,,,,103082023
3,1,82,28,1,1,,,,1,,,,12,,,,12,,,,24,,,,9.60000038146973,,,,103082028
3,1,82,30,1,,,,,,,,,,,,,,,,,,,,,,,,,103082030
3,1,82,34,1,1,5,,,1,10,10,10,10,10,10,,9,9,9,,24,24,24,24,9,9,9,9,103082034
3,1,82,41,2,2,,,,1,,,,6,,,,13,,,,24,,,,12,,,,103082041
3,1,82,41,1,1,,,,1,,,,6,,,,12,,,,24,,,,12,,,,103082041
3,1,83,8,1,2,,,,1,,,,8,,,,3,,,,16,,,,3,,,,103083008
3,1,83,12,1,2,,,,1,,,,12,,,,4,,,,24,,,,4,,,,103083012
3,1,83,12,2,1,,,,1,,,,12,,,,9,,,,24,,,,9,,,,103083012
3,1,83,16,1,2,,,,1,,,,12,,,,12,,,,24,,,,12,,,,103083016
3,1,83,48,2,,,,,1,,,,10,10,10,10,9,9,9,9,20,20,20,20,9,9,9,9,103083048
3,1,83,48,1,,,,,1,,,,10,,,,8,,,,20,,,,9,,,,103083048
3,1,83,55,1,55,,,,1,,,,12,,,,10,,,,24,,,,8,,,,103083055
3,1,83,70,1,70,,,,1,,,,10,,,,7,,,,20,,,,7,,,,103083070
3,1,83,73,1,73,,,,1,,,,14,,,,9,,,,30,,,,9,,,,103083073
3,1,84,18,1,18,,,,1,7,9,,12,12,12,,11,11,11,,24,24,24,,11,11,11,,103084018
3,1,84,53,1,1,2,3,,1,8,7,,12,12,12,,8,8,8,,24,24,24,,8,8,8,,103084053
3,1,84,62,1,1,,,,1,,,,12,,,,4,,,,24,,,,3.20000004768372,,,,103084062
3,1,84,78,1,1,,,,1,,,,13,,,,16,,,,26,,,,3.46666669845581,,,,103084078
3,1,84,92,1,1,,,,1,7,,,11,11,,,11,11,,,22,22,,,11,11,,,103084092
3,1,84,95,1,1,,,,1,,,,12,,,,11,,,,26,,,,11,,,,103084095
3,1,84,117,1,2,-8,,,1,10,,,2,12,,,6,12,,,4,24,,,6,12,,,103084117
3,1,84,127,1,1,,,,1,,,,7,,,,10,,,,30,,,,10,,,,103084127
3,1,85,10,1,10,,,,1,10,,,0,12,,,0,11,,,0,24,,,0,5.33333349227905,,,103085010
3,1,85,14,1,2,,,,1,,,,14,,,,9,,,,31,,,,8,,,,103085014
3,1,85,56,1,4,,,,1,,,,10,,,,4,,,,24,,,,8,,,,103085056
3,1,85,57,1,57,,,,1,,,,8,,,,3,,,,20,,,,3,,,,103085057
3,1,85,62,1,1,,,,1,10,,,12,12,,,16,16,,,24,24,,,6,6,,,103085062
3,1,85,70,1,2,,,,1,,,,3,,,,8,,,,12,,,,16,,,,103085070
3,1,85,83,1,83,,,,1,,,,12,,,,8,,,,24,,,,,,,,103085083
3,1,85,83,2,83,,,,1,7,,,12,,,,12,,,,24,,,,,,,,103085083
3,1,85,95,1,2,,,,2,3,,,10,10,,,9,5,,,20,20,,,3,5,,,103085095
3,1,85,116,1,1,,,,1,,,,10,,,,4,,,,24,,,,16,,,,103085116
