"id1","id2","id3","id4","entno","s5bii_10aii","s5bii_10bii","s5bii_10cii","s5bii_10dii","s5bii_11a","s5bii_11b","s5bii_11c","s5bii_11d","s5bii_12a","s5bii_12b","s5bii_12c","s5bii_12d","s5bii_13a","s5bii_13b","s5bii_13c","s5bii_13d","s5bii_14a","s5bii_14b","s5bii_14c","s5bii_14d","s5bii_15a","s5bii_15b","s5bii_15c","s5bii_15d","hhno"
4,58,131,8,1,8,8,,,1,3,,,5,5,,,8,8,,,20,20,,,7,7,,,104131008
4,58,131,9,1,9,,,,1,,,,8,,,,8,,,,21,,,,8,,,,104131009
4,58,131,13,1,13,,,,1,,,,5,,,,7,,,,20,,,,7,,,,104131013
4,58,131,13,3,13,,,,1,,,,4,,,,10,,,,20,,,,10,,,,104131013
4,58,131,13,2,13,,,,1,,,,4,,,,10,,,,20,,,,10,,,,104131013
4,58,131,15,2,2,,,,1,,,,8,,,,3,,,,16,,,,3,,,,104131015
4,58,131,15,1,1,4,,,1,3,,,8,4,,,3,3,,,16,8,,,3,3,,,104131015
4,58,131,17,1,1,3,,,1,3,,,10,4,,,3,3,,,20,8,,,3,3,,,104131017
4,58,131,18,1,1,-8,,,1,10,,,12,12,,,12,12,,,24,24,,,12,12,,,104131018
4,58,131,24,1,2,,,,1,,,,12,,,,8,,,,24,,,,8,,,,104131024
4,58,131,28,1,1,,,,1,,,,2,,,,12,,,,20,,,,12,,,,104131028
4,58,131,31,2,2,,,,1,,,,10,,,,9,,,,22,,,,8,,,,104131031
4,58,131,31,1,1,,,,1,,,,,,,,,,,,8,,,,10,,,,104131031
4,58,131,53,1,53,,,,1,,,,10,,,,6,,,,25,,,,9,,,,104131053
4,58,131,53,2,53,,,,1,,,,12,,,,8,,,,24,,,,8,,,,104131053
4,58,131,53,3,53,,,,1,,,,12,,,,7,,,,21,,,,7,,,,104131053
4,58,131,56,1,1,,,,1,10,,,10,10,,,6,6,,,20,20,,,6,6,,,104131056
4,58,131,59,2,2,,,,1,,,,12,,,,8,,,,24,,,,8,,,,104131059
4,58,131,59,1,1,,,,1,,,,14,,,,12,,,,30,,,,12,,,,104131059
4,58,132,4,2,2,,,,1,,,,8,,,,8,,,,20,,,,8,,,,104132004
4,58,132,4,1,1,,,,1,,,,0,,,,0,,,,0,,,,0,,,,104132004
4,58,132,9,1,1,2,3,,1,2,3,,14,14,14,,15,10,4,,20,30,30,,15,12,5,,104132009
4,58,132,18,1,18,,,,1,,,,8,,,,5,,,,20,,,,5,,,,104132018
4,58,132,19,2,19,,,,1,,,,14,,,,5,,,,30,,,,5,,,,104132019
4,58,132,19,1,19,,,,1,,,,8,,,,7,,,,20,,,,7,,,,104132019
4,58,132,23,1,23,-8,-8,-8,1,10,10,10,4,4,2,2,8,8,8,8,8,8,4,4,8,8,8,8,104132023
4,58,132,28,1,1,3,,,1,3,,,4,6,,,7,7,,,24,16,,,7,7,,,104132028
4,58,132,39,1,39,,,,1,,,,2,,,,8,,,,4,,,,8,,,,104132039
4,58,132,50,1,1,,,,1,,,,10,,,,6,,,,25,,,,7,,,,104132050
4,51,133,5,1,2,,,,1,,,,7,,,,3,,,,14,,,,3,,,,104133005
4,51,133,9,1,1,,,,1,,,,0,,,,0,,,,14,,,,8,,,,104133009
4,51,133,18,1,1,,,,1,,,,3,,,,6,,,,10,,,,6,,,,104133018
4,51,133,19,1,19,,,,1,,,,4,,,,5,,,,20,,,,5,,,,104133019
4,51,133,19,2,19,,,,1,,,,0,,,,0,,,,24,,,,6,,,,104133019
4,51,133,28,1,28,28,,,1,3,,,8,8,,,6,6,,,25,25,,,6,6,,,104133028
4,51,133,29,1,1,,,,1,,,,3,,,,5,,,,12,,,,5,,,,104133029
4,51,133,43,1,43,,,,1,,,,6,,,,5,,,,14,,,,5,,,,104133043
4,51,133,45,1,1,,,,1,,,,4,,,,9,,,,16,,,,9,,,,104133045
5,69,134,22,1,1,,,,1,,,,11,,,,8,,,,20,,,,8,,,,105134022
5,69,134,30,1,1,2,,,1,3,,,0,0,,,0,0,,,4,4,,,6,6,,,105134030
5,69,134,34,1,1,,,,1,,,,4,,,,5,,,,20,,,,7,,,,105134034
5,69,134,34,3,2,,,,2,,,,14,,,,8,,,,28,,,,8,,,,105134034
5,69,134,34,2,2,,,,2,,,,10,,,,6,,,,10,,,,7,,,,105134034
5,69,135,53,1,53,,,,1,,,,6,,,,4,,,,24,,,,4,,,,105135053
5,69,135,59,1,59,,,,1,,,,7,,,,5,,,,30,,,,5,,,,105135059
5,69,135,69,1,1,,,,1,,,,4,,,,11,,,,8,,,,11,,,,105135069
5,69,135,78,1,1,,,,1,,,,12,,,,6,,,,6,,,,6,,,,105135078
5,70,136,3,1,2,,,,1,,,,12,,,,7,,,,24,,,,7,,,,105136003
5,70,136,5,1,1,,,,1,,,,14,,,,4,,,,28,,,,4,,,,105136005
5,70,136,34,1,2,,,,1,,,,7,,,,5,,,,28,,,,5,,,,105136034
5,68,137,5,1,2,3,4,,1,4,4,,12,10,10,,7,7,7,,12,10,10,,7,7,7,,105137005
5,68,137,5,2,2,3,,,1,4,,,6,5,,,4,4,,,6,5,,,4,4,,,105137005
5,68,137,8,1,2,,,,1,,,,12,,,,7,,,,24,,,,7,,,,105137008
5,68,137,13,1,2,7,,,1,7,,,12,12,,,8,8,,,24,24,,,8,8,,,105137013
5,68,137,14,1,1,,,,1,,,,12,,,,8,,,,24,,,,9,,,,105137014
5,68,137,19,1,,,,,1,,,,10,,,,6,,,,20,,,,6,,,,105137019
5,68,137,20,1,2,,,,1,,,,0,,,,,,,,28,,,,8,,,,105137020
5,68,137,23,1,2,,,,1,,,,12,,,,6,,,,24,,,,6,,,,105137023
5,68,137,27,1,2,1,4,,1,2,7,,14,10,10,,12,8,5,,28,20,20,,12,8,5,,105137027
5,68,137,29,1,2,,,,1,,,,0,,,,,,,,24,,,,10,,,,105137029
5,68,137,30,1,,,,,1,,,,14,,,,10,,,,28,,,,10,,,,105137030
5,68,137,31,1,,,,,1,1,,,10,10,,,6,6,,,20,20,,,6,6,,,105137031
5,70,138,17,1,,,,,,,,,,,,,,,,,,,,,,,,,105138017
5,70,138,81,1,1,,,,1,,,,6,,,,2,,,,12,,,,2,,,,105138081
5,82,139,1,1,1,,,,1,,,,5,,,,8,,,,20,,,,8,,,,105139001
5,82,139,9,1,1,2,3,,1,9,9,,10,10,10,,8,8,8,,20,20,20,,8,8,8,,105139009
5,82,139,10,1,2,,,,1,,,,12,,,,9,,,,24,,,,9,,,,105139010
5,82,139,10,2,2,1,,,1,5,,,9,12,,,4,10,,,18,26,,,4,10,,,105139010
5,82,139,26,1,1,,,,1,,,,10,,,,5,,,,20,,,,5,,,,105139026
5,82,139,51,1,1,,,,1,,,,10,,,,3,,,,20,,,,3,,,,105139051
5,82,139,61,1,61,,,,1,,,,6,,,,11,,,,26,,,,11,,,,105139061
5,82,139,65,1,1,,,,1,,,,6,,,,10,,,,24,,,,10,,,,105139065
5,82,139,67,1,2,,,,1,,,,,,,,,,,,16,,,,8,,,,105139067
5,82,139,79,1,1,3,,,1,3,,,6,6,,,8,8,,,24,24,,,8,8,,,105139079
5,82,139,79,2,2,,,,1,,,,4,,,,8,,,,16,,,,8,,,,105139079
5,82,139,100,1,1,2,,,1,3,,,12,12,,,9,9,,,24,24,,,9,9,,,105139100
5,82,139,107,1,1,,,,1,,,,10,,,,5,,,,24,,,,5,,,,105139107
5,82,140,2,1,1,,,,1,,,,14,,,,9,,,,30,,,,9,,,,105140002
5,82,140,15,1,15,,,,1,,,,4,,,,7,,,,8,,,,7,,,,105140015
5,82,140,28,1,28,,,,1,,,,4,,,,7,,,,8,,,,7,,,,105140028
5,73,142,1,2,,,,,1,,,,12,,,,8,,,,24,,,,8,,,,105142001
5,73,142,1,1,,,,,1,,,,14,,,,10,,,,28,,,,10,,,,105142001
5,73,142,2,1,2,,,,1,,,,7,,,,10,,,,28,,,,10,,,,105142002
5,73,142,12,1,1,,,,1,,,,12,,,,10,,,,24,,,,10,,,,105142012
5,73,142,12,2,2,,,,1,,,,12,,,,6,,,,24,,,,6,,,,105142012
5,73,142,13,1,2,,,,1,,,,14,,,,12,,,,28,,,,12,,,,105142013
5,73,142,24,1,1,,,,1,,,,3,,,,6,,,,12,,,,8,,,,105142024
5,73,142,25,3,,,,,1,10,,,6,6,,,10,10,,,24,24,,,10,10,,,105142025
5,73,142,25,2,2,,,,1,,,,6,,,,8,,,,24,,,,8,,,,105142025
5,73,142,25,1,2,,,,1,,,,6,,,,10,,,,24,,,,10,,,,105142025
5,73,142,33,1,1,,,,1,,,,,,,,,,,,24,,,,6,,,,105142033
5,73,142,37,1,,,,,1,,,,6,,,,6,,,,24,,,,6,,,,105142037
5,73,142,51,1,,,,,1,,,,12,,,,6,,,,24,,,,8,,,,105142051
5,73,142,51,2,,,,,1,,,,14,,,,10,,,,28,,,,10,,,,105142051
5,73,142,55,1,,,,,1,,,,10,,,,8,,,,12,,,,6,,,,105142055
5,73,142,55,2,,,,,1,,,,12,,,,10,,,,12,,,,10,,,,105142055
5,73,142,59,2,3,,,,3,,,,12,,,,4,,,,24,,,,4,,,,105142059
5,73,142,59,1,1,3,,,1,3,,,12,12,,,8,6,,,24,24,,,8,6,,,105142059
5,80,143,7,1,1,,,,1,,,,4,,,,5,,,,24,,,,5,,,,105143007
5,80,143,9,2,2,,,,1,,,,12,,,,8,,,,28,,,,8,,,,105143009
5,80,143,9,1,1,,,,1,10,,,12,12,,,12,12,,,26,26,,,12,12,,,105143009
5,80,143,10,1,2,,,,1,,,,,,,,,,,,,,,,,,,,105143010
5,80,143,10,2,2,,,,1,,,,2,,,,8,,,,28,,,,8,,,,105143010
5,80,143,13,1,1,,,,1,9,10,9,12,12,12,12,12,13,13,13,24,24,24,24,12,13,13,13,105143013
5,80,143,14,1,1,,,,1,,,,12,,,,4,,,,24,,,,16,,,,105143014
5,80,143,20,1,2,,,,1,,,,14,,,,4,,,,28,,,,4,,,,105143020
5,80,143,24,2,2,,,,1,,,,12,,,,5,,,,24,,,,5,,,,105143024
5,80,143,24,1,1,-8,,,1,10,,,10,10,,,7,7,,,20,20,,,7,7,,,105143024
5,80,143,27,1,1,-8,-8,-8,1,10,10,10,6,6,6,6,2,12,12,12,24,24,24,24,3,12,12,12,105143027
5,80,143,30,1,1,,,,1,,,,0,,,,,,,,5,,,,6,,,,105143030
5,80,143,40,1,1,,,,1,,,,12,,,,8,,,,24,,,,8,,,,105143040
5,80,143,40,2,2,,,,1,,,,12,,,,6,,,,24,,,,6,,,,105143040
5,80,144,7,1,2,1,,,1,2,,,13,14,,,12,12,,,25,25,,,16,15,,,105144007
5,80,144,32,1,,,,,1,,,,12,,,,9,,,,25,,,,3,,,,105144032
5,80,144,59,1,1,,,,1,,,,14,,,,14,,,,25,,,,14,,,,105144059
5,80,144,68,1,2,3,,,1,,,,10,10,,,8,8,,,20,20,,,8,8,,,105144068
5,80,144,71,1,1,,,,1,,,,12,,,,6,,,,30,,,,6,,,,105144071
5,80,144,86,2,,,,,1,,,,14,,,,13,,,,25,,,,13,,,,105144086
5,80,144,86,1,1,,,,1,,,,13,,,,7,,,,20,,,,7,,,,105144086
5,80,144,93,1,1,,,,1,,,,12,,,,9,,,,20,,,,3,,,,105144093
5,80,144,106,1,1,,,,1,,,,0,,,,0,,,,3,,,,4,,,,105144106
5,80,144,110,1,1,,,,1,,,,12,,,,8,,,,25,,,,8,,,,105144110
5,5,145,31,1,3,,,,1,,,,6,,,,8,,,,25,,,,8,,,,105145031
5,80,146,7,1,3,,,,1,,,,7,,,,12,,,,30,,,,12,,,,105146007
5,80,146,25,1,25,,,,1,,,,4,,,,9,,,,8,,,,9,,,,105146025
5,80,146,29,1,29,,,,1,,,,4,,,,6,,,,8,,,,6,,,,105146029
5,80,146,42,1,1,,,,1,,,,2,,,,3,,,,4,,,,3,,,,105146042
5,80,147,5,1,5,,,,1,,,,12,,,,6,,,,24,,,,6,,,,105147005
5,80,147,13,1,,,,,1,,,,3,,,,4,,,,9,,,,4,,,,105147013
5,80,147,15,1,15,,,,1,,,,14,,,,9,,,,24,,,,3,,,,105147015
5,80,147,25,1,25,,,,1,,,,12,,,,10,,,,24,,,,10,,,,105147025
5,80,147,39,1,39,,,,1,,,,12,,,,8,,,,24,,,,8,,,,105147039
5,80,147,51,1,1,,,,1,,,,4,,,,6,,,,8,,,,6,,,,105147051
5,80,147,62,1,2,4,,,1,3,,,4,4,,,6,6,,,8,8,,,6,6,,,105147062
5,80,147,69,1,69,,,,1,,,,3,,,,4,,,,12,,,,4,,,,105147069
5,80,147,77,1,77,,,,1,,,,4,,,,9,,,,8,,,,3,,,,105147077
5,71,148,11,1,1,,,,1,,,,8,,,,4,,,,16,,,,3,,,,105148011
5,71,148,13,1,1,,,,1,,,,,,,,,,,,15,,,,8,,,,105148013
5,71,148,35,1,2,,,,1,,,,,,,,,,,,21,,,,13,,,,105148035
5,71,148,40,1,2,,,,1,,,,7,,,,10,,,,28,,,,10,,,,105148040
5,71,148,53,1,1,,,,1,,,,7,,,,14,,,,28,,,,12,,,,105148053
5,71,148,60,2,5,,,,1,,,,6,,,,3,,,,6,,,,3,,,,105148060
5,71,148,60,1,3,,,,1,,,,6,,,,3,,,,6,,,,3,,,,105148060
5,71,148,78,1,1,,,,4,,,,6,,,,16,,,,16,,,,6,,,,105148078
5,71,148,78,2,1,,,,3,,,,5,,,,12,,,,12,,,,6,,,,105148078
5,71,148,82,1,1,,,,1,,,,7,,,,5,,,,28,,,,5,,,,105148082
5,67,149,5,1,2,,,,1,,,,10,,,,10,,,,20,,,,8,,,,105149005
5,67,149,25,1,1,,,,1,,,,14,,,,13,,,,25,,,,13,,,,105149025
5,67,149,44,1,1,,,,1,,,,5,,,,7,,,,10,,,,7,,,,105149044
5,67,149,46,1,1,,,,1,,,,14,,,,7,,,,28,,,,7,,,,105149046
5,67,150,1,1,1,,,,1,,,,6,,,,6,,,,24,,,,6,,,,105150001
5,67,150,8,1,8,,,,1,,,,12,,,,6,,,,24,,,,6,,,,105150008
5,67,150,21,1,21,,,,1,,,,6,,,,6,,,,24,,,,6,,,,105150021
5,67,150,28,1,28,,,,1,,,,0,,,,,,,,24,,,,7,,,,105150028
5,67,150,53,1,53,,,,1,,,,4,,,,6,,,,8,,,,6,,,,105150053
5,67,151,1,1,1,,,,1,9,,,12,12,,,8,8,,,24,24,,,8,8,,,105151001
5,67,151,10,1,1,,,,1,,,,12,,,,3,,,,20,,,,3,,,,105151010
5,67,151,11,1,1,,,,1,,,,12,,,,8,,,,24,,,,8,,,,105151011
5,67,152,6,1,2,1,,,1,2,,,10,10,,,3,3,,,20,20,,,3,3,,,105152006
5,67,152,32,1,,,,,,,,,,,,,,,,,,,,,,,,,105152032
5,67,152,45,1,45,,,,1,,,,6,,,,4,,,,14,,,,4,,,,105152045
5,67,153,3,1,1,,,,1,,,,0,,,,0,,,,24,,,,12,,,,105153003
5,67,153,13,1,1,,,,1,,,,6,,,,10,,,,30,,,,10,,,,105153013
5,67,153,25,1,,,,,1,,,,7,,,,12,,,,30,,,,12,,,,105153025
5,67,153,29,1,2,,,,1,,,,7,,,,8,,,,28,,,,8,,,,105153029
5,67,153,50,1,1,,,,1,10,,,10,14,,,5,5,,,20,28,,,5,5,,,105153050
5,67,154,23,1,1,,,,1,,,,10,,,,8,,,,20,,,,8,,,,105154023
5,67,154,40,1,1,,,,1,,,,,,,,,,,,5,,,,6,,,,105154040
5,7,155,1,1,1,,,,1,,,,12,,,,10,,,,24,,,,10,,,,105155001
5,7,155,12,1,2,,,,1,,,,14,,,,12,,,,30,,,,12,,,,105155012
5,7,155,14,1,1,,,,1,,,,2,,,,10,,,,2,,,,10,,,,105155014
5,7,155,15,1,2,,,,1,,,,12,,,,9,,,,24,,,,9,,,,105155015
5,7,155,18,1,2,3,4,,1,3,3,,5,5,5,,7,1,1,,30,30,30,,7,1,1,,105155018
5,7,155,20,1,1,2,,,1,3,,,14,4,,,12,12,,,30,8,,,10,10,,,105155020
5,7,155,23,1,-8,,,,10,,,,14,,,,15,,,,30,,,,15,,,,105155023
5,7,155,23,2,2,,,,1,,,,12,,,,8,,,,24,,,,8,,,,105155023
5,7,155,27,1,2,1,,,1,2,,,14,2,,,12,4,,,30,7,,,12,4,,,105155027
5,7,155,36,1,2,,,,1,,,,12,,,,10,,,,26,,,,12,,,,105155036
5,7,156,8,1,1,-8,,,1,3,,,2,1,,,8,4,,,14,14,,,10,10,,,105156008
5,7,156,13,1,2,,,,1,,,,6,,,,12,,,,12,,,,12,,,,105156013
5,7,156,16,1,2,,3,4,1,7,3,3,0,0,0,0,0,0,0,0,3,3,2,2,12,12,3,3,105156016
5,7,156,34,1,1,,,,1,,,,14,,,,8,,,,26,,,,9,,,,105156034
5,7,156,41,1,2,,,,1,,,,4,,,,8,,,,14,,,,8,,,,105156041
5,7,156,49,1,1,-8,,,1,7,,,0,14,,,0,12,,,26,26,,,12,12,,,105156049
5,7,156,49,2,,-8,,,1,7,,,5,5,,,10,10,,,25,16,,,9,9,,,105156049
5,7,156,68,1,1,,,,1,,,,10,,,,3,,,,24,,,,3,,,,105156068
5,7,156,70,3,1,2,3,,1,2,3,,7,7,7,,12,12,3,,14,14,14,,12,12,3,,105156070
5,7,156,70,1,2,3,,,1,3,,,14,14,,,1,2,,,30,30,,,1,2,,,105156070
5,7,156,70,2,2,,,,1,,,,14,,,,10,,,,30,,,,10,,,,105156070
5,8,157,3,2,2,,,,1,,,,10,,,,12,,,,20,,,,12,,,,105157003
5,8,157,3,1,1,,,,1,,,,14,,,,12,,,,30,,,,12,,,,105157003
5,8,157,10,1,1,,,,1,,,,14,,,,16,,,,30,,,,16,,,,105157010
5,8,157,21,1,2,,,,4,,,,14,,,,5,,,,28,,,,5,,,,105157021
5,8,157,22,2,22,-8,-8,-8,1,10,10,10,14,14,14,14,9,9,9,9,28,28,28,28,9,9,9,9,105157022
5,8,157,22,1,22,,,,1,,,,4,,,,8,,,,10,,,,8,,,,105157022
5,8,157,28,1,1,3,4,6,1,3,3,7,14,9,2,7,7,4,6,6,30,15,4,26,7,4,6,6,105157028
5,8,157,36,1,2,,,2,1,,,,10,,,,6,,,,22,,,,6,,,,105157036
5,8,157,43,1,1,,,,1,,,,10,,,,12,,,,20,,,,12,,,,105157043
5,8,157,53,1,1,,,,1,,,,12,,,,9,,,,24,,,,9,,,,105157053
5,8,157,65,1,2,3,4,,1,7,3,,0,0,0,,0,0,0,,30,8,8,,16,14,14,,105157065
5,8,157,65,2,2,3,4,,1,7,3,,0,0,0,,0,0,0,,30,8,8,,3,3,3,,105157065
5,8,157,70,1,1,,,,1,,,,2,,,,10,,,,10,,,,10,,,,105157070
5,8,157,83,1,,1,,,10,1,,,12,12,,,10,10,,,24,24,,,10,10,,,105157083
5,8,157,86,1,1,,,,1,,,,12,,,,10,,,,24,,,,10,,,,105157086
5,8,158,19,1,1,-8,-8,-8,1,10,7,3,12,5,12,3,4,1,5,2,24,10,24,10,4,1,5,2,105158019
5,8,158,24,1,1,,,,1,,,,14,,,,5,,,,31,,,,5,,,,105158024
5,8,158,24,2,4,,,,1,,,,6,,,,12,,,,20,,,,10,,,,105158024
5,8,158,25,1,2,,,,1,,,,12,,,,6,,,,24,,,,5,,,,105158025
5,8,158,26,1,1,,,,1,,,,11,,,,10,,,,20,,,,8,,,,105158026
5,8,158,35,1,1,2,,,3,1,,,14,14,,,4,6,,,20,25,,,4,6,,,105158035
5,8,158,37,1,1,,,,1,,,,4,,,,8,,,,16,,,,8,,,,105158037
5,8,158,48,1,1,,2,,1,3,3,,6,6,6,,6,6,6,,24,24,24,,6,6,6,,105158048
5,8,158,51,1,1,,,,1,,,,3,,,,10,,,,12,,,,12,,,,105158051
5,8,160,7,1,2,,,,1,,,14,,,,,15,,,,30,,,,15,,,,105160007
5,8,160,8,1,2,,,,1,,,,,,,,,,,,30,,,,7,,,,105160008
5,8,160,11,1,2,,,,1,7,10,7,,,,,,,,,30,1,1,1,4,2,2,2,105160011
5,8,160,17,1,2,,,,1,10,10,10,12,12,12,12,15,15,15,6,24,24,24,24,15,15,15,6,105160017
5,8,160,18,1,2,,,4,1,10,10,10,14,11,14,14,6,6,6,6,30,30,30,30,6,6,6,6,105160018
5,8,160,29,1,1,,,,1,,,,10,,,,10,,,,20,,,,10,,,,105160029
5,8,160,48,1,2,,,,1,,,,14,,,,14,,,,7,,,,14,,,,105160048
5,9,161,4,1,2,,,,1,,,,4,,,,5,,,,8,,,,5,,,,105161004
5,9,161,11,1,1,,,,1,,,,0,,,,0,,,,4,,,,10,,,,105161011
5,9,162,1,1,1,,,,1,,,,4,,,,6,,,,8,,,,6,,,,105162001
5,9,162,8,1,1,-8,,,1,7,,,6,6,,,6,6,,,20,20,,,6,6,,,105162008
5,9,162,15,1,2,,,,1,,,,10,,,,4,,,,30,,,,4,,,,105162015
5,9,162,15,2,1,,,,1,,,,14,,,,10,,,,30,,,,12,,,,105162015
5,9,162,19,1,2,,,,1,,,,2,,,,10,,,,4,,,,,,,,105162019
5,9,162,24,1,1,,,,1,,,,3,,,,10,,,,7,,,,10,,,,105162024
5,9,162,27,1,2,,,,1,,,,4,,,,8,,,,14,,,,8,,,,105162027
5,9,162,32,1,1,,,,1,,,,,,,,,,,,30,,,,5,,,,105162032
5,9,162,35,1,2,,,,1,,,,3,,,,3,,,,8,,,,3,,,,105162035
5,9,163,9,2,1,,,,1,,,,14,,,,5,,,,7,,,,5,,,,105163009
5,9,163,9,1,2,,,,8,,,,4,,,,8,,,,8,,,,8,,,,105163009
5,9,163,26,1,1,,,,1,,,,12,,,,12,,,,24,,,,12,,,,105163026
5,9,163,26,2,3,,,,1,,,,12,,,,14,,,,24,,,,14,,,,105163026
5,9,163,34,1,1,,,,1,,,,4,,,,8,,,,8,,,,8,,,,105163034
5,9,163,37,1,1,,,,1,,,,6,,,,8,,,,12,,,,8,,,,105163037
5,9,163,47,1,2,,,,1,,,,12,,,,10,,,,24,,,,10,,,,105163047
5,9,163,69,1,2,-8,-8,,1,10,7,,14,,7,,12,,5,,31,3,14,,12,2,5,,105163069
5,9,163,72,1,1,2,,,1,3,3,,7,12,2,,8,12,3,,15,30,7,,8,10,4,,105163072
5,9,163,79,1,2,3,1,4,1,3,2,3,6,2,2,2,9,3,1,1,12,4,4,4,9,3,1,1,105163079
5,10,164,6,1,2,-8,-8,-8,1,3,6,6,,,,,,,,,8,8,8,8,9,1,1,1,105164006
5,10,164,19,1,19,1,,,5,1,,,14,14,,,12,12,,,21,21,,,12,12,,,105164019
5,10,164,20,1,1,2,3,,1,3,3,,1,1,1,,7,2,2,,5,5,5,,7,2,2,,105164020
5,10,164,21,1,1,-8,-8,,1,3,3,,1,1,,,1,1,,,8,8,8,,4,4,4,,105164021
5,10,164,21,2,3,4,,,1,3,,,4,4,,,14,2,,,8,8,,,14,2,,,105164021
5,10,164,30,1,2,3,-8,,1,3,7,,14,5,3,,12,8,4,,30,14,4,,12,8,6,,105164030
5,10,164,33,1,1,-8,,,7,1,7,,12,12,12,,4,6,4,,30,30,30,,4,6,4,,105164033
5,10,164,33,2,1,,,,1,,,,8,,,,14,,,,16,,,,14,,,,105164033
5,10,164,35,2,1,3,,,1,7,,,10,14,,,14,2,,,20,30,,,14,2,,,105164035
5,10,164,35,1,1,,,,1,,,,,,,,10,,,,8,,,,16,,,,105164035
5,10,164,38,1,2,-8,,,1,3,,,,,,,,,,,7,3,,,7,7,,,105164038
5,10,165,5,1,1,,,,1,,,,13,,,,9,,,,26,,,,8,,,,105165005
5,10,165,19,1,1,2,,,1,2,,,14,14,,,12,12,,,24,24,,,12,12,,,105165019
5,10,165,23,1,1,2,,,1,10,,,10,10,,,6,1,,,20,20,,,6,1,,,105165023
5,10,165,31,1,1,2,,,1,4,,,14,2,,,10,1,,,30,4,,,10,1,,,105165031
5,10,165,47,1,1,,,,1,,,,,,,,,,,,30,,,,14,,,,105165047
5,10,165,53,1,2,-8,,,1,3,,,14,14,,,2,5,,,30,30,,,2,5,,,105165053
5,10,165,57,1,1,,,,1,,,,12,,,,5,,,,24,,,,5,,,,105165057
5,10,165,58,1,1,-8,-8,,1,10,10,,,,,,,,,,4,4,4,,12,12,12,,105165058
5,11,166,1,1,2,1,3,,1,2,3,,7,3,0,,4,4,0,,16,3,2,,4,4,2,,105166001
5,11,166,8,1,1,-8,-8,-8,1,7,7,7,14,14,14,14,14,5,5,5,30,30,30,30,14,5,5,5,105166008
5,11,166,12,1,1,2,,,1,4,,,6,4,,,9,3,,,12,8,,,9,3,,,105166012
5,11,166,19,1,1,2,3,5,1,2,3,3,8,4,4,4,10,5,4,4,16,8,8,8,10,5,4,4,105166019
5,11,166,19,2,2,,,,1,,,,10,,,,6,,,,20,,,,6,,,,105166019
5,11,166,39,3,2,,,,1,,,,0,,,,0,,,,8,,,,10,,,,105166039
5,11,166,39,1,1,-8,,,1,10,,,14,14,,,8,8,,,30,30,,,8,8,,,105166039
5,11,166,39,2,2,,,,1,,,,4,,,,8,,,,8,,,,8,,,,105166039
5,11,166,47,1,1,,,,1,,,,14,,,,10,,,,30,,,,10,,,,105166047
5,11,166,56,1,2,3,,,1,4,,,14,14,,,7,1,,,30,30,,,7,1,,,105166056
5,11,166,60,2,2,,,,1,,,,0,,,,0,,,,8,,,,13,,,,105166060
5,11,166,60,1,1,2,-8,-8,1,2,10,10,0,0,0,0,0,0,0,0,30,7,10,10,6,6,6,6,105166060
5,11,166,62,1,1,2,3,4,1,2,3,3,0,0,0,0,0,0,0,0,30,10,10,10,12,7,7,7,105166062
5,14,168,9,1,1,,,,1,,,,7,,,,12,,,,15,,,,10,,,,105168009
5,14,168,25,2,1,6,7,2,1,7,7,3,14,14,14,3,12,12,12,12,30,30,8,8,12,12,3,3,105168025
5,14,168,25,1,1,-8,6,7,1,10,7,7,4,4,4,4,7,7,7,7,8,8,8,8,7,7,7,7,105168025
5,14,168,43,1,2,-8,,,1,7,,,14,14,,,15,15,,,30,30,,,15,15,,,105168043
5,14,168,44,1,1,,,,1,,,,12,,,,12,,,,26,,,,12,,,,105168044
5,14,168,46,1,2,,,,1,,,,12,,,,13,,,,26,,,,13,,,,105168046
5,14,168,52,1,1,,,,1,,,,7,,,,5,,,,21,,,,11,,,,105168052
5,14,168,67,1,1,-8,-8,-8,1,10,10,10,4,4,4,4,12,8,8,8,30,8,8,8,12,8,8,8,105168067
5,14,168,71,1,1,2,3,,1,7,7,,14,2,2,,15,15,15,,30,4,4,,15,15,15,,105168071
5,14,168,86,1,1,2,,,1,3,,,6,6,,,14,14,,,15,15,,,14,14,,,105168086
5,12,169,7,1,2,,,,1,,,,7,,,,10,,,,16,,,,10,,,,105169007
5,12,169,8,1,2,,,,1,,,,5,,,,9,,,,10,,,,9,,,,105169008
5,12,169,14,1,2,1,,,1,2,,,7,7,,,10,10,,,15,15,,,12,12,,,105169014
5,12,169,17,1,2,1,4,5,1,2,3,3,6,6,6,6,8,6,3,3,12,12,12,12,8,6,3,3,105169017
5,12,169,36,1,2,,,,1,,,,0,,,,0,,,,14,,,,3,,,,105169036
5,12,170,7,2,2,,,,1,,,,14,,,,2,,,,28,,,,2,,,,105170007
5,12,170,7,1,1,2,3,,1,7,7,,2,2,2,,10,10,4,,4,4,4,,10,10,4,,105170007
5,12,170,8,1,1,2,3,4,1,3,3,3,,,,,,,,,2,2,2,2,10,10,4,4,105170008
5,12,170,10,1,1,2,3,4,1,3,3,4,,,,,,,,,4,4,4,4,10,10,10,10,105170010
5,12,170,10,3,2,,,,1,,,,14,,,,5,,,,30,,,,5,,,,105170010
5,12,170,10,2,2,,,,1,,,,7,,,,8,,,,20,,,,8,,,,105170010
