"id1","id2","id3","id4","hhmid","s8b_1","s8b_2i","s8b_2ii","s8b_3i","s8b_3ii","s8b_4i","s8b_4ii","s8b_5","s8b_6","s8b_7","s8b_8","s8b_9","s8b_10","s8b_11","s8b_12","s8b_13","s8b_14","s8b_15","s8b_16","s8b_17","s8b_18","s8b_19","s8b_20","s8b_21","s8b_22","s8b_23","s8b_24","s8b_25","hhno"
1,5,4,1,1,1,100,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,101004001
1,5,4,1,5,,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,101004001
1,5,4,1,6,,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,101004001
1,5,4,2,1,,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,101004002
1,5,4,6,1,1,160,,,,,,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,4,4,4,4,101004006
1,5,4,10,5,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,,,,,,,,,101004010
1,5,4,10,6,,,,,,,,2,2,2,2,2,1,1,2,2,2,2,1,2,,,,,,,,,101004010
1,5,4,14,1,1,120,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,4,4,4,4,101004014
1,5,4,16,1,1,30,,,,,,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,4,4,4,4,101004016
1,5,4,16,3,,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,101004016
1,5,4,20,3,,,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,101004020
1,5,4,22,1,1,5,,40,,,,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,4,4,4,4,101004022
1,5,4,24,1,1,15,,,,,,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,4,4,4,4,101004024
1,5,4,27,1,1,100,,,,,,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,4,4,4,4,101004027
1,5,4,27,3,,,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,101004027
1,2,5,13,2,1,60,,,,,,2,2,2,2,1,1,2,2,2,1,2,2,1,1,2,1,2,4,4,4,4,101005013
1,2,5,13,3,,,,,,,,2,2,2,2,2,1,1,2,2,1,2,2,2,,,,,,,,,101005013
1,2,5,19,1,2,,,,,,,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,4,4,4,4,101005019
1,2,5,23,1,,,,,,,,2,2,2,2,1,1,2,1,2,1,2,2,1,2,2,1,2,4,4,4,4,101005023
1,2,5,23,2,,,,,,,,2,2,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,101005023
1,2,5,24,1,1,50,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,101005024
1,2,5,36,2,,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,4,,4,4,101005036
1,2,5,36,4,,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,101005036
1,2,6,1,1,1,45,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,4,4,4,4,101006001
1,2,6,2,1,1,40,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,101006002
1,2,6,9,1,2,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,4,4,4,4,101006009
1,2,6,11,1,1,75,,,,,,2,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2,4,4,4,4,101006011
1,2,6,15,1,1,40,,,,,,2,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,3,4,3,4,101006015
1,2,6,15,3,,,,,,,,2,1,1,2,2,1,2,2,2,1,2,2,2,,,,,,,,,101006015
1,2,6,23,1,1,30,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,101006023
1,2,6,23,4,,,,,,,,2,2,2,2,2,1,2,2,2,1,1,2,2,,,,,,,,,101006023
1,2,6,36,1,1,50,,,,,,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,4,4,4,4,101006036
1,2,6,55,1,1,90,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,101006055
1,2,6,56,2,,,,,,,,2,2,2,2,2,1,2,2,2,2,1,2,2,,,,,,,,,101006056
1,2,6,59,1,1,60,,,,,,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,101006059
1,2,7,1,1,,,,,,,,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,4,,4,4,101007001
1,2,7,4,1,1,90,,,,,,2,2,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,4,4,4,4,101007004
1,2,7,4,3,,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,101007004
1,2,7,10,1,1,15,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,101007010
1,2,7,11,1,1,160,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,101007011
1,2,7,14,1,1,45,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,101007014
1,2,7,19,1,1,9,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,101007019
1,2,7,19,3,,,,,,,,2,2,,2,2,1,2,2,2,1,2,2,2,,,,,,,,,101007019
1,2,7,26,4,1,50,,40,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,101007026
1,2,7,26,5,,,,,,,,2,2,2,2,1,1,1,2,2,1,2,2,2,,,,,,,,,101007026
1,2,7,28,1,1,,,,,,,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,1,1,4,4,4,4,101007028
1,2,7,33,1,1,60,,,,,,1,1,2,2,2,1,1,2,2,1,2,2,1,2,2,1,1,3,4,4,4,101007033
1,2,7,33,3,2,,,,,,,1,1,2,2,2,1,2,1,2,1,2,2,2,,,,,,,,,101007033
1,2,7,33,4,2,,,,,,,1,1,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,3,4,4,4,101007033
1,2,7,33,5,2,,,,,,,1,1,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,101007033
1,2,7,36,1,2,,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,101007036
1,2,7,36,5,,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,101007036
1,2,7,36,7,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,,,,,,,,,101007036
1,2,7,40,1,1,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,101007040
1,2,7,68,4,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,101007068
1,2,7,82,1,1,90,,,,,,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,3,4,4,4,101007082
1,1,8,14,1,1,100,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,4,4,4,4,101008014
1,1,8,17,1,1,60,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,101008017
1,1,8,17,4,2,,,,,,,1,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,101008017
1,1,8,19,2,2,,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,101008019
1,1,8,19,5,2,,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,101008019
1,1,8,22,1,1,25,,,,,,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,101008022
1,1,8,29,1,1,70,,,,,,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,4,4,4,4,101008029
1,1,8,35,1,1,90,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,,1,4,4,4,4,101008035
1,1,8,44,1,1,150,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,4,4,4,4,101008044
1,1,8,53,3,2,,,,,,,1,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,101008053
1,1,8,60,1,2,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,4,4,4,4,101008060
1,1,8,67,1,1,200,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,4,4,4,4,101008067
1,1,8,67,3,2,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,101008067
1,1,8,74,3,,,,,,,,1,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,101008074
1,1,8,78,2,2,,,,,,,1,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,101008078
1,1,8,78,3,2,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,101008078
1,1,8,78,4,2,,,,,,,2,2,2,2,1,1,2,2,2,2,2,2,2,,,,,,,,,101008078
1,13,9,61,1,1,30,,,,,,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,4,4,4,4,101009061
1,13,9,61,3,,,,,,,,2,2,1,2,2,1,2,1,2,2,2,2,2,,,,,,,,,101009061
1,13,9,61,4,2,,,,,,,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,4,4,4,4,101009061
1,13,9,61,5,2,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,4,4,4,4,101009061
1,13,9,61,6,,,,,,,,1,2,1,2,2,1,2,2,2,1,2,2,2,,,,,,,,,101009061
1,13,9,68,1,1,50,,50,,,,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,4,4,4,4,101009068
1,13,9,94,1,,,,,,,,2,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,4,4,4,4,101009094
1,13,9,108,1,,,,,,,,2,2,2,2,2,1,2,1,2,2,2,2,2,,,,,,,,,101009108
1,13,9,180,1,1,150,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,101009180
1,13,9,195,1,1,260,,,,,,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,4,4,4,4,101009195
1,13,9,195,3,2,,,,,,,2,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,4,4,4,4,101009195
1,13,9,206,1,1,300,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,3,4,4,4,101009206
1,13,9,210,1,,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,101009210
1,13,9,222,2,2,,,,,,,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,2,4,4,4,4,101009222
1,13,9,227,1,1,500,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,3,4,4,4,101009227
1,13,9,227,3,,,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,101009227
1,13,9,235,1,1,150,,,,,,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,4,4,4,4,101009235
1,13,9,235,4,,,,,,,,1,2,2,2,1,1,2,2,2,2,2,2,2,,,,,,,,,101009235
1,13,9,258,1,1,150,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,3,4,4,4,101009258
1,13,10,40,1,,,,,,,,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,1,4,4,4,4,101010040
1,13,10,40,3,,,,,,,,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,1,4,4,4,4,101010040
1,13,10,40,5,,,,,,,,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,1,1,3,3,4,4,101010040
1,13,10,64,1,1,40,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,4,4,4,4,101010064
1,13,10,64,3,2,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,4,4,4,4,101010064
1,13,10,75,1,,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,101010075
1,13,10,88,1,1,90,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,3,4,4,4,101010088
1,13,10,88,3,2,,,,,,,2,2,2,2,1,2,2,2,2,1,2,2,2,,,,,,,,,101010088
1,13,10,88,4,2,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,101010088
1,13,10,95,1,2,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,101010095
1,13,10,164,1,2,,,,,,,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,1,4,3,4,4,101010164
1,13,10,175,1,1,30,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,101010175
1,13,10,193,1,2,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,101010193
1,13,11,6,2,2,,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,101011006
1,13,11,48,1,1,100,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,4,4,4,4,101011048
1,13,11,50,1,1,300,,300,,,,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,4,4,4,4,101011050
1,13,11,50,3,,,,,,,,2,2,2,2,2,1,1,2,1,2,2,2,2,,,,,,,,,101011050
1,13,11,50,5,,,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,101011050
1,13,11,54,1,1,80,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,4,4,4,4,101011054
1,13,11,54,4,,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,101011054
1,13,11,58,1,1,240,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,4,4,4,4,101011058
1,13,11,146,1,1,40,,,,,,2,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,4,4,4,4,101011146
1,13,11,146,3,,,,,,,,2,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,4,4,4,4,101011146
1,13,11,146,4,,,,,,,,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,4,4,4,4,101011146
1,13,11,161,1,,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,101011161
1,13,12,6,1,1,150,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,101012006
1,13,12,7,1,1,80,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,4,4,4,4,101012007
1,13,12,7,3,,,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,101012007
1,13,12,7,4,,,,,,,,2,2,2,2,2,1,1,2,2,2,2,2,2,,,,,,,,,101012007
1,13,12,13,1,1,30,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,101012013
1,13,12,14,1,1,200,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,101012014
1,13,12,36,1,2,,,,,,,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,4,4,4,4,101012036
1,13,12,38,3,,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,101012038
1,13,12,38,4,,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,101012038
1,13,12,39,1,1,200,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,101012039
1,13,12,39,3,,,,,,,,2,2,2,,2,1,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,101012039
1,13,12,39,4,,,,,,,,2,2,2,,2,1,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,101012039
1,13,12,45,1,1,60,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,101012045
1,13,12,45,3,,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,101012045
1,13,12,50,1,1,100,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,4,4,,4,101012050
1,13,12,55,1,1,100,,,,,,2,2,2,2,2,1,2,2,2,2,2,,1,2,2,2,2,4,4,4,4,101012055
1,13,12,55,2,2,,,,,,,2,2,2,2,2,1,2,2,2,2,2,,1,2,2,2,2,4,4,4,4,101012055
1,13,12,55,4,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,101012055
1,13,12,85,1,1,150,,,,,,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,4,4,4,4,101012085
1,13,12,94,1,,200,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,4,4,4,4,101012094
1,13,12,94,3,,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,101012094
1,8,13,6,1,1,40,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,101013006
1,8,13,19,1,,,,,,,,2,2,2,,2,1,2,2,2,2,2,2,2,,,,,,,,,101013019
1,8,13,19,2,,,,,,,,2,2,2,,2,1,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,101013019
1,8,13,20,1,1,60,,,,,,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,101013020
1,8,13,28,1,1,45,,,,,,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,3,4,4,4,101013028
1,8,13,30,1,,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,101013030
1,8,13,36,1,1,40,,,,,,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,4,4,4,4,101013036
1,8,13,48,1,1,80,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,101013048
1,8,13,67,1,1,150,,,,,,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,4,4,4,4,101013067
1,8,13,87,4,,,,,,,,2,2,2,2,2,1,1,2,2,2,1,1,2,,,,,,,,,101013087
1,8,13,95,1,,100,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,101013095
1,8,13,95,3,,,,,,,,1,1,2,2,1,1,2,2,2,2,2,2,2,,,,,,,,,101013095
1,8,13,103,1,1,20,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,3,4,4,4,101013103
1,8,14,11,1,1,80,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,101014011
1,8,14,15,1,2,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,101014015
1,8,14,15,3,,,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,101014015
1,8,14,15,4,,,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,101014015
1,8,14,22,1,1,60,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,4,4,4,4,101014022
1,8,14,33,1,1,40,,,,,,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,,3,4,4,101014033
1,8,14,36,1,2,,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,101014036
1,8,14,41,1,1,24,,,,,,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,4,4,4,4,101014041
1,8,14,41,3,,,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,,,,,,,,,101014041
1,8,14,41,5,,,,,,,,2,2,2,2,2,2,2,2,1,1,2,2,2,,,,,,,,,101014041
1,8,14,46,2,,,,,,,,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,4,4,4,4,101014046
1,8,14,46,3,,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,101014046
1,8,14,46,6,,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,101014046
1,8,14,46,7,,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,101014046
1,8,14,57,1,1,80,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,101014057
1,8,14,57,3,,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,101014057
1,8,14,57,4,,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,101014057
1,8,14,61,1,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,2,,,,,,,,,101014061
1,8,14,65,1,1,40,,,,,,2,2,2,,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,101014065
1,8,14,69,1,1,10,,,,,,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,3,4,4,4,101014069
1,8,14,82,1,1,60,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,3,4,4,4,101014082
1,8,14,82,5,,,,,,,,2,2,2,2,2,1,1,2,2,2,2,2,2,,,,,,,,,101014082
1,8,14,129,1,1,25,,,,,,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,4,4,4,4,101014129
1,8,15,6,1,1,30,,,,,,1,2,2,2,2,1,2,1,2,1,2,2,1,2,2,1,2,4,4,4,4,101015006
1,8,15,9,1,2,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,101015009
1,8,15,34,1,2,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,101015034
1,8,15,64,1,1,120,,,,,,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,4,4,4,4,101015064
1,8,15,65,1,1,270,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,101015065
