"id1","id2","id3","id4","hhmid","s8b_1","s8b_2i","s8b_2ii","s8b_3i","s8b_3ii","s8b_4i","s8b_4ii","s8b_5","s8b_6","s8b_7","s8b_8","s8b_9","s8b_10","s8b_11","s8b_12","s8b_13","s8b_14","s8b_15","s8b_16","s8b_17","s8b_18","s8b_19","s8b_20","s8b_21","s8b_22","s8b_23","s8b_24","s8b_25","hhno"
3,1,70,19,1,2,,,,,,,1,2,1,2,1,1,2,2,1,1,2,,1,1,2,2,2,3,4,4,4,103070019
3,1,72,1,1,2,,,,,,,3,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103072001
3,1,72,2,1,2,,,,,,,1,2,1,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103072002
3,1,72,5,1,2,,,,,,,3,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,4,4,4,4,103072005
3,1,72,12,1,1,30,,,,,,1,1,2,2,1,1,1,2,1,2,1,2,1,2,2,1,2,4,4,4,4,103072012
3,1,72,19,1,1,40,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,4,4,4,4,103072019
3,1,72,20,1,1,60,,,,,,1,2,2,2,1,1,2,2,1,2,2,2,1,2,1,1,2,4,4,4,4,103072020
3,1,72,21,1,1,50,,,,,,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,4,4,4,4,103072021
3,1,72,27,1,1,40,,,,,,1,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,4,4,4,4,103072027
3,1,72,30,1,1,50,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,4,4,4,4,103072030
3,1,72,35,1,1,60,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,,2,4,4,4,4,103072035
3,1,72,46,1,2,,,,,,,1,2,2,2,1,1,2,2,1,2,2,2,2,,,,,,,,,103072046
3,1,72,61,1,1,50,,,,,,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,4,4,4,4,103072061
3,1,72,63,1,2,,,,,,,1,2,2,2,1,1,2,2,1,1,2,2,2,,,,,,,,,103072063
3,1,73,4,1,2,,,,,,,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,4,4,4,4,103073004
3,1,73,10,1,2,,,,,,,1,2,1,2,1,1,2,2,2,2,2,2,2,,,,,,,,,103073010
3,1,73,24,1,1,90,,,,,,1,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103073024
3,1,73,25,1,2,,,,,,,1,1,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103073025
3,1,73,25,2,2,,,,,,,1,2,1,2,1,1,1,2,2,2,2,2,1,1,2,1,1,2,3,3,4,103073025
3,1,73,26,1,2,,,,,,,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,4,4,4,4,103073026
3,1,73,29,1,2,,,,,,,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,103073029
3,1,73,52,1,2,,,,,,,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,3,4,4,4,103073052
3,1,73,53,1,2,,,,,,,1,2,1,2,2,1,2,2,,2,2,2,1,2,2,2,1,4,4,4,4,103073053
3,1,73,55,1,2,,,,,,,2,1,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,103073055
3,1,73,69,1,2,,,,,,,1,2,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103073069
3,1,73,70,1,2,,,,,,,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,4,4,4,4,103073070
3,1,74,2,1,1,30,,,,,,3,3,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,4,4,4,4,103074002
3,1,74,7,3,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,103074007
3,1,74,14,1,2,,,,,,,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,103074014
3,1,74,26,1,1,100,,,,,,1,2,2,2,1,2,2,2,1,2,1,2,2,,,,,,,,,103074026
3,1,74,26,4,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,103074026
3,1,74,30,1,2,,,,,,,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,3,4,4,4,103074030
3,1,74,31,1,2,,,,,,,2,2,2,2,1,1,1,2,2,1,,,2,,,,,,,,,103074031
3,1,74,33,1,1,30,,,,,,1,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103074033
3,1,74,34,1,2,,,,,,,1,1,2,2,1,1,2,2,1,2,1,2,2,,,,,,,,,103074034
3,1,74,36,1,2,,,,,,,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103074036
3,1,74,37,1,2,,,,,,,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,1,1,4,4,4,4,103074037
3,1,74,46,1,2,,,,,,,2,2,1,1,2,1,2,2,1,1,2,2,1,2,2,1,2,4,3,4,4,103074046
3,1,75,3,1,,,,,,,,,,,,2,1,2,2,1,1,2,2,1,2,2,1,1,4,4,4,4,103075003
3,1,75,4,1,2,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,4,4,4,4,103075004
3,1,75,26,2,2,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,4,4,4,4,103075026
3,1,75,33,1,2,,,,,,,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,4,3,3,4,103075033
3,1,75,45,1,1,50,,,,,,3,2,2,2,2,1,2,2,1,2,1,2,2,,,,,,,,,103075045
3,1,75,49,1,1,80,,,,,,1,2,1,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103075049
3,1,75,58,1,1,100,,,,,,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,4,4,4,4,103075058
3,1,75,74,2,2,,,,,,,1,1,1,2,1,1,2,1,1,2,1,2,1,1,2,1,1,4,4,4,4,103075074
3,1,75,74,3,2,,,,,,,1,1,1,2,1,1,2,2,1,2,1,2,1,2,2,1,1,4,4,4,4,103075074
3,1,75,79,1,2,,,,,,,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,4,4,4,4,103075079
3,1,76,16,1,2,,,,,,,1,2,2,2,1,1,1,2,2,2,1,2,2,,,,,,,,,103076016
3,1,76,33,1,2,,,,,,,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,1,2,4,4,4,4,103076033
3,1,76,42,1,1,50,,,,,,1,2,2,2,1,1,2,2,1,1,1,2,1,2,2,1,2,4,4,4,4,103076042
3,1,76,45,1,1,80,,,,,,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103076045
3,1,76,45,3,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,103076045
3,1,76,45,4,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,103076045
3,1,76,45,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,103076045
3,1,76,48,1,2,,,,,,,1,2,2,2,1,1,2,2,1,2,2,2,2,,,,,,,,,103076048
3,1,76,70,1,1,150,,,,,,1,1,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103076070
3,1,76,79,1,1,50,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103076079
3,1,76,79,3,2,,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,4,4,4,4,103076079
3,1,76,79,4,2,,,,,,,3,2,2,2,1,1,1,,1,1,1,1,2,,,,,,,,,103076079
3,1,76,82,1,2,,,,,,,3,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,4,4,4,4,103076082
3,1,76,83,1,2,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103076083
3,1,76,84,1,1,50,,,,,,3,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103076084
3,1,77,7,1,2,,,,,,,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,4,4,4,4,103077007
3,1,77,9,1,2,,,,,,,2,2,2,2,2,1,1,2,2,2,2,2,2,,,,,,,,,103077009
3,1,77,14,1,2,,,,,,,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,103077014
3,1,77,27,1,2,,,,,,,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,3,3,4,4,103077027
3,1,77,53,1,2,,,,,,,2,2,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,103077053
3,1,77,63,2,1,,,,,,,2,2,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,103077063
3,1,78,10,1,,,,,,,,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,3,4,4,4,103078010
3,1,78,23,1,1,15,0,,,,,3,1,1,2,1,2,2,2,1,1,2,2,1,2,2,1,1,4,,3,3,103078023
3,1,78,36,1,1,20,,,,,,3,2,2,2,1,1,2,2,2,2,2,2,1,2,2,,1,4,4,4,4,103078036
3,1,78,42,3,2,,,,,,,3,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103078042
3,1,78,42,4,2,,,,,,,3,2,1,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103078042
3,1,78,60,1,2,,,,,,,3,3,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,103078060
3,1,78,61,1,2,,,,,,,2,2,1,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,4,4,4,103078061
3,1,78,63,1,1,20,,,,,,,,,,1,2,2,2,2,1,2,2,1,1,2,1,1,4,4,4,4,103078063
3,1,78,67,1,1,25,,,,,,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,1,1,4,4,4,4,103078067
3,1,79,10,2,2,,,,,,,1,2,2,2,2,1,2,2,1,1,2,2,1,1,2,1,1,3,4,4,4,103079010
3,1,79,14,1,2,,,,,,,1,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103079014
3,1,79,14,2,2,,,,,,,1,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103079014
3,1,79,15,1,1,150,0,,,,,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,,3,4,4,103079015
3,1,79,16,1,2,,,,,,,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103079016
3,1,79,16,3,2,,,,,,,1,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,3,3,4,4,103079016
3,1,79,16,4,2,,,,,,,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,1,4,4,4,4,103079016
3,1,79,27,1,2,,,,,,,1,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,3,4,4,4,103079027
3,1,79,33,2,2,,,,,,,1,1,2,2,2,1,1,2,1,1,2,2,2,,,,,,,,,103079033
3,1,79,45,1,1,,,,,,,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,3,3,4,4,103079045
3,1,79,50,1,1,60,,,,,,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103079050
3,1,79,52,1,2,,,,,,,1,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103079052
3,1,79,58,1,2,,,,,,,1,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,3,4,103079058
3,1,80,2,1,,,,,,,,2,2,1,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103080002
3,1,80,4,1,1,30,,,,,,3,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,4,4,4,4,103080004
3,1,80,4,3,2,,,,,,,3,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103080004
3,1,80,6,1,1,50,,,,,,3,2,2,2,1,1,1,2,1,1,2,2,1,2,2,1,1,4,4,4,4,103080006
3,1,80,9,2,2,,,,,,,3,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103080009
3,1,80,26,1,1,100,,,,,,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,4,4,4,4,103080026
3,1,80,30,1,1,0,0,,,,,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,1,2,4,4,4,4,103080030
3,1,80,41,1,1,150,,,,,,3,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,103080041
3,1,80,41,4,2,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103080041
3,1,80,54,1,1,150,,,,,,2,2,2,2,1,1,1,2,2,2,2,2,1,1,2,1,2,3,4,4,4,103080054
3,1,80,64,1,1,0,0,,,,,3,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,4,4,4,4,103080064
3,1,80,68,1,2,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103080068
3,1,81,13,1,,,,,,,,2,2,,,2,1,2,2,1,1,2,2,1,2,2,2,2,1,4,4,4,103081013
3,1,81,13,3,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,103081013
3,1,81,17,1,1,100,,50,,,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103081017
3,1,81,17,3,2,,,,,,,2,2,1,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103081017
3,1,81,25,1,1,150,,,,,,2,2,2,,2,1,2,2,2,2,2,2,2,,,,,,,,,103081025
3,1,81,31,1,2,,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103081031
3,1,81,34,1,1,80,,,,,,2,2,2,2,1,1,2,2,1,1,2,2,2,,,,,,,,,103081034
3,1,81,39,1,2,,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,4,4,4,4,103081039
3,1,81,44,1,2,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,103081044
3,1,81,47,1,1,70,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,103081047
3,1,81,48,1,1,100,,50,,,,2,2,2,2,1,1,2,2,1,1,2,2,2,,,,,,,,,103081048
3,1,81,51,1,1,100,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,103081051
3,1,81,70,4,2,,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103081070
3,1,81,75,1,2,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103081075
3,1,81,76,1,2,,,,,,,2,2,2,2,1,1,2,2,1,1,2,2,1,,,,,,,,,103081076
3,1,82,8,1,1,150,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103082008
3,1,82,15,2,2,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103082015
3,1,82,15,3,2,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,103082015
3,1,82,16,1,1,150,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,103082016
3,1,82,17,1,2,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,103082017
3,1,82,21,1,1,150,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103082021
3,1,82,23,1,1,50,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103082023
3,1,82,27,1,1,150,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,103082027
3,1,82,28,1,1,300,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,103082028
3,1,82,30,1,1,90,,,,,,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,4,4,4,4,103082030
3,1,82,34,1,2,,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103082034
3,1,82,36,1,1,45,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103082036
3,1,82,39,1,1,150,,,,,,3,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,103082039
3,1,82,39,3,2,,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103082039
3,1,82,39,4,2,,,,,,,3,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103082039
3,1,82,41,1,1,120,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103082041
3,1,83,6,1,1,70,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103083006
3,1,83,8,1,1,40,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103083008
3,1,83,12,1,1,50,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103083012
3,1,83,16,1,1,100,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103083016
3,1,83,33,1,1,150,,,,,,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,103083033
3,1,83,45,2,1,150,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,103083045
3,1,83,48,1,1,200,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,103083048
3,1,83,48,3,2,,,,,,,3,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103083048
3,1,83,55,1,1,80,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,103083055
3,1,83,56,1,1,50,,,,,,2,2,2,,1,2,2,1,1,2,2,2,1,2,2,2,2,4,4,4,4,103083056
3,1,83,59,1,2,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103083059
3,1,83,60,1,2,,,,,,,2,2,2,2,2,1,2,2,1,1,1,2,2,,,,,,,,,103083060
3,1,84,10,1,1,100,,,,,,2,2,2,,2,1,2,2,1,2,2,2,2,,,,,,,,,103084010
3,1,84,18,1,1,300,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,4,4,4,4,103084018
3,1,84,26,1,1,100,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,,4,4,103084026
3,1,84,31,1,1,150,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103084031
3,1,84,50,1,,,,,,,,,,,,1,1,2,1,1,1,2,2,,,,,,,,,,103084050
3,1,84,62,1,1,100,,,,,,2,2,2,2,2,1,1,2,1,1,1,2,2,,,,,,,,,103084062
3,1,84,78,1,1,100,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103084078
3,1,84,95,1,1,100,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103084095
3,1,84,127,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,103084127
3,1,84,138,1,2,,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103084138
3,1,84,170,1,1,250,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,103084170
3,1,85,10,1,1,150,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,103085010
3,1,85,14,1,1,150,,,,,,,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103085014
3,1,85,21,1,2,,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103085021
3,1,85,28,1,1,150,,,,,,2,2,2,2,2,1,2,2,2,1,1,2,2,,,,,,,,,103085028
3,1,85,50,1,2,,,,,,,,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,4,4,4,4,103085050
3,1,85,56,1,1,100,,,,,,2,2,2,2,2,1,2,2,2,1,1,2,2,,,,,,,,,103085056
3,1,85,57,1,2,,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103085057
3,1,85,70,1,1,50,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,103085070
3,1,85,83,1,1,240,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,103085083
3,1,85,88,1,1,80,,,,,,2,2,2,,2,1,2,2,2,2,2,2,2,,,,,,,,,103085088
3,1,85,95,1,1,150,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,4,,4,4,103085095
3,1,85,116,2,2,,,,,,,2,2,2,2,2,1,2,2,2,1,1,2,2,,,,,,,,,103085116
3,1,86,29,1,1,60,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103086029
3,1,86,29,3,2,,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103086029
3,1,86,29,4,2,,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103086029
3,1,86,46,1,1,150,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103086046
3,1,86,47,2,2,,,,,,,2,2,2,2,1,1,2,1,2,2,1,2,2,,,,,,,,,103086047
3,1,86,58,1,1,200,,,,,,2,2,2,2,2,1,2,2,2,1,1,2,2,,,,,,,,,103086058
3,1,86,59,1,1,120,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103086059
3,1,86,63,2,2,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103086063
3,1,86,63,3,2,,,,,,,2,2,2,2,1,2,1,1,1,1,2,2,2,,,,,,,,,103086063
3,1,86,68,1,1,300,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,4,4,4,4,103086068
3,41,87,1,1,2,,,,,,,3,3,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,4,4,4,4,103087001
3,41,87,5,1,1,20,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,103087005
3,41,87,6,1,1,50,0,,,,,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,4,4,4,4,103087006
3,41,87,7,1,1,50,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,103087007
3,41,87,12,1,1,30,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,4,4,4,4,103087012
3,41,87,13,1,1,50,,,,,,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,103087013
3,41,87,13,3,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,103087013
3,41,87,13,4,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,103087013
3,41,87,24,1,1,50,,50,,,,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,1,2,4,4,4,4,103087024
3,41,87,32,1,1,50,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,,4,4,103087032
3,41,87,34,1,1,40,,40,,,,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,4,4,4,4,103087034
3,41,88,1,1,1,50,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103088001
3,41,88,2,1,1,10,,,,,,2,2,2,2,2,1,2,2,1,1,1,2,2,,,,,,,,,103088002
3,41,88,3,1,2,,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103088003
3,41,88,3,3,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,103088003
3,41,88,4,1,2,,,,,,,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,103088004
3,41,88,5,1,2,,,,,,,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,1,4,4,4,4,103088005
3,41,88,8,1,2,,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103088008
3,41,88,10,1,2,,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103088010
3,41,88,14,1,2,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,103088014
3,41,88,17,1,1,50,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,103088017
3,41,88,17,3,2,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,103088017
3,41,88,19,1,1,100,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,103088019
3,41,88,20,1,1,90,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,4,4,4,4,103088020
3,41,88,21,1,1,50,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,103088021
3,41,88,25,1,2,,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103088025
3,44,89,3,1,2,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,103089003
3,44,89,4,4,2,,,,,,,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,103089004
3,44,89,5,1,1,150,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103089005
3,44,89,16,2,2,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103089016
3,44,89,16,3,2,,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103089016
3,44,89,18,1,1,160,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,103089018
3,44,89,44,1,1,250,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103089044
3,44,89,48,2,1,100,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,103089048
3,44,89,53,2,1,100,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,103089053
3,44,89,60,1,1,200,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,103089060
3,44,89,63,1,1,150,,,,,,,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103089063
3,44,89,82,1,1,80,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103089082
3,44,89,99,1,1,80,,,,,,2,2,,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103089099
3,40,90,1,1,1,200,,,,,,3,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103090001
3,40,90,5,1,1,250,,,,,,3,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103090005
3,40,90,12,4,2,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103090012
3,40,90,12,9,2,,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103090012
3,40,90,18,1,1,170,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,103090018
3,40,90,19,1,1,150,,,,,,2,2,2,2,2,2,2,2,1,1,2,2,2,,,,,,,,,103090019
3,40,90,20,1,1,160,,,,,,2,2,2,2,2,2,2,2,1,2,1,,1,2,2,2,2,4,4,4,4,103090020
3,40,90,20,4,2,,,,,,,2,2,2,2,2,2,2,2,1,2,1,,2,,,,,,,,,103090020
3,40,90,20,5,2,,,,,,,2,2,2,2,2,2,2,2,1,2,1,,2,,,,,,,,,103090020
3,40,90,24,1,2,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,103090024
3,40,90,27,1,2,,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103090027
3,40,90,31,1,1,360,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,4,4,103090031
