"id1","id2","id3","id4","hhmid","s1gi_1","s1gi_2i","s1gi_2ii","s1gi_3","s1gi_4","s1gi_5","s1gi_6","s1gi_7","s1gi_8i","s1gi_8ii","s1gi_9i","s1gi_9ii","s1gi_10ii","s1gi_10iii","s1gi_11ii","s1gi_11iii","s1gi_12ii","s1gi_12iii","hhno"
1,8,15,151,3,,,,,,,,,,,,,,,,,,,101015151
1,8,15,151,4,,,,,,,,,,,,,,,,,,,101015151
1,8,15,151,5,,,,,,,,,,,,,,,,,,,101015151
1,8,15,151,2,1,16,,1,7,11,9,,,,,,,,,,-8,,101015151
1,8,15,151,1,1,25,,1,7,11,22,,,,,,,,,,-8,,101015151
1,8,15,191,3,,,,,,,,,,,,,,,,,,,101015191
1,8,15,191,1,1,,4,1,13,11,8,,,,,,,,,,-8,,101015191
1,8,15,191,2,,,,,,,,,,,,,,,,,,,101015191
1,8,16,23,2,,,,,,,,,,,,,,,,,,,101016023
1,8,16,23,1,1,15,,1,5,11,1,,,,,,,,,,,3,101016023
1,8,16,41,3,,,,,,,,,,,,,,,,,,,101016041
1,8,16,41,1,,,,,,,,,,,,,,,,,,,101016041
1,8,16,41,5,,,,,,,,,,,,,,,,,,,101016041
1,8,16,41,4,,,,,,,,,,,,,,,,,,,101016041
1,8,16,41,2,2,18,,1,7,11,6,,,,,,,,,,,3,101016041
1,8,16,137,2,,,,,,,,,,,,,,,,,,,101016137
1,8,16,137,5,1,6,,1,7,11,73,,,,,,,,,,,3,101016137
1,8,16,137,3,,,,,,,,,,,,,,,,,,,101016137
1,8,16,137,1,,,,,,,,,,,,,,,,,,,101016137
1,8,16,137,4,1,10,,1,7,11,73,,,,,,,,,,,3,101016137
1,8,16,144,3,,,,,,,,,,,,,,,,,,,101016144
1,8,16,144,5,,,,,,,,,,,,,,,,,,,101016144
1,8,16,144,4,,,,,,,,,,,,,,,,,,,101016144
1,8,16,144,1,1,10,,1,6,11,30,,,,,,,,,,,3,101016144
1,8,16,144,2,,,,,,,,,,,,,,,,,,,101016144
1,8,16,154,2,1,20,,1,7,11,10,,,,,,,,,,-8,,101016154
1,8,16,154,3,,,,,,,,,,,,,,,,,,,101016154
1,8,16,154,4,,,,,,,,,,,,,,,,,,,101016154
1,8,16,154,1,,,,,,,,,,,,,,,,,,,101016154
2,8,52,6,2,2,26,,1,6,3,26,,,,6,,,,,,,,102052006
2,8,52,6,3,,,,,,,,,,,,,,,,,,,102052006
2,8,52,6,1,,,,,,,,,,,,,,,,,,,102052006
2,8,52,6,4,,,,,,,,,,,,,,,,,,,102052006
2,8,52,6,5,,,,,,,,,,,,,,,,,,,102052006
2,8,52,9,1,1,30,,1,5,5,35,,,,,,,,,,,,102052009
2,8,52,9,4,,,,,,,,,,,,,,,,,,,102052009
2,8,52,9,5,,,,,,,,,,,,,,,,,,,102052009
2,8,52,9,2,,,,,,,,,,,,,,,,,,,102052009
2,8,52,9,3,,,,,,,,,,,,,,,,,,,102052009
2,8,52,28,2,1,35,0,1,6,11,21,,,,10,,-8,,,1,,,102052028
2,8,52,28,1,1,35,0,1,5,11,21,,,,,,,,,,,,102052028
2,8,52,56,1,1,18,,1,7,11,24,,,,6,,,1,,,58,,102052056
2,8,52,58,6,,,,,,,,,,,,,,,,,,,102052058
2,8,52,58,3,,,,,,,,,,,,,,,,,,,102052058
2,8,52,58,4,,,,,,,,,,,,,,,,,,,102052058
2,8,52,58,2,,,,,,,,,,,,,,,,,,,102052058
2,8,52,58,1,1,19,,1,1,4,79,,,,,,,1,,,,3,102052058
2,8,52,58,5,,,,,,,,,,,,,,,,,,,102052058
5,8,157,3,1,1,1,,1,2,11,,,2,,,,,,,,,3,105157003
5,8,157,3,2,3,1,,1,2,11,80,,,,,,,,,,,3,105157003
5,8,157,3,3,3,1,,1,2,11,80,,,,,,,,,,,3,105157003
5,8,157,28,3,1,1,3,1,5,11,64,,,,,,,,,,,3,105157028
5,8,157,28,2,1,1,3,1,5,11,64,,,,,,,,,,,3,105157028
5,8,157,28,5,1,1,3,1,5,4,79,,,,,,,,,,,3,105157028
5,8,157,28,1,1,1,3,1,7,11,43,,5,,3,,,1,,1,,3,105157028
5,8,157,28,4,1,1,3,1,5,11,64,,,,,,,,,,,3,105157028
5,8,157,28,6,6,,8,1,7,11,82,,,,,,,,,,,,105157028
5,8,157,36,2,2,25,2,1,2,11,,,,,1,,,1,,1,-8,,105157036
5,8,157,36,1,,,,,,,,,,,,,,,,,,,105157036
5,8,157,36,3,,,,,,,,,,,,,,,,,,,105157036
5,8,157,36,4,,,,,,,,,,,,,,,,,,,105157036
5,8,157,43,4,2,6,2,1,5,11,80,,,,,,,,,,,3,105157043
5,8,157,43,5,2,3,,1,9,11,82,,,,,,,,,,,3,105157043
5,8,157,43,1,1,6,8,1,13,11,78,,,,,,,1,,1,,3,105157043
5,8,157,43,2,2,6,2,1,6,11,78,,10,,15,,1,,,1,,3,105157043
5,8,157,43,3,2,6,,1,,11,80,,,,,,,,,,,3,105157043
5,8,157,53,1,1,,6,1,13,11,80,,3,,2,,,1,,1,,3,105157053
5,8,157,53,2,2,,6,1,5,11,80,,,,,,,,,,,3,105157053
5,8,157,65,1,1,8,9,1,7,9,13,,,,20,,,1,,1,,3,105157065
5,8,157,65,2,2,4,6,1,6,11,72,,15,,20,,,1,,1,,3,105157065
5,8,157,65,5,,,,,,,,,,,,,,,,,,,105157065
5,8,157,65,4,4,4,6,1,5,11,,,,,,,,,,,,3,105157065
5,8,157,65,3,3,4,6,1,5,11,,,,,,,,,,,,3,105157065
5,8,157,70,2,1,33,,1,9,11,63,,,,,,,1,,1,,3,105157070
5,8,157,70,3,1,,3,1,9,11,29,,,,,,,1,,1,,3,105157070
5,8,157,70,1,1,31,2,1,3,11,63,,1,10,20,,,,,,,3,105157070
5,8,157,70,4,,,,,,,,,,,,,,,,,,,105157070
5,8,157,86,1,2,27,,1,13,11,100,,3,,5,,,1,,1,,3,105157086
5,8,157,86,2,,,,,,,,,,,,,,,,,,,105157086
5,8,157,89,1,,,,,,,,,,,,,,,,,,,105157089
5,8,157,89,3,,,,,,,,,,,,,,,,,,,105157089
5,8,157,89,2,1,3,4,1,7,11,71,,,,,,,,,,,,105157089
5,8,158,19,1,,,,,,,,,,,,,,,,,,,105158019
5,8,158,19,6,6,4,,1,7,10,48,,,,,,,,,,,3,105158019
5,8,158,19,2,,,,,,,,,,,,,,,,,,,105158019
5,8,158,19,3,,,,,,,,,,,,,,,,,,,105158019
5,8,158,19,5,,,,,,,,,,,,,,,,,,,105158019
5,8,158,19,4,,,,,,,,,,,,,,,,,,,105158019
5,8,158,24,4,4,4,7,1,7,11,72,,,,15,,,1,,1,,3,105158024
5,8,158,24,1,1,1,15,1,7,11,72,,,,2,,,1,,1,,3,105158024
5,8,158,24,2,,,,,,,,,,,,,,,,,,,105158024
5,8,158,24,3,,,,,,,,,,,,,,,,,,,105158024
5,8,158,25,1,,,,,,,,,,,,,,,,,,,105158025
5,8,158,25,2,,,,,,,,,,,,,,,,,,,105158025
5,8,158,25,3,,9,,1,7,11,,,,,,,,,,,,,105158025
5,8,158,25,4,,1,,1,7,9,13,,,,,,,,,,,,105158025
5,8,158,28,1,1,20,,1,2,11,72,,,,2,,,,,,-8,,105158028
5,8,158,35,1,1,37,,1,7,5,35,,,,3,,-8,,-8,,,3,105158035
5,8,158,35,3,,,,,,,,,,,,,,,,,,,105158035
5,8,158,35,5,,,,,,,,,,,,,,,,,,,105158035
5,8,158,35,4,,,,,,,,,,,,,,,,,,,105158035
5,8,158,35,2,,,,,,,,,,,,,,,,,,,105158035
5,8,158,37,3,3,14,,1,7,11,66,,,,,,,,,,,,105158037
5,8,158,37,2,2,47,,1,2,11,63,,,,,,,,,,,3,105158037
5,8,158,37,4,4,3,,1,7,11,63,,,,,,,,,,,,105158037
5,8,158,37,1,1,53,,1,2,,,,,,,,,,,,,3,105158037
5,8,158,41,1,1,20,,1,7,5,35,,,,30,,-8,,-8,,-8,,105158041
5,8,158,51,1,1,15,,1,7,11,76,,3,,3,,,1,,1,,3,105158051
5,8,158,51,2,2,15,,1,7,2,127,,,,,,,,,,,,105158051
5,8,159,3,2,2,4,8,1,4,11,55,,2,0,2,50,,1,,1,,3,105159003
5,8,159,3,3,,,,,,,,,,,,,,,,,,,105159003
5,8,159,3,1,1,7,8,1,1,11,72,,2,0,2,30,,1,,1,,3,105159003
5,8,159,5,5,,,,,,,,,,,,,,,,,,,105159005
5,8,159,5,1,1,33,2,1,5,11,76,,,,,,,,,,-8,,105159005
5,8,159,5,3,,,,,,,,,,,,,,,,,,,105159005
5,8,159,5,2,,,,,,,,,,,,,,,,,,,105159005
5,8,159,5,4,,,,,,,,,,,,,,,,,,,105159005
5,8,159,10,2,,,,,,,,,,,,,,,,,,,105159010
5,8,159,10,1,1,40,,1,8,11,63,,,,,,,,,,,3,105159010
5,8,159,16,1,1,10,,1,9,11,75,,,,,,,,,,,3,105159016
5,8,159,16,3,,,,,,,,,,,,,,,,,,,105159016
5,8,159,16,2,,,,,,,,,,,,,,,,,,,105159016
5,8,159,20,4,,,,,,,,,,,,,,,,,,,105159020
5,8,159,20,3,,,,,,,,,,,,,,,,,,,105159020
5,8,159,20,1,,,,,,,,,,,,,,,,,,,105159020
5,8,159,20,2,2,11,3,1,6,11,63,,,,,,,,,,,3,105159020
5,8,159,21,1,,,,,,,,,,,,,,,,,,,105159021
5,8,159,21,7,,,,,,,,,,,,,,,,,,,105159021
5,8,159,21,2,,,,,,,,,,,,,,,,,,,105159021
5,8,159,21,6,,,,,,,,,,,,,,,,,,,105159021
5,8,159,21,4,,,,,,,,,,,,,,,,,,,105159021
5,8,159,21,5,,,,,,,,,,,,,,,,,,,105159021
5,8,159,21,3,,,,,,,,,,,,,,,,,,,105159021
5,8,159,21,8,2,4,,1,9,11,66,,,,,,,1,,1,,3,105159021
5,8,159,23,1,1,25,,1,7,11,8,,,,,,,,,,-8,,105159023
5,8,159,23,2,,,,,,,,,,,,,,,,,,,105159023
5,8,159,25,1,,,,,,,,,,,,,,,,,,,105159025
5,8,159,25,4,,,,,,,,,,,,,,,,,,,105159025
5,8,159,25,2,1,4,,1,6,11,72,,,,,,,,,,,3,105159025
5,8,159,25,3,,,,,,,,,,,,,,,,,,,105159025
5,8,159,28,3,,6,,1,7,11,52,,,,,,,,,,,3,105159028
5,8,159,28,2,1,,10,1,7,11,81,,,,,,,,,,,3,105159028
5,8,159,28,1,1,40,,1,7,11,45,,,,,,,,,,-8,,105159028
5,8,159,28,4,,6,,1,7,11,51,,,,,,,,,,,3,105159028
5,8,160,7,4,,,,,,4,79,,,,,,,1,,1,,3,105160007
5,8,160,7,5,,6,,1,9,11,115,,,,,,,1,,1,,3,105160007
5,8,160,7,1,1,19,,1,1,11,71,,,,10,,,1,,1,,3,105160007
5,8,160,7,3,1,18,,1,9,11,71,,,,,,,1,,1,,3,105160007
5,8,160,7,6,,2,,1,9,11,72,,,,,,,1,,1,,3,105160007
5,8,160,7,2,1,18,,1,4,11,71,,,10,,,,1,,1,,3,105160007
5,8,160,8,2,2,2,36,1,6,11,79,,,,,,,1,,1,,3,105160008
5,8,160,8,4,,,,,,,,,,,,,,,,,,,105160008
5,8,160,8,3,,,,,,,,,,,,,,,,,,,105160008
5,8,160,8,1,,,,,,,,,,,,,,,,,,,105160008
5,8,160,11,1,2,6,,,1,11,29,,1,,1,,,1,,1,,3,105160011
5,8,160,11,4,2,6,,,5,11,75,,,,,,,,,,,3,105160011
5,8,160,11,3,2,6,,,5,11,75,,,,,,,,,,,3,105160011
5,8,160,11,5,,,,,5,,,,,,,,,,,,,,105160011
5,8,160,11,2,2,6,,,4,11,75,,,,,,,,,,,3,105160011
5,8,160,12,7,,,,,,,,,,,,,,,,,,,105160012
5,8,160,12,3,,,,,,,,,,,,,,,,,,,105160012
5,8,160,12,2,,,,,,,,,,,,,,,,,,,105160012
5,8,160,12,6,,,,,,,,,,,,,,,,,,,105160012
5,8,160,12,4,,,,,,,,,,,,,,,,,,,105160012
5,8,160,12,5,,,,,,,,,,,,,,,,,,,105160012
5,8,160,12,1,1,35,,1,2,11,71,,3,,3,,-8,,,1,-8,,105160012
5,8,160,13,4,1,17,,1,5,5,35,,,,,,,1,,1,,3,105160013
5,8,160,13,3,1,17,,1,5,5,35,,,,,,,1,,1,,3,105160013
5,8,160,13,2,1,18,,1,5,5,35,,,,,,,1,,1,,3,105160013
5,8,160,13,1,,,,,,,,,,,,,,,,,,,105160013
5,8,160,16,2,1,,,1,9,11,64,,,,,,,,,,,,105160016
5,8,160,16,1,1,,,1,13,11,64,,,,,,,,,,,,105160016
5,8,160,17,1,1,3,,1,1,5,35,,2,10,2,10,,1,,1,,3,105160017
5,8,160,17,2,1,3,,1,4,4,79,,,,,,,1,,1,,3,105160017
5,8,160,17,4,,,,,,,,,,,,,,,,,,,105160017
5,8,160,17,3,1,3,,1,5,11,12,,,,,,,1,,1,,3,105160017
5,8,160,17,5,1,3,,1,5,4,79,,,,,,,1,,1,,3,105160017
5,8,160,18,1,2,8,,1,4,11,54,,30,,30,,,1,,1,,3,105160018
5,8,160,18,3,2,8,,1,5,11,32,,,,,,,1,,1,,3,105160018
5,8,160,18,2,2,8,,1,5,11,15,,,,,,,1,,1,,3,105160018
5,8,160,18,4,2,,6,1,13,11,75,,,,,,,1,,1,,3,105160018
5,8,160,27,1,1,24,,1,7,11,67,,,,,,,1,,1,,3,105160027
5,8,160,27,2,1,5,,1,5,11,67,,,,,,,1,,1,,3,105160027
5,8,160,29,1,1,30,,1,5,11,51,,,,,,,,,,,,105160029
5,8,160,29,2,,,,,,,,,,,,,,,,,,,105160029
5,8,160,32,1,1,1,,1,1,11,53,,4,10,40,70,,1,,1,,3,105160032
5,8,160,34,2,2,10,1,1,7,5,35,,,,,,,1,,,,,105160034
5,8,160,34,1,1,30,1,1,1,5,35,,,30,,50,,,,1,,,105160034
5,8,160,34,3,3,10,1,1,5,11,,1,,,,,-8,,,,,,105160034
5,8,160,34,5,5,,,,,,,,,,,,,1,,,,,105160034
5,8,160,34,4,4,,,,,,,,,,,,,1,,,,,105160034
5,8,160,34,6,6,10,1,1,5,11,,1,,,,,,1,,,,,105160034
5,8,160,39,2,1,9,,1,5,11,82,,,,,,,1,,1,,3,105160039
5,8,160,39,3,,,,,,,,,,,,,,,,,,,105160039
5,8,160,39,1,1,30,,1,5,11,82,,,,,,,1,,1,,3,105160039
5,8,160,41,3,,,,,,,,,,,,,,,,,,,105160041
5,8,160,41,4,1,1,,1,9,11,71,,,,,,,,,,,3,105160041
5,8,160,41,2,,,,,,,,,,,,,,,,,,,105160041
5,8,160,41,1,,,,,,,,,,,,,,,,,,,105160041
5,8,160,48,3,,,,,,,,,,,,,,,,,,,105160048
5,8,160,48,5,,10,,1,13,11,80,,,,,,,1,,1,,3,105160048
5,8,160,48,4,,,,,,,,,,,,,,,,,,,105160048
5,8,160,48,1,1,19,,1,13,11,80,,,,,,,1,,1,,3,105160048
5,8,160,48,2,,,,,,,,,,,,,,,,,,,105160048
7,8,258,10,1,1,3,,1,1,11,132,,,,150,,,1,,1,,3,107258010
7,8,258,24,1,,,,,,,,,,,,,,,,,,,107258024
7,8,258,24,5,,,,,,,,,,,,,,,,,,,107258024
7,8,258,24,6,,,,,,,,,,,,,,,,,,,107258024
7,8,258,24,4,,,,,,,,,,,,,,,,,,,107258024
7,8,258,24,2,2,15,,1,6,,,9,,,,,,1,,1,,3,107258024
7,8,258,24,3,,,,,,,,,,,,,,,,,,,107258024
7,8,258,68,4,,,,,,,,,,,,,,,,,,,107258068
7,8,258,68,3,1,8,,1,5,11,43,,,,,,,,,,,3,107258068
7,8,258,68,1,1,8,,1,1,11,43,,5,,5,,,1,,1,,3,107258068
7,8,258,68,2,1,8,,1,4,11,154,,,,,,,,,,,3,107258068
7,8,261,58,4,2,6,,1,5,1,102,,,,,,,,,,,3,107261058
7,8,261,58,5,,,,,,,,,,,,,,,,,,,107261058
7,8,261,58,3,2,6,,1,5,1,102,,,,,,,,,,,3,107261058
7,8,261,58,1,,,,,,,,,,,,,,,,,,,107261058
7,8,261,58,2,,,,,,,,,,,,,,,,,,,107261058
7,8,261,59,1,1,35,,1,6,11,129,,,,,,,,,,,3,107261059
7,8,261,82,7,,,,,,,,,,,,,,,,,,,107261082
7,8,261,82,9,,,,,,,,,,,,,,,,,,,107261082
7,8,261,82,5,,,,,,,,,,,,,,,,,,,107261082
7,8,261,82,3,,,,,,,,,,,,,,,,,,,107261082
7,8,261,82,1,1,27,,1,7,11,48,,,,,,,,,,,3,107261082
7,8,261,82,6,,,,,,,,,,,,,,,,,,,107261082
7,8,261,82,8,,,,,,,,,,,,,,,,,,,107261082
7,8,261,82,4,,,,,,,,,,,,,,,,,,,107261082
7,8,261,82,2,,,,,,,,,,,,,,,,,,,107261082
7,8,261,92,1,1,50,,1,6,11,129,,,,,,,,,,,3,107261092
7,8,261,106,1,1,48,,1,5,11,12,,,,,,,,,,,3,107261106
7,8,261,109,1,1,55,,1,6,11,129,,,,3,,,1,,1,,3,107261109
2,9,54,4,1,1,,,,,,,,,,,,,,,,,,102054004
2,9,54,4,4,,,,,,,,,,,,,,,,,,,102054004
2,9,54,4,2,2,,,,,,,,,,,,,,,,,,102054004
2,9,54,4,3,,,,,,,,,,,,,,,,,,,102054004
2,9,54,32,1,1,48,,1,5,11,80,,,,,,,,,,,3,102054032
2,9,54,32,3,,,,,,,,,,,,,,,,,,,102054032
2,9,54,32,2,,,,,,,,,,,,,,,,,,,102054032
2,9,54,41,1,1,46,,1,5,11,,,,,,,,,,,,3,102054041
2,9,54,58,2,1,1,,1,7,11,29,,,,,,,,,,,3,102054058
2,9,54,58,3,1,1,,1,7,11,29,,,,,,,,,,,3,102054058
2,9,54,58,1,1,19,,1,6,11,29,,,60,,,,1,,,,3,102054058
2,9,54,67,3,,,,,,,,,,,,,,,,,,,102054067
2,9,54,67,6,,,,,,,,,,,,,,,,,,,102054067
2,9,54,67,1,,,,,,,,,,,,,,,,,,,102054067
2,9,54,67,4,,,,,,,,,,,,,,,,,,,102054067
2,9,54,67,5,,,,,,,,,,,,,,,,,,,102054067
2,9,54,67,2,1,9,,1,6,11,21,,,,,,,,,1,,3,102054067
2,9,55,63,5,,,,,,,,,,,,,,,,,,,102055063
2,9,55,63,4,,,,,,,,,,,,,,,,,,,102055063
2,9,55,63,2,,,,,,,,,,,,,,,,,,,102055063
2,9,55,63,1,1,13,,1,2,11,21,,2,,2,,,1,,1,,3,102055063
2,9,55,63,3,,,,,,,,,,,,,,,,,,,102055063
2,9,55,102,1,1,18,,1,5,11,33,,,,,,,1,,1,,3,102055102
2,9,55,109,1,1,40,,1,6,11,21,,,,,,,1,,1,,3,102055109
2,9,55,124,1,1,70,,1,7,11,21,,,,,,,,,,-8,,102055124
5,9,161,3,1,1,43,,1,1,11,63,,1,6,1,6,,1,,1,,3,105161003
5,9,161,4,1,,,,,,,,,,,,,,,,,,,105161004
5,9,161,4,2,2,3,,1,6,11,64,,,,1,,,1,,1,,3,105161004
5,9,161,4,3,,,,,,,,,,,,,,,,,,,105161004
5,9,161,6,2,,,,,,,,,,,,,,,,,,,105161006
5,9,161,6,3,,,,,,,,,,,,,,,,,,,105161006
5,9,161,6,1,1,6,,1,2,11,41,,50,,,,-8,,-8,,-8,,105161006
5,9,161,11,3,,,,,,,,,,,,,,,,,,,105161011
5,9,161,11,2,,,,,,,,,,,,,,,,,,,105161011
5,9,161,11,1,1,32,,1,7,11,64,,,,2,,,1,,1,-8,,105161011
5,9,161,13,1,1,9,,1,5,11,64,,,,,,,1,,1,-8,,105161013
5,9,161,15,1,1,30,,1,7,11,64,,,,,5,,1,,1,,3,105161015
5,9,161,15,4,,,,,,,,,,,,,,,,,,,105161015
5,9,161,15,6,,,,,,,,,,,,,,,,,,,105161015
5,9,161,15,3,,,,,,,,,,,,,,,,,,,105161015
5,9,161,15,2,1,15,,1,6,11,64,,,,,,,1,,1,,3,105161015
5,9,161,15,5,,,,,,,,,,,,,,,,,,,105161015
5,9,161,17,4,,,,,,,,,,,,,,,,,,,105161017
5,9,161,17,1,1,10,,1,2,11,81,,,,1,,-8,,,,,3,105161017
5,9,161,17,5,,,,,,,,,,,,,,,,,,,105161017
5,9,161,17,2,,,,,,,,,,,,,,,,,,,105161017
5,9,161,17,3,,,,,,,,,,,,,,,,,,,105161017
5,9,161,18,2,2,20,,1,2,11,82,,,,,,,1,,1,-8,,105161018
5,9,161,18,1,2,28,,1,2,11,63,,,,,,,1,,1,-8,,105161018
5,9,161,33,1,1,20,,1,2,11,,,,,,,-8,,,1,18,,105161033
5,9,161,33,2,1,20,,1,2,11,,,,,,,-8,,,1,,3,105161033
5,9,161,35,2,2,7,,1,4,11,64,,,,1,,,1,,1,,3,105161035
5,9,161,35,5,,,,,,,,,,,,,,,,,,,105161035
5,9,161,35,6,,,,,,,,,,,,,,,,,,,105161035
5,9,161,35,4,,,,,,,,,,,,,,,,,,,105161035
5,9,161,35,3,,,,,,,,,,,,,,,,,,,105161035
5,9,161,35,1,1,7,,1,2,11,64,,,,1,50,-8,,-8,,-8,,105161035
5,9,161,36,2,,,,,,,,,,,,,,,,,,,105161036
5,9,161,36,1,1,29,,1,2,,,2,,,,,,1,,1,-8,,105161036
5,9,161,38,1,1,35,,1,2,11,,2,,50,,50,-8,,,1,-8,,105161038
5,9,162,1,5,,,,,,,,,,,,,,,,,,,105162001
5,9,162,1,2,2,8,,1,5,11,100,,,,,,,,,,-8,,105162001
5,9,162,1,1,,,,,,,,,,,,,,,,,,,105162001
5,9,162,1,4,,,,,,,,,,,,,,,,,,,105162001
5,9,162,1,3,,,,,,,,,,,,,,,,,,,105162001
5,9,162,5,3,,,,,,,,,,,,,,,,,,,105162005
5,9,162,5,4,,,,,,,,,,,,,,,,,,,105162005
5,9,162,5,5,,,,,,,,,,,,,,,,,,,105162005
5,9,162,5,2,,,,,,,,,,,,,,,,,,,105162005
5,9,162,5,1,1,7,,1,6,11,63,,4,0,,,,1,-8,,,3,105162005
5,9,162,8,3,,,,,,,,,,,,,,,,,,,105162008
5,9,162,8,1,,,,,,,,,,,,,,,,,,,105162008
5,9,162,8,2,1,18,,1,6,11,64,,,,,,,1,,1,,3,105162008
5,9,162,9,2,2,16,,1,6,11,64,,,,,,,1,,1,,3,105162009
5,9,162,9,1,1,16,,1,18,11,64,,,,,,,1,,1,,3,105162009
5,9,162,15,7,,,,,,,,,,,,,,,,,,,105162015
5,9,162,15,4,,,,,,,,,,,,,,,,,,,105162015
5,9,162,15,6,,,,,,,,,,,,,,,,,,,105162015
5,9,162,15,3,,,,,,,,,,,,,,,,,,,105162015
5,9,162,15,5,,,,,,,,,,,,,,,,,,,105162015
5,9,162,15,2,2,8,,1,6,5,35,,,,2,0,,1,,1,,3,105162015
5,9,162,15,1,,,,,,,,,,,,,,,,,,,105162015
5,9,162,17,1,1,10,,1,7,11,64,,,,,,,1,,1,,3,105162017
5,9,162,27,2,2,15,,1,5,11,4,,,,,,,,,,-8,,105162027
5,9,162,27,6,,,,,,,,,,,,,,,,,,,105162027
5,9,162,27,5,,,,,,,,,,,,,,,,,,,105162027
5,9,162,27,3,,,,,,,,,,,,,,,,,,,105162027
5,9,162,27,1,,,,,,,,,,,,,,,,,,,105162027
5,9,162,27,4,,,,,,,,,,,,,,,,,,,105162027
5,9,162,28,6,6,30,,1,5,11,80,,,,0,50,-8,,,1,-8,,105162028
5,9,162,28,3,,,,,,,,,,,,,,,,,,,105162028
5,9,162,28,1,,,,,,,,,,,,,,,,,,,105162028
5,9,162,28,4,,,,,,,,,,,,,,,,,,,105162028
5,9,162,28,2,,,,,,,,,,,,,,,,,,,105162028
5,9,162,28,5,,,,,,,,,,,,,,,,,,,105162028
5,9,162,29,2,1,30,,1,6,11,64,,,,0,1,,1,,1,,3,105162029
5,9,162,29,6,,,,,,,,,,,,,,,,,,,105162029
5,9,162,29,3,,,,,,,,,,,,,,,,,,,105162029
5,9,162,29,4,,,,,,,,,,,,,,,,,,,105162029
5,9,162,29,7,1,5,,1,9,11,4,,,,,,,,,,,3,105162029
5,9,162,29,1,1,42,,1,2,11,64,,,,0,2,-8,,-8,,-8,,105162029
5,9,162,29,5,1,35,,1,5,11,64,,,,,,,,,,-8,,105162029
5,9,162,31,2,1,7,,,2,11,64,,,,,,,,,,,3,105162031
5,9,162,31,6,,,,,,,,,,,,,,,,,,,105162031
5,9,162,31,1,1,7,,,2,11,64,,,,,,,,,,,3,105162031
5,9,162,31,5,,,,,,,,,,,,,,,,,,,105162031
5,9,162,31,3,,,,,,,,,,,,,,,,,,,105162031
5,9,162,31,4,,,,,,,,,,,,,,,,,,,105162031
5,9,162,32,2,1,13,,1,5,11,80,,,,,,,,,,,3,105162032
5,9,162,32,4,,,,,,,,,,,,,,,,,,,105162032
5,9,162,32,1,1,25,,1,5,11,,,,,,,,,,,-8,,105162032
5,9,162,32,3,,,,,,,,,,,,,,,,,,,105162032
5,9,162,35,4,,,,,,,,,,,,,,,,,,,105162035
5,9,162,35,1,1,2,10,1,2,,,2,,,,,,1,,1,-8,,105162035
5,9,162,35,5,,,,,,,,,,,,,,,,,,,105162035
5,9,162,35,2,2,10,,1,5,,,6,,,,,,1,,1,-8,,105162035
5,9,162,35,3,,,,,,,,,,,,,,,,,,,105162035
5,9,163,9,1,1,8,,1,1,11,52,,,,10,,,1,,1,-8,,105163009
5,9,163,9,3,1,5,,1,9,11,52,,,,,,,,,,,3,105163009
5,9,163,9,2,1,4,,1,7,11,52,,,,,,,,,,,3,105163009
5,9,163,16,2,2,2,,1,2,11,83,,5,,8,,,,,1,,3,105163016
5,9,163,16,1,2,2,,1,2,11,83,,,,,,,,,1,,,105163016
5,9,163,16,3,,,,,,,,,,,,,,,,,,,105163016
5,9,163,16,4,,,,,,,,,,,,,,,,,,,105163016
5,9,163,26,1,1,3,,1,12,1,102,,5,,2,,,1,,1,,,105163026
5,9,163,26,2,1,3,,1,5,1,102,,,,,,,1,,1,,,105163026
5,9,163,26,3,1,3,,1,5,1,102,,,,3,,,1,-8,,,3,105163026
5,9,163,34,3,,,,,,,,,,,,,,,,,,,105163034
5,9,163,34,2,,,,,,,,,,,,,,,,,,,105163034
5,9,163,34,1,1,54,,1,5,11,20,,,,,,,,,,,3,105163034
5,9,163,37,1,1,20,,1,2,11,97,,,,,,,,,,,3,105163037
5,9,163,37,2,,,,,,,,,,,,,,,,,,,105163037
5,9,163,47,5,,,,,,,,,,,,,,,,,,,105163047
5,9,163,47,2,2,30,,1,5,,,1,,,,,,,,,,,105163047
5,9,163,47,4,,,,,,,,,,,,,,,,,,,105163047
5,9,163,47,1,,,,,,,,,,,,,,,,,,,105163047
5,9,163,47,3,,,,,,,,,,,,,,,,,,,105163047
5,9,163,65,3,,,,,,,,,,,,,,,,,,,105163065
5,9,163,65,2,3,5,,1,9,11,67,,,,,,,,,,,3,105163065
5,9,163,65,1,1,11,,1,1,11,67,,2,40,2,40,,1,,1,,3,105163065
5,9,163,69,3,,,,,,,,,,,,,,,,,,,105163069
5,9,163,69,5,,,,,,,,,,,,,,,,,,,105163069
5,9,163,69,4,,,,,,,,,,,,,,,,,,,105163069
5,9,163,69,1,2,17,,1,7,11,90,,,,12,,,,,1,-8,,105163069
5,9,163,69,2,,,,,,,,,,,,,,,,,,,105163069
5,9,163,78,4,,,,,,,,,,,,,,,,,,,105163078
5,9,163,78,2,1,5,,1,7,11,105,,,,,,,,,,,3,105163078
5,9,163,78,1,1,5,,1,7,11,105,,,,2,,,1,-8,,,3,105163078
5,9,163,78,3,1,5,,1,7,11,105,,,,,,,,,,,3,105163078
5,9,163,79,3,,,,,,,,,,,,,,,,,,,105163079
