"id1","id2","id3","id4","s1ei_0","s1ei_01","hhno"
3,1,62,207,1,1,103062207
3,1,62,235,2,,103062235
3,1,62,247,1,1,103062247
3,1,63,24,2,,103063024
3,1,63,26,2,,103063026
3,1,63,27,1,1,103063027
3,1,63,39,1,1,103063039
3,1,63,41,2,,103063041
3,1,63,51,2,,103063051
3,1,63,53,1,1,103063053
3,1,63,61,2,,103063061
3,1,63,85,2,,103063085
3,1,63,86,1,1,103063086
3,1,63,89,2,,103063089
3,1,63,95,2,,103063095
3,1,63,101,2,,103063101
3,1,63,108,1,1,103063108
3,1,63,111,2,,103063111
3,1,64,1,2,,103064001
3,1,64,2,2,,103064002
3,1,64,3,2,,103064003
3,1,64,4,1,2,103064004
3,1,64,6,2,,103064006
3,1,64,9,2,,103064009
3,1,64,16,1,2,103064016
3,1,64,27,1,2,103064027
3,1,64,33,2,,103064033
3,1,64,36,1,2,103064036
3,1,64,39,1,2,103064039
3,1,64,44,1,1,103064044
3,1,64,53,2,,103064053
3,1,64,69,1,1,103064069
3,1,64,71,1,1,103064071
3,1,65,11,2,,103065011
3,1,65,12,2,,103065012
3,1,65,15,2,,103065015
3,1,65,17,2,,103065017
3,1,65,23,1,1,103065023
3,1,65,30,1,1,103065030
3,1,65,47,2,,103065047
3,1,65,49,1,1,103065049
3,1,65,50,1,1,103065050
3,1,65,63,1,1,103065063
3,1,65,64,2,,103065064
3,1,65,65,1,1,103065065
3,1,65,66,2,,103065066
3,1,65,67,1,2,103065067
3,1,65,72,1,2,103065072
3,1,66,40,2,,103066040
3,1,66,47,2,,103066047
3,1,66,50,1,1,103066050
3,1,66,55,2,,103066055
3,1,66,67,1,1,103066067
3,1,66,70,2,,103066070
3,1,66,76,2,,103066076
3,1,66,79,2,,103066079
3,1,66,107,2,,103066107
3,1,66,108,1,1,103066108
3,1,66,113,1,1,103066113
3,1,66,117,2,,103066117
3,1,66,133,2,,103066133
3,1,66,142,2,,103066142
3,1,66,149,2,,103066149
3,1,67,1,1,1,103067001
3,1,67,3,2,,103067003
3,1,67,22,1,1,103067022
3,1,67,29,2,,103067029
3,1,67,37,2,,103067037
3,1,67,44,1,2,103067044
3,1,67,46,1,1,103067046
3,1,67,48,1,2,103067048
3,1,67,49,2,,103067049
3,1,67,51,1,1,103067051
3,1,67,53,2,,103067053
3,1,67,58,2,,103067058
3,1,67,67,1,1,103067067
3,1,67,68,2,,103067068
3,1,67,69,1,1,103067069
3,1,68,13,1,1,103068013
3,1,68,17,1,1,103068017
3,1,68,21,1,1,103068021
3,1,68,26,2,,103068026
3,1,68,34,2,,103068034
3,1,68,42,2,,103068042
3,1,68,49,2,,103068049
3,1,68,66,1,1,103068066
3,1,68,70,1,1,103068070
3,1,68,83,1,1,103068083
3,1,68,97,1,1,103068097
3,1,68,125,2,,103068125
3,1,68,152,2,,103068152
3,1,68,164,1,1,103068164
3,1,68,180,2,,103068180
3,1,69,8,1,2,103069008
3,1,69,14,1,1,103069014
3,1,69,17,2,,103069017
3,1,69,19,2,,103069019
3,1,69,22,1,1,103069022
3,1,69,23,1,1,103069023
3,1,69,31,1,1,103069031
3,1,69,32,1,1,103069032
3,1,69,34,2,,103069034
3,1,69,38,2,,103069038
3,1,69,42,2,,103069042
3,1,69,45,2,,103069045
3,1,69,47,2,,103069047
3,1,69,50,2,,103069050
3,1,69,53,1,1,103069053
3,1,70,1,1,2,103070001
3,1,70,2,2,,103070002
3,1,70,3,2,,103070003
3,1,70,9,1,5,103070009
3,1,70,10,2,,103070010
3,1,70,12,2,,103070012
3,1,70,15,2,,103070015
3,1,70,19,2,,103070019
3,1,70,20,1,1,103070020
3,1,70,26,2,,103070026
3,1,70,28,2,,103070028
3,1,70,31,2,,103070031
3,1,70,36,2,,103070036
3,1,70,37,2,,103070037
3,1,70,38,1,1,103070038
3,1,72,1,2,,103072001
3,1,72,2,2,,103072002
3,1,72,5,2,,103072005
3,1,72,12,2,,103072012
3,1,72,19,1,1,103072019
3,1,72,20,1,1,103072020
3,1,72,21,1,1,103072021
3,1,72,22,2,,103072022
3,1,72,24,2,,103072024
3,1,72,27,1,1,103072027
3,1,72,30,2,,103072030
3,1,72,35,2,,103072035
3,1,72,46,2,,103072046
3,1,72,61,2,,103072061
3,1,72,63,2,,103072063
3,1,73,4,2,,103073004
3,1,73,6,2,,103073006
3,1,73,10,2,,103073010
3,1,73,24,1,1,103073024
3,1,73,25,2,,103073025
3,1,73,26,1,1,103073026
3,1,73,29,2,,103073029
3,1,73,45,2,,103073045
3,1,73,49,1,1,103073049
3,1,73,52,2,,103073052
3,1,73,53,2,,103073053
3,1,73,55,2,,103073055
3,1,73,69,1,1,103073069
3,1,73,70,1,1,103073070
3,1,73,80,2,,103073080
3,1,74,2,2,,103074002
3,1,74,7,1,1,103074007
3,1,74,14,1,1,103074014
3,1,74,15,1,1,103074015
3,1,74,20,2,,103074020
3,1,74,26,2,,103074026
3,1,74,30,2,,103074030
3,1,74,31,2,,103074031
3,1,74,33,1,1,103074033
3,1,74,34,2,,103074034
3,1,74,36,1,1,103074036
3,1,74,37,1,1,103074037
3,1,74,46,1,1,103074046
3,1,74,52,2,,103074052
3,1,74,65,1,1,103074065
3,1,75,3,1,1,103075003
3,1,75,4,1,1,103075004
3,1,75,10,2,,103075010
3,1,75,13,1,1,103075013
3,1,75,22,2,,103075022
3,1,75,26,1,1,103075026
3,1,75,33,1,1,103075033
3,1,75,34,2,,103075034
3,1,75,37,1,5,103075037
3,1,75,45,1,2,103075045
3,1,75,49,2,,103075049
3,1,75,58,2,,103075058
3,1,75,74,1,1,103075074
3,1,75,79,2,,103075079
3,1,75,87,1,2,103075087
3,1,76,16,2,,103076016
3,1,76,33,2,,103076033
3,1,76,40,1,1,103076040
3,1,76,42,1,1,103076042
3,1,76,45,2,,103076045
3,1,76,48,2,,103076048
3,1,76,63,2,,103076063
3,1,76,70,2,,103076070
3,1,76,72,2,,103076072
3,1,76,73,1,1,103076073
3,1,76,79,1,1,103076079
3,1,76,82,1,2,103076082
3,1,76,83,1,1,103076083
3,1,76,84,1,2,103076084
3,1,76,90,2,,103076090
3,1,77,2,1,1,103077002
3,1,77,7,2,,103077007
3,1,77,9,2,,103077009
3,1,77,14,2,,103077014
3,1,77,24,2,,103077024
3,1,77,27,1,1,103077027
3,1,77,29,2,,103077029
3,1,77,33,2,,103077033
3,1,77,42,2,,103077042
3,1,77,43,2,,103077043
3,1,77,53,2,,103077053
3,1,77,61,2,,103077061
3,1,77,63,2,,103077063
3,1,77,97,2,,103077097
3,1,77,138,1,1,103077138
3,1,78,7,2,,103078007
3,1,78,8,2,,103078008
3,1,78,10,1,2,103078010
3,1,78,12,2,,103078012
3,1,78,17,1,1,103078017
3,1,78,18,1,2,103078018
3,1,78,19,2,,103078019
3,1,78,23,1,1,103078023
3,1,78,36,1,1,103078036
3,1,78,42,1,2,103078042
3,1,78,48,2,,103078048
3,1,78,60,1,1,103078060
3,1,78,61,2,,103078061
3,1,78,63,1,2,103078063
3,1,78,67,2,,103078067
3,1,79,4,2,,103079004
3,1,79,10,1,1,103079010
3,1,79,14,2,,103079014
3,1,79,15,1,2,103079015
3,1,79,16,1,3,103079016
3,1,79,20,1,1,103079020
3,1,79,21,2,,103079021
3,1,79,23,1,1,103079023
3,1,79,27,2,,103079027
3,1,79,33,2,,103079033
3,1,79,37,2,,103079037
3,1,79,45,2,,103079045
3,1,79,50,1,1,103079050
3,1,79,52,2,,103079052
3,1,79,58,1,1,103079058
3,1,80,1,2,,103080001
3,1,80,2,1,1,103080002
3,1,80,4,1,1,103080004
3,1,80,6,1,2,103080006
3,1,80,9,2,,103080009
3,1,80,15,1,3,103080015
3,1,80,18,1,1,103080018
3,1,80,21,2,,103080021
3,1,80,26,1,2,103080026
3,1,80,30,2,,103080030
3,1,80,41,1,3,103080041
3,1,80,54,1,3,103080054
3,1,80,56,2,,103080056
3,1,80,64,1,1,103080064
3,1,80,68,1,1,103080068
3,1,81,4,2,,103081004
3,1,81,13,1,2,103081013
3,1,81,17,2,,103081017
3,1,81,23,1,2,103081023
3,1,81,25,1,2,103081025
3,1,81,31,2,,103081031
3,1,81,34,1,1,103081034
3,1,81,39,1,1,103081039
3,1,81,44,2,,103081044
3,1,81,47,1,2,103081047
3,1,81,48,2,,103081048
3,1,81,51,1,2,103081051
3,1,81,70,1,3,103081070
3,1,81,75,2,,103081075
3,1,81,76,2,,103081076
3,1,82,8,1,1,103082008
3,1,82,15,1,2,103082015
3,1,82,16,1,3,103082016
3,1,82,17,1,1,103082017
3,1,82,21,2,,103082021
3,1,82,22,2,,103082022
3,1,82,23,1,1,103082023
3,1,82,27,1,2,103082027
3,1,82,28,2,,103082028
3,1,82,30,1,2,103082030
3,1,82,32,1,1,103082032
3,1,82,34,2,,103082034
3,1,82,36,1,1,103082036
3,1,82,39,1,1,103082039
3,1,82,41,2,,103082041
3,1,83,6,1,2,103083006
3,1,83,8,1,1,103083008
3,1,83,12,2,,103083012
3,1,83,15,2,,103083015
3,1,83,16,1,1,103083016
3,1,83,33,1,2,103083033
3,1,83,45,1,1,103083045
3,1,83,47,2,,103083047
3,1,83,48,2,,103083048
3,1,83,55,2,,103083055
3,1,83,56,1,1,103083056
3,1,83,59,2,,103083059
3,1,83,60,2,,103083060
3,1,83,70,2,,103083070
3,1,83,73,2,,103083073
3,1,84,10,1,2,103084010
3,1,84,18,2,,103084018
3,1,84,26,1,2,103084026
3,1,84,31,1,2,103084031
3,1,84,50,2,,103084050
3,1,84,53,2,,103084053
3,1,84,58,2,,103084058
3,1,84,62,1,1,103084062
3,1,84,78,2,,103084078
3,1,84,92,2,,103084092
3,1,84,95,2,,103084095
3,1,84,117,1,1,103084117
3,1,84,127,2,,103084127
3,1,84,138,1,1,103084138
3,1,84,170,1,1,103084170
3,1,85,10,1,2,103085010
3,1,85,14,1,1,103085014
3,1,85,21,2,,103085021
3,1,85,28,1,1,103085028
3,1,85,50,1,1,103085050
3,1,85,56,2,,103085056
3,1,85,57,2,,103085057
3,1,85,62,2,,103085062
3,1,85,70,2,,103085070
3,1,85,83,1,1,103085083
3,1,85,88,1,1,103085088
3,1,85,95,2,,103085095
3,1,85,116,1,2,103085116
3,1,85,125,2,,103085125
3,1,85,126,1,1,103085126
3,1,86,2,2,,103086002
3,1,86,14,2,,103086014
3,1,86,20,2,,103086020
3,1,86,24,2,,103086024
3,1,86,29,1,1,103086029
3,1,86,37,1,3,103086037
3,1,86,41,2,,103086041
3,1,86,46,2,,103086046
3,1,86,47,2,,103086047
3,1,86,58,2,,103086058
3,1,86,59,2,,103086059
3,1,86,63,2,,103086063
3,1,86,68,2,,103086068
3,1,86,89,1,1,103086089
3,1,86,90,1,1,103086090
3,37,92,6,2,,103092006
3,37,92,18,2,,103092018
3,37,92,23,1,1,103092023
3,37,92,30,1,1,103092030
3,37,92,31,2,,103092031
3,37,92,39,2,,103092039
3,37,92,47,1,1,103092047
3,37,92,50,1,1,103092050
3,37,92,62,1,1,103092062
3,37,92,64,1,1,103092064
3,37,92,80,1,1,103092080
3,37,92,96,2,,103092096
3,37,92,107,2,,103092107
3,37,92,108,1,1,103092108
3,37,92,126,1,1,103092126
3,38,100,2,2,,103100002
3,38,100,4,1,1,103100004
3,38,100,10,2,,103100010
3,38,100,11,1,1,103100011
3,38,100,15,2,,103100015
3,38,100,16,2,,103100016
3,38,100,17,2,,103100017
3,38,100,19,1,1,103100019
3,38,100,32,1,1,103100032
3,38,100,35,1,1,103100035
3,38,100,42,1,1,103100042
3,38,100,56,1,1,103100056
3,38,100,57,2,,103100057
3,38,100,58,2,,103100058
3,38,100,68,2,,103100068
3,39,99,1,2,,103099001
3,39,99,4,2,,103099004
3,39,99,5,1,1,103099005
3,39,99,10,2,,103099010
3,39,99,12,2,,103099012
3,39,99,13,2,,103099013
3,39,99,14,2,,103099014
3,39,99,15,2,,103099015
3,39,99,16,2,,103099016
3,39,99,20,2,,103099020
3,39,99,21,2,,103099021
3,39,99,22,2,,103099022
3,39,99,23,2,,103099023
3,39,99,25,2,,103099025
3,39,99,29,2,,103099029
3,40,90,1,2,,103090001
3,40,90,3,2,,103090003
3,40,90,5,2,,103090005
3,40,90,7,2,,103090007
3,40,90,12,1,9,103090012
3,40,90,18,1,1,103090018
3,40,90,19,1,1,103090019
3,40,90,20,1,2,103090020
3,40,90,24,1,1,103090024
3,40,90,25,2,,103090025
3,40,90,27,1,1,103090027
3,40,90,31,2,,103090031
3,40,90,32,2,,103090032
3,40,90,33,2,,103090033
3,40,90,34,2,,103090034
3,41,87,1,2,,103087001
3,41,87,3,2,,103087003
3,41,87,4,2,,103087004
3,41,87,5,2,,103087005
3,41,87,6,1,1,103087006
3,41,87,7,1,1,103087007
3,41,87,12,1,1,103087012
3,41,87,13,2,,103087013
3,41,87,15,2,,103087015
3,41,87,22,2,,103087022
3,41,87,24,2,,103087024
3,41,87,32,2,,103087032
3,41,87,34,1,1,103087034
3,41,87,36,2,,103087036
3,41,87,44,2,,103087044
3,41,88,1,1,1,103088001
3,41,88,2,2,,103088002
3,41,88,3,2,,103088003
3,41,88,4,2,,103088004
3,41,88,5,2,,103088005
3,41,88,8,2,,103088008
3,41,88,10,2,,103088010
3,41,88,11,2,,103088011
3,41,88,12,1,1,103088012
3,41,88,14,1,1,103088014
3,41,88,17,2,,103088017
3,41,88,19,2,,103088019
3,41,88,20,2,,103088020
3,41,88,21,2,,103088021
3,41,88,25,2,,103088025
3,43,93,1,2,,103093001
3,43,93,2,1,1,103093002
3,43,93,3,2,,103093003
3,43,93,7,1,1,103093007
3,43,93,8,2,,103093008
3,43,93,15,2,,103093015
3,43,93,17,2,,103093017
3,43,93,18,2,,103093018
3,43,93,21,1,1,103093021
3,43,93,31,1,1,103093031
3,43,93,34,2,,103093034
3,43,93,38,2,,103093038
3,43,93,52,1,1,103093052
3,43,93,55,1,1,103093055
3,43,93,56,2,,103093056
3,43,94,1,1,1,103094001
3,43,94,2,1,1,103094002
3,43,94,6,2,,103094006
3,43,94,14,2,,103094014
3,43,94,18,2,,103094018
3,43,94,32,2,,103094032
3,43,94,38,2,,103094038
3,43,94,46,1,1,103094046
3,43,94,47,2,,103094047
3,43,94,49,1,1,103094049
3,43,94,51,2,,103094051
3,43,94,53,2,,103094053
3,43,94,56,2,,103094056
3,43,94,60,2,,103094060
3,43,94,63,1,1,103094063
3,43,95,4,1,1,103095004
3,43,95,10,1,1,103095010
3,43,95,12,1,2,103095012
3,43,95,13,1,1,103095013
3,43,95,33,2,,103095033
3,43,95,34,2,,103095034
3,43,95,35,2,,103095035
3,43,95,51,1,1,103095051
3,43,95,52,2,,103095052
3,43,95,59,1,1,103095059
3,43,95,61,1,1,103095061
3,43,95,63,2,,103095063
3,43,95,74,1,1,103095074
3,43,95,75,2,,103095075
3,43,95,78,1,3,103095078
3,43,96,2,2,,103096002
3,43,96,8,2,,103096008
3,43,96,10,2,,103096010
3,43,96,23,2,,103096023
3,43,96,27,2,,103096027
3,43,96,39,2,,103096039
3,43,96,50,2,,103096050
3,43,96,51,2,,103096051
3,43,96,53,2,,103096053
3,43,96,58,2,,103096058
3,43,96,81,1,1,103096081
3,43,96,85,2,,103096085
3,43,96,86,2,,103096086
3,43,96,95,2,,103096095
3,43,96,98,2,,103096098
3,43,97,1,1,1,103097001
3,43,97,4,1,1,103097004
3,43,97,5,2,,103097005
3,43,97,8,2,,103097008
3,43,97,12,2,,103097012
3,43,97,14,2,,103097014
3,43,97,15,1,1,103097015
3,43,97,17,2,,103097017
3,43,97,19,1,1,103097019
3,43,97,20,1,2,103097020
3,43,97,22,1,2,103097022
3,43,97,29,1,1,103097029
3,43,97,30,1,2,103097030
3,43,97,33,2,,103097033
3,43,97,34,2,,103097034
3,43,98,14,1,2,103098014
3,43,98,15,1,4,103098015
3,43,98,17,1,5,103098017
3,43,98,21,2,,103098021
3,43,98,29,1,1,103098029
3,43,98,31,1,2,103098031
3,43,98,35,2,,103098035
3,43,98,52,1,1,103098052
3,43,98,55,1,1,103098055
3,43,98,57,2,,103098057
3,43,98,60,1,1,103098060
3,43,98,68,1,1,103098068
3,43,98,74,1,1,103098074
3,43,98,76,1,1,103098076
3,43,98,90,2,,103098090
3,44,89,3,2,,103089003
3,44,89,4,2,,103089004
3,44,89,5,1,3,103089005
3,44,89,16,2,,103089016
3,44,89,18,2,,103089018
3,44,89,28,2,,103089028
3,44,89,29,1,1,103089029
3,44,89,31,1,1,103089031
3,44,89,44,1,1,103089044
3,44,89,48,1,2,103089048
3,44,89,53,2,,103089053
3,44,89,60,2,,103089060
3,44,89,63,2,,103089063
3,44,89,82,1,1,103089082
3,44,89,99,2,,103089099
3,44,91,9,1,1,103091009
3,44,91,10,2,,103091010
3,44,91,20,2,,103091020
3,44,91,22,2,,103091022
3,44,91,25,1,3,103091025
3,44,91,76,1,1,103091076
3,44,91,79,2,,103091079
3,44,91,84,2,,103091084
3,44,91,88,2,,103091088
3,44,91,89,2,,103091089
3,44,91,99,2,,103091099
3,44,91,108,1,1,103091108
3,44,91,113,2,,103091113
3,44,91,114,2,,103091114
3,44,91,131,1,1,103091131
4,3,101,20,1,1,104101020
4,3,101,32,1,3,104101032
4,3,101,38,2,,104101038
4,3,101,39,2,,104101039
4,3,101,49,2,,104101049
4,3,101,51,2,,104101051
4,3,101,52,2,,104101052
4,3,101,55,2,,104101055
4,3,101,57,1,1,104101057
4,3,101,65,2,,104101065
4,3,101,69,2,,104101069
4,3,101,79,2,,104101079
4,3,101,86,2,,104101086
4,3,101,93,1,1,104101093
4,3,101,107,2,,104101107
4,3,102,2,1,1,104102002
4,3,102,3,1,1,104102003
4,3,102,5,2,,104102005
4,3,102,7,2,,104102007
4,3,102,8,2,,104102008
4,3,102,10,2,,104102010
4,3,102,12,2,,104102012
4,3,102,13,1,1,104102013
4,3,102,19,1,1,104102019
4,3,102,21,2,,104102021
4,3,102,23,2,,104102023
4,3,102,25,2,,104102025
4,3,102,29,2,,104102029
4,3,102,36,2,,104102036
4,3,102,46,2,,104102046
4,3,103,1,1,1,104103001
4,3,103,8,2,,104103008
4,3,103,11,2,,104103011
4,3,103,12,2,,104103012
4,3,103,15,1,1,104103015
4,3,103,20,1,1,104103020
4,3,103,29,2,,104103029
4,3,103,37,2,,104103037
4,3,103,39,2,,104103039
4,3,103,43,2,,104103043
4,3,103,46,2,,104103046
4,3,103,48,2,,104103048
4,3,103,50,1,1,104103050
4,3,103,79,2,,104103079
4,3,103,125,1,2,104103125
4,6,114,1,2,,104114001
4,6,114,2,2,,104114002
4,6,114,3,2,,104114003
4,6,114,4,1,1,104114004
4,6,114,5,2,,104114005
4,6,114,6,2,,104114006
4,6,114,7,2,,104114007
4,6,114,9,2,,104114009
4,6,114,10,2,,104114010
4,6,114,13,2,,104114013
4,6,114,14,2,,104114014
4,6,114,15,2,,104114015
4,6,114,16,2,,104114016
4,6,114,17,2,,104114017
4,6,114,19,2,,104114019
4,6,115,6,2,,104115006
4,6,115,7,1,2,104115007
4,6,115,8,2,,104115008
4,6,115,9,2,,104115009
4,6,115,10,2,,104115010
4,6,115,11,2,,104115011
4,6,115,12,2,,104115012
4,6,115,16,2,,104115016
4,6,115,17,2,,104115017
4,6,115,18,2,,104115018
4,6,115,20,1,1,104115020
4,6,115,23,1,2,104115023
4,6,115,27,2,,104115027
4,6,115,31,1,1,104115031
4,6,115,38,1,1,104115038
4,6,116,1,2,,104116001
4,6,116,4,2,,104116004
4,6,116,8,2,,104116008
4,6,116,17,2,,104116017
4,6,116,18,2,,104116018
4,6,116,26,2,,104116026
4,6,116,29,2,,104116029
4,6,116,30,2,,104116030
4,6,116,38,2,,104116038
4,6,116,41,2,,104116041
4,6,116,44,2,,104116044
4,6,116,50,2,,104116050
4,6,116,53,2,,104116053
4,6,116,59,2,,104116059
4,6,116,71,2,,104116071
4,7,117,4,2,,104117004
4,7,117,5,1,1,104117005
4,7,117,7,2,,104117007
4,7,117,10,2,,104117010
4,7,117,11,1,1,104117011
4,7,117,12,1,1,104117012
4,7,117,13,2,,104117013
4,7,117,16,1,1,104117016
4,7,117,19,1,1,104117019
4,7,117,20,1,1,104117020
4,7,117,24,1,2,104117024
4,7,117,32,1,1,104117032
4,7,117,33,2,,104117033
4,7,117,34,1,1,104117034
4,7,117,41,2,,104117041
4,7,119,2,2,,104119002
4,7,119,4,2,,104119004
4,7,119,5,1,1,104119005
4,7,119,11,2,,104119011
4,7,119,13,1,1,104119013
4,7,119,17,2,,104119017
4,7,119,22,1,1,104119022
4,7,119,24,1,1,104119024
4,7,119,27,1,1,104119027
4,7,119,31,2,,104119031
4,7,119,34,2,,104119034
4,7,119,38,2,,104119038
4,7,119,39,1,1,104119039
4,7,119,41,2,,104119041
4,7,119,43,2,,104119043
4,46,107,15,2,,104107015
4,46,107,21,2,,104107021
4,46,107,27,2,,104107027
4,46,107,28,2,,104107028
4,46,107,29,2,,104107029
4,46,107,31,2,,104107031
4,46,107,32,2,,104107032
4,46,107,38,2,,104107038
4,46,107,40,1,1,104107040
4,46,107,41,2,,104107041
4,46,107,43,2,,104107043
4,46,107,45,2,,104107045
4,46,107,48,2,,104107048
4,46,107,58,2,,104107058
4,46,107,66,1,1,104107066
4,46,108,1,2,,104108001
4,46,108,3,2,,104108003
4,46,108,5,2,,104108005
4,46,108,8,2,,104108008
4,46,108,9,2,,104108009
4,46,108,10,2,,104108010
4,46,108,15,1,2,104108015
4,46,108,16,2,,104108016
4,46,108,17,2,,104108017
4,46,108,18,2,,104108018
4,46,108,25,2,,104108025
4,46,108,27,2,,104108027
4,46,108,30,2,,104108030
4,46,108,32,2,,104108032
4,46,108,36,2,,104108036
4,46,109,2,2,,104109002
4,46,109,5,2,,104109005
4,46,109,6,2,,104109006
4,46,109,7,2,,104109007
4,46,109,9,2,,104109009
4,46,109,22,2,,104109022
4,46,109,25,1,1,104109025
4,46,109,28,2,,104109028
4,46,109,29,2,,104109029
4,46,109,30,2,,104109030
4,46,109,45,2,,104109045
4,46,109,47,2,,104109047
4,46,109,48,2,,104109048
4,46,109,51,1,2,104109051
4,46,109,54,2,,104109054
4,49,120,1,2,,104120001
4,49,120,6,2,,104120006
4,49,120,10,2,,104120010
4,49,120,13,2,,104120013
4,49,120,16,1,1,104120016
4,49,120,24,2,,104120024
4,49,120,25,1,1,104120025
4,49,120,27,2,,104120027
4,49,120,28,1,1,104120028
4,49,120,33,1,1,104120033
4,49,120,34,1,1,104120034
4,49,120,39,2,,104120039
4,49,120,40,2,,104120040
4,49,120,41,2,,104120041
4,49,120,60,2,,104120060
4,49,121,3,2,,104121003
4,49,121,15,2,,104121015
4,49,121,16,2,,104121016
4,49,121,23,2,,104121023
4,49,121,24,2,,104121024
4,49,121,26,2,,104121026
4,49,121,35,2,,104121035
4,49,121,48,2,,104121048
4,49,121,49,2,,104121049
4,49,121,84,2,,104121084
4,49,121,91,2,,104121091
4,49,121,102,2,,104121102
4,49,121,103,2,,104121103
4,49,121,112,2,,104121112
4,49,121,130,2,,104121130
4,49,123,3,1,1,104123003
4,49,123,5,2,,104123005
4,49,123,9,2,,104123009
4,49,123,12,2,,104123012
4,49,123,14,2,,104123014
4,49,123,17,2,,104123017
4,49,123,20,2,,104123020
4,49,123,28,2,,104123028
4,49,123,29,2,,104123029
4,49,123,31,2,,104123031
4,49,123,32,2,,104123032
4,49,123,35,1,1,104123035
4,49,123,36,2,,104123036
4,49,123,40,2,,104123040
4,49,123,44,2,,104123044
4,49,124,2,2,,104124002
4,49,124,5,1,2,104124005
4,49,124,10,2,,104124010
4,49,124,12,1,2,104124012
4,49,124,14,2,,104124014
4,49,124,23,2,,104124023
4,49,124,25,2,,104124025
4,49,124,26,2,,104124026
4,49,124,28,2,,104124028
4,49,124,29,2,,104124029
4,49,124,33,1,1,104124033
4,49,124,37,2,,104124037
4,49,124,48,2,,104124048
4,49,124,52,2,,104124052
4,49,124,57,2,,104124057
4,50,126,2,2,,104126002
4,50,126,3,2,,104126003
4,50,126,4,2,,104126004
4,50,126,7,2,,104126007
4,50,126,14,2,,104126014
4,50,126,17,1,2,104126017
4,50,126,19,2,,104126019
4,50,126,20,1,1,104126020
4,50,126,21,2,,104126021
4,50,126,22,1,1,104126022
4,50,126,23,2,,104126023
4,50,126,25,2,,104126025
4,50,126,31,2,,104126031
4,50,126,41,1,1,104126041
4,50,126,42,2,,104126042
4,50,342,1,2,,104342001
4,50,342,2,2,,104342002
4,50,342,3,2,,104342003
4,50,342,4,2,,104342004
4,50,342,6,2,,104342006
4,50,342,7,2,,104342007
4,50,342,8,2,,104342008
4,50,342,12,2,,104342012
4,50,342,13,2,,104342013
4,50,342,14,2,,104342014
4,50,342,17,2,,104342017
4,50,342,19,2,,104342019
4,50,342,21,2,,104342021
4,50,342,22,2,,104342022
4,50,342,26,1,1,104342026
4,51,127,3,2,,104127003
4,51,127,6,2,,104127006
4,51,127,7,2,,104127007
4,51,127,8,2,,104127008
4,51,127,9,2,,104127009
4,51,127,11,2,,104127011
4,51,127,12,2,,104127012
4,51,127,14,1,1,104127014
4,51,127,15,2,,104127015
4,51,127,23,2,,104127023
4,51,127,25,2,,104127025
4,51,127,28,1,1,104127028
4,51,127,37,2,,104127037
4,51,127,41,1,2,104127041
4,51,127,42,2,,104127042
4,51,133,3,2,,104133003
4,51,133,5,2,,104133005
4,51,133,6,2,,104133006
4,51,133,8,2,,104133008
4,51,133,9,2,,104133009
4,51,133,18,2,,104133018
4,51,133,19,2,,104133019
4,51,133,21,2,,104133021
4,51,133,25,2,,104133025
4,51,133,28,2,,104133028
4,51,133,29,2,,104133029
4,51,133,33,2,,104133033
4,51,133,38,1,1,104133038
4,51,133,43,2,,104133043
4,51,133,45,2,,104133045
4,53,105,2,2,,104105002
4,53,105,12,1,3,104105012
4,53,105,16,2,,104105016
4,53,105,22,1,1,104105022
4,53,105,23,2,,104105023
4,53,105,24,2,,104105024
4,53,105,27,2,,104105027
4,53,105,30,2,,104105030
4,53,105,32,2,,104105032
4,53,105,33,2,,104105033
4,53,105,35,2,,104105035
4,53,105,36,2,,104105036
4,53,105,41,2,,104105041
4,53,105,42,2,,104105042
4,53,105,43,2,,104105043
4,54,104,3,2,,104104003
4,54,104,7,1,1,104104007
4,54,104,10,2,,104104010
4,54,104,11,2,,104104011
4,54,104,13,1,1,104104013
4,54,104,14,1,1,104104014
4,54,104,17,2,,104104017
4,54,104,18,2,,104104018
4,54,104,20,1,1,104104020
4,54,104,35,1,2,104104035
4,54,104,41,2,,104104041
4,54,104,44,2,,104104044
4,54,104,46,2,,104104046
4,54,104,47,1,1,104104047
4,54,104,50,2,,104104050
4,54,106,5,2,,104106005
4,54,106,13,2,,104106013
4,54,106,25,2,,104106025
4,54,106,29,2,,104106029
4,54,106,30,1,1,104106030
4,54,106,32,2,,104106032
4,54,106,33,1,1,104106033
4,54,106,34,2,,104106034
4,54,106,35,2,,104106035
4,54,106,36,1,1,104106036
4,54,106,37,2,,104106037
4,54,106,44,1,1,104106044
4,54,106,54,1,1,104106054
4,54,106,55,2,,104106055
4,54,106,65,2,,104106065
4,55,122,2,1,1,104122002
4,55,122,3,2,,104122003
4,55,122,4,2,,104122004
4,55,122,5,2,,104122005
4,55,122,6,2,,104122006
4,55,122,7,1,1,104122007
4,55,122,8,2,,104122008
4,55,122,9,1,1,104122009
4,55,122,10,2,,104122010
4,55,122,12,2,,104122012
4,55,122,14,2,,104122014
4,55,122,15,2,,104122015
4,55,122,16,1,1,104122016
4,55,122,17,2,,104122017
4,55,122,18,1,1,104122018
4,58,129,1,2,,104129001
4,58,129,5,2,,104129005
4,58,129,7,2,,104129007
4,58,129,12,2,,104129012
4,58,129,14,2,,104129014
4,58,129,16,2,,104129016
4,58,129,17,2,,104129017
