"id1","id2","id3","id4","s2a_i","hhno"
3,1,67,69,9,103067069
3,1,68,13,5,103068013
3,1,68,17,12,103068017
3,1,68,21,16,103068021
3,1,68,26,5,103068026
3,1,68,34,6,103068034
3,1,68,42,6,103068042
3,1,68,49,5,103068049
3,1,68,66,8,103068066
3,1,68,70,18,103068070
3,1,68,83,11,103068083
3,1,68,97,6,103068097
3,1,68,125,13,103068125
3,1,68,152,10,103068152
3,1,68,164,12,103068164
3,1,68,180,7,103068180
3,1,69,8,18,103069008
3,1,69,14,6,103069014
3,1,69,17,9,103069017
3,1,69,19,11,103069019
3,1,69,22,5,103069022
3,1,69,23,11,103069023
3,1,69,31,5,103069031
3,1,69,32,7,103069032
3,1,69,34,12,103069034
3,1,69,38,11,103069038
3,1,69,42,6,103069042
3,1,69,45,14,103069045
3,1,69,47,8,103069047
3,1,69,50,7,103069050
3,1,69,53,9,103069053
3,1,70,1,25,103070001
3,1,70,2,15,103070002
3,1,70,3,25,103070003
3,1,70,9,18,103070009
3,1,70,10,2,103070010
3,1,70,12,9,103070012
3,1,70,15,12,103070015
3,1,70,19,8,103070019
3,1,70,20,5,103070020
3,1,70,26,13,103070026
3,1,70,28,13,103070028
3,1,70,31,14,103070031
3,1,70,36,7,103070036
3,1,70,37,9,103070037
3,1,70,38,6,103070038
3,1,72,1,5,103072001
3,1,72,2,3,103072002
3,1,72,5,11,103072005
3,1,72,12,9,103072012
3,1,72,19,8,103072019
3,1,72,20,8,103072020
3,1,72,21,14,103072021
3,1,72,22,6,103072022
3,1,72,24,7,103072024
3,1,72,27,15,103072027
3,1,72,30,17,103072030
3,1,72,35,9,103072035
3,1,72,46,8,103072046
3,1,72,61,10,103072061
3,1,72,63,7,103072063
3,1,73,4,4,103073004
3,1,73,6,10,103073006
3,1,73,10,7,103073010
3,1,73,24,4,103073024
3,1,73,25,5,103073025
3,1,73,26,4,103073026
3,1,73,29,5,103073029
3,1,73,45,15,103073045
3,1,73,49,9,103073049
3,1,73,52,8,103073052
3,1,73,53,13,103073053
3,1,73,55,12,103073055
3,1,73,69,6,103073069
3,1,73,70,9,103073070
3,1,73,80,11,103073080
3,1,74,2,25,103074002
3,1,74,7,4,103074007
3,1,74,14,11,103074014
3,1,74,15,8,103074015
3,1,74,20,14,103074020
3,1,74,26,11,103074026
3,1,74,30,3,103074030
3,1,74,31,5,103074031
3,1,74,33,17,103074033
3,1,74,34,7,103074034
3,1,74,36,10,103074036
3,1,74,37,4,103074037
3,1,74,46,7,103074046
3,1,74,52,7,103074052
3,1,74,65,7,103074065
3,1,75,3,5,103075003
3,1,75,4,5,103075004
3,1,75,10,5,103075010
3,1,75,13,8,103075013
3,1,75,22,6,103075022
3,1,75,26,6,103075026
3,1,75,33,4,103075033
3,1,75,34,4,103075034
3,1,75,37,4,103075037
3,1,75,45,10,103075045
3,1,75,49,4,103075049
3,1,75,58,12,103075058
3,1,75,74,7,103075074
3,1,75,79,8,103075079
3,1,75,87,4,103075087
3,1,76,16,6,103076016
3,1,76,33,4,103076033
3,1,76,40,3,103076040
3,1,76,42,9,103076042
3,1,76,45,11,103076045
3,1,76,48,14,103076048
3,1,76,63,5,103076063
3,1,76,70,15,103076070
3,1,76,72,9,103076072
3,1,76,73,9,103076073
3,1,76,79,15,103076079
3,1,76,82,8,103076082
3,1,76,83,6,103076083
3,1,76,84,11,103076084
3,1,76,90,7,103076090
3,1,77,2,5,103077002
3,1,77,7,12,103077007
3,1,77,9,10,103077009
3,1,77,14,18,103077014
3,1,77,24,8,103077024
3,1,77,27,4,103077027
3,1,77,29,2,103077029
3,1,77,33,5,103077033
3,1,77,42,7,103077042
3,1,77,43,7,103077043
3,1,77,53,5,103077053
3,1,77,61,8,103077061
3,1,77,63,5,103077063
3,1,77,97,6,103077097
3,1,77,138,7,103077138
3,1,78,7,8,103078007
3,1,78,8,8,103078008
3,1,78,10,12,103078010
3,1,78,12,8,103078012
3,1,78,17,7,103078017
3,1,78,18,14,103078018
3,1,78,19,4,103078019
3,1,78,23,18,103078023
3,1,78,36,16,103078036
3,1,78,42,7,103078042
3,1,78,48,7,103078048
3,1,78,60,4,103078060
3,1,78,61,8,103078061
3,1,78,63,12,103078063
3,1,78,67,9,103078067
3,1,79,4,5,103079004
3,1,79,10,4,103079010
3,1,79,14,6,103079014
3,1,79,15,9,103079015
3,1,79,16,7,103079016
3,1,79,20,3,103079020
3,1,79,21,15,103079021
3,1,79,23,8,103079023
3,1,79,27,12,103079027
3,1,79,33,5,103079033
3,1,79,37,7,103079037
3,1,79,45,6,103079045
3,1,79,50,13,103079050
3,1,79,52,7,103079052
3,1,79,58,8,103079058
3,1,80,1,3,103080001
3,1,80,2,4,103080002
3,1,80,4,13,103080004
3,1,80,6,13,103080006
3,1,80,9,4,103080009
3,1,80,15,16,103080015
3,1,80,18,6,103080018
3,1,80,21,3,103080021
3,1,80,26,14,103080026
3,1,80,30,9,103080030
3,1,80,41,18,103080041
3,1,80,54,13,103080054
3,1,80,56,6,103080056
3,1,80,64,8,103080064
3,1,80,68,7,103080068
3,1,81,4,8,103081004
3,1,81,13,12,103081013
3,1,81,17,15,103081017
3,1,81,23,7,103081023
3,1,81,25,17,103081025
3,1,81,31,12,103081031
3,1,81,34,12,103081034
3,1,81,39,10,103081039
3,1,81,44,4,103081044
3,1,81,47,9,103081047
3,1,81,48,12,103081048
3,1,81,51,8,103081051
3,1,81,70,5,103081070
3,1,81,75,10,103081075
3,1,81,76,10,103081076
3,1,82,8,11,103082008
3,1,82,15,5,103082015
3,1,82,16,9,103082016
3,1,82,17,6,103082017
3,1,82,21,16,103082021
3,1,82,22,14,103082022
3,1,82,23,10,103082023
3,1,82,27,5,103082027
3,1,82,28,9,103082028
3,1,82,30,5,103082030
3,1,82,32,6,103082032
3,1,82,34,3,103082034
3,1,82,36,7,103082036
3,1,82,39,7,103082039
3,1,82,41,8,103082041
3,1,83,6,11,103083006
3,1,83,8,9,103083008
3,1,83,12,11,103083012
3,1,83,15,6,103083015
3,1,83,16,10,103083016
3,1,83,33,8,103083033
3,1,83,45,10,103083045
3,1,83,47,9,103083047
3,1,83,48,16,103083048
3,1,83,55,7,103083055
3,1,83,56,12,103083056
3,1,83,59,6,103083059
3,1,83,60,5,103083060
3,1,83,70,8,103083070
3,1,83,73,10,103083073
3,1,84,10,8,103084010
3,1,84,18,15,103084018
3,1,84,26,4,103084026
3,1,84,31,8,103084031
3,1,84,50,3,103084050
3,1,84,53,10,103084053
3,1,84,58,5,103084058
3,1,84,62,8,103084062
3,1,84,78,10,103084078
3,1,84,92,5,103084092
3,1,84,95,9,103084095
3,1,84,117,13,103084117
3,1,84,127,5,103084127
3,1,84,138,5,103084138
3,1,84,170,4,103084170
3,1,85,10,13,103085010
3,1,85,14,13,103085014
3,1,85,21,2,103085021
3,1,85,28,8,103085028
3,1,85,50,11,103085050
3,1,85,56,9,103085056
3,1,85,57,7,103085057
3,1,85,62,7,103085062
3,1,85,70,7,103085070
3,1,85,83,10,103085083
3,1,85,88,9,103085088
3,1,85,95,11,103085095
3,1,85,116,5,103085116
3,1,85,125,6,103085125
3,1,85,126,6,103085126
3,1,86,2,15,103086002
3,1,86,14,11,103086014
3,1,86,20,7,103086020
3,1,86,24,3,103086024
3,1,86,29,12,103086029
3,1,86,37,3,103086037
3,1,86,41,6,103086041
3,1,86,46,6,103086046
3,1,86,47,4,103086047
3,1,86,58,8,103086058
3,1,86,59,5,103086059
3,1,86,63,10,103086063
3,1,86,68,18,103086068
3,1,86,89,8,103086089
3,1,86,90,9,103086090
3,37,92,6,10,103092006
3,37,92,18,6,103092018
3,37,92,23,6,103092023
3,37,92,30,8,103092030
3,37,92,31,3,103092031
3,37,92,39,10,103092039
3,37,92,47,15,103092047
3,37,92,50,7,103092050
3,37,92,62,10,103092062
3,37,92,64,6,103092064
3,37,92,80,12,103092080
3,37,92,96,5,103092096
3,37,92,107,9,103092107
3,37,92,108,7,103092108
3,37,92,126,10,103092126
3,38,100,2,7,103100002
3,38,100,4,5,103100004
3,38,100,10,18,103100010
3,38,100,11,8,103100011
3,38,100,15,15,103100015
3,38,100,16,10,103100016
3,38,100,17,12,103100017
3,38,100,19,4,103100019
3,38,100,32,7,103100032
3,38,100,35,4,103100035
3,38,100,42,11,103100042
3,38,100,56,17,103100056
3,38,100,57,2,103100057
3,38,100,58,12,103100058
3,38,100,68,10,103100068
3,39,99,1,5,103099001
3,39,99,4,17,103099004
3,39,99,5,11,103099005
3,39,99,10,8,103099010
3,39,99,12,13,103099012
3,39,99,13,18,103099013
3,39,99,14,14,103099014
3,39,99,15,11,103099015
3,39,99,16,18,103099016
3,39,99,20,6,103099020
3,39,99,21,8,103099021
3,39,99,22,5,103099022
3,39,99,23,16,103099023
3,39,99,25,7,103099025
3,39,99,29,8,103099029
3,40,90,1,7,103090001
3,40,90,3,6,103090003
3,40,90,5,9,103090005
3,40,90,7,5,103090007
3,40,90,12,4,103090012
3,40,90,18,10,103090018
3,40,90,19,10,103090019
3,40,90,20,8,103090020
3,40,90,24,6,103090024
3,40,90,25,7,103090025
3,40,90,27,4,103090027
3,40,90,31,11,103090031
3,40,90,32,4,103090032
3,40,90,33,9,103090033
3,40,90,34,16,103090034
3,41,87,1,13,103087001
3,41,87,3,9,103087003
3,41,87,4,6,103087004
3,41,87,5,9,103087005
3,41,87,6,8,103087006
3,41,87,7,10,103087007
3,41,87,12,13,103087012
3,41,87,13,14,103087013
3,41,87,15,13,103087015
3,41,87,22,10,103087022
3,41,87,24,18,103087024
3,41,87,32,14,103087032
3,41,87,34,18,103087034
3,41,87,36,12,103087036
3,41,87,44,7,103087044
3,41,88,1,8,103088001
3,41,88,2,9,103088002
3,41,88,3,18,103088003
3,41,88,4,14,103088004
3,41,88,5,14,103088005
3,41,88,8,6,103088008
3,41,88,10,7,103088010
3,41,88,11,16,103088011
3,41,88,12,4,103088012
3,41,88,14,4,103088014
3,41,88,17,11,103088017
3,41,88,19,14,103088019
3,41,88,20,8,103088020
3,41,88,21,12,103088021
3,41,88,25,18,103088025
3,43,93,1,6,103093001
3,43,93,2,4,103093002
3,43,93,3,7,103093003
3,43,93,7,11,103093007
3,43,93,8,10,103093008
3,43,93,15,8,103093015
3,43,93,17,5,103093017
3,43,93,18,17,103093018
3,43,93,21,15,103093021
3,43,93,31,5,103093031
3,43,93,34,7,103093034
3,43,93,38,10,103093038
3,43,93,52,10,103093052
3,43,93,55,14,103093055
3,43,93,56,11,103093056
3,43,94,1,15,103094001
3,43,94,2,10,103094002
3,43,94,6,15,103094006
3,43,94,14,13,103094014
3,43,94,18,16,103094018
3,43,94,32,17,103094032
3,43,94,38,3,103094038
3,43,94,46,16,103094046
3,43,94,47,6,103094047
3,43,94,49,10,103094049
3,43,94,51,5,103094051
3,43,94,53,15,103094053
3,43,94,56,6,103094056
3,43,94,60,5,103094060
3,43,94,63,6,103094063
3,43,95,4,10,103095004
3,43,95,10,11,103095010
3,43,95,12,11,103095012
3,43,95,13,9,103095013
3,43,95,33,8,103095033
3,43,95,34,8,103095034
3,43,95,35,8,103095035
3,43,95,51,14,103095051
3,43,95,52,6,103095052
3,43,95,59,12,103095059
3,43,95,61,5,103095061
3,43,95,63,9,103095063
3,43,95,74,12,103095074
3,43,95,75,8,103095075
3,43,95,78,13,103095078
3,43,96,2,5,103096002
3,43,96,8,4,103096008
3,43,96,10,10,103096010
3,43,96,23,10,103096023
3,43,96,27,8,103096027
3,43,96,39,9,103096039
3,43,96,50,18,103096050
3,43,96,51,6,103096051
3,43,96,53,18,103096053
3,43,96,58,8,103096058
3,43,96,81,14,103096081
3,43,96,85,8,103096085
3,43,96,86,8,103096086
3,43,96,95,8,103096095
3,43,96,98,14,103096098
3,43,97,1,11,103097001
3,43,97,4,6,103097004
3,43,97,5,8,103097005
3,43,97,8,7,103097008
3,43,97,12,9,103097012
3,43,97,14,13,103097014
3,43,97,15,6,103097015
3,43,97,17,9,103097017
3,43,97,19,9,103097019
3,43,97,20,12,103097020
3,43,97,22,7,103097022
3,43,97,29,8,103097029
3,43,97,30,8,103097030
3,43,97,33,4,103097033
3,43,97,34,4,103097034
3,43,98,14,9,103098014
3,43,98,15,5,103098015
3,43,98,17,12,103098017
3,43,98,21,10,103098021
3,43,98,29,8,103098029
3,43,98,31,13,103098031
3,43,98,35,15,103098035
3,43,98,52,5,103098052
3,43,98,55,11,103098055
3,43,98,57,8,103098057
3,43,98,60,4,103098060
3,43,98,68,7,103098068
3,43,98,74,11,103098074
3,43,98,76,5,103098076
3,43,98,90,14,103098090
3,44,89,3,5,103089003
3,44,89,4,5,103089004
3,44,89,5,6,103089005
3,44,89,16,7,103089016
3,44,89,18,4,103089018
3,44,89,28,13,103089028
3,44,89,29,3,103089029
3,44,89,31,3,103089031
3,44,89,44,18,103089044
3,44,89,48,8,103089048
3,44,89,53,8,103089053
3,44,89,60,10,103089060
3,44,89,63,16,103089063
3,44,89,82,6,103089082
3,44,89,99,9,103089099
3,44,91,9,11,103091009
3,44,91,10,8,103091010
3,44,91,20,5,103091020
3,44,91,22,2,103091022
3,44,91,25,10,103091025
3,44,91,76,17,103091076
3,44,91,79,8,103091079
3,44,91,84,9,103091084
3,44,91,88,6,103091088
3,44,91,89,8,103091089
3,44,91,99,13,103091099
3,44,91,108,11,103091108
3,44,91,113,4,103091113
3,44,91,114,10,103091114
3,44,91,131,11,103091131
4,3,101,20,15,104101020
4,3,101,32,13,104101032
4,3,101,38,3,104101038
4,3,101,39,4,104101039
4,3,101,49,6,104101049
4,3,101,51,11,104101051
4,3,101,52,9,104101052
4,3,101,55,7,104101055
4,3,101,57,5,104101057
4,3,101,65,6,104101065
4,3,101,69,5,104101069
4,3,101,79,5,104101079
4,3,101,86,7,104101086
4,3,101,93,9,104101093
4,3,101,107,6,104101107
4,3,102,2,8,104102002
4,3,102,3,8,104102003
4,3,102,5,7,104102005
4,3,102,7,9,104102007
4,3,102,8,6,104102008
4,3,102,10,17,104102010
4,3,102,12,7,104102012
4,3,102,13,4,104102013
4,3,102,19,8,104102019
4,3,102,21,10,104102021
4,3,102,23,7,104102023
4,3,102,25,9,104102025
4,3,102,29,9,104102029
4,3,102,36,9,104102036
4,3,102,46,8,104102046
4,3,103,1,7,104103001
4,3,103,8,4,104103008
4,3,103,11,5,104103011
4,3,103,12,3,104103012
4,3,103,15,4,104103015
4,3,103,20,8,104103020
4,3,103,29,4,104103029
4,3,103,37,4,104103037
4,3,103,39,4,104103039
4,3,103,43,6,104103043
4,3,103,46,7,104103046
4,3,103,48,4,104103048
4,3,103,50,6,104103050
4,3,103,79,7,104103079
4,3,103,125,5,104103125
4,6,114,1,4,104114001
4,6,114,2,11,104114002
4,6,114,3,5,104114003
4,6,114,4,11,104114004
4,6,114,5,8,104114005
4,6,114,6,6,104114006
4,6,114,7,6,104114007
4,6,114,9,11,104114009
4,6,114,10,6,104114010
4,6,114,13,5,104114013
4,6,114,14,6,104114014
4,6,114,15,8,104114015
4,6,114,16,10,104114016
4,6,114,17,8,104114017
4,6,114,19,6,104114019
4,6,115,6,11,104115006
4,6,115,7,13,104115007
4,6,115,8,4,104115008
4,6,115,9,6,104115009
4,6,115,10,12,104115010
4,6,115,11,11,104115011
4,6,115,12,15,104115012
4,6,115,16,9,104115016
4,6,115,17,16,104115017
4,6,115,18,10,104115018
4,6,115,20,14,104115020
4,6,115,23,13,104115023
4,6,115,27,9,104115027
4,6,115,31,7,104115031
4,6,115,38,10,104115038
4,6,116,1,7,104116001
4,6,116,4,6,104116004
4,6,116,8,4,104116008
4,6,116,17,6,104116017
4,6,116,18,4,104116018
4,6,116,26,4,104116026
4,6,116,29,6,104116029
4,6,116,30,4,104116030
4,6,116,38,7,104116038
4,6,116,41,6,104116041
4,6,116,44,2,104116044
4,6,116,50,5,104116050
4,6,116,53,4,104116053
4,6,116,59,6,104116059
4,6,116,71,5,104116071
4,7,117,4,9,104117004
4,7,117,5,10,104117005
4,7,117,7,11,104117007
4,7,117,10,15,104117010
4,7,117,11,11,104117011
4,7,117,12,11,104117012
4,7,117,13,8,104117013
4,7,117,16,12,104117016
4,7,117,19,17,104117019
4,7,117,20,16,104117020
4,7,117,24,5,104117024
4,7,117,32,9,104117032
4,7,117,33,17,104117033
4,7,117,34,11,104117034
4,7,117,41,13,104117041
4,7,119,2,6,104119002
4,7,119,4,7,104119004
4,7,119,5,13,104119005
4,7,119,11,12,104119011
4,7,119,13,5,104119013
4,7,119,17,8,104119017
4,7,119,22,6,104119022
4,7,119,24,8,104119024
4,7,119,27,5,104119027
4,7,119,31,11,104119031
4,7,119,34,7,104119034
4,7,119,38,12,104119038
4,7,119,39,17,104119039
4,7,119,41,7,104119041
4,7,119,43,12,104119043
4,46,107,15,12,104107015
4,46,107,21,10,104107021
4,46,107,27,11,104107027
4,46,107,28,12,104107028
4,46,107,29,5,104107029
4,46,107,31,8,104107031
4,46,107,32,17,104107032
4,46,107,38,8,104107038
4,46,107,40,13,104107040
4,46,107,41,8,104107041
4,46,107,43,5,104107043
4,46,107,45,9,104107045
4,46,107,48,7,104107048
4,46,107,58,9,104107058
4,46,107,66,14,104107066
4,46,108,1,10,104108001
4,46,108,3,9,104108003
4,46,108,5,14,104108005
4,46,108,8,8,104108008
4,46,108,9,8,104108009
4,46,108,10,11,104108010
4,46,108,15,12,104108015
4,46,108,16,9,104108016
4,46,108,17,11,104108017
4,46,108,18,8,104108018
4,46,108,25,15,104108025
4,46,108,27,14,104108027
4,46,108,30,6,104108030
4,46,108,32,12,104108032
4,46,108,36,11,104108036
4,46,109,2,13,104109002
4,46,109,5,9,104109005
4,46,109,6,8,104109006
4,46,109,7,9,104109007
4,46,109,9,10,104109009
4,46,109,22,10,104109022
4,46,109,25,11,104109025
4,46,109,28,12,104109028
4,46,109,29,9,104109029
4,46,109,30,6,104109030
4,46,109,45,13,104109045
4,46,109,47,7,104109047
4,46,109,48,4,104109048
4,46,109,51,11,104109051
4,46,109,54,5,104109054
4,49,120,1,17,104120001
4,49,120,6,12,104120006
4,49,120,10,15,104120010
4,49,120,13,7,104120013
4,49,120,16,10,104120016
4,49,120,24,25,104120024
4,49,120,25,12,104120025
4,49,120,27,3,104120027
4,49,120,28,6,104120028
4,49,120,33,5,104120033
4,49,120,34,4,104120034
4,49,120,39,8,104120039
4,49,120,40,12,104120040
4,49,120,41,6,104120041
4,49,120,60,6,104120060
4,49,121,3,18,104121003
4,49,121,15,17,104121015
4,49,121,16,15,104121016
4,49,121,23,9,104121023
4,49,121,24,10,104121024
4,49,121,26,12,104121026
4,49,121,35,15,104121035
4,49,121,48,10,104121048
4,49,121,49,9,104121049
4,49,121,84,18,104121084
4,49,121,91,15,104121091
4,49,121,102,18,104121102
4,49,121,103,16,104121103
4,49,121,112,9,104121112
4,49,121,130,15,104121130
4,49,123,3,9,104123003
4,49,123,5,18,104123005
4,49,123,9,14,104123009
4,49,123,12,14,104123012
4,49,123,14,10,104123014
4,49,123,17,15,104123017
4,49,123,20,8,104123020
4,49,123,28,12,104123028
4,49,123,29,16,104123029
4,49,123,31,16,104123031
4,49,123,32,10,104123032
4,49,123,35,8,104123035
4,49,123,36,6,104123036
4,49,123,40,12,104123040
4,49,123,44,12,104123044
4,49,124,2,5,104124002
4,49,124,5,13,104124005
4,49,124,10,16,104124010
4,49,124,12,16,104124012
4,49,124,14,7,104124014
4,49,124,23,15,104124023
4,49,124,25,18,104124025
4,49,124,26,15,104124026
4,49,124,28,9,104124028
4,49,124,29,13,104124029
4,49,124,33,6,104124033
4,49,124,37,9,104124037
4,49,124,48,18,104124048
4,49,124,52,12,104124052
4,49,124,57,10,104124057
4,50,126,2,8,104126002
4,50,126,3,13,104126003
4,50,126,4,7,104126004
4,50,126,7,12,104126007
4,50,126,14,16,104126014
4,50,126,17,15,104126017
4,50,126,19,15,104126019
4,50,126,20,5,104126020
4,50,126,21,16,104126021
4,50,126,22,8,104126022
4,50,126,23,9,104126023
4,50,126,25,12,104126025
4,50,126,31,13,104126031
4,50,126,41,18,104126041
4,50,126,42,7,104126042
4,50,342,1,18,104342001
4,50,342,2,7,104342002
4,50,342,3,16,104342003
4,50,342,4,9,104342004
4,50,342,6,17,104342006
4,50,342,7,16,104342007
4,50,342,8,12,104342008
4,50,342,12,12,104342012
4,50,342,13,16,104342013
4,50,342,14,13,104342014
4,50,342,17,12,104342017
4,50,342,19,15,104342019
4,50,342,21,11,104342021
4,50,342,22,10,104342022
4,50,342,26,11,104342026
4,51,127,3,17,104127003
4,51,127,6,9,104127006
4,51,127,7,16,104127007
4,51,127,8,11,104127008
4,51,127,9,6,104127009
4,51,127,11,10,104127011
4,51,127,12,13,104127012
4,51,127,14,14,104127014
4,51,127,15,17,104127015
4,51,127,23,15,104127023
4,51,127,25,5,104127025
4,51,127,28,6,104127028
4,51,127,37,13,104127037
4,51,127,41,11,104127041
4,51,127,42,16,104127042
4,51,133,3,17,104133003
4,51,133,5,15,104133005
4,51,133,6,11,104133006
4,51,133,8,14,104133008
4,51,133,9,16,104133009
4,51,133,18,16,104133018
4,51,133,19,18,104133019
4,51,133,21,14,104133021
4,51,133,25,15,104133025
4,51,133,28,17,104133028
4,51,133,29,11,104133029
4,51,133,33,5,104133033
4,51,133,38,22,104133038
4,51,133,43,13,104133043
4,51,133,45,8,104133045
4,53,105,2,6,104105002
4,53,105,12,11,104105012
4,53,105,16,15,104105016
4,53,105,22,10,104105022
4,53,105,23,8,104105023
4,53,105,24,9,104105024
4,53,105,27,8,104105027
4,53,105,30,13,104105030
4,53,105,32,16,104105032
4,53,105,33,16,104105033
4,53,105,35,16,104105035
4,53,105,36,16,104105036
4,53,105,41,8,104105041
4,53,105,42,13,104105042
4,53,105,43,13,104105043
4,54,104,3,7,104104003
4,54,104,7,6,104104007
4,54,104,10,8,104104010
4,54,104,11,11,104104011
4,54,104,13,15,104104013
4,54,104,14,15,104104014
4,54,104,17,8,104104017
4,54,104,18,5,104104018
4,54,104,20,12,104104020
4,54,104,35,6,104104035
4,54,104,41,6,104104041
4,54,104,44,6,104104044
4,54,104,46,11,104104046
4,54,104,47,12,104104047
4,54,104,50,9,104104050
4,54,106,5,8,104106005
4,54,106,13,4,104106013
4,54,106,25,10,104106025
4,54,106,29,6,104106029
4,54,106,30,5,104106030
4,54,106,32,9,104106032
4,54,106,33,6,104106033
4,54,106,34,9,104106034
4,54,106,35,5,104106035
4,54,106,36,3,104106036
4,54,106,37,12,104106037
4,54,106,44,6,104106044
4,54,106,54,18,104106054
4,54,106,55,11,104106055
4,54,106,65,13,104106065
4,55,122,2,15,104122002
4,55,122,3,7,104122003
4,55,122,4,9,104122004
4,55,122,5,7,104122005
4,55,122,6,17,104122006
4,55,122,7,10,104122007
4,55,122,8,6,104122008
4,55,122,9,12,104122009
4,55,122,10,18,104122010
4,55,122,12,14,104122012
4,55,122,14,6,104122014
4,55,122,15,7,104122015
4,55,122,16,8,104122016
4,55,122,17,7,104122017
4,55,122,18,15,104122018
4,58,129,1,13,104129001
4,58,129,5,17,104129005
4,58,129,7,16,104129007
4,58,129,12,14,104129012
4,58,129,14,17,104129014
4,58,129,16,15,104129016
4,58,129,17,11,104129017
4,58,129,18,6,104129018
4,58,129,20,15,104129020
4,58,129,21,13,104129021
4,58,129,22,13,104129022
4,58,129,25,18,104129025
4,58,129,26,17,104129026
4,58,129,31,17,104129031
4,58,129,33,8,104129033
4,58,130,2,17,104130002
4,58,130,3,20,104130003
4,58,130,6,3,104130006
4,58,130,9,13,104130009
4,58,130,16,11,104130016
4,58,130,18,8,104130018
4,58,130,20,14,104130020
4,58,130,21,12,104130021
4,58,130,23,10,104130023
4,58,130,27,10,104130027
4,58,130,28,13,104130028
4,58,130,30,10,104130030
4,58,130,40,6,104130040
4,58,130,43,8,104130043
4,58,130,46,10,104130046
4,58,131,7,15,104131007
4,58,131,8,10,104131008
4,58,131,9,8,104131009
4,58,131,13,17,104131013
4,58,131,15,22,104131015
4,58,131,17,6,104131017
4,58,131,18,15,104131018
4,58,131,21,12,104131021
4,58,131,24,10,104131024
4,58,131,28,8,104131028
4,58,131,31,16,104131031
4,58,131,33,13,104131033
4,58,131,53,18,104131053
4,58,131,56,11,104131056
4,58,131,59,13,104131059
4,58,132,4,12,104132004
4,58,132,6,13,104132006
4,58,132,9,25,104132009
4,58,132,13,11,104132013
4,58,132,18,9,104132018
4,58,132,19,18,104132019
4,58,132,23,13,104132023
4,58,132,26,7,104132026
4,58,132,27,9,104132027
4,58,132,28,16,104132028
4,58,132,29,11,104132029
4,58,132,36,18,104132036
4,58,132,37,14,104132037
4,58,132,39,15,104132039
4,58,132,50,15,104132050
4,59,128,12,11,104128012
4,59,128,15,11,104128015
4,59,128,21,16,104128021
4,59,128,24,8,104128024
4,59,128,28,12,104128028
4,59,128,38,12,104128038
4,59,128,42,15,104128042
4,59,128,47,8,104128047
4,59,128,60,14,104128060
4,59,128,62,10,104128062
4,59,128,65,10,104128065
4,59,128,66,18,104128066
4,59,128,83,14,104128083
4,59,128,93,6,104128093
4,59,128,98,7,104128098
4,60,110,2,15,104110002
4,60,110,3,9,104110003
4,60,110,8,12,104110008
4,60,110,9,14,104110009
4,60,110,11,12,104110011
4,60,110,12,14,104110012
4,60,110,14,4,104110014
4,60,110,15,9,104110015
4,60,110,21,13,104110021
4,60,110,22,3,104110022
4,60,110,23,7,104110023
4,60,110,33,8,104110033
4,60,110,34,11,104110034
4,60,110,37,14,104110037
4,60,110,42,8,104110042
4,60,111,5,10,104111005
4,60,111,7,15,104111007
4,60,111,8,13,104111008
4,60,111,10,14,104111010
4,60,111,23,4,104111023
4,60,111,33,4,104111033
4,60,111,34,11,104111034
4,60,111,35,13,104111035
4,60,111,36,7,104111036
4,60,111,45,8,104111045
4,60,111,51,9,104111051
4,60,111,53,13,104111053
4,60,111,70,16,104111070
4,60,111,71,6,104111071
4,60,111,78,10,104111078
4,60,112,1,6,104112001
4,60,112,11,13,104112011
4,60,112,12,5,104112012
4,60,112,20,8,104112020
4,60,112,32,9,104112032
4,60,112,34,12,104112034
4,60,112,35,9,104112035
4,60,112,44,13,104112044
4,60,112,46,14,104112046
4,60,112,48,6,104112048
4,60,112,51,9,104112051
4,60,112,52,12,104112052
4,60,112,56,14,104112056
4,60,112,59,5,104112059
4,60,112,63,6,104112063
4,60,113,6,6,104113006
4,60,113,11,8,104113011
4,60,113,12,14,104113012
4,60,113,19,7,104113019
4,60,113,25,11,104113025
4,60,113,27,14,104113027
4,60,113,28,5,104113028
4,60,113,35,7,104113035
4,60,113,38,8,104113038
4,60,113,40,12,104113040
4,60,113,44,9,104113044
4,60,113,48,7,104113048
4,60,113,54,16,104113054
4,60,113,89,10,104113089
4,60,113,90,6,104113090
4,62,118,2,15,104118002
4,62,118,3,11,104118003
4,62,118,6,7,104118006
4,62,118,8,7,104118008
4,62,118,11,6,104118011
4,62,118,16,8,104118016
4,62,118,17,11,104118017
4,62,118,21,10,104118021
4,62,118,27,4,104118027
4,62,118,28,3,104118028
4,62,118,29,10,104118029
4,62,118,31,8,104118031
4,62,118,33,11,104118033
4,62,118,34,10,104118034
4,62,118,35,15,104118035
5,5,147,4,5,105147004
5,5,147,5,12,105147005
5,5,147,13,14,105147013
5,5,147,14,7,105147014
5,5,147,15,12,105147015
5,5,147,18,7,105147018
5,5,147,25,18,105147025
5,5,147,37,14,105147037
5,5,147,39,2,105147039
5,5,147,51,13,105147051
5,5,147,52,14,105147052
5,5,147,54,18,105147054
5,5,147,62,17,105147062
5,5,147,69,10,105147069
5,5,147,77,9,105147077
5,7,155,1,14,105155001
5,7,155,2,16,105155002
5,7,155,11,15,105155011
5,7,155,12,25,105155012
5,7,155,14,7,105155014
5,7,155,15,18,105155015
5,7,155,18,21,105155018
