"id1","id2","id3","id4","s2a_i","hhno"
5,7,155,20,11,105155020
5,7,155,21,18,105155021
5,7,155,23,12,105155023
5,7,155,24,8,105155024
5,7,155,27,18,105155027
5,7,155,29,13,105155029
5,7,155,30,8,105155030
5,7,155,36,25,105155036
5,7,156,3,12,105156003
5,7,156,8,18,105156008
5,7,156,10,4,105156010
5,7,156,11,18,105156011
5,7,156,13,13,105156013
5,7,156,16,18,105156016
5,7,156,21,9,105156021
5,7,156,34,18,105156034
5,7,156,35,15,105156035
5,7,156,41,18,105156041
5,7,156,48,8,105156048
5,7,156,49,17,105156049
5,7,156,66,13,105156066
5,7,156,68,16,105156068
5,7,156,70,15,105156070
5,8,157,3,14,105157003
5,8,157,10,5,105157010
5,8,157,21,14,105157021
5,8,157,22,11,105157022
5,8,157,28,7,105157028
5,8,157,36,15,105157036
5,8,157,43,11,105157043
5,8,157,53,10,105157053
5,8,157,65,11,105157065
5,8,157,70,18,105157070
5,8,157,78,15,105157078
5,8,157,83,13,105157083
5,8,157,84,4,105157084
5,8,157,86,11,105157086
5,8,157,89,8,105157089
5,8,158,4,8,105158004
5,8,158,14,9,105158014
5,8,158,15,8,105158015
5,8,158,19,8,105158019
5,8,158,24,9,105158024
5,8,158,25,18,105158025
5,8,158,26,4,105158026
5,8,158,28,4,105158028
5,8,158,34,14,105158034
5,8,158,35,2,105158035
5,8,158,37,18,105158037
5,8,158,41,6,105158041
5,8,158,45,5,105158045
5,8,158,48,12,105158048
5,8,158,51,7,105158051
5,8,159,2,10,105159002
5,8,159,3,16,105159003
5,8,159,5,6,105159005
5,8,159,9,7,105159009
5,8,159,10,14,105159010
5,8,159,11,6,105159011
5,8,159,13,4,105159013
5,8,159,15,4,105159015
5,8,159,16,7,105159016
5,8,159,18,8,105159018
5,8,159,20,12,105159020
5,8,159,21,11,105159021
5,8,159,23,6,105159023
5,8,159,25,6,105159025
5,8,159,28,16,105159028
5,8,160,7,8,105160007
5,8,160,8,12,105160008
5,8,160,11,14,105160011
5,8,160,12,16,105160012
5,8,160,13,7,105160013
5,8,160,16,10,105160016
5,8,160,17,12,105160017
5,8,160,18,15,105160018
5,8,160,27,9,105160027
5,8,160,29,4,105160029
5,8,160,32,9,105160032
5,8,160,34,11,105160034
5,8,160,39,2,105160039
5,8,160,41,18,105160041
5,8,160,48,12,105160048
5,9,161,3,10,105161003
5,9,161,4,12,105161004
5,9,161,6,14,105161006
5,9,161,11,15,105161011
5,9,161,13,17,105161013
5,9,161,15,20,105161015
5,9,161,16,10,105161016
5,9,161,17,14,105161017
5,9,161,18,16,105161018
5,9,161,29,10,105161029
5,9,161,30,8,105161030
5,9,161,33,25,105161033
5,9,161,35,18,105161035
5,9,161,36,15,105161036
5,9,161,38,16,105161038
5,9,162,1,19,105162001
5,9,162,5,10,105162005
5,9,162,8,25,105162008
5,9,162,9,25,105162009
5,9,162,15,17,105162015
5,9,162,17,13,105162017
5,9,162,19,25,105162019
5,9,162,20,25,105162020
5,9,162,24,19,105162024
5,9,162,27,18,105162027
5,9,162,28,18,105162028
5,9,162,29,25,105162029
5,9,162,31,17,105162031
5,9,162,32,11,105162032
5,9,162,35,21,105162035
5,9,163,3,9,105163003
5,9,163,9,7,105163009
5,9,163,11,7,105163011
5,9,163,16,10,105163016
5,9,163,24,9,105163024
5,9,163,26,9,105163026
5,9,163,34,6,105163034
5,9,163,37,10,105163037
5,9,163,47,10,105163047
5,9,163,53,8,105163053
5,9,163,65,17,105163065
5,9,163,69,15,105163069
5,9,163,72,12,105163072
5,9,163,78,10,105163078
5,9,163,79,14,105163079
5,10,164,6,17,105164006
5,10,164,8,9,105164008
5,10,164,9,19,105164009
5,10,164,19,22,105164019
5,10,164,20,8,105164020
5,10,164,21,19,105164021
5,10,164,25,13,105164025
5,10,164,26,8,105164026
5,10,164,29,17,105164029
5,10,164,30,17,105164030
5,10,164,31,4,105164031
5,10,164,33,18,105164033
5,10,164,35,23,105164035
5,10,164,36,15,105164036
5,10,164,38,18,105164038
5,10,165,5,8,105165005
5,10,165,10,14,105165010
5,10,165,15,6,105165015
5,10,165,19,18,105165019
5,10,165,20,8,105165020
5,10,165,23,8,105165023
5,10,165,27,6,105165027
5,10,165,31,11,105165031
5,10,165,35,7,105165035
5,10,165,38,5,105165038
5,10,165,42,12,105165042
5,10,165,47,7,105165047
5,10,165,53,17,105165053
5,10,165,57,16,105165057
5,10,165,58,15,105165058
5,11,166,1,20,105166001
5,11,166,8,25,105166008
5,11,166,12,16,105166012
5,11,166,19,18,105166019
5,11,166,23,10,105166023
5,11,166,27,13,105166027
5,11,166,31,10,105166031
5,11,166,39,18,105166039
5,11,166,40,7,105166040
5,11,166,47,9,105166047
5,11,166,52,20,105166052
5,11,166,56,22,105166056
5,11,166,57,5,105166057
5,11,166,60,25,105166060
5,11,166,62,18,105166062
5,12,168,9,9,105168009
5,12,168,25,9,105168025
5,12,168,42,5,105168042
5,12,168,43,16,105168043
5,12,168,44,11,105168044
5,12,168,46,17,105168046
5,12,168,52,8,105168052
5,12,168,54,7,105168054
5,12,168,63,11,105168063
5,12,168,67,8,105168067
5,12,168,71,12,105168071
5,12,168,78,12,105168078
5,12,168,82,9,105168082
5,12,168,86,10,105168086
5,12,168,88,2,105168088
5,12,169,3,12,105169003
5,12,169,4,18,105169004
5,12,169,7,13,105169007
5,12,169,8,25,105169008
5,12,169,14,18,105169014
5,12,169,15,14,105169015
5,12,169,16,15,105169016
5,12,169,17,15,105169017
5,12,169,23,15,105169023
5,12,169,24,9,105169024
5,12,169,27,12,105169027
5,12,169,32,17,105169032
5,12,169,35,24,105169035
5,12,169,36,18,105169036
5,12,169,38,16,105169038
5,12,170,1,21,105170001
5,12,170,7,9,105170007
5,12,170,8,8,105170008
5,12,170,10,15,105170010
5,12,170,11,14,105170011
5,12,170,12,7,105170012
5,12,170,19,4,105170019
5,12,170,21,15,105170021
5,12,170,22,15,105170022
5,12,170,25,14,105170025
5,12,170,27,18,105170027
5,12,170,30,15,105170030
5,12,170,35,9,105170035
5,12,170,36,12,105170036
5,12,170,37,13,105170037
5,13,171,3,13,105171003
5,13,171,4,12,105171004
5,13,171,5,10,105171005
5,13,171,8,5,105171008
5,13,171,10,11,105171010
5,13,171,11,9,105171011
5,13,171,13,10,105171013
5,13,171,17,4,105171017
5,13,171,18,9,105171018
5,13,171,20,14,105171020
5,13,171,22,10,105171022
5,13,171,23,10,105171023
5,13,171,25,4,105171025
5,13,171,29,14,105171029
5,13,171,32,10,105171032
5,14,173,1,22,105173001
5,14,173,3,9,105173003
5,14,173,4,9,105173004
5,14,173,5,17,105173005
5,14,173,6,18,105173006
5,14,173,9,17,105173009
5,14,173,11,11,105173011
5,14,173,13,12,105173013
5,14,173,19,21,105173019
5,14,173,23,11,105173023
5,14,173,25,17,105173025
5,14,173,28,14,105173028
5,14,173,29,16,105173029
5,14,173,31,14,105173031
5,14,173,32,17,105173032
5,14,174,3,11,105174003
5,14,174,7,15,105174007
5,14,174,8,4,105174008
5,14,174,11,17,105174011
5,14,174,29,17,105174029
5,14,174,31,18,105174031
5,14,174,32,8,105174032
5,14,174,40,15,105174040
5,14,174,52,17,105174052
5,14,174,53,7,105174053
5,14,174,54,22,105174054
5,14,174,55,22,105174055
5,14,174,61,25,105174061
5,14,174,65,25,105174065
5,14,174,70,14,105174070
5,15,175,7,8,105175007
5,15,175,14,13,105175014
5,15,175,20,11,105175020
5,15,175,28,4,105175028
5,15,175,31,7,105175031
5,15,175,32,7,105175032
5,15,175,38,19,105175038
5,15,175,41,17,105175041
5,15,175,65,12,105175065
5,15,175,70,19,105175070
5,15,175,81,13,105175081
5,15,175,85,9,105175085
5,15,175,102,7,105175102
5,15,175,105,13,105175105
5,15,175,107,20,105175107
5,15,176,3,22,105176003
5,15,176,5,14,105176005
5,15,176,6,11,105176006
5,15,176,8,12,105176008
5,15,176,13,25,105176013
5,15,176,15,13,105176015
5,15,176,22,21,105176022
5,15,176,30,5,105176030
5,15,176,34,14,105176034
5,15,176,40,9,105176040
5,15,176,47,11,105176047
5,15,176,53,17,105176053
5,15,176,87,11,105176087
5,15,176,90,13,105176090
5,15,176,92,12,105176092
5,15,177,1,25,105177001
5,15,177,2,20,105177002
5,15,177,4,25,105177004
5,15,177,8,19,105177008
5,15,177,9,13,105177009
5,15,177,10,16,105177010
5,15,177,11,13,105177011
5,15,177,12,16,105177012
5,15,177,13,17,105177013
5,15,177,17,16,105177017
5,15,177,21,25,105177021
5,15,177,22,15,105177022
5,15,177,27,17,105177027
5,15,177,28,17,105177028
5,15,177,39,25,105177039
5,66,172,3,8,105172003
5,66,172,4,15,105172004
5,66,172,5,13,105172005
5,66,172,9,8,105172009
5,66,172,15,8,105172015
5,66,172,16,7,105172016
5,66,172,19,10,105172019
5,66,172,26,11,105172026
5,66,172,28,4,105172028
5,66,172,30,15,105172030
5,66,172,31,10,105172031
5,66,172,33,18,105172033
5,66,172,34,16,105172034
5,66,172,40,8,105172040
5,66,172,46,10,105172046
5,67,149,2,12,105149002
5,67,149,4,15,105149004
5,67,149,5,19,105149005
5,67,149,13,8,105149013
5,67,149,15,10,105149015
5,67,149,25,7,105149025
5,67,149,26,11,105149026
5,67,149,29,14,105149029
5,67,149,43,8,105149043
5,67,149,44,11,105149044
5,67,149,46,10,105149046
5,67,149,49,9,105149049
5,67,149,67,18,105149067
5,67,149,69,12,105149069
5,67,149,122,10,105149122
5,67,150,1,13,105150001
5,67,150,6,15,105150006
5,67,150,8,18,105150008
5,67,150,16,14,105150016
5,67,150,17,18,105150017
5,67,150,21,18,105150021
5,67,150,28,10,105150028
5,67,150,33,9,105150033
5,67,150,45,14,105150045
5,67,150,53,13,105150053
5,67,150,55,12,105150055
5,67,150,57,10,105150057
5,67,150,58,15,105150058
5,67,150,61,17,105150061
5,67,150,66,10,105150066
5,67,151,1,7,105151001
5,67,151,4,7,105151004
5,67,151,5,12,105151005
5,67,151,6,8,105151006
5,67,151,7,6,105151007
5,67,151,10,7,105151010
5,67,151,11,9,105151011
5,67,151,12,13,105151012
5,67,151,14,6,105151014
5,67,151,18,6,105151018
5,67,151,21,12,105151021
5,67,151,29,10,105151029
5,67,151,31,6,105151031
5,67,151,32,14,105151032
5,67,151,34,13,105151034
5,67,152,5,13,105152005
5,67,152,6,12,105152006
5,67,152,10,13,105152010
5,67,152,11,18,105152011
5,67,152,15,10,105152015
5,67,152,20,12,105152020
5,67,152,23,14,105152023
5,67,152,28,7,105152028
5,67,152,29,8,105152029
5,67,152,32,10,105152032
5,67,152,41,12,105152041
5,67,152,44,16,105152044
5,67,152,45,16,105152045
5,67,152,48,,105152048
5,67,152,55,15,105152055
5,67,153,3,11,105153003
5,67,153,4,16,105153004
5,67,153,10,17,105153010
5,67,153,13,16,105153013
5,67,153,19,17,105153019
5,67,153,21,16,105153021
5,67,153,24,13,105153024
5,67,153,25,11,105153025
5,67,153,29,11,105153029
5,67,153,30,19,105153030
5,67,153,31,14,105153031
5,67,153,37,18,105153037
5,67,153,50,9,105153050
5,67,153,52,10,105153052
5,67,153,53,13,105153053
5,67,154,4,18,105154004
5,67,154,11,18,105154011
5,67,154,18,15,105154018
5,67,154,21,9,105154021
5,67,154,22,17,105154022
5,67,154,23,8,105154023
5,67,154,32,17,105154032
5,67,154,40,15,105154040
5,67,154,42,18,105154042
5,67,154,43,13,105154043
5,67,154,44,13,105154044
5,67,154,46,7,105154046
5,67,154,51,12,105154051
5,67,154,52,14,105154052
5,67,154,61,17,105154061
5,68,137,4,7,105137004
5,68,137,5,18,105137005
5,68,137,8,17,105137008
5,68,137,11,11,105137011
5,68,137,13,15,105137013
5,68,137,14,9,105137014
5,68,137,17,12,105137017
5,68,137,19,17,105137019
5,68,137,20,11,105137020
5,68,137,23,16,105137023
5,68,137,27,19,105137027
5,68,137,29,17,105137029
5,68,137,30,17,105137030
5,68,137,31,19,105137031
5,68,137,35,19,105137035
5,69,134,6,18,105134006
5,69,134,11,15,105134011
5,69,134,17,13,105134017
5,69,134,19,7,105134019
5,69,134,22,14,105134022
5,69,134,28,11,105134028
5,69,134,30,16,105134030
5,69,134,34,16,105134034
5,69,134,35,8,105134035
5,69,134,36,5,105134036
5,69,134,45,14,105134045
5,69,134,46,18,105134046
5,69,134,48,12,105134048
5,69,134,49,6,105134049
5,69,134,50,16,105134050
5,69,135,3,10,105135003
5,69,135,5,18,105135005
5,69,135,12,14,105135012
5,69,135,20,9,105135020
5,69,135,30,10,105135030
5,69,135,33,12,105135033
5,69,135,37,12,105135037
5,69,135,53,15,105135053
5,69,135,59,14,105135059
5,69,135,66,17,105135066
5,69,135,69,10,105135069
5,69,135,76,15,105135076
5,69,135,78,6,105135078
5,69,135,86,10,105135086
5,69,135,99,11,105135099
5,70,136,3,18,105136003
5,70,136,5,13,105136005
5,70,136,6,16,105136006
5,70,136,7,12,105136007
5,70,136,10,12,105136010
5,70,136,11,13,105136011
5,70,136,14,18,105136014
5,70,136,22,15,105136022
5,70,136,25,14,105136025
5,70,136,27,9,105136027
5,70,136,29,8,105136029
5,70,136,30,11,105136030
5,70,136,34,8,105136034
5,70,136,38,6,105136038
5,70,136,40,18,105136040
5,70,138,1,13,105138001
5,70,138,4,12,105138004
5,70,138,5,11,105138005
5,70,138,9,15,105138009
5,70,138,17,8,105138017
5,70,138,19,12,105138019
5,70,138,23,11,105138023
5,70,138,27,12,105138027
5,70,138,28,15,105138028
5,70,138,30,10,105138030
5,70,138,33,16,105138033
5,70,138,36,14,105138036
5,70,138,53,11,105138053
5,70,138,79,8,105138079
5,70,138,81,9,105138081
5,71,148,5,17,105148005
5,71,148,11,18,105148011
5,71,148,13,5,105148013
5,71,148,35,15,105148035
5,71,148,40,18,105148040
5,71,148,46,18,105148046
5,71,148,50,16,105148050
5,71,148,53,5,105148053
5,71,148,60,18,105148060
5,71,148,69,5,105148069
5,71,148,73,15,105148073
5,71,148,74,13,105148074
5,71,148,77,5,105148077
5,71,148,78,6,105148078
5,71,148,82,9,105148082
5,73,142,1,18,105142001
5,73,142,2,14,105142002
5,73,142,12,11,105142012
5,73,142,13,9,105142013
5,73,142,20,19,105142020
5,73,142,24,9,105142024
5,73,142,25,13,105142025
5,73,142,33,11,105142033
5,73,142,37,18,105142037
5,73,142,38,3,105142038
5,73,142,49,16,105142049
5,73,142,51,9,105142051
5,73,142,54,15,105142054
5,73,142,55,17,105142055
5,73,142,59,12,105142059
5,80,143,7,10,105143007
5,80,143,8,7,105143008
5,80,143,9,17,105143009
5,80,143,10,9,105143010
5,80,143,13,10,105143013
5,80,143,14,5,105143014
5,80,143,20,17,105143020
5,80,143,24,8,105143024
5,80,143,27,14,105143027
5,80,143,28,9,105143028
5,80,143,30,4,105143030
5,80,143,32,6,105143032
5,80,143,35,18,105143035
5,80,143,38,15,105143038
5,80,143,40,13,105143040
5,80,144,7,9,105144007
5,80,144,9,7,105144009
5,80,144,19,5,105144019
5,80,144,32,4,105144032
5,80,144,34,7,105144034
5,80,144,41,11,105144041
5,80,144,52,7,105144052
5,80,144,59,6,105144059
5,80,144,65,4,105144065
5,80,144,68,9,105144068
5,80,144,71,6,105144071
5,80,144,86,8,105144086
5,80,144,93,6,105144093
5,80,144,106,8,105144106
5,80,144,110,5,105144110
5,80,145,6,8,105145006
5,80,145,12,16,105145012
5,80,145,13,18,105145013
5,80,145,14,13,105145014
5,80,145,15,14,105145015
5,80,145,17,9,105145017
5,80,145,19,18,105145019
5,80,145,21,18,105145021
5,80,145,30,9,105145030
5,80,145,31,11,105145031
5,80,145,33,8,105145033
5,80,145,41,16,105145041
5,80,145,43,12,105145043
5,80,145,82,8,105145082
5,80,145,83,6,105145083
5,80,146,4,16,105146004
5,80,146,5,10,105146005
5,80,146,7,11,105146007
5,80,146,13,9,105146013
5,80,146,19,9,105146019
5,80,146,25,12,105146025
5,80,146,28,18,105146028
5,80,146,29,18,105146029
5,80,146,33,11,105146033
5,80,146,36,9,105146036
5,80,146,42,9,105146042
5,80,146,45,15,105146045
5,80,146,49,9,105146049
5,80,146,53,12,105146053
5,80,146,58,15,105146058
5,82,139,1,14,105139001
5,82,139,8,11,105139008
5,82,139,9,7,105139009
5,82,139,10,4,105139010
5,82,139,26,5,105139026
5,82,139,51,12,105139051
5,82,139,61,15,105139061
5,82,139,65,7,105139065
5,82,139,67,12,105139067
5,82,139,71,10,105139071
5,82,139,79,12,105139079
5,82,139,84,6,105139084
5,82,139,88,6,105139088
5,82,139,100,13,105139100
5,82,139,107,5,105139107
5,82,140,1,15,105140001
5,82,140,2,7,105140002
5,82,140,4,12,105140004
5,82,140,5,16,105140005
5,82,140,9,13,105140009
5,82,140,11,10,105140011
5,82,140,15,17,105140015
5,82,140,16,14,105140016
5,82,140,22,9,105140022
5,82,140,23,13,105140023
5,82,140,24,11,105140024
5,82,140,28,10,105140028
5,82,140,32,9,105140032
5,82,140,38,7,105140038
5,82,140,40,9,105140040
6,109,296,1,8,108296001
6,109,296,2,25,108296002
6,109,296,5,11,108296005
6,109,296,10,18,108296010
6,109,296,20,12,108296020
6,109,296,29,17,108296029
6,109,296,34,14,108296034
6,109,296,45,11,108296045
6,109,296,48,13,108296048
6,109,296,49,14,108296049
6,109,296,52,18,108296052
6,109,296,58,15,108296058
6,109,296,62,15,108296062
6,109,296,65,10,108296065
6,109,296,73,15,108296073
6,1,178,4,9,106178004
6,1,178,7,12,106178007
6,1,178,15,10,106178015
6,1,178,29,9,106178029
6,1,178,30,15,106178030
6,1,178,40,17,106178040
6,1,178,55,5,106178055
6,1,178,58,5,106178058
6,1,178,69,16,106178069
6,1,178,71,5,106178071
6,1,178,72,10,106178072
6,1,178,95,18,106178095
6,1,178,103,11,106178103
6,1,178,106,11,106178106
6,1,178,173,5,106178173
6,1,181,3,9,106181003
6,1,181,5,7,106181005
6,1,181,7,15,106181007
6,1,181,8,10,106181008
6,1,181,10,12,106181010
6,1,181,13,17,106181013
6,1,181,18,9,106181018
6,1,181,20,15,106181020
6,1,181,23,6,106181023
6,1,181,24,4,106181024
6,1,181,27,5,106181027
6,1,181,30,10,106181030
6,1,181,31,15,106181031
6,1,181,32,18,106181032
6,1,181,34,11,106181034
6,1,183,6,14,106183006
6,1,183,7,14,106183007
6,1,183,8,18,106183008
6,1,183,13,18,106183013
6,1,183,21,6,106183021
6,1,183,27,15,106183027
6,1,183,28,5,106183028
6,1,183,32,7,106183032
6,1,183,34,16,106183034
6,1,183,50,16,106183050
6,1,183,64,16,106183064
6,1,183,65,12,106183065
6,1,217,23,2,106217023
6,1,217,25,14,106217025
6,1,217,26,13,106217026
6,1,217,43,10,106217043
6,1,217,45,8,106217045
6,1,217,58,16,106217058
6,1,217,61,8,106217061
6,1,217,63,6,106217063
6,1,217,65,16,106217065
6,1,217,73,7,106217073
6,1,217,77,8,106217077
6,1,217,83,12,106217083
6,1,217,84,17,106217084
6,1,217,97,7,106217097
6,1,217,109,16,106217109
6,10,202,4,21,106202004
6,10,202,5,12,106202005
6,10,202,10,11,106202010
6,10,202,12,11,106202012
6,10,202,14,8,106202014
6,10,202,18,16,106202018
6,10,202,19,13,106202019
6,10,202,21,17,106202021
6,10,202,40,5,106202040
6,10,202,45,11,106202045
6,10,202,47,17,106202047
6,10,202,63,6,106202063
6,10,202,64,6,106202064
6,10,202,68,8,106202068
6,10,202,69,14,106202069
6,10,203,2,3,106203002
6,10,203,10,7,106203010
6,10,203,12,10,106203012
6,10,203,14,17,106203014
6,10,203,16,6,106203016
6,10,203,19,12,106203019
6,10,203,28,9,106203028
6,10,203,36,16,106203036
6,10,203,52,16,106203052
6,10,203,57,10,106203057
6,10,203,63,12,106203063
6,10,203,64,9,106203064
6,10,203,70,10,106203070
6,10,203,74,7,106203074
6,10,203,77,10,106203077
6,10,204,3,6,106204003
6,10,204,4,6,106204004
6,10,204,16,7,106204016
6,10,204,17,5,106204017
6,10,204,22,14,106204022
6,10,204,29,4,106204029
6,10,204,30,13,106204030
6,10,204,32,11,106204032
6,10,204,34,13,106204034
6,10,204,35,13,106204035
6,10,204,39,17,106204039
6,10,204,42,11,106204042
6,10,204,46,16,106204046
6,10,204,49,11,106204049
6,10,204,56,9,106204056
6,10,211,2,11,106211002
6,10,211,14,11,106211014
6,10,211,15,4,106211015
6,10,211,19,10,106211019
6,10,211,21,6,106211021
6,10,211,23,7,106211023
6,10,211,27,16,106211027
6,10,211,37,18,106211037
6,10,211,38,15,106211038
6,10,211,39,8,106211039
6,10,211,42,18,106211042
6,10,211,47,11,106211047
6,10,211,76,14,106211076
6,10,211,77,5,106211077
6,10,211,80,12,106211080
6,10,213,3,8,106213003
6,10,213,5,12,106213005
6,10,213,8,18,106213008
6,10,213,17,6,106213017
6,10,213,23,8,106213023
6,10,213,24,13,106213024
6,10,213,25,15,106213025
6,10,213,27,17,106213027
6,10,213,34,14,106213034
6,10,213,51,6,106213051
6,10,213,53,15,106213053
6,10,213,54,10,106213054
6,10,213,61,11,106213061
6,10,213,66,17,106213066
6,10,213,68,9,106213068
6,10,215,5,13,106215005
6,10,215,12,9,106215012
6,10,215,16,15,106215016
6,10,215,21,6,106215021
6,10,215,44,13,106215044
6,10,215,49,18,106215049
6,10,215,50,4,106215050
6,10,215,53,18,106215053
6,10,215,59,6,106215059
6,10,215,60,18,106215060
6,10,215,64,18,106215064
6,10,215,67,2,106215067
6,10,215,68,10,106215068
6,10,215,83,6,106215083
6,10,215,89,13,106215089
6,10,216,9,11,106216009
6,10,216,10,10,106216010
6,10,216,12,10,106216012
6,10,216,13,10,106216013
6,10,216,16,6,106216016
6,10,216,32,18,106216032
6,10,216,48,6,106216048
6,10,216,54,15,106216054
6,10,216,56,7,106216056
6,10,216,66,18,106216066
6,10,216,68,13,106216068
6,10,216,74,9,106216074
6,10,216,75,7,106216075
6,10,216,83,15,106216083
6,10,216,84,15,106216084
6,10,218,1,5,106218001
6,10,218,3,6,106218003
6,10,218,12,7,106218012
6,10,218,19,13,106218019
6,10,218,20,15,106218020
6,10,218,24,6,106218024
6,10,218,26,3,106218026
6,10,218,33,10,106218033
6,10,218,35,11,106218035
6,10,218,37,14,106218037
6,10,218,39,7,106218039
6,10,218,52,18,106218052
6,10,218,53,9,106218053
6,10,218,54,9,106218054
6,10,218,72,3,106218072
6,10,219,12,11,106219012
6,10,219,31,8,106219031
6,10,219,34,4,106219034
6,10,219,38,17,106219038
6,10,219,41,8,106219041
6,10,219,42,15,106219042
6,10,219,49,9,106219049
6,10,219,53,16,106219053
6,10,219,73,7,106219073
6,10,219,82,4,106219082
6,10,219,89,13,106219089
6,10,219,94,10,106219094
6,10,219,98,7,106219098
6,10,219,126,8,106219126
6,10,219,128,8,106219128
6,11,223,6,6,106223006
6,11,223,9,17,106223009
6,11,223,11,3,106223011
6,11,223,21,17,106223021
6,11,223,33,18,106223033
6,11,223,35,3,106223035
6,11,223,61,17,106223061
6,11,223,68,18,106223068
6,11,223,69,7,106223069
6,11,223,72,9,106223072
6,11,223,84,11,106223084
6,11,223,93,11,106223093
6,11,223,94,11,106223094
6,11,223,101,7,106223101
6,11,223,102,13,106223102
6,12,225,1,10,106225001
6,12,225,2,15,106225002
6,12,225,14,18,106225014
6,12,225,17,14,106225017
6,12,225,20,9,106225020
6,12,225,21,18,106225021
6,12,225,25,4,106225025
6,12,225,26,18,106225026
6,12,225,29,13,106225029
6,12,225,30,12,106225030
6,12,225,32,14,106225032
6,12,225,33,17,106225033
6,12,225,34,11,106225034
6,12,225,36,18,106225036
6,12,225,37,5,106225037
6,16,234,1,5,106234001
6,16,234,2,5,106234002
6,16,234,7,6,106234007
6,16,234,20,11,106234020
6,16,234,21,13,106234021
6,16,234,27,11,106234027
6,16,234,32,6,106234032
6,16,234,33,7,106234033
6,16,234,35,15,106234035
6,16,234,36,10,106234036
6,16,234,38,7,106234038
6,16,234,42,10,106234042
6,16,234,51,8,106234051
6,16,234,52,5,106234052
6,16,234,53,9,106234053
6,16,235,16,8,106235016
6,16,235,20,15,106235020
6,16,235,30,8,106235030
6,16,235,32,10,106235032
6,16,235,37,17,106235037
6,16,235,53,8,106235053
6,16,235,55,15,106235055
6,16,235,106,18,106235106
6,16,235,108,13,106235108
6,16,235,143,18,106235143
6,16,235,149,18,106235149
6,16,235,158,18,106235158
6,16,235,159,11,106235159
6,16,235,178,10,106235178
6,16,235,180,11,106235180
6,16,236,6,9,106236006
6,16,236,13,17,106236013
6,16,236,18,16,106236018
6,16,236,21,9,106236021
6,16,236,28,16,106236028
6,16,236,29,18,106236029
6,16,236,38,9,106236038
6,16,236,40,8,106236040
6,16,236,41,6,106236041
6,16,236,44,8,106236044
6,16,236,51,17,106236051
6,16,236,52,6,106236052
6,16,236,62,12,106236062
6,16,236,64,15,106236064
6,16,236,78,8,106236078
6,84,193,5,18,106193005
6,84,193,28,15,106193028
6,84,193,38,10,106193038
6,84,193,59,11,106193059
6,84,193,60,17,106193060
6,84,193,62,13,106193062
6,84,193,65,18,106193065
6,84,193,74,18,106193074
6,84,193,76,13,106193076
6,84,193,93,16,106193093
6,84,193,100,18,106193100
6,84,193,108,6,106193108
6,84,193,120,8,106193120
6,84,193,122,17,106193122
6,84,193,132,14,106193132
6,86,220,20,13,106220020
6,86,220,24,13,106220024
6,86,220,33,13,106220033
6,86,220,34,9,106220034
6,86,220,37,11,106220037
6,86,220,42,9,106220042
6,86,220,52,16,106220052
6,86,220,54,9,106220054
6,86,220,57,11,106220057
6,86,220,62,14,106220062
6,86,220,73,11,106220073
6,86,220,75,7,106220075
6,86,220,83,11,106220083
6,86,220,84,7,106220084
6,86,220,92,18,106220092
6,86,224,3,6,106224003
6,86,224,4,15,106224004
6,86,224,7,25,106224007
6,86,224,9,14,106224009
6,86,224,14,8,106224014
6,86,224,15,25,106224015
6,86,224,27,9,106224027
6,86,224,35,22,106224035
6,86,224,36,18,106224036
6,86,224,37,7,106224037
6,86,224,38,15,106224038
6,86,224,41,18,106224041
6,86,224,43,17,106224043
6,86,224,46,25,106224046
6,86,224,55,16,106224055
6,88,238,2,10,106238002
6,88,238,5,12,106238005
6,88,238,14,18,106238014
6,88,238,16,9,106238016
6,88,238,29,13,106238029
6,88,238,33,9,106238033
6,88,238,36,10,106238036
6,88,238,38,10,106238038
6,88,238,49,6,106238049
6,88,238,51,15,106238051
6,88,238,71,14,106238071
6,88,238,76,18,106238076
6,88,238,80,7,106238080
6,88,238,81,12,106238081
6,88,238,82,9,106238082
6,89,187,15,14,106187015
6,89,187,18,12,106187018
6,89,187,24,12,106187024
6,89,187,30,10,106187030
6,89,187,49,18,106187049
6,89,187,53,9,106187053
6,89,187,55,17,106187055
6,89,187,56,18,106187056
6,89,187,59,8,106187059
6,89,187,60,18,106187060
6,89,187,70,18,106187070
6,89,187,71,18,106187071
6,89,187,89,13,106187089
6,89,187,108,9,106187108
6,89,187,110,18,106187110
6,89,188,1,14,106188001
6,89,188,2,14,106188002
6,89,188,4,16,106188004
6,89,188,10,16,106188010
6,89,188,21,18,106188021
6,89,188,24,7,106188024
6,89,188,25,7,106188025
6,89,188,28,11,106188028
6,89,188,31,18,106188031
6,89,188,34,15,106188034
6,89,188,45,13,106188045
6,89,188,47,18,106188047
6,89,188,49,13,106188049
6,89,188,51,18,106188051
6,89,188,53,8,106188053
6,89,191,9,18,106191009
6,89,191,15,18,106191015
6,89,191,20,7,106191020
6,89,191,26,9,106191026
6,89,191,30,8,106191030
6,89,191,32,17,106191032
6,89,191,33,8,106191033
6,89,191,34,14,106191034
6,89,191,50,17,106191050
6,89,191,56,15,106191056
6,89,191,59,14,106191059
6,89,191,65,6,106191065
6,89,191,69,11,106191069
6,89,191,96,9,106191096
6,89,191,101,12,106191101
6,89,192,4,15,106192004
6,89,192,5,10,106192005
6,89,192,6,12,106192006
