"id1","id2","id3","id4","s4av1_plotno","s4v_a78i","s4v_a78ii","s4v_a78iii","s4v_a78iv","s4v_a78v","s4v_a78vi","s4v_a78vii","s4v_a78viii","s4v_a78ix","s4v_a78x","s4v_a79","s4v_a80i","s4v_a80ii","s4v_a81i","s4v_a81ii","s4v_a82i","s4v_a82ii","s4v_a83i","s4v_a83ii","s4v_a84","s4v_a85i","s4v_a85ii","s4v_a86","s4v_a87","s4v_a88i","s4v_a88ii","s4v_a89i","s4v_a89ii","s4v_a90i","s4v_a90ii","s4v_a91i","s4v_a91ii","s4v_a92","s4v_a93i","s4v_a93ii","s4v_a94","s4v_a95","s4v_a96i","s4v_a96ii","s4v_a97i","s4v_a97ii","s4v_a98i","s4v_a98ii","s4v_a99i","s4v_a99ii","s4v_a100","s4v_a101i","s4v_a102ii","s4v_a102","s4v_a103","s4v_a104i","s4v_a104ii","s4v_a105i","s4v_a105ii","s4v_a106i","s4v_a106ii","s4v_a107i","s4v_a107ii","s4v_a108","s4v_a109i","s4v_a109ii","s4v_a110","s4v_a111","s4v_a112i","s4v_a112ii","s4v_a113i","s4v_a113ii","s4v_a114i","s4v_a114ii","s4v_a115i","s4v_a115ii","s4v_a116","s4v_a117i","s4v_a117ii","s4v_a118","s4v_a119","hhno"
2,19,49,110,1,6,,,,,,,,,,1,6,7,1,19,138,,138,,1,300,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102049110
2,19,49,110,3,5,19,34,,,,,,,,1,19,7,1,19,40,,,,2,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102049110
2,19,49,129,2,34,,,,,,,,,,1,34,5,4000,37,100,,100,,1,80,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102049129
2,19,49,129,1,5,19,,,,,,,,,3,5,6,2,4,24,,5,,1,48,,1,10,19,7,1,19,20,,,,2,,,1,20,5,5,100,37,5,,,,1,20,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,102049129
2,20,48,22,2,6,,,,,,,,,,1,6,7,0.5,18,25,0,25,0,1,50,0,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048022
2,20,48,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048022
2,20,48,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048022
2,20,48,22,1,6,,,,,,,,,,1,6,7,3,18,150,0,150,0,1,25,0,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048022
2,20,48,28,1,6,,,,,,,,,,1,6,7,1,18,138,,138,,2,,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048028
2,20,48,28,2,6,22,5,19,,,,,,,1,19,7,4,6,10,,5,,2,,,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048028
2,20,48,34,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048034
2,20,48,34,1,5,19,,,,,,,,,3,5,6,5,18,125,,100,,1,50,,1,40,19,7,1,19,80,,40,,2,,,2,,5,5,200,23,1,50,,,1,10,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,102048034
2,20,48,37,2,5,,,,,,,,,,2,5,6,3,18,75,,75,,1,150,,1,10,5,5,6,9,9,,,,1,9,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048037
2,20,48,37,3,5,19,,,,,,,,,1,19,7,6,4,30,,30,,2,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048037
2,20,48,37,1,6,5,29,,,,,,,,3,5,6,4,18,100,,50,,1,100,,1,20,5,5,6,9,9,,,,1,18,,1,15,29,7,15,8,15,,5,,1,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048037
2,20,48,39,1,6,5,8,42,27,23,37,7,,,5,6,7,4,19,300,,150,,2,,,1,20,8,6,1,4,20,,,,2,,,2,,40,6,10,26,30,,,,2,,,2,,27,7,1,6,10,,,,2,,,2,,27,7,4,4,20,,20,,2,,,1,40,102048039
2,20,48,51,1,37,27,5,29,6,,,,,,2,37,7,3.5,4,21,0,18,0,2,,,1,10,27,7,4.5,6,13,50,12,0,1,2,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048051
2,20,48,52,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048052
2,20,48,52,1,6,29,,,,,,,,,2,6,7,3,18,434,,434,,2,,,1,10,29,7,50,8,100,,50,,1,20,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048052
2,20,48,52,3,6,29,,,,,,,,,2,6,7,1.5,18,207,,207,,2,,,1,5,29,7,20,,40,,,,1,20,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048052
2,20,48,52,4,5,19,,,,,,,,,1,19,7,6,6,18,,,,2,,,1,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048052
2,20,48,54,1,6,5,8,,,,,,,,2,5,6,5,19,125,,100,,2,,,2,,8,6,2.5,4,37,50,30,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048054
2,20,48,54,2,6,5,29,,,,,,,,4,6,7,1,19,69,,69,,2,,,1,10,5,6,3,4,40,,30,,1,40,,1,20,29,7,50,8,100,,50,,2,,,2,,5,5,50,23,6,,,,1,4,,2,,,,,,,,,,,,,,,102048054
2,20,48,55,2,5,29,,,,,,,,,2,5,6,2,4,30,,,,1,4,,2,,5,5,40,23,10,,,,2,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048055
2,20,48,55,1,5,29,6,,,,,,,,4,6,7,1,4,20,,20,,2,,,1,10,5,6,3,19,60,,40,,2,,,1,20,29,7,6,8,15,,10,,2,,,2,,5,5,60,23,20,,,,2,,,1,5,,,,,,,,,,,,,,102048055
2,20,48,55,3,5,29,,,,,,,,,2,5,6,3,4,21,,21,,2,,,1,10,5,5,50,23,4,,,,2,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048055
2,20,48,58,1,19,29,,,,,,,,,2,19,7,6,6,18,0,,,2,,,1,5,29,7,12,9,24,0,12,0,1,20,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048058
2,20,48,58,2,19,,,,,,,,,,1,19,7,16,6,48,0,18,0,2,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048058
2,20,48,68,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048068
2,20,48,68,1,6,,,,,,,,,,1,6,7,1,18,138,,138,,1,69,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048068
2,20,48,68,2,6,,,,,,,,,,1,6,7,3,18,414,,414,,1,40,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048068
2,20,48,78,1,22,5,19,27,,,,,,,4,5,6,7,18,175,,150,,1,25,,1,10,19,7,5,6,10,,,,2,,,2,,27,7,1,6,5,,,,1,10,,1,30,5,5,500,23,20,,,,1,5,,2,,,,,,,,,,,,,,,102048078
2,20,48,98,1,6,19,5,29,,,,,,,5,6,7,8,18,1200,,600,,1,70,,1,20,19,7,1,19,10,,,,2,,,1,60,5,6,6,18,150,,50,,2,,,1,20,29,7,15,8,30,,7,,2,,,1,50,5,5,600,23,30,,,,1,20,,2,30,102048098
2,22,53,2,1,6,40,,,,,,,,,1,40,6,30,26,60,,42,,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053002
2,22,53,2,2,29,5,,,,,,,,,2,29,7,25,8,62,50,38,,1,40,,2,,5,6,20,4,210,,160,,1,150,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053002
2,22,53,10,1,6,19,,,,,,,,,1,19,7,12,18,360,,300,,2,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053010
2,22,53,10,2,5,29,,,,,,,,,2,5,6,9,4,99,,80,,1,35,,2,,29,7,17,8,51,,45,,1,40,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053010
2,22,53,27,1,22,,,,,,,,,,1,22,7,450,29,900,,750,,1,150,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053027
2,22,53,27,2,22,5,,,,,,,,,1,5,6,40,4,440,,320,,1,25,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053027
2,22,53,27,3,6,5,29,,,,,,,,2,5,6,30,4,330,,220,,1,150,,2,,29,7,25,8,75,,48,,1,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053027
2,22,53,29,1,6,29,5,8,,,,,,,5,6,7,12,18,1320,,1320,,1,220,,2,,29,7,45,8,135,,95,,1,65,,2,,5,6,16,4,176,,150,,1,33,,2,,8,6,3,4,60,,40,,1,15,,2,,8,1,30,9,6,,,,1,3,,2,,102053029
2,22,53,29,2,6,29,5,23,27,,,,,,5,6,7,4,18,440,,440,,1,90,,2,,29,7,20,8,60,,40,,1,25,,2,,5,6,8,4,88,,40,,1,25,,2,,23,7,3,2,18,,,,1,25,,2,,27,7,3,29,36,,30,,1,12,,2,,102053029
2,22,53,40,2,6,5,29,,,,,,,,2,5,6,13,4,143,,80,,1,75,,2,,29,7,30,8,90,,60,,1,50,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053040
2,22,53,40,1,6,5,29,,,,,,,,3,6,7,6,18,750,,750,,1,130,,2,,5,6,10,4,110,,80,,1,35,,2,,29,7,15,8,45,,35,,1,35,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053040
2,22,53,47,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053047
2,22,53,47,4,6,,,,,,,,,,1,6,7,5,18,650,,650,,2,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053047
2,22,53,47,2,6,5,29,8,,,,,,,4,6,7,3,18,390,,390,,2,,,1,1,5,6,11,4,154,,27,,1,51,,2,,29,7,29,8,116,,45,,1,85,,2,,8,6,6,4,42,,24,,1,19,,2,,,,,,,,,,,,,,,102053047
2,22,53,47,1,6,5,29,8,,,,,,,4,6,7,4,18,520,,520,,2,,,1,1,5,6,12,4,168,,35,,1,51,,2,,29,7,25,8,100,,35,,1,55,,2,,8,6,4,4,28,,10,,1,7,,2,,,,,,,,,,,,,,,102053047
2,22,53,58,1,6,,,,,,,,,,1,6,7,6,18,660,,660,,1,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053058
2,22,53,58,3,6,29,5,,,,,,,,2,29,7,20,8,60,,40,,1,25,,2,,5,6,20,4,220,,180,,1,25,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053058
2,22,53,58,2,6,,,,,,,,,,1,6,7,4,18,440,,440,,1,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053058
2,22,53,59,3,5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053059
2,22,53,59,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053059
2,22,53,59,2,5,,,,,,,,,,1,5,6,8,4,112,,30,,1,56,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053059
2,22,53,74,2,5,29,,,,,,,,,2,5,6,8,4,88,,30,,1,25,,2,,29,7,20,8,60,,25,,1,30,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053074
2,22,53,74,1,6,5,,,,,,,,,1,5,6,15,4,165,,100,,1,35,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053074
2,22,53,76,1,6,5,29,8,,,,,,,4,5,6,12,4,169,,140,,1,150,,2,,29,7,35,8,385,,290,,1,150,,2,,8,6,4,19,72,,65,,1,35,,2,,8,1,30,9,6,,,,1,2,,2,,,,,,,,,,,,,,,102053076
2,22,53,76,2,6,,,,,,,,,,1,6,7,4,18,520,,520,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053076
2,22,53,79,1,6,5,29,8,,,,,,,4,5,6,12,4,132,,100,,1,40,,2,,29,7,25,8,75,,50,,1,45,,2,,8,6,4,29,20,,10,,1,15,,2,,8,1,30,8,6,,,,1,3,,2,,,,,,,,,,,,,,,102053079
2,22,53,79,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053079
2,22,53,79,3,27,37,,,,,,,,,2,27,7,32,29,160,,150,,1,80,,2,,37,7,50,29,350,,320,,1,350,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053079
2,22,53,85,1,6,5,19,,,,,,,,3,6,7,6,18,780,,780,,1,260,,2,,5,6,5,4,55,,55,,1,55,,2,,19,7,10,19,300,,270,,2,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,102053085
2,22,53,85,2,6,29,,,,,,,,,1,29,7,28,8,84,,76,,1,33,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053085
2,22,53,87,2,5,5,5,,,,,,,,3,6,7,2,18,260,,260,,1,15,,2,,5,6,11,4,121,,100,0,1,18,,2,,29,7,21,8,63,,40,,1,25,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053087
2,22,53,87,3,29,29,29,,,,,,,,3,6,7,3,18,390,,390,,1,10,,2,,5,6,11,4,121,,110,0,1,25,,2,,29,7,25,8,75,,55,,1,25,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053087
2,22,53,87,1,6,6,6,,,,,,,,3,6,7,3,18,390,,390,,1,20,,2,,5,6,12,4,132,,120,0,1,45,,2,,29,7,25,8,75,,50,,1,30,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053087
2,22,53,88,1,6,5,40,29,8,2,,,,,7,6,7,5,18,550,,550,,1,35,,2,,5,6,30,4,330,,250,,1,120,,2,,40,6,200,26,500,,480,,1,75,,2,,29,7,60,8,180,,140,,1,30,,2,,8,6,5,29,20,,10,,1,10,,2,,102053088
2,22,53,89,3,6,,,,,,,,,,1,6,7,2,18,220,,220,,,150,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053089
2,22,53,89,1,6,25,,,,,,,,,2,6,7,2,18,220,,220,,1,150,,2,,25,7,4,18,60,,,,1,40,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053089
2,22,53,89,2,6,,,,,,,,,,1,6,7,3,18,330,,330,,1,200,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053089
2,23,56,14,1,6,22,,,,,,,,,2,6,7,8,18,1104,,1104,,1,1104,,1,10,22,7,20,8,480,,400,,2,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102056014
2,23,56,14,2,6,,,,,,,,,,1,6,7,5,18,690,,690,,1,690,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102056014
2,23,56,16,1,6,,,,,,,,,,1,6,7,2.5,18,345,,345,,2,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102056016
2,23,56,27,1,6,8,5,40,29,,,,,,5,6,7,12,18,1656,,1656,,2,,,1,10,8,6,3,4,,,,,2,,,1,30,5,6,4,4,16,,,,2,,,1,20,40,6,50,26,50,,,,2,,,1,15,29,7,30,8,30,,,,1,20,,1,10,102056027
2,23,56,27,3,6,8,5,40,29,,,,,,5,6,7,3,18,414,,414,,2,,,1,25,8,6,1,4,,,,,2,,,1,50,5,6,5,4,20,,,,2,,,1,40,40,6,50,26,50,,,,2,,,1,15,29,7,22,8,22,,,,2,,,1,30,102056027
2,23,56,27,2,6,8,5,40,29,,,,,,5,6,7,9,18,1242,,1242,,2,,,1,8,8,6,3,4,,,,,2,,,1,30,5,6,4,4,16,,,,2,,,1,20,40,6,20,26,20,,,,2,,,1,15,29,7,25,8,25,,,,1,15,,1,5,102056027
2,23,56,27,4,22,19,5,,,,,,,,2,22,7,30,8,150,,100,,1,50,,1,10,19,7,1,18,,,,,2,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102056027
2,23,56,35,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102056035
2,23,56,35,1,6,5,29,6,,,,,,,5,6,7,10,14,14,,14,,2,,,1,20,5,6,8,18,160,,120,,1,40,,1,1,29,7,10,8,15,,10,,1,5,,1,4,8,6,4,19,120,,80,,1,30,,1,30,8,1,2,18,4,,,,1,,,1,20,102056035
2,23,56,41,1,5,8,19,12,,,,,,,4,5,6,0.5,4,5,,,,1,2,,1,20,19,7,2,26,8,,,,2,,,2,,5,5,50,23,3,,,,1,1,,2,,12,7,0.5,6,1,,,,2,,,1,10,,,,,,,,,,,,,,102056041
2,23,56,43,1,5,29,,,,,,,,,2,6,7,10,18,1350,,414,,2,,,1,20,29,7,5,8,10,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102056043
2,23,56,43,2,5,19,,,,,,,,,2,5,6,5,4,25,,,,2,,,1,10,19,7,1,19,15,,,,2,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102056043
2,23,56,49,1,6,5,,,,,,,,,2,6,7,3,18,414,,414,,2,,,1,10,5,6,2,7,10,,,,2,,,1,10,5,5,200,23,5,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,102056049
2,23,56,49,2,6,,,,,,,,,,1,6,7,2,18,276,,276,,2,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102056049
2,23,56,50,2,6,40,,,,,,,,,2,6,7,4,18,540,,540,,1,270,,1,50,41,6,10,26,20,,4,,1,100,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102056050
2,23,56,50,3,27,8,26,,,,,,,,3,27,7,4,6,4,,,,1,,,2,,43,1,10,9,5,,,,1,5,,2,,26,7,100,37,20,,,,1,10,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,102056050
2,23,56,50,1,19,31,40,29,5,37,23,,,,8,19,7,20,6,40,,20,,2,,,1,60,31,7,60,6,360,,180,,2,,,1,2,5,6,3,4,30,,,,1,60,,1,50,27,7,5,6,10,,,,1,5,,1,80,37,7,15,4,75,,25,,2,,,1,4,102056050
2,23,56,51,1,6,29,5,40,19,,,,,,5,6,7,20,18,2040,,2040,,1,100,,1,5,29,7,15,8,45,,40,,1,5,,1,3,5,6,5,4,45,,14,,1,2,,1,40,40,6,20,26,140,,,,1,10,,1,30,19,7,3,19,75,,25,,1,,,1,25,102056051
2,23,56,51,2,5,8,29,27,37,,,,,,4,5,6,7,4,35,,20,,1,50,,1,50,8,6,3,4,21,,7,,1,10,,2,,29,7,20,8,140,,84,,1,40,,2,,27,7,4,6,28,,7,,1,1,,1,10,37,7,5,4,37,,28,,2,7,,1,20,102056051
2,23,56,58,1,31,22,19,5,29,40,8,,,,5,31,7,5,18,375,,300,,2,,,2,,19,7,2,18,100,,50,,2,,,2,,5,6,1,18,60,,20,,1,20,,1,10,40,6,20,26,5,,,,2,,,2,,8,6,2,4,30,,20,,2,,,2,,102056058
2,23,56,69,1,6,14,,,,,,,,,1,6,7,4,18,522,,552,,2,,,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102056069
2,23,56,69,2,6,5,29,,,,,,,,1,6,7,3,18,414,,414,,2,,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102056069
2,23,56,72,1,6,5,29,,,,,,,,4,6,7,3,18,414,,414,,2,,,1,50,5,6,20,4,200,,40,,1,20,,1,50,29,7,6,8,12,,,,2,,,1,20,5,5,200,23,2,,,,1,1,,1,10,,,,,,,,,,,,,,102056072
2,23,56,72,2,6,40,5,29,,,,,,,5,6,7,10,18,1380,,1380,,2,,,1,60,40,6,50,26,150,,40,,1,50,,1,30,5,6,15,4,150,,,,1,10,,1,30,29,7,80,8,160,,,,1,10,,1,10,5,5,240,23,5,,,,1,2,,1,30,102056072
2,23,57,12,2,22,5,,,,,,,,,1,5,6,7,4,84,,40,,1,35,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057012
2,23,57,12,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057012
2,23,57,12,1,22,,,,,,,,,,1,22,7,100,29,300,,290,,1,150,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057012
2,23,57,14,3,5,29,6,,,,,,,,2,5,6,35,4,385,,250,,1,100,,2,,29,7,85,8,255,,150,,1,150,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057014
2,23,57,14,1,22,,,,,,,,,,1,22,7,500,29,1500,,1400,,1,400,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057014
2,23,57,14,2,22,6,,,,,,,,,2,22,7,400,29,1200,,1150,,1,300,,2,,6,7,4,18,440,,440,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057014
2,23,57,39,1,22,,,,,,,,,,1,22,7,800,29,2400,,2300,,1,130,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057039
2,23,57,39,2,22,29,,,,,,,,,2,22,7,500,29,1500,,1500,,1,140,,2,,29,7,20,8,60,,,,1,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057039
2,23,57,39,4,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057039
2,23,57,39,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057039
2,23,57,43,3,6,29,,,,,,,,,2,6,7,6,18,720,,720,,1,150,,2,,22,7,800,29,2400,,2000,,1,200,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057043
2,23,57,43,1,6,,,,,,,,,,1,6,7,7,18,840,,840,,1,200,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057043
2,23,57,43,2,5,29,,,,,,,,,2,5,6,20,4,220,,120,,1,150,,1,15,29,7,180,8,720,,350,,1,100,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057043
2,23,57,51,2,27,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057051
2,23,57,51,1,22,,,,,,,,,,1,22,7,300,29,900,,850,,1,150,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057051
2,23,57,72,3,29,5,,,,,,,,,2,5,6,6,4,66,,,,1,20,,2,,29,7,30,4,90,,,,1,35,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057072
2,23,57,72,1,6,,,,,,,,,,1,6,7,4,18,440,,440,,1,25,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057072
2,23,57,72,2,6,,,,,,,,,,1,6,7,4,18,440,,440,,1,25,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057072
2,23,57,73,1,6,5,,,,,,,,,1,5,6,15,4,165,,80,1,2,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057073
2,23,57,84,2,22,29,5,,,,,,,,3,22,7,600,29,1800,,1750,,1,300,,2,,29,7,10,8,30,,,,1,10,,2,,5,6,5,4,55,,25,,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057084
2,23,57,84,1,6,29,5,,,,,,,,3,6,7,2,18,220,,220,,2,,,,,29,7,20,8,60,,,,1,20,,2,,5,6,8,4,88,,40,,1,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057084
2,23,57,90,1,22,5,,,,,,,,,2,22,7,850,29,2550,,2500,,1,250,,2,,5,6,8,4,88,,,,1,30,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057090
2,23,57,93,2,25,,,,,,,,,,1,25,7,40,18,1200,,1150,,1,30,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057093
2,23,57,93,1,22,,,,,,,,,,1,22,7,400,29,1200,,1100,,1,80,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057093
2,23,57,93,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102057093
