Date,AORD
2005-11-28,4573.799805
2005-12-05,4534.799805
2005-12-12,4590.899902
2005-12-19,4670.799805
2005-12-26,4708.799805
2006-01-02,4736.399902
2006-01-09,4784.299805
2006-01-16,4806.100098
2006-01-23,4867.299805
2006-01-30,4832.100098
2006-02-06,4817.700195
2006-02-13,4748.5
2006-02-20,4849.399902
2006-02-27,4862.100098
2006-03-06,4849.399902
2006-03-13,4932.700195
2006-03-20,5001.600098
2006-03-27,5087.200195
2006-04-03,5186.600098
2006-04-10,5132.299805
2006-04-17,5199.100098
2006-04-24,5207
2006-05-01,5209.5
2006-05-08,5285.5
2006-05-15,5061.200195
2006-05-22,5014.700195
2006-05-29,5040.399902
2006-06-05,4926.799805
2006-06-12,4932.200195
2006-06-19,4925.799805
2006-06-26,5034
2006-07-03,5096.5
2006-07-10,4943.799805
2006-07-17,4934.299805
2006-07-24,4932.700195
2006-07-31,4926.100098
2006-08-07,4918
2006-08-14,5015.600098
2006-08-21,4997.100098
2006-08-28,5063.899902
2006-09-04,5063.200195
2006-09-11,4997.200195
2006-09-18,4948.399902
2006-09-25,5113
2006-10-02,5178.299805
2006-10-09,5253.899902
2006-10-16,5304.399902
2006-10-23,5329.899902
2006-10-30,5396.899902
2006-11-06,5409.200195
2006-11-13,5391.5
2006-11-20,5431.399902
2006-11-27,5415.200195
2006-12-04,5415.399902
2006-12-11,5557
2006-12-18,5577.799805
2006-12-25,5644.299805
2007-01-01,5549.799805
2007-01-08,5611.899902
2007-01-15,5652.100098
2007-01-22,5753.299805
2007-01-29,5814.399902
2007-02-05,5899.299805
2007-02-12,5935.5
2007-02-19,6009.299805
2007-02-26,5775.200195
2007-03-05,5810.200195
2007-03-12,5817.799805
2007-03-19,5933.100098
2007-03-26,5978.799805
2007-04-02,6063.399902
2007-04-09,6123.799805
2007-04-16,6187.200195
2007-04-23,6141
2007-04-30,6296.200195
2007-05-07,6297.299805
2007-05-14,6319.700195
2007-05-21,6273.299805
2007-05-28,6363.399902
2007-06-04,6258.399902
2007-06-11,6317.100098
2007-06-18,6409.299805
2007-06-25,6310.600098
2007-07-02,6383
2007-07-09,6425.399902
2007-07-16,6456.700195
2007-07-23,6127.299805
2007-07-30,6055.899902
2007-08-06,5965.200195
2007-08-13,5670.299805
2007-08-20,6087.200195
2007-08-27,6248.299805
2007-09-03,6296.5
2007-09-10,6315.700195
2007-09-17,6371.200195
2007-09-24,6580.899902
2007-10-01,6617.299805
2007-10-08,6760.100098
2007-10-15,6723.299805
2007-10-22,6716.399902
2007-10-29,6726.700195
2007-11-05,6607.399902
2007-11-12,6526.100098
2007-11-19,6392.399902
2007-11-26,6593.600098
2007-12-03,6714
2007-12-10,6556.100098
2007-12-17,6309.399902
2007-12-24,6423.700195
2007-12-31,6385.399902
2008-01-07,6054.399902
2008-01-14,5799.399902
2008-01-21,5886.299805
2008-01-28,5882.299805
2008-02-04,5723.899902
2008-02-11,5679.799805
2008-02-18,5644.5
2008-02-25,5674.700195
2008-03-03,5368.899902
2008-03-10,5288.5
2008-03-17,5182.399902
2008-03-24,5401.200195
2008-03-31,5663.700195
2008-04-07,5505.200195
2008-04-14,5504.100098
2008-04-21,5658.700195
2008-04-28,5760.399902
2008-05-05,5844.399902
2008-05-12,6006.100098
2008-05-19,5866.200195
2008-05-26,5773.899902
2008-06-02,5691.200195
2008-06-09,5479.600098
2008-06-16,5411.799805
2008-06-23,5349.399902
2008-06-30,5170
2008-07-07,5067.799805
2008-07-14,4915.299805
2008-07-21,5028.899902
2008-07-28,4978
2008-08-04,5037.600098
2008-08-11,5038.899902
2008-08-18,5010.200195
2008-08-25,5215.5
2008-09-01,4949.5
2008-09-08,4957.100098
2008-09-15,4840.700195
2008-09-22,4934.600098
2008-09-29,4702.799805
2008-10-06,3939.5
2008-10-13,3944.800049
2008-10-20,3831.600098
2008-10-27,3982.699951
2008-11-03,4006.600098
2008-11-10,3726
2008-11-17,3386.899902
2008-11-24,3672.699951
2008-12-01,3427.199951
2008-12-08,3452.5
2008-12-15,3547.199951
2008-12-22,3515
2008-12-29,3655.699951
2009-01-05,3680.399902
2009-01-12,3494.899902
2009-01-19,3300.300049
2009-01-26,3478.100098
2009-02-02,3407.5
2009-02-09,3496.699951
2009-02-16,3353
2009-02-23,3296.899902
2009-03-02,3111.699951
2009-03-09,3294.699951
2009-03-16,3405
2009-03-23,3615.600098
2009-03-30,3674
2009-04-06,3617.5
2009-04-13,3728.100098
2009-04-20,3668.199951
2009-04-27,3737.899902
2009-05-04,3919.600098
2009-05-11,3758.899902
2009-05-18,3755.399902
2009-05-25,3813.300049
2009-06-01,3969
2009-06-08,4061.5
2009-06-15,3894.399902
2009-06-22,3899.5
2009-06-29,3826.600098
2009-07-06,3790.600098
2009-07-13,3992.899902
2009-07-20,4097.299805
2009-07-27,4249.5
2009-08-03,4303.100098
2009-08-10,4465.100098
2009-08-17,4305.700195
2009-08-24,4495.899902
2009-08-31,4442.700195
2009-09-07,4596.299805
2009-09-14,4693.700195
2009-09-21,4714.799805
2009-09-28,4606.100098
2009-10-05,4754.5
2009-10-12,4842.600098
2009-10-19,4859.700195
2009-10-26,4646.899902
2009-11-02,4604.399902
2009-11-09,4722.600098
2009-11-16,4706.700195
2009-11-23,4597.200195
2009-11-30,4721.200195
2009-12-07,4651.399902
2009-12-14,4671.899902
2009-12-21,4803.299805
2009-12-28,4882.700195
2010-01-04,4942.200195
2010-01-11,4929.5
2010-01-18,4771.899902
2010-01-25,4596.899902
2010-02-01,4532.5
2010-02-08,4588.799805
2010-02-15,4656.299805
2010-02-22,4651.100098
2010-03-01,4773.399902
2010-03-08,4831.5
2010-03-15,4890.100098
2010-03-22,4905.200195
2010-03-29,4925.899902
2010-04-05,4972.899902
2010-04-12,5007.299805
2010-04-19,4913.5
2010-04-26,4833.899902
2010-05-03,4507.399902
2010-05-10,4643
2010-05-17,4325.799805
2010-05-24,4479
2010-05-31,4472.399902
2010-06-07,4516.5
2010-06-14,4574.100098
2010-06-21,4439.399902
2010-06-28,4264.899902
2010-07-05,4414.5
2010-07-12,4437
2010-07-19,4475.100098
2010-07-26,4507.399902
2010-08-02,4586.299805
2010-08-09,4480.899902
2010-08-16,4462.100098
2010-08-23,4404.100098
2010-08-30,4577.600098
2010-09-06,4600.700195
2010-09-13,4685.100098
2010-09-20,4651.5
2010-09-27,4634.700195
2010-10-04,4740.5
2010-10-11,4758.200195
2010-10-18,4719.600098
2010-10-25,4733.399902
2010-11-01,4872.899902
2010-11-08,4778.799805
2010-11-15,4717.700195
2010-11-22,4690.200195
2010-11-29,4780.100098
2010-12-06,4830
2010-12-13,4853
2010-12-20,4868.299805
2010-12-27,4846.899902
2011-01-03,4812
2011-01-10,4908.600098
2011-01-17,4860.899902
2011-01-24,4872.5
2011-01-31,4958.799805
2011-02-07,4970.600098
2011-02-14,5026.100098
2011-02-21,4924.899902
2011-02-28,4958.600098
2011-03-07,4734.799805
2011-03-14,4715.799805
2011-03-21,4840.299805
2011-03-28,4954.600098
2011-04-04,5036.5
2011-04-11,4939.299805
2011-04-18,4995.700195
2011-04-25,4899
2011-05-02,4816.100098
2011-05-09,4787.299805
2011-05-16,4807.700195
2011-05-23,4760.299805
2011-05-30,4666.600098
2011-06-06,4634.899902
2011-06-13,4551.100098
2011-06-20,4565
2011-06-27,4647.899902
2011-07-04,4716
2011-07-11,4542.700195
2011-07-18,4674.100098
2011-07-25,4500.5
2011-08-01,4169.700195
2011-08-08,4237.899902
2011-08-15,4171.899902
2011-08-22,4271
2011-08-29,4321.5
2011-09-05,4277.399902
2011-09-12,4229.899902
2011-09-19,3978.5
2011-09-26,4070.100098
2011-10-03,4225
2011-10-10,4269
2011-10-17,4203.399902
2011-10-24,4411.399902
2011-10-31,4342.5
2011-11-07,4358.600098
2011-11-14,4246.700195
2011-11-21,4057.600098
2011-11-28,4346.299805
2011-12-05,4264.100098
2011-12-12,4218.799805
2011-12-19,4192.100098
2011-12-26,4111
2012-01-02,4164.5
2012-01-09,4255.399902
2012-01-16,4303
2012-01-23,4348.5
2012-01-30,4320.100098
2012-02-06,4322.600098
2012-02-13,4273.299805
2012-02-20,4389
2012-02-27,4364.100098
2012-03-05,4300.5
2012-03-12,4364.700195
2012-03-19,4360.700195
2012-03-26,4420
2012-04-02,4402.299805
2012-04-09,4404.200195
2012-04-16,4444.399902
2012-04-23,4433.399902
2012-04-30,4459.399902
2012-05-07,4342.700195
2012-05-14,4098.799805
2012-05-21,4081.199951
2012-05-28,4116.899902
2012-06-04,4111.200195
2012-06-11,4107
2012-06-18,4093.800049
2012-06-25,4135.5
2012-07-02,4199
2012-07-09,4118.299805
2012-07-16,4230.600098
2012-07-23,4234.399902
2012-07-30,4243
2012-08-06,4302.799805
2012-08-13,4393.799805
2012-08-20,4376.5
2012-08-27,4339
2012-09-03,4348.799805
2012-09-10,4410.200195
2012-09-17,4430.799805
2012-09-24,4406.299805
2012-10-01,4513.799805
2012-10-08,4510.100098
2012-10-15,4593.5
2012-10-22,4496.299805
2012-10-29,4483.299805
2012-11-05,4482.5
2012-11-12,4360.100098
2012-11-19,4431.5
2012-11-26,4518
2012-12-03,4555.899902
2012-12-10,4595.100098
2012-12-17,4635.200195
2012-12-24,4685.299805
2012-12-31,4742.899902
2013-01-07,4733.799805
2013-01-14,4794.700195
2013-01-21,4858.899902
2013-01-28,4941.899902
2013-02-04,4989.399902
2013-02-11,5054.600098
2013-02-18,5036.700195
2013-02-25,5100.899902
2013-03-04,5137.5
2013-03-11,5129.299805
2013-03-18,4980.799805
2013-03-25,4979.899902
2013-04-01,4899.200195
2013-04-08,5016
2013-04-15,4923
2013-04-22,5082.700195
2013-04-29,5105.399902
2013-05-06,5191.100098
2013-05-13,5159.799805
2013-05-20,4964.299805
2013-05-27,4914
2013-06-03,4729.299805
2013-06-10,4775.5
2013-06-17,4723.799805
2013-06-24,4775.399902
2013-07-01,4826.399902
2013-07-08,4957.5
2013-07-15,4959.399902
2013-07-22,5023.799805
2013-07-29,5098.700195
2013-08-05,5038.799805
2013-08-12,5100.100098
2013-08-19,5115.200195
2013-08-26,5125.299805
2013-09-02,5144
2013-09-09,5214.700195
2013-09-16,5270.799805
2013-09-23,5302.299805
2013-09-30,5205.899902
2013-10-07,5228.799805
2013-10-14,5321
2013-10-21,5385.700195
2013-10-28,5406.5
2013-11-04,5394.399902
2013-11-11,5396.200195
2013-11-18,5330.299805
2013-11-25,5314.299805
2013-12-02,5186
2013-12-09,5101.5
2013-12-16,5261.5
2013-12-23,5323.799805
2013-12-30,5351.799805
2014-01-06,5316.299805
2014-01-13,5316.399902
2014-01-20,5254.299805
2014-01-27,5205.100098
2014-02-03,5184.5
2014-02-10,5366.899902
2014-02-17,5449.399902
2014-02-24,5415.399902
2014-03-03,5477
2014-03-10,5347.100098
2014-03-17,5354
2014-03-24,5376.799805
2014-03-31,5428.600098
2014-04-07,5423.5
2014-04-14,5444.799805
2014-04-21,5515.5
2014-04-28,5438.799805
2014-05-05,5442
2014-05-12,5458.899902
2014-05-19,5470.299805
2014-05-26,5473.799805
2014-06-02,5443.5
2014-06-09,5383.700195
2014-06-16,5401.600098
2014-06-23,5429.100098
2014-06-30,5511.799805
2014-07-07,5474.600098
2014-07-14,5519.200195
2014-07-21,5574.200195
2014-07-28,5547.600098
2014-08-04,5429.600098
2014-08-11,5559.600098
2014-08-18,5640.5
2014-08-25,5624.600098
2014-09-01,5598.899902
2014-09-08,5532.299805
2014-09-15,5437.299805
2014-09-22,5316.600098
2014-09-29,5315.399902
2014-10-06,5185.700195
2014-10-13,5260.100098
2014-10-20,5399.299805
2014-10-27,5505
2014-11-03,5522.100098
2014-11-10,5433.799805
2014-11-17,5292.100098
2014-11-24,5298.100098
2014-12-01,5313.600098
2014-12-08,5196.899902
2014-12-15,5312.700195
2014-12-22,5369.5
2014-12-29,5415
2015-01-05,5440.100098
2015-01-12,5278.799805
2015-01-19,5468.200195
2015-01-26,5551.600098
2015-02-02,5774.700195
2015-02-09,5835.5
2015-02-16,5845.600098
2015-02-23,5898.5
2015-03-02,5868.600098
2015-03-09,5788
2015-03-16,5936.299805
2015-03-23,5888.899902
2015-03-30,5869.700195
2015-04-06,5935.399902
2015-04-13,5851.5
2015-04-20,5906.799805
2015-04-27,5798.799805
2015-05-04,5635.399902
2015-05-11,5730
2015-05-18,5668.200195
2015-05-25,5774.899902
2015-06-01,5506.5
2015-06-08,5552.100098
2015-06-15,5591.5
2015-06-22,5536.100098
2015-06-29,5528
2015-07-06,5478.100098
2015-07-13,5652.5
2015-07-20,5556.799805
2015-07-27,5681.700195
2015-08-03,5472.299805
2015-08-10,5360
2015-08-17,5224.799805
2015-08-24,5274.700195
2015-08-31,5060.799805
2015-09-07,5096.299805
2015-09-14,5194.299805
2015-09-21,5076.700195
2015-09-28,5089.200195
2015-10-05,5309.200195
2015-10-12,5303.700195
2015-10-19,5388.100098
2015-10-26,5288.600098
2015-11-02,5269.700195
2015-11-09,5111.799805
2015-11-16,5305.5
2015-11-23,5251.399902
2015-11-30,5201.5
2015-12-07,5078.600098
2015-12-14,5156.5
2015-12-21,5256.100098
2015-12-28,5344.600098
2016-01-04,5049.399902
2016-01-11,4948.5
2016-01-18,4969.600098
2016-01-25,5056.600098
2016-02-01,5025.600098
2016-02-08,4816.600098
2016-02-15,5008.299805
2016-02-22,4945.100098
2016-02-29,5151.100098
2016-03-07,5224.799805
2016-03-14,5239.299805
2016-03-21,5151.600098
2016-03-28,5073.799805
2016-04-04,5018
2016-04-11,5224.100098
2016-04-18,5299.200195
2016-04-25,5316
2016-05-02,5358.600098
2016-05-09,5396.299805
2016-05-16,5415.200195
2016-05-23,5469.700195
2016-05-30,5392.5
2016-06-06,5391.600098
2016-06-13,5248.299805
2016-06-20,5192.799805
2016-06-27,5327
2016-07-04,5315.600098
2016-07-11,5510.100098
2016-07-18,5574.299805
2016-07-25,5644
2016-08-01,5585.600098
2016-08-08,5626.299805
2016-08-15,5625.399902
2016-08-22,5607.399902
2016-08-29,5470.600098
2016-09-05,5440.5
2016-09-12,5396.700195
2016-09-19,5518.600098
2016-09-26,5525.200195
2016-10-03,5548.5
2016-10-10,5518.5
2016-10-17,5513.899902
2016-10-24,5370.899902
2016-10-31,5263.100098
2016-11-07,5446.600098
2016-11-14,5427.5
2016-11-21,5570.5
2016-11-28,5502.600098
2016-12-05,5615.799805
2016-12-12,5589.700195
2016-12-19,5675.100098
2016-12-26,5719.100098
2017-01-02,5809
2017-01-09,5776.799805
2017-01-16,5709.700195
2017-01-23,5765.600098
2017-01-30,5672.5
2017-02-06,5771.600098
2017-02-13,5851
2017-02-20,5786.899902
2017-02-27,5775.399902
2017-03-06,5811.200195
2017-03-13,5840.799805
2017-03-20,5796.100098
2017-03-27,5903.799805
2017-04-03,5902.600098
2017-04-10,5925.899902
2017-04-17,5885.600098
2017-04-24,5947.600098
2017-05-01,5863.799805
2017-05-08,5870.899902
2017-05-15,5768.899902
2017-05-22,5792.100098
2017-05-29,5821.100098
2017-06-05,5715.5
2017-06-12,5808
2017-06-19,5754.600098
2017-06-26,5764
2017-07-03,5743.899902
2017-07-10,5808.700195
2017-07-17,5771.200195
2017-07-24,5755.200195
2017-07-31,5773.299805
2017-08-07,5743.5
2017-08-14,5798.5
2017-08-21,5803.399902
2017-08-28,5786.100098
2017-09-04,5739.399902
2017-09-11,5755.799805
2017-09-18,5740.600098
2017-09-25,5744.899902
2017-10-02,5777.399902
2017-10-09,5884.700195
2017-10-16,5968.600098
2017-10-23,5969.299805
2017-10-30,6030.299805
2017-11-06,6104.299805
2017-11-13,6038.299805
2017-11-20,6063.100098
2017-11-27,6075.5
2017-12-04,6077.399902
2017-12-11,6087.100098
2017-12-18,6167.299805
2017-12-25,6167.299805
2018-01-01,6229.700195
2018-01-08,6176.799805
2018-01-15,6119.299805
2018-01-22,6164.700195
2018-01-29,6229.799805
2018-02-05,5937.5
2018-02-12,6004.799805
2018-02-19,6105.200195
2018-02-26,6028.399902
2018-03-05,6069.100098
2018-03-12,6054.899902
2018-03-19,5929
2018-03-26,5868.899902
2018-04-02,5886.899902
2018-04-09,5924.700195
2018-04-16,5964.399902
2018-04-23,6042.899902
2018-04-30,6155.399902
2018-05-07,6216.399902
2018-05-14,6190.899902
2018-05-21,6141
2018-05-28,6104
2018-06-04,6156.799805
2018-06-11,6205.299805
2018-06-18,6322.100098
2018-06-25,6289.700195
2018-07-02,6355.700195
2018-07-09,6351.899902
2018-07-16,6377.399902
2018-07-23,6391.5
2018-07-30,6326.399902
2018-08-06,6366.799805
2018-08-13,6426.200195
2018-08-20,6357.899902
2018-08-27,6427.799805
2018-09-03,6252.299805
2018-09-10,6276.299805
2018-09-17,6305.399902
2018-09-24,6325.5
2018-10-01,6301.100098
2018-10-08,6006.600098
2018-10-15,6042.799805
2018-10-22,5759.600098
2018-10-29,5935.799805
2018-11-05,6011
2018-11-12,5822.799805
2018-11-19,5793.399902
2018-11-26,5749.299805
2018-12-03,5757.899902
2018-12-10,5678.799805
2018-12-17,5533.299805
2018-12-24,5716
2018-12-31,5677
2019-01-07,5834.799805
2019-01-14,5941.200195
2019-01-21,5971.100098
2019-01-28,5935.299805
2019-02-04,6136.200195
2019-02-11,6148.600098
2019-02-18,6241.899902
2019-02-25,6273.799805
2019-03-04,6287.100098
2019-03-11,6265.100098
2019-03-18,6280.899902
2019-03-25,6261.700195
2019-04-01,6270.600098
2019-04-08,6347
2019-04-15,6349.899902
2019-04-22,6473.200195
2019-04-29,6427.200195
2019-05-06,6393.100098
2019-05-13,6460.200195
2019-05-20,6545.600098
2019-05-27,6491.799805
2019-06-03,6525.200195
2019-06-10,6633.600098
2019-06-17,6734.299805
2019-06-24,6699.200195
2019-07-01,6831.799805
2019-07-08,6788.799805
2019-07-15,6786.200195
2019-07-22,6879.299805
2019-07-29,6846.100098
2019-08-05,6663.399902
2019-08-12,6485.899902
2019-08-19,6614.299805
2019-08-26,6698.200195
2019-09-02,6752.700195
2019-09-09,6777.100098
2019-09-16,6839
2019-09-23,6824.100098
2019-09-30,6636.899902
2019-10-07,6721.899902
2019-10-14,6758.399902
2019-10-21,6841
2019-10-28,6779.100098
2019-11-04,6833.200195
2019-11-11,6898.899902
2019-11-18,6816.5
2019-11-25,6948
2019-12-02,6813.5
2019-12-09,6844.600098
2019-12-16,6924.399902
2019-12-23,6936.299805
2019-12-30,6855.200195
2020-01-06,7041.899902
2020-01-13,7180.299805
2020-01-20,7203.200195
2020-01-27,7121.200195
2020-02-03,7121.399902
2020-02-10,7227.100098
2020-02-17,7230.399902
2020-02-24,6511.5
2020-03-02,6287.5
2020-03-09,5590.700195
2020-03-16,4854.299805
2020-03-23,4874.200195
2020-03-30,5106.899902
2020-04-06,5439.399902
2020-04-13,5544.700195
2020-04-20,5300.700195
2020-04-27,5325
2020-05-04,5488
2020-05-11,5492.799805
2020-05-18,5608.799805
2020-05-25,5872.200195
2020-06-01,6116.5
2020-06-08,5959.899902
2020-06-15,6061.600098
2020-06-22,6011.799805
2020-06-29,6163.700195
2020-07-06,6036.299805
2020-07-13,6144.899902
2020-07-20,6148
2020-07-27,6058.299805
2020-08-03,6144.899902
2020-08-10,6261.700195
2020-08-17,6270.700195
2020-08-24,6260.799805
2020-08-31,6108.799805
2020-09-07,6038.899902
2020-09-14,6057.600098
2020-09-21,6140.5
2020-09-28,5983.200195
2020-10-05,6312.5
2020-10-12,6385
2020-10-19,6373.700195
2020-10-26,6133.200195
2020-11-02,6395
2020-11-09,6609.299805
2020-11-16,6739.899902
2020-11-23,6816.799805
2020-11-30,6865.299805
2020-12-07,6886.399902
2020-12-14,6924.100098
2020-12-21,6917.5
2020-12-28,6850.600098
2021-01-04,7024.200195
2021-01-11,6986.799805
2021-01-18,7078.899902
2021-01-25,6870.899902
2021-02-01,7112.899902
2021-02-08,7081.299805
2021-02-15,7064
2021-02-22,6940.600098
2021-02-26,6940.600098
2021-03-05,6943
2021-03-12,7014.6
2021-03-19,6959.6
2021-03-26,7063.1
2021-04-02,7064.2
2021-04-09,7252.3
2021-04-16,7325.8
