"id1","id3","id4","id2","s12a_1","s12a_2i","s12a_2ii","s12a_2iii","s12a_3","s12a_4i","s12a_4ii","s12a_4iii","s12a_5","s12a_6","s12a_7i","s12a_7ii","s12a_7iii","s12a_8i","s12a_8ii","s12a_8iii","s12a_9i","s12a_9ii","s12a_10ai","s12a_10aii","s12a_10bi","s12a_10bii","s12a_11","s12a_11ii","s12a_11iii","s12a_12i","s12a_12ii","s12a_13i","s12a_13ii","s12a_14","s12a_15","s12a_15i","s12a_16","s12a_17","s12a_18i","s12a_18ii","s12a_18iii","s12a_19i","s12a_19ii","s12a_20","s12a_21i","s12a_21ii","s12a_22","s12a_23i","s12a_23ii","s12a_23iii","s12a_24","s12a_25","s12a_26i","s12a_26ii","s12a_26iii","s12a_27","s12a_28","s12a_29i","s12a_29ii","s12a_29iii","s12a_30","s12a_31","s12a_32","s12a_33i","s12a_33ii","s12a_33iii","s12a_33iv","s12a_33v","s12a_33vi","s12a_35","s12a_36","hhno"
5,158,41,8,2,,,,,,,,,,,,,0,0,0,8,7,5,2,120,2,20,,,1,1,2,2,2,,,2,2,,,,2,20,2,,,1,6,0,3,4,2,,,,,5,,5,1,3,4,3,2,1,2,2,2,2,1,8.3265,105158041
5,143,14,80,1,60,,6,2,,,,3,,,,,0,,,7,7,60,2,60,2,20,,,24,1,2,3,,,,4,1,3,,3,0,,2,,,1,3,0,3,3,2,,,,,5,,10,1,6,4,3,2,1,2,2,2,2,2,,105143014
8,299,60,10,1,120,,6,2,,,,3,,,,,0,,,2,2,4,1,4,1,,2,,4,2,4,3,2,,,4,1,3,,3,0,,2,,,1,8,0,3,4,2,,,,,3,,,,6,4,3,1,1,2,1,1,2,1,36.48,108299060
6,196,11,92,1,100,0,,2,,,,1,1,100,0,,,,,9,9,100,2,100,2,10,,,24,1,10,3,2,,,2,2,,,,2,0,2,,,2,0,0,,2,2,,,,,7,,,,6,4,3,2,2,2,2,2,2,2,23.32,106196011
7,268,37,115,2,,,,,,,,,,,,,,,,10,10,20,2,20,2,15,,,1,1,7,3,2,"7",,7,2,,,,2,,2,,,1,7,0,3,3,2,,,,2,5,,,,6,4,3,2,1,2,2,2,2,2,18.29,107268037
5,142,49,73,1,3,50,3,2,,,,3,,,,,,,,6,1,140,2,120,2,6,,,24,1,3,3,2,,,1,1,,15,1,,,2,,,4,0,0,,2,2,,,,,2,,,,6,1,3,2,1,2,2,2,2,1,,105142049
6,210,17,102,1,75,,6,2,,,,3,,,,,0,,0,6,6,0.300000011920929,3,0.300000011920929,3,5,,,1,1,3,3,2,,,6,2,,,,2,80,2,,,1,6,0,3,3,2,,,,3,1,,,,6,4,3,2,1,2,2,2,2,1,11.1556,106210017
6,196,18,92,1,3,0,3,2,,,,3,,,,,,,,9,9,100,2,100,2,10,,,24,1,9,3,2,,,2,2,,,,2,0,2,,,1,7,0,3,3,3,,,,3,5,,,,6,4,3,2,1,2,2,2,2,2,29.12,106196018
5,160,16,8,2,,,,,,,,,,,,,,,,1,1,,,,,,2,,2,3,7,3,2,,,4,1,3,,3,,,2,,,1,10,0,3,4,2,,,,,1,,,,6,4,3,1,1,1,1,1,1,1,24.5,105160016
3,61,29,1,1,25,,3,2,,,,3,,,,,,,,8,2,1,1,1,1,,2,,24,1,2,3,2,,,4,1,10,,3,,,2,,,1,15,0,3,4,2,,,,,5,,15,1,6,4,5,2,1,2,2,2,2,1,20.16,103061029
3,86,58,1,1,600,,6,2,,,,3,,,,,,,,6,1,,,2,,5,,,4,1,3,2,2,,,4,1,8,,3,,10,2,,,1,8,0,3,4,1,2,,3,7,1,,,,5,,,2,1,2,2,2,2,2,176,103086058
3,65,30,1,2,,,,,,,,,,,,,,,,8,2,1,1,1,1,,2,,24,1,2,3,2,,,4,2,,,,,,2,,,1,0,0,,1,2,,,,,1,,,,6,4,5,2,1,2,2,2,2,1,12.96,103065030
1,19,14,10,2,,,,,,,,,,,,,0,0,0,7,7,300,2,300,2,20,,,7,2,4,3,2,,,4,2,,,,0,,2,,,2,0,0,,3,3,,,,,1,,,,6,4,5,2,1,2,1,2,2,1,13.4689,101019014
2,52,43,8,2,,,,,,,,,,,,,101,10,6,7,7,5,3,5,3,10,,,1,1,4,3,2,,,4,2,,,,2,80,2,,,1,2,50,3,2,2,,,,,3,,,,6,4,3,2,1,2,2,2,2,2,9.3,102052043
8,305,54,10,1,55,,3,2,,,,3,,,,,100,,6,2,2,2,,2,,,1,,1,1,12,3,2,,,4,1,16,,3,,,2,,,1,6,0,3,4,4,,,,6,1,,,,7,4,3,2,1,1,2,2,2,1,46.5,108305054
6,217,45,1,2,,,,,,,,,,,,,27,,6,8,2,10,2,5,2,,1,,5,2,2,3,2,,,4,1,2,20,3,,,2,,,1,16,0,3,1,3,,,,,1,,,,6,4,3,1,1,1,1,2,1,1,13.4,106217045
6,195,26,92,1,4,,3,2,,,,3,,,,,,,,9,9,100,2,100,2,10,,,24,1,5,3,2,,,7,2,,,,,,2,,,1,2,0,3,2,2,,,,2,2,,,,6,4,3,2,1,2,2,2,2,,22.68,106195026
6,212,1,102,1,6,,3,2,,,,1,1,6,,3,45,,,6,10,0.5,3,,,5,,,1,1,6,3,2,,,6,1,,,,2,10,2,,,1,3,0,3,3,2,,,,,2,,20,1,6,4,3,2,1,2,2,2,2,1,14.8056,106212001
6,212,8,102,2,,,,,,,,,,,,,,,,2,2,,,,,,2,,1,1,6,3,2,,,6,2,,,,,,2,,,1,20,0,3,3,1,,,,,1,,,,6,4,3,2,1,2,2,2,2,1,34.65,106212008
5,159,5,8,1,30,0,3,2,,,,3,,,,,0,0,0,2,2,,,,,,2,,4,2,12,3,2,,,4,1,4,0,3,,,2,,,1,14,0,3,4,2,,,,,2,,,,6,4,3,2,1,1,1,2,2,1,19.6,105159005
6,212,14,102,2,,,,,,,,,,,,,,,,2,2,,,,,,2,,1,1,2,3,2,,,6,2,,,,,,2,,,1,0,0,,3,1,,,,,1,,,,6,4,3,2,1,2,2,2,2,2,18.8484,106212014
1,19,4,10,2,,,,,,,,,,,,,0,0,0,7,7,400,2,400,2,20,,,7,2,6,3,2,,,4,2,,,,0,0,2,,,2,0,0,,2,3,,,,1,1,,,,6,4,5,2,1,2,1,2,2,1,13.4689,101019004
3,100,11,38,1,15,,3,2,,,,3,,,,,,,,2,8,,,,,,2,,24,1,3,3,2,,,4,1,2,,3,,,2,,,1,2,50,3,4,4,,,,,2,,,,6,4,5,2,1,2,2,2,2,1,28.6902,103100011
5,139,65,82,2,,,,,,,,,,,,,,,,9,11,50,3,50,3,8,,,6,1,3,3,2,"6",,4,1,4,50,,2,25,2,,,4,0,0,,3,2,,,,,3,,,,6,4,3,2,1,2,2,2,2,2,141.276,105139065
1,9,136,13,1,40,,3,2,,,,3,,,,,,,,1,1,,,,,,2,,1,1,3,3,2,"10",,4,1,5,,3,,,2,,,1,10,0,3,4,1,1,,3,,1,,,,6,4,3,2,1,2,2,1,2,2,20.48,101009136
5,155,30,7,2,,,,,,,,,,,,,,,,10,10,500,2,500,2,20,,,1,1,8,3,1,"3",,7,2,,,,,,2,,,1,1,0,3,2,3,,,,,2,,,,6,4,3,2,1,1,2,2,1,2,28.66,105155030
6,213,8,10,1,10,0,3,2,,,,3,,,,,,,,2,2,,,,,,2,,1,1,3,3,2,"8",,7,1,4,0,3,,,2,,,1,4,0,3,1,2,,,,7,1,,,,6,4,3,2,1,1,2,1,2,1,33.41,106213008
3,79,58,1,2,,,,,,,,,,,,,,,,5,5,12,2,12,2,8,,,1,1,1,3,2,,,4,2,,,,1,0,2,,,1,7,0,3,3,1,1,0,3,,5,,40,2,6,4,3,2,1,2,2,2,2,,13.18,103079058
5,157,3,8,1,8,0,3,2,,,,3,,,,,10,0,6,6,10,200,2,100,2,60,,,1,2,7,3,2,,,4,1,0,35,1,4,90,2,,,1,2,50,3,3,2,0,0,0,,5,0,30,1,6,4,3,2,1,2,2,2,2,1,12.04,105157003
3,64,1,1,2,,,,,,,,,,,,,,,,2,2,,,,,,2,,6,2,4,3,2,,,4,1,10,,3,,,1,3,,1,10,0,3,3,2,,,,,5,,30,1,6,4,3,2,1,2,2,2,2,1,44.394,103064001
7,268,34,115,1,5,,3,2,,,,1,1,5,,3,,,,14,14,1,4,1,4,45,,,7,2,2,3,2,"7",,7,2,,,,,,2,,,1,1,0,3,1,1,,,,,,,5,1,6,4,3,2,2,2,2,2,2,2,14.2,107268034
3,91,131,44,2,,,,,,,,,,,,,30,,6,2,2,,,,,,,,24,1,8,3,2,"8",,4,1,10,,3,4,,2,,,1,12,0,3,4,1,4,,3,,1,,,,6,4,3,2,1,2,2,2,2,1,169,103091131
8,301,2,10,2,,,,,,,,,,,,,10,,5,2,2,1,,1,,,1,,1,1,5,2,1,"6",,4,1,4,,3,,,2,,,1,9,0,3,4,2,,,,3,3,,,,6,4,3,1,1,2,1,2,2,1,49.5,108301002
3,93,38,43,2,,,,,,,,,,,,,700,,6,5,5,100,2,100,2,10,,,7,2,10,,2,,,4,2,,,,8,,2,,,2,0,0,,3,4,,,,,7,,,,6,4,5,2,1,2,2,2,2,2,106.31,103093038
1,12,36,13,1,960,,6,2,,,,3,,,,,,,,1,1,,,,,,2,,2,2,2,2,2,,,4,1,1,,3,,,2,,,1,10,0,3,4,1,3,,3,,1,,,,6,4,3,1,1,2,2,1,1,1,57.12,101012036
8,301,16,10,2,,,,,,,,,,,,,5,,5,5,5,10,3,10,3,1,,,1,1,2,2,2,,,4,2,,,,1,40,2,,,2,0,0,,3,2,,,,,3,,,,1,4,3,2,2,2,2,2,2,1,11.4,108301016
6,214,21,102,1,10,,3,2,,,,3,,,,,,,,2,2,,,,,,2,,1,1,5,3,2,"7",,7,2,,,,3,50,2,,,1,5,0,3,3,2,,,,7,3,,,,6,4,3,2,1,2,2,2,2,1,15.54,106214021
2,50,18,7,2,,,,,,,,,,,,,0,0,,5,5,5,2,5,2,5,,,5,1,4,3,2,,,4,2,,,,5,60,2,,,1,1,50,3,2,2,,,,,5,,10,1,6,4,3,2,1,2,2,2,2,1,10.9,102050018
6,193,65,84,2,,,,,,,,,,,,,,,,9,9,10,3,10,3,30,,,,1,5,3,2,,,2,2,,,,2,80,2,,,1,4,50,3,,2,,,,,1,,,,6,4,3,2,2,2,2,2,2,2,16.65,106193065
9,317,81,156,1,720,,6,2,,,,3,,,,,26,,,2,2,0,0,,,,2,,1,1,8,3,2,,,3,1,23,90,3,0,,2,,,1,15,0,3,4,4,,,,3,7,,,,6,4,3,2,1,1,2,2,2,2,13.9,109317081
6,206,30,99,2,,,,,,,,,,,,,0,,0,9,9,50,2,50,2,10,,,1,1,3,3,2,,,2,1,6,,6,0,,2,,,1,3,0,3,2,2,,,,,5,,5,1,6,4,3,2,1,2,2,2,2,1,13.79,106206030
6,215,44,10,1,10,,3,2,,,,3,,,,,0,0,,2,2,0,0,0,0,,,,5,2,4,3,2,,,4,1,5,,3,,,2,,,1,10,0,3,4,1,,20,1,,1,,,,6,4,3,1,1,2,1,2,1,1,16.257,106215044
6,215,49,10,1,10,,3,2,,,,1,1,10,,3,0,0,,2,2,0,0,0,0,,,,6,2,2,3,2,,,4,1,2,,3,0,,2,,,1,2,0,3,1,1,0,20,1,,1,,,,6,4,3,1,1,2,1,2,1,1,16.302,106215049
6,215,53,10,1,15,,3,2,,,,3,,,,,0,0,,2,2,0,0,0,0,,,,6,2,6,3,2,,,4,1,12,0,3,,,2,,,1,10,0,3,4,1,,20,1,1,1,,,,6,4,3,1,1,2,1,2,1,1,15.63,106215053
5,143,10,80,1,3,,3,2,,,,3,,,,,0,,,7,7,30,2,30,2,,,3,24,1,5,3,2,,,4,1,0,,,1,20,2,,,2,0,0,,2,2,,,,3,5,,10,1,6,1,3,2,1,2,2,2,2,,,105143010
5,163,26,9,2,,,,,,,,,,,,,,,,5,5,50,2,50,2,5,,,1,1,5,3,2,,,4,2,,,,4,20,2,,,4,0,0,,3,2,,,,,5,,30,1,1,,,1,1,1,1,1,1,1,19.18,105163026
3,85,56,1,2,,,,,,,,,,,,,40,,6,6,1,3,2,2,2,8,,,1,1,10,3,2,,,6,2,4,50,3,3,50,2,,,1,15,0,3,4,2,,,,,1,,,,6,4,3,2,1,2,2,2,2,2,144,103085056
3,86,63,1,2,,,,,,,,,,,,,0,,0,8,2,0,0,0,0,2,,,5,2,5,3,2,,,4,,2,50,3,,,2,,,1,10,0,3,4,2,,,,4,1,,,,6,4,5,2,1,2,2,2,2,2,238,103086063
6,215,89,10,2,,,,,,,,,,,,,0,0,,2,2,0,0,0,0,,,,6,2,7,3,2,,,4,1,3,,3,,,2,,,1,10,0,3,4,1,,20,1,1,1,,,,6,4,3,1,1,2,1,2,1,2,19.32,106215089
3,66,50,1,2,,,,,,,,,,,,,,,,8,6,1,,2,,,2,,1,1,2,3,2,,,4,1,,,,,,2,,,1,0,0,,1,1,,,,,1,,,,6,4,5,2,1,1,1,2,2,1,13.18,103066050
4,128,47,59,1,20,,6,2,,,,3,,,,,,,,9,9,60,2,60,2,8,,,7,2,4,3,2,,,2,2,,,,,80,2,,,1,1,20,,3,3,,,,3,5,,10,1,6,4,3,2,1,2,1,2,2,1,10.63,104128047
7,271,18,126,2,,,,,,,,,,,,,0,,0,12,12,40,2,40,2,3,,,2,1,2,3,2,"10",,4,2,,,,,30,2,,,4,0,0,,2,2,,,,,5,0,,0,6,4,1,2,2,2,2,2,2,2,11.87,107271018
4,101,93,3,2,,,,,,,,,,,,,,,,7,7,400,2,400,2,15,,,1,1,5,3,2,,,3,2,,,,14,,2,,,1,6,0,,3,3,,,,,3,,,,6,4,3,2,1,2,2,2,2,2,32,104101093
7,268,16,115,2,,,,,,,,,,,,,150,,6,10,10,1,2,1,2,,2,,7,2,10,3,1,"2",,7,2,,,,2,,2,,,1,36,0,3,3,1,,,,4,5,,5,1,6,4,3,2,1,2,2,2,2,2,68.7,107268016
6,216,66,10,1,3,0,3,2,,,,3,,,,,,,,5,5,15,2,15,2,10,,,1,1,6,3,2,,,4,2,,,,6,0,2,,,4,0,0,,3,2,,,,2,3,,,,6,4,3,1,1,2,2,2,2,1,16.304,106216066
6,210,11,102,1,4,,3,2,,,,2,1,2,,3,0,,0,6,6,0.300000011920929,3,0.300000011920929,3,10,,,1,1,1,3,2,,,6,2,,,,,70,2,,,1,3,50,3,1,3,,,,,5,,5,1,6,4,3,2,1,2,2,2,2,2,11.764,106210011
6,216,74,10,1,4,,3,2,,,,3,,,,,18,50,6,5,5,15,2,15,2,6,,,4,2,2,3,2,,,4,2,,,,1,40,2,,,1,3,0,3,3,2,,,,,3,,,,6,4,3,1,1,2,1,2,2,1,11.218,106216074
9,317,45,156,1,144,,6,2,,,,3,,,,,0,,,9,9,9,2,9,2,5,,,24,1,1,2,2,,,4,1,6,,3,6,,2,,,1,4,0,3,,2,,,,,1,,,,6,4,3,2,2,2,2,2,2,2,11.92,109317045
2,34,56,2,2,,,,,,,,,,,,,,,,5,5,10,1,10,1,5,,,1,1,6,2,2,,,4,2,,,,12,,2,,,1,5,0,3,3,2,,,,,5,,10,1,6,4,3,2,1,2,2,1,2,2,12.6,102034056
7,247,20,114,2,,,,,,,,,,,,,17,,6,2,2,,,,,,2,,1,1,3,3,2,,,2,1,7,,3,,,2,,,1,6,0,3,4,2,,,,3,1,,,,6,4,3,2,1,2,2,2,2,1,12.73,107247020
3,97,17,43,2,,,,,,,,,,,,,,,,1,1,,,,,,2,,7,2,4,3,2,,,4,1,4,,3,,,2,,,1,10,0,3,3,1,2,40,3,,1,,,,6,4,5,2,1,2,2,2,2,1,14.78,103097017
6,209,37,102,1,10,,3,2,,,,3,,,,,,,,2,2,,,,,,,,3,2,4,3,2,,,4,1,5,,3,,,2,,,1,10,0,3,4,1,,10,1,,5,,20,1,6,4,3,2,2,2,2,2,2,2,22.92,106209037
3,81,31,1,2,,,,,,,,,,,,,0,,0,2,2,0,0,0,0,2,,,5,2,3,3,2,,,4,1,2,,3,,,1,30,8,1,5,0,3,6,2,,,,4,5,,30,1,1,4,3,2,1,2,2,2,2,2,29.6,103081031
3,91,84,44,2,,,,,,,,,,,,,,,,5,5,1,1,1,1,2,,,5,2,6,3,2,,,4,2,,,,10,,2,,,2,0,0,,3,4,,,,,2,,,,6,4,4,2,1,2,2,2,2,2,14.28,103091084
3,61,47,1,1,30,,3,2,,,,3,,,,,,,,8,5,8,2,18,2,5,,,1,1,2,2,2,,,4,,,,,3,50,2,,,1,10,0,3,3,3,,60,2,2,5,,15,1,5,4,5,2,1,2,2,2,2,2,30.82,103061047
4,102,19,3,2,,,,,,,,,,,,,,,,2,2,0,0,0,0,,2,,1,1,4,3,2,,,4,1,15,,3,,,2,,,2,0,0,,3,4,,,,,3,,,,5,4,3,2,1,2,2,2,2,2,12.3,104102019
6,218,12,10,2,,,,,,,,,,,,,,,,8,10,15,2,,,4,,,1,1,7,3,1,"2",,1,2,,,,,,2,,,1,5,0,3,3,1,3,,3,,1,,,,6,4,4,1,1,1,1,2,1,1,14.49,106218012
2,36,13,3,2,,,,,,,,,,,,,,,,5,5,100,1,100,1,5,,,1,1,2,2,2,"10",,4,2,,,,2,80,2,,,2,0,0,,3,3,,,,,7,,,,6,4,3,2,2,2,2,2,2,1,11.52,102036013
6,218,26,10,2,,,,,,,,,,,,,60,,6,8,10,5,2,,,5,,,1,1,8,3,2,,,1,2,,,,,,2,,,1,8,0,3,3,1,3,0,3,,1,,,,6,4,3,1,1,1,1,2,1,1,15.63,106218026
6,218,33,10,1,40,,3,2,,,,3,,,,,40,,6,8,2,10,2,2,2,,5,,1,1,6,3,1,"2",,4,1,5,,3,,,2,,,1,10,0,3,3,1,5,,3,,1,,,,6,4,3,1,1,1,1,2,1,2,83.17,106218033
6,218,35,10,1,40,,3,2,,,,3,,,,,,,,8,2,10,2,3,2,,2,,6,2,5,3,2,,,4,1,8,0,3,,,2,,,1,10,0,3,4,1,5,0,3,,1,,,,6,4,3,1,1,1,1,1,1,2,87.89,106218035
6,227,12,110,1,10,0,3,2,,,,3,,,,,0,,0,9,9,100,2,100,2,10,,,1,1,6,3,2,"10",,2,2,,,,6,30,2,,,1,10,0,3,3,2,,,,6,2,,,,6,4,3,1,1,2,1,2,1,1,15.04,106227012
2,33,37,2,1,15,0,3,2,,,,1,1,15,,3,,,,7,7,250,2,250,2,20,,,1,1,1,3,2,,,2,2,,,,,,2,,,1,15,0,3,4,2,,,,6,7,,,,6,4,3,2,1,1,2,2,2,1,13.5,102033037
6,218,54,10,2,,,,,,,,,,,,,,,,8,10,5,2,5,2,,5,,1,1,3,3,1,"2",,1,2,,,,,,2,,,1,3,0,3,1,1,2,,3,,1,,,,6,4,3,1,1,1,1,2,1,1,18.23,106218054
6,219,42,10,1,6,,3,2,,,,3,,,,,,,,8,7,10,2,50,2,30,,,3,2,4,3,2,,,4,2,,,,3,20,2,,,1,8,0,3,3,2,,,,2,5,,20,1,6,4,3,1,1,1,1,2,1,1,15.6,106219042
6,219,49,10,2,,,,,,,,,,,,,,,,8,7,10,2,50,2,15,,,1,1,4,2,2,,,2,2,,,,2,80,2,,,1,4,0,3,3,2,,,,7,5,,50,1,6,4,3,2,1,2,2,2,2,1,13.2,106219049
1,11,146,13,2,,,,,,,,,,,,,,,,2,2,,,,,,2,,3,4,8,3,2,,,4,2,,,,,,2,,,1,0,0,,3,2,,,,,1,,,,6,4,3,2,1,2,1,1,2,1,14.38,101011146
6,207,23,102,1,8,,3,2,,,,2,1,5,,3,,,,6,6,20,2,20,2,15,,,1,1,5,3,2,,,6,2,,,,4,20,2,,,1,9,0,3,3,2,,,,,5,,30,1,6,4,3,2,1,2,2,2,2,2,17.0352,106207023
3,67,53,1,2,,,,,,,,,,,,,,,,8,1,5,2,,,2,,,1,1,1,2,2,,,4,1,10,,3,,,2,,,1,12,0,3,4,1,,50,2,,1,,,,6,4,4,1,1,1,1,2,2,2,26.8,103067053
6,219,126,10,2,,,,,,,,,,,,,6,,6,8,7,5,2,25,2,10,,,2,2,8,3,2,,,4,2,,,,1,60,2,,,1,8,0,3,3,2,,,,1,5,,30,1,6,4,3,2,1,2,2,2,2,1,12.8,106219126
4,120,34,49,1,15,,3,2,,,,3,,,,,,,,7,7,100,2,100,2,3,,,4,2,4,3,2,,,4,2,,,,2,80,2,,,1,7,0,3,4,2,,,,,2,,,,6,4,3,1,1,1,1,1,1,1,25.9,104120034
6,206,8,99,2,,,,,,,,,,,,,0,,0,9,9,40,2,40,2,5,,,1,1,2,3,2,,,2,2,,,,0,,2,,,4,0,0,,2,4,,,,2,2,,,,6,4,3,2,1,2,2,2,2,2,15.32,106206008
6,195,133,92,2,,,,,,,,,,,,,250,,6,6,9,0.25,3,0.25,3,15,,,1,1,3,3,2,,,2,2,,5,,,10,2,,,8,0,0,,2,2,,,,,2,,,,6,4,3,2,1,2,2,2,2,2,22.04,106195133
3,74,20,1,2,,,,,,,,,,,,,100,,6,2,2,,0,,0,,2,,5,2,3,3,2,,,4,1,3,,3,,,2,,,1,10,0,3,3,1,1,,2,,2,,,,6,4,5,2,1,2,2,2,2,1,17.139,103074020
1,18,11,10,1,10,,3,2,,,,3,,,,,,,,7,7,200,,200,,15,,,4,2,3,3,2,,,4,2,,,,2,,2,,,1,3,60,3,3,2,,,,,5,,10,1,6,4,3,2,1,2,1,2,2,1,5.3,101018011
6,221,31,103,1,8,,3,2,,,,1,1,8,,3,,,,10,10,140,2,140,2,12,,,1,1,4,3,2,"10",,2,2,,,,2,80,2,,,1,1,0,3,3,2,,,,,5,,10,1,6,4,3,1,1,2,2,2,1,1,13.38,106221031
4,101,38,3,1,5,,3,2,,,,3,,,,,,,,7,7,2,2,2,2,5,,,1,1,6,3,2,,,3,2,,,,12,6,2,,,2,0,0,,3,2,,,,,5,,5,1,6,4,3,2,2,2,2,2,2,2,12.2,104101038
3,63,26,1,2,,,,,,,,,,,,,30,,6,8,2,1,1,1,1,,2,,24,1,5,3,2,,,4,1,12,,3,,,2,,,1,15,0,3,4,2,,,,,1,,,,6,4,5,2,1,2,1,2,2,1,33.58,103063026
8,303,22,10,2,,,,,,,,,,,,,15,,6,5,5,1,4,1,4,70,,,1,1,6,2,2,,,4,2,,,,4,20,2,,,1,8,0,3,3,2,,,,3,5,,30,,1,1,3,2,1,2,2,2,2,1,36.74,108303022
3,100,16,38,2,,,,,,,,,,,,,,,,8,2,,,,,,2,,7,2,7,3,2,,,4,1,10,,3,,,2,,,1,15,0,3,3,4,,,,,1,,,,6,4,5,2,1,2,2,2,2,1,13.14,103100016
7,251,46,127,2,,,,,,,,,,,,,8,,,2,2,30,2,30,2,,2,,7,2,1,3,2,,,4,1,,50,3,,,2,,,1,8,0,3,4,1,,,,,1,,,,6,4,3,2,1,2,2,2,2,1,12.4,107251046
6,205,28,102,1,10,,3,2,,,,3,,,,,,,,10,10,,,,,,,,1,1,6,3,2,,,6,2,,,,10,,2,,,1,4,0,3,3,1,,20,1,2,2,,,,6,4,3,2,1,2,2,2,2,2,21.08,106205028
1,19,11,10,,,,,,,,,,,,,,0,0,0,7,7,160,2,160,2,17,,,6,2,7,3,2,,,4,2,,,,0,0,2,,,4,0,0,,3,2,,,,,1,,,,6,4,5,2,1,2,1,2,2,1,13.4689,101019011
6,219,53,10,2,,,,,,,,,,,,,8,0,6,8,7,5,2,30,2,20,,,3,2,2,3,2,,,4,2,,,,1,0,2,,,1,3,0,3,3,2,,,,,5,,10,1,6,4,3,2,1,2,2,2,2,1,13.2,106219053
5,136,7,70,2,,,,,,,,,,,,,,,,10,10,100,2,100,2,15,,,24,,2,3,2,"6",,2,2,,,,,,2,,,7,0,0,,2,2,,,,,3,,,,1,4,3,2,1,2,2,2,2,2,9.8,105136007
6,216,54,10,1,7,0,3,2,,,,3,,,,,,,,5,5,10,2,10,2,15,,,1,1,4,3,2,,,4,2,,,,2,80,2,,,1,3,0,3,3,2,,,,1,5,,20,,6,4,3,1,1,1,1,1,1,1,14.493,106216054
2,52,41,8,2,,,,,,,,,,,,,10,50,6,7,7,100,2,100,2,25,,,1,1,2,3,2,,,4,2,,,,35,,2,,,1,2,50,3,3,2,,,,7,2,,,,6,4,3,2,1,2,2,2,2,2,5,102052041
3,93,8,43,2,,,,,,,,,,,,,0,,0,8,5,0,0,50,2,5,,,5,2,3,2,2,,,4,2,,,,8,,2,,,2,0,0,,3,2,,,,1,7,,,,6,4,5,2,1,2,2,2,2,1,10.4,103093008
1,29,29,12,2,,,,,,,,,,,,,,,,10,10,70,2,70,2,8,,,321,6,6,3,2,,,2,2,,,,2,40,2,,,2,0,0,,3,2,,,,,5,,,,6,4,3,2,1,2,1,2,2,1,14.8125,101029029
3,62,62,1,1,120,,6,2,,,,3,,,,,,,,8,5,8,2,6,2,4,,,1,1,2,3,2,,,4,2,,,,3,50,2,,,1,12,0,3,3,3,,,,,5,,30,1,6,4,5,2,1,2,2,2,2,1,23.52,103062062
6,225,1,111,2,,,,,,,,,,,,,,,,9,9,80,2,80,2,25,,,1,1,7,3,2,,,2,1,1,,3,,,2,,,4,0,0,,2,3,,,,,2,,,,6,4,3,2,1,2,2,2,2,2,31.5,106225001
3,73,4,1,2,,,,,,,,,,,,,,,,8,5,5,3,15,3,9,,,1,1,2,3,2,,,6,2,,,,3,,2,,,1,3,0,3,1,1,5,,6,,3,,10,1,6,4,3,2,1,2,2,2,2,2,17.98,103073004
6,225,21,111,2,,,,,,,,,,,,,,,,9,9,80,2,80,2,20,,,1,1,15,3,2,,,2,1,1,,3,,,2,,,1,6,0,3,2,3,,,,1,2,,,,6,4,3,2,1,2,2,2,2,2,71.54,106225021
6,218,1,10,2,,,,,,,,,,,,,30,,6,2,2,,,,,,2,,1,1,2,3,1,"2",,4,1,3,0,3,,,2,,,1,5,0,3,3,1,2,0,3,,1,,,,6,4,3,1,1,1,1,2,1,1,16.73,106218001
7,264,35,124,2,,,,,,,,,,,,,,,,7,7,200,1,200,1,30,,,7,1,5,2,2,"7",,2,2,,,,,,2,,,2,0,0,,2,2,,,,2,2,,,,6,4,3,2,1,2,2,2,2,1,14.82,107264035
6,225,37,111,2,,,,,,,,,,,,,20,,6,9,9,20,2,20,2,15,,,1,1,7,3,2,,,2,1,1,,3,,,2,,,1,5,0,3,2,3,,,,,7,,,,6,4,3,2,1,2,2,2,2,2,108.2,106225037
5,175,41,15,1,50,0,3,2,,,,3,,,,,0,0,0,8,2,0,0,0,0,2,,,3,2,4,3,2,,,4,1,13,50,3,0,0,2,,,1,25,0,3,3,2,,,,,1,,,,6,4,3,2,1,2,2,2,2,1,47.7,105175041
4,128,60,59,1,9,,3,2,,,,3,,,,,45,,6,7,12,200,2,400,2,10,,,1,1,10,3,2,,,3,2,,,,3,50,2,,,1,5,0,3,2,2,,,,,5,,5,1,6,4,3,1,1,1,1,2,1,1,67.7,104128060
3,75,74,1,2,,,,,,,,,,,,,0,,0,6,6,7,2,7,2,20,,,4,2,4,3,2,,,4,2,,,,2,,2,,,4,0,0,,3,3,,,,7,7,,,,6,4,3,2,2,2,2,2,2,2,19.967,103075074
6,207,39,102,1,600,,6,2,,,,1,5,600,,6,,,,2,2,,,,,,2,,1,1,6,3,2,,,4,2,,,,,,2,,,1,0,0,,4,2,,,,4,1,,,,6,4,3,2,1,2,2,2,2,1,44.4876,106207039
5,157,86,8,2,,,,,,,,,,,,,0,0,0,2,2,0,0,0,0,,2,,4,2,5,3,2,,,4,1,2,0,3,0,0,2,,,1,10,0,3,4,2,,,,,3,,,,6,4,3,2,1,2,1,2,2,1,29.6,105157086
3,68,97,1,1,30,,3,2,,,,3,,,,,,,,5,5,50,2,50,2,10,,,7,2,5,3,2,,,4,1,3,,3,1,50,2,,,1,6,0,3,3,2,,,,,2,,,,6,4,3,2,1,2,2,2,2,1,22.714,103068097
