"id1","id3","id4","id2","s12a_1","s12a_2i","s12a_2ii","s12a_2iii","s12a_3","s12a_4i","s12a_4ii","s12a_4iii","s12a_5","s12a_6","s12a_7i","s12a_7ii","s12a_7iii","s12a_8i","s12a_8ii","s12a_8iii","s12a_9i","s12a_9ii","s12a_10ai","s12a_10aii","s12a_10bi","s12a_10bii","s12a_11","s12a_11ii","s12a_11iii","s12a_12i","s12a_12ii","s12a_13i","s12a_13ii","s12a_14","s12a_15","s12a_15i","s12a_16","s12a_17","s12a_18i","s12a_18ii","s12a_18iii","s12a_19i","s12a_19ii","s12a_20","s12a_21i","s12a_21ii","s12a_22","s12a_23i","s12a_23ii","s12a_23iii","s12a_24","s12a_25","s12a_26i","s12a_26ii","s12a_26iii","s12a_27","s12a_28","s12a_29i","s12a_29ii","s12a_29iii","s12a_30","s12a_31","s12a_32","s12a_33i","s12a_33ii","s12a_33iii","s12a_33iv","s12a_33v","s12a_33vi","s12a_35","s12a_36","hhno"
5,147,4,80,2,,,,,,,,,,,,,0,0,,9,9,1,3,1,3,15,,,24,1,2,3,2,"6",,2,1,,10,1,0,0,2,,,1,2,0,,3,4,,,,,3,,10,1,6,4,3,2,1,2,1,2,2,2,261.2,105147004
6,194,55,93,2,,,,,,,,,,,,,300,0,6,9,9,300,2,300,2,60,,,1,1,20,3,2,,,2,2,,,,0,0,2,,,4,0,0,,2,2,,,,1,2,,,,1,1,3,2,2,2,2,2,2,2,21.32,106194055
8,309,14,157,2,,,,,,,,,,,,,20,,6,14,14,1,3,1,3,60,,,1,1,6,3,2,,,2,2,,,,,,2,,,2,0,0,,2,3,,,,3,7,,,,1,4,1,2,1,2,2,2,2,1,11.36,108309014
1,20,35,10,2,,,,,,,,,,,,,,,,11,11,20,2,20,2,2,,,320,6,4,3,2,,,6,2,,,,3,,2,,,1,2,30,3,2,2,,,,,5,,5,1,6,4,3,2,1,2,2,2,2,1,26.499,101020035
1,14,65,8,2,,,,,,,,,,,,,,0,0,12,12,200,2,200,2,15,,,,,6,3,2,"10",,7,2,,,,,0,2,,,2,0,0,,2,3,,,,,2,,,,1,1,1,2,1,2,2,1,2,1,19.33,101014065
1,20,27,10,2,,,,,,,,,,,,,60,,6,10,10,100,2,100,2,12,,,310,6,4,3,2,,,6,2,,,,1,,2,,,1,3,0,3,3,2,,,,3,5,,5,1,6,4,3,2,1,2,2,2,2,1,10.1123,101020027
7,267,1,122,1,2,,3,2,,,,3,,,,,,,,12,12,1,3,1,3,30,,,1,1,1,2,2,"10",,2,2,,,,,,2,,,4,0,0,,2,2,,,,,2,,,,1,4,3,2,2,2,2,2,2,1,18.96,107267001
8,277,10,142,2,,,,,,,,,,,,,,,,9,9,1,3,1,3,70,,,1,1,10,3,2,"10",,2,2,,,,,,2,,,1,2,0,3,2,4,,,,3,7,,,,1,4,1,2,1,2,2,2,2,1,35.55,108277010
9,325,31,154,2,,,,,,,,,,,,,,,0,9,9,200,2,200,2,20,,,0,0,6,3,2,,,2,2,,,,0,,2,,,4,0,0,,2,4,,,,3,7,,,,1,4,3,2,1,2,2,2,2,1,22.29,109325031
9,328,25,154,2,,,,,,,,,,,,,0,,0,9,9,200,2,200,2,15,,,24,1,2,3,2,,,2,2,,,,,,2,,,1,7,0,,2,4,,,,,7,,,,1,4,3,2,1,2,2,2,2,1,22.78,109328025
6,226,114,12,2,,,,,,,,,,,,,,,,9,9,50,2,50,2,30,,,1,1,4,3,2,"10",,2,2,,,,2,80,2,,,4,0,0,,2,2,,,,,7,,,,6,4,3,2,2,2,2,2,2,2,31.4,106226114
6,184,94,95,2,,,,,,,,,,,,,,,,7,7,100,2,100,2,10,,,24,1,6,3,2,,,2,2,,,,,50,2,,,1,5,0,3,3,2,,,,,3,,,,6,4,3,2,1,2,2,2,2,2,35.84,106184094
7,269,22,155,2,,,,,,,,,,,,,,,,12,10,100,2,2,2,6,,,7,2,5,3,1,"4",,7,2,,,,,30,2,,,1,1,20,3,2,3,,,,,7,,,,1,4,1,2,2,2,2,2,2,2,25.13,107269022
4,133,33,51,2,,,,,,,,,,,,,0,,,9,9,150,2,150,2,20,,,,1,3,3,2,"6",,5,2,,,,0,14,2,,,1,2,0,3,2,2,,,,4,2,,,,1,4,3,2,2,2,2,2,2,1,14.28,104133033
1,20,18,10,2,,,,,,,,,,,,,850,,6,9,10,40,2,80,2,8,,,5,2,5,3,2,,,6,2,,,,3,,2,,,1,5,0,3,2,2,,,,,5,,5,1,6,4,3,2,1,2,2,2,2,1,45.3089,101020018
8,280,9,144,2,,,,,,,,,,,,,0,0,0,12,12,0.5,3,0.5,3,30,,,1,1,10,3,2,"10",,2,2,,,,0,0,2,,,2,0,0,,2,3,,,,3,7,,,,1,4,1,2,1,2,2,2,2,1,47.36,108280009
9,315,1,157,2,,,,,,,,,,,,,0,0,0,9,9,3,2,3,2,5,,,,0,5,3,2,,,7,2,,,,0,0,2,,,2,0,0,,2,3,,,,3,7,,,,1,1,3,2,2,2,2,2,2,1,13.5,109315001
7,261,77,8,2,,,,,,,,,,,,,0,,0,9,9,20,2,20,2,15,,,7,1,9,3,2,"7",,2,2,,,,0,,2,,,2,0,0,,2,2,,,,,5,0,,0,6,4,3,2,2,2,2,2,2,1,18.7,107261077
2,39,61,31,,,,,,,,,,,,,,0,,0,12,12,400,2,400,2,45,,,1,1,6,2,,"10",,7,2,,,,0,,2,,,1,1,50,,2,2,,,,,2,,,,6,4,3,2,2,2,2,2,2,2,37.74,102039061
8,280,12,144,2,,,,,,,,,,,,,0,0,0,12,12,10,2,10,2,10,,,1,1,20,3,2,"10",,2,2,,,,0,0,2,,,2,0,0,,2,3,,,,,7,,,,,,,2,2,2,2,2,2,1,,108280012
8,280,13,144,2,,,,,,,,,,,,,0,0,0,12,12,10,2,10,2,10,,,1,1,15,3,2,"10",,2,2,,,,0,0,2,,,4,0,0,,2,3,,,,3,7,,,,1,1,1,2,2,2,2,2,2,1,20.16,108280013
1,24,20,17,2,,,,,,,,,,,,,0,0,0,9,9,150,2,150,2,9,,,7,2,2,3,2,,,2,2,,,,0,0,2,,,1,5,50,3,3,2,,,,,3,,,,6,4,3,2,1,2,2,2,2,2,12.7798,101024020
6,220,34,86,2,,,,,,,,,,,,,0,,,9,9,10,2,10,2,5,,,1,1,10,3,2,,,2,2,,,,3,50,2,,,1,2,0,3,2,2,,,,4,3,,,,6,4,3,1,1,2,2,2,1,1,15.609,106220034
8,280,15,144,2,,,,,,,,,,,,,0,0,0,12,12,10,2,10,2,10,,,1,1,15,3,2,"10",,2,2,,,,0,0,2,,,2,0,0,,2,3,,,,3,7,,,,1,1,1,2,2,2,2,2,2,1,18.51,108280015
8,280,17,144,2,,,,,,,,,,,,,0,0,0,12,12,10,2,10,2,10,,,1,1,19,3,2,"10",,2,2,,,,0,0,2,,,4,0,0,,2,3,,,,3,7,,,,1,1,1,2,2,2,2,2,2,1,32.43,108280017
5,171,32,13,2,,,,,,,,,,,,,0,0,0,7,9,300,,300,,12,,,1,1,2,3,2,,,3,2,,,,1,20,2,,,1,1,10,3,1,4,,,,,2,,,,6,4,3,2,1,2,2,2,2,1,10.2,105171032
2,53,29,22,2,,,,,,,,,,,,,,,,9,9,450,2,450,2,60,,,1,1,6,3,2,,,5,2,,,,,70,2,,,2,0,0,,2,3,,,,,2,,,,1,1,3,2,1,2,2,2,2,2,15.48,102053029
9,313,12,158,2,,,,,,,,,,,,,0,,,9,9,150,2,150,2,,,,,,5,3,2,,,7,2,,,,0,,2,,,1,8,0,3,3,4,,,,7,7,,,,6,5,3,2,1,2,2,2,2,1,14.3,109313012
6,226,44,12,2,,,,,,,,,,,,,,,,9,9,40,2,40,2,25,,,1,1,8,3,2,"10",,2,2,,,,4,0,2,,,1,2,50,3,2,2,,,,,5,,,,6,4,3,2,2,2,2,2,2,2,17.63,106226044
1,20,14,10,2,,,,,,,,,,,,,100,,6,9,9,50,2,50,2,7,,,5,2,3,3,2,,,2,2,,,,2,,2,,,1,5,0,3,3,2,,,,,5,,20,1,6,4,3,2,1,2,2,2,2,1,15.405,101020014
9,327,12,154,2,,,,,,,,,,,,,,,,9,9,100,2,100,2,15,,,24,1,5,3,2,,,2,2,,,,,,2,,,4,0,0,,2,3,,,,,7,,,,1,1,3,2,2,2,2,2,2,1,22.06,109327012
8,277,4,142,2,,,,,,,,,,,,,60,0,6,9,9,1,3,1,3,60,,,1,1,12,3,2,"10",,2,2,,,,,,2,,,2,0,0,,2,4,,,,3,7,,,,1,4,1,2,1,2,2,2,2,1,38.59,108277004
3,95,74,43,1,10,,3,2,,,,3,,,,,,,,8,5,,,8,1,1,,,3,2,6,3,2,,,3,,,,,3,,2,,,2,0,0,,3,2,,,,,5,,,,1,4,3,2,1,2,2,2,2,2,15.12,103095074
1,3,13,1,2,,,,,,,,,,,,,,,,11,11,60,2,60,2,8,,,360,6,6,3,2,,,7,2,,,,,40,2,,,2,0,0,,2,2,,,,,7,,,,6,4,5,2,1,2,2,2,2,1,30.4868,101003013
1,7,7,2,2,,,,,,,,,,,,,0,,0,8,9,0,0,200,2,15,,,24,1,2,3,2,,,2,2,,,,4,2,2,,,1,5,0,3,4,4,,,,,1,,,,6,7,3,2,1,2,2,2,2,1,48.6,101007007
8,281,78,143,2,,,,,,,,,,,,,0,0,0,14,14,1,3,1,3,60,,,1,1,10,3,2,,,2,2,,,,0,,2,,,4,0,0,,2,3,,,,3,7,,,,1,4,3,2,2,2,2,2,2,1,26.75,108281078
1,17,56,10,2,,,,,,,,,,,,,6,,6,9,12,50,2,60,2,7,,,365,6,6,3,2,,,7,2,,,,1,50,2,,,2,0,0,,2,2,,,,3,5,,,,1,4,8,2,1,2,2,2,2,1,9.7989,101017056
8,274,25,150,2,,,,,,,,,,,,,,,,9,9,200,2,200,2,10,,,1,1,9,3,2,,,2,2,,,,,,2,,,4,0,0,,2,2,,,,3,7,,,,1,1,1,2,2,2,2,2,2,2,17.64,108274025
2,53,27,22,2,,,,,,,,,,,,,,,,9,9,250,2,250,2,35,,,1,1,12,3,2,,,5,2,,,,2,80,2,,,2,0,0,,2,3,,,,3,2,,,,1,1,3,2,1,2,2,2,2,1,15.12,102053027
9,327,11,154,2,,,,,,,,,,,,,,,,9,9,100,2,100,2,30,,,24,1,20,3,2,,,2,2,,,,,,2,,,4,0,0,,2,3,,,,3,7,,,,1,4,3,2,1,2,2,2,2,1,57.67,109327011
6,199,5,96,2,,,,,,,,,,,,,0,0,,9,9,200,2,200,2,15,,,1,1,5,3,2,"8",,2,2,,,,0,0,2,,,4,0,0,,2,3,,,,1,2,,,,1,1,3,2,1,2,2,2,2,1,7.56,106199005
4,107,21,46,2,,,,,,,,,,,,,,,,11,11,400,2,400,2,15,,,1,1,6,3,2,,,2,2,,,,,,2,,,2,0,0,,2,5,,,,,7,,,,1,4,1,2,1,2,2,2,2,2,31.4,104107021
6,189,6,97,2,,,,,,,,,,,,,,,,9,9,300,2,300,2,15,,,1,1,3,3,2,,,2,2,,,,1,95,2,,,1,0,0,,3,2,,,,,5,,5,,6,4,3,2,2,2,2,2,2,2,27.84,106189006
8,292,32,140,2,,,,,,,,,,,,,80,0,6,9,9,500,2,500,2,1,,,1,1,5,2,1,"3,6",,3,2,,,,0,0,2,,,4,0,0,,2,3,,,,3,7,,,,1,4,1,2,2,2,2,2,2,1,51.43,108292032
5,149,26,67,2,,,,,,,,,,,,,0,,1,9,9,100,2,100,2,15,,,1,1,3,3,2,"6",,2,2,,,,0,,2,,,4,0,0,,2,2,,,,,2,,,,1,1,3,2,2,2,2,2,2,2,254.518,105149026
9,315,4,157,2,,,,,,,,,,,,,0,0,0,9,9,3,1,3,1,5,,,0,0,10,3,2,,,7,2,,,,0,,2,,,2,0,0,,2,4,,,,7,7,,,,1,1,3,2,1,2,2,2,2,1,21.4,109315004
2,48,22,20,2,,,,,,,,,,,,,0,0,,12,13,200,2,,,20,,,1,1,3,3,2,,,7,2,,,,,0,2,,,2,0,0,,2,2,,,,6,2,,,,1,1,3,2,2,2,2,2,2,2,7.1,102048022
8,282,5,153,2,,,,,,,,,,,,,0,0,0,14,14,1,3,1,3,45,,,1,1,7,3,2,"10",,2,2,,,,,,2,,,2,0,0,,2,3,,,,3,7,,,,1,4,3,2,2,2,2,2,2,1,11.18,108282005
9,327,3,154,2,,,,,,,,,,,,,,,,9,9,700,2,700,2,15,,,1,1,12,3,2,,,2,2,,,,,,2,,,4,0,0,,3,3,,,,3,7,,,,1,4,3,2,1,2,2,2,2,1,42.75,109327003
2,55,120,9,2,,,,,,,,,,,,,,,,7,7,20,2,20,2,5,,,1,1,2,3,2,,,4,2,,,,1,40,2,,,1,4,0,3,1,3,,,,,5,,,,6,4,3,2,1,2,2,2,2,2,12.3,102055120
6,178,4,1,1,2,0,3,2,,,,3,,,,,0,0,0,9,9,60,2,60,2,20,,,1,1,3,3,2,"10",,2,2,,,,0,15,2,,,4,0,0,,2,2,,,,,3,,,,6,4,3,2,1,2,2,2,2,2,11.9,106178004
3,87,24,41,2,,,,,,,,,,,,,,,,8,12,1,3,150,2,10,,,1,1,6,3,2,,,2,2,,,,3,0,2,,,2,0,0,,2,3,,,,,3,,,,6,4,3,2,1,2,2,2,2,2,36.778,103087024
6,180,3,94,2,,,,,,,,,,,,,,,,9,9,9,2,9,2,10,,,9,2,6,3,2,"7",,1,2,,,,,,2,,,4,0,0,,2,3,,,,1,2,,,,1,1,3,2,1,2,2,2,2,2,21,106180003
2,39,54,31,2,,,,,,,,,,,,,11,,6,12,12,300,2,300,2,15,,,1,1,4,3,2,"10",,7,2,,,,0,,2,,,1,5,0,3,2,3,,,,2,2,,,,6,4,3,2,1,2,2,1,2,2,12.58,102039054
3,99,20,39,2,,,,,,,,,,,,,10,,6,6,6,50,2,50,2,4,2,,24,1,3,3,2,,,2,2,,,,1,80,2,,,2,0,0,,2,2,,,,5,7,,,,6,4,3,2,2,2,2,2,2,1,10,103099020
4,113,35,60,2,,,,,,,,,,,,,,,,7,12,600,2,700,2,20,,,1,1,4,3,2,,,7,2,,,,,,2,,,4,0,0,,3,2,,,,4,5,,,,6,4,3,2,2,2,2,2,2,2,10.8,104113035
5,145,31,5,2,,,,,,,,,,,,,0,,1,12,12,100,2,100,2,10,,,1,1,10,3,2,"6",,2,2,,,,,,2,,,1,1,0,2,2,4,,,,1,2,,,,1,1,3,2,1,2,2,2,2,1,193.2,105145031
10,340,34,167,2,,,,,,,,,,,,,,,,9,14,800,2,900,2,17,,,,,10,3,2,,,7,2,,,,,,2,,,4,0,0,,2,3,,,,3,7,,,,1,4,3,2,2,2,2,2,2,2,12.1,110340034
4,107,38,46,2,,,,,,,,,,,,,,,,11,11,300,2,300,2,6,,,1,1,3,3,2,,,2,2,,,,0,,2,,,2,0,0,,2,3,,,,,2,,,,1,4,1,2,2,2,2,2,2,2,26.68,104107038
7,272,13,126,2,,,,,,,,,,,,,0,,0,12,12,1,3,1,3,20,,,1,1,6,3,2,,,7,2,,,,0,,2,,,4,0,0,,2,3,,,,,2,,,,1,1,1,2,1,2,2,2,2,2,41.37,107272013
9,319,29,156,2,,,,,,,,,,,,,5,,6,9,9,100,2,100,2,30,,,,1,5,3,2,"7 NOTHING",,2,2,,,,0,,2,,,2,0,0,,2,3,,,,2,7,,,,1,1,3,2,2,2,2,2,2,1,12,109319029
4,105,27,53,2,,,,,,,,,,,,,0,,,11,11,400,2,400,2,10,,,1,1,3,3,2,"6",,3,2,,,,0,,2,,,2,0,0,,2,3,,,,,7,,,,,,,2,2,2,2,2,2,2,16.6,104105027
5,134,6,69,2,,,,,,,,,,,,,0,,,9,9,200,2,200,2,5,,,24,1,12,3,2,"6",,2,2,,,,0,,2,,,2,0,0,,2,3,,,,6,2,,,,1,4,3,2,2,2,2,2,2,,,105134006
7,272,10,126,2,,,,,,,,,,,,,0,,0,12,12,60,2,60,2,5,,,7,2,6,3,2,,,7,2,,,,0,,2,,,4,0,0,,2,3,,,,,2,,,,1,1,1,2,1,2,2,2,2,2,17.55,107272010
9,324,10,159,2,,,,,,,,,,,,,0,,0,11,11,50,2,50,2,4,,,,,10,3,2,,,1,2,,,,0,,2,,,4,0,0,,2,5,,,,3,7,,,,1,1,3,2,1,2,2,2,2,1,42.39,109324010
8,290,18,152,2,,,,,,,,,,,,,0,0,0,9,9,150,2,150,2,20,,,1,1,2,3,2,"1,3",,2,2,,,,0,,2,,,4,0,0,,2,3,,,,4,7,,,,1,1,1,2,2,2,2,2,2,1,7.51,108290018
8,278,4,138,2,,,,,,,,,,,,,25,,6,14,14,2,2,2,2,60,,,1,1,20,3,2,"4",,2,2,,,,,,2,,,2,0,0,,2,3,,,,3,7,,,,1,4,1,2,1,2,2,1,2,1,24.29,108278004
5,170,19,12,1,15,0,3,2,,,,3,,,,,10,0,6,8,11,8,,11,,,,3,1,1,4,3,2,,,7,2,,,,,,2,,,4,0,0,,6,3,,,,,2,,,,1,4,3,2,1,2,2,2,2,2,12.25,105170019
6,226,83,12,2,,,,,,,,,,,,,32,,6,9,9,30,2,30,2,20,,,1,1,5,3,2,"10",,2,2,,,,1,40,2,,,1,2,0,3,2,2,,,,,3,,,,6,4,3,2,2,2,2,2,2,1,17.02,106226083
9,327,25,154,2,,,,,,,,,,,,,,,,11,11,200,2,200,2,20,,,,,6,3,2,,,1,2,,,,,,2,,,4,0,0,,7,4,,,,3,7,,,,1,4,3,2,1,2,2,2,2,1,12.6,109327025
2,46,75,27,2,,,,,,,,,,,,,,,,6,6,0.5,4,0.5,4,60,,,2,1,2,3,2,,,4,2,,,,4,20,2,,,2,0,0,,2,2,,,,,7,,,,1,1,1,2,1,2,2,2,2,1,8.99,102046075
6,179,120,1,2,,,,,,,,,,,,,120,,6,8,8,100,4,1,4,5,,,1,1,10,2,2,"7",,2,1,,,,,,2,,,4,0,0,,2,3,,,,1,2,,,,6,4,3,2,1,2,2,2,2,1,29.2,106179120
6,191,32,89,2,,,,,,,,,,,,,,,,9,9,300,2,400,2,3,,,9,1,6,3,1,"10",,2,2,,,,,,2,,,4,0,0,,2,2,,,,1,2,,,,6,4,3,2,1,2,2,2,2,2,26.23,106191032
8,283,10,153,2,,,,,,,,,,,,,,,,9,9,300,2,300,2,30,,,1,1,12,3,2,"10",,2,2,,,,,,2,,,2,0,0,,2,3,,,,3,,,,,1,4,3,2,2,2,2,2,2,1,34.67,108283010
5,161,36,9,2,,,,,,,,,,,,,0,0,0,10,10,300,2,300,2,8,,,8,6,2,3,2,,,2,2,,,,0,0,2,,,2,0,0,,2,3,,,,,2,,,,1,1,1,2,2,2,2,2,2,2,16.12,105161036
4,118,8,62,2,,,,,,,,,,,,,0,,,7,7,15,2,15,2,10,,,,1,2,3,2,"6",,4,2,,,,1,40,2,,,2,0,0,,2,2,,,,7,2,,20,1,1,4,3,2,2,2,2,2,2,1,9,104118008
7,257,29,120,2,,,,,,,,,,,,,,,,9,9,15,2,15,2,15,,,1,1,5,3,2,,,2,2,,,,,50,2,,,1,5,0,3,4,2,,,,2,2,,,,6,4,3,2,1,2,2,2,2,1,42.14,107257029
6,228,24,109,2,,,,,,,,,,,,,,,,9,12,400,2,400,2,20,,,1,1,2,2,2,"10",,2,2,,,,,,2,,,4,0,0,,2,3,,,,4,2,,,,1,1,1,2,2,2,2,2,2,2,6.5,106228024
7,242,71,112,2,,,,,,,,,,,,,,,,9,9,60,2,60,2,3,,,1,1,3,3,2,,,2,1,1,,3,,,2,,,4,0,0,,3,2,,,,,2,,,,6,4,3,2,1,2,2,2,2,1,8.5,107242071
4,111,35,60,2,,,,,,,,,,,,,100,,,7,7,100,2,100,2,10,,,1,1,10,3,2,,,4,2,,,,14,,2,,,1,3,0,3,2,3,,,,,3,,,,6,4,3,2,1,2,2,2,2,2,110,104111035
8,310,32,135,2,,,,,,,,,,,,,,,,11,11,50,3,50,3,3,,,1,1,6,3,2,,,1,2,,,,,,2,,,2,0,0,,2,3,,,,3,2,,,,1,4,1,2,1,2,2,2,2,1,35.44,108310032
8,283,26,153,2,,,,,,,,,,,,,,,,9,9,15,2,15,2,15,,,1,1,10,3,2,"10",,2,2,,,,,,2,,,4,0,0,,2,4,,,,3,7,,,,1,4,3,2,2,2,2,2,2,1,29.6,108283026
8,276,13,142,2,,,,,,,,,,,,,0,0,0,12,12,900,2,900,2,30,,,1,1,7,3,1,"3",,7,2,,,,0,,2,,,4,0,0,,2,3,,,,3,7,,,,1,1,1,2,2,2,2,2,2,1,31.02,108276013
2,37,5,2,2,,,,,,,,,,,,,0,,0,12,12,1,4,1,4,25,,,1,1,4,3,2,,,7,2,,,,0,,2,,,1,8,0,3,2,3,,,,6,3,,,,6,4,3,2,1,2,2,2,2,2,32.3,102037005
8,307,27,151,2,,,,,,,,,,,,,50,,,9,9,100,2,100,2,50,,,,,8,3,2,,,2,2,,,,,,2,,,4,0,0,,2,4,,,,3,7,,,,1,4,1,2,1,2,2,2,2,1,21.97,108307027
4,104,10,54,2,,,,,,,,,,,,,,,,11,11,500,2,500,2,10,,,1,1,5,3,2,,,2,2,,,,,,2,,,2,0,0,,2,3,,,,4,2,,,,5,2,5,2,1,2,2,2,2,2,13.85,104104010
8,309,39,157,2,,,,,,,,,,,,,,,,13,13,1,4,1,4,60,,,,,6,3,2,,,7,2,,,,,,2,,,2,0,0,,2,3,,,,3,7,,,,1,1,1,2,1,2,2,2,2,1,38.69,108309039
9,326,5,154,2,,,,,,,,,,,,,0,,0,9,9,300,2,300,2,30,,,0,0,16,3,2,,,2,2,,,,0,,2,,,4,0,0,,2,4,,,,3,7,,,,1,4,3,2,1,2,2,2,2,1,57.68,109326005
9,326,14,154,2,,,,,,,,,,,,,,,0,9,9,300,2,300,2,20,,,0,0,6,3,2,,,2,2,,,,0,,2,,,4,0,0,,7,4,,,,3,3,,,,1,4,3,2,1,2,2,2,2,1,13.53,109326014
8,284,14,153,2,,,,,,,,,,,,,,,,12,12,1,4,1,4,40,,,1,1,7,3,1,"3",,2,2,,,,,,2,,,1,2,80,,2,3,,,,3,7,,,,1,4,3,2,1,2,2,2,2,1,10.12,108284014
9,326,4,154,2,,,,,,,,,,,,,,,0,9,9,400,2,400,2,30,,,0,0,8,3,2,,,2,2,,,,0,,2,,,4,0,0,,7,4,,,,3,3,,,,1,4,3,2,1,2,2,2,2,1,11.28,109326004
9,314,9,158,2,,,,,,,,,,,,,,,,9,9,150,2,150,2,20,,,,1,10,2,2,,,2,2,,,,,,2,,,2,0,0,,3,3,,,,4,7,,,,1,4,3,2,2,2,2,2,2,2,17.8,109314009
8,284,19,153,2,,,,,,,,,,,,,,,,12,12,1,4,1,4,50,,,1,1,6,3,1,"3",,2,2,,,,,,2,,,4,0,0,,2,3,,,,3,7,,,,1,1,3,2,2,2,2,2,2,1,31.03,108284019
1,3,46,1,2,,,,,,,,,,,,,,,,9,9,250,2,250,2,12,,,362,6,10,3,2,,,2,2,,,,1,,2,,,1,2,40,3,2,2,,,,3,7,,,,6,4,5,2,1,2,2,2,2,1,33.304,101003046
2,49,39,19,2,,,,,,,,,,,,,,,,12,12,200,2,200,2,15,,,1,1,4,3,2,"10",,2,2,,,,1,,2,,,2,0,0,,2,3,,,,3,5,,10,1,6,4,3,2,1,2,2,2,2,1,22.8,102049039
5,154,46,67,2,,,,,,,,,,,,,,,,9,9,220,2,220,2,10,,,24,1,1,3,2,,,2,2,,,,,,2,,,1,0,0,,3,3,,,,,2,,,,6,1,3,2,2,2,2,2,2,1,15.6282,105154046
1,6,9,2,2,,,,,,,,,,,,,,,,10,10,4,2,4,2,,2,,360,6,2,3,2,,,1,2,,,,,50,2,,,1,1,0,3,2,2,,,,,5,,5,1,6,4,3,2,1,2,2,2,2,1,15.2616,101006009
5,146,5,80,1,25,,3,2,,,,3,,,,,0,,1,9,9,100,2,100,2,10,,,1,1,2,3,2,,,3,1,,5,1,0,,2,,,2,0,0,,3,2,0,,1,,2,0,,1,6,4,3,2,2,2,2,2,2,1,516,105146005
6,231,30,99,2,,,,,,,,,,,,,,,,9,9,100,2,100,2,15,,,1,1,3,3,2,"8",,2,2,,,,,,2,,,2,0,0,,2,2,,,,,2,,,,1,4,3,2,2,2,2,2,2,2,15.91,106231030
8,288,4,152,2,,,,,,,,,,,,,,,,14,14,1,3,1,3,60,,,1,1,15,3,2,"10",,2,2,,,,,,2,,,2,0,0,,2,3,,,,3,7,,,,1,4,3,2,2,2,2,2,2,1,27.03,108288004
5,154,11,67,2,,,,,,,,,,,,,,,,9,9,120,2,120,2,5,,,24,1,8,,1,"1",,2,2,,,,,,2,,,2,0,0,,2,2,,,,,6,,,,6,1,3,2,2,2,2,2,2,1,14.4936,105154011
5,154,42,67,1,5,,3,2,,,,3,,,,,,,,9,9,180,2,180,2,10,,,24,1,4,3,2,,,2,2,1,,,,,2,,,1,1,0,3,2,3,,,,6,2,,,,6,1,3,2,1,2,2,2,2,2,15.444,105154042
6,184,89,95,2,,,,,,,,,,,,,,,,7,7,100,2,100,2,10,,,24,1,5,3,2,,,7,2,,,,1,,2,,,1,3,0,3,3,4,,,,,3,,,,6,4,3,2,1,2,2,2,2,2,35.84,106184089
5,134,34,69,2,,,,,,,,,,,,,0,0,,9,9,20,,20,,6,,,24,1,6,3,2,"6",,2,2,,,,0,0,2,,,2,0,0,,2,2,,,,1,2,,,,6,4,3,2,1,2,2,2,2,2,107.046,105134034
7,239,17,112,2,,,,,,,,,,,,,24,,0,9,9,50,2,50,2,3,,,1,1,2,3,2,,,2,2,,,,0,,2,,,4,0,0,,2,2,,,,,2,,,,6,4,3,2,1,2,2,2,2,1,9.67,107239017
5,135,76,69,2,,,,,,,,,,,,,0,,1,7,7,100,2,100,2,5,,,1,2,2,3,2,"6",,3,1,0,5,1,,70,2,,,1,5,0,3,2,2,,,,,6,,,,1,1,3,2,1,2,2,2,2,2,208.35,105135076
1,6,11,2,2,,,,,,,,,,,,,,,,8,10,20,3,5,3,5,,,365,6,5,3,2,,,1,2,,,,2,30,2,,,2,0,0,,3,1,,,,4,5,,5,1,1,4,8,2,1,2,2,2,2,1,12.5575,101006011
4,107,58,46,2,,,,,,,,,,,,,0,,0,9,9,250,2,250,2,15,,,1,1,7,3,2,,,2,2,,,,0,,2,,,2,0,0,,2,3,,,,,2,,,,10,2,1,2,2,2,2,2,2,2,45.41,104107058
8,285,16,137,2,,,,,,,,,,,,,0,0,0,12,12,1,4,1,4,30,,,1,1,15,3,1,"2,3",,2,2,,,,0,0,2,,,4,0,0,,2,4,,,,3,7,,,,1,4,1,2,2,2,2,2,2,1,64.72,108285016
8,285,5,137,2,,,,,,,,,,,,,0,0,0,12,12,1,4,1,4,45,,,1,1,9,3,1,"1,6",,2,2,,,,0,0,2,,,2,0,0,,2,3,,,,3,7,,,,1,1,1,2,2,2,2,2,2,1,47.01,108285005
6,192,28,89,2,,,,,,,,,,,,,20,0,6,9,9,200,2,200,2,,,,1,1,6,3,2,,,2,2,,,,,,2,,,1,1,50,3,2,2,,,,2,2,,,,1,4,3,2,1,2,2,2,2,2,24.96,106192028
8,285,19,137,2,,,,,,,,,,,,,0,0,0,14,14,1,3,1,3,30,,,1,1,7,3,2,"10",,2,2,,,,0,,2,,,4,0,0,,2,2,,,,3,7,,,,1,4,1,2,2,2,2,2,2,1,59.72,108285019
6,231,39,99,2,,,,,,,,,,,,,,,,9,9,300,2,300,2,20,,,1,1,4,3,2,"8",,2,2,,,,,,2,,,1,2,50,3,2,2,,,,,2,,,,6,4,3,2,1,2,2,2,2,1,12.92,106231039
7,260,34,8,2,,,,,,,,,,,,,180,,6,7,7,10,,10,,10,,,7,1,6,3,3,"8",,2,1,,,,4,20,2,,,1,1,20,3,3,2,,,,1,2,,,,1,1,3,2,1,2,2,2,2,2,2.99,107260034
