"id1","id2","id3","id4","s9c_ii","s9c_c1","s9c_c2","s9c_c3","s9c_c4","s9c_c5","s9c_c6","s9c_c7","s9c_c8","s9c_c9","s9c_c10","s9c_c11","s9c_c12","hhno"
2,31,38,59,4,"E","A","B","B","C","A","E","B","C","B","C","B",102038059
2,31,38,64,3,"B","B","B","E","C","B","E","B","C","F","C","E",102038064
2,31,38,65,2,"E","A","B","E","F","A","E","B","C","F","C","A",102038065
2,31,39,22,3,"E","A","E","B","E","D","E","B","C","D","C","E",102039022
2,31,39,22,4,"C","E","C","A","E","E","F","E","E","B","D","A",102039022
2,31,39,22,2,"C","E","C","B","F","F","E","B","C","B","F","F",102039022
2,31,39,41,4,"E","A","B","E","F","A","B","B","E","B","F","F",102039041
2,31,39,41,5,"E","C","E","E","D","C","E","B","E","D","E","E",102039041
2,31,39,49,5,"C","C","B","A","B","C","C","C","B","E","B","E",102039049
2,31,39,49,4,"B","A","B","B","A","A","E","B","B","D","C","E",102039049
2,31,39,50,3,"E","F","B","D","C","D","E","B","C","B","C","E",102039050
2,31,39,57,4,"E","C","D","C","C","F","E","B","C","B","C","B",102039057
2,31,39,57,5,"E","F","C","C","B","E","E","B","C","B","C","B",102039057
2,31,39,61,5,"B","D","B","C","B","D","E","B","B","B","C","E",102039061
2,31,39,61,7,"F","A","A","E","F","E","D","C","C","B","C","C",102039061
2,31,39,61,4,"E","F","A","E","A","B","E","B","C","D","F","E",102039061
2,31,39,61,8,"E","D","C","B","D","B","E","B","B","E","E","D",102039061
2,31,39,61,3,"B","E","B","E","D","D","E","B","B","B","C","D",102039061
2,31,39,61,6,"B","F","C","D","C","F","C","B","C","A","A","E",102039061
2,31,39,63,4,"A","B","B","E","C","B","E","B","C","A","C","D",102039063
2,31,40,6,4,"E","A","B","D","D","A","E","C","C","B","A","B",102040006
2,31,40,6,5,"E","A","A","E","A","B","E","B","C","A","F","D",102040006
2,31,40,14,6,"E","A","B","D","F","C","E","B","B","B","F","E",102040014
2,31,40,14,4,"E","A","B","E","F","E","E","B","C","F","F","D",102040014
2,31,40,14,5,"E","A","B","E","C","A","E","B","B","B","A","B",102040014
2,31,40,24,2,"F","D","D","F","D","D","B","C","D","F","D","F",102040024
2,31,40,24,4,"A","A","A","A","A","A","B","A","C","B","F","A",102040024
2,31,40,24,3,"E","A","E","D","C","A","E","B","C","B","C","D",102040024
2,31,40,33,2,"D","E","F","E","E","E","E","B","F","F","C","B",102040033
2,31,40,38,5,"E","F","A","D","C","C","E","B","B","B","B","D",102040038
2,31,40,47,2,"E","A","E","B","C","D","E","B","C","B","F","D",102040047
3,1,61,20,3,"D","B","A","D","A","C","E","B","C","B","C","B",103061020
3,1,61,45,2,"D","A","B","A","F","C","E","B","B","B","C","B",103061045
3,1,61,45,3,"D","B","B","D","F","A","E","B","B","A","C","E",103061045
3,1,61,58,3,"F","F","C","D","F","A","E","B","B","B","C","E",103061058
3,1,61,64,3,"E","F","A","D","C","D","E","B","B","B","C","E",103061064
3,1,61,122,4,"E","B","B","B","F","B","E","C","C","B","C","B",103061122
3,1,61,122,5,"F","F","C","B","C","D","E","B","B","B","A","C",103061122
3,1,61,122,3,"E","F","B","D","C","F","E","B","C","B","A","D",103061122
3,1,62,22,3,"D","D","B","D","F","A","E","B","B","B","C","B",103062022
3,1,62,22,4,"D","F","B","E","F","C","E","B","B","B","C","E",103062022
3,1,62,144,3,"E","F","E","D","C","B","E","B","C","B","C","B",103062144
3,1,62,235,6,"B","D","C","B","B","F","E","C","B","F","F","E",103062235
3,1,63,108,3,"D","B","B","D","A","C","E","B","C","B","C","C",103063108
3,1,63,108,2,"D","F","B","D","F","A","E","B","B","A","C","B",103063108
3,1,64,3,3,"B","E","F","D","C","B","E","C","B","E","F","B",103064003
3,1,64,4,3,"E","F","A","B","C","A","E","B","C","A","C","C",103064004
3,1,64,4,4,"F","F","C","D","F","A","E","B","B","B","A","C",103064004
3,1,64,6,2,"E","B","E","B","C","A","E","B","C","B","C","C",103064006
3,1,64,9,2,"F","F","C","D","F","A","E","B","C","A","C","B",103064009
3,1,64,27,4,"E","B","C","B","D","C","E","C","C","B","C","B",103064027
3,1,64,27,3,"E","D","A","D","C","A","E","B","B","B","C","C",103064027
3,1,64,36,3,"E","F","A","B","C","A","E","C","C","B","C","C",103064036
3,1,64,39,4,"E","F","B","B","F","C","E","B","C","B","E","B",103064039
3,1,64,39,,,,,,,,,,,,,,103064039
3,1,64,44,5,"E","F","A","D","C","A","E","B","B","B","C","C",103064044
3,1,65,15,4,"D","A","B","D","F","A","E","B","C","B","C","B",103065015
3,1,66,117,2,"D","D","B","D","F","A","E","B","C","B","C","B",103066117
3,1,66,117,3,"D","F","B","E","F","C","E","B","B","B","C","E",103066117
3,1,66,142,3,"E","F","C","D","C","B","E","B","B","B","A","C",103066142
3,1,66,142,4,"E","B","A","B","F","A","E","B","C","F","A","C",103066142
3,1,66,142,2,"E","F","A","D","C","E","E","B","B","A","C","C",103066142
3,1,67,22,2,"E","F","C","B","F","A","E","B","B","B","A","D",103067022
3,1,67,37,2,"E","F","A","D","C","B","E","B","C","B","C","E",103067037
3,1,67,37,3,"E","F","C","B","F","D","E","B","B","B","A","A",103067037
3,1,68,17,3,"E","F","A","B","C","B","E","B","B","B","C","B",103068017
3,1,68,17,4,"E","F","E","D","C","A","E","B","B","A","C","E",103068017
3,1,68,34,3,"E","F","A","D","C","A","E","B","B","B","C","E",103068034
3,1,68,152,2,"E","B","A","B","C","B","E","B","B","B","C","E",103068152
3,1,68,164,3,"E","F","A","F","D","C","E","B","C","B","F","B",103068164
3,1,68,180,2,"E","F","A","D","C","B","E","B","B","B","C","E",103068180
3,1,68,180,3,"C","F","E","D","F","A","E","B","C","B","C","C",103068180
3,1,70,9,4,"D","B","E","D","D","A","E","B","C","B","F","E",103070009
3,1,70,9,3,"D","C","B","D","F","A","E","B","C","E","C","F",103070009
3,1,70,28,3,"D","A","B","D","E","F","E","B","C","E","C","F",103070028
3,1,70,36,2,"D","B","B","D","D","D","E","B","C","B","A","F",103070036
3,1,70,38,2,"D","B","E","D","D","A","E","B","C","B","C","E",103070038
3,1,72,5,4,"E","B","C","D","F","F","E","B","B","A","C","E",103072005
3,1,72,5,5,"C","D","A","B","C","A","E","C","C","B","A","C",103072005
3,1,72,5,6,"E","F","A","D","C","F","E","B","B","B","C","E",103072005
3,1,72,5,3,"E","F","E","B","C","A","E","B","B","B","A","C",103072005
3,1,72,21,8,"E","F","A","D","C","A","E","B","B","B","C","C",103072021
3,1,72,21,5,"E","F","A","B","C","A","E","B","C","B","A","C",103072021
3,1,72,21,6,"B","B","C","A","F","B","E","C","B","A","A","E",103072021
3,1,72,27,3,"E","F","A","B","F","A","E","B","C","B","C","C",103072027
3,1,72,30,3,"E","A","A","B","C","A","E","B","B","B","C","E",103072030
3,1,72,30,4,"C","D","D","B","F","B","E","B","C","A","A","E",103072030
3,1,72,61,4,"E","F","A","B","C","A","E","B","B","B","A","E",103072061
3,1,72,61,3,"E","F","A","D","C","A","E","B","B","A","C","C",103072061
3,1,73,49,3,"E","A","D","B","A","A","E","B","B","D","A","A",103073049
3,1,73,49,2,"E","D","B","B","C","A","E","B","B","A","F","E",103073049
3,1,73,53,2,"E","F","C","B","F","D","E","B","B","A","A","A",103073053
3,1,74,26,6,"E","D","B","B","F","D","E","B","C","B","F","D",103074026
3,1,74,65,2,"E","A","B","D","F","A","E","B","C","B","C","F",103074065
3,1,75,37,2,"E","F","E","D","C","B","E","B","C","F","F","F",103075037
3,1,75,37,3,"E","A","B","B","E","D","E","B","B","F","B","F",103075037
3,1,75,37,4,,,,,"E","D","E","B","C","F","B","F",103075037
3,1,75,49,3,"E","D","C","B","C","C","E","B","B","B","C","E",103075049
3,1,75,49,2,"E","F","A","D","C","A","E","B","B","B","A","C",103075049
3,1,75,58,5,"E","F","A","B","F","A","E","B","B","B","A","E",103075058
3,1,75,87,6,"B","B","A","D","F","C","E","B","C","B","C","E",103075087
3,1,75,87,5,"E","F","E","B","C","A","E","B","B","B","A","C",103075087
3,1,75,87,4,"E","F","A","D","C","A","E","B","B","A","C","B",103075087
3,1,76,45,5,,"F","A","D","C","A","E","B","C","B","C","E",103076045
3,1,76,45,4,"E","F","A","D","C","A","E","B","C","B","C","E",103076045
3,1,76,63,2,"E","F","E","D","D","A","E","B","C","B","C","F",103076063
3,1,76,72,2,"E","F","A","D","C",,"E","B","C","F","C","C",103076072
3,1,76,82,3,"E","F","A","B","F","A","E","B","B","F","C","D",103076082
3,1,76,84,2,"E","D","E","E","E","A","E","B","B","B","A","E",103076084
3,1,77,24,2,"E","A","D","D","C","A","E","B","B","D","A","C",103077024
3,1,77,29,2,"E","F","C","D","A","C","E","B","B","A","A","B",103077029
3,1,77,33,2,"E","A","D","B","E","A","E","B","B","A","A","A",103077033
3,1,77,42,2,"E","F","C","B","F","D","E","C","B","D","A","A",103077042
3,1,77,138,5,"E","B","D","B","A","A","E","B","B","A","B","A",103077138
3,1,77,138,4,"B","B","A","B","F","A","E","B","B","A","B","A",103077138
3,1,77,138,3,"E","F","A","D","E","B","E","C","B","B","B","B",103077138
3,1,78,19,2,"E","A","B","B","F","A","E","B","E","C","F","E",103078019
3,1,78,36,3,"D","A","B","D","F","B","E","B","C","E","E","D",103078036
3,1,78,63,3,"E","A","B","D","F","E","E","B","B","B","B","C",103078063
3,1,78,67,3,"E","B","B","E","D","C","E","B","B","C","C","E",103078067
3,1,79,4,2,"E","F","A","D","C","D","E","B","B","B","A","D",103079004
3,1,79,15,3,"E","B","F","C","A","A","E","C","B","A","A","D",103079015
3,1,79,15,5,"E","F","A","B","C","D","E","B","B","B","C","C",103079015
3,1,79,33,3,"E","F","A","B","F","D","E","B","B","B","A","D",103079033
3,1,79,33,4,,,,,,,,,,,,,103079033
3,1,79,33,5,,,,,,,,,,,,,103079033
3,1,79,33,2,"E","F","A","D","C","B","E","B","C","B","A","D",103079033
3,1,79,37,3,"E","F","F","D","F","D","E","B","B","A","A","D",103079037
3,1,80,4,4,,,"B","D","F","C","E","B","C","B","C","E",103080004
3,1,80,4,5,,,"E","B","F","E","E","B","B","B","F","B",103080004
3,1,80,9,3,"E","F","B","D","F","C","E","B","C","A","A","B",103080009
3,1,80,9,2,"E","F","B","D","F","A","E","B","C","B","C","D",103080009
3,1,80,9,5,"E","C","F","E","F","C","E","B","B","A","A","C",103080009
3,1,80,9,4,"E","B","D","E","C","C","E","B","C","C","A","B",103080009
3,1,80,41,6,"C","F","A","B","F","A","E","B","B","B","C","B",103080041
3,1,80,54,3,"E","F","A","B","E","B","E","B","C","B","C","F",103080054
3,1,80,54,4,"E","A","F","B","E","B","E","C","B","B","A","B",103080054
3,1,81,13,5,"C","F","A","D","C","C","E","B","C","B","F","C",103081013
3,1,81,13,8,"B","A","C","B","C","C","E","B","C","B","F","D",103081013
3,1,81,13,7,"F","F","B","D","C","D","A","B","C","F","A","A",103081013
3,1,81,13,6,"C","F","A","D","C","C","E","B","C","B","F","E",103081013
3,1,81,31,,,,,,,,,,,,,,103081031
3,1,81,47,3,"B","B","C","E","D","B","F","B","A","E",,,103081047
3,1,81,47,4,"B","B","D","F","E","C","E","C","B","D",,,103081047
3,1,82,8,5,"C","F","A","B","C","A","E","B","C","B","A","D",103082008
3,1,82,8,4,"C","F","A","D","C","A","E","B","B","B","C","E",103082008
3,1,82,8,6,"B","B","C","D","F","C","E","B","C","F","A","F",103082008
3,1,82,15,4,"C","F","E","F","C","F","D","E","B","D","C","F",103082015
3,1,82,15,3,"B","D","B","D","E","B","B","E","C","F",,,103082015
3,1,82,15,5,"C","F","C","F","A","B","C","F",,,"B","D",103082015
3,1,82,28,4,"B","D","A","D","C","C","E","B","B","B","F","C",103082028
3,1,82,32,3,"B","D","C","F","E","D","F","B","B","D","E","D",103082032
3,1,82,32,4,"E","F","D","A","A","F","A","D","A","C",,,103082032
3,1,82,41,3,"B","F","A","D","C","A","E","B","C","B","C","F",103082041
3,1,83,12,3,"C","D","A","D","C","D","E","B","C","B","C","F",103083012
3,1,83,12,4,"C","D","A","B","C","C","E","B","B","F","E","C",103083012
3,1,83,33,6,"B","E","A","B","E","D","D","E","E","D","D","E",103083033
3,1,83,33,5,"A","B","C","F","E","F","E","F","F","C","C","F",103083033
3,1,83,45,3,"A","B","E","C","D","E","C","F","C","F","C","F",103083045
3,1,83,47,4,"C","F","A","D","C","B","E","B","C","B","C","C",103083047
3,1,83,47,5,"C","C","C","D","D","C","E","D","C","F","C","B",103083047
3,1,83,47,6,"E","D","E","E","D","A","D","F","B","F","F","E",103083047
3,1,83,55,4,"B","A","A","D","C","A","B","C","C","B","F","E",103083055
3,1,83,70,5,"E","F","E","E","C","E","E","B","B","B","C","B",103083070
3,1,84,31,3,"E","D","E","D","C","F","D","B","C","D",,,103084031
3,1,84,31,4,"C","F","C","D","C","F","C","B","D","C",,,103084031
3,1,84,53,3,"E","A","E","E","C","C","C","D","B","D","C","B",103084053
3,1,84,53,2,"C","A","C","B","C","B","E","C","B","B","C","B",103084053
3,1,84,62,4,"C","D","C","D","D","F","C","B","E","F","B","D",103084062
3,1,84,62,6,"E","D","E","D","C","D","B","D","C","D","B","D",103084062
3,1,84,62,3,"E","D","E","D","C","F","D","B","C","D",,,103084062
3,1,84,62,5,"E","D","E","D","D","F","D","C",,,"C","F",103084062
3,1,84,78,6,"B","D","E","D","D","F","A","B",,,"D","E",103084078
3,1,84,78,4,"F","D","E","D","C","F","D","B","C","F",,,103084078
3,1,84,78,5,"F","D","C","D","D","F","C","B",,,,,103084078
3,1,84,92,4,"B","D","C","B","C","A","E","B","B","B","C","E",103084092
3,1,84,92,3,"E","F","A","D","C","A","E","B","C","B","C","E",103084092
3,1,84,117,3,"C","F","C","D","D","A","E","B","C","B","C","C",103084117
3,1,85,28,3,"E","D","E","D","C","F","D","B","C","D","C","D",103085028
3,1,85,56,,"A","B","E","D","D","F","A","B","C","F","A","D",103085056
3,1,85,56,,"A","B","E","D","D","F","B","D","B","D","B","E",103085056
3,1,85,56,,"A","B","E","D","E","F","C","F","B","B","B","E",103085056
3,1,85,57,4,"E","F","C","D","F","D","E","B","C","B","C","E",103085057
3,1,85,57,3,"E","D","B","E","F","C","E","B","C","B","F","D",103085057
3,1,85,57,2,"E","F","B","D","F","A","E","B","C","B","C","A",103085057
3,1,85,62,2,"A","F","A","D","C","D","E","B","C","B","C","E",103085062
3,1,85,62,3,"C","D","A","B","C","C","E","B","C","A","A","C",103085062
3,1,85,95,8,"E","F","A","D","F","C","E","B","C","B","C","D",103085095
3,1,85,95,5,"E","F","B","D","C","D","E","B","C","B","C","E",103085095
3,1,85,95,4,"E","F","A","D","C","B","E","B","C","B","C","D",103085095
3,1,85,95,7,"E","A","A","D","F","B","E","B","C","B","C","D",103085095
3,1,85,95,6,"E","F","A","D","C","D","E","B","C","B","C","F",103085095
3,1,85,125,5,"E","A","A","B","F","A","E","B","C","B","C","D",103085125
3,1,85,126,2,"E","F","A","D","C","D","E","B","C","B","C","D",103085126
3,1,86,24,4,"E","D","E","B","F","A","E","B","B","B","F","F",103086024
3,1,86,24,2,"A","F","E","D","F","C","E","B","C","B","E","D",103086024
3,1,86,24,3,"A","F","C","C","A","B","B","F","B","B","E","E",103086024
3,1,86,29,6,"E","F","C","D","C","C","E","B","C","F","A","E",103086029
3,1,86,29,5,"D","F","E","D","C","A","E","B","C","B","C","C",103086029
3,1,86,37,4,"E","B","B","D","F","D","E","B","C","B","F","B",103086037
3,1,86,58,,"A","F",,,,,,,,,,,103086058
3,1,86,63,3,"E","A","A","D","C","D","E","B","C","B","C","D",103086063
3,37,92,6,2,"E","F","B","D","C","A","E","B","B","A","C","E",103092006
3,37,92,39,4,"C","D","C","B","C","C","E","B","C","A","C","C",103092039
3,37,92,39,3,"C","F","A","D","C","A","E","B","C","B","C","E",103092039
3,37,92,62,5,"C","F","A","D","C","A","E","B","C","B","C","D",103092062
3,37,92,62,6,"C","F","C","B","C","A","E","B","C","B","C","C",103092062
3,37,92,80,5,"B","A","C","B","C","C","E","C","B","C","A","C",103092080
3,37,92,80,4,"E","F","A","D","C","A","E","B","C","B","C","F",103092080
3,38,100,1,3,"D","B","E","F","E","F","E","F","E","D","F","E",103100001
3,38,100,2,4,"A","F","A","D","C","A","E","B","C","C","C","F",103100002
3,38,100,2,5,"A","A","B","D","F","A","E","C","B","B","C","E",103100002
3,38,100,10,5,"E","A","B","B","F","A","E","B","C","B","C","F",103100010
3,38,100,16,2,"E","F","A","D","C","A","E","B","C","B","C","C",103100016
3,38,100,16,3,"E","F","B","D","C","D","E","B","C","B","E","F",103100016
3,38,100,56,3,"D","B","E","F","E","F","E","F","E","D","F","E",103100056
3,38,100,57,3,"B","F","A","D","C","A","E","C","C","B","C","E",103100057
3,38,100,57,2,"A","F","A","D","C","A","E","B","C","B","C","F",103100057
3,38,100,57,4,"B","A","C","B","A","A","E","C","B","F","A","C",103100057
3,38,100,57,5,"C","D","A","D","D","A","E","C","B","B","A","C",103100057
3,39,99,10,2,"A","F","A","D","C","A","E","B","C","B","C","F",103099010
3,39,99,15,6,"F","A","C","D","B","A","C","B","B","B","C","E",103099015
3,39,99,15,4,"E","A","C","D","B","B","B","B","B","A","A","C",103099015
3,39,99,15,3,"B","D","A","B","C","C","E","C","C","B","B","A",103099015
3,39,99,16,5,"B","B","C","D","B","C","B","C","B","A","B","B",103099016
3,39,99,16,4,"E","F","A","B","D","A","E","B","B","B","A","E",103099016
3,39,99,20,3,"A","B","C","F","E","D","C","F","C","D","C","D",103099020
3,39,99,20,4,"C","B","A","B","E","F","D","A","A","C","A","B",103099020
3,39,99,25,4,"D","E","F","D","D","F","D","C","A","B","E","F",103099025
3,39,99,25,3,"E","F","D","E","C","A","E","F","C","D","D","C",103099025
3,40,90,12,8,"B","F","A","D","C","A","E","B","C","B","C","C",103090012
3,40,90,12,5,"E","D","A","E","D","A","E","B","B","B","F","D",103090012
3,40,90,31,5,"A","F","A","D","C","F","E","B","C","B","C","F",103090031
3,40,90,31,6,"C","F","A","D","C","F","E","B","C","B","C","F",103090031
3,40,90,32,5,"E","F","A","D","C","B","E","B","C","B","C","A",103090032
3,40,90,32,2,"E","F","A","D","F","C","E","B","C","B","C","C",103090032
3,40,90,32,4,"E","A","E","B","D","A","E","B","C","F","F","D",103090032
3,40,90,32,3,"E","A","B","D","F","C","E","B","C","C","A","D",103090032
3,40,90,33,6,"E","F","A","D","F","A","E","B","C","B","C","F",103090033
3,40,90,33,4,"E","A","B","E","F","E","E","B","C","B","F","E",103090033
3,40,90,33,3,"E","D","B","B","F","A","E","B","C","A","C","D",103090033
3,40,90,33,7,"E","F","B","D","C","D","E","B","B","F","F","D",103090033
3,40,90,34,3,"E","A","E","D","F","A","D","D","D","D","D","F",103090034
3,41,87,3,2,"B","F","A","D","C","A","E","B","C","B","F","F",103087003
3,41,87,5,7,"C","F","C","B","C","C","E","B","C","B","C","C",103087005
3,41,87,5,6,"C","F","A","D","C","A","E","B","C","B","C","D",103087005
3,41,87,5,5,"C","F","A","D","C","A","E","B","C","B","C","F",103087005
3,41,87,12,7,"C","D","C","D","B","C","C","C","A","E","E","E",103087012
3,41,87,12,6,"B","A","B","B","F","C","E","B","A","B","A","F",103087012
3,41,87,12,5,"B","E","B","D","C","A","E","B","B","A","F","F",103087012
3,41,87,12,4,"E","F","A","B","C","A","E","B","C","B","C","D",103087012
3,41,87,15,2,"C","F","C","B","C","A","C","B","C","B","C","E",103087015
3,41,87,24,4,"E","F","B","B","C","A","E","B","B","B","C","D",103087024
3,41,87,32,3,"C","F","C","D","C","A","E","B","C","B","C","F",103087032
3,41,87,32,4,"C","B","C","B","C","C","E","B","C","A","A","C",103087032
3,41,87,34,7,"A","B","E","C","B","A","A","C","A","F","D","F",103087034
3,41,87,34,4,"E","A","B","B","D","C","E","B","C","A","A","D",103087034
3,41,87,34,3,"E","F","A","B","C","A","E","B","B","A","C","F",103087034
3,41,87,34,6,"C","D","B","B","F","A","E","C","A","D","C","C",103087034
3,41,87,44,2,"B","D","A","D","A","A","E","C","C","A","F","D",103087044
3,41,88,2,3,"A","F","C","D","C","A","E","B","B","A","C","C",103088002
3,41,88,4,3,"E","F","E","D","F","D","E","B","B","B","C","A",103088004
3,41,88,17,6,"A","E","E","C","D","F","D","E","D","E","F","B",103088017
3,41,88,17,7,"F","D","D","F","A","B","F","C","C","F","B","D",103088017
3,41,88,17,5,"B","C","C","D","C","E","F","C","F","C","D","E",103088017
3,41,88,19,5,"D","C","D","B","D","E","B","D","A","B","C","F",103088019
3,41,88,19,4,"F","E","E","F","F","C","F","E","D","C","A","B",103088019
3,41,88,19,3,"C","D","D","B","D","E","E","C","E","F","D","E",103088019
3,41,88,19,6,"B","E","E","F","D","E","E","D","E","D","B","E",103088019
3,41,88,20,3,"C","D","D","F","D","B","C","D","D","F","C","D",103088020
3,41,88,20,5,"D","B","D","B","E","F","E","D","C","F","D","B",103088020
3,41,88,20,4,"E","F","E","C","C","D","E","F","B","D","E","F",103088020
3,41,88,21,5,"B","D","B","C","F","E","D","B","E","C","D","B",103088021
3,41,88,21,4,"C","F","D","C","D","B","E","F","F","D","A","B",103088021
3,41,88,21,3,"B","D","F","C","E","C","B","D","E","C","C","F",103088021
3,41,88,25,3,"E","D","A","B","C","B","E","B","C","B","C","E",103088025
3,43,93,7,4,"E","F","A","D","C","A","E","B","C","B","A","C",103093007
3,43,93,7,3,"E","F","A","D","C","A","E","B","C","B","C","C",103093007
3,43,93,8,3,"E","A","A","D","C","A","E","B","B","B","F","C",103093008
3,43,93,15,2,"E","A","C","B","F","B","E","B","C","B","C","B",103093015
3,43,93,15,3,"E","A","B","B","D","D","E","B","C","B","C","D",103093015
3,43,93,17,7,"A","B","C","D","F","C","B","D","C","D","D","B",103093017
3,43,93,17,4,"D","B","C","D","C","D","C","D","C","D","C","D",103093017
3,43,93,17,6,"E","F","A","B","D","E","C","F","A","F","E","F",103093017
3,43,93,17,5,"C","D","E","F","A","B","E","F","B","D","A","B",103093017
3,43,93,34,3,"C","F","A","D","F","A","E","B","B","A","C","E",103093034
3,43,93,34,4,"A","D","C","D","D","C","E","C","A","F","A","C",103093034
3,43,93,34,2,"A","F","A","D","C","A","E","B","C","B","C","F",103093034
3,43,93,38,5,"E","A","B","B","F","C","E","B","B","B","C","D",103093038
3,43,93,52,5,"A","B","A","F","C","E","C","F","E","F","E","D",103093052
3,43,93,52,3,"A","B","C","D","C","D","C","D","C","D","C","D",103093052
3,43,93,52,4,"C","D","B","D","A","F","A","B","A","B","A","B",103093052
3,43,94,1,5,"C","D","A","B","C","A","C","B","C","B","C","C",103094001
3,43,94,2,4,"D","F","A","D","C","A","E","B","C","B","C","F",103094002
3,43,94,6,4,"F","F","A","D","C","C","E","B","C","B","C","E",103094006
3,43,94,6,5,"F","F","A","D","C","B","E","B","C","B","C","C",103094006
3,43,94,14,4,"F","F","A","D","C","A","E","B","C","B","C","C",103094014
3,43,94,14,3,"F","F","A","D","C","D","E","B","C","A","C","E",103094014
3,43,94,18,4,"F","F","A","D","C","B","E","B","C","B","C","E",103094018
3,43,94,18,3,"F","F","A","D","C","D","E","B","C","B","C","C",103094018
3,43,94,51,4,"F","F","A","D","A","D","E","B","C","A","F","C",103094051
3,43,94,51,3,"F","F","A","D","C","C","E","B","C","B","C","E",103094051
3,43,95,4,3,"C","F","E","F","E","F","E","F","E","F","F","B",103095004
3,43,95,4,4,,,"C","D","E","D","F","A","C","B","F","E",103095004
3,43,95,12,3,"D","E","D","B","D","E","E","F","C","F","E","F",103095012
3,43,95,13,4,"C","F","E","F","B","D","D","F","B","E","C","E",103095013
3,43,95,33,5,"A","F","A","D","C","C","E","B","C","B","C","C",103095033
3,43,95,35,3,"A","F","A","B","C","C","E","B","C","B","C","B",103095035
3,43,95,51,3,,,"A","D","C","A","E","B","B","B","C","E",103095051
3,43,95,51,4,,,"C","B","C","A","E","C","C","B","A","F",103095051
3,43,95,59,3,"A","F","A","D","C","A","E","B","B","B","C","E",103095059
3,43,95,59,4,"B","F","A","B","F","A","E","B","C","B","C","F",103095059
3,43,95,61,4,"A","A","F","B","C","C","E","B","C","A","A","E",103095061
3,43,95,61,3,"B","F","A","B","C","D","E","B","B","B","C","E",103095061
3,43,95,61,5,"A","F","A","B","D","A","E","C","B","F","A","F",103095061
3,43,96,10,3,"C","D","C","F","C","E","C","E","C","E","D","E",103096010
3,43,96,10,4,"B","D","E","F","D","F","D","C","D","E","F","D",103096010
3,43,96,23,3,"C","C","D","F","E","D","F","A","E","F","B","D",103096023
3,43,96,39,4,"A","C","A","F","B","E","A","C","B","C","C","C",103096039
3,43,96,39,2,"D","F","B","E","F","C","B","F","D","F","C","D",103096039
3,43,96,39,3,"E","A","E","E","C","A","E","C","C","A","A","E",103096039
3,43,96,86,2,"C","A","A","B","C","C","E","C","B","B","A","C",103096086
3,43,96,95,6,"F","F","A","D","A","C","E","C","B","F","C","E",103096095
3,43,96,95,4,"C","F","A","D","D","A","E","B","B","B","A","E",103096095
3,43,96,95,3,"A","F","A","D","C","C","E","B","C","B","C","E",103096095
3,43,96,95,5,"B","F","A","B","C","A","E","C","C","A","A","E",103096095
3,43,97,5,3,"F","F","A","B","C","A","E","B","C","B","C","E",103097005
3,43,97,12,4,"F","F","A","D","C","E","E","B","C","B","C","C",103097012
3,43,97,12,3,"F","F","A","D","C","C","E","B","C","B","C","E",103097012
3,43,97,14,5,"F","F","A","D","E","D","E","B","C","B","C","E",103097014
3,43,97,14,3,"F","A","C","B","C","B","E","C","C","A","F","C",103097014
3,43,97,20,4,"C","A","C","E","C","E","E","C","E","F","C","F",103097020
3,43,97,22,4,"E","F","A","B","E","F","E","B","E","B","E","D",103097022
3,43,97,29,3,"A","D","E","B","D","E","E","F","C","D","C","E",103097029
3,43,97,33,6,"D","E","B","D","E","F","E","B","D","B","A","D",103097033
3,43,97,33,5,"C","C","C","D","C","D","C","E","C","E","C","B",103097033
3,43,97,33,7,"A","B","A","B","A","E","D","C","D","C","B","F",103097033
3,43,98,31,4,"A","F","A","D","C","A","E","B","C","B","C","F",103098031
3,43,98,52,4,"E","F","A","D","C","C","E","B","C","B","C","C",103098052
3,43,98,55,3,"E","F","A","D","C","D","E","B","C","B","C","E",103098055
3,43,98,55,4,"E","F","A","D","C","A","E","B","C","A","C","C",103098055
3,43,98,57,3,"A","B","B","D","C","D","C","F","C","D","F","A",103098057
3,43,98,74,4,"F","F","A","D","C","C","E","B","C","B","C","E",103098074
3,43,98,74,5,"F","F","A","D","C","A","E","B","C","B","C","C",103098074
3,43,98,74,6,"D","A","B","E","D","A","E","B","C","B","C","D",103098074
3,44,89,16,5,"E","A","B","E","C","A","E","B","B","F","C","D",103089016
3,44,89,16,4,"E","A","B","D","F","A","E","B","C","F","C","D",103089016
3,44,89,48,3,"B","B","C","F","E","D","C","D","C","D","B","E",103089048
3,44,89,63,3,"B","D","A","D","C","C","E","C","B","B","C","F",103089063
3,44,91,76,5,"B","F","A","B","C","C","E","B","B","B","A","E",103091076
3,44,91,76,3,"E","F","A","D","C","A","E","B","C","B","C","E",103091076
3,44,91,84,2,"E","F","A","D","C","A","E","B","C","B","C","E",103091084
3,44,91,84,5,"D","F","D","C","D","C","C","C","B","B","B","B",103091084
3,44,91,84,4,"A","F","B","E","B","E","A","E","E","A","C","E",103091084
3,44,91,84,3,"B","F","A","D","C","D","E","B","B","B","A","E",103091084
3,44,91,89,5,"C","F","C","D","C","A","E","B","B","B","C","E",103091089
3,44,91,89,4,"D","F","A","D","C","A","E","B","C","B","C","E",103091089
3,44,91,99,5,"A","D","C","D","C","A","E","B","C","B","C","E",103091099
