"id1","id2","id3","id4","s9b2_iii","s9b2_i","s9b2_ii","s9b2_b9a","s9b2_b9b","s9b2_b9c","s9b2_b10a","s9b2_b10b","s9b2_b10c","s9b2_b11a","s9b2_b11b","s9b2_b11c","s9b2_b12a","s9b2_b12b","s9b2_b12c","s9b2_b13a","s9b2_b13b","s9b2_b13c","s9b2_b14a","s9b2_b14b","s9b2_b14c","s9b2_b15a","s9b2_b15b","s9b2_16i","s9b2_16ii","hhno"
6,10,204,29,2,17,34,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,,17,45,106204029
6,10,204,30,4,20,43,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,20,58,106204030
6,10,204,30,3,20,28,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,20,41,106204030
6,10,204,34,3,17,56,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,18,5,106204034
6,10,204,46,5,17,26,1,1,2,1,2,2,1,2,2,2,2,1,,,,,,,,,,,106204046
6,10,204,46,4,15,38,1,1,2,2,1,2,2,2,2,,,,,,,,,,,,15,40,106204046
6,10,211,21,4,15,39,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,15,40,106211021
6,10,211,21,3,15,38,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,15,38,106211021
6,10,211,27,3,16,36,2,2,,,,,,,,,,,,,,,,,,,16,37,106211027
6,10,211,27,4,16,38,2,2,2,,,,,,,,,,,,,,,,,,16,38,106211027
6,10,211,38,3,14,19,2,2,,,,,,,,,,,,,,,,,,,14,19,106211038
6,10,211,39,6,,,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,,,,,,,,106211039
6,10,211,39,8,,,2,2,1,,,,,,,,,,,,,,,,,,,,106211039
6,10,211,39,5,,,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,106211039
6,10,211,39,7,,,1,2,2,2,2,1,,,,,,,,,,,,,,,,,106211039
6,10,211,42,3,16,51,2,2,1,,,,,,,,,,,,,,,,,,16,51,106211042
6,10,211,47,3,17,37,2,2,1,,,,,,,,,,,,,,,,,,17,39,106211047
6,10,211,47,4,17,37,1,1,2,2,2,1,,,,,,,,,,,,,,,17,37,106211047
6,10,211,80,5,13,13,2,2,1,,,,,,,,,,,,,,,,,,13,13,106211080
6,10,211,80,6,13,14,2,2,1,,,,,,,,,,,,,,,,,,13,15,106211080
6,10,213,17,2,3,41,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,3,43,106213017
6,10,213,23,3,8,50,2,2,1,,,,,,,,,,,,,,,,,,8,1,106213023
6,10,213,23,4,8,50,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,8,53,106213023
6,10,213,25,4,1,24,1,1,2,1,1,1,,,,,,,,,,,,,,,1,25,106213025
6,10,213,25,3,1,2,1,1,2,1,1,2,1,1,2,1,1,1,,,,,,,,,1,5,106213025
6,10,213,27,2,3,19,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,3,20,106213027
6,10,213,34,3,11,58,1,1,2,1,2,1,,,,,,,,,,,,,,,11,59,106213034
6,10,213,34,4,12,12,1,1,2,2,2,1,,,,,,,,,,,,,,,12,12,106213034
6,10,213,51,2,,,,,,,,,,,,,,,,,,,,,,,,,106213051
6,10,213,53,4,5,11,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,5,12,106213053
6,10,213,53,5,5,18,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,5,19,106213053
6,10,213,61,3,11,33,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,11,33,106213061
6,10,215,21,2,3,32,1,1,1,2,2,1,,,,,,,,,,,,,,,3,33,106215021
6,10,215,53,4,9,32,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,,9,32,106215053
6,10,215,60,4,6,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,6,5,106215060
6,10,215,68,3,1,42,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,1,43,106215068
6,10,215,89,5,7,1,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,,7,2,106215089
6,10,216,10,3,8,43,2,2,1,,,,,,,,,,,,,,,,,,8,44,106216010
6,10,216,10,4,8,45,2,1,2,2,2,1,,,,,,,,,,,,,,,8,46,106216010
6,10,216,10,2,8,25,2,2,1,,,,,,,,,,,,,,,,,,8,23,106216010
6,10,216,13,6,9,24,1,1,2,2,2,1,,,,,,,,,,,,,,,9,25,106216013
6,10,216,13,4,9,21,2,2,1,,,,,,,,,,,,,,,,,,9,21,106216013
6,10,216,13,5,9,22,2,2,1,,,,,,,,,,,,,,,,,,9,22,106216013
6,10,216,32,6,10,40,1,1,2,2,2,1,,,,,,,,,,,,,,,10,41,106216032
6,10,216,32,5,10,11,1,1,,2,2,1,,,,,,,,,,,,,,,10,11,106216032
6,10,216,32,4,10,26,1,1,2,1,2,1,,,,,,,,,,,,,,,10,20,106216032
6,10,216,48,2,11,53,1,1,2,2,2,1,,,,,,,,,,,,,,,11,53,106216048
6,10,216,66,7,5,53,2,1,1,,,,,,,,,,,,,,,,,,5,53,106216066
6,10,216,66,6,5,50,1,1,2,2,1,1,,,,,,,,,,,,,,,5,52,106216066
6,10,216,66,8,5,54,2,2,1,,,,,,,,,,,,,,,,,,5,55,106216066
6,10,216,66,5,5,35,1,1,2,2,2,1,,,,,,,,,,,,,,,5,37,106216066
6,10,216,68,3,11,40,1,1,2,2,2,1,,,,,,,,,,,,,,,11,42,106216068
6,10,216,75,3,1,30,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,1,30,106216075
6,10,216,75,5,11,33,1,1,2,2,2,1,,,,,,,,,,,,,,,11,33,106216075
6,10,216,75,4,11,18,1,1,2,2,2,1,,,,,,,,,,,,,,,11,18,106216075
6,10,218,3,3,2,36,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,2,38,106218003
6,10,218,3,,2,39,1,1,2,2,2,1,,,,,,,,,,,,,,,2,41,106218003
6,10,218,12,3,2,38,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,2,40,106218012
6,10,218,12,4,2,41,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,2,43,106218012
6,10,218,26,4,11,24,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,11,25,106218026
6,10,218,33,5,2,39,1,1,2,2,2,,,,,,,,,,,,,,,,3,1,106218033
6,10,218,33,3,2,35,1,1,2,1,1,2,1,1,2,1,1,,1,1,2,1,1,2,2,,2,37,106218033
6,10,218,35,3,11,32,1,1,2,2,2,1,,,,,,,,,,,,,,,11,33,106218035
6,10,218,37,,,,,,,,,,,,,,,,,,,,,,,,,,106218037
6,10,218,37,5,1,43,2,2,1,,,,,,,,,,,,,,,,,,,,106218037
6,10,218,37,3,1,44,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,1,46,106218037
6,10,218,52,5,11,26,1,1,2,2,2,1,,,,,,,,,,,,,,,11,26,106218052
6,10,218,52,3,11,24,1,1,2,2,1,2,1,2,2,1,2,2,2,2,1,,,,,,11,25,106218052
6,10,219,12,4,10,20,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,10,23,106219012
6,10,219,12,5,10,24,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,,,,,,10,26,106219012
6,10,219,12,6,10,27,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,10,28,106219012
6,10,219,41,3,4,49,1,1,2,1,2,2,1,2,2,2,2,1,,,,,,,,,4,50,106219041
6,10,219,41,5,4,51,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,4,53,106219041
6,10,219,41,4,4,55,1,1,2,2,2,1,,,,,,,,,,,,,,,4,57,106219041
6,10,219,42,3,3,45,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,106219042
6,10,219,49,4,2,39,1,1,,1,1,,1,1,,1,1,2,1,1,2,1,2,2,2,2,2,43,106219049
6,10,219,73,3,3,40,1,1,,1,1,,1,1,2,2,2,1,,,,,,,,,3,43,106219073
6,10,219,73,4,3,44,1,1,1,,,,,,,,,,,,,,,,,,,,106219073
6,10,219,82,6,3,50,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,3,52,106219082
6,10,219,82,7,3,52,1,1,2,2,2,1,,,,,,,,,,,,,,,3,54,106219082
6,10,219,82,9,3,57,2,2,1,,,,,,,,,,,,,,,,,,4,0,106219082
6,10,219,82,8,3,54,1,1,2,2,2,1,,,,,,,,,,,,,,,3,56,106219082
6,10,219,89,4,4,40,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,4,42,106219089
6,10,219,89,3,4,37,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,4,39,106219089
6,10,219,98,4,1,42,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,1,44,106219098
6,10,219,98,3,1,38,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,1,41,106219098
6,11,223,33,7,4,28,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,106223033
6,11,223,33,6,3,5,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,3,10,106223033
6,11,223,35,3,2,35,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,40,106223035
6,11,223,35,4,2,55,1,1,2,2,2,1,,,,,,,,,,,,,,,,,106223035
6,11,223,61,3,12,45,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,12,50,106223061
6,11,223,61,4,12,30,2,2,1,,,,,,,,,,,,,,,,,,,,106223061
6,11,223,68,4,3,55,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,106223068
6,11,223,102,5,3,35,2,2,1,,,,,,,,,,,,,,,,,,,,106223102
6,11,223,102,6,4,5,2,2,1,,,,,,,,,,,,,,,,,,,,106223102
6,11,223,102,7,4,8,1,1,2,2,2,1,,,,,,,,,,,,,,,,,106223102
6,12,226,5,3,10,18,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,10,21,106226005
6,12,226,25,3,2,34,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,2,36,106226025
6,12,226,44,5,3,46,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,3,48,106226044
6,12,226,44,4,3,44,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,3,45,106226044
6,12,226,44,3,3,41,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,3,43,106226044
6,12,226,83,2,2,36,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,2,38,106226083
6,12,226,83,3,2,39,1,1,2,2,2,1,,,,,,,,,,,,,,,2,41,106226083
6,12,226,110,4,4,33,1,1,2,2,2,1,,,,,,,,,,,,,,,4,35,106226110
6,16,234,1,2,14,12,2,2,,,,,,,,,,,,,,,,,,,14,15,106234001
6,16,234,2,4,15,9,1,1,1,2,2,2,,,,,,,,,,,,,,,15,10,106234002
6,16,234,21,3,10,23,1,1,1,1,1,1,2,2,2,,,,,,,,,,,,10,25,106234021
6,16,234,21,4,10,42,1,1,,2,2,2,,,,,,,,,,,,,,,10,45,106234021
6,16,234,27,2,13,14,1,1,1,1,2,1,2,2,2,,,,,,,,,,,,13,17,106234027
6,16,234,32,4,6,43,1,1,1,1,1,1,1,2,,2,2,2,,,,,,,,,6,45,106234032
6,16,234,32,5,6,55,1,1,1,1,1,1,2,2,2,,,,,,,,,,,,6,58,106234032
6,16,234,32,3,6,27,1,1,,2,2,2,,,,,,,,,,,,,,,6,29,106234032
6,16,234,38,5,14,47,1,1,2,2,2,1,,,,,,,,,,,,,,,14,50,106234038
6,16,234,38,6,15,16,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,15,17,106234038
6,16,234,42,2,14,23,1,1,1,2,2,,,,,,,,,,,,,,,,14,24,106234042
6,16,234,51,8,11,58,2,2,,,,,,,,,,,,,,,,,,,12,1,106234051
6,16,234,51,6,11,40,1,1,1,2,2,,,,,,,,,,,,,,,,11,43,106234051
6,16,234,51,5,11,18,1,1,1,2,2,2,,,,,,,,,,,,,,,11,22,106234051
6,16,235,20,4,15,46,1,1,2,2,2,1,,,,,,,,,,,,,,,15,47,106235020
6,16,235,20,5,16,33,2,2,,,,,,,,,,,,,,,,,,,16,33,106235020
6,16,235,20,3,17,2,1,1,2,1,2,2,2,,,,,,,,,,,,,,17,3,106235020
6,16,235,20,6,16,28,2,2,,,,,,,,,,,,,,,,,,,16,30,106235020
6,16,235,53,3,10,3,1,2,2,1,2,2,2,,,,,,,,,,,,,,10,5,106235053
6,16,235,108,3,16,26,1,1,2,2,2,,,,,,,,,,,,,,,,16,29,106235108
6,16,235,108,4,16,13,,,,,,,,,,,,,,,,,,,,,16,13,106235108
6,16,235,143,3,8,20,1,1,2,1,2,2,2,,,,,,,,,,,,,,8,21,106235143
6,16,235,143,4,14,34,2,2,1,,,,,,,,,,,,,,,,,,14,37,106235143
6,16,235,178,3,17,30,1,1,2,1,2,2,2,,1,,,,,,,,,,,,17,31,106235178
6,16,235,180,3,11,30,1,2,2,2,,1,,,,,,,,,,,,,,,11,31,106235180
6,16,235,180,2,11,17,1,1,2,1,1,2,2,1,2,1,2,2,2,2,1,,,,,,11,22,106235180
6,16,236,6,3,21,23,1,1,2,1,2,2,1,1,2,2,2,1,,,,,,,,,21,25,106236006
6,16,236,6,5,22,3,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,22,5,106236006
6,16,236,6,4,21,49,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,21,53,106236006
6,16,236,18,3,11,56,2,2,1,,,,,,,,,,,,,,,,,,,,106236018
6,16,236,18,4,12,18,2,2,1,,,,,,,,,,,,,,,,,,,,106236018
6,16,236,28,5,15,52,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,16,1,106236028
6,16,236,28,4,17,33,1,1,2,2,2,1,,,,,,,,,,,,,,,,,106236028
6,16,236,29,4,13,10,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,13,12,106236029
6,16,236,51,5,15,42,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,15,45,106236051
6,16,236,51,7,,,,,,,,,,,,,,,,,,,,,,,,,106236051
6,16,236,51,4,15,39,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,15,41,106236051
6,16,236,51,6,15,47,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,15,49,106236051
6,16,236,78,3,17,52,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,,,106236078
6,16,236,78,2,16,55,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,,,106236078
6,84,193,5,5,7,35,1,1,2,1,2,2,2,2,,,,,,,,,,,,,8,0,106193005
6,84,193,5,6,8,4,1,1,2,2,2,1,,,,,,,,,,,,,,,8,10,106193005
6,84,193,28,3,5,10,1,1,2,2,2,1,,,,,,,,,,,,,,,5,13,106193028
6,84,193,28,4,5,14,1,2,1,2,2,1,,,,,,,,,,,,,,,5,19,106193028
6,84,193,38,3,10,10,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,,,106193038
6,84,193,59,3,12,19,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,12,21,106193059
6,84,193,74,4,14,23,2,2,1,,,,,,,,,,,,,,,,,,,,106193074
6,84,193,74,3,14,20,1,1,2,2,2,1,,,,,,,,,,,,,,,,,106193074
6,84,193,76,6,12,38,1,1,2,2,2,1,,,,,,,,,,,,,,,,,106193076
6,84,193,93,4,17,6,1,1,2,2,2,1,,,,,,,,,,,,,,,,,106193093
6,84,193,100,5,10,33,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,106193100
6,84,193,100,6,10,40,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,106193100
6,84,193,122,5,,,,,,,,,,,,,,,,,,,,,,,,,106193122
6,84,193,122,3,12,22,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,12,27,106193122
6,84,193,132,6,3,1,1,2,2,2,2,1,,,,,,,,,,,,,,,3,7,106193132
6,84,193,132,5,2,55,1,1,2,2,2,1,,,,,,,,,,,,,,,2,58,106193132
6,86,220,20,3,,,2,2,1,,,,,,,,,,,,,,,,,,,,106220020
6,86,220,20,2,,,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,,,106220020
6,86,220,20,4,,,2,2,1,,,,,,,,,,,,,,,,,,,,106220020
6,86,220,33,4,1,18,2,2,1,,,,,,,,,,,,,,,,,,1,18,106220033
6,86,220,34,5,3,37,2,2,1,,,,,,,,,,,,,,,,,,3,37,106220034
6,86,220,34,4,3,32,1,1,,2,1,2,2,2,1,,,,,,,,,,,,3,33,106220034
6,86,220,34,6,3,40,2,2,1,,,,,,,,,,,,,,,,,,3,40,106220034
6,86,220,34,8,3,45,2,2,1,,,,,,,,,,,,,,,,,,3,46,106220034
6,86,220,34,7,3,43,2,2,,,,,,,,,,,,,,,,,,,3,43,106220034
6,86,220,52,2,11,7,1,1,2,2,1,2,1,2,2,2,2,1,,,,,,,,,11,8,106220052
6,86,220,84,3,3,30,2,2,1,,,,,,,,,,,,,,,,,,3,30,106220084
6,86,224,14,4,12,42,2,2,1,,,,,,,,,,,,,,,,,,12,45,106224014
6,86,224,14,2,11,41,1,1,2,2,2,1,,,,,,,,,,,,,,,11,45,106224014
6,86,224,14,3,12,26,1,2,2,2,2,1,,,,,,,,,,,,,,,12,30,106224014
6,86,224,14,5,1,4,2,2,1,,,,,,,,,,,,,,,,,,1,5,106224014
6,86,224,15,4,6,1,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,6,4,106224015
6,86,224,35,5,3,10,1,1,2,2,2,1,,,,,,,,,,,,,,,3,12,106224035
6,86,224,35,6,4,51,2,2,1,,,,,,,,,,,,,,,,,,4,53,106224035
6,86,224,35,7,4,42,2,2,1,,,,,,,,,,,,,,,,,,4,45,106224035
6,86,224,37,5,2,1,1,2,2,2,2,1,,,,,,,,,,,,,,,2,5,106224037
6,86,224,37,4,1,32,1,1,2,2,2,1,,,,,,,,,,,,,,,1,35,106224037
6,86,224,37,3,12,58,1,1,2,2,2,1,,,,,,,,,,,,,,,1,5,106224037
6,86,224,38,2,2,8,1,1,2,2,2,1,,,,,,,,,,,,,,,2,10,106224038
6,86,224,41,3,6,52,1,1,2,2,2,1,,,,,,,,,,,,,,,6,55,106224041
6,86,224,55,7,4,59,1,1,2,2,2,1,,,,,,,,,,,,,,,,,106224055
6,86,224,55,6,5,16,1,1,2,2,2,1,,,,,,,,,,,,,,,,,106224055
6,88,238,2,3,18,18,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,18,20,106238002
6,88,238,14,5,16,15,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,16,16,106238014
6,88,238,14,8,17,15,2,2,1,,,,,,,,,,,,,,,,,,17,15,106238014
6,88,238,14,10,16,57,1,1,2,2,2,1,,,,,,,,,,,,,,,16,57,106238014
6,88,238,14,6,10,28,1,1,2,2,2,1,,,,,,,,,,,,,,,10,29,106238014
6,88,238,14,7,17,29,1,1,2,2,2,1,,,,,,,,,,,,,,,17,30,106238014
6,88,238,16,2,18,0,2,2,,,,,,,,,,,,,,,,,,,18,0,106238016
6,88,238,29,3,16,15,2,2,,,,,,,,,,,,,,,,,,,16,16,106238029
6,88,238,38,4,2,53,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,2,55,106238038
6,88,238,38,3,2,41,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,2,42,106238038
6,88,238,49,3,3,14,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,3,16,106238049
6,88,238,49,4,3,23,2,2,1,,,,,,,,,,,,,,,,,,3,25,106238049
6,88,238,51,7,3,32,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,3,33,106238051
6,88,238,51,8,3,42,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,3,43,106238051
6,88,238,71,4,12,57,2,2,1,,,,,,,,,,,,,,,,,,12,58,106238071
6,88,238,71,3,13,8,1,1,2,2,2,1,,,,,,,,,,,,,,,13,9,106238071
6,88,238,76,4,17,8,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,17,10,106238076
6,88,238,80,3,9,8,1,2,2,2,2,1,,,,,,,,,,,,,,,9,9,106238080
6,88,238,82,2,4,48,2,1,2,2,2,1,,,,,,,,,,,,,,,14,49,106238082
6,88,238,82,3,14,30,2,2,,,,,,,,,,,,,,,,,,,14,30,106238082
6,89,187,18,2,,,,,,,,,,,,,,,,,,,,,,,,,106187018
6,89,187,24,4,,,,,,,,,,,,,,,,,,,,,,,,,106187024
6,89,187,24,3,,,,,,,,,,,,,,,,,,,,,,,,,106187024
6,89,187,30,4,12,29,2,2,1,,,,,,,,,,,,,,,,,,12,26,106187030
6,89,187,30,3,,,,,,,,,,,,,,,,,,,,,,,,,106187030
6,89,187,55,6,17,20,2,2,1,,,,,,,,,,,,,,,,,,17,22,106187055
6,89,187,55,7,13,17,2,2,1,,,,,,,,,,,,,,,,,,13,18,106187055
6,89,187,70,4,14,0,1,2,2,2,2,1,,,,,,,,,,,,,,,,,106187070
6,89,187,70,5,14,10,2,2,1,,,,,,,,,,,,,,,,,,,,106187070
6,89,187,70,6,14,20,2,2,1,,,,,,,,,,,,,,,,,,,,106187070
6,89,187,71,5,13,25,1,1,2,2,2,1,,,,,,,,,,,,,,,,,106187071
6,89,187,89,5,4,51,2,2,1,,,,,,,,,,,,,,,,,,4,52,106187089
6,89,187,89,4,4,43,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,4,45,106187089
6,89,187,89,6,4,52,2,2,1,,,,,,,,,,,,,,,,,,4,54,106187089
6,89,187,110,4,14,58,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,15,0,106187110
6,89,187,110,5,13,38,2,2,1,,,,,,,,,,,,,,,,,,13,40,106187110
6,89,188,1,4,10,21,2,1,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,10,26,106188001
6,89,188,1,3,10,32,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,10,34,106188001
6,89,188,10,5,12,55,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,12,57,106188010
6,89,188,10,,,,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,,,106188010
6,89,188,21,4,4,18,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,4,20,106188021
6,89,188,21,3,4,16,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,4,18,106188021
6,89,188,21,6,4,23,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,4,27,106188021
6,89,188,21,5,4,20,1,1,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,4,23,106188021
6,89,188,31,3,16,59,2,2,,,,,,,,,,,,,,,,,,,17,,106188031
6,89,188,34,4,9,53,2,2,1,,,,,,,,,,,,,,,,,,9,55,106188034
6,89,188,34,3,14,17,2,2,1,,,,,,,,,,,,,,,,,,14,20,106188034
6,89,188,49,4,11,17,2,2,1,,,,,,,,,,,,,,,,,,,,106188049
6,89,188,49,5,11,20,2,2,1,,,,,,,,,,,,,,,,,,,,106188049
6,89,188,49,6,11,22,2,2,1,,,,,,,,,,,,,,,,,,,,106188049
6,89,188,53,3,17,24,2,2,1,,,,,,,,,,,,,,,,,,,,106188053
6,89,191,15,6,13,25,2,2,,,,,,,,,,,,,,,,,,,13,27,106191015
6,89,191,15,3,12,49,2,2,,,,,,,,,,,,,,,,,,,12,52,106191015
6,89,191,15,4,13,5,2,2,,,,,,,,,,,,,,,,,,,13,9,106191015
6,89,191,15,5,13,16,2,2,,,,,,,,,,,,,,,,,,,13,20,106191015
6,89,191,20,2,,,,,,,,,,,,,,,,,,,,,,,,,106191020
6,89,191,33,2,1,50,1,,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,51,106191033
6,89,191,33,3,1,45,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,47,106191033
6,89,191,50,6,10,40,2,2,,,,,,,,,,,,,,,,,,,10,42,106191050
6,89,191,56,3,14,17,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,,14,21,106191056
6,89,191,56,4,14,22,1,1,2,1,2,2,2,1,2,2,2,1,,,,,,,,,14,30,106191056
6,89,191,65,3,10,20,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,106191065
6,89,191,65,5,10,30,2,2,1,,,,,,,,,,,,,,,,,,,,106191065
6,89,191,65,4,10,25,2,2,1,,,,,,,,,,,,,,,,,,,,106191065
6,89,191,69,4,11,20,2,2,1,,,,,,,,,,,,,,,,,,,,106191069
6,89,191,69,3,11,15,2,2,1,,,,,,,,,,,,,,,,,,,,106191069
6,89,191,69,5,11,25,2,2,1,,,,,,,,,,,,,,,,,,,,106191069
6,89,191,101,2,,,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,106191101
6,89,192,4,3,,,1,2,2,2,2,1,,,,,,,,,,,,,,,,,106192004
6,89,192,4,4,,,2,2,1,,,,,,,,,,,,,,,,,,,,106192004
6,89,192,4,5,,,2,2,1,,,,,,,,,,,,,,,,,,,,106192004
6,89,192,10,4,2,50,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,59,106192010
6,89,192,10,5,2,59,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,3,4,106192010
6,89,192,13,3,1,36,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,39,106192013
6,89,192,17,2,14,22,1,1,2,1,2,2,2,2,,,,,,,,,,,,,14,23,106192017
6,89,192,22,5,10,51,1,1,2,2,1,2,2,2,,,,,,,,,,,,,10,52,106192022
6,89,192,22,8,10,54,2,2,1,,,,,,,,,,,,,,,,,,10,55,106192022
6,89,192,22,7,10,53,2,2,1,,,,,,,,,,,,,,,,,,10,54,106192022
6,89,192,22,4,10,50,2,2,1,,,,,,,,,,,,,,,,,,10,50,106192022
6,89,192,22,6,10,52,2,2,1,,,,,,,,,,,,,,,,,,10,53,106192022
6,89,192,28,5,12,32,2,2,1,,,,,,,,,,,,,,,,,,12,32,106192028
6,89,192,28,3,12,0,1,1,2,2,2,1,,,,,,,,,,,,,,,12,7,106192028
6,89,192,28,4,12,30,1,1,2,2,2,1,,,,,,,,,,,,,,,12,30,106192028
6,89,192,28,6,12,33,2,2,1,,,,,,,,,,,,,,,,,,12,34,106192028
6,89,192,32,7,17,20,1,1,2,2,2,1,,,,,,,,,,,,,,,,,106192032
6,89,192,32,6,,,1,1,2,2,2,1,,,,,,,,,,,,,,,,,106192032
6,89,192,34,3,16,50,1,1,2,2,2,1,,,,,,,,,,,,,,,,,106192034
6,89,192,34,4,16,55,1,1,2,2,2,1,,,,,,,,,,,,,,,,,106192034
6,91,185,12,2,8,26,2,1,2,2,2,1,,,,,,,,,,,,,,,,,106185012
6,91,185,12,3,8,28,2,2,1,,,,,,,,,,,,,,,,,,,,106185012
6,91,185,13,5,8,50,2,2,1,,,,,,,,,,,,,,,,,,,,106185013
6,91,185,13,3,8,37,1,1,2,2,2,1,,,,,,,,,,,,,,,,,106185013
6,91,185,13,4,8,44,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,,,106185013
6,91,185,13,6,8,55,2,2,1,,,,,,,,,,,,,,,,,,,,106185013
6,91,185,14,3,8,10,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,,,106185014
6,91,185,14,4,5,41,2,2,1,,,,,,,,,,,,,,,,,,,,106185014
6,91,185,21,3,3,30,2,2,1,,,,,,,,,,,,,,,,,,,,106185021
