"id1","id2","id3","id4","hhmid","s7a_1","s7a_2","s7a_3","s7a_4","s7a_5i","s7a_5ii","s7a_6","s7a_7","s7a_8","s7a_9","s7a_10","s7a_11","s7a_12","s7a_13","s7a_14","s7a_15","s7a_16","s7a_17","s7a_18ii","s7a_18iii","s7a_18di","s7a_18dii","s7a_19ii","s7a_19iii","s7a_19di","s7a_19dii","s7a_20ii","s7a_20iii","s7a_20di","s7a_20dii","s7a_21ii","s7a_21iii","s7a_21di","s7a_21dii","s7a_22ii","s7a_22iii","s7a_22di","s7a_22dii","s7a_23","s7a_24","s7a_25","s7a_26","s7a_27","s7a_28","s7a_29","s7a_30","s7a_31","s7a_32","s7a_33","s7a_34i","s7a_34ii","s7a_35","s7a_36i","s7a_36ii","s7a_37","s7a_38","s7a_39","hhno"
2,29,44,105,2,15,87,2,15,0,0,2,1,1,3,2,5,3,2,5,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,7,,12,12,12,102044105
2,29,44,113,1,15,87,2,,0,0,2,1,1,1,0,1,0,0,0,2,,1,,2,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,6,12,,102044113
2,29,44,128,2,15,87,1,17,2,0,1,1,1,2,0,2,2,0,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,,3,6,27,102044128
2,6,45,2,1,15,87,2,20,3,2,2,1,1,1,0,1,1,0,1,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,3,1,5,7,20,102045002
2,6,45,4,1,16,87,2,18,0,0,2,1,1,2,0,2,2,0,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,18,11,12,12,10,102045004
2,6,45,13,2,16,87,2,19,,,2,1,1,3,2,5,3,2,5,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,,11,10,10,,102045013
2,6,45,13,3,87,87,2,87,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102045013
2,6,45,18,1,16,87,2,16,0,1,2,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,1,5,8,8,,102045018
2,6,45,26,1,14,87,2,14,1,1,2,1,1,2,1,3,2,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,1,1,12,3,4,3,,,,,2,87,87,3,102045026
2,6,45,26,2,87,87,2,87,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102045026
2,6,45,47,1,15,87,2,17,1,0,2,1,1,2,0,2,2,0,2,1,1,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,1,1,8,3,2,4,3,50,,,10,87,87,,102045047
2,6,45,51,1,16,87,2,16,,,2,1,1,1,4,5,1,4,5,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,10,,8,6,19,102045051
2,6,45,51,2,16,49,2,18,,,2,1,1,4,2,6,5,2,6,2,,1,2006,1,41,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,39,,10,10,16,102045051
2,6,45,56,1,16,87,2,17,,,2,1,1,2,1,3,2,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,5,,12,12,24,102045056
2,6,45,56,2,87,87,2,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102045056
2,6,45,87,1,15,87,2,17,0,0,2,1,1,6,1,7,5,0,5,2,,1,1982,1,3,,1983,2,4,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,26,,12,12,15,102045087
2,6,45,106,1,16,87,2,18,0,0,2,1,1,3,4,7,3,4,7,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,10,,12,12,24,102045106
2,27,46,12,1,16,87,2,20,1,,1,1,1,2,,2,2,,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,2,,2,6,3,102046012
2,27,46,35,1,15,87,2,18,1,0,2,1,1,2,1,3,2,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,10,1,6,6,18,102046035
2,27,46,36,2,19,87,2,20,1,2,1,1,1,,1,1,,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,4,3,2,5,,,,3,10,5,6,24,102046036
2,27,46,54,1,15,87,1,15,,,2,1,1,2,4,6,2,3,5,2,,1,2004,1,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,6,,3,6,,102046054
2,27,46,54,2,15,87,2,87,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102046054
2,27,46,55,1,16,48,1,18,,,2,1,1,4,4,8,3,3,6,2,,1,1980,1,23,,1987,2,1,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,14,,4,5,18,102046055
2,27,46,55,2,87,87,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102046055
2,27,46,74,1,15,87,2,20,0,1,1,1,1,1,3,4,1,3,4,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,5,,6,6,24,102046074
2,27,46,75,1,20,50,1,25,,,2,1,1,1,3,4,1,3,4,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,22,,12,12,36,102046075
2,27,46,81,1,15,87,2,18,,2,1,1,1,,1,1,,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,3,,12,12,24,102046081
2,27,46,90,2,16,87,2,20,2,1,1,1,1,1,,1,1,,1,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,4,1,1,12,3,1,6,,,,2,,87,6,,102046090
2,27,46,99,2,15,87,2,16,,,2,1,1,1,3,4,1,3,4,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2.5,1,1,30,3,1,2,,,,,2,87,87,,102046099
2,27,46,115,1,23,49,1,21,,,2,1,1,4,2,6,3,2,5,2,,1,1978,2,9,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,10,4,11,6,9,102046115
2,27,46,119,2,15,87,2,15,,,2,1,1,2,,2,2,,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,1,2,4,87,3,102046119
2,25,47,5,2,18,87,2,20,1,,1,1,1,2,1,3,2,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,4,,12,12,24,102047005
2,25,47,5,3,15,87,2,87,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102047005
2,25,47,8,1,15,40,1,20,,,2,1,1,2,2,4,2,2,4,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,15,,12,14,30,102047008
2,25,47,9,2,15,87,2,20,,1,1,1,1,1,2,3,1,2,3,1,1,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,4,,3,12,24,102047009
2,25,47,11,1,15,87,2,19,,,2,1,1,1,2,3,1,2,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,8,,24,87,28,102047011
2,25,47,11,3,14,87,2,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102047011
2,25,47,16,2,19,87,2,20,,1,1,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,2,,11,12,88,102047016
2,25,47,43,1,15,48,2,20,,,2,1,1,3,1,4,3,1,4,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,15,,18,6,24,102047043
2,25,47,43,3,14,87,2,87,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102047043
2,25,47,43,4,13,87,2,87,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102047043
2,25,47,47,2,12,87,2,14,,1,2,1,1,1,2,3,1,2,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,8,6,10,88,102047047
2,25,47,60,1,15,87,2,20,,,2,1,1,3,3,6,3,3,6,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,12,12,24,102047060
2,25,47,64,2,14,87,2,18,,,2,1,1,3,1,4,3,1,4,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,3,,11,3,24,102047064
2,25,47,66,1,19,87,2,20,,1,1,1,1,1,3,4,1,3,4,1,1,2,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,20,2,2,3,,,,2,,87,4,18,102047066
2,25,47,74,2,15,87,2,20,,,2,1,1,5,3,8,4,2,6,2,,1,1994,1,,,2003,2,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,7,,24,6,24,102047074
2,25,47,74,3,87,87,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102047074
2,25,47,76,1,14,56,2,15,,,2,1,1,5,4,9,3,3,6,2,,2,1962,2,,,1964,2,2,,1966,1,3,,,,,,,,,,2,2,2,,,,,,,,,,,,34,,2,4,6,102047076
2,25,47,92,2,16,87,2,20,,1,1,1,1,1,2,3,1,1,2,2,,1,1997,1,2,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,3,,12,12,28,102047092
2,20,48,15,1,15,87,2,16,1,1,2,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,1,1,12,2,2,3,3,0,,,5,3,4,88,102048015
2,20,48,22,2,17,87,2,20,0,0,2,1,1,2,0,2,2,0,2,1,1,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,30,,60,36,60,102048022
2,20,48,22,3,12,87,2,15,3,3,2,1,1,1,0,1,1,0,1,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,8,2,12,18,102048022
2,20,48,28,1,15,87,2,20,0,0,2,1,1,2,3,5,2,2,4,2,,1,1977,1,2,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,30,,24,4,28,102048028
2,20,48,34,2,14,87,2,17,0,2,1,1,1,0,3,3,0,3,3,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,1,,3,6,88,102048034
2,20,48,37,1,13,87,2,16,0,0,2,1,1,2,3,5,2,3,5,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,22,,12,4,24,102048037
2,20,48,39,2,13,87,2,14,0,0,2,1,1,3,5,8,3,5,8,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,12,,12,6,12,102048039
2,20,48,51,1,15,87,2,15,1,0,2,1,1,4,2,6,4,2,6,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,4,12,5,12,102048051
2,20,48,52,2,15,87,2,16,0,0,2,1,1,2,2,4,2,2,4,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,16,,18,4,15,102048052
2,20,48,54,1,15,87,2,18,0,0,2,1,1,1,4,5,1,3,4,1,1,1,1989,1,0,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,17,10,3,4,24,102048054
2,20,48,55,1,15,87,2,26,0,0,2,1,1,2,2,4,1,2,3,2,,1,1990,2,1,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,18,,12,5,18,102048055
2,20,48,58,2,15,87,2,15,0,0,2,1,1,4,4,8,3,3,6,2,,1,1988,1,4,4,1990,2,2,1,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,6,8,4,6,24,102048058
2,20,48,58,4,14,87,2,87,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048058
2,20,48,67,1,17,87,2,18,2,2,2,1,1,2,0,2,1,0,1,2,,1,2005,2,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,6,12,18,14,102048067
2,20,48,68,1,15,87,2,18,0,0,2,1,1,3,5,8,2,3,5,1,1,1,1975,1,32,,1985,2,,3,1987,1,2,,,,,,,,,,2,2,2,,,,,,,,,,,,23,,14,18,24,102048068
2,20,48,78,1,16,87,2,18,0,0,2,1,1,1,3,4,1,3,4,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,3,7,2,3,20,102048078
2,20,48,78,6,87,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102048078
2,20,48,98,2,15,87,2,18,0,0,2,1,1,1,1,2,1,0,1,2,,1,1980,1,0,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,27,,6,10,24,102048098
2,19,49,5,2,16,87,2,13,,,2,1,1,3,4,7,3,4,7,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,1,3,12,8,88,102049005
2,19,49,5,3,12,87,2,87,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102049005
2,19,49,14,1,15,46,1,17,,,2,1,1,4,3,7,3,1,4,2,,1,1987,1,4,,1989,2,8,,1980,1,3,,,,,,,,,,2,2,2,,,,,,,,,,,,21,24,12,24,,102049014
2,19,49,19,1,15,87,2,18,,,2,1,1,3,1,4,3,1,4,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,11,,12,8,18,102049019
2,19,49,19,2,12,87,2,12,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102049019
2,19,49,27,2,18,87,2,20,2,1,1,1,1,1,,1,1,,1,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,1,8,3,6,88,102049027
2,19,49,29,1,16,49,1,20,,,2,1,1,3,3,6,2,1,3,2,,1,1940,2,46,,1952,1,4,,1955,1,3,,,,,,,,,,2,2,2,,,,,,,,,,,,44,,12,6,36,102049029
2,19,49,30,1,12,46,1,12,,,2,1,1,2,3,5,2,3,5,1,1,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,21,,1,11,24,102049030
2,19,49,39,1,15,87,2,20,,,2,1,1,1,4,5,1,4,5,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,25,,24,12,24,102049039
2,19,49,58,1,15,87,2,16,,1,2,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,1,9,12,3,88,102049058
2,19,49,65,2,13,87,2,23,1,1,1,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,7,12,6,24,102049065
2,19,49,66,2,16,87,2,17,,2,1,1,1,,2,2,,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,1,6,8,12,88,102049066
2,19,49,80,1,17,87,2,17,,,2,1,1,2,1,3,2,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,13,2,9,8,11,102049080
2,19,49,80,2,15,87,2,87,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102049080
2,19,49,80,3,13,87,2,87,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102049080
2,19,49,110,2,16,87,2,18,,,2,1,1,2,,2,2,,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,23,,14,8,24,102049110
2,19,49,118,2,14,87,2,17,,,2,1,1,2,,2,2,,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,17,1,2,5,30,,,,,87,87,88,102049118
2,7,50,1,2,16,87,2,20,0,0,2,1,1,3,0,3,3,0,3,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,1,1,12,2,2,6,,50,,,8,87,87,3,102050001
2,7,50,4,2,16,87,2,18,0,0,2,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,1,1,1,6,3,102050004
2,7,50,5,1,15,87,2,21,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102050005
2,7,50,6,2,14,87,2,24,0,0,2,1,1,1,3,4,1,3,4,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,9,,2,12,3,102050006
2,7,50,8,1,16,87,2,17,0,0,2,1,1,4,3,7,4,3,7,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,23,,24,12,36,102050008
2,7,50,11,2,14,87,2,15,1,1,1,1,1,2,,2,2,,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,7,,12,12,24,102050011
2,7,50,12,2,15,87,2,17,0,0,2,1,1,3,4,7,3,4,7,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,4,9,24,12,36,102050012
2,7,50,13,2,12,87,2,87,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102050013
2,7,50,14,1,18,87,2,20,0,0,2,1,1,1,2,3,1,2,3,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,1,6,3,12,3,102050014
2,7,50,16,1,16,87,2,18,0,0,2,1,1,1,3,4,1,3,4,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,9,,6,12,24,102050016
2,7,50,18,2,15,87,2,18,0,0,2,1,1,4,2,6,4,2,6,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,31,,24,12,24,102050018
2,7,50,19,2,18,87,2,18,1,,1,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,1,1,12,2,2,10,,50,,,8,87,87,3,102050019
2,7,50,25,2,14,87,2,20,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102050025
2,7,50,25,4,13,87,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102050025
2,7,50,27,2,16,87,2,20,2,1,2,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,4,,6,12,36,102050027
2,5,51,1,1,17,87,2,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102051001
2,5,51,2,1,18,87,1,20,,,2,1,1,3,3,6,3,2,5,2,,1,1977,1,9,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,19,,12,17,22,102051002
2,5,51,3,1,17,87,2,18,2,,2,1,1,3,,3,3,,3,2,,2,,,,,,,,,,,,,,,,,,,,,1,1,1,1,4.5,1,1,8,2,4,7,,,,4,,87,87,3,102051003
2,5,51,9,1,14,87,2,20,1,,2,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,3.5,1,1,4,4,4,8,,,,8,,4,6,3,102051009
2,5,51,14,2,15,87,2,20,2,2,1,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,4.5,1,1,13,2,4,6,,,,9,,87,6,3,102051014
2,5,51,15,1,15,87,2,87,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102051015
2,5,51,20,1,15,87,2,16,6,4,1,1,1,2,2,4,2,2,4,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,4,7,12,12,40,102051020
2,5,51,20,2,87,87,2,87,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102051020
2,5,51,26,2,15,87,2,15,2,,2,1,1,3,,3,3,,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,3,5,12,4,9,102051026
2,5,51,53,1,17,87,1,21,,,2,1,1,2,2,4,1,1,2,1,1,1,1985,2,2,6,1991,1,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,13,5,11,7,18,102051053
2,5,51,53,2,12,87,2,87,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102051053
2,5,51,53,3,13,87,2,87,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102051053
2,5,51,58,1,17,42,2,19,,,2,1,1,2,,2,2,,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,26,,8,16,24,102051058
2,8,52,6,4,14,87,2,19,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102052006
2,8,52,6,5,15,87,2,87,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102052006
2,8,52,9,1,16,87,1,18,,,2,1,1,2,2,4,2,2,4,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,2,1,9,12,3,102052009
2,8,52,12,1,15,50,2,16,,,2,1,1,2,2,4,2,2,4,1,1,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,29,,10,3,24,102052012
2,8,52,18,2,15,87,2,16,,,2,1,1,1,,1,1,,1,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,17,,12,8,18,102052018
2,8,52,18,3,15,87,2,16,1,2,2,1,1,1,,1,1,,1,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,4.09999990463257,1,1,12,1,4,4,,,,,3,87,87,3,102052018
2,8,52,24,1,16,87,1,16,2,1,2,1,1,,1,1,,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,5,1,1,28,2,2,4,,,,,4,87,87,3,102052024
2,8,52,28,1,12,50,2,25,,,2,1,1,2,2,4,2,1,3,2,,1,,1,10,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,34,,12,10,18,102052028
2,8,52,28,2,15,50,2,18,,,2,1,1,5,3,8,5,3,8,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,52,,10,6,20,102052028
2,8,52,31,1,15,87,2,21,,,2,1,1,1,,1,1,,1,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,25,,18,6,18,102052031
2,8,52,38,1,,87,2,,1,,2,1,1,2,1,3,2,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,3,11,,,18,102052038
2,8,52,38,3,,87,2,87,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102052038
2,8,52,41,1,15,50,1,18,,,2,1,1,3,4,7,3,4,7,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,26,,12,6,18,102052041
2,8,52,56,1,16,87,2,15,1,2,2,1,1,1,,,1,,1,2,,2,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,12,3,4,7,,,,4,,12,6,9,102052056
2,8,52,58,2,17,87,2,18,,,2,1,1,2,3,5,2,3,5,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,13,3,12,8,18,102052058
2,8,52,58,4,16,87,2,16,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102052058
2,8,52,71,1,16,48,1,18,,,2,1,1,5,1,6,5,1,6,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,18,4,6,4,12,102052071
2,8,52,71,4,87,87,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102052071
2,8,52,74,1,15,87,2,16,2,3,1,1,1,2,2,4,2,2,4,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,5,,12,12,18,102052074
2,8,52,77,1,20,87,2,20,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102052077
2,22,53,27,2,16,87,2,,1,1,2,1,1,2,1,3,2,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,1,,1,1,12,3,2,4,,,,,,87,87,88,102053027
2,22,53,27,4,87,87,,87,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053027
2,22,53,29,2,15,87,2,18,,,2,1,1,4,3,7,4,3,7,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,14,,8,10,18,102053029
2,22,53,29,3,87,87,,87,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053029
2,22,53,40,1,16,87,2,18,,,2,1,1,2,2,4,2,2,4,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,7,11,13,12,18,102053040
2,22,53,47,2,15,50,1,20,,,,1,1,6,1,7,6,1,7,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,22,,12,6,24,102053047
2,22,53,47,3,15,87,2,25,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053047
2,22,53,58,2,15,49,2,18,,,2,2,,1,7,8,1,7,8,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,5,8,6,6,18,102053058
2,22,53,58,3,87,87,2,87,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102053058
2,22,53,59,1,16,87,2,18,1,,2,1,1,1,2,3,1,2,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,4,9,10,12,22,102053059
2,22,53,74,2,15,87,2,18,,,2,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,1,1,8,,,,,,,,2,87,87,88,102053074
2,22,53,76,1,16,45,1,18,,,,1,1,5,3,8,5,3,8,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,16,,18,6,11,102053076
2,22,53,79,2,18,87,2,20,0,1,1,1,1,,2,2,,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,12,3,2,3,,,,2,9,12,6,18,102053079
2,22,53,87,2,16,47,2,18,,,,1,1,1,4,5,1,4,5,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,13,,12,6,18,102053087
2,22,53,88,2,15,87,2,16,,,2,1,1,3,5,8,3,5,8,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,,14,5,7,88,102053088
