"id1","id2","id3","id4","hhmid","s7a_1","s7a_2","s7a_3","s7a_4","s7a_5i","s7a_5ii","s7a_6","s7a_7","s7a_8","s7a_9","s7a_10","s7a_11","s7a_12","s7a_13","s7a_14","s7a_15","s7a_16","s7a_17","s7a_18ii","s7a_18iii","s7a_18di","s7a_18dii","s7a_19ii","s7a_19iii","s7a_19di","s7a_19dii","s7a_20ii","s7a_20iii","s7a_20di","s7a_20dii","s7a_21ii","s7a_21iii","s7a_21di","s7a_21dii","s7a_22ii","s7a_22iii","s7a_22di","s7a_22dii","s7a_23","s7a_24","s7a_25","s7a_26","s7a_27","s7a_28","s7a_29","s7a_30","s7a_31","s7a_32","s7a_33","s7a_34i","s7a_34ii","s7a_35","s7a_36i","s7a_36ii","s7a_37","s7a_38","s7a_39","hhno"
6,100,197,41,3,13,87,2,87,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106197041
6,100,197,44,1,15,87,2,20,2,0,2,1,1,0,1,1,0,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,4,12,87,24,106197044
6,100,198,29,1,16,87,2,20,0,0,2,1,1,6,1,7,6,1,7,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,17,,2,4,18,106198029
6,100,198,29,2,14,87,2,18,0,2,2,1,1,0,2,2,0,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,5,,4,8,24,106198029
6,100,198,58,1,15,87,2,20,0,0,2,1,1,1,7,8,1,6,7,2,,1,1993,1,11,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,16,,2,4,7,106198058
6,100,198,58,3,14,87,2,87,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106198058
6,100,198,71,2,15,87,2,21,0,0,2,1,1,4,5,9,4,5,9,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,16,,4,6,18,106198071
6,100,198,79,2,15,87,2,17,1,1,1,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,3.79999995231628,1,1,12,3,1,6,,,,,5,3,87,88,106198079
6,100,198,96,2,14,87,2,87,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106198096
6,100,198,96,3,14,87,2,87,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106198096
6,100,198,96,4,87,87,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106198096
6,100,198,127,2,16,87,2,20,0,0,2,1,1,4,2,6,4,2,6,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,26,,4,6,18,106198127
6,100,198,133,2,16,87,2,20,0,0,2,1,1,5,1,6,5,1,6,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,5.4,1,1,16,1,1,7,,,,,4,3,87,88,106198133
6,100,198,133,3,87,87,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106198133
6,100,198,139,1,16,87,1,16,0,0,2,1,1,2,0,2,2,0,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,17,,4,6,16,106198139
6,100,198,139,2,,87,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106198139
6,100,198,141,2,16,87,2,18,1,0,2,1,1,2,1,3,2,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,3.5,1,1,12,1,1,4,,,,,5,3,87,3,106198141
6,100,198,141,3,14,87,2,87,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106198141
6,100,198,141,4,,87,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106198141
6,100,198,143,1,18,87,2,25,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106198143
6,100,198,152,1,15,87,2,21,0,0,2,1,1,2,2,4,2,2,4,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,10,,4,6,18,106198152
6,100,198,152,2,14,87,2,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106198152
6,100,198,152,3,,87,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106198152
6,100,198,154,1,15,87,2,20,0,0,2,1,1,3,2,5,3,2,5,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,10,10,3,8,18,106198154
6,100,198,154,2,13,87,2,87,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106198154
6,96,199,3,2,14,87,2,22,0,0,2,1,1,4,3,7,3,2,5,2,,1,1990,1,1,,2009,2,9,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,9,,6,6,12,106199003
6,96,199,4,2,14,87,2,16,0,1,1,1,1,0,4,4,0,4,4,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,5.69999980926514,1,1,12,2,2,10,,,,,2,87,87,87,106199004
6,96,199,5,1,16,87,2,18,1,1,1,1,1,1,2,3,1,2,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,4,,24,12,12,106199005
6,96,199,8,2,14,87,2,21,0,0,2,1,1,2,3,5,2,3,5,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,22,,4,6,24,106199008
6,96,199,11,2,14,87,2,87,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199011
6,96,199,11,3,13,87,2,87,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199011
6,96,199,25,2,17,87,1,26,0,0,2,1,1,3,3,6,3,3,6,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,6,12,18,106199025
6,96,199,27,2,15,87,2,18,0,0,2,1,1,4,4,8,4,4,8,1,2,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,3,6,6,8,24,106199027
6,96,199,30,1,15,87,2,24,0,0,2,1,1,2,1,3,2,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,19,,5,6,12,106199030
6,96,199,32,2,14,87,2,18,0,2,2,1,1,0,1,1,0,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2.79999995231628,1,1,12,3,1,9,,,,,7,2,87,3,106199032
6,99,200,3,1,15,47,1,22,,,2,1,1,1,2,3,1,2,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,22,,6,6,24,106200003
6,99,200,9,2,13,45,2,20,,,2,1,1,4,5,9,4,5,9,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,10,,5,6,12,106200009
6,99,200,15,2,14,87,2,20,1,,1,1,1,3,,3,3,,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,5,,7,6,12,106200015
6,99,200,15,3,87,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106200015
6,99,200,21,1,16,87,2,20,,,2,1,1,1,4,5,1,4,5,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,9,,2,4,18,106200021
6,99,200,21,2,14,87,2,16,1,1,2,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,1,,4,87,88,106200021
6,99,200,25,2,16,52,1,20,,,2,1,1,2,9,11,1,3,4,2,,1,,2,58,,,1,,,,1,,,,1,,,,1,,,2,2,2,,,,,,,,,,,,,,2,8,24,106200025
6,99,200,34,1,14,50,1,20,,,2,1,1,4,3,7,4,3,7,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,4,8,24,106200034
6,99,200,43,1,20,87,2,22,,,2,1,1,4,3,7,4,3,7,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,6,7,,106200043
6,99,200,51,2,15,87,1,21,1,1,2,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,3.20000004768372,1,1,8,2,1,7,2,,,,4,87,87,88,106200051
6,99,200,59,2,18,87,2,23,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106200059
6,99,200,60,1,18,52,1,21,,,2,1,1,2,1,3,2,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,12,,6,10,14,106200060
6,99,200,60,2,,87,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106200060
6,99,200,63,2,14,87,2,19,,,,1,1,3,3,6,3,3,6,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,1,,5,5,87,106200063
6,99,200,65,1,16,87,2,21,,,2,1,1,4,,4,4,,4,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,3.5,1,1,16,3,1,5,,,,,4,2,87,88,106200065
6,99,200,65,2,13,87,2,87,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106200065
6,99,200,76,2,14,87,2,24,,,2,1,1,2,1,3,2,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,16,,6,6,12,106200076
6,102,201,8,2,15,87,2,19,2,1,2,1,1,1,,1,1,,1,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,3.59999990463257,1,1,36,3,1,5,,,,,6,2,87,3,106201008
6,102,201,10,1,15,87,2,20,,,2,1,1,1,3,4,1,3,4,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,5,,2,8,18,106201010
6,102,201,17,1,14,87,2,87,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106201017
6,102,201,26,2,16,87,2,19,1,1,1,1,2,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,12,1,2,2,20,0,,,,,,,106201026
6,102,201,27,1,13,50,2,14,,,2,1,1,4,2,6,4,2,6,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,6,,5,5,24,106201027
6,102,201,31,1,14,50,1,19,,,2,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,40,,6,12,18,106201031
6,102,201,33,1,12,87,2,87,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106201033
6,102,201,35,1,13,87,2,25,1,1,1,1,1,,1,1,,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,12,,5,16,18,106201035
6,102,201,44,2,15,87,2,,,,2,1,1,3,3,6,3,3,6,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,10,,6,7,24,106201044
6,10,202,4,2,16,49,1,17,,,2,1,1,2,3,5,2,3,5,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,19,,4,5,9,106202004
6,10,202,5,1,18,51,1,20,,,2,1,1,4,4,8,4,3,7,2,,1,1956,1,46,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,41,,4,6,14,106202005
6,10,202,5,2,17,87,2,21,2,,2,1,1,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,5,,8,36,12,106202005
6,10,202,10,1,16,87,2,16,,,2,1,1,2,1,3,2,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,14,,1,12,24,106202010
6,10,202,14,1,19,87,2,26,3,3,2,1,1,1,,1,1,,1,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,20,,,96,15,106202014
6,10,202,14,2,17,87,2,87,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106202014
6,10,202,14,3,16,87,2,87,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106202014
6,10,202,18,2,13,87,1,19,1,,2,1,1,2,,2,2,,2,1,1,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,2,1,4,5,3,106202018
6,10,202,19,2,15,87,2,19,,,2,1,1,4,1,5,4,1,5,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,6,3,3,5,22,106202019
6,10,202,19,5,87,87,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106202019
6,10,202,21,2,16,87,2,21,,,2,1,1,4,1,5,4,1,5,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,1,6,8,12,3,106202021
6,10,202,45,2,14,87,2,20,1,,2,1,1,2,,2,2,,2,1,1,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,3,4,15,6,19,106202045
6,10,202,47,2,14,87,1,17,,,2,1,1,1,,1,1,,1,1,3,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,28,,24,3,9,106202047
6,10,202,63,1,14,87,2,23,,,2,1,1,2,,2,2,,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,18,,3,3,24,106202063
6,10,202,68,1,17,87,2,16,1,,1,1,1,2,,2,2,,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,,6,12,14,106202068
6,10,202,69,2,13,87,2,20,,,2,1,1,1,3,4,1,3,4,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,9,,3,3,9,106202069
6,10,202,69,3,12,87,2,87,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,87,87,87,106202069
6,10,203,10,1,23,87,2,21,,,2,1,1,3,2,5,3,2,5,1,1,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,11,9,12,12,24,106203010
6,10,203,10,3,15,87,2,15,2,3,2,1,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2,2,1,4,,,1,8,3,1,1,60,,,1,,1,5,,106203010
6,10,203,12,2,13,40,2,23,,2,2,1,1,1,2,3,1,2,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,14,,9,13,18,106203012
6,10,203,12,4,14,87,2,87,1,1,2,2,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,87,87,87,106203012
6,10,203,14,2,13,45,1,19,,,2,1,1,2,1,3,2,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,19,1,6,11,18,106203014
6,10,203,14,3,14,87,2,18,1,1,2,1,1,,1,1,,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,1,10,8,2,3,106203014
6,10,203,16,1,15,87,2,16,1,2,1,1,1,0,1,1,0,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,6,,10,15,9,106203016
6,10,203,19,1,15,49,2,18,,,2,1,1,2,2,4,2,2,4,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,27,,8,4,24,106203019
6,10,203,19,2,16,87,2,20,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106203019
6,10,203,28,1,13,87,2,14,,,2,1,1,2,4,6,2,4,6,1,1,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,6,,4,4,2,106203028
6,10,203,36,2,15,87,2,17,0,0,2,1,1,1,4,5,1,4,5,1,2,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,4,6,1,4,16,106203036
6,10,203,63,1,15,50,2,18,,,2,1,1,5,5,10,5,5,10,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,16,,12,5,15,106203063
6,10,203,64,1,14,87,2,87,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106203064
6,10,203,70,2,14,87,2,16,,,2,1,1,6,,6,6,,6,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,9,,1,3,12,106203070
6,10,203,70,3,16,87,2,17,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106203070
6,10,203,70,4,12,87,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106203070
6,10,203,70,5,87,87,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106203070
6,10,203,74,1,16,87,2,18,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106203074
6,10,203,77,1,16,51,1,18,,,2,1,1,4,4,8,4,4,8,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,22,,4,6,8,106203077
6,10,203,77,2,14,87,1,15,2,1,1,1,1,,2,2,,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,7,,24,4,1,106203077
6,10,204,3,1,15,87,2,17,1,1,1,1,1,1,2,3,1,2,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,12,,12,12,10,106204003
6,10,204,3,2,13,87,2,19,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106204003
6,10,204,4,1,13,87,1,15,0,2,1,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,12,8,1,1,24,106204004
6,10,204,4,3,87,87,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106204004
6,10,204,17,1,15,87,2,20,2,2,1,1,1,1,0,1,1,0,1,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,9,6,4,7,18,106204017
6,10,204,22,2,16,87,2,18,1,1,1,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,9,,4,2,8,106204022
6,10,204,22,3,13,87,2,87,2,2,2,2,,0,0,0,0,0,0,2,0,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,0,,0,0,0,106204022
6,10,204,29,1,15,87,2,18,1,1,1,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,8,,9,6,18,106204029
6,10,204,30,2,14,87,2,15,0,2,1,1,1,0,3,3,0,3,3,1,1,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,12,,3,6,24,106204030
6,10,204,32,1,16,87,2,17,0,0,2,1,1,4,2,6,4,2,6,1,1,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,19,,6,4,15,106204032
6,10,204,34,2,13,87,1,14,1,2,2,1,1,1,2,3,1,2,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,13,,4,5,24,106204034
6,10,204,35,1,18,87,2,19,0,0,2,1,1,5,3,8,4,2,6,2,,1,1969,1,40,,,2,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,22,,3,4,9,106204035
6,10,204,35,2,12,87,2,18,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106204035
6,10,204,35,3,16,87,2,18,3,1,2,1,1,0,1,1,0,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,,11,4,87,3,106204035
6,10,204,39,2,20,87,2,,0,0,2,1,1,2,5,7,2,4,6,1,2,1,1971,1,3,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,38,,5,12,24,106204039
6,10,204,42,1,14,87,2,19,0,0,2,1,1,3,1,4,3,1,4,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,29,4,6,11,17,106204042
6,10,204,46,2,17,87,2,18,0,0,2,1,1,1,2,3,1,2,3,1,1,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,10,11,12,6,24,106204046
6,10,204,49,1,16,87,2,,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106204049
6,10,204,49,2,15,87,2,18,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106204049
6,102,205,3,2,15,87,2,20,,,2,1,1,2,2,4,2,2,4,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,6,,6,18,18,106205003
6,102,205,5,1,14,87,2,21,1,1,1,1,1,1,2,3,1,2,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,,6,14,18,106205005
6,102,205,9,1,15,87,2,37,2,,1,1,1,1,,1,1,,1,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,7,,5,12,18,106205009
6,102,205,12,2,14,48,1,16,,,2,1,1,1,5,6,1,5,6,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,20,,6,9,18,106205012
6,102,205,12,3,15,87,2,87,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106205012
6,102,205,18,1,13,87,2,22,1,1,1,1,1,,1,1,,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,,6,2,18,106205018
6,102,205,19,2,15,87,2,21,1,2,1,1,1,,1,1,,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,7,,6,10,18,106205019
6,102,205,23,2,16,87,2,27,,,2,1,1,1,3,4,1,3,4,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,1,1,3.40000009536743,1,1,12,3,1,7,,,,,12,3,87,3,106205023
6,102,205,24,2,13,49,1,26,,,2,1,1,2,3,5,2,3,5,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,26,,5,14,18,106205024
6,102,205,25,1,17,87,2,26,,,2,1,1,1,2,3,1,2,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2.26999998092651,1,1,12,3,1,7,,,,,12,3,2,3,106205025
6,102,205,27,2,15,87,2,27,2,1,1,1,1,1,,1,1,,1,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,4,,6,10,18,106205027
6,102,205,28,2,17,87,1,21,,,2,1,1,1,3,4,1,3,4,1,1,2,,,,,,,,,,,,,,,,,,,,,2,2,1,1,3,1,1,8,3,1,7,2,,,,8,6,87,3,106205028
6,102,205,36,1,14,87,2,21,,,2,1,1,1,2,3,1,2,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,6,,5,12,18,106205036
6,99,206,2,1,15,87,2,21,0,0,2,1,1,4,1,5,4,1,5,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,18,,5,9,18,106206002
6,99,206,6,2,15,87,2,16,0,0,2,1,1,3,5,8,3,5,8,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,16,,6,10,18,106206006
6,99,206,6,5,87,87,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106206006
6,99,206,8,1,15,87,2,17,1,1,2,1,1,1,0,1,1,0,1,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,10,5,7,12,106206008
6,99,206,14,1,14,87,2,18,0,0,2,1,1,4,3,7,4,3,7,1,4,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,18,,6,12,18,106206014
6,99,206,14,2,16,87,2,87,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106206014
6,99,206,30,1,15,87,2,22,0,0,2,1,1,3,1,4,3,1,4,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,29,,6,10,20,106206030
6,99,206,31,1,19,87,2,20,0,0,2,1,1,1,3,4,1,1,2,2,,1,,1,,,,1,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,6,9,18,106206031
6,99,206,34,2,15,87,2,18,1,0,2,1,1,2,0,2,2,0,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,18,,6,24,18,106206034
6,99,206,37,1,20,87,2,,0,0,2,1,1,3,4,7,1,3,4,2,,1,1975,2,34,,,2,,,,1,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,7,12,18,106206037
6,99,206,44,2,16,87,2,18,1,2,1,1,1,0,2,2,0,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,4,,5,7,18,106206044
6,99,206,51,1,20,87,2,22,0,0,2,1,1,3,4,7,3,4,7,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,35,,5,10,20,106206051
6,102,207,7,2,15,87,2,21,1,1,1,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,3,,2,4,18,106207007
6,102,207,18,2,15,87,2,18,2,1,1,1,1,1,0,1,1,0,1,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,,13,2,8,3,106207018
6,102,207,20,2,14,87,2,22,0,2,2,1,1,0,2,2,0,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,6,2,5,12,106207020
6,102,207,23,2,16,87,2,19,0,0,2,1,1,5,1,6,5,1,6,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,2,6,18,106207023
6,102,207,27,2,15,87,2,20,0,4,1,1,1,0,1,1,0,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,4,,2,4,18,106207027
6,102,207,31,1,18,87,2,24,1,0,2,1,1,2,0,2,2,0,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,5,,1,8,24,106207031
6,102,207,33,1,15,87,2,18,2,2,2,1,1,0,1,1,0,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,6,,3,6,18,106207033
