"id1","id2","id3","id4","hd","hhmid","s7b_1","s7b_2i","s7b_2ii","s7b_3","s7b_4","s7b_5","s7b_6","s7b_7","s7b_8","s7b_9","s7b_10","s7b_11","s7b_12","s7b_13","s7b_14","s7b_15","s7b_16","s7b_17","s7b_18","s7b_19","s7b_20","s7b_21","s7b_22","s7b_23","hhno"
6,10,218,12,"218012",3,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106218012
6,10,218,19,"218019",2,1,100,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,106218019
6,10,218,19,"218019",6,2,,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,106218019
6,10,218,20,"218020",2,2,,,2,2,2,2,2,1,2,2,1,1,,2,1,2,2,2,2,1,5,5,5,106218020
6,10,218,26,"218026",1,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106218026
6,10,218,26,"218026",2,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106218026
6,10,218,26,"218026",3,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106218026
6,10,218,26,"218026",5,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106218026
6,10,218,26,"218026",6,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106218026
6,10,218,33,"218033",2,1,150,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106218033
6,10,218,35,"218035",2,1,210,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,106218035
6,10,218,37,"218037",2,1,210,,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,5,5,5,106218037
6,10,218,52,"218052",2,1,250,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,1,5,5,5,106218052
6,10,218,52,"218052",5,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106218052
6,10,218,72,"218072",1,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106218072
6,10,219,12,"219012",2,1,60,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,5,5,5,106219012
6,10,219,38,"219038",2,1,90,,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,1,1,5,106219038
6,10,219,41,"219041",1,2,,,2,2,2,2,2,1,2,2,1,1,,2,2,,,,,,,,,106219041
6,10,219,41,"219041",2,2,,,2,2,2,2,2,1,2,2,1,1,,2,2,,,,,,,,,106219041
6,10,219,42,"219042",2,1,60,,2,2,2,2,2,1,2,2,1,1,2,1,1,1,2,2,2,1,5,5,5,106219042
6,10,219,49,"219049",1,2,,,2,1,2,2,2,1,2,1,1,2,2,,2,,,,,,,,,106219049
6,10,219,49,"219049",2,1,100,,2,1,2,2,2,1,2,1,1,1,2,,1,2,2,1,2,2,5,5,5,106219049
6,10,219,49,"219049",3,,,,2,1,2,2,2,1,2,1,1,1,2,,2,,,,,,,,,106219049
6,10,219,49,"219049",4,,,,2,1,2,2,2,1,2,2,1,1,2,,2,,,,,,,,,106219049
6,10,219,49,"219049",5,,,,2,1,2,2,2,1,2,2,1,1,2,,2,,,,,,,,,106219049
6,10,219,49,"219049",6,,,,2,1,2,2,2,1,2,1,1,1,2,,2,,,,,,,,,106219049
6,10,219,49,"219049",7,,,,2,1,2,2,2,1,2,2,1,1,2,,2,,,,,,,,,106219049
6,10,219,73,"219073",2,2,,,2,2,2,2,2,1,2,2,1,1,,2,1,1,2,1,1,2,5,5,5,106219073
6,10,219,82,"219082",1,,,,2,2,2,2,2,1,2,2,1,1,,2,2,,,,,,,,,106219082
6,10,219,82,"219082",2,,,,2,2,2,2,2,1,2,2,1,1,,2,2,,,,,,,,,106219082
6,10,219,82,"219082",6,,,,2,2,2,2,2,1,2,2,1,1,,2,2,,,,,,,,,106219082
6,10,219,89,"219089",2,2,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,1,5,5,5,106219089
6,10,219,89,"219089",3,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106219089
6,10,219,94,"219094",2,1,90,,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,5,5,5,106219094
6,10,219,98,"219098",1,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106219098
6,10,219,98,"219098",3,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106219098
6,10,219,126,"219126",1,2,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106219126
6,10,219,126,"219126",2,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106219126
6,10,219,128,"219128",1,,,,2,2,2,2,2,1,2,1,1,1,2,2,2,,,,,,,,,106219128
6,86,220,20,"220020",1,2,,,2,2,2,2,2,1,1,1,1,1,2,2,2,,,,,,,,,106220020
6,86,220,20,"220020",2,2,,,2,2,2,2,1,1,2,2,1,2,2,2,,,,,,,,,,106220020
6,86,220,33,"220033",1,1,40,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106220033
6,86,220,33,"220033",2,,,,2,2,2,2,2,1,1,2,2,2,2,2,,,,,,,,,,106220033
6,86,220,34,"220034",1,1,90,,2,2,2,2,2,1,2,,1,1,2,2,,,,,,,,,,106220034
6,86,220,34,"220034",2,,,,2,2,2,2,2,1,2,,1,1,2,2,,,,,,,,,,106220034
6,86,220,34,"220034",3,,,,2,2,2,2,2,1,2,,1,1,2,2,,,,,,,,,,106220034
6,86,220,34,"220034",4,,,,2,2,2,2,2,1,2,,1,1,2,2,,,,,,,,,,106220034
6,86,220,34,"220034",5,,,,2,2,2,2,2,1,2,,1,1,2,2,,,,,,,,,,106220034
6,86,220,42,"220042",2,1,90,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,106220042
6,86,220,52,"220052",1,1,30,,2,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106220052
6,86,220,62,"220062",2,1,56,,2,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106220062
6,86,220,73,"220073",1,,,,2,2,2,2,2,1,1,2,1,1,2,2,2,,,,,,,,,106220073
6,86,220,75,"220075",1,1,90,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106220075
6,86,220,84,"220084",1,,,,2,2,2,2,1,2,1,1,2,2,2,2,2,,,,,,,,,106220084
6,86,220,92,"220092",2,1,60,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106220092
6,103,221,7,"221007",1,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106221007
6,103,221,15,"221015",1,2,,,2,2,1,2,2,2,2,2,1,1,2,2,2,,,,,,,,,106221015
6,103,221,31,"221031",1,2,,,2,2,1,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106221031
6,103,221,34,"221034",1,2,,,2,2,2,2,1,1,1,2,1,1,2,2,2,,,,,,,,,106221034
6,103,221,34,"221034",2,2,,,2,2,1,2,2,1,1,2,1,1,2,2,2,,,,,,,,,106221034
6,103,221,40,"221040",2,1,60,,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106221040
6,103,221,45,"221045",1,2,,,2,2,1,2,2,1,2,1,2,2,2,2,2,,,,,,,,,106221045
6,103,221,47,"221047",1,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106221047
6,103,221,48,"221048",1,2,,,2,2,2,2,2,2,2,2,1,1,2,2,2,,,,,,,,,106221048
6,103,221,50,"221050",2,1,90,,2,3,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106221050
6,103,221,50,"221050",3,2,,,2,2,1,2,1,2,1,1,1,1,2,2,2,,,,,,,,,106221050
6,103,221,50,"221050",4,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106221050
6,103,221,50,"221050",6,2,,,2,2,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,106221050
6,103,221,54,"221054",2,1,150,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106221054
6,103,221,56,"221056",2,1,,,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,5,5,5,106221056
6,103,221,65,"221065",2,1,180,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106221065
6,103,221,65,"221065",5,2,,,2,2,1,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106221065
6,103,221,78,"221078",2,1,240,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106221078
6,103,221,78,"221078",4,2,,,2,2,2,2,2,1,1,2,1,1,2,2,2,,,,,,,,,106221078
6,103,221,78,"221078",5,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106221078
6,103,221,87,"221087",1,1,120,,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106221087
6,103,222,1,"222001",1,2,,,2,2,2,2,2,1,1,2,2,2,2,2,2,,,,,,,,,106222001
6,103,222,3,"222003",1,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,106222003
6,103,222,3,"222003",2,,,,2,2,2,2,2,2,2,1,2,1,2,2,2,,,,,,,,,106222003
6,103,222,7,"222007",2,1,300,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,1,5,5,5,106222007
6,103,222,7,"222007",3,2,,,1,2,2,2,1,1,2,2,2,2,2,2,2,,,,,,,,,106222007
6,103,222,16,"222016",1,2,,,2,2,2,2,2,1,1,2,2,2,2,2,2,,,,,,,,,106222016
6,103,222,16,"222016",2,2,,,2,2,2,2,2,1,1,2,2,2,2,2,2,,,,,,,,,106222016
6,103,222,18,"222018",1,1,180,,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,5,5,5,106222018
6,103,222,21,"222021",1,1,180,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,5,5,5,106222021
6,103,222,24,"222024",1,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,106222024
6,103,222,24,"222024",2,1,150,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,5,5,5,106222024
6,103,222,27,"222027",1,2,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,5,5,5,106222027
6,103,222,27,"222027",2,,,,2,2,2,2,1,1,1,2,2,2,2,2,2,,,,,,,,,106222027
6,103,222,31,"222031",2,,,,2,2,2,2,2,1,2,1,2,2,2,2,2,,,,,,,,,106222031
6,103,222,31,"222031",3,,,,2,2,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,106222031
6,103,222,32,"222032",2,1,120,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,1,1,5,5,5,106222032
6,103,222,43,"222043",2,1,120,,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,5,5,5,106222043
6,103,222,49,"222049",2,1,330,,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,1,2,1,5,5,5,106222049
6,103,222,57,"222057",1,1,300,,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,5,5,5,106222057
6,11,223,9,"223009",2,1,70,,2,2,2,2,1,1,2,1,2,1,2,2,1,2,2,1,1,1,5,5,5,106223009
6,11,223,21,"223021",1,2,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,5,5,5,106223021
6,11,223,33,"223033",2,2,,,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,1,5,5,5,106223033
6,11,223,33,"223033",5,,,,2,2,2,2,1,1,2,2,2,2,2,2,,,,,,,,,,106223033
6,11,223,33,"223033",6,,,,2,2,2,2,1,2,2,2,2,1,2,2,,,,,,,,,,106223033
6,11,223,35,"223035",1,,,,2,2,2,2,1,1,2,2,2,2,2,2,,,,,,,,,,106223035
6,11,223,35,"223035",2,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,106223035
6,11,223,35,"223035",3,,,,2,2,2,2,1,1,2,2,2,2,2,2,,,,,,,,,,106223035
6,11,223,35,"223035",5,,,,2,2,2,2,1,1,2,2,2,2,2,2,,,,,,,,,,106223035
6,11,223,61,"223061",3,,,,2,2,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,106223061
6,11,223,68,"223068",2,1,150,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,5,5,5,106223068
6,11,223,72,"223072",1,2,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106223072
6,11,223,72,"223072",3,,,,2,2,2,2,2,1,2,2,1,1,2,2,,,,,,,,,,106223072
6,11,223,93,"223093",1,,,,2,2,2,2,1,1,2,2,1,2,2,2,2,,,,,,,,,106223093
6,11,223,94,"223094",1,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,106223094
6,11,223,94,"223094",2,,,,2,2,2,2,2,1,2,2,2,2,2,2,,,,,,,,,,106223094
6,11,223,102,"223102",1,2,,,2,2,2,2,1,1,2,2,1,2,1,1,2,,,,,,,,,106223102
6,11,223,102,"223102",2,,,,2,2,2,2,1,1,2,2,1,1,2,2,,,,,,,,,,106223102
6,11,223,102,"223102",3,,,,2,2,2,2,2,1,2,2,1,1,2,2,,,,,,,,,,106223102
6,11,223,102,"223102",4,,,,2,2,2,2,2,1,2,2,1,1,2,2,,,,,,,,,,106223102
6,11,223,102,"223102",5,,,,2,2,2,2,2,2,2,2,1,2,2,2,,,,,,,,,,106223102
6,86,224,7,"224007",1,1,150,,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,1,2,1,5,5,5,106224007
6,86,224,9,"224009",2,1,90,,2,2,2,2,1,1,2,1,2,2,1,2,1,1,2,1,2,4,5,5,5,106224009
6,86,224,14,"224014",1,1,210,,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,5,5,5,106224014
6,86,224,15,"224015",2,1,90,,2,2,2,2,1,1,2,2,1,2,2,2,1,1,2,1,1,3,5,5,5,106224015
6,86,224,15,"224015",3,,,,2,2,2,2,1,1,2,2,2,2,2,2,2,,,,,,,,,106224015
6,86,224,27,"224027",1,1,80,,2,2,2,2,2,1,2,1,2,1,2,2,1,1,2,1,1,3,5,5,5,106224027
6,86,224,35,"224035",2,1,90,,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,1,5,5,5,106224035
6,86,224,35,"224035",3,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,106224035
6,86,224,35,"224035",5,,,,2,2,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,106224035
6,86,224,37,"224037",1,1,150,,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,5,5,5,106224037
6,86,224,37,"224037",2,,,,2,2,1,2,1,1,2,2,2,2,2,2,2,,,,,,,,,106224037
6,86,224,37,"224037",3,,,,2,2,2,2,1,1,2,2,2,2,2,2,2,,,,,,,,,106224037
6,86,224,37,"224037",8,,,,2,2,1,1,1,1,1,2,2,2,2,2,2,,,,,,,,,106224037
6,86,224,38,"224038",1,1,10,,2,2,1,2,1,1,2,2,2,2,1,2,1,2,2,1,2,1,5,5,5,106224038
6,86,224,41,"224041",2,1,60,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,5,5,5,106224041
6,86,224,46,"224046",2,1,40,,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,1,5,5,5,106224046
6,86,224,55,"224055",1,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,106224055
6,86,224,55,"224055",5,,,,1,2,2,2,1,1,2,2,2,2,2,2,2,,,,,,,,,106224055
6,111,225,1,"225001",2,1,60,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106225001
6,111,225,2,"225002",2,1,50,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,106225002
6,111,225,2,"225002",3,,,,2,2,2,2,2,1,2,2,1,2,2,2,,,,,,,,,,106225002
6,111,225,2,"225002",4,,,,2,2,2,2,2,1,2,2,1,2,2,2,,,,,,,,,,106225002
6,111,225,14,"225014",2,1,150,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106225014
6,111,225,17,"225017",2,1,60,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106225017
6,111,225,17,"225017",3,,,,2,2,2,2,2,1,2,2,1,1,2,2,,,,,,,,,,106225017
6,111,225,20,"225020",1,1,50,,2,2,2,2,2,1,2,2,2,1,,2,1,2,2,2,2,1,5,5,5,106225020
6,111,225,20,"225020",3,,,,2,2,2,2,2,1,2,2,2,1,,2,,,,,,,,,,106225020
6,111,225,21,"225021",2,,,,2,2,2,2,2,1,2,2,1,1,,2,,,,,,,,,,106225021
6,111,225,21,"225021",5,1,100,,2,2,2,2,2,1,2,2,1,1,,2,1,2,2,2,2,1,5,5,5,106225021
6,111,225,26,"225026",2,1,50,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106225026
6,111,225,26,"225026",4,,,,2,2,2,2,2,1,2,2,1,1,2,2,,,,,,,,,,106225026
6,111,225,30,"225030",1,2,,,2,2,2,2,2,1,2,2,1,1,2,2,,,,,,,,,,106225030
6,111,225,30,"225030",3,,,,2,2,2,2,2,1,2,2,1,1,2,2,,,,,,,,,,106225030
6,111,225,32,"225032",1,,,,2,2,2,2,2,1,2,2,1,1,,2,2,,,,,,,,,106225032
6,111,225,32,"225032",2,,,,2,2,2,2,2,1,2,2,1,1,,2,,,,,,,,,,106225032
6,111,225,33,"225033",2,1,100,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106225033
6,111,225,34,"225034",2,1,80,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106225034
6,111,225,34,"225034",4,,,,2,2,2,2,2,1,2,2,1,1,2,2,,,,,,,,,,106225034
6,111,225,36,"225036",2,1,100,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,5,5,5,106225036
6,111,225,36,"225036",6,,,,2,2,2,2,2,1,2,2,2,2,2,2,,,,,,,,,,106225036
6,111,225,37,"225037",1,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106225037
6,111,225,37,"225037",4,,,,2,2,2,2,2,1,2,2,1,1,2,2,,,,,,,,,,106225037
6,111,225,37,"225037",6,,,,2,2,2,2,2,1,2,2,1,1,2,2,,,,,,,,,,106225037
6,12,226,5,"226005",1,1,100,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106226005
6,12,226,5,"226005",3,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106226005
6,12,226,22,"226022",1,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106226022
6,12,226,25,"226025",2,1,50,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106226025
6,12,226,26,"226026",2,1,80,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,,1,5,5,5,106226026
6,12,226,39,"226039",1,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106226039
6,12,226,44,"226044",3,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106226044
6,12,226,50,"226050",2,1,50,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106226050
6,12,226,53,"226053",1,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106226053
6,12,226,56,"226056",2,1,50,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106226056
6,12,226,57,"226057",1,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106226057
6,12,226,110,"226110",1,1,40,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106226110
6,12,226,114,"226114",2,2,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106226114
6,110,227,8,"227008",1,,,,2,2,1,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106227008
6,110,227,10,"227010",1,2,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106227010
6,110,227,12,"227012",2,1,120,,2,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106227012
6,110,227,12,"227012",3,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106227012
6,110,227,20,"227020",2,1,150,,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,5,5,5,106227020
6,110,227,20,"227020",4,2,,,,,,,,,,,,,,,,,,,,,,,,106227020
6,110,227,39,"227039",1,1,120,,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,5,5,5,106227039
6,110,227,39,"227039",3,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,106227039
6,110,227,44,"227044",2,1,150,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,1,5,5,5,106227044
6,110,227,44,"227044",4,2,,,,,,,,,,,,,,,,,,,,,,,,106227044
6,110,227,64,"227064",1,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,106227064
6,110,227,64,"227064",3,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,106227064
6,110,227,70,"227070",2,1,80,,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106227070
6,110,227,72,"227072",2,1,50,,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106227072
6,110,227,72,"227072",3,,,,1,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106227072
6,110,227,72,"227072",4,,,,,,,,,,,,,,,,,,,,,,,,,106227072
6,110,227,81,"227081",2,1,60,,2,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106227081
6,110,227,88,"227088",2,1,80,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,5,5,5,106227088
6,110,227,88,"227088",3,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,106227088
6,110,227,109,"227109",1,1,80,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,1,5,5,5,106227109
6,110,227,109,"227109",2,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,106227109
6,110,227,112,"227112",1,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106227112
6,110,227,112,"227112",2,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106227112
6,110,227,115,"227115",2,1,60,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,106227115
6,110,227,116,"227116",2,1,80,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106227116
6,109,228,3,"228003",2,1,90,,2,2,2,2,1,1,1,1,1,1,,1,1,2,2,1,2,1,5,5,5,106228003
6,109,228,4,"228004",2,1,60,,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,1,5,5,5,106228004
6,109,228,10,"228010",2,1,90,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,1,5,5,5,106228010
6,109,228,14,"228014",2,1,20,,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,5,5,5,106228014
6,109,228,23,"228023",2,1,30,,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,5,5,5,106228023
6,109,228,24,"228024",2,1,15,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106228024
6,109,228,25,"228025",2,1,30,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,5,5,5,106228025
6,109,228,30,"228030",2,1,30,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106228030
6,109,228,35,"228035",2,2,30,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,5,5,5,106228035
6,109,228,46,"228046",2,1,30,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,5,5,5,106228046
6,109,228,46,"228046",3,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,106228046
6,109,228,58,"228058",2,1,30,,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,1,5,5,5,106228058
6,109,228,58,"228058",4,,,,2,2,2,2,2,1,1,2,2,1,2,2,2,,,,,,,,,106228058
6,109,228,58,"228058",5,,,,2,2,2,2,1,1,1,2,2,1,2,2,2,,,,,,,,,106228058
6,108,229,1,"229001",2,1,30,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,5,5,5,106229001
6,108,229,2,"229002",2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,5,5,5,106229002
6,108,229,5,"229005",2,2,,,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1,5,5,5,106229005
6,108,229,8,"229008",2,1,30,,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,5,5,5,106229008
6,108,229,9,"229009",2,1,90,,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,106229009
6,108,229,12,"229012",2,1,90,,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,5,5,5,106229012
6,108,229,13,"229013",2,1,16,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106229013
6,108,229,13,"229013",7,1,30,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106229013
6,108,229,13,"229013",8,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,106229013
6,108,229,14,"229014",2,,60,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106229014
6,108,229,18,"229018",2,1,40,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106229018
6,108,229,20,"229020",2,1,150,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,5,5,5,106229020
6,108,229,26,"229026",2,1,30,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,5,5,5,106229026
6,108,230,5,"230005",2,1,100,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,106230005
6,108,230,18,"230018",2,1,60,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,5,5,5,106230018
6,108,230,25,"230025",2,1,15,,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,5,5,5,106230025
6,108,230,29,"230029",2,1,60,,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,1,2,1,5,5,5,106230029
6,108,230,30,"230030",2,1,30,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106230030
6,108,230,41,"230041",2,1,40,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,106230041
6,108,230,45,"230045",2,1,60,,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,1,5,5,5,106230045
6,108,230,47,"230047",2,1,60,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,5,5,5,106230047
