"id1","id2","id3","id4","hd","hhmid","s7b_1","s7b_2i","s7b_2ii","s7b_3","s7b_4","s7b_5","s7b_6","s7b_7","s7b_8","s7b_9","s7b_10","s7b_11","s7b_12","s7b_13","s7b_14","s7b_15","s7b_16","s7b_17","s7b_18","s7b_19","s7b_20","s7b_21","s7b_22","s7b_23","hhno"
2,28,58,99,"058099",1,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,102058099
2,28,58,115,"058115",1,,,,2,2,2,2,2,1,2,1,1,1,2,2,2,,,,,,,,,102058115
2,28,58,116,"058116",2,,,,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,102058116
2,28,58,122,"058122",1,2,,,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,1,5,5,5,102058122
2,28,58,123,"058123",1,1,3,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,5,5,5,102058123
2,28,58,131,"058131",1,,,,2,2,2,2,2,1,2,2,1,2,1,2,,,,,,,,,,102058131
2,29,60,1,"060001",3,1,,,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,1,2,1,5,5,5,102060001
2,29,60,10,"060010",2,1,,,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,5,5,5,102060010
2,29,60,11,"060011",1,,,,2,2,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,102060011
2,29,60,14,"060014",1,,,,2,2,2,2,1,1,2,2,1,2,2,2,2,,,,,,,,,102060014
2,29,60,18,"060018",1,,,,2,2,2,2,2,1,1,2,1,2,2,2,2,,,,,,,,,102060018
2,29,60,20,"060020",1,,,,2,2,2,2,1,1,2,2,1,1,2,2,2,,,,,,,,,102060020
2,29,60,20,"060020",2,,,,2,2,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,102060020
2,29,60,26,"060026",1,,,,2,2,2,2,1,1,1,1,1,2,2,2,2,,,,,,,,,102060026
2,29,60,40,"060040",2,1,90,,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,1,2,1,5,5,5,102060040
2,29,60,40,"060040",3,,,,2,2,2,2,1,1,2,2,1,2,2,2,2,,,,,,,,,102060040
2,29,60,43,"060043",1,,,,2,2,2,2,2,1,1,2,2,2,2,2,2,,,,,,,,,102060043
2,29,60,53,"060053",2,1,90,,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,1,2,1,5,5,5,102060053
2,29,60,53,"060053",3,,,,2,2,2,2,1,2,1,2,1,1,2,2,2,,,,,,,,,102060053
2,29,60,78,"060078",1,,,,2,2,2,2,1,1,2,2,1,2,2,2,2,,,,,,,,,102060078
2,29,60,82,"060082",1,,,,2,2,2,2,1,1,1,2,1,2,2,2,2,,,,,,,,,102060082
2,29,60,90,"060090",1,,,,,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,102060090
3,1,61,20,"061020",2,1,10,,3,2,1,2,1,1,2,2,1,1,2,1,,2,2,1,2,2,5,5,5,103061020
3,1,61,45,"061045",1,2,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,5,5,5,103061045
3,1,61,47,"061047",1,1,45,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,103061047
3,1,61,50,"061050",1,2,,,1,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103061050
3,1,61,58,"061058",2,1,100,,3,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,103061058
3,1,61,64,"061064",3,2,,,3,2,2,2,1,2,2,2,1,2,2,2,2,,,,,,,,,103061064
3,1,61,85,"061085",2,1,80,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,103061085
3,1,61,122,"061122",2,1,40,,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,4,5,5,5,103061122
3,1,61,122,"061122",3,2,,,1,2,2,2,1,1,2,2,1,2,2,2,2,,,,,,,,,103061122
3,1,61,131,"061131",2,1,150,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,5,5,5,103061131
3,1,61,134,"061134",1,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103061134
3,1,62,13,"062013",1,,,,1,1,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103062013
3,1,62,18,"062018",1,,,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103062018
3,1,62,22,"062022",2,1,20,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,5,5,5,103062022
3,1,62,51,"062051",1,1,150,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103062051
3,1,62,62,"062062",1,2,,,2,2,2,2,2,1,1,2,1,1,2,2,2,,,,,,,,,103062062
3,1,62,62,"062062",2,2,,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,103062062
3,1,62,78,"062078",1,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103062078
3,1,62,144,"062144",2,1,50,,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,4,5,5,5,103062144
3,1,62,195,"062195",1,2,,,1,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103062195
3,1,62,199,"062199",1,,,,2,2,1,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103062199
3,1,62,235,"062235",1,,,,2,2,2,2,1,1,2,2,1,2,2,2,2,,,,,,,,,103062235
3,1,62,235,"062235",2,,,,1,2,1,1,2,1,2,2,1,1,2,2,2,,,,,,,,,103062235
3,1,62,235,"062235",3,,,,2,2,1,2,1,1,2,2,1,1,2,2,2,,,,,,,,,103062235
3,1,62,235,"062235",4,,,,3,2,2,2,1,1,2,2,1,1,2,2,2,,,,,,,,,103062235
3,1,62,235,"062235",5,,,,3,2,2,2,1,1,2,2,1,2,2,2,2,,,,,,,,,103062235
3,1,62,247,"062247",2,1,30,,2,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,4,1,5,103062247
3,1,63,24,"063024",1,2,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103063024
3,1,63,26,"063026",1,2,,,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,103063026
3,1,63,27,"063027",1,1,200,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,5,5,5,103063027
3,1,63,41,"063041",1,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103063041
3,1,63,51,"063051",1,2,,,3,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103063051
3,1,63,61,"063061",1,2,,,3,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,103063061
3,1,63,85,"063085",1,2,,,2,2,2,2,1,1,2,2,2,2,2,2,2,,,,,,,,,103063085
3,1,63,89,"063089",1,2,,,2,2,2,2,2,1,1,2,2,1,2,2,2,,,,,,,,,103063089
3,1,63,101,"063101",1,1,100,,3,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,5,5,5,103063101
3,1,63,111,"063111",1,2,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103063111
3,1,64,1,"064001",1,,,,1,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103064001
3,1,64,1,"064001",2,,,,3,2,2,2,1,1,2,2,1,2,2,2,2,,,,,,,,,103064001
3,1,64,2,"064002",1,2,,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103064002
3,1,64,3,"064003",2,1,50,,3,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,103064003
3,1,64,4,"064004",2,1,60,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,1,5,5,5,103064004
3,1,64,9,"064009",1,,,,3,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103064009
3,1,64,16,"064016",2,1,60,,3,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,4,5,5,5,103064016
3,1,64,27,"064027",2,1,40,,1,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,103064027
3,1,64,33,"064033",2,1,50,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,4,5,5,5,103064033
3,1,64,36,"064036",1,,,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103064036
3,1,64,36,"064036",2,,,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103064036
3,1,64,39,"064039",2,1,50,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,5,5,5,103064039
3,1,64,39,"064039",4,2,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,103064039
3,1,64,44,"064044",2,1,60,,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,4,5,5,5,103064044
3,1,64,44,"064044",5,,,,2,2,2,2,1,1,2,2,1,2,2,2,2,,,,,,,,,103064044
3,1,64,71,"064071",1,2,,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103064071
3,1,64,71,"064071",2,,,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103064071
3,1,65,11,"065011",1,2,,,1,1,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103065011
3,1,65,12,"065012",1,1,200,,3,2,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,2,5,5,5,103065012
3,1,65,15,"065015",1,2,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103065015
3,1,65,15,"065015",2,2,,,2,2,1,1,2,1,2,2,1,1,2,2,2,,,,,,,,,103065015
3,1,65,15,"065015",3,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103065015
3,1,65,15,"065015",4,,,,,,,,,,,,,,,,,,,,,,,,,103065015
3,1,65,23,"065023",1,2,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103065023
3,1,65,64,"065064",1,2,,,1,2,,,2,1,2,1,2,1,2,2,2,,,,,,,,,103065064
3,1,65,66,"065066",1,2,,,3,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103065066
3,1,65,67,"065067",2,1,50,,3,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,5,5,5,103065067
3,1,65,72,"065072",2,1,25,,3,2,1,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,5,5,5,103065072
3,1,66,40,"066040",1,1,,,3,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,5,5,5,103066040
3,1,66,47,"066047",1,2,,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103066047
3,1,66,47,"066047",2,2,,,1,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103066047
3,1,66,55,"066055",1,2,,,1,2,2,2,1,1,1,2,1,2,2,2,2,,,,,,,,,103066055
3,1,66,67,"066067",1,2,,,1,2,2,2,1,1,1,2,1,2,2,2,2,,,,,,,,,103066067
3,1,66,70,"066070",1,2,,,1,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103066070
3,1,66,113,"066113",1,2,,,1,1,1,2,2,1,1,2,1,2,2,2,2,,,,,,,,,103066113
3,1,66,133,"066133",1,2,,,3,2,2,,1,1,2,2,1,2,2,2,2,,,,,,,,,103066133
3,1,66,142,"066142",1,1,160,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103066142
3,1,67,3,"067003",2,1,150,,1,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,5,5,5,103067003
3,1,67,22,"067022",1,1,40,,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,5,5,5,103067022
3,1,67,29,"067029",2,1,90,,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,5,5,5,103067029
3,1,67,37,"067037",1,1,500,,2,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,103067037
3,1,67,37,"067037",4,2,,,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,5,5,5,103067037
3,1,67,44,"067044",2,1,90,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,5,5,5,103067044
3,1,67,46,"067046",1,2,,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103067046
3,1,67,48,"067048",2,1,70,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,4,5,5,103067048
3,1,67,49,"067049",1,1,,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,103067049
3,1,67,49,"067049",2,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103067049
3,1,67,51,"067051",1,2,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,103067051
3,1,67,58,"067058",1,2,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,103067058
3,1,67,68,"067068",1,1,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,103067068
3,1,68,17,"068017",2,1,60,,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,4,5,5,5,103068017
3,1,68,21,"068021",2,1,60,,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,103068021
3,1,68,26,"068026",1,2,,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103068026
3,1,68,26,"068026",2,2,,,2,2,2,2,1,1,2,2,1,2,2,2,2,,,,,,,,,103068026
3,1,68,34,"068034",1,1,120,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,5,5,5,103068034
3,1,68,70,"068070",2,1,50,,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,4,5,5,5,103068070
3,1,68,97,"068097",1,2,,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103068097
3,1,68,97,"068097",2,2,,,2,2,2,2,1,1,2,2,1,2,2,2,2,,,,,,,,,103068097
3,1,68,125,"068125",1,2,,,2,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103068125
3,1,68,125,"068125",2,2,,,2,2,2,2,1,1,2,2,1,2,2,2,2,,,,,,,,,103068125
3,1,68,152,"068152",1,1,50,,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,103068152
3,1,68,164,"068164",2,1,100,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,103068164
3,1,68,180,"068180",1,2,,,1,2,2,2,1,1,2,2,1,2,2,2,2,,,,,,,,,103068180
3,1,69,8,"069008",2,1,25,0,3,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,5,5,5,103069008
3,1,69,19,"069019",2,2,,,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,103069019
3,1,69,19,"069019",3,,,,1,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,5,5,5,103069019
3,1,69,23,"069023",1,,,,1,1,1,2,2,1,1,2,1,2,2,2,2,,,,,,,,,103069023
3,1,69,31,"069031",1,2,,,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,103069031
3,1,69,32,"069032",1,,,,2,1,1,1,2,1,2,2,1,2,2,2,2,,,,,,,,,103069032
3,1,69,45,"069045",2,1,100,,2,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,4,5,5,5,103069045
3,1,70,1,"070001",2,2,,,1,2,1,2,1,1,2,1,1,1,2,2,1,2,2,1,1,2,5,5,5,103070001
3,1,70,1,"070001",3,2,,,1,2,1,2,2,1,2,1,1,1,2,2,2,,,,,,,,,103070001
3,1,70,3,"070003",2,2,,,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,5,5,5,103070003
3,1,70,9,"070009",2,2,,,1,2,1,2,2,1,2,2,1,1,2,,1,2,2,1,2,2,5,5,5,103070009
3,1,70,12,"070012",1,2,,,1,2,2,1,2,1,2,1,1,1,2,2,2,,,,,,,,,103070012
3,1,70,15,"070015",1,2,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103070015
3,1,70,26,"070026",1,2,,,3,2,2,2,1,1,2,1,2,1,2,2,2,,,,,,,,,103070026
3,1,70,31,"070031",1,2,,,2,2,2,2,2,1,2,1,2,1,2,2,2,,,,,,,,,103070031
3,1,70,36,"070036",1,1,50,,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,5,5,5,103070036
3,1,70,36,"070036",2,,,,3,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103070036
3,1,70,37,"070037",1,2,,,3,3,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,103070037
3,1,70,38,"070038",1,1,250,,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,5,5,5,103070038
3,1,72,5,"072005",2,2,,,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,5,5,5,103072005
3,1,72,5,"072005",9,2,,,2,2,2,2,1,1,2,2,1,2,2,2,2,,,,,,,,,103072005
3,1,72,12,"072012",2,1,30,,1,1,2,2,2,1,2,2,1,2,,2,1,2,2,1,2,2,1,5,5,103072012
3,1,72,21,"072021",2,1,50,,1,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,103072021
3,1,72,21,"072021",4,,,,2,2,2,2,1,1,2,2,1,2,2,2,2,,,,,,,,,103072021
3,1,72,21,"072021",7,,,,2,2,2,2,1,1,2,2,1,2,2,2,2,,,,,,,,,103072021
3,1,72,22,"072022",1,2,,,3,2,2,2,2,1,2,2,1,2,,2,2,,,,,,,,,103072022
3,1,72,24,"072024",1,2,,,1,2,1,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103072024
3,1,72,27,"072027",2,1,40,,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,103072027
3,1,72,30,"072030",2,2,50,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,103072030
3,1,72,35,"072035",2,1,60,,2,2,1,2,1,1,2,2,1,2,,2,1,2,2,1,2,1,5,5,5,103072035
3,1,72,61,"072061",2,1,50,,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,103072061
3,1,73,6,"073006",1,1,100,,1,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,103073006
3,1,73,45,"073045",1,2,,,1,1,1,1,2,1,2,2,1,2,2,2,2,,,,,,,,,103073045
3,1,73,49,"073049",1,2,,,1,2,1,2,1,1,1,2,2,2,2,2,2,,,,,,,,,103073049
3,1,73,49,"073049",2,2,,,1,2,2,2,1,1,2,2,1,1,2,2,2,,,,,,,,,103073049
3,1,73,80,"073080",1,2,,,,,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103073080
3,1,74,2,"074002",2,1,30,,3,2,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,1,5,5,5,103074002
3,1,74,7,"074007",1,2,,,3,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103074007
3,1,74,7,"074007",2,,,,3,2,1,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103074007
3,1,74,14,"074014",2,1,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,103074014
3,1,74,15,"074015",1,1,200,,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,5,5,5,103074015
3,1,74,15,"074015",4,2,,,2,2,1,2,1,1,1,2,2,2,2,2,2,,,,,,,,,103074015
3,1,74,20,"074020",1,2,,,1,1,1,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103074020
3,1,74,26,"074026",2,1,100,,1,2,2,2,2,1,2,2,1,2,2,2,1,,,,,,,,,103074026
3,1,74,33,"074033",2,1,30,,1,2,1,2,2,1,2,2,1,2,2,2,1,,,,,,,,,103074033
3,1,74,52,"074052",1,2,,,1,3,1,1,1,2,2,2,1,1,2,2,2,,,,,,,,,103074052
3,1,74,65,"074065",1,2,,,3,2,1,1,2,1,2,2,1,1,2,2,2,,,,,,,,,103074065
3,1,75,10,"075010",1,2,,,2,2,2,2,2,1,2,2,2,1,2,,2,,,,,,,,,103075010
3,1,75,13,"075013",1,2,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103075013
3,1,75,13,"075013",2,2,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103075013
3,1,75,22,"075022",1,1,100,,2,2,,,1,1,2,2,1,1,,2,1,2,2,2,2,1,5,5,5,103075022
3,1,75,26,"075026",1,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103075026
3,1,75,34,"075034",1,1,25,0,1,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,2,1,5,5,103075034
3,1,75,37,"075037",1,1,300,,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,1,5,5,5,103075037
3,1,75,37,"075037",2,2,,,2,2,2,2,1,1,2,2,1,1,2,2,1,,,,,,,,,103075037
3,1,75,45,"075045",2,1,50,,2,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,103075045
3,1,75,58,"075058",2,1,100,,1,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,,1,5,5,5,103075058
3,1,75,74,"075074",1,2,,,1,1,1,2,1,1,2,1,2,2,,2,1,1,2,1,2,1,5,5,5,103075074
3,1,75,87,"075087",1,1,100,,1,2,1,2,1,1,2,2,1,2,2,2,2,,,,,,,,,103075087
3,1,75,87,"075087",2,2,,,1,2,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,1,5,5,5,103075087
3,1,75,87,"075087",3,2,,,1,2,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,1,5,5,5,103075087
3,1,76,40,"076040",1,2,,,1,2,2,2,2,1,2,2,1,2,,2,1,2,2,2,2,1,5,5,5,103076040
3,1,76,42,"076042",2,1,50,,1,2,2,2,1,1,2,2,1,2,2,2,1,2,1,1,2,1,5,5,5,103076042
3,1,76,45,"076045",2,1,80,,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,5,5,5,103076045
3,1,76,63,"076063",1,2,,,3,2,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103076063
3,1,76,63,"076063",2,2,,,2,2,2,2,1,1,2,2,1,1,2,2,2,,,,,,,,,103076063
3,1,76,70,"076070",2,1,150,,1,1,2,2,1,1,2,2,2,1,2,2,1,,,,,,,,,103076070
3,1,76,72,"076072",1,2,,,1,1,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,103076072
3,1,76,72,"076072",2,,,,1,1,2,2,1,1,2,2,1,2,2,2,2,,,,,,,,,103076072
3,1,76,73,"076073",1,2,,,3,3,2,2,1,1,2,2,1,2,,2,2,,,,,,,,,103076073
3,1,76,79,"076079",2,1,50,,2,2,2,2,2,1,2,2,2,1,,1,1,2,2,2,2,1,5,5,5,103076079
3,1,76,82,"076082",3,2,,,2,2,2,2,2,1,2,2,1,2,,2,2,,,,,,,,,103076082
3,1,76,84,"076084",2,1,50,,3,2,2,2,2,1,2,2,1,2,,2,1,2,2,2,2,1,5,5,5,103076084
3,1,76,84,"076084",3,2,,,2,2,2,2,1,1,2,2,1,1,,2,2,,,,,,,,,103076084
3,1,76,90,"076090",1,2,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103076090
3,1,77,2,"077002",1,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103077002
3,1,77,24,"077024",1,1,30,,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,5,5,5,103077024
3,1,77,29,"077029",1,2,,,2,2,2,2,2,1,2,2,1,1,,2,2,,,,,,,,,103077029
3,1,77,33,"077033",1,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103077033
3,1,77,42,"077042",1,1,100,,1,2,2,2,1,1,2,2,1,1,,2,1,2,2,2,2,1,5,5,5,103077042
3,1,77,43,"077043",1,1,60,,2,2,2,2,2,1,1,2,1,2,2,2,1,2,,1,2,4,5,4,4,103077043
3,1,77,61,"077061",1,2,,,2,,2,2,1,1,2,2,1,2,2,2,2,,,,,,,,,103077061
3,1,77,61,"077061",2,2,,,2,,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,103077061
3,1,77,63,"077063",1,2,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,103077063
3,1,77,97,"077097",1,2,,,2,2,2,2,1,1,2,2,1,2,2,2,2,,,,,,,,,103077097
3,1,77,138,"077138",1,1,100,,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,5,5,5,103077138
3,1,77,138,"077138",3,2,,,2,2,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,103077138
3,1,78,7,"078007",1,2,,,1,2,2,2,1,1,2,2,1,1,2,2,2,,,,,,,,,103078007
3,1,78,8,"078008",1,2,,,2,1,2,1,2,1,2,2,1,2,2,2,2,,,,,,,,,103078008
3,1,78,10,"078010",2,1,20,,3,2,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,5,4,5,103078010
3,1,78,12,"078012",1,1,,,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,5,5,5,103078012
3,1,78,17,"078017",1,2,,,1,1,1,1,2,1,2,2,1,1,2,2,2,,,,,,,,,103078017
3,1,78,18,"078018",1,2,,,1,1,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,103078018
3,1,78,18,"078018",2,2,,,1,1,1,1,2,1,2,2,1,1,2,2,,,,,,,,,,103078018
3,1,78,19,"078019",1,1,5,,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,3,1,4,4,103078019
3,1,78,23,"078023",2,1,15,0,3,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,4,4,4,103078023
3,1,78,36,"078036",2,1,20,,3,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,5,5,5,103078036
3,1,78,36,"078036",3,2,,,3,2,1,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103078036
3,1,78,42,"078042",1,2,,,3,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103078042
3,1,78,42,"078042",2,2,,,2,2,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,103078042
3,1,78,48,"078048",1,2,,,3,1,2,2,1,1,2,2,1,1,2,2,2,,,,,,,,,103078048
3,1,78,48,"078048",2,2,,,2,2,2,1,2,1,2,2,1,1,2,2,2,,,,,,,,,103078048
3,1,78,63,"078063",2,1,20,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,5,5,5,103078063
3,1,78,67,"078067",2,1,20,,2,2,1,2,2,1,2,2,1,1,2,2,1,2,1,1,1,2,5,5,5,103078067
3,1,79,4,"079004",1,1,100,0,1,2,2,2,2,1,2,2,1,1,,2,1,2,2,2,2,1,5,5,5,103079004
3,1,79,10,"079010",1,2,,,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,5,5,5,103079010
3,1,79,15,"079015",2,1,150,0,1,1,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,4,5,5,103079015
3,1,79,16,"079016",2,2,,,,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,103079016
3,1,79,20,"079020",1,2,,,1,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,103079020
3,1,79,21,"079021",1,1,60,,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,103079021
