"id1","id2","id3","id4","hhno","urbrur","loc7","hhweight3","ppweight3"
1,13,9,222,101009222,1,2,2824.99438476563,16949.966796875
1,13,9,227,101009227,1,2,2824.99438476563,14124.9716796875
1,13,9,235,101009235,1,2,2824.99438476563,19774.9609375
1,13,9,258,101009258,1,2,2824.99438476563,16949.966796875
1,13,9,262,101009262,1,2,2824.99438476563,5649.98876953125
1,13,10,40,101010040,1,2,2833.96459960938,14169.822265625
1,13,10,57,101010057,1,2,2833.96459960938,2833.96459960938
1,13,10,64,101010064,1,2,2833.96459960938,8501.8935546875
1,13,10,75,101010075,1,2,2833.96459960938,2833.96459960938
1,13,10,88,101010088,1,2,2833.96459960938,14169.822265625
1,13,10,89,101010089,1,2,2833.96459960938,8501.8935546875
1,13,10,95,101010095,1,2,2833.96459960938,8501.8935546875
1,13,10,113,101010113,1,2,2833.96459960938,2833.96459960938
1,13,10,132,101010132,1,2,2833.96459960938,11335.8583984375
1,13,10,150,101010150,1,2,2833.96459960938,11335.8583984375
1,13,10,163,101010163,1,2,2833.96459960938,2833.96459960938
1,13,10,164,101010164,1,2,2833.96459960938,5667.92919921875
1,13,10,175,101010175,1,2,2833.96459960938,5667.92919921875
1,13,10,176,101010176,1,2,2833.96459960938,5667.92919921875
1,13,10,193,101010193,1,2,2833.96459960938,2833.96459960938
1,13,11,6,101011006,1,2,3772.91577148438,7545.83154296875
1,13,11,19,101011019,1,2,3772.91577148438,7545.83154296875
1,13,11,28,101011028,1,2,3772.91577148438,7545.83154296875
1,13,11,31,101011031,1,2,3772.91577148438,15091.6630859375
1,13,11,44,101011044,1,2,3772.91577148438,18864.578125
1,13,11,48,101011048,1,2,3772.91577148438,7545.83154296875
1,13,11,50,101011050,1,2,3772.91577148438,22637.494140625
1,13,11,54,101011054,1,2,3772.91577148438,18864.578125
1,13,11,58,101011058,1,2,3772.91577148438,15091.6630859375
1,13,11,85,101011085,1,2,3772.91577148438,18864.578125
1,13,11,94,101011094,1,2,3772.91577148438,3772.91577148438
1,13,11,104,101011104,1,2,3772.91577148438,11318.7470703125
1,13,11,146,101011146,1,2,3772.91577148438,18864.578125
1,13,11,161,101011161,1,2,3772.91577148438,3772.91577148438
1,13,11,172,101011172,1,2,3772.91577148438,7545.83154296875
1,13,12,6,101012006,1,2,1089.14721679688,2178.29443359375
1,13,12,7,101012007,1,2,1089.14721679688,5445.736328125
1,13,12,13,101012013,1,2,1089.14721679688,5445.736328125
1,13,12,14,101012014,1,2,1089.14721679688,1089.14721679688
1,13,12,17,101012017,1,2,1089.14721679688,5445.736328125
1,13,12,22,101012022,1,2,1089.14721679688,2178.29443359375
1,13,12,36,101012036,1,2,1089.14721679688,1089.14721679688
1,13,12,38,101012038,1,2,1089.14721679688,4356.5888671875
1,13,12,39,101012039,1,2,1089.14721679688,4356.5888671875
1,13,12,45,101012045,1,2,1089.14721679688,4356.5888671875
1,13,12,50,101012050,1,2,1089.14721679688,2178.29443359375
1,13,12,51,101012051,1,2,1089.14721679688,3267.44165039063
1,13,12,55,101012055,1,2,1089.14721679688,4356.5888671875
1,13,12,85,101012085,1,2,1089.14721679688,4356.5888671875
1,13,12,94,101012094,1,2,1089.14721679688,3267.44165039063
1,8,13,6,101013006,2,6,1689.8232421875,1689.8232421875
1,8,13,8,101013008,2,6,1689.8232421875,5069.4697265625
1,8,13,15,101013015,2,6,1689.8232421875,1689.8232421875
1,8,13,19,101013019,2,6,1689.8232421875,5069.4697265625
1,8,13,20,101013020,2,6,1689.8232421875,8449.1162109375
1,8,13,28,101013028,2,6,1689.8232421875,6759.29296875
1,8,13,30,101013030,2,6,1689.8232421875,1689.8232421875
1,8,13,32,101013032,2,6,1689.8232421875,6759.29296875
1,8,13,36,101013036,2,6,1689.8232421875,11828.7626953125
1,8,13,48,101013048,2,6,1689.8232421875,8449.1162109375
1,8,13,66,101013066,2,6,1689.8232421875,5069.4697265625
1,8,13,67,101013067,2,6,1689.8232421875,5069.4697265625
1,8,13,87,101013087,2,6,1689.8232421875,8449.1162109375
1,8,13,95,101013095,2,6,1689.8232421875,5069.4697265625
1,8,13,103,101013103,2,6,1689.8232421875,6759.29296875
1,8,14,11,101014011,2,6,1879.85888671875,5639.57666015625
1,8,14,15,101014015,2,6,1879.85888671875,11279.1533203125
1,8,14,22,101014022,2,6,1879.85888671875,9399.2939453125
1,8,14,33,101014033,2,6,1879.85888671875,5639.57666015625
1,8,14,36,101014036,2,6,1879.85888671875,1879.85888671875
1,8,14,41,101014041,2,6,1879.85888671875,9399.2939453125
1,8,14,46,101014046,2,6,1879.85888671875,13159.0126953125
1,8,14,57,101014057,2,6,1879.85888671875,15038.87109375
1,8,14,61,101014061,2,6,1879.85888671875,1879.85888671875
1,8,14,65,101014065,2,6,1879.85888671875,5639.57666015625
1,8,14,69,101014069,2,6,1879.85888671875,5639.57666015625
1,8,14,82,101014082,2,6,1879.85888671875,11279.1533203125
1,8,14,113,101014113,2,6,1879.85888671875,1879.85888671875
1,8,14,118,101014118,2,6,1879.85888671875,5639.57666015625
1,8,14,129,101014129,2,6,1879.85888671875,5639.57666015625
1,8,15,6,101015006,2,6,1637.04870605469,6548.19482421875
1,8,15,9,101015009,2,6,1637.04870605469,1637.04870605469
1,8,15,34,101015034,2,6,1637.04870605469,3274.09741210938
1,8,15,49,101015049,2,6,1637.04870605469,1637.04870605469
1,8,15,55,101015055,2,6,1637.04870605469,4911.14599609375
1,8,15,64,101015064,2,6,1637.04870605469,3274.09741210938
1,8,15,65,101015065,2,6,1637.04870605469,14733.4384765625
1,8,15,90,101015090,2,6,1637.04870605469,6548.19482421875
1,8,15,119,101015119,2,6,1637.04870605469,4911.14599609375
1,8,15,120,101015120,2,6,1637.04870605469,4911.14599609375
1,8,15,149,101015149,2,6,1637.04870605469,1637.04870605469
1,8,15,151,101015151,2,6,1637.04870605469,8185.24365234375
1,8,15,188,101015188,2,6,1637.04870605469,1637.04870605469
1,8,15,191,101015191,2,6,1637.04870605469,4911.14599609375
1,8,15,194,101015194,2,6,1637.04870605469,1637.04870605469
1,8,16,1,101016001,2,6,1438.20971679688,7191.048828125
1,8,16,23,101016023,2,6,1438.20971679688,2876.41943359375
1,8,16,41,101016041,2,6,1438.20971679688,7191.048828125
1,8,16,51,101016051,2,6,1438.20971679688,4314.62890625
1,8,16,53,101016053,2,6,1438.20971679688,2876.41943359375
1,8,16,107,101016107,2,6,1438.20971679688,1438.20971679688
1,8,16,111,101016111,2,6,1438.20971679688,8629.2578125
1,8,16,137,101016137,2,6,1438.20971679688,7191.048828125
1,8,16,144,101016144,2,6,1438.20971679688,7191.048828125
1,8,16,145,101016145,2,6,1438.20971679688,2876.41943359375
1,8,16,149,101016149,2,6,1438.20971679688,1438.20971679688
1,8,16,152,101016152,2,6,1438.20971679688,2876.41943359375
1,8,16,154,101016154,2,6,1438.20971679688,5752.8388671875
1,8,16,163,101016163,2,6,1438.20971679688,4314.62890625
1,8,16,217,101016217,2,6,1438.20971679688,7191.048828125
1,10,17,2,101017002,2,6,689.752807617188,2759.01123046875
1,10,17,4,101017004,2,6,689.752807617188,3448.76416015625
1,10,17,11,101017011,2,6,689.752807617188,4138.5166015625
1,10,17,19,101017019,2,6,689.752807617188,2069.25830078125
1,10,17,20,101017020,2,6,689.752807617188,2069.25830078125
1,10,17,21,101017021,2,6,689.752807617188,4138.5166015625
1,10,17,22,101017022,2,6,689.752807617188,2069.25830078125
1,10,17,27,101017027,2,6,689.752807617188,4828.26953125
1,10,17,29,101017029,2,6,689.752807617188,689.752807617188
1,10,17,31,101017031,2,6,689.752807617188,2759.01123046875
1,10,17,36,101017036,2,6,689.752807617188,2759.01123046875
1,10,17,49,101017049,2,6,689.752807617188,689.752807617188
1,10,17,51,101017051,2,6,689.752807617188,1379.50561523438
1,10,17,56,101017056,2,6,689.752807617188,3448.76416015625
1,10,17,57,101017057,2,6,689.752807617188,3448.76416015625
1,10,18,2,101018002,1,3,953.242614746094,2859.72778320313
1,10,18,11,101018011,1,3,953.242614746094,953.242614746094
1,10,18,14,101018014,1,3,953.242614746094,6672.6982421875
1,10,18,18,101018018,1,3,953.242614746094,953.242614746094
1,10,18,19,101018019,1,3,953.242614746094,953.242614746094
1,10,18,26,101018026,1,3,953.242614746094,953.242614746094
1,10,18,27,101018027,1,3,953.242614746094,2859.72778320313
1,10,18,28,101018028,1,3,953.242614746094,3812.97045898438
1,10,18,30,101018030,1,3,953.242614746094,953.242614746094
1,10,18,33,101018033,1,3,953.242614746094,3812.97045898438
1,10,18,34,101018034,1,3,953.242614746094,953.242614746094
1,10,18,41,101018041,1,3,953.242614746094,953.242614746094
1,10,18,43,101018043,1,3,953.242614746094,2859.72778320313
1,10,18,58,101018058,1,3,953.242614746094,2859.72778320313
1,10,18,59,101018059,1,3,953.242614746094,953.242614746094
1,10,19,3,101019003,1,3,2047.60375976563,2047.60375976563
1,10,19,4,101019004,1,3,2047.60375976563,16380.830078125
1,10,19,5,101019005,1,3,2047.60375976563,6142.8115234375
1,10,19,6,101019006,1,3,2047.60375976563,8190.4150390625
1,10,19,8,101019008,1,3,2047.60375976563,8190.4150390625
1,10,19,9,101019009,1,3,2047.60375976563,10238.0185546875
1,10,19,10,101019010,1,3,2047.60375976563,4095.20751953125
1,10,19,11,101019011,1,3,2047.60375976563,10238.0185546875
1,10,19,12,101019012,1,3,2047.60375976563,2047.60375976563
1,10,19,13,101019013,1,3,2047.60375976563,6142.8115234375
1,10,19,14,101019014,1,3,2047.60375976563,2047.60375976563
1,10,19,16,101019016,1,3,2047.60375976563,2047.60375976563
1,10,19,17,101019017,1,3,2047.60375976563,10238.0185546875
1,10,19,19,101019019,1,3,2047.60375976563,2047.60375976563
1,10,19,20,101019020,1,3,2047.60375976563,10238.0185546875
1,10,20,2,101020002,1,3,2062.80737304688,4125.61474609375
1,10,20,4,101020004,1,3,2062.80737304688,14439.65234375
1,10,20,6,101020006,1,3,2062.80737304688,2062.80737304688
1,10,20,10,101020010,1,3,2062.80737304688,2062.80737304688
1,10,20,14,101020014,1,3,2062.80737304688,4125.61474609375
1,10,20,16,101020016,1,3,2062.80737304688,12376.84375
1,10,20,18,101020018,1,3,2062.80737304688,4125.61474609375
1,10,20,21,101020021,1,3,2062.80737304688,6188.421875
1,10,20,24,101020024,1,3,2062.80737304688,4125.61474609375
1,10,20,25,101020025,1,3,2062.80737304688,4125.61474609375
1,10,20,26,101020026,1,3,2062.80737304688,2062.80737304688
1,10,20,27,101020027,1,3,2062.80737304688,6188.421875
1,10,20,35,101020035,1,3,2062.80737304688,6188.421875
1,10,20,37,101020037,1,3,2062.80737304688,4125.61474609375
1,10,20,43,101020043,1,3,2062.80737304688,2062.80737304688
1,10,21,1,101021001,2,6,803.03271484375,3212.130859375
1,10,21,7,101021007,2,6,803.03271484375,4015.16357421875
1,10,21,11,101021011,2,6,803.03271484375,803.03271484375
1,10,21,26,101021026,2,6,803.03271484375,4818.1962890625
1,10,21,30,101021030,2,6,803.03271484375,2409.09814453125
1,10,21,34,101021034,2,6,803.03271484375,803.03271484375
1,10,21,45,101021045,2,6,803.03271484375,803.03271484375
1,10,21,51,101021051,2,6,803.03271484375,2409.09814453125
1,10,21,54,101021054,2,6,803.03271484375,5621.22900390625
1,10,21,58,101021058,2,6,803.03271484375,1606.0654296875
1,10,21,62,101021062,2,6,803.03271484375,4015.16357421875
1,10,21,63,101021063,2,6,803.03271484375,1606.0654296875
1,10,21,67,101021067,2,6,803.03271484375,2409.09814453125
1,10,21,68,101021068,2,6,803.03271484375,2409.09814453125
1,10,21,69,101021069,2,6,803.03271484375,4818.1962890625
1,17,22,1,101022001,2,6,743.784118652344,743.784118652344
1,17,22,5,101022005,2,6,743.784118652344,4462.70458984375
1,17,22,9,101022009,2,6,743.784118652344,4462.70458984375
1,17,22,11,101022011,2,6,743.784118652344,2975.13647460938
1,17,22,12,101022012,2,6,743.784118652344,2975.13647460938
1,17,22,18,101022018,2,6,743.784118652344,5950.27294921875
1,17,22,24,101022024,2,6,743.784118652344,3718.92065429688
1,17,22,25,101022025,2,6,743.784118652344,3718.92065429688
1,17,22,30,101022030,2,6,743.784118652344,2975.13647460938
1,17,22,33,101022033,2,6,743.784118652344,743.784118652344
1,17,22,35,101022035,2,6,743.784118652344,743.784118652344
1,17,22,36,101022036,2,6,743.784118652344,1487.56823730469
1,17,22,37,101022037,2,6,743.784118652344,3718.92065429688
1,17,22,42,101022042,2,6,743.784118652344,1487.56823730469
1,17,22,45,101022045,2,6,743.784118652344,2975.13647460938
1,16,23,11,101023011,2,6,1104.92468261719,5524.623046875
1,16,23,13,101023013,2,6,1104.92468261719,5524.623046875
1,16,23,14,101023014,2,6,1104.92468261719,8839.3974609375
1,16,23,15,101023015,2,6,1104.92468261719,2209.84936523438
1,16,23,17,101023017,2,6,1104.92468261719,1104.92468261719
1,16,23,18,101023018,2,6,1104.92468261719,2209.84936523438
1,16,23,24,101023024,2,6,1104.92468261719,7734.47314453125
1,16,23,28,101023028,2,6,1104.92468261719,4419.69873046875
1,16,23,30,101023030,2,6,1104.92468261719,1104.92468261719
1,16,23,31,101023031,2,6,1104.92468261719,5524.623046875
1,16,23,32,101023032,2,6,1104.92468261719,1104.92468261719
1,16,23,35,101023035,2,6,1104.92468261719,4419.69873046875
1,16,23,36,101023036,2,6,1104.92468261719,6629.5478515625
1,16,23,37,101023037,2,6,1104.92468261719,4419.69873046875
1,16,23,40,101023040,2,6,1104.92468261719,3314.77392578125
1,17,24,16,101024016,2,6,764.051635742188,764.051635742188
1,17,24,17,101024017,2,6,764.051635742188,1528.10327148438
1,17,24,20,101024020,2,6,764.051635742188,764.051635742188
1,17,24,21,101024021,2,6,764.051635742188,764.051635742188
1,17,24,23,101024023,2,6,764.051635742188,764.051635742188
1,17,24,28,101024028,2,6,764.051635742188,2292.15478515625
1,17,24,32,101024032,2,6,764.051635742188,3820.25830078125
1,17,24,36,101024036,2,6,764.051635742188,3820.25830078125
1,17,24,38,101024038,2,6,764.051635742188,4584.3095703125
1,17,24,39,101024039,2,6,764.051635742188,4584.3095703125
1,17,24,42,101024042,2,6,764.051635742188,764.051635742188
1,17,24,43,101024043,2,6,764.051635742188,5348.361328125
1,17,24,45,101024045,2,6,764.051635742188,3056.20654296875
1,17,24,50,101024050,2,6,764.051635742188,764.051635742188
1,17,24,51,101024051,2,6,764.051635742188,4584.3095703125
1,2,25,2,101025002,2,6,1391.43420410156,11131.4736328125
1,2,25,3,101025003,2,6,1391.43420410156,8348.60546875
1,2,25,6,101025006,2,6,1391.43420410156,9740.0390625
1,2,25,12,101025012,2,6,1391.43420410156,5565.73681640625
1,2,25,13,101025013,2,6,1391.43420410156,5565.73681640625
1,2,25,33,101025033,2,6,1391.43420410156,5565.73681640625
1,2,25,37,101025037,2,6,1391.43420410156,5565.73681640625
1,2,25,43,101025043,2,6,1391.43420410156,5565.73681640625
1,2,25,44,101025044,2,6,1391.43420410156,1391.43420410156
1,2,25,50,101025050,2,6,1391.43420410156,11131.4736328125
1,2,25,51,101025051,2,6,1391.43420410156,5565.73681640625
1,2,25,54,101025054,2,6,1391.43420410156,6957.17138671875
1,2,25,97,101025097,2,6,1391.43420410156,8348.60546875
1,2,25,100,101025100,2,6,1391.43420410156,6957.17138671875
1,2,25,101,101025101,2,6,1391.43420410156,5565.73681640625
1,2,26,4,101026004,2,6,463.915374755859,1855.66149902344
1,2,26,6,101026006,2,6,463.915374755859,2783.49243164063
1,2,26,8,101026008,2,6,463.915374755859,1855.66149902344
1,2,26,10,101026010,2,6,463.915374755859,2319.57690429688
1,2,26,17,101026017,2,6,463.915374755859,463.915374755859
1,2,26,19,101026019,2,6,463.915374755859,2319.57690429688
1,2,26,23,101026023,2,6,463.915374755859,3247.40771484375
1,2,26,24,101026024,2,6,463.915374755859,1391.74621582031
1,2,26,26,101026026,2,6,463.915374755859,2319.57690429688
1,2,26,29,101026029,2,6,463.915374755859,1855.66149902344
1,2,26,30,101026030,2,6,463.915374755859,1391.74621582031
1,2,26,39,101026039,2,6,463.915374755859,463.915374755859
1,2,26,40,101026040,2,6,463.915374755859,1855.66149902344
1,2,26,42,101026042,2,6,463.915374755859,2319.57690429688
1,2,26,43,101026043,2,6,463.915374755859,2319.57690429688
1,10,27,4,101027004,2,6,654.927551269531,3929.5654296875
1,10,27,9,101027009,2,6,654.927551269531,5239.42041015625
1,10,27,10,101027010,2,6,654.927551269531,1309.85510253906
1,10,27,11,101027011,2,6,654.927551269531,3929.5654296875
1,10,27,13,101027013,2,6,654.927551269531,4584.49267578125
1,10,27,20,101027020,2,6,654.927551269531,3929.5654296875
1,10,27,23,101027023,2,6,654.927551269531,3274.6376953125
1,10,27,31,101027031,2,6,654.927551269531,2619.71020507813
1,10,27,32,101027032,2,6,654.927551269531,1964.78271484375
1,10,27,36,101027036,2,6,654.927551269531,654.927551269531
1,10,27,40,101027040,2,6,654.927551269531,654.927551269531
1,10,27,41,101027041,2,6,654.927551269531,654.927551269531
1,10,27,42,101027042,2,6,654.927551269531,654.927551269531
1,10,27,46,101027046,2,6,654.927551269531,1309.85510253906
1,10,27,60,101027060,2,6,654.927551269531,1964.78271484375
1,2,28,8,101028008,2,6,874.73193359375,874.73193359375
1,2,28,9,101028009,2,6,874.73193359375,6123.12353515625
1,2,28,10,101028010,2,6,874.73193359375,1749.4638671875
1,2,28,15,101028015,2,6,874.73193359375,2624.19580078125
1,2,28,18,101028018,2,6,874.73193359375,874.73193359375
1,2,28,21,101028021,2,6,874.73193359375,3498.927734375
1,2,28,26,101028026,2,6,874.73193359375,6123.12353515625
1,2,28,28,101028028,2,6,874.73193359375,2624.19580078125
1,2,28,31,101028031,2,6,874.73193359375,874.73193359375
1,2,28,32,101028032,2,6,874.73193359375,874.73193359375
1,2,28,34,101028034,2,6,874.73193359375,3498.927734375
1,2,28,35,101028035,2,6,874.73193359375,5248.3916015625
1,2,28,41,101028041,2,6,874.73193359375,5248.3916015625
1,2,28,43,101028043,2,6,874.73193359375,874.73193359375
1,2,28,44,101028044,2,6,874.73193359375,4373.65966796875
1,12,29,2,101029002,1,3,2242.923828125,8971.6953125
1,12,29,4,101029004,1,3,2242.923828125,11214.619140625
1,12,29,6,101029006,1,3,2242.923828125,15700.4658203125
1,12,29,8,101029008,1,3,2242.923828125,6728.771484375
1,12,29,11,101029011,1,3,2242.923828125,6728.771484375
1,12,29,17,101029017,1,3,2242.923828125,4485.84765625
1,12,29,20,101029020,1,3,2242.923828125,4485.84765625
1,12,29,23,101029023,1,3,2242.923828125,8971.6953125
1,12,29,29,101029029,1,3,2242.923828125,8971.6953125
1,12,29,33,101029033,1,3,2242.923828125,6728.771484375
1,12,29,34,101029034,1,3,2242.923828125,17943.390625
1,12,29,36,101029036,1,3,2242.923828125,2242.923828125
1,12,29,37,101029037,1,3,2242.923828125,2242.923828125
1,12,29,39,101029039,1,3,2242.923828125,8971.6953125
1,12,29,40,101029040,1,3,2242.923828125,2242.923828125
1,12,30,4,101030004,2,6,1452.94470214844,8717.66796875
1,12,30,5,101030005,2,6,1452.94470214844,8717.66796875
1,12,30,6,101030006,2,6,1452.94470214844,10170.61328125
1,12,30,10,101030010,2,6,1452.94470214844,4358.833984375
1,12,30,16,101030016,2,6,1452.94470214844,5811.77880859375
1,12,30,21,101030021,2,6,1452.94470214844,7264.7236328125
1,12,30,22,101030022,2,6,1452.94470214844,5811.77880859375
1,12,30,27,101030027,2,6,1452.94470214844,4358.833984375
1,12,30,30,101030030,2,6,1452.94470214844,1452.94470214844
1,12,30,31,101030031,2,6,1452.94470214844,4358.833984375
1,12,30,38,101030038,2,6,1452.94470214844,11623.5576171875
