"id1","id2","id3","id4","hhno","urbrur","loc7","hhweight3","ppweight3"
1,6,1,2,101001002,2,6,721.062927246094,3605.31469726563
1,6,1,3,101001003,2,6,721.062927246094,721.062927246094
1,6,1,4,101001004,2,6,721.062927246094,721.062927246094
1,6,1,9,101001009,2,6,721.062927246094,1442.12585449219
1,6,1,10,101001010,2,6,721.062927246094,1442.12585449219
1,6,1,12,101001012,2,6,721.062927246094,2163.18872070313
1,6,1,13,101001013,2,6,721.062927246094,1442.12585449219
1,6,1,15,101001015,2,6,721.062927246094,4326.37744140625
1,6,1,22,101001022,2,6,721.062927246094,2163.18872070313
1,6,1,23,101001023,2,6,721.062927246094,2163.18872070313
1,6,1,24,101001024,2,6,721.062927246094,2884.25170898438
1,6,1,26,101001026,2,6,721.062927246094,2884.25170898438
1,6,1,29,101001029,2,6,721.062927246094,2884.25170898438
1,6,1,34,101001034,2,6,721.062927246094,5768.50341796875
1,6,1,35,101001035,2,6,721.062927246094,5768.50341796875
1,6,2,2,101002002,1,2,924.65771484375,924.65771484375
1,6,2,4,101002004,1,2,924.65771484375,924.65771484375
1,6,2,16,101002016,1,2,924.65771484375,3698.630859375
1,6,2,19,101002019,1,2,924.65771484375,924.65771484375
1,6,2,21,101002021,1,2,924.65771484375,924.65771484375
1,6,2,23,101002023,1,2,924.65771484375,4623.28857421875
1,6,2,24,101002024,1,2,924.65771484375,1849.3154296875
1,6,2,25,101002025,1,2,924.65771484375,5547.9462890625
1,6,2,28,101002028,1,2,924.65771484375,5547.9462890625
1,6,2,29,101002029,1,2,924.65771484375,1849.3154296875
1,6,2,37,101002037,1,2,924.65771484375,2773.97314453125
1,6,2,41,101002041,1,2,924.65771484375,4623.28857421875
1,6,2,43,101002043,1,2,924.65771484375,924.65771484375
1,6,2,50,101002050,1,2,924.65771484375,924.65771484375
1,6,2,52,101002052,1,2,924.65771484375,1849.3154296875
1,1,3,4,101003004,2,5,1119.65698242188,1119.65698242188
1,1,3,5,101003005,2,5,1119.65698242188,4478.6279296875
1,1,3,9,101003009,2,5,1119.65698242188,4478.6279296875
1,1,3,11,101003011,2,5,1119.65698242188,7837.59912109375
1,1,3,12,101003012,2,5,1119.65698242188,4478.6279296875
1,1,3,13,101003013,2,5,1119.65698242188,2239.31396484375
1,1,3,15,101003015,2,5,1119.65698242188,4478.6279296875
1,1,3,20,101003020,2,5,1119.65698242188,1119.65698242188
1,1,3,26,101003026,2,5,1119.65698242188,4478.6279296875
1,1,3,32,101003032,2,5,1119.65698242188,1119.65698242188
1,1,3,37,101003037,2,5,1119.65698242188,1119.65698242188
1,1,3,40,101003040,2,5,1119.65698242188,2239.31396484375
1,1,3,43,101003043,2,5,1119.65698242188,5598.28466796875
1,1,3,46,101003046,2,5,1119.65698242188,7837.59912109375
1,1,3,50,101003050,2,5,1119.65698242188,1119.65698242188
1,5,4,1,101004001,2,5,974.133422851563,5844.80029296875
1,5,4,2,101004002,2,5,974.133422851563,974.133422851563
1,5,4,5,101004005,2,5,974.133422851563,1948.26684570313
1,5,4,6,101004006,2,5,974.133422851563,7793.0673828125
1,5,4,10,101004010,2,5,974.133422851563,8767.201171875
1,5,4,12,101004012,2,5,974.133422851563,1948.26684570313
1,5,4,14,101004014,2,5,974.133422851563,4870.6669921875
1,5,4,16,101004016,2,5,974.133422851563,5844.80029296875
1,5,4,17,101004017,2,5,974.133422851563,3896.53369140625
1,5,4,20,101004020,2,5,974.133422851563,2922.40014648438
1,5,4,22,101004022,2,5,974.133422851563,3896.53369140625
1,5,4,24,101004024,2,5,974.133422851563,2922.40014648438
1,5,4,27,101004027,2,5,974.133422851563,2922.40014648438
1,5,4,31,101004031,2,5,974.133422851563,3896.53369140625
1,5,4,32,101004032,2,5,974.133422851563,5844.80029296875
1,2,5,1,101005001,2,5,588.315368652344,588.315368652344
1,2,5,3,101005003,2,5,588.315368652344,3529.89208984375
1,2,5,4,101005004,2,5,588.315368652344,1764.94604492188
1,2,5,13,101005013,2,5,588.315368652344,4118.2080078125
1,2,5,19,101005019,2,5,588.315368652344,1176.63073730469
1,2,5,22,101005022,2,5,588.315368652344,1176.63073730469
1,2,5,23,101005023,2,5,588.315368652344,2353.26147460938
1,2,5,24,101005024,2,5,588.315368652344,1764.94604492188
1,2,5,25,101005025,2,5,588.315368652344,1176.63073730469
1,2,5,33,101005033,2,5,588.315368652344,2941.57690429688
1,2,5,36,101005036,2,5,588.315368652344,4118.2080078125
1,2,5,40,101005040,2,5,588.315368652344,2353.26147460938
1,2,5,41,101005041,2,5,588.315368652344,1176.63073730469
1,2,5,51,101005051,2,5,588.315368652344,2353.26147460938
1,2,5,52,101005052,2,5,588.315368652344,2941.57690429688
1,2,6,1,101006001,2,5,888.616638183594,1777.23327636719
1,2,6,2,101006002,2,5,888.616638183594,888.616638183594
1,2,6,9,101006009,2,5,888.616638183594,888.616638183594
1,2,6,11,101006011,2,5,888.616638183594,3554.46655273438
1,2,6,15,101006015,2,5,888.616638183594,3554.46655273438
1,2,6,23,101006023,2,5,888.616638183594,5331.69970703125
1,2,6,29,101006029,2,5,888.616638183594,888.616638183594
1,2,6,36,101006036,2,5,888.616638183594,888.616638183594
1,2,6,42,101006042,2,5,888.616638183594,1777.23327636719
1,2,6,52,101006052,2,5,888.616638183594,888.616638183594
1,2,6,55,101006055,2,5,888.616638183594,2665.84985351563
1,2,6,56,101006056,2,5,888.616638183594,2665.84985351563
1,2,6,59,101006059,2,5,888.616638183594,2665.84985351563
1,2,6,60,101006060,2,5,888.616638183594,888.616638183594
1,2,6,64,101006064,2,5,888.616638183594,888.616638183594
1,2,7,1,101007001,2,5,1451.93603515625,1451.93603515625
1,2,7,4,101007004,2,5,1451.93603515625,8711.6162109375
1,2,7,7,101007007,2,5,1451.93603515625,1451.93603515625
1,2,7,10,101007010,2,5,1451.93603515625,4355.80810546875
1,2,7,11,101007011,2,5,1451.93603515625,1451.93603515625
1,2,7,14,101007014,2,5,1451.93603515625,2903.8720703125
1,2,7,19,101007019,2,5,1451.93603515625,10163.552734375
1,2,7,25,101007025,2,5,1451.93603515625,8711.6162109375
1,2,7,26,101007026,2,5,1451.93603515625,8711.6162109375
1,2,7,28,101007028,2,5,1451.93603515625,1451.93603515625
1,2,7,33,101007033,2,5,1451.93603515625,7259.68017578125
1,2,7,36,101007036,2,5,1451.93603515625,10163.552734375
1,2,7,40,101007040,2,5,1451.93603515625,2903.8720703125
1,2,7,68,101007068,2,5,1451.93603515625,7259.68017578125
1,2,7,82,101007082,2,5,1451.93603515625,4355.80810546875
1,1,8,4,101008004,2,5,2556.9091796875,5113.818359375
1,1,8,14,101008014,2,5,2556.9091796875,10227.63671875
1,1,8,17,101008017,2,5,2556.9091796875,23012.181640625
1,1,8,19,101008019,2,5,2556.9091796875,12784.5458984375
1,1,8,21,101008021,2,5,2556.9091796875,5113.818359375
1,1,8,22,101008022,2,5,2556.9091796875,12784.5458984375
1,1,8,29,101008029,2,5,2556.9091796875,5113.818359375
1,1,8,35,101008035,2,5,2556.9091796875,5113.818359375
1,1,8,44,101008044,2,5,2556.9091796875,15341.455078125
1,1,8,47,101008047,2,5,2556.9091796875,5113.818359375
1,1,8,53,101008053,2,5,2556.9091796875,10227.63671875
1,1,8,60,101008060,2,5,2556.9091796875,2556.9091796875
1,1,8,67,101008067,2,5,2556.9091796875,23012.181640625
1,1,8,74,101008074,2,5,2556.9091796875,10227.63671875
1,1,8,78,101008078,2,5,2556.9091796875,10227.63671875
1,13,9,61,101009061,1,2,2824.99438476563,16949.966796875
1,13,9,68,101009068,1,2,2824.99438476563,11299.9775390625
1,13,9,94,101009094,1,2,2824.99438476563,2824.99438476563
1,13,9,108,101009108,1,2,2824.99438476563,2824.99438476563
1,13,9,136,101009136,1,2,2824.99438476563,2824.99438476563
1,13,9,180,101009180,1,2,2824.99438476563,16949.966796875
1,13,9,191,101009191,1,2,2824.99438476563,8474.9833984375
1,13,9,195,101009195,1,2,2824.99438476563,19774.9609375
1,13,9,206,101009206,1,2,2824.99438476563,2824.99438476563
1,13,9,210,101009210,1,2,2824.99438476563,2824.99438476563
