"id1","id2","id3","id4","s9b1_ii","s9b1_iii","s9b1_iv","s9b1_b1a","s9b1_b1b","s9b1_b1c","s9b1_b2a","s9b1_b2b","s9b1_b2c","s9b1_b3a","s9b1_b3b","s9b1_b3c","s9b1_b4a","s9b1_b4b","s9b1_b4c","s9b1_b5a","s9b1_b5b","s9b1_b5c","s9b1_b6a","s9b1_b6b","s9b1_b6c","s9b1_b7a","s9b1_b7b","s9b1_b7c","s9b1_b8a","s9b1_b8b","s9b1_9i","s9b1_9ii","hhno"
6,100,197,10,3,3,26,1,1,2,1,1,2,1,2,,1,2,,2,2,1,,,,,,,,,3,30,106197010
6,100,197,24,3,14,20,2,2,,,,,,,,,,,,,,,,,,,,,,14,20,106197024
6,100,197,24,4,14,21,2,2,,,,,,,,,,,,,,,,,,,,,,14,21,106197024
6,100,197,37,2,12,0,1,1,2,1,1,2,1,1,2,1,1,2,2,2,,,,,,,,,,12,3,106197037
6,100,197,37,3,12,4,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,12,4,106197037
6,100,197,39,3,10,30,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,10,31,106197039
6,100,197,39,4,10,31,1,1,2,1,1,,1,1,2,2,2,1,,,,,,,,,,,,10,32,106197039
6,100,197,40,3,14,0,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,14,4,106197040
6,100,197,40,4,14,4,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,14,7,106197040
6,100,197,40,6,14,9,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,14,12,106197040
6,100,197,40,5,14,7,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,14,9,106197040
6,100,197,41,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,106197041
6,100,197,41,5,16,0,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,16,4,106197041
6,100,198,29,3,15,45,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,,,,15,46,106198029
6,100,198,29,4,15,47,2,1,2,2,2,1,,,,,,,,,,,,,,,,,,15,47,106198029
6,100,198,96,5,14,37,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,,14,39,106198096
6,100,198,96,4,14,34,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,14,36,106198096
6,100,198,96,3,14,30,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,14,33,106198096
6,100,198,133,7,12,17,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,12,20,106198133
6,100,198,133,4,12,10,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,12,13,106198133
6,100,198,133,3,12,5,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,12,9,106198133
6,100,198,133,6,12,15,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,12,17,106198133
6,100,198,133,5,12,13,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,12,15,106198133
6,100,198,133,9,12,21,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,12,23,106198133
6,100,198,143,3,18,30,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,,18,32,106198143
6,100,198,152,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,106198152
6,100,198,152,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,106198152
6,100,198,154,3,9,0,2,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,9,2,106198154
6,102,201,10,2,13,15,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,,13,18,106201010
6,102,201,10,3,13,18,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,13,20,106201010
6,102,201,27,3,9,23,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,9,25,106201027
6,102,201,27,4,9,26,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,9,28,106201027
6,102,201,27,2,9,20,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,9,22,106201027
6,102,201,35,2,14,10,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,,,14,13,106201035
6,102,201,44,4,4,20,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,4,24,106201044
6,102,205,9,1,13,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,1,2,2,1,2,2,2,13,8,106205009
6,102,205,23,5,15,42,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,15,49,106205023
6,102,205,23,4,15,31,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,,1,1,2,1,1,15,41,106205023
6,102,205,23,3,15,21,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,15,30,106205023
6,102,205,25,2,16,25,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,32,106205025
6,102,205,25,5,16,45,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,16,52,106205025
6,102,205,25,3,16,34,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,16,44,106205025
6,102,205,28,4,15,20,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,15,22,106205028
6,102,205,28,3,15,16,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,15,19,106205028
6,102,205,36,3,14,50,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,1,14,59,106205036
6,102,205,36,2,16,35,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,43,106205036
6,102,205,36,4,15,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,1,2,2,2,1,,,15,10,106205036
6,102,207,7,3,14,0,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,14,2,106207007
6,102,207,31,2,14,30,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,,,,,,,,,14,32,106207031
6,102,207,31,3,14,33,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,14,34,106207031
6,102,207,33,4,15,36,1,1,2,1,1,2,1,2,2,2,2,,,,,,,,,,,,,15,39,106207033
6,102,207,33,2,15,30,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,15,33,106207033
6,102,207,33,3,15,33,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,15,35,106207033
6,102,207,38,2,16,40,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,16,42,106207038
6,102,207,39,3,13,0,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,13,1,106207039
6,102,207,42,6,11,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,11,3,106207042
6,102,207,42,5,4,0,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,11,2,106207042
6,102,207,46,7,15,30,1,1,2,2,2,1,,,,,,,,,,,,,,,,,,15,31,106207046
6,102,207,46,4,15,25,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,15,27,106207046
6,102,207,46,6,15,29,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,15,30,106207046
6,102,207,46,5,15,27,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,15,29,106207046
6,102,207,53,4,16,17,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,16,19,106207053
6,102,207,53,3,16,15,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,16,17,106207053
6,102,208,19,2,4,5,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,4,7,106208019
6,102,208,30,6,3,13,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,3,15,106208030
6,102,208,30,3,4,15,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,4,18,106208030
6,102,208,30,4,4,19,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,4,21,106208030
6,102,208,30,5,5,3,1,1,2,1,1,2,1,1,2,1,1,2,1,2,,2,2,,,,,,,5,5,106208030
6,102,208,30,7,3,16,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,3,18,106208030
6,102,208,37,3,17,15,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,17,21,106208037
6,102,208,37,5,17,26,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,,,,,,17,27,106208037
6,102,208,37,4,17,22,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,,2,2,17,25,106208037
6,102,208,48,6,16,51,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,16,52,106208048
6,102,208,48,5,16,48,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,16,50,106208048
6,102,208,48,4,16,42,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,47,106208048
6,102,208,59,3,11,20,1,1,2,1,1,2,1,1,2,1,1,,2,2,1,,,,,,,,,11,22,106208059
6,102,209,23,4,13,15,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,13,16,106209023
6,102,209,23,3,13,12,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,,,13,14,106209023
6,102,209,25,2,17,18,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,17,20,106209025
6,102,209,25,3,17,35,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,17,37,106209025
6,102,209,28,3,14,7,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,14,8,106209028
6,102,209,36,5,10,44,2,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,10,45,106209036
6,102,209,36,4,10,42,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,10,43,106209036
6,102,209,44,5,9,52,2,1,2,1,1,2,1,2,2,2,2,2,,,,,,,,,,,,9,53,106209044
6,102,209,44,4,9,48,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,,,,,,9,50,106209044
6,102,209,44,3,9,44,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,,,9,46,106209044
6,102,209,68,6,13,35,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,13,37,106209068
6,102,209,68,4,13,30,1,1,2,1,1,2,1,1,2,1,1,2,1,1,,1,1,2,2,2,1,,,13,32,106209068
6,102,209,68,5,13,33,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,13,34,106209068
6,102,210,7,4,9,30,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,9,35,106210007
6,102,210,7,3,9,20,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,9,30,106210007
6,102,210,7,5,9,35,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,9,42,106210007
6,102,210,15,5,13,5,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,13,8,106210015
6,102,210,15,4,13,0,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,13,4,106210015
6,102,210,16,6,13,10,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,13,15,106210016
6,102,210,16,7,13,16,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,13,20,106210016
6,102,210,17,3,15,0,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,15,5,106210017
6,102,210,30,4,13,5,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,13,8,106210030
6,102,210,30,5,13,8,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,13,10,106210030
6,102,210,36,4,13,4,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,13,6,106210036
6,102,210,36,3,13,0,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,13,4,106210036
6,102,210,98,6,14,8,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,14,13,106210098
6,102,210,98,5,14,0,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,14,8,106210098
6,102,210,120,3,14,30,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,14,33,106210120
6,102,210,120,4,14,34,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,14,37,106210120
6,102,210,120,5,14,38,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,14,43,106210120
6,102,212,8,5,15,25,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,15,32,106212008
6,102,212,12,3,17,0,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,17,10,106212012
6,102,212,12,4,17,10,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,17,19,106212012
6,102,212,30,4,13,45,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,13,49,106212030
6,102,212,30,3,13,40,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,,,,,,,,,13,45,106212030
6,102,212,34,6,13,19,1,1,2,1,1,2,2,2,2,,,,,,,,,,,,,,,13,22,106212034
6,102,212,34,4,13,5,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,1,2,2,2,,,,13,15,106212034
6,102,212,34,5,13,16,1,1,2,1,1,2,1,1,2,2,2,,,,,,,,,,,,,13,19,106212034
6,102,214,16,3,10,58,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,11,1,106214016
6,102,214,16,4,11,4,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,11,5,106214016
6,102,214,33,2,8,47,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,8,49,106214033
6,102,214,35,2,11,0,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,11,2,106214035
6,102,214,38,2,3,30,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,3,32,106214038
6,103,221,7,3,11,30,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,11,32,106221007
6,103,221,7,4,11,35,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,11,37,106221007
6,103,221,31,3,3,17,2,2,1,,,,,,,,,,,,,,,,,,,,,3,17,106221031
6,103,221,31,2,3,10,2,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,,3,11,106221031
6,103,221,40,4,9,13,2,2,1,,,,,,,,,,,,,,,,,,,,,9,13,106221040
6,103,221,40,3,9,0,1,1,2,1,1,2,1,2,1,2,2,1,,,,,,,,,,,,9,1,106221040
6,103,221,48,2,3,5,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,1,,,3,7,106221048
6,103,221,50,4,5,0,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,5,5,106221050
6,103,221,50,6,5,6,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,5,10,106221050
6,103,221,54,3,9,6,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,9,8,106221054
6,103,221,56,3,11,21,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,11,22,106221056
6,103,221,56,4,11,35,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,11,36,106221056
6,103,221,56,6,,,2,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,106221056
6,103,221,56,5,11,45,2,2,1,,,,,,,,,,,,,,,,,,,,,11,45,106221056
6,103,221,65,6,1,5,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,1,6,106221065
6,103,221,78,6,3,15,1,1,2,1,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,,,3,16,106221078
6,103,221,78,7,3,18,1,1,2,,,,,,,,,,,,,,,,,,,,,3,18,106221078
6,103,222,3,7,3,54,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,3,59,106222003
6,103,222,3,5,4,38,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,4,43,106222003
6,103,222,3,4,5,41,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,,,5,45,106222003
6,103,222,3,6,12,44,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,1,,,12,49,106222003
6,103,222,3,8,4,14,2,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,4,19,106222003
6,103,222,7,4,6,45,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,6,47,106222007
6,103,222,7,3,5,57,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,6,0,106222007
6,103,222,7,5,6,27,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,6,30,106222007
6,103,222,16,4,12,43,2,1,2,2,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,12,48,106222016
6,103,222,18,3,2,59,2,1,2,1,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,1,,,3,4,106222018
6,103,222,18,2,1,25,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,1,30,106222018
6,103,222,21,2,3,50,2,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,,3,52,106222021
6,103,222,24,3,5,52,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,5,56,106222024
6,103,222,27,3,2,6,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,2,10,106222027
6,103,222,27,5,2,48,2,1,2,1,1,2,1,2,2,1,1,2,2,2,1,,,,,,,,,2,52,106222027
6,103,222,27,4,2,33,2,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,2,35,106222027
6,103,222,27,2,7,57,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,8,0,106222027
6,103,222,49,4,5,10,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,5,14,106222049
6,103,222,49,5,5,28,2,2,1,,,,,,,,,,,,,,,,,,,,,5,31,106222049
6,103,222,49,3,4,34,2,1,2,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,1,,,4,37,106222049
6,106,237,3,6,17,3,1,1,,1,1,,1,1,,2,2,,,,,,,,,,,,,17,40,106237003
6,106,237,3,4,15,28,1,1,,1,1,,1,2,,2,2,,,,,,,,,,,,,15,30,106237003
6,106,237,3,5,17,22,1,1,,1,1,,1,1,,1,2,,1,2,,1,2,,2,2,,,,17,25,106237003
6,106,237,16,3,17,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,1,2,2,2,,,17,20,106237016
6,106,237,16,4,15,32,1,1,1,1,1,1,1,1,1,2,2,2,,,,,,,,,,,,17,34,106237016
6,106,237,16,,17,43,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,,,,,,,,,17,46,106237016
6,106,237,53,4,15,30,1,1,,1,1,,1,1,1,1,2,1,1,2,2,2,2,,,,,,,15,32,106237053
6,106,237,53,3,15,17,1,1,1,1,1,1,1,1,1,2,2,2,,,,,,,,,,,,15,19,106237053
6,106,237,57,7,15,58,1,1,,1,1,,1,1,,1,1,,1,2,,1,2,,2,2,,,,16,0,106237057
6,106,237,57,6,16,38,2,1,,1,1,,1,2,,2,1,,1,2,,2,2,,,,,,,16,40,106237057
6,106,237,74,5,13,10,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,,,,,,,,,13,12,106237074
6,106,237,74,4,12,51,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,,,,,,12,54,106237074
6,106,237,74,6,13,24,2,1,1,2,1,1,1,1,1,2,2,2,,,,,,,,,,,,13,27,106237074
6,106,237,77,7,15,25,2,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,15,29,106237077
6,106,237,77,6,15,7,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,15,9,106237077
6,106,237,77,4,14,39,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,14,41,106237077
6,106,237,77,5,18,48,2,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,1,,,18,50,106237077
6,108,229,1,9,7,50,2,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,,,106229001
6,108,229,1,6,6,45,2,1,2,1,1,2,1,1,2,1,1,2,1,2,1,2,2,1,,,,,,,,106229001
6,108,229,2,4,3,39,2,2,1,,,,,,,,,,,,,,,,,,,,,3,41,106229002
6,108,229,2,3,3,21,2,2,2,1,1,,1,1,2,2,2,,,,,,,,,,,,,3,35,106229002
6,108,229,2,5,3,44,2,2,1,,,,,,,,,,,,,,,,,,,,,3,46,106229002
6,108,229,5,3,10,45,2,2,1,,,,,,,,,,,,,,,,,,,,,10,49,106229005
6,108,229,7,3,3,14,2,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,106229007
6,108,229,7,2,3,6,2,1,2,1,1,2,1,1,2,1,2,2,1,1,2,1,2,2,2,2,1,,,,,106229007
6,108,229,8,8,2,45,1,2,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,,2,46,106229008
6,108,229,8,9,2,53,2,2,1,,,,,,,,,,,,,,,,,,,,,2,53,106229008
6,108,229,8,6,2,30,2,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,2,31,106229008
6,108,229,8,7,2,39,2,2,1,,,,,,,,,,,,,,,,,,,,,2,40,106229008
6,108,229,9,4,9,30,1,1,2,2,2,1,,,,,,,,,,,,,,,,,,9,32,106229009
6,108,229,12,6,4,34,2,2,1,,,,,,,,,,,,,,,,,,,,,4,35,106229012
6,108,229,12,4,4,13,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,4,14,106229012
6,108,229,12,5,4,23,2,1,2,1,1,2,2,1,2,1,1,2,2,2,1,,,,,,,,,4,25,106229012
6,108,229,12,3,4,5,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,,4,6,106229012
6,108,229,13,6,8,10,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,8,12,106229013
6,108,229,14,3,11,30,2,1,2,1,1,1,,,,,,,,,,,,,,,,,,11,31,106229014
6,108,229,18,3,12,15,2,2,1,,,,,,,,,,,,,,,,,,,,,12,17,106229018
6,108,229,20,4,8,6,1,1,2,2,2,1,,,,,,,,,,,,,,,,,,8,10,106229020
6,108,229,20,5,8,11,2,2,1,,,,,,,,,,,,,,,,,,,,,8,12,106229020
6,108,230,18,4,2,5,1,1,2,2,2,1,,,,,,,,,,,,,,,,,,2,7,106230018
6,108,230,18,3,2,0,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,2,4,106230018
6,108,230,29,3,8,0,2,2,1,,,,,,,,,,,,,,,,,,,,,8,2,106230029
6,108,230,29,4,8,4,2,2,1,,,,,,,,,,,,,,,,,,,,,8,5,106230029
6,108,230,30,4,9,33,2,2,1,,,,,,,,,,,,,,,,,,,,,9,35,106230030
6,108,230,30,3,9,30,2,2,1,,,,,,,,,,,,,,,,,,,,,9,32,106230030
6,108,230,41,4,2,15,2,2,1,,,,,,,,,,,,,,,,,,,,,2,16,106230041
6,108,230,45,4,11,10,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,11,12,106230045
6,108,230,45,3,11,0,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,11,6,106230045
6,108,230,47,3,3,0,2,2,1,,,,,,,,,,,,,,,,,,,,,3,1,106230047
6,108,230,48,3,2,35,2,2,1,,,,,,,,,,,,,,,,,,,,,2,39,106230048
6,108,230,51,4,9,6,2,2,1,,,,,,,,,,,,,,,,,,,,,9,7,106230051
6,108,230,51,3,9,0,2,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,9,5,106230051
6,108,230,54,3,3,20,2,2,1,,,,,,,,,,,,,,,,,,,,,3,22,106230054
6,108,230,60,4,3,7,2,2,1,,,,,,,,,,,,,,,,,,,,,3,10,106230060
6,108,230,60,5,3,11,2,2,1,,,,,,,,,,,,,,,,,,,,,3,14,106230060
6,108,230,62,3,10,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,106230062
6,108,230,62,4,,,2,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,106230062
6,109,228,3,5,10,20,2,1,2,1,1,2,1,2,2,1,2,2,2,2,1,,,,,,,,,,,106228003
6,109,228,23,6,4,32,2,2,1,,,,,,,,,,,,,,,,,,,,,4,33,106228023
6,109,228,23,3,4,5,2,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,4,6,106228023
6,109,228,23,4,4,17,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,,,,,,,,,4,18,106228023
6,109,228,23,5,4,30,2,2,1,,,,,,,,,,,,,,,,,,,,,4,30,106228023
6,109,228,24,4,12,18,2,2,1,,,,,,,,,,,,,,,,,,,,,12,19,106228024
6,109,228,24,3,12,15,2,1,2,2,2,1,,,,,,,,,,,,,,,,,,12,17,106228024
6,109,228,35,3,11,38,2,2,1,,,,,,,,,,,,,,,,,,,,,11,39,106228035
6,109,228,46,3,2,3,2,2,1,,,,,,,,,,,,,,,,,,,,,2,5,106228046
6,109,228,46,4,2,6,2,2,1,,,,,,,,,,,,,,,,,,,,,2,7,106228046
6,109,228,46,5,2,8,2,2,1,,,,,,,,,,,,,,,,,,,,,2,10,106228046
6,109,228,58,6,1,9,2,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,106228058
6,109,228,58,4,1,,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,106228058
6,109,228,58,5,1,5,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,,,,106228058
6,109,232,44,4,11,25,2,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,,,106232044
6,109,232,44,8,11,30,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,106232044
6,109,232,44,3,11,15,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,106232044
6,109,232,48,3,10,0,2,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,,,106232048
6,109,232,57,4,3,1,2,2,1,,,,,,,,,,,,,,,,,,,,,3,2,106232057
6,109,232,70,2,4,15,2,2,1,,,,,,,,,,,,,,,,,,,,,4,16,106232070
6,109,232,76,7,10,19,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,10,23,106232076
6,109,232,76,6,10,15,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,10,18,106232076
6,109,232,81,7,8,39,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,8,43,106232081
