"id1","id2","id3","id4","s9b1_ii","s9b1_iii","s9b1_iv","s9b1_b1a","s9b1_b1b","s9b1_b1c","s9b1_b2a","s9b1_b2b","s9b1_b2c","s9b1_b3a","s9b1_b3b","s9b1_b3c","s9b1_b4a","s9b1_b4b","s9b1_b4c","s9b1_b5a","s9b1_b5b","s9b1_b5c","s9b1_b6a","s9b1_b6b","s9b1_b6c","s9b1_b7a","s9b1_b7b","s9b1_b7c","s9b1_b8a","s9b1_b8b","s9b1_9i","s9b1_9ii","hhno"
2,27,46,74,3,6,0,2,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,6,2,102046074
2,27,46,115,2,16,21,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,16,24,102046115
2,27,46,119,3,18,38,2,2,1,,,,,,,,,,,,,,,,,,,,,18,44,102046119
2,28,58,2,2,10,57,2,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,10,59,102058002
2,28,58,37,3,15,30,2,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,15,33,102058037
2,28,58,122,2,12,44,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,12,47,102058122
2,28,58,131,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,102058131
2,28,58,131,2,6,20,2,1,2,1,1,2,1,1,2,1,2,2,2,1,2,2,2,1,,,,,,6,23,102058131
2,29,41,5,3,13,13,2,1,2,1,1,2,2,1,2,1,1,2,1,1,2,2,2,1,,,,,,13,15,102041005
2,29,41,5,2,3,10,2,1,2,1,1,2,2,1,2,1,1,2,1,1,2,2,2,1,,,,,,3,15,102041005
2,29,41,21,2,10,9,1,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,2,1,,,,,,10,13,102041021
2,29,41,60,3,1,0,2,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,1,3,102041060
2,29,41,60,4,1,22,2,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,1,24,102041060
2,29,41,61,3,2,52,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,2,54,102041061
2,29,41,71,3,1,37,2,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,1,40,102041071
2,29,41,77,2,9,30,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,,,,,,9,35,102041077
2,29,41,77,3,9,42,2,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,9,44,102041077
2,29,41,80,4,3,32,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,,,,3,36,102041080
2,29,42,14,4,11,,2,2,1,,,,,,,,,,,,,,,,,,,,,11,,102042014
2,29,42,14,3,10,35,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,1,2,2,2,,,,10,50,102042014
2,29,42,14,5,11,2,2,2,1,,,,,,,,,,,,,,,,,,,,,11,2,102042014
2,29,42,23,2,1,30,2,2,1,,,,,,,,,,,,,,,,,,,,,1,30,102042023
2,29,42,23,3,1,50,2,2,1,,,,,,,,,,,,,,,,,,,,,1,50,102042023
2,29,42,52,4,8,30,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,8,32,102042052
2,29,43,79,5,12,19,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,12,22,102043079
2,29,44,13,4,12,36,2,1,2,1,1,2,2,1,2,2,1,2,1,1,2,2,2,1,,,,,,12,45,102044013
2,29,44,13,5,12,57,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,1,,,,,,1,0,102044013
2,29,44,13,6,1,57,2,1,2,2,1,2,2,2,1,,,,,,,,,,,,,,,1,55,102044013
2,29,44,20,3,4,30,2,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,4,32,102044020
2,29,44,79,2,2,54,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,2,56,102044079
2,29,44,113,4,12,39,2,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,12,41,102044113
2,29,44,113,2,12,5,2,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,12,7,102044113
2,29,44,113,3,12,22,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,12,24,102044113
2,29,60,10,3,8,10,2,2,1,,,,,,,,,,,,,,,,,,,,,8,11,102060010
2,29,60,11,3,7,15,1,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,2,7,21,102060011
2,29,60,11,4,7,46,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,7,55,102060011
2,29,60,40,4,4,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,4,4,102060040
2,29,60,53,5,5,3,1,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,,,,,,5,8,102060053
2,29,60,53,7,5,12,1,1,2,2,2,1,,,,,,,,,,,,,,,,,,5,13,102060053
2,29,60,53,6,5,10,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,1,,,,,,5,15,102060053
2,29,60,78,2,1,16,2,2,1,,,,,,,,,,,,,,,,,,,,,1,16,102060078
2,29,60,90,2,4,38,2,2,1,,,,,,,,,,,,,,,,,,,,,4,38,102060090
2,31,38,8,2,12,29,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,12,31,102038008
2,31,38,10,5,16,51,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,,,16,53,102038010
2,31,38,10,4,16,26,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,16,28,102038010
2,31,38,14,2,13,5,2,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,13,8,102038014
2,31,38,18,6,18,,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,18,12,102038018
2,31,38,18,5,17,42,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,17,58,102038018
2,31,38,19,7,6,22,2,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,6,24,102038019
2,31,38,19,6,6,6,2,2,2,,,,,,,,,,,,,,,,,,,,,6,7,102038019
2,31,38,29,5,14,40,1,1,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,1,,,,,,14,42,102038029
2,31,38,31,3,7,49,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,7,51,102038031
2,31,38,31,4,8,11,2,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,8,14,102038031
2,31,38,33,2,13,26,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,13,29,102038033
2,31,38,42,3,17,16,2,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,,17,18,102038042
2,31,38,42,2,16,58,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,17,,102038042
2,31,38,59,4,16,9,2,1,2,1,1,2,1,2,2,1,2,2,2,2,1,,,,,,,,,16,11,102038059
2,31,38,59,5,15,53,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,15,55,102038059
2,31,38,59,6,18,44,2,1,2,1,1,2,1,2,2,2,2,2,,,,,,,,,,,,18,47,102038059
2,31,38,64,3,10,,2,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,10,2,102038064
2,31,38,65,2,6,52,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,6,54,102038065
2,31,39,22,2,11,0,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,,,11,5,102039022
2,31,39,22,4,11,40,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,11,45,102039022
2,31,39,22,3,11,20,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,11,25,102039022
2,31,39,41,5,1,20,2,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,,1,26,102039041
2,31,39,41,4,12,40,2,1,2,1,1,2,1,2,2,1,2,2,2,2,1,,,,,,,,,12,47,102039041
2,31,39,49,5,1,40,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,1,45,102039049
2,31,39,49,4,1,30,1,1,2,1,1,2,1,1,2,1,2,2,2,1,2,2,2,1,,,,,,1,35,102039049
2,31,39,50,3,2,36,2,1,2,1,2,2,2,2,1,,,,,,,,,,,,,,,2,40,102039050
2,31,39,57,5,5,20,2,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,5,25,102039057
2,31,39,57,4,5,0,2,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,5,5,102039057
2,31,39,61,4,2,0,1,1,2,1,1,2,1,1,2,1,1,,1,1,,1,2,2,2,2,1,,,2,5,102039061
2,31,39,61,5,2,20,1,1,2,1,1,2,1,1,,2,2,1,,,,,,,,,,,,2,25,102039061
2,31,39,61,6,2,40,1,1,2,1,1,2,1,1,,1,2,,2,2,1,,,,,,,,,2,45,102039061
2,31,39,61,8,3,0,1,1,2,1,1,2,1,2,2,2,2,2,,,,,,,,,,,,3,5,102039061
2,31,39,61,3,1,40,1,1,2,1,1,2,1,1,2,1,1,,1,1,,1,2,2,2,2,1,,,1,45,102039061
2,31,39,61,7,2,50,1,1,2,1,1,2,1,1,,1,2,2,2,2,1,,,,,,,,,2,55,102039061
2,31,39,63,4,1,34,2,2,1,,,,,,,,,,,,,,,,,,,,,1,35,102039063
2,31,40,6,5,2,30,2,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,2,32,102040006
2,31,40,6,4,2,15,2,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,2,17,102040006
2,31,40,14,5,6,57,2,1,2,1,1,,1,2,2,2,2,1,,,,,,,,,,,,6,59,102040014
2,31,40,14,4,6,32,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,6,34,102040014
2,31,40,14,6,7,7,2,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,7,9,102040014
2,31,40,24,2,4,23,2,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,4,25,102040024
2,31,40,24,4,4,1,2,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,4,3,102040024
2,31,40,24,3,3,48,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,1,,,,,,3,51,102040024
2,31,40,33,2,1,1,2,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,1,3,102040033
2,31,40,38,5,7,40,2,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,7,42,102040038
2,31,40,47,2,4,16,1,1,2,1,1,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,,,4,19,102040047
3,1,61,20,3,3,10,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,1,2,1,1,3,22,103061020
3,1,61,45,3,4,10,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,4,16,103061045
3,1,61,45,2,3,15,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,3,26,103061045
3,1,61,50,2,,,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,103061050
3,1,61,58,3,,,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,,,103061058
3,1,61,64,3,,,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,,,103061064
3,1,61,122,3,,,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,,,,,103061122
3,1,61,122,4,,,2,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,103061122
3,1,61,122,5,,,2,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,103061122
3,1,62,22,4,3,17,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,3,25,103062022
3,1,62,22,3,2,30,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,38,103062022
3,1,62,51,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,103062051
3,1,62,144,3,,,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,103062144
3,1,62,235,6,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,103062235
3,1,63,108,2,8,30,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,8,46,103063108
3,1,63,108,3,9,,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,9,4,103063108
3,1,64,3,3,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,103064003
3,1,64,4,3,,,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,,,103064004
3,1,64,4,4,,,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,103064004
3,1,64,6,2,,,2,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,,,103064006
3,1,64,9,2,,,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,,,103064009
3,1,64,27,3,,,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,103064027
3,1,64,27,4,,,2,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,,,103064027
3,1,64,36,3,,,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,103064036
3,1,64,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103064039
3,1,64,39,4,,,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,,,103064039
3,1,64,44,5,,,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,103064044
3,1,65,15,4,2,30,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,,1,2,40,103065015
3,1,66,117,3,3,20,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,1,2,1,2,3,28,103066117
3,1,66,117,2,2,30,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,38,103066117
3,1,66,142,3,,,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,1,1,2,2,2,1,,,,,103066142
3,1,66,142,2,,,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,103066142
3,1,66,142,4,,,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,103066142
3,1,67,22,2,18,3,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,18,5,103067022
3,1,67,37,2,14,42,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,14,51,103067037
3,1,67,37,3,15,17,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,15,32,103067037
3,1,68,17,4,,,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,103068017
3,1,68,17,3,,,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,,,103068017
3,1,68,34,3,,,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,,,103068034
3,1,68,152,2,,,2,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,103068152
3,1,68,164,3,,,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,1,,,,,103068164
3,1,68,180,3,,,2,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,,,103068180
3,1,68,180,2,,,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,103068180
3,1,69,45,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,103069045
3,1,70,9,4,7,45,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,7,58,103070009
3,1,70,9,3,7,30,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,7,45,103070009
3,1,70,28,3,12,,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,12,35,103070028
3,1,70,36,2,14,15,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,14,25,103070036
3,1,70,38,2,4,,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,4,25,103070038
3,1,72,5,6,4,20,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,1,,,4,33,103072005
3,1,72,5,4,3,23,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,,,3,46,103072005
3,1,72,5,3,3,5,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,3,20,103072005
3,1,72,5,5,3,50,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,4,15,103072005
3,1,72,21,6,4,10,2,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,4,21,103072021
3,1,72,21,5,3,45,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,4,6,103072021
3,1,72,21,8,4,25,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,4,43,103072021
3,1,72,27,3,3,37,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,3,54,103072027
3,1,72,30,4,4,13,2,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,4,26,103072030
3,1,72,30,3,3,42,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,,4,5,103072030
3,1,72,61,4,4,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,4,17,103072061
3,1,72,61,3,3,47,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,1,1,,,3,58,103072061
3,1,73,49,2,4,20,1,1,,1,1,2,1,1,,1,2,1,,,,,,,,,,,,4,25,103073049
3,1,73,49,3,4,55,2,2,1,,,,,,,,,,,,,,,,,,,,,4,57,103073049
3,1,73,53,1,6,20,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,6,25,103073053
3,1,74,26,6,,,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,,,103074026
3,1,74,65,2,5,15,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,5,27,103074065
3,1,75,37,2,4,53,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,1,,,4,59,103075037
3,1,75,37,4,6,54,1,1,,1,1,,2,2,2,,,,,,,,,,,,,,,7,36,103075037
3,1,75,37,3,5,44,1,1,2,1,1,2,1,1,,1,1,2,2,2,1,,,,,,,,,5,52,103075037
3,1,75,49,2,,,1,1,2,1,2,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,,,103075049
3,1,75,49,3,,,1,1,2,1,1,2,1,1,2,2,1,2,1,1,2,1,2,2,1,2,2,1,2,,,103075049
3,1,75,58,5,,,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,,,103075058
3,1,75,87,6,,,1,2,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,103075087
3,1,75,87,4,,,1,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,1,2,1,2,2,2,2,,,103075087
3,1,75,87,5,,,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,103075087
3,1,76,45,5,4,53,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,5,14,103076045
3,1,76,45,4,4,35,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,4,50,103076045
3,1,76,63,1,8,39,1,1,2,1,1,,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,8,41,103076063
3,1,76,72,2,1,35,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,53,103076072
3,1,76,82,3,4,9,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,4,18,103076082
3,1,76,84,3,,,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,1,2,2,2,2,,,,,103076084
3,1,77,24,2,10,15,2,1,1,,,,,,,,,,,,,,,,,,,,,10,20,103077024
3,1,77,29,2,4,30,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,4,34,103077029
3,1,77,33,2,4,2,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,4,5,103077033
3,1,77,42,2,2,2,1,1,,2,1,1,,,,,,,,,,,,,,,,,,2,8,103077042
3,1,77,138,4,4,21,2,2,1,,,,,,,,,,,,,,,,,,,,,4,22,103077138
3,1,77,138,3,4,0,2,1,1,,,,,,,,,,,,,,,,,,,,,4,2,103077138
3,1,77,138,5,4,45,2,2,1,,,,,,,,,,,,,,,,,,,,,4,46,103077138
3,1,78,19,2,2,0,2,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,,2,20,103078019
3,1,78,36,,9,0,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,9,30,103078036
3,1,78,63,3,2,30,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,38,103078063
3,1,78,67,3,4,0,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,4,10,103078067
3,1,79,4,2,,,1,1,2,1,1,2,1,1,2,1,1,2,2,1,1,,,,,,,,,,,103079004
3,1,79,15,3,16,5,2,1,1,,,,,,,,,,,,,,,,,,,,,16,9,103079015
3,1,79,15,5,16,14,1,1,,2,1,1,,,,,,,,,,,,,,,,,,16,20,103079015
3,1,79,33,2,16,2,1,1,,1,1,,1,1,2,1,1,2,2,2,1,,,,,,,,,16,8,103079033
3,1,79,33,4,16,30,2,2,2,,,,,,,,,,,,,,,,,,,,,16,34,103079033
3,1,79,33,5,16,38,2,2,2,,,,,,,,,,,,,,,,,,,,,16,41,103079033
3,1,79,33,3,16,15,1,1,,1,1,,1,1,2,2,2,1,,,,,,,,,,,,16,20,103079033
3,1,79,37,3,7,3,1,1,2,1,1,,2,1,1,,,,,,,,,,,,,,,7,8,103079037
3,1,80,4,5,4,13,2,1,2,2,2,2,1,1,2,1,1,2,2,2,1,,,,,,,,,4,20,103080004
3,1,80,4,4,4,22,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,4,27,103080004
3,1,80,9,5,5,22,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,5,27,103080009
3,1,80,9,2,5,6,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,5,7,103080009
3,1,80,9,4,5,15,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,5,21,103080009
3,1,80,9,3,5,8,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,5,14,103080009
3,1,80,41,6,,,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,,,103080041
3,1,80,54,4,4,43,1,1,2,2,2,1,,,,,,,,,,,,,,,,,,4,48,103080054
3,1,80,54,3,3,50,1,1,2,,,,1,1,2,1,1,2,1,1,,1,1,,1,1,2,1,1,4,5,103080054
3,1,81,13,6,4,25,2,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,4,26,103081013
3,1,81,13,7,4,20,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,4,22,103081013
3,1,81,13,8,4,14,2,1,2,1,1,2,1,2,2,1,1,2,2,2,1,,,,,,,,,4,16,103081013
3,1,81,13,5,3,30,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,3,33,103081013
3,1,81,47,4,15,21,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,15,33,103081047
3,1,81,47,3,15,10,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,15,20,103081047
3,1,82,8,4,16,40,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,16,59,103082008
3,1,82,8,5,17,5,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,17,40,103082008
3,1,82,8,6,17,45,1,1,2,2,2,1,,,,,,,,,,,,,,,,,,18,5,103082008
3,1,82,15,5,17,10,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,17,20,103082015
3,1,82,15,4,16,50,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,17,6,103082015
3,1,82,15,3,16,30,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,49,103082015
3,1,82,28,3,1,10,1,1,,1,1,,1,1,,1,1,,1,2,,2,1,,2,1,,2,2,1,13,103082028
3,1,82,32,3,12,35,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,12,52,103082032
3,1,82,32,4,12,54,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,13,21,103082032
3,1,82,41,1,10,15,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,,,,,,,,,10,43,103082041
3,1,83,12,3,15,5,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,,,,15,40,103083012
3,1,83,12,4,15,43,1,2,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,16,20,103083012
3,1,83,33,5,15,14,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,15,34,103083033
3,1,83,33,6,15,36,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,15,56,103083033
3,1,83,45,3,12,4,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,12,15,103083045
3,1,83,47,6,5,4,2,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,5,4,103083047
3,1,83,47,5,4,37,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,4,39,103083047
3,1,83,47,4,9,52,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,9,55,103083047
3,1,83,55,4,2,0,2,1,2,1,1,2,2,2,,,,,,,,,,,,,,,,2,1,103083055
3,1,83,70,5,3,39,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,,,3,43,103083070
3,1,84,31,3,15,12,1,1,,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,15,22,103084031
3,1,84,31,4,15,24,1,1,,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,15,39,103084031
3,1,84,53,3,12,14,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,,,12,16,103084053
3,1,84,53,2,12,30,2,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,12,31,103084053
3,1,84,62,6,14,19,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,14,37,103084062
3,1,84,62,5,13,58,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,14,17,103084062
