ausemp
6576.1
6595.7
6657.9
6675.5
6881.9
6861.9
6979.0
6918.5
7034.2
7022.3
7103.5
7092.3
7182.2
7247.3
7354.8
7353.3
7508.6
7566.5
7720.8
7715.3
7862.4
7803.0
7908.5
7808.0
7826.9
7708.8
7703.7
7620.7
7614.9
7597.2
7631.4
7613.4
7587.4
7531.0
7620.5
7589.4
7744.9
7738.6
7857.9
7861.7
8003.3
8049.9
8165.2
8165.9
8300.3
8246.6
8297.1
8265.9
8314.4
8291.4
8330.2
8250.3
8462.1
8413.0
8482.5
8455.2
8554.3
8556.5
8606.5
8603.6
8763.7
8754.4
8865.0
8911.6
8912.7
8920.9
9004.6
8971.9
9055.6
9092.3
9134.7
9150.3
9286.7
9372.6
9380.1
9327.0
9427.7
9434.5
9533.5
9462.1
9652.9
9744.6
9850.8
9870.3
9945.0
9961.1
10082.1
10105.8
10201.6
10277.0
10412.0
10406.4
10535.1
10622.9
10690.3
10710.4
10757.3
10776.7
10786.8
10707.3
10829.2
10889.2
10957.4
10973.8
11144.5
11146.2
11196.2
11127.2
11239.4
11237.7
11393.2
11264.1
11378.3
11425.3
11491.7
11361.4
11445.9
11464.6
11553.3
11572.8
11581.7
11724.1
11781.4
11702.6
11935.3
11975.9
11999.9
11904.7
12054.0
12103.3
12256.6
12244.9
12453.1
12527.4
12571.4
12544.1
12739.2
12812.3
